year,pgisced97,regtyp,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Upper Secondary Level,Urban regions,At least once per month,0.00063,105,451,-0.00169,0.00295
2017,Upper Secondary Level,Urban regions,Seldom,0.00053,101,451,-0.00160,0.00267
2017,Upper Secondary Level,Urban regions,Never,0.00073,132,451,-0.00177,0.00324
2017,Upper Secondary Level,Rural regions,At least once per week,0.00042,43,198,-0.00244,0.00327
2017,Upper Secondary Level,Rural regions,At least once per month,0.00047,46,198,-0.00256,0.00351
2017,Upper Secondary Level,Rural regions,Seldom,0.00057,46,198,-0.00277,0.00391
2017,Upper Secondary Level,Rural regions,Never,0.00062,63,198,-0.00286,0.00411
2017,Second Stage of Tertiary Education,Urban regions,At least once per week,0.00111,100,522,-0.00175,0.00397
2017,Second Stage of Tertiary Education,Urban regions,At least once per month,0.00195,169,522,-0.00184,0.00573
2017,Second Stage of Tertiary Education,Urban regions,Seldom,0.00110,119,522,-0.00175,0.00395
2017,Second Stage of Tertiary Education,Urban regions,Never,0.00126,134,522,-0.00179,0.00432
2017,Second Stage of Tertiary Education,Rural regions,At least once per week,0.00142,33,199,-0.00383,0.00668
2017,Second Stage of Tertiary Education,Rural regions,At least once per month,0.00154,45,199,-0.00392,0.00701
2017,Second Stage of Tertiary Education,Rural regions,Seldom,0.00177,55,199,-0.00409,0.00763
2017,Second Stage of Tertiary Education,Rural regions,Never,0.00234,66,199,-0.00439,0.00906
2018,Primary Level,Urban regions,At least once per week,0.02620,188,790,0.01505,0.03734
2018,Primary Level,Urban regions,At least once per month,0.02881,257,790,0.01714,0.04048
2018,Primary Level,Urban regions,Seldom,0.01868,162,790,0.00923,0.02812
2018,Primary Level,Urban regions,Never,0.02377,183,790,0.01314,0.03440
2018,Primary Level,Rural regions,At least once per week,0.04074,75,319,0.01901,0.06247
2018,Primary Level,Rural regions,At least once per month,0.02091,77,319,0.00518,0.03663
2018,Primary Level,Rural regions,Seldom,0.03333,78,319,0.01360,0.05305
2018,Primary Level,Rural regions,Never,0.03140,89,319,0.01223,0.05057
2018,Lower Secondary Level,Urban regions,At least once per week,0.00473,127,430,-0.00176,0.01122
2018,Lower Secondary Level,Urban regions,At least once per month,0.00390,136,430,-0.00200,0.00980
2018,Lower Secondary Level,Urban regions,Seldom,0.00235,92,430,-0.00223,0.00694
2018,Lower Secondary Level,Urban regions,Never,0.00149,75,430,-0.00216,0.00515
2018,Lower Secondary Level,Rural regions,At least once per week,0.00433,48,153,-0.00611,0.01476
2018,Lower Secondary Level,Rural regions,At least once per month,0.00367,51,153,-0.00594,0.01327
2018,Lower Secondary Level,Rural regions,Never,0.00308,54,153,-0.00573,0.01189
2018,Upper Secondary Level,Urban regions,At least once per week,0.00080,106,391,-0.00201,0.00361
2018,Upper Secondary Level,Urban regions,At least once per month,0.00096,133,391,-0.00211,0.00404
2018,Upper Secondary Level,Urban regions,Seldom,0.00066,87,391,-0.00189,0.00321
2018,Upper Secondary Level,Urban regions,Never,0.00039,65,391,-0.00157,0.00234
2018,Upper Secondary Level,Rural regions,At least once per week,0.00054,31,123,-0.00358,0.00465
2018,Upper Secondary Level,Rural regions,At least once per month,0.00073,49,123,-0.00406,0.00551
2018,Upper Secondary Level,Rural regions,Never,0.00039,43,123,-0.00312,0.00390
2018,Second Stage of Tertiary Education,Urban regions,At least once per week,0.00202,118,435,-0.00220,0.00624
2018,Second Stage of Tertiary Education,Urban regions,At least once per month,0.00175,161,435,-0.00218,0.00568
2018,Second Stage of Tertiary Education,Urban regions,Seldom,0.00129,99,435,-0.00209,0.00468
2018,Second Stage of Tertiary Education,Urban regions,Never,0.00067,57,435,-0.00176,0.00310
2018,Second Stage of Tertiary Education,Rural regions,At least once per month,0.00146,43,74,-0.00731,0.01023
2018,Second Stage of Tertiary Education,Rural regions,Seldom,0.00091,31,74,-0.00600,0.00782
2019,Pre-primary Level,Urban regions,At least once per week,0.23814,92,230,0.18298,0.29331
2019,Pre-primary Level,Urban regions,At least once per month,0.24525,88,230,0.18953,0.30097
2019,Pre-primary Level,Urban regions,Seldom,0.12653,50,230,0.08347,0.16959
2019,Pre-primary Level,Rural regions,At least once per week,0.14895,31,31,0.02154,0.27636
2019,Primary Level,Urban regions,At least once per week,0.21651,271,1072,0.19184,0.24118
2019,Primary Level,Urban regions,At least once per month,0.28764,336,1072,0.26053,0.31475
2019,Primary Level,Urban regions,Seldom,0.27884,268,1072,0.25198,0.30569
2019,Primary Level,Urban regions,Never,0.16735,197,1072,0.14500,0.18971
2019,Primary Level,Rural regions,At least once per week,0.17102,88,427,0.13526,0.20677
2019,Primary Level,Rural regions,At least once per month,0.22218,114,427,0.18270,0.26166
2019,Primary Level,Rural regions,Seldom,0.33987,123,427,0.29489,0.38485
2019,Primary Level,Rural regions,Never,0.22854,102,427,0.18867,0.26841
2019,Lower Secondary Level,Urban regions,Daily,0.01344,38,1922,0.00829,0.01859
2019,Lower Secondary Level,Urban regions,At least once per week,0.21946,450,1922,0.20095,0.23796
2019,Lower Secondary Level,Urban regions,At least once per month,0.30497,569,1922,0.28439,0.32556
2019,Lower Secondary Level,Urban regions,Seldom,0.29431,582,1922,0.27393,0.31469
2019,Lower Secondary Level,Urban regions,Never,0.14111,283,1922,0.12554,0.15667
2019,Lower Secondary Level,Rural regions,At least once per week,0.16516,192,1067,0.14287,0.18746
2019,Lower Secondary Level,Rural regions,At least once per month,0.28752,356,1067,0.26035,0.31469
2019,Lower Secondary Level,Rural regions,Seldom,0.38210,359,1067,0.35293,0.41127
2019,Lower Secondary Level,Rural regions,Never,0.11891,160,1067,0.09948,0.13834
2019,Upper Secondary Level,Urban regions,Daily,0.01334,107,6966,0.01064,0.01603
2019,Upper Secondary Level,Urban regions,At least once per week,0.25762,1895,6966,0.24735,0.26790
2019,Upper Secondary Level,Urban regions,At least once per month,0.36844,2497,6966,0.35712,0.37977
2019,Upper Secondary Level,Urban regions,Seldom,0.29358,1998,6966,0.28289,0.30428
2019,Upper Secondary Level,Urban regions,Never,0.06462,469,6966,0.05885,0.07040
2019,Upper Secondary Level,Rural regions,Daily,0.01226,41,4438,0.00903,0.01550
2019,Upper Secondary Level,Rural regions,At least once per week,0.18940,783,4438,0.17787,0.20093
2019,Upper Secondary Level,Rural regions,At least once per month,0.33485,1584,4438,0.32097,0.34874
2019,Upper Secondary Level,Rural regions,Seldom,0.37345,1621,4438,0.35921,0.38768
2019,Upper Secondary Level,Rural regions,Never,0.08746,409,4438,0.07914,0.09577
2019,Post-secondary Non-tertiary Level,Urban regions,Daily,0.01621,32,1574,0.00997,0.02245
2019,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.28446,415,1574,0.26216,0.30675
2019,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.42876,653,1574,0.40430,0.45321
2019,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.22670,399,1574,0.20601,0.24740
2019,Post-secondary Non-tertiary Level,Urban regions,Never,0.04367,75,1574,0.03357,0.05377
2019,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.19975,107,610,0.16799,0.23150
2019,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.44240,263,610,0.40295,0.48185
2019,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.29701,199,610,0.26072,0.33330
2019,Post-secondary Non-tertiary Level,Rural regions,Never,0.04516,41,610,0.02867,0.06165
2019,First Stage of Tertiary Education,Urban regions,At least once per week,0.29461,290,896,0.26474,0.32447
2019,First Stage of Tertiary Education,Urban regions,At least once per month,0.40097,361,896,0.36886,0.43308
2019,First Stage of Tertiary Education,Urban regions,Seldom,0.27201,245,896,0.24286,0.30117
2019,First Stage of Tertiary Education,Rural regions,At least once per week,0.22969,150,651,0.19736,0.26203
2019,First Stage of Tertiary Education,Rural regions,At least once per month,0.35630,274,651,0.31948,0.39311
2019,First Stage of Tertiary Education,Rural regions,Seldom,0.34735,227,651,0.31075,0.38395
2019,Second Stage of Tertiary Education,Urban regions,Daily,0.02623,150,5349,0.02194,0.03051
2019,Second Stage of Tertiary Education,Urban regions,At least once per week,0.35176,1868,5349,0.33896,0.36456
2019,Second Stage of Tertiary Education,Urban regions,At least once per month,0.39919,2090,5349,0.38607,0.41232
2019,Second Stage of Tertiary Education,Urban regions,Seldom,0.19606,1074,5349,0.18542,0.20670
2019,Second Stage of Tertiary Education,Urban regions,Never,0.02506,167,5349,0.02087,0.02925
2019,Second Stage of Tertiary Education,Rural regions,At least once per week,0.24837,487,2000,0.22943,0.26731
2019,Second Stage of Tertiary Education,Rural regions,At least once per month,0.42358,884,2000,0.40192,0.44524
2019,Second Stage of Tertiary Education,Rural regions,Seldom,0.27865,559,2000,0.25900,0.29831
2019,Second Stage of Tertiary Education,Rural regions,Never,0.03755,70,2000,0.02922,0.04589
