year,bula_h,hhtyp,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Baden-Wuerttemberg,Couple without children,No,0.34105,146,461,0.29773,0.38438
2018,Baden-Wuerttemberg,Single parent,Yes,0.61698,76,126,0.53176,0.70220
2018,Baden-Wuerttemberg,Single parent,No,0.38302,50,126,0.29780,0.46824
2018,Baden-Wuerttemberg,Couple with children,Yes,0.81518,495,623,0.78467,0.84568
2018,Baden-Wuerttemberg,Couple with children,No,0.18482,128,623,0.15432,0.21533
2018,Bavaria,Single-person household,Yes,0.57761,337,604,0.53818,0.61703
2018,Bavaria,Single-person household,No,0.42239,267,604,0.38297,0.46182
2018,Bavaria,Couple without children,Yes,0.64085,424,665,0.60436,0.67734
2018,Bavaria,Couple without children,No,0.35915,241,665,0.32266,0.39564
2018,Bavaria,Single parent,Yes,0.43115,116,239,0.36823,0.49407
2018,Bavaria,Single parent,No,0.56885,123,239,0.50593,0.63177
2018,Bavaria,Couple with children,Yes,0.63541,521,833,0.60270,0.66812
2018,Bavaria,Couple with children,No,0.36459,312,833,0.33188,0.39730
2018,Berlin,Single-person household,Yes,0.59717,172,278,0.53941,0.65493
2018,Berlin,Single-person household,No,0.40283,106,278,0.34507,0.46059
2018,Berlin,Couple without children,Yes,0.84353,141,183,0.79075,0.89631
2018,Berlin,Couple without children,No,0.15647,42,183,0.10369,0.20925
2018,Berlin,Single parent,Yes,0.75036,45,45,0.62248,0.87825
2018,Berlin,Couple with children,Yes,0.74789,100,146,0.67721,0.81857
2018,Berlin,Couple with children,No,0.25211,46,146,0.18143,0.32279
2018,Brandenburg,Single-person household,Yes,0.64793,113,176,0.57716,0.71869
2018,Brandenburg,Single-person household,No,0.35207,63,176,0.28131,0.42284
2018,Brandenburg,Couple without children,Yes,0.73155,170,233,0.67453,0.78858
2018,Brandenburg,Couple without children,No,0.26845,63,233,0.21142,0.32547
2018,Brandenburg,Couple with children,Yes,0.69492,104,164,0.62423,0.76560
2018,Brandenburg,Couple with children,No,0.30508,60,164,0.23440,0.37577
2018,Mecklenburg-Western Pomerania,Single-person household,Yes,0.76913,94,126,0.69526,0.84300
2018,Mecklenburg-Western Pomerania,Single-person household,No,0.23087,32,126,0.15700,0.30474
2018,Mecklenburg-Western Pomerania,Couple without children,Yes,0.83550,105,105,0.76424,0.90675
2018,Mecklenburg-Western Pomerania,Couple with children,Yes,0.83585,77,77,0.75257,0.91913
2018,Saxony,Single-person household,Yes,0.59112,178,284,0.53384,0.64840
2018,Saxony,Single-person household,No,0.40888,106,284,0.35160,0.46616
2018,Saxony,Couple without children,Yes,0.70073,217,313,0.64992,0.75155
2018,Saxony,Couple without children,No,0.29927,96,313,0.24845,0.35008
2018,Saxony,Single parent,Yes,0.56943,57,90,0.46655,0.67230
2018,Saxony,Single parent,No,0.43057,33,90,0.32770,0.53345
2018,Saxony,Couple with children,Yes,0.68302,188,271,0.62752,0.73852
2018,Saxony,Couple with children,No,0.31698,83,271,0.26148,0.37248
2018,Saxony-Anhalt,Single-person household,Yes,0.70801,120,170,0.63945,0.77656
2018,Saxony-Anhalt,Single-person household,No,0.29199,50,170,0.22344,0.36055
2018,Saxony-Anhalt,Couple without children,Yes,0.74623,137,182,0.68283,0.80963
2018,Saxony-Anhalt,Couple without children,No,0.25377,45,182,0.19037,0.31717
2018,Saxony-Anhalt,Single parent,Yes,0.81306,51,51,0.70499,0.92112
2018,Saxony-Anhalt,Couple with children,Yes,0.79181,101,140,0.72431,0.85931
2018,Saxony-Anhalt,Couple with children,No,0.20819,39,140,0.14069,0.27569
2018,Thuringa,Single-person household,Yes,0.56258,91,164,0.48642,0.63873
2018,Thuringa,Single-person household,No,0.43742,73,164,0.36127,0.51358
2018,Thuringa,Couple without children,Yes,0.69729,125,193,0.63231,0.76228
2018,Thuringa,Couple without children,No,0.30271,68,193,0.23772,0.36769
2018,Thuringa,Single parent,Yes,0.61819,35,35,0.45489,0.78150
2018,Thuringa,Couple with children,Yes,0.63630,98,155,0.56032,0.71228
2018,Thuringa,Couple with children,No,0.36370,57,155,0.28772,0.43968
2019,Schleswig-Holstein,Single-person household,Yes,0.49959,47,98,0.40008,0.59909
2019,Schleswig-Holstein,Single-person household,No,0.50041,51,98,0.40091,0.59992
2019,Schleswig-Holstein,Couple without children,Yes,0.68059,86,138,0.60251,0.75867
2019,Schleswig-Holstein,Couple without children,No,0.31941,52,138,0.24133,0.39749
2019,Schleswig-Holstein,Couple with children,Yes,0.69737,113,160,0.62596,0.76877
2019,Schleswig-Holstein,Couple with children,No,0.30263,47,160,0.23123,0.37404
2019,Hamburg,Single-person household,No,0.58378,41,41,0.43102,0.73654
2019,Hamburg,Couple without children,Yes,0.58873,50,84,0.48287,0.69459
2019,Hamburg,Couple without children,No,0.41127,34,84,0.30541,0.51713
2019,Hamburg,Couple with children,Yes,0.50614,41,73,0.39066,0.62163
2019,Hamburg,Couple with children,No,0.49386,32,73,0.37837,0.60934
2019,Lower Saxony,Single-person household,Yes,0.56168,161,283,0.50377,0.61960
2019,Lower Saxony,Single-person household,No,0.43832,122,283,0.38040,0.49623
2019,Lower Saxony,Couple without children,Yes,0.76437,278,387,0.72203,0.80671
2019,Lower Saxony,Couple without children,No,0.23563,109,387,0.19329,0.27797
2019,Lower Saxony,Single parent,Yes,0.68138,74,121,0.59801,0.76475
2019,Lower Saxony,Single parent,No,0.31862,47,121,0.23525,0.40199
2019,Lower Saxony,Couple with children,Yes,0.69160,295,411,0.64689,0.73630
2019,Lower Saxony,Couple with children,No,0.30840,116,411,0.26370,0.35311
2019,North Rhine-Westphalia,Single-person household,Yes,0.63733,382,602,0.59889,0.67577
2019,North Rhine-Westphalia,Single-person household,No,0.36267,220,602,0.32423,0.40111
2019,North Rhine-Westphalia,Couple without children,Yes,0.67161,518,758,0.63816,0.70507
2019,North Rhine-Westphalia,Couple without children,No,0.32839,240,758,0.29493,0.36184
2019,North Rhine-Westphalia,Single parent,Yes,0.48859,155,258,0.42748,0.54971
2019,North Rhine-Westphalia,Single parent,No,0.51141,103,258,0.45029,0.57252
2019,North Rhine-Westphalia,Couple with children,Yes,0.68574,637,899,0.65538,0.71610
2019,North Rhine-Westphalia,Couple with children,No,0.31426,262,899,0.28390,0.34462
2019,Hesse,Single-person household,Yes,0.54273,114,203,0.47403,0.61143
2019,Hesse,Single-person household,No,0.45727,89,203,0.38857,0.52597
2019,Hesse,Couple without children,Yes,0.60138,145,232,0.53824,0.66452
2019,Hesse,Couple without children,No,0.39862,87,232,0.33548,0.46176
2019,Hesse,Single parent,Yes,0.47385,47,88,0.36893,0.57878
2019,Hesse,Single parent,No,0.52615,41,88,0.42122,0.63107
2019,Hesse,Couple with children,Yes,0.61922,156,257,0.55973,0.67870
2019,Hesse,Couple with children,No,0.38078,101,257,0.32130,0.44027
2019,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.44391,86,183,0.37173,0.51609
2019,"Rhineland-Palatinate, Saarland",Single-person household,No,0.55609,97,183,0.48391,0.62827
2019,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.68798,141,224,0.62717,0.74879
2019,"Rhineland-Palatinate, Saarland",Couple without children,No,0.31202,83,224,0.25121,0.37283
2019,"Rhineland-Palatinate, Saarland",Single parent,No,0.36088,37,37,0.20400,0.51777
2019,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.62635,137,220,0.56227,0.69042
2019,"Rhineland-Palatinate, Saarland",Couple with children,No,0.37365,83,220,0.30958,0.43773
2019,Baden-Wuerttemberg,Single-person household,Yes,0.58901,171,301,0.53333,0.64469
2019,Baden-Wuerttemberg,Single-person household,No,0.41099,130,301,0.35531,0.46667
2019,Baden-Wuerttemberg,Couple without children,Yes,0.65950,256,378,0.61167,0.70734
2019,Baden-Wuerttemberg,Couple without children,No,0.34050,122,378,0.29266,0.38833
2019,Baden-Wuerttemberg,Single parent,Yes,0.61057,58,93,0.51093,0.71021
2019,Baden-Wuerttemberg,Single parent,No,0.38943,35,93,0.28979,0.48907
2019,Baden-Wuerttemberg,Couple with children,Yes,0.79651,406,507,0.76143,0.83159
2019,Baden-Wuerttemberg,Couple with children,No,0.20349,101,507,0.16841,0.23857
2019,Bavaria,Single-person household,Yes,0.54291,268,495,0.49898,0.58684
2019,Bavaria,Single-person household,No,0.45709,227,495,0.41316,0.50102
2019,Bavaria,Couple without children,Yes,0.67049,364,555,0.63135,0.70963
2019,Bavaria,Couple without children,No,0.32951,191,555,0.29037,0.36865
2019,Bavaria,Single parent,Yes,0.35863,90,190,0.29026,0.42701
2019,Bavaria,Single parent,No,0.64137,100,190,0.57299,0.70974
2019,Bavaria,Couple with children,Yes,0.63405,420,661,0.59730,0.67080
2019,Bavaria,Couple with children,No,0.36595,241,661,0.32920,0.40270
2019,Berlin,Single-person household,Yes,0.59500,141,222,0.53028,0.65972
2019,Berlin,Single-person household,No,0.40500,81,222,0.34028,0.46972
2019,Berlin,Couple without children,Yes,0.84512,118,155,0.78798,0.90226
2019,Berlin,Couple without children,No,0.15488,37,155,0.09774,0.21202
2019,Berlin,Single parent,Yes,0.70676,42,42,0.56741,0.84611
2019,Berlin,Couple with children,Yes,0.68312,75,110,0.59577,0.77047
2019,Berlin,Couple with children,No,0.31688,35,110,0.22953,0.40423
2019,Brandenburg,Single-person household,Yes,0.65590,99,153,0.58038,0.73143
2019,Brandenburg,Single-person household,No,0.34410,54,153,0.26857,0.41962
2019,Brandenburg,Couple without children,Yes,0.74963,148,200,0.68943,0.80982
2019,Brandenburg,Couple without children,No,0.25037,52,200,0.19018,0.31057
2019,Brandenburg,Couple with children,Yes,0.67257,90,144,0.59566,0.74949
2019,Brandenburg,Couple with children,No,0.32743,54,144,0.25051,0.40434
2019,Mecklenburg-Western Pomerania,Single-person household,Yes,0.84486,75,75,0.76238,0.92735
2019,Mecklenburg-Western Pomerania,Couple without children,Yes,0.81865,88,88,0.73769,0.89962
2019,Mecklenburg-Western Pomerania,Couple with children,Yes,0.89592,66,66,0.82168,0.97015
2019,Saxony,Single-person household,Yes,0.58434,148,230,0.52051,0.64817
2019,Saxony,Single-person household,No,0.41566,82,230,0.35183,0.47949
2019,Saxony,Couple without children,Yes,0.66474,195,283,0.60964,0.71984
2019,Saxony,Couple without children,No,0.33526,88,283,0.28016,0.39036
2019,Saxony,Single parent,Yes,0.52741,44,44,0.37819,0.67664
2019,Saxony,Couple with children,Yes,0.75176,155,219,0.69442,0.80911
2019,Saxony,Couple with children,No,0.24824,64,219,0.19089,0.30558
2019,Saxony-Anhalt,Single-person household,Yes,0.71139,96,132,0.63379,0.78898
2019,Saxony-Anhalt,Single-person household,No,0.28861,36,132,0.21102,0.36621
2019,Saxony-Anhalt,Couple without children,Yes,0.70316,113,158,0.63170,0.77463
2019,Saxony-Anhalt,Couple without children,No,0.29684,45,158,0.22537,0.36830
2019,Saxony-Anhalt,Single parent,Yes,0.84851,43,43,0.74008,0.95694
2019,Saxony-Anhalt,Couple with children,Yes,0.84145,81,81,0.76141,0.92149
2019,Thuringa,Single-person household,Yes,0.59692,81,140,0.51538,0.67847
2019,Thuringa,Single-person household,No,0.40308,59,140,0.32153,0.48462
2019,Thuringa,Couple without children,Yes,0.69280,101,159,0.62086,0.76474
2019,Thuringa,Couple without children,No,0.30720,58,159,0.23526,0.37914
2019,Thuringa,Single parent,Yes,0.83161,31,31,0.69770,0.96552
2019,Thuringa,Couple with children,Yes,0.69108,82,118,0.60735,0.77480
2019,Thuringa,Couple with children,No,0.30892,36,118,0.22520,0.39265
2020,Schleswig-Holstein,Single-person household,Yes,0.64471,73,129,0.56180,0.72763
2020,Schleswig-Holstein,Single-person household,No,0.35529,56,129,0.27237,0.43820
2020,Schleswig-Holstein,Couple without children,Yes,0.80236,117,164,0.74122,0.86349
2020,Schleswig-Holstein,Couple without children,No,0.19764,47,164,0.13651,0.25878
2020,Schleswig-Holstein,Couple with children,Yes,0.74762,140,190,0.68570,0.80955
2020,Schleswig-Holstein,Couple with children,No,0.25238,50,190,0.19045,0.31430
2020,Hamburg,Single-person household,Yes,0.56911,53,97,0.47005,0.66817
2020,Hamburg,Single-person household,No,0.43089,44,97,0.33183,0.52995
2020,Hamburg,Couple without children,Yes,0.65017,73,114,0.56224,0.73811
2020,Hamburg,Couple without children,No,0.34983,41,114,0.26189,0.43776
2020,Hamburg,Couple with children,Yes,0.72329,74,74,0.62066,0.82592
2020,Lower Saxony,Single-person household,Yes,0.62386,225,387,0.57553,0.67218
2020,Lower Saxony,Single-person household,No,0.37614,162,387,0.32782,0.42447
2020,Lower Saxony,Couple without children,Yes,0.71241,337,470,0.67144,0.75337
2020,Lower Saxony,Couple without children,No,0.28759,133,470,0.24663,0.32856
2020,Lower Saxony,Single parent,Yes,0.48982,82,138,0.40611,0.57353
2020,Lower Saxony,Single parent,No,0.51018,56,138,0.42647,0.59389
2020,Lower Saxony,Couple with children,Yes,0.77655,344,451,0.73806,0.81504
2020,Lower Saxony,Couple with children,No,0.22345,107,451,0.18496,0.26194
2020,North Rhine-Westphalia,Single-person household,Yes,0.65927,510,900,0.62829,0.69025
2020,North Rhine-Westphalia,Single-person household,No,0.34073,390,900,0.30975,0.37171
2020,North Rhine-Westphalia,Couple without children,Yes,0.67204,662,1005,0.64300,0.70108
2020,North Rhine-Westphalia,Couple without children,No,0.32796,343,1005,0.29892,0.35700
2020,North Rhine-Westphalia,Single parent,Yes,0.59851,151,263,0.53915,0.65786
2020,North Rhine-Westphalia,Single parent,No,0.40149,112,263,0.34214,0.46085
2020,North Rhine-Westphalia,Couple with children,Yes,0.76396,751,1082,0.73865,0.78928
2020,North Rhine-Westphalia,Couple with children,No,0.23604,331,1082,0.21072,0.26135
2020,North Rhine-Westphalia,Other Combinations,Yes,0.68449,36,69,0.57404,0.79495
2020,North Rhine-Westphalia,Other Combinations,No,0.31551,33,69,0.20505,0.42596
2020,Hesse,Single-person household,Yes,0.56569,172,329,0.51205,0.61933
2020,Hesse,Single-person household,No,0.43431,157,329,0.38067,0.48795
2020,Hesse,Couple without children,Yes,0.62847,214,315,0.57502,0.68192
2020,Hesse,Couple without children,No,0.37153,101,315,0.31808,0.42498
2020,Hesse,Single parent,Yes,0.48427,45,91,0.38102,0.58752
2020,Hesse,Single parent,No,0.51573,46,91,0.41248,0.61898
2020,Hesse,Couple with children,Yes,0.64005,206,332,0.58834,0.69176
2020,Hesse,Couple with children,No,0.35995,126,332,0.30824,0.41166
2020,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.38829,93,235,0.32585,0.45074
2020,"Rhineland-Palatinate, Saarland",Single-person household,No,0.61171,142,235,0.54926,0.67415
2020,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.60345,174,278,0.54585,0.66106
2020,"Rhineland-Palatinate, Saarland",Couple without children,No,0.39655,104,278,0.33894,0.45415
2020,"Rhineland-Palatinate, Saarland",Single parent,No,0.41475,39,39,0.25810,0.57140
2020,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.70160,153,254,0.64522,0.75799
2020,"Rhineland-Palatinate, Saarland",Couple with children,No,0.29840,101,254,0.24201,0.35478
2020,Baden-Wuerttemberg,Single-person household,Yes,0.66833,238,416,0.62303,0.71362
2020,Baden-Wuerttemberg,Single-person household,No,0.33167,178,416,0.28638,0.37697
2020,Baden-Wuerttemberg,Couple without children,Yes,0.70376,357,509,0.66405,0.74346
2020,Baden-Wuerttemberg,Couple without children,No,0.29624,152,509,0.25654,0.33595
2020,Baden-Wuerttemberg,Single parent,Yes,0.53552,68,121,0.44629,0.62476
2020,Baden-Wuerttemberg,Single parent,No,0.46448,53,121,0.37524,0.55371
2020,Baden-Wuerttemberg,Couple with children,Yes,0.71376,462,629,0.67841,0.74911
2020,Baden-Wuerttemberg,Couple with children,No,0.28624,167,629,0.25089,0.32159
2020,Bavaria,Single-person household,Yes,0.52986,384,685,0.49246,0.56727
2020,Bavaria,Single-person household,No,0.47014,301,685,0.43273,0.50754
2020,Bavaria,Couple without children,Yes,0.62510,467,752,0.59047,0.65972
2020,Bavaria,Couple without children,No,0.37490,285,752,0.34028,0.40953
2020,Bavaria,Single parent,Yes,0.46535,120,220,0.39929,0.53142
2020,Bavaria,Single parent,No,0.53465,100,220,0.46858,0.60071
2020,Bavaria,Couple with children,Yes,0.72804,565,838,0.69789,0.75818
2020,Bavaria,Couple with children,No,0.27196,273,838,0.24182,0.30211
2020,Bavaria,Other Combinations,Yes,0.48058,31,68,0.36094,0.60021
2020,Bavaria,Other Combinations,No,0.51942,37,68,0.39979,0.63906
2020,Berlin,Single-person household,Yes,0.60347,197,359,0.55280,0.65415
2020,Berlin,Single-person household,No,0.39653,162,359,0.34585,0.44720
2020,Berlin,Couple without children,Yes,0.71242,156,244,0.65551,0.76934
2020,Berlin,Couple without children,No,0.28758,88,244,0.23066,0.34449
2020,Berlin,Single parent,Yes,0.56275,34,34,0.39350,0.73200
2020,Berlin,Couple with children,Yes,0.69268,106,160,0.62096,0.76440
2020,Berlin,Couple with children,No,0.30732,54,160,0.23560,0.37904
2020,Brandenburg,Single-person household,Yes,0.70499,122,179,0.63800,0.77199
2020,Brandenburg,Single-person household,No,0.29501,57,179,0.22801,0.36200
2020,Brandenburg,Couple without children,Yes,0.74653,184,250,0.69250,0.80056
2020,Brandenburg,Couple without children,No,0.25347,66,250,0.19944,0.30750
2020,Brandenburg,Single parent,Yes,0.67070,31,31,0.50253,0.83887
2020,Brandenburg,Couple with children,Yes,0.78196,132,176,0.72078,0.84314
2020,Brandenburg,Couple with children,No,0.21804,44,176,0.15686,0.27922
2020,Mecklenburg-Western Pomerania,Single-person household,Yes,0.82729,93,93,0.75005,0.90454
2020,Mecklenburg-Western Pomerania,Couple without children,Yes,0.66209,87,87,0.56212,0.76206
2020,Mecklenburg-Western Pomerania,Couple with children,Yes,0.94242,69,69,0.88706,0.99779
2020,Saxony,Single-person household,Yes,0.55386,174,282,0.49574,0.61198
2020,Saxony,Single-person household,No,0.44614,108,282,0.38802,0.50426
2020,Saxony,Couple without children,Yes,0.66507,233,335,0.61445,0.71569
2020,Saxony,Couple without children,No,0.33493,102,335,0.28431,0.38555
2020,Saxony,Single parent,Yes,0.61648,57,57,0.48912,0.74383
2020,Saxony,Couple with children,Yes,0.68291,176,245,0.62453,0.74130
2020,Saxony,Couple with children,No,0.31709,69,245,0.25870,0.37547
2020,Saxony-Anhalt,Single-person household,Yes,0.66379,110,160,0.59036,0.73722
2020,Saxony-Anhalt,Single-person household,No,0.33621,50,160,0.26278,0.40964
2020,Saxony-Anhalt,Couple without children,Yes,0.77268,139,187,0.71245,0.83291
2020,Saxony-Anhalt,Couple without children,No,0.22732,48,187,0.16709,0.28755
2020,Saxony-Anhalt,Single parent,Yes,0.86108,52,52,0.76615,0.95600
2020,Saxony-Anhalt,Couple with children,Yes,0.81200,95,133,0.74534,0.87865
2020,Saxony-Anhalt,Couple with children,No,0.18800,38,133,0.12135,0.25466
2020,Thuringa,Single-person household,Yes,0.65030,111,169,0.57819,0.72241
2020,Thuringa,Single-person household,No,0.34970,58,169,0.27759,0.42181
2020,Thuringa,Couple without children,Yes,0.69434,124,189,0.62849,0.76020
2020,Thuringa,Couple without children,No,0.30566,65,189,0.23980,0.37151
2020,Thuringa,Single parent,Yes,0.73601,33,33,0.58328,0.88873
2020,Thuringa,Couple with children,Yes,0.82014,110,152,0.75888,0.88140
2020,Thuringa,Couple with children,No,0.17986,42,152,0.11860,0.24112
2021,Schleswig-Holstein,Single-person household,Yes,0.71284,56,87,0.61722,0.80846
2021,Schleswig-Holstein,Single-person household,No,0.28716,31,87,0.19154,0.38278
2021,Schleswig-Holstein,Couple without children,Yes,0.80920,79,113,0.73643,0.88197
2021,Schleswig-Holstein,Couple without children,No,0.19080,34,113,0.11803,0.26357
2021,Schleswig-Holstein,Couple with children,Yes,0.78774,101,139,0.71951,0.85596
2021,Schleswig-Holstein,Couple with children,No,0.21226,38,139,0.14404,0.28049
2021,Hamburg,Single-person household,Yes,0.55498,37,37,0.39264,0.71732
2021,Hamburg,Couple without children,Yes,0.60388,55,55,0.47343,0.73434
2021,Hamburg,Couple with children,Yes,0.84627,45,45,0.73969,0.95285
2021,Lower Saxony,Single-person household,Yes,0.58407,155,254,0.52333,0.64480
2021,Lower Saxony,Single-person household,No,0.41593,99,254,0.35520,0.47667
2021,Lower Saxony,Couple without children,Yes,0.70087,214,294,0.64844,0.75330
2021,Lower Saxony,Couple without children,No,0.29913,80,294,0.24670,0.35156
2021,Lower Saxony,Single parent,Yes,0.46470,55,88,0.35989,0.56950
2021,Lower Saxony,Single parent,No,0.53530,33,88,0.43050,0.64011
2021,Lower Saxony,Couple with children,Yes,0.76763,218,285,0.71851,0.81675
2021,Lower Saxony,Couple with children,No,0.23237,67,285,0.18325,0.28149
2021,North Rhine-Westphalia,Single-person household,Yes,0.66189,330,540,0.62195,0.70183
2021,North Rhine-Westphalia,Single-person household,No,0.33811,210,540,0.29817,0.37805
2021,North Rhine-Westphalia,Couple without children,Yes,0.68969,417,614,0.65307,0.72631
2021,North Rhine-Westphalia,Couple without children,No,0.31031,197,614,0.27369,0.34693
2021,North Rhine-Westphalia,Single parent,Yes,0.56625,92,155,0.48797,0.64452
2021,North Rhine-Westphalia,Single parent,No,0.43375,63,155,0.35548,0.51203
2021,North Rhine-Westphalia,Couple with children,Yes,0.76321,451,650,0.73051,0.79592
2021,North Rhine-Westphalia,Couple with children,No,0.23679,199,650,0.20408,0.26949
2021,North Rhine-Westphalia,Other Combinations,Yes,0.84014,38,38,0.72205,0.95823
2021,Hesse,Single-person household,Yes,0.62502,99,179,0.55390,0.69614
2021,Hesse,Single-person household,No,0.37498,80,179,0.30386,0.44610
2021,Hesse,Couple without children,Yes,0.59671,123,187,0.52621,0.66721
2021,Hesse,Couple without children,No,0.40329,64,187,0.33279,0.47379
2021,Hesse,Couple with children,Yes,0.73898,112,172,0.67315,0.80481
2021,Hesse,Couple with children,No,0.26102,60,172,0.19519,0.32685
2021,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.39471,52,136,0.31225,0.47716
2021,"Rhineland-Palatinate, Saarland",Single-person household,No,0.60529,84,136,0.52284,0.68775
2021,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.57793,96,148,0.49809,0.65777
2021,"Rhineland-Palatinate, Saarland",Couple without children,No,0.42207,52,148,0.34223,0.50191
2021,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.74003,88,141,0.66737,0.81268
2021,"Rhineland-Palatinate, Saarland",Couple with children,No,0.25997,53,141,0.18732,0.33263
2021,Baden-Wuerttemberg,Single-person household,Yes,0.60156,158,261,0.54205,0.66107
2021,Baden-Wuerttemberg,Single-person household,No,0.39844,103,261,0.33893,0.45795
2021,Baden-Wuerttemberg,Couple without children,Yes,0.69602,226,320,0.64554,0.74650
2021,Baden-Wuerttemberg,Couple without children,No,0.30398,94,320,0.25350,0.35446
2021,Baden-Wuerttemberg,Single parent,Yes,0.53626,43,74,0.42186,0.65066
2021,Baden-Wuerttemberg,Single parent,No,0.46374,31,74,0.34934,0.57814
2021,Baden-Wuerttemberg,Couple with children,Yes,0.73284,283,363,0.68726,0.77842
2021,Baden-Wuerttemberg,Couple with children,No,0.26716,80,363,0.22158,0.31274
2021,Bavaria,Single-person household,Yes,0.47754,246,440,0.43081,0.52426
2021,Bavaria,Single-person household,No,0.52246,194,440,0.47574,0.56919
2021,Bavaria,Couple without children,Yes,0.64906,312,470,0.60586,0.69225
2021,Bavaria,Couple without children,No,0.35094,158,470,0.30775,0.39414
2021,Bavaria,Single parent,Yes,0.48971,66,118,0.39913,0.58029
2021,Bavaria,Single parent,No,0.51029,52,118,0.41971,0.60087
2021,Bavaria,Couple with children,Yes,0.68584,325,480,0.64427,0.72741
2021,Bavaria,Couple with children,No,0.31416,155,480,0.27259,0.35573
2021,Berlin,Single-person household,Yes,0.60426,125,212,0.53828,0.67024
2021,Berlin,Single-person household,No,0.39574,87,212,0.32976,0.46172
2021,Berlin,Couple without children,Yes,0.67276,90,144,0.59585,0.74966
2021,Berlin,Couple without children,No,0.32724,54,144,0.25034,0.40415
2021,Berlin,Couple with children,Yes,0.77732,73,105,0.69736,0.85728
2021,Berlin,Couple with children,No,0.22268,32,105,0.14272,0.30264
2021,Brandenburg,Single-person household,Yes,0.75574,77,111,0.67545,0.83603
2021,Brandenburg,Single-person household,No,0.24426,34,111,0.16397,0.32455
2021,Brandenburg,Couple without children,Yes,0.77254,106,145,0.70407,0.84101
2021,Brandenburg,Couple without children,No,0.22746,39,145,0.15899,0.29593
2021,Brandenburg,Couple with children,Yes,0.90902,82,82,0.84639,0.97165
2021,Mecklenburg-Western Pomerania,Single-person household,Yes,0.85826,60,60,0.76926,0.94726
2021,Mecklenburg-Western Pomerania,Couple without children,Yes,0.65086,62,62,0.53123,0.77049
2021,Mecklenburg-Western Pomerania,Couple with children,Yes,0.83505,44,44,0.72412,0.94598
2021,Saxony,Single-person household,Yes,0.56027,109,169,0.48521,0.63532
2021,Saxony,Single-person household,No,0.43973,60,169,0.36468,0.51479
2021,Saxony,Couple without children,Yes,0.67768,176,249,0.61951,0.73585
2021,Saxony,Couple without children,No,0.32232,73,249,0.26415,0.38049
2021,Saxony,Single parent,Yes,0.62156,50,50,0.48576,0.75736
2021,Saxony,Couple with children,Yes,0.65972,112,157,0.58537,0.73407
2021,Saxony,Couple with children,No,0.34028,45,157,0.26593,0.41463
2021,Saxony-Anhalt,Single-person household,Yes,0.61903,64,99,0.52288,0.71517
2021,Saxony-Anhalt,Single-person household,No,0.38097,35,99,0.28483,0.47712
2021,Saxony-Anhalt,Couple without children,Yes,0.76340,86,86,0.67305,0.85375
2021,Saxony-Anhalt,Couple with children,Yes,0.76544,46,46,0.64164,0.88925
2021,Thuringa,Single-person household,Yes,0.61369,71,107,0.52100,0.70638
2021,Thuringa,Single-person household,No,0.38631,36,107,0.29362,0.47900
2021,Thuringa,Couple without children,Yes,0.75249,82,116,0.67361,0.83136
2021,Thuringa,Couple without children,No,0.24751,34,116,0.16864,0.32639
2021,Thuringa,Couple with children,Yes,0.82842,63,63,0.73457,0.92227
2022,Schleswig-Holstein,Single-person household,Yes,0.65234,91,153,0.57663,0.72805
2022,Schleswig-Holstein,Single-person household,No,0.34766,62,153,0.27195,0.42337
2022,Schleswig-Holstein,Couple without children,Yes,0.78756,149,200,0.73073,0.84439
2022,Schleswig-Holstein,Couple without children,No,0.21244,51,200,0.15561,0.26927
2022,Schleswig-Holstein,Single parent,Yes,0.57357,31,31,0.39659,0.75054
2022,Schleswig-Holstein,Couple with children,Yes,0.76205,140,196,0.70228,0.82181
2022,Schleswig-Holstein,Couple with children,No,0.23795,56,196,0.17819,0.29772
2022,Hamburg,Single-person household,Yes,0.60487,78,125,0.51882,0.69092
2022,Hamburg,Single-person household,No,0.39513,47,125,0.30908,0.48118
2022,Hamburg,Couple without children,Yes,0.69681,92,134,0.61870,0.77493
2022,Hamburg,Couple without children,No,0.30319,42,134,0.22507,0.38130
2022,Hamburg,Couple with children,Yes,0.63101,65,97,0.53448,0.72754
2022,Hamburg,Couple with children,No,0.36899,32,97,0.27246,0.46552
2022,Lower Saxony,Single-person household,Yes,0.61172,261,440,0.56613,0.65731
2022,Lower Saxony,Single-person household,No,0.38828,179,440,0.34269,0.43387
2022,Lower Saxony,Couple without children,Yes,0.71699,338,479,0.67660,0.75737
2022,Lower Saxony,Couple without children,No,0.28301,141,479,0.24263,0.32340
2022,Lower Saxony,Single parent,Yes,0.53611,51,93,0.43420,0.63801
2022,Lower Saxony,Single parent,No,0.46389,42,93,0.36199,0.56580
2022,Lower Saxony,Couple with children,Yes,0.76759,344,463,0.72907,0.80610
