,Unnamed: 0,year,age_gr,quintil_oecd,plh0040,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
285,285,1999,66 and older,2nd Quintile,Somewhat concerned,0.29882,126,13534,0.26774,0.32642
286,286,1999,66 and older,3rd Quintile,Very concerned,0.67986,281,13534,0.63976,0.73265
287,287,1999,66 and older,3rd Quintile,Somewhat concerned,0.32014,118,13534,0.28635,0.35221
288,288,1999,66 and older,4th Quintile,Very concerned,0.70033,194,13534,0.65769,0.75019
289,289,1999,66 and older,4th Quintile,Somewhat concerned,0.29967,90,13534,0.27077,0.33572
290,290,1999,66 and older,5th Quintile,Very concerned,0.63327,164,13534,0.58461,0.68918
291,291,1999,66 and older,5th Quintile,Somewhat concerned,0.36673,94,13534,0.33169,0.3998
292,292,2000,17-29 y.,1st Quintile,Very concerned,0.44446,308,13123,0.40317,0.48908
293,293,2000,17-29 y.,1st Quintile,Somewhat concerned,0.42745,309,13123,0.39382,0.46321
294,294,2000,17-29 y.,1st Quintile,Not concerned at all,0.12809,81,13123,0.10085,0.15774
295,295,2000,17-29 y.,2nd Quintile,Very concerned,0.40288,257,13123,0.36563,0.44117
296,296,2000,17-29 y.,2nd Quintile,Somewhat concerned,0.50496,297,13123,0.46735,0.54713
297,297,2000,17-29 y.,2nd Quintile,Not concerned at all,0.09216,61,13123,0.07403,0.10935
298,298,2000,17-29 y.,3rd Quintile,Very concerned,0.44885,265,13123,0.41345,0.49217
299,299,2000,17-29 y.,3rd Quintile,Somewhat concerned,0.43684,259,13123,0.39883,0.47755
300,300,2000,17-29 y.,3rd Quintile,Not concerned at all,0.11432,53,13123,0.09665,0.13075
301,301,2000,17-29 y.,4th Quintile,Very concerned,0.42915,227,13123,0.38041,0.47935
302,302,2000,17-29 y.,4th Quintile,Somewhat concerned,0.46234,247,13123,0.41905,0.52244
303,303,2000,17-29 y.,4th Quintile,Not concerned at all,0.10851,57,13123,0.09297,0.13476
304,304,2000,17-29 y.,5th Quintile,Very concerned,0.39263,141,13123,0.34483,0.44358
305,305,2000,17-29 y.,5th Quintile,Somewhat concerned,0.48076,170,13123,0.43592,0.52467
306,306,2000,17-29 y.,5th Quintile,Not concerned at all,0.12661,55,13123,0.1063,0.15154
307,307,2000,30-45 y.,1st Quintile,Very concerned,0.52272,404,13123,0.48225,0.55544
308,308,2000,30-45 y.,1st Quintile,Somewhat concerned,0.40613,329,13123,0.37181,0.44001
309,309,2000,30-45 y.,1st Quintile,Not concerned at all,0.07116,54,13123,0.05376,0.08564
310,310,2000,30-45 y.,2nd Quintile,Very concerned,0.50269,496,13123,0.46813,0.54355
311,311,2000,30-45 y.,2nd Quintile,Somewhat concerned,0.44394,469,13123,0.41849,0.47044
312,312,2000,30-45 y.,2nd Quintile,Not concerned at all,0.05337,60,13123,0.04245,0.06442
313,313,2000,30-45 y.,3rd Quintile,Very concerned,0.50133,477,13123,0.46938,0.53533
314,314,2000,30-45 y.,3rd Quintile,Somewhat concerned,0.42486,395,13123,0.38766,0.4583
315,315,2000,30-45 y.,3rd Quintile,Not concerned at all,0.0738,67,13123,0.06026,0.08917
316,316,2000,30-45 y.,4th Quintile,Very concerned,0.47529,421,13123,0.44324,0.51096
317,317,2000,30-45 y.,4th Quintile,Somewhat concerned,0.44696,437,13123,0.41372,0.47615
318,318,2000,30-45 y.,4th Quintile,Not concerned at all,0.07775,64,13123,0.06543,0.09538
319,319,2000,30-45 y.,5th Quintile,Very concerned,0.3585,332,13123,0.32396,0.38967
320,320,2000,30-45 y.,5th Quintile,Somewhat concerned,0.52313,455,13123,0.48578,0.56593
321,321,2000,30-45 y.,5th Quintile,Not concerned at all,0.11837,90,13123,0.09871,0.14126
322,322,2000,46-65 y.,1st Quintile,Very concerned,0.56654,339,13123,0.53071,0.60505
323,323,2000,46-65 y.,1st Quintile,Somewhat concerned,0.37361,243,13123,0.34226,0.4035
324,324,2000,46-65 y.,1st Quintile,Not concerned at all,0.05984,50,13123,0.04763,0.07475
325,325,2000,46-65 y.,2nd Quintile,Very concerned,0.61685,403,13123,0.57791,0.65771
326,326,2000,46-65 y.,2nd Quintile,Somewhat concerned,0.32656,234,13123,0.30077,0.35784
327,327,2000,46-65 y.,2nd Quintile,Not concerned at all,0.0566,31,13123,0.04477,0.07308
328,328,2000,46-65 y.,3rd Quintile,Very concerned,0.59533,478,13123,0.55818,0.63438
329,329,2000,46-65 y.,3rd Quintile,Somewhat concerned,0.34569,286,13123,0.31959,0.37314
330,330,2000,46-65 y.,3rd Quintile,Not concerned at all,0.05898,39,13123,0.04602,0.07389
331,331,2000,46-65 y.,4th Quintile,Very concerned,0.58498,538,13123,0.5545,0.62364
332,332,2000,46-65 y.,4th Quintile,Somewhat concerned,0.36518,355,13123,0.3346,0.39931
333,333,2000,46-65 y.,4th Quintile,Not concerned at all,0.04984,54,13123,0.04124,0.05906
334,334,2000,46-65 y.,5th Quintile,Very concerned,0.4753,489,13123,0.4489,0.50093
335,335,2000,46-65 y.,5th Quintile,Somewhat concerned,0.45316,468,13123,0.42311,0.48428
336,336,2000,46-65 y.,5th Quintile,Not concerned at all,0.07154,79,13123,0.06271,0.08192
337,337,2000,66 and older,1st Quintile,Very concerned,0.64871,269,13123,0.60434,0.68862
338,338,2000,66 and older,1st Quintile,Somewhat concerned,0.35129,152,13123,0.31411,0.38155
339,339,2000,66 and older,2nd Quintile,Very concerned,0.64638,271,13123,0.60941,0.67857
340,340,2000,66 and older,2nd Quintile,Somewhat concerned,0.35362,148,13123,0.32262,0.38451
341,341,2000,66 and older,3rd Quintile,Very concerned,0.66432,241,13123,0.62318,0.70441
342,342,2000,66 and older,3rd Quintile,Somewhat concerned,0.33568,117,13123,0.30241,0.36764
343,343,2000,66 and older,4th Quintile,Very concerned,0.67013,182,13123,0.61267,0.72457
344,344,2000,66 and older,4th Quintile,Somewhat concerned,0.32987,93,13123,0.29226,0.36989
345,345,2000,66 and older,5th Quintile,Very concerned,0.63079,142,13123,0.57601,0.68656
346,346,2000,66 and older,5th Quintile,Somewhat concerned,0.36921,85,13123,0.32367,0.41299
347,347,2001,17-29 y.,1st Quintile,Very concerned,0.38888,381,21756,0.36259,0.41593
348,348,2001,17-29 y.,1st Quintile,Somewhat concerned,0.46521,470,21756,0.4353,0.49446
349,349,2001,17-29 y.,1st Quintile,Not concerned at all,0.1459,135,21756,0.12812,0.16521
350,350,2001,17-29 y.,2nd Quintile,Very concerned,0.43228,390,21756,0.40414,0.4662
351,351,2001,17-29 y.,2nd Quintile,Somewhat concerned,0.44326,415,21756,0.41625,0.4739
352,352,2001,17-29 y.,2nd Quintile,Not concerned at all,0.12445,92,21756,0.10687,0.14443
353,353,2001,17-29 y.,3rd Quintile,Very concerned,0.41458,342,21756,0.38421,0.44219
354,354,2001,17-29 y.,3rd Quintile,Somewhat concerned,0.45629,386,21756,0.42774,0.48881
355,355,2001,17-29 y.,3rd Quintile,Not concerned at all,0.12913,101,21756,0.1102,0.14826
356,356,2001,17-29 y.,4th Quintile,Very concerned,0.36844,305,21756,0.34452,0.3959
357,357,2001,17-29 y.,4th Quintile,Somewhat concerned,0.507,400,21756,0.48035,0.53465
358,358,2001,17-29 y.,4th Quintile,Not concerned at all,0.12456,96,21756,0.11016,0.14122
359,359,2001,17-29 y.,5th Quintile,Very concerned,0.33559,193,21756,0.30742,0.35946
360,360,2001,17-29 y.,5th Quintile,Somewhat concerned,0.52648,285,21756,0.48847,0.5667
361,361,2001,17-29 y.,5th Quintile,Not concerned at all,0.13793,80,21756,0.12182,0.15364
362,362,2001,30-45 y.,1st Quintile,Very concerned,0.50483,608,21756,0.47503,0.52624
363,363,2001,30-45 y.,1st Quintile,Somewhat concerned,0.42713,525,21756,0.4028,0.45328
364,364,2001,30-45 y.,1st Quintile,Not concerned at all,0.06804,84,21756,0.05994,0.07752
365,365,2001,30-45 y.,2nd Quintile,Very concerned,0.5307,797,21756,0.50436,0.55595
366,366,2001,30-45 y.,2nd Quintile,Somewhat concerned,0.42208,654,21756,0.39942,0.44324
367,367,2001,30-45 y.,2nd Quintile,Not concerned at all,0.04722,70,21756,0.04067,0.0556
368,368,2001,30-45 y.,3rd Quintile,Very concerned,0.52492,802,21756,0.50002,0.54878
369,369,2001,30-45 y.,3rd Quintile,Somewhat concerned,0.40744,662,21756,0.39098,0.42807
370,370,2001,30-45 y.,3rd Quintile,Not concerned at all,0.06763,98,21756,0.06042,0.07569
371,371,2001,30-45 y.,4th Quintile,Very concerned,0.43745,664,21756,0.41444,0.45884
372,372,2001,30-45 y.,4th Quintile,Somewhat concerned,0.48764,750,21756,0.4624,0.51569
373,373,2001,30-45 y.,4th Quintile,Not concerned at all,0.07491,119,21756,0.06803,0.08298
374,374,2001,30-45 y.,5th Quintile,Very concerned,0.36681,555,21756,0.34789,0.38924
375,375,2001,30-45 y.,5th Quintile,Somewhat concerned,0.50815,725,21756,0.48053,0.53334
376,376,2001,30-45 y.,5th Quintile,Not concerned at all,0.12503,164,21756,0.1141,0.13988
377,377,2001,46-65 y.,1st Quintile,Very concerned,0.56912,507,21756,0.53606,0.59507
378,378,2001,46-65 y.,1st Quintile,Somewhat concerned,0.35199,344,21756,0.32924,0.3754
379,379,2001,46-65 y.,1st Quintile,Not concerned at all,0.07888,75,21756,0.06914,0.0891
380,380,2001,46-65 y.,2nd Quintile,Very concerned,0.58618,626,21756,0.56406,0.61127
381,381,2001,46-65 y.,2nd Quintile,Somewhat concerned,0.36085,427,21756,0.34254,0.38107
382,382,2001,46-65 y.,2nd Quintile,Not concerned at all,0.05297,55,21756,0.04444,0.06156
383,383,2001,46-65 y.,3rd Quintile,Very concerned,0.58519,814,21756,0.56508,0.6104
384,384,2001,46-65 y.,3rd Quintile,Somewhat concerned,0.34476,485,21756,0.32774,0.36465
385,385,2001,46-65 y.,3rd Quintile,Not concerned at all,0.07005,93,21756,0.06182,0.07795
386,386,2001,46-65 y.,4th Quintile,Very concerned,0.54461,903,21756,0.52257,0.56532
387,387,2001,46-65 y.,4th Quintile,Somewhat concerned,0.38785,650,21756,0.36768,0.40615
388,388,2001,46-65 y.,4th Quintile,Not concerned at all,0.06754,100,21756,0.06055,0.07479
389,389,2001,46-65 y.,5th Quintile,Very concerned,0.45498,898,21756,0.43918,0.4741
390,390,2001,46-65 y.,5th Quintile,Somewhat concerned,0.46881,909,21756,0.45039,0.48729
391,391,2001,46-65 y.,5th Quintile,Not concerned at all,0.0762,158,21756,0.06942,0.0834
392,392,2001,66 and older,1st Quintile,Very concerned,0.55722,379,21756,0.52944,0.58272
393,393,2001,66 and older,1st Quintile,Somewhat concerned,0.36377,259,21756,0.34259,0.38905
394,394,2001,66 and older,1st Quintile,Not concerned at all,0.07901,60,21756,0.06953,0.08704
395,395,2001,66 and older,2nd Quintile,Very concerned,0.64219,534,21756,0.61942,0.67138
396,396,2001,66 and older,2nd Quintile,Somewhat concerned,0.29326,240,21756,0.27438,0.30785
397,397,2001,66 and older,2nd Quintile,Not concerned at all,0.06454,57,21756,0.05747,0.07331
398,398,2001,66 and older,3rd Quintile,Very concerned,0.61806,447,21756,0.59351,0.64893
399,399,2001,66 and older,3rd Quintile,Somewhat concerned,0.3426,243,21756,0.32508,0.36491
400,400,2001,66 and older,3rd Quintile,Not concerned at all,0.03934,31,21756,0.03277,0.04736
401,401,2001,66 and older,4th Quintile,Very concerned,0.59466,344,21756,0.56001,0.6267
402,402,2001,66 and older,4th Quintile,Somewhat concerned,0.33251,197,21756,0.30582,0.35781
403,403,2001,66 and older,4th Quintile,Not concerned at all,0.07283,41,21756,0.06445,0.08224
404,404,2001,66 and older,5th Quintile,Very concerned,0.54823,281,21756,0.51658,0.58051
405,405,2001,66 and older,5th Quintile,Somewhat concerned,0.3929,218,21756,0.36907,0.41101
406,406,2001,66 and older,5th Quintile,Not concerned at all,0.05888,33,21756,0.05047,0.07026
407,407,2002,17-29 y.,1st Quintile,Very concerned,0.3638,302,20649,0.33672,0.39477
408,408,2002,17-29 y.,1st Quintile,Somewhat concerned,0.47094,392,20649,0.43586,0.50881
409,409,2002,17-29 y.,1st Quintile,Not concerned at all,0.16526,131,20649,0.14495,0.18574
410,410,2002,17-29 y.,2nd Quintile,Very concerned,0.36502,304,20649,0.33604,0.3958
411,411,2002,17-29 y.,2nd Quintile,Somewhat concerned,0.49199,401,20649,0.44262,0.53055
412,412,2002,17-29 y.,2nd Quintile,Not concerned at all,0.14299,89,20649,0.11802,0.16182
413,413,2002,17-29 y.,3rd Quintile,Very concerned,0.36672,287,20649,0.33553,0.40283
414,414,2002,17-29 y.,3rd Quintile,Somewhat concerned,0.50816,382,20649,0.47065,0.54667
415,415,2002,17-29 y.,3rd Quintile,Not concerned at all,0.12512,83,20649,0.10932,0.14775
416,416,2002,17-29 y.,4th Quintile,Very concerned,0.33182,242,20649,0.29046,0.37167
417,417,2002,17-29 y.,4th Quintile,Somewhat concerned,0.51413,385,20649,0.47025,0.56738
418,418,2002,17-29 y.,4th Quintile,Not concerned at all,0.15405,108,20649,0.12719,0.18314
419,419,2002,17-29 y.,5th Quintile,Very concerned,0.34734,224,20649,0.30287,0.39161
420,420,2002,17-29 y.,5th Quintile,Somewhat concerned,0.50355,348,20649,0.45164,0.54933
421,421,2002,17-29 y.,5th Quintile,Not concerned at all,0.1491,97,20649,0.11978,0.18028
422,422,2002,30-45 y.,1st Quintile,Very concerned,0.48385,482,20649,0.46262,0.50782
423,423,2002,30-45 y.,1st Quintile,Somewhat concerned,0.42991,468,20649,0.40459,0.45363
424,424,2002,30-45 y.,1st Quintile,Not concerned at all,0.08623,82,20649,0.07655,0.09797
425,425,2002,30-45 y.,2nd Quintile,Very concerned,0.51476,609,20649,0.48559,0.54255
426,426,2002,30-45 y.,2nd Quintile,Somewhat concerned,0.41705,533,20649,0.39629,0.44113
427,427,2002,30-45 y.,2nd Quintile,Not concerned at all,0.06819,87,20649,0.05603,0.08032
428,428,2002,30-45 y.,3rd Quintile,Very concerned,0.47416,663,20649,0.45086,0.50039
429,429,2002,30-45 y.,3rd Quintile,Somewhat concerned,0.46145,642,20649,0.43768,0.48903
430,430,2002,30-45 y.,3rd Quintile,Not concerned at all,0.0644,99,20649,0.05612,0.07223
431,431,2002,30-45 y.,4th Quintile,Very concerned,0.44012,662,20649,0.41433,0.46528
432,432,2002,30-45 y.,4th Quintile,Somewhat concerned,0.48608,742,20649,0.46145,0.51138
433,433,2002,30-45 y.,4th Quintile,Not concerned at all,0.0738,114,20649,0.06374,0.08533
434,434,2002,30-45 y.,5th Quintile,Very concerned,0.36522,588,20649,0.34027,0.39604
435,435,2002,30-45 y.,5th Quintile,Somewhat concerned,0.49093,827,20649,0.45417,0.52568
436,436,2002,30-45 y.,5th Quintile,Not concerned at all,0.14385,226,20649,0.12461,0.16172
437,437,2002,46-65 y.,1st Quintile,Very concerned,0.606,520,20649,0.57523,0.63888
438,438,2002,46-65 y.,1st Quintile,Somewhat concerned,0.34852,340,20649,0.3268,0.3708
439,439,2002,46-65 y.,1st Quintile,Not concerned at all,0.04548,42,20649,0.03804,0.05247
440,440,2002,46-65 y.,2nd Quintile,Very concerned,0.55006,561,20649,0.52121,0.58089
441,441,2002,46-65 y.,2nd Quintile,Somewhat concerned,0.39152,404,20649,0.36713,0.41969
442,442,2002,46-65 y.,2nd Quintile,Not concerned at all,0.05842,53,20649,0.04847,0.06861
443,443,2002,46-65 y.,3rd Quintile,Very concerned,0.56569,663,20649,0.53544,0.59615
444,444,2002,46-65 y.,3rd Quintile,Somewhat concerned,0.36755,446,20649,0.34694,0.38646
445,445,2002,46-65 y.,3rd Quintile,Not concerned at all,0.06676,74,20649,0.05847,0.07472
446,446,2002,46-65 y.,4th Quintile,Very concerned,0.51487,747,20649,0.49354,0.53857
447,447,2002,46-65 y.,4th Quintile,Somewhat concerned,0.42761,640,20649,0.40738,0.4515
448,448,2002,46-65 y.,4th Quintile,Not concerned at all,0.05752,88,20649,0.04877,0.06707
449,449,2002,46-65 y.,5th Quintile,Very concerned,0.46874,954,20649,0.44607,0.49313
450,450,2002,46-65 y.,5th Quintile,Somewhat concerned,0.45021,977,20649,0.42387,0.47425
451,451,2002,46-65 y.,5th Quintile,Not concerned at all,0.08104,174,20649,0.07196,0.09134
452,452,2002,66 and older,1st Quintile,Very concerned,0.61041,389,20649,0.58123,0.63518
453,453,2002,66 and older,1st Quintile,Somewhat concerned,0.32757,227,20649,0.30562,0.35515
454,454,2002,66 and older,1st Quintile,Not concerned at all,0.06202,45,20649,0.05293,0.07056
455,455,2002,66 and older,2nd Quintile,Very concerned,0.67113,597,20649,0.64835,0.69824
456,456,2002,66 and older,2nd Quintile,Somewhat concerned,0.29402,245,20649,0.27743,0.31048
457,457,2002,66 and older,2nd Quintile,Not concerned at all,0.03484,34,20649,0.02964,0.04033
458,458,2002,66 and older,3rd Quintile,Very concerned,0.66028,448,20649,0.63042,0.68649
459,459,2002,66 and older,3rd Quintile,Somewhat concerned,0.33972,228,20649,0.32065,0.3578
460,460,2002,66 and older,4th Quintile,Very concerned,0.6252,374,20649,0.58554,0.65612
461,461,2002,66 and older,4th Quintile,Somewhat concerned,0.32202,204,20649,0.30342,0.34346
462,462,2002,66 and older,4th Quintile,Not concerned at all,0.05278,31,20649,0.0448,0.06119
463,463,2002,66 and older,5th Quintile,Very concerned,0.58424,303,20649,0.53992,0.62486
464,464,2002,66 and older,5th Quintile,Somewhat concerned,0.34495,203,20649,0.31469,0.37877
465,465,2002,66 and older,5th Quintile,Not concerned at all,0.07082,39,20649,0.05751,0.08394
466,466,2003,17-29 y.,1st Quintile,Very concerned,0.35845,293,22029,0.32744,0.39424
467,467,2003,17-29 y.,1st Quintile,Somewhat concerned,0.45667,416,22029,0.42834,0.49304
468,468,2003,17-29 y.,1st Quintile,Not concerned at all,0.18488,150,22029,0.1649,0.2059
469,469,2003,17-29 y.,2nd Quintile,Very concerned,0.33596,270,22029,0.29731,0.36838
470,470,2003,17-29 y.,2nd Quintile,Somewhat concerned,0.55237,407,22029,0.51217,0.59132
471,471,2003,17-29 y.,2nd Quintile,Not concerned at all,0.11168,90,22029,0.09265,0.13215
472,472,2003,17-29 y.,3rd Quintile,Very concerned,0.32659,242,22029,0.29529,0.3666
473,473,2003,17-29 y.,3rd Quintile,Somewhat concerned,0.52547,420,22029,0.4854,0.5749
474,474,2003,17-29 y.,3rd Quintile,Not concerned at all,0.14795,91,22029,0.12542,0.17039
475,475,2003,17-29 y.,4th Quintile,Very concerned,0.26833,219,22029,0.22896,0.30464
476,476,2003,17-29 y.,4th Quintile,Somewhat concerned,0.58522,449,22029,0.54438,0.63775
477,477,2003,17-29 y.,4th Quintile,Not concerned at all,0.14645,124,22029,0.12518,0.17049
478,478,2003,17-29 y.,5th Quintile,Very concerned,0.28776,216,22029,0.25309,0.32259
479,479,2003,17-29 y.,5th Quintile,Somewhat concerned,0.53343,450,22029,0.47631,0.58278
480,480,2003,17-29 y.,5th Quintile,Not concerned at all,0.17881,151,22029,0.15196,0.20935
481,481,2003,30-45 y.,1st Quintile,Very concerned,0.41412,404,22029,0.38658,0.4399
482,482,2003,30-45 y.,1st Quintile,Somewhat concerned,0.49201,475,22029,0.45819,0.52248
483,483,2003,30-45 y.,1st Quintile,Not concerned at all,0.09387,75,22029,0.08103,0.10741
484,484,2003,30-45 y.,2nd Quintile,Very concerned,0.45878,558,22029,0.43356,0.48079
485,485,2003,30-45 y.,2nd Quintile,Somewhat concerned,0.47884,615,22029,0.45226,0.50747
486,486,2003,30-45 y.,2nd Quintile,Not concerned at all,0.06238,79,22029,0.05307,0.07136
487,487,2003,30-45 y.,3rd Quintile,Very concerned,0.42007,578,22029,0.39699,0.44589
488,488,2003,30-45 y.,3rd Quintile,Somewhat concerned,0.51378,702,22029,0.4868,0.54248
489,489,2003,30-45 y.,3rd Quintile,Not concerned at all,0.06615,84,22029,0.05567,0.078
490,490,2003,30-45 y.,4th Quintile,Very concerned,0.37769,553,22029,0.35312,0.4032
491,491,2003,30-45 y.,4th Quintile,Somewhat concerned,0.51452,787,22029,0.48547,0.54377
492,492,2003,30-45 y.,4th Quintile,Not concerned at all,0.1078,146,22029,0.0939,0.12066
493,493,2003,30-45 y.,5th Quintile,Very concerned,0.32868,572,22029,0.30668,0.35683
494,494,2003,30-45 y.,5th Quintile,Somewhat concerned,0.53554,1024,22029,0.50554,0.56693
495,495,2003,30-45 y.,5th Quintile,Not concerned at all,0.13578,254,22029,0.12158,0.14886
496,496,2003,46-65 y.,1st Quintile,Very concerned,0.52567,463,22029,0.49597,0.55782
497,497,2003,46-65 y.,1st Quintile,Somewhat concerned,0.40388,365,22029,0.37858,0.43407
498,498,2003,46-65 y.,1st Quintile,Not concerned at all,0.07046,53,22029,0.06131,0.08157
499,499,2003,46-65 y.,2nd Quintile,Very concerned,0.51243,497,22029,0.48381,0.53963
500,500,2003,46-65 y.,2nd Quintile,Somewhat concerned,0.42269,405,22029,0.39055,0.45618
501,501,2003,46-65 y.,2nd Quintile,Not concerned at all,0.06488,63,22029,0.05302,0.07332
502,502,2003,46-65 y.,3rd Quintile,Very concerned,0.52189,623,22029,0.49346,0.55261
503,503,2003,46-65 y.,3rd Quintile,Somewhat concerned,0.41469,528,22029,0.39036,0.44247
504,504,2003,46-65 y.,3rd Quintile,Not concerned at all,0.06341,77,22029,0.05353,0.07509
505,505,2003,46-65 y.,4th Quintile,Very concerned,0.49168,734,22029,0.46683,0.51875
506,506,2003,46-65 y.,4th Quintile,Somewhat concerned,0.4413,734,22029,0.41962,0.46269
507,507,2003,46-65 y.,4th Quintile,Not concerned at all,0.06702,101,22029,0.05583,0.07741
508,508,2003,46-65 y.,5th Quintile,Very concerned,0.42228,1076,22029,0.39612,0.443
509,509,2003,46-65 y.,5th Quintile,Somewhat concerned,0.48244,1505,22029,0.45596,0.5089
510,510,2003,46-65 y.,5th Quintile,Not concerned at all,0.09528,317,22029,0.08448,0.10698
511,511,2003,66 and older,1st Quintile,Very concerned,0.5697,375,22029,0.54102,0.59798
512,512,2003,66 and older,1st Quintile,Somewhat concerned,0.37581,269,22029,0.35185,0.39911
513,513,2003,66 and older,1st Quintile,Not concerned at all,0.05449,41,22029,0.04711,0.06273
514,514,2003,66 and older,2nd Quintile,Very concerned,0.58755,528,22029,0.56156,0.61281
515,515,2003,66 and older,2nd Quintile,Somewhat concerned,0.36217,300,22029,0.34447,0.38098
516,516,2003,66 and older,2nd Quintile,Not concerned at all,0.05028,45,22029,0.04588,0.0557
517,517,2003,66 and older,3rd Quintile,Very concerned,0.57157,444,22029,0.53975,0.60271
518,518,2003,66 and older,3rd Quintile,Somewhat concerned,0.3771,278,22029,0.35356,0.40192
519,519,2003,66 and older,3rd Quintile,Not concerned at all,0.05133,35,22029,0.04213,0.0598
520,520,2003,66 and older,4th Quintile,Very concerned,0.57882,313,22029,0.53892,0.60911
521,521,2003,66 and older,4th Quintile,Somewhat concerned,0.42118,222,22029,0.38583,0.45631
522,522,2003,66 and older,5th Quintile,Very concerned,0.51473,357,22029,0.48261,0.54903
523,523,2003,66 and older,5th Quintile,Somewhat concerned,0.4211,331,22029,0.39104,0.45839
524,524,2003,66 and older,5th Quintile,Not concerned at all,0.06417,56,22029,0.05113,0.07651
525,525,2004,17-29 y.,1st Quintile,Very concerned,0.3293,298,21488,0.29577,0.35771
526,526,2004,17-29 y.,1st Quintile,Somewhat concerned,0.49427,447,21488,0.45717,0.53277
527,527,2004,17-29 y.,1st Quintile,Not concerned at all,0.17643,152,21488,0.15475,0.20066
528,528,2004,17-29 y.,2nd Quintile,Very concerned,0.35218,242,21488,0.31055,0.39449
529,529,2004,17-29 y.,2nd Quintile,Somewhat concerned,0.46316,376,21488,0.42364,0.50206
530,530,2004,17-29 y.,2nd Quintile,Not concerned at all,0.18466,114,21488,0.15695,0.21288
531,531,2004,17-29 y.,3rd Quintile,Very concerned,0.31478,240,21488,0.28215,0.3571
532,532,2004,17-29 y.,3rd Quintile,Somewhat concerned,0.52217,386,21488,0.47996,0.55811
533,533,2004,17-29 y.,3rd Quintile,Not concerned at all,0.16305,117,21488,0.1393,0.18688
534,534,2004,17-29 y.,4th Quintile,Very concerned,0.3191,215,21488,0.27372,0.36532
535,535,2004,17-29 y.,4th Quintile,Somewhat concerned,0.53646,382,21488,0.48883,0.59532
536,536,2004,17-29 y.,4th Quintile,Not concerned at all,0.14444,122,21488,0.1204,0.1718
537,537,2004,17-29 y.,5th Quintile,Very concerned,0.26233,208,21488,0.2308,0.30009
538,538,2004,17-29 y.,5th Quintile,Somewhat concerned,0.52137,445,21488,0.4754,0.56743
539,539,2004,17-29 y.,5th Quintile,Not concerned at all,0.2163,185,21488,0.18588,0.25767
540,540,2004,30-45 y.,1st Quintile,Very concerned,0.43751,395,21488,0.40248,0.46478
541,541,2004,30-45 y.,1st Quintile,Somewhat concerned,0.4489,422,21488,0.42048,0.47982
542,542,2004,30-45 y.,1st Quintile,Not concerned at all,0.11359,94,21488,0.09869,0.12994
543,543,2004,30-45 y.,2nd Quintile,Very concerned,0.4612,527,21488,0.43239,0.49425
544,544,2004,30-45 y.,2nd Quintile,Somewhat concerned,0.45347,553,21488,0.42638,0.47847
545,545,2004,30-45 y.,2nd Quintile,Not concerned at all,0.08533,88,21488,0.07525,0.0969
546,546,2004,30-45 y.,3rd Quintile,Very concerned,0.43585,532,21488,0.40997,0.45945
547,547,2004,30-45 y.,3rd Quintile,Somewhat concerned,0.48212,607,21488,0.45615,0.51556
548,548,2004,30-45 y.,3rd Quintile,Not concerned at all,0.08203,102,21488,0.06972,0.09419
549,549,2004,30-45 y.,4th Quintile,Very concerned,0.38195,566,21488,0.35048,0.40266
550,550,2004,30-45 y.,4th Quintile,Somewhat concerned,0.51933,745,21488,0.48186,0.55642
551,551,2004,30-45 y.,4th Quintile,Not concerned at all,0.09871,133,21488,0.08663,0.11362
552,552,2004,30-45 y.,5th Quintile,Very concerned,0.31728,550,21488,0.29474,0.34209
553,553,2004,30-45 y.,5th Quintile,Somewhat concerned,0.5235,901,21488,0.49143,0.55799
554,554,2004,30-45 y.,5th Quintile,Not concerned at all,0.15923,290,21488,0.14327,0.17977
555,555,2004,46-65 y.,1st Quintile,Very concerned,0.50678,396,21488,0.47573,0.54109
556,556,2004,46-65 y.,1st Quintile,Somewhat concerned,0.4033,372,21488,0.37984,0.43069
557,557,2004,46-65 y.,1st Quintile,Not concerned at all,0.08992,78,21488,0.07794,0.10262
558,558,2004,46-65 y.,2nd Quintile,Very concerned,0.46812,471,21488,0.4404,0.49781
559,559,2004,46-65 y.,2nd Quintile,Somewhat concerned,0.43146,437,21488,0.40105,0.46306
560,560,2004,46-65 y.,2nd Quintile,Not concerned at all,0.10042,88,21488,0.08638,0.11566
561,561,2004,46-65 y.,3rd Quintile,Very concerned,0.51538,595,21488,0.4879,0.54587
562,562,2004,46-65 y.,3rd Quintile,Somewhat concerned,0.40815,476,21488,0.37448,0.43289
563,563,2004,46-65 y.,3rd Quintile,Not concerned at all,0.07646,88,21488,0.06502,0.08909
564,564,2004,46-65 y.,4th Quintile,Very concerned,0.50941,709,21488,0.47625,0.54833
565,565,2004,46-65 y.,4th Quintile,Somewhat concerned,0.44505,669,21488,0.41329,0.47251
566,566,2004,46-65 y.,4th Quintile,Not concerned at all,0.04554,74,21488,0.03835,0.05477
567,567,2004,46-65 y.,5th Quintile,Very concerned,0.42253,1112,21488,0.39556,0.44436
568,568,2004,46-65 y.,5th Quintile,Somewhat concerned,0.46909,1408,21488,0.44458,0.49276
569,569,2004,46-65 y.,5th Quintile,Not concerned at all,0.10838,356,21488,0.09628,0.11918
570,570,2004,66 and older,1st Quintile,Very concerned,0.49151,296,21488,0.45998,0.51752
