year,migback,sampreg,plh0040,proportion,n,lower_confidence,upper_confidence
2010,Indirect migration background,East,2.0,0.0011318381890588975,24328,0.0007093163857399493,0.0015543599923778456
2010,Direct migration background,East,3.0,0.0010479983232026828,24328,0.0006414094659782381,0.0014545871804271275
2010,Indirect migration background,East,3.0,0.000670718926849717,24328,0.00034538642345751226,0.000996051430241922
2011,No migration background,West,2.0,0.3127411241881135,28898,0.3073957901126145,0.31808645826361254
2011,No migration background,West,1.0,0.19729452556526836,28898,0.1927061621550654,0.20188288897547133
2011,No migration background,West,3.0,0.12560433657274014,28898,0.12178332377302024,0.12942534937246003
2011,No migration background,East,2.0,0.10817014211066074,28898,0.1045890385351454,0.11175124568617609
2011,No migration background,East,1.0,0.08702446647458124,28898,0.08377454825727192,0.09027438469189057
2011,Direct migration background,West,2.0,0.0461493382819749,28898,0.04373028680726261,0.04856838975668719
2011,No migration background,East,3.0,0.03462421253113249,28898,0.03251626240409312,0.036732162658171856
2011,Direct migration background,West,1.0,0.02978951994921131,28898,0.02782938076246543,0.031749659135957196
2011,Indirect migration background,West,2.0,0.01782487669092152,28898,0.016299314523346986,0.019350438858496057
2011,Direct migration background,West,3.0,0.01592030082531621,28898,0.014477145922123756,0.017363455728508663
2011,Indirect migration background,West,1.0,0.009962396835473947,28898,0.008817332359224786,0.011107461311723108
2011,Indirect migration background,West,3.0,0.008399667920105484,28898,0.007347411539034204,0.009451924301176765
2011,Direct migration background,East,2.0,0.0022952580944474287,28898,0.0017435123909049824,0.002847003797989875
2011,Direct migration background,East,1.0,0.0018557405870000489,28898,0.0013595169267725915,0.0023519642472275065
2011,Indirect migration background,East,2.0,0.0011232114079210822,28898,0.0007370144117596759,0.0015094084040824885
2011,Indirect migration background,East,1.0,0.0006348586218684378,28898,0.00034444111862201284,0.0009252761251148627
2011,Direct migration background,East,3.0,0.0003418469502368511,28898,0.0001287075256194668,0.0005549863748542354
2011,Indirect migration background,East,3.0,0.00024417639302632224,28898,6.403190169055744e-05,0.00042432088436208704
2012,No migration background,West,2.0,0.31748834927642877,28166,0.31205193661893493,0.3229247619339226
2012,No migration background,West,1.0,0.18361540348295316,28166,0.179093769121979,0.18813703784392732
2012,No migration background,West,3.0,0.13475594800098112,28166,0.13076811680041853,0.1387437792015437
2012,No migration background,East,2.0,0.10968849644346333,28166,0.10603889854358885,0.11333809434333782
2012,No migration background,East,1.0,0.08344370860927153,28166,0.08021395156439469,0.08667346565414837
2012,Direct migration background,West,2.0,0.04380672062791268,28166,0.041416507106366,0.046196934149459364
2012,No migration background,East,3.0,0.03664459161147903,28166,0.034450313369032794,0.03883886985392527
2012,Direct migration background,West,1.0,0.029825852342408633,28166,0.02783923252013972,0.031812472164677544
2012,Direct migration background,West,3.0,0.017660044150110375,28166,0.016121817678776143,0.019198270621444607
2012,Indirect migration background,West,2.0,0.01697326465538386,28166,0.015464717674107535,0.018481811636660187
2012,Indirect migration background,West,1.0,0.010056414029923964,28166,0.00889116089616107,0.011221667163686859
2012,Indirect migration background,West,3.0,0.008879077753249939,28166,0.007783506229592014,0.009974649276907863
2012,Direct migration background,East,2.0,0.002011282805984793,28166,0.001488052524995142,0.0025345130869744437
2012,Direct migration background,East,1.0,0.002011282805984793,28166,0.001488052524995142,0.0025345130869744437
2012,Direct migration background,East,3.0,0.001128280598479274,28166,0.0007362166560725938,0.001520344540885954
2012,Indirect migration background,East,2.0,0.0010301692420897719,28166,0.0006555207752904876,0.0014048177088890562
2012,Indirect migration background,East,1.0,0.0006377238165317635,28166,0.00034289408430743847,0.0009325535487560886
2012,Indirect migration background,East,3.0,0.0003433897473632573,28166,0.0001270120140163399,0.0005597674807101748
2013,No migration background,West,2.0,0.320863309352518,31177,0.31568154646601965,0.32604507223901635
2013,No migration background,West,1.0,0.18406608046895817,31177,0.17976425005223765,0.1883679108856787
2013,No migration background,West,3.0,0.1370103916866507,31177,0.13319342432026443,0.14082735905303695
2013,No migration background,East,2.0,0.11254996003197441,31177,0.10904176653585504,0.11605815352809379
2013,No migration background,East,1.0,0.08371969091393552,31177,0.08064524473409632,0.08679413709377473
2013,Direct migration background,West,2.0,0.041939781508126835,31177,0.03971468734061286,0.044164875675640806
2013,No migration background,East,3.0,0.03346656008526512,31177,0.031470135591572856,0.035462984578957385
2013,Direct migration background,West,1.0,0.02728483879563016,31177,0.02547644733118879,0.02909323026007153
2013,Indirect migration background,West,2.0,0.017479349853450572,31177,0.016024653363847733,0.01893404634305341
2013,Direct migration background,West,3.0,0.017319477751132427,31177,0.015871331314464675,0.01876762418780018
2013,Indirect migration background,West,1.0,0.009166000532907007,31177,0.008108137845216018,0.010223863220597996
2013,Indirect migration background,West,3.0,0.008526512123634426,31177,0.007505889549973427,0.009547134697295425
2013,Direct migration background,East,2.0,0.001971755928590461,31177,0.0014793345456538373,0.0024641773115270846
2013,Direct migration background,East,1.0,0.001705302424726885,31177,0.001247298713801754,0.0021633061356520164
2013,Direct migration background,East,3.0,0.0009059419131361578,31177,0.0005719835880645246,0.0012399002382077911
2013,Indirect migration background,East,2.0,0.0008526512123634425,31177,0.0005286554074699378,0.0011766470172569472
2013,Indirect migration background,East,1.0,0.0007993605115907274,31177,0.0004856445565719777,0.0011130764666094771
2013,Indirect migration background,East,3.0,0.00037303490540900613,31177,0.00015868039470324756,0.0005873894161147647
2014,No migration background,West,2.0,0.27844578044978846,27654,0.2731627647905671,0.2837287961090098
2014,No migration background,West,1.0,0.1632895420470571,27654,0.15893298027580263,0.16764610381831155
2014,No migration background,West,3.0,0.11315223038669932,27654,0.10941858393934614,0.1168858768340525
2014,No migration background,East,2.0,0.09036591701922363,27654,0.08698672567238128,0.09374510836606598
2014,Direct migration background,West,2.0,0.08491056186446969,27654,0.08162515075889996,0.08819597297003941
2014,No migration background,East,1.0,0.06969494544644846,27654,0.06669377664135505,0.07269611425154186
2014,Direct migration background,West,1.0,0.05600089067022935,27654,0.053290946451176414,0.05871083488928228
2014,Direct migration background,West,3.0,0.037890596006828474,27654,0.03564022025166993,0.04014097176198702
2014,No migration background,East,3.0,0.02976323016403177,27654,0.027760345283120602,0.031766115044942936
2014,Indirect migration background,West,2.0,0.027573665850218955,27654,0.025643686323778038,0.029503645376659872
2014,Indirect migration background,West,1.0,0.01896385363319231,27654,0.017356235507756685,0.020571471758627936
2014,Indirect migration background,West,3.0,0.013471387218882209,27654,0.012112641793824703,0.014830132643939715
2014,Direct migration background,East,2.0,0.0063831366436576855,27654,0.005444486740595913,0.007321786546719458
2014,Direct migration background,East,1.0,0.004082238551176427,27654,0.003330722915333931,0.004833754187018922
2014,Direct migration background,East,3.0,0.0026720106880427524,27654,0.0020635742834873585,0.0032804470925981463
2014,Indirect migration background,East,2.0,0.0018555629778074668,27654,0.0013483251467163323,0.0023628008088986013
2014,Indirect migration background,East,1.0,0.0009277814889037334,27654,0.0005689435239710102,0.0012866194538364566
2014,Indirect migration background,East,3.0,0.00055666889334224,27654,0.00027866258156151015,0.0008346752051229698
2015,No migration background,West,2.0,0.2735204245738179,27342,0.26823661062225185,0.278804238525384
2015,No migration background,West,1.0,0.19391283370858797,27342,0.18922647841066617,0.19859918900650977
2015,No migration background,West,3.0,0.10015278224509488,27342,0.09659436532825352,0.10371119916193625
2015,No migration background,East,1.0,0.08455291090382759,27342,0.08125512970474383,0.08785069210291135
2015,No migration background,East,2.0,0.08338694113862978,27342,0.08010989184950368,0.08666399042775588
2015,Direct migration background,West,2.0,0.07924573817947893,27342,0.07604388983030065,0.0824475865286572
2015,Direct migration background,West,1.0,0.05624798970730138,27342,0.053516979147062126,0.05897900026754064
2015,Direct migration background,West,3.0,0.02838533290447089,27342,0.026416834990334516,0.030353830818607264
2015,Indirect migration background,West,2.0,0.028063686072692183,27342,0.026106048945116003,0.030021323200268363
2015,No migration background,East,3.0,0.025972981666130587,27342,0.024087651839526214,0.02785831149273496
2015,Indirect migration background,West,1.0,0.01873592795110968,27342,0.01712872217461335,0.02034313372760601
2015,Indirect migration background,West,3.0,0.01186072692183982,27342,0.010577493490333732,0.013143960353345908
2015,Direct migration background,East,2.0,0.00518655516243165,27342,0.004335120639280156,0.006037989685583145
2015,Direct migration background,East,1.0,0.0049453200385976195,27342,0.004113821277660203,0.005776818799535036
2015,Direct migration background,East,3.0,0.0020907044065615952,27342,0.0015492862906290594,0.002632122522494131
2015,Indirect migration background,East,2.0,0.0016886458668382116,27342,0.0012019661711612213,0.002175325562515202
2015,Indirect migration background,East,1.0,0.0013267931810871663,27342,0.0008953195629561438,0.0017582667992181887
2015,Indirect migration background,East,3.0,0.0007237053715020908,27342,0.00040494478121423866,0.0010424659617899428
2016,No migration background,West,1.0,0.2456359102244389,27798,0.24057549995757657,0.25069632049130125
2016,No migration background,West,2.0,0.23354114713216959,27798,0.22856749481089458,0.2385147994534446
2016,No migration background,East,1.0,0.10328345802161264,27798,0.09970585398580518,0.10686106205742009
2016,Direct migration background,West,1.0,0.08620116375727348,27798,0.08290179269592662,0.08950053481862033
2016,Direct migration background,West,2.0,0.07527015793848711,27798,0.07216868392812231,0.07837163194885191
2016,No migration background,East,2.0,0.06928512053200332,27798,0.06629989179938592,0.07227034926462073
2016,No migration background,West,3.0,0.06903574397339983,27798,0.06605549323561219,0.07201599471118747
2016,Direct migration background,West,3.0,0.02535328345802161,27798,0.023505334318578416,0.027201232597464806
2016,Indirect migration background,West,1.0,0.023940149625935162,27798,0.02214313773602358,0.025737161515846745
2016,Indirect migration background,West,2.0,0.023566084788029924,27798,0.02178282571702259,0.025349343859037258
2016,No migration background,East,3.0,0.01654197838736492,27798,0.015042566553550013,0.018041390221179825
2016,Indirect migration background,West,3.0,0.009310058187863674,27798,0.008181057073464514,0.010439059302262833
2016,Direct migration background,East,1.0,0.006899418121363259,27798,0.0059263300545179635,0.007872506188208554
2016,Direct migration background,East,2.0,0.006317539484621779,27798,0.0053861162000734195,0.0072489627691701385
2016,Indirect migration background,East,2.0,0.00199501246882793,27798,0.0014704605752944824,0.0025195643623613776
2016,Direct migration background,East,3.0,0.001745635910224439,27798,0.0012549012437380051,0.0022363705767108727
2016,Indirect migration background,East,1.0,0.0014546965918536992,27798,0.0010066539045572355,0.001902739279150163
2016,Indirect migration background,East,3.0,0.0006234413965087282,27798,0.00033000654554485905,0.0009168762474725973
2017,No migration background,West,2.0,0.2501987808110257,31140,0.24538803475020446,0.25500952687184697
2017,No migration background,West,1.0,0.2366816856612775,31140,0.23196070810955385,0.24140266321300116
2017,No migration background,East,1.0,0.10378251486123206,31140,0.10039512199359353,0.1071699077288706
2017,No migration background,West,3.0,0.08004240657301882,31140,0.07702842397586401,0.08305638917017363
2017,Direct migration background,West,1.0,0.07489303699216236,31140,0.07196946721836812,0.0778166067659566
2017,No migration background,East,2.0,0.07118246185301579,31140,0.06832652583994897,0.0740383978660826
2017,Direct migration background,West,2.0,0.06819128393472416,31140,0.06539149956111222,0.07099106830833611
2017,Indirect migration background,West,2.0,0.02411873840445269,31140,0.02241472679111794,0.02582275001778744
2017,Indirect migration background,West,1.0,0.023740108288213244,31140,0.02204919694052363,0.025431019635902857
2017,Direct migration background,West,3.0,0.02127901253265685,31140,0.019676129051991044,0.022881896013322654
2017,No migration background,East,3.0,0.018098519556245505,31140,0.016617870103820175,0.019579169008670835
2017,Indirect migration background,West,3.0,0.009995835068721367,31140,0.008890930373962132,0.011100739763480602
2017,Direct migration background,East,1.0,0.006815342092310023,31140,0.005901532740415877,0.007729151444204168
2017,Direct migration background,East,2.0,0.005490136685471963,31140,0.004669420698785852,0.006310852672158074
2017,Direct migration background,East,3.0,0.0017795615463253947,31140,0.0013114315152827124,0.002247691577368077
2017,Indirect migration background,East,2.0,0.0015902464882056719,31140,0.0011476750352543358,0.002032817941157008
2017,Indirect migration background,East,1.0,0.0015902464882056719,31140,0.0011476750352543358,0.002032817941157008
2017,Indirect migration background,East,3.0,0.0005300821627352239,31140,0.0002744277895664228,0.000785736535904025
2018,No migration background,West,2.0,0.2637943179150035,29779,0.25878898098061087,0.26879965484939616
2018,No migration background,West,1.0,0.19002895828441732,29779,0.18557295341896732,0.19448496314986732
2018,No migration background,West,3.0,0.10992408233544651,29779,0.10637136245520526,0.11347680221568776
2018,No migration background,East,1.0,0.09215778351725758,29779,0.08887250484560513,0.09544306218891002
2018,No migration background,East,2.0,0.07846129764420443,29779,0.0754071814954718,0.08151541379293704
2018,Direct migration background,West,2.0,0.07286530484464272,29779,0.06991319287048248,0.07581741681880297
2018,Direct migration background,West,1.0,0.06280817093214369,29779,0.06005252549955786,0.06556381636472952
2018,Direct migration background,West,3.0,0.027236440478985678,29779,0.025387683452233953,0.029085197505737403
2018,Indirect migration background,West,2.0,0.026766846677623857,29779,0.024933654187156137,0.028600039168091576
2018,No migration background,East,3.0,0.025084135556077327,29779,0.023307967092354782,0.02686030401979987
2018,Indirect migration background,West,1.0,0.019018548955153793,29779,0.017467162113179342,0.020569935797128243
2018,Indirect migration background,West,3.0,0.01342255615559208,29779,0.012115530169473537,0.014729582141710622
2018,Direct migration background,East,2.0,0.005517727166001409,29779,0.004676371448060864,0.006359082883941954
2018,Direct migration background,East,1.0,0.005282930265320498,29779,0.004459573154016962,0.006106287376624034
2018,Direct migration background,East,3.0,0.0031697581591922986,29779,0.002531311405185531,0.003808204913199066
2018,Indirect migration background,East,2.0,0.0019957736557877437,29779,0.0014888730041487538,0.0025026743074267337
2018,Indirect migration background,East,1.0,0.0015653126712060735,29779,0.0011162971048363306,0.0020143282375758164
2018,Indirect migration background,East,3.0,0.0009000547859434922,29779,0.0005594584615826285,0.0012406511103043559
2019,No migration background,West,2.0,0.28884969625710366,29565,0.2836833467016261,0.29401604581258123
2019,No migration background,West,1.0,0.17703311777385852,29565,0.17268215299190554,0.1813840825558115
2019,No migration background,West,3.0,0.11898883009994121,29565,0.11529811149354519,0.12267954870633724
2019,No migration background,East,2.0,0.09077013521457966,29565,0.08749540545152763,0.09404486497763169
2019,No migration background,East,1.0,0.08473446991965511,29565,0.08156000346974915,0.08790893636956107
2019,Direct migration background,West,2.0,0.06756809719772683,29565,0.06470690826654467,0.07042928612890899
2019,Direct migration background,West,1.0,0.050793650793650794,29565,0.04829070086657336,0.05329660072072823
2019,Indirect migration background,West,2.0,0.02598471487360376,29565,0.024171250643553886,0.027798179103653637
2019,No migration background,East,3.0,0.024808935920047032,29565,0.023035906038865503,0.02658196580122856
2019,Direct migration background,West,3.0,0.023672349598275525,29565,0.02193940129494227,0.02540529790160878
2019,Indirect migration background,West,1.0,0.018185381148344112,29565,0.016662229724557408,0.019708532572130816
2019,Indirect migration background,West,3.0,0.012463256907701352,29565,0.011198638395410689,0.013727875419992016
2019,Direct migration background,East,1.0,0.0048206937095825984,29565,0.004031156563558973,0.005610230855606224
2019,Direct migration background,East,2.0,0.004428767391730355,29565,0.003671856534940519,0.0051856782485201905
2019,Direct migration background,East,3.0,0.002390750538898687,29565,0.0018340591616949583,0.0029474419161024156
2019,Indirect migration background,East,2.0,0.002273172643543014,29565,0.0017303109901578096,0.0028160342969282184
2019,Indirect migration background,East,1.0,0.0014109347442680777,29565,0.000983062616505042,0.0018388068720311135
2019,Indirect migration background,East,3.0,0.0008230452674897119,29565,0.000496156351374526,0.0011499341836048978
2020,No migration background,West,2.0,0.2578532491470254,29899,0.2528946507109674,0.2628118475830834
2020,No migration background,West,3.0,0.15016275148045022,29899,0.14611348153885298,0.15421202142204746
2020,No migration background,West,1.0,0.1339660378838386,29899,0.1301051022806615,0.1378269734870157
2020,Direct migration background,West,2.0,0.08980744342915409,29899,0.0865666559949075,0.09304823086340068
2020,No migration background,East,2.0,0.08329738421114553,29899,0.08016512527592799,0.08642964314636307
2020,No migration background,East,1.0,0.06835562178908977,29899,0.06549513502421221,0.07121610855396733
2020,Direct migration background,West,3.0,0.05576689281932625,29899,0.053165801645607365,0.05836798399304514
2020,Direct migration background,West,1.0,0.04937448527393231,29899,0.04691873747410524,0.05183023307375938
2020,No migration background,East,3.0,0.032589513314247615,29899,0.03057684563440744,0.03460218099408779
2020,Indirect migration background,West,2.0,0.025295109612141653,29899,0.02351526292262001,0.027074956301663296
2020,Indirect migration background,West,3.0,0.017334013098552883,29899,0.01585463133101592,0.018813394866089846
2020,Indirect migration background,West,1.0,0.013137770108631711,29899,0.011847095302940102,0.01442844491432332
2020,Direct migration background,East,2.0,0.007490489823130319,29899,0.006513139665511735,0.008467839980748902
2020,Direct migration background,East,1.0,0.0055296286128867795,29899,0.004689062948446315,0.006370194277327244
2020,Direct migration background,East,3.0,0.0055296286128867795,29899,0.004689062948446315,0.006370194277327244
2020,Indirect migration background,East,2.0,0.002117730107063022,29899,0.0015966521541332785,0.0026388080599927654
2020,Indirect migration background,East,3.0,0.0014510372955802188,29899,0.0010195661977236074,0.0018825083934368302
2020,Indirect migration background,East,1.0,0.0009412133809168987,29899,0.0005936233532990037,0.0012888034085347937
2021,No migration background,West,2.0,0.27734580532008185,19931,0.27113042666991805,0.28356118397024566
2021,No migration background,West,3.0,0.1539315989476761,19931,0.14892136327563885,0.15894183461971337
2021,No migration background,West,1.0,0.14820228003507746,19931,0.14326955160707405,0.15313500846308087
2021,No migration background,East,2.0,0.08874598070739549,19931,0.08479790382060004,0.09269405759419094
2021,Direct migration background,West,2.0,0.0720257234726688,19931,0.06843647676817782,0.07561497017715979
2021,No migration background,East,1.0,0.07021338789827536,19931,0.06666612696877557,0.07376064882777515
2021,Direct migration background,West,1.0,0.04899152294650687,19931,0.04599481657721898,0.051988229315794755
2021,Direct migration background,West,3.0,0.03864367144109909,19931,0.03596775275627778,0.0413195901259204
2021,No migration background,East,3.0,0.031745103770827246,19931,0.02931108034777286,0.03417912719388163
2021,Indirect migration background,West,2.0,0.022449576147325342,19931,0.02039290344472906,0.024506248849921624
2021,Indirect migration background,West,3.0,0.01607717041800643,19931,0.014331039295397623,0.017823301540615236
2021,Indirect migration background,West,1.0,0.01163402513884829,19931,0.01014529692587399,0.01312275335182259
2021,Direct migration background,East,2.0,0.005787781350482315,19931,0.004734638865815601,0.0068409238351490285
2021,Direct migration background,East,1.0,0.005437006723180357,19931,0.004416096366503596,0.006457917079857118
2021,Direct migration background,East,3.0,0.004150833089739842,19931,0.0032582350184770965,0.005043431161002587
2021,Indirect migration background,East,2.0,0.0019877228880444313,19931,0.001369368584113097,0.0026060771919757656
2021,Indirect migration background,East,1.0,0.0013446360713241742,19931,0.0008358892309192403,0.0018533829117291082
2021,Indirect migration background,East,3.0,0.0012861736334405145,19931,0.0007885948440635489,0.0017837524228174802
