year,bula_h,hhtyp,pet_cat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Saxony,Couple with children,No,0.63367,173,247,0.57346,0.69388
2016,Saxony-Anhalt,Single-person household,No,0.86663,126,126,0.80702,0.92623
2016,Saxony-Anhalt,Couple without children,Yes,0.18588,31,155,0.12444,0.24732
2016,Saxony-Anhalt,Couple without children,No,0.81412,124,155,0.75268,0.87556
2016,Saxony-Anhalt,Single parent,No,0.71517,51,51,0.59007,0.84027
2016,Saxony-Anhalt,Couple with children,Yes,0.37024,51,133,0.28786,0.45261
2016,Saxony-Anhalt,Couple with children,No,0.62976,82,133,0.54739,0.71214
2016,Thuringa,Single-person household,No,0.82630,124,124,0.75935,0.89325
2016,Thuringa,Couple without children,Yes,0.24729,49,183,0.18461,0.30997
2016,Thuringa,Couple without children,No,0.75271,134,183,0.69003,0.81539
2016,Thuringa,Single parent,No,0.79549,41,41,0.67050,0.92049
2016,Thuringa,Couple with children,Yes,0.19222,38,150,0.12895,0.25549
2016,Thuringa,Couple with children,No,0.80778,112,150,0.74451,0.87105
2021,Schleswig-Holstein,Single-person household,No,0.92368,91,91,0.86882,0.97853
2021,Schleswig-Holstein,Couple without children,No,0.85611,103,103,0.78800,0.92423
2021,Schleswig-Holstein,Couple with children,Yes,0.27079,35,155,0.20060,0.34097
2021,Schleswig-Holstein,Couple with children,No,0.72921,120,155,0.65903,0.79940
2021,Hamburg,Single-person household,No,0.93308,78,78,0.87726,0.98889
2021,Hamburg,Couple without children,No,0.79972,81,81,0.71202,0.88742
2021,Hamburg,Couple with children,No,0.90396,53,53,0.82387,0.98404
2021,Lower Saxony,Single-person household,Yes,0.08746,35,290,0.05489,0.12003
2021,Lower Saxony,Single-person household,No,0.91254,255,290,0.87997,0.94511
2021,Lower Saxony,Couple without children,Yes,0.18945,61,329,0.14704,0.23186
2021,Lower Saxony,Couple without children,No,0.81055,268,329,0.76814,0.85296
2021,Lower Saxony,Single parent,No,0.67602,69,69,0.56478,0.78725
2021,Lower Saxony,Couple with children,Yes,0.24885,84,315,0.20103,0.29668
2021,Lower Saxony,Couple with children,No,0.75115,231,315,0.70332,0.79897
2021,North Rhine-Westphalia,Single-person household,Yes,0.12101,69,630,0.09552,0.14650
2021,North Rhine-Westphalia,Single-person household,No,0.87899,561,630,0.85350,0.90448
2021,North Rhine-Westphalia,Couple without children,Yes,0.13839,89,679,0.11239,0.16438
2021,North Rhine-Westphalia,Couple without children,No,0.86161,590,679,0.83562,0.88761
2021,North Rhine-Westphalia,Single parent,Yes,0.18844,31,165,0.12859,0.24830
2021,North Rhine-Westphalia,Single parent,No,0.81156,134,165,0.75170,0.87141
2021,North Rhine-Westphalia,Couple with children,Yes,0.21122,145,714,0.18126,0.24119
2021,North Rhine-Westphalia,Couple with children,No,0.78878,569,714,0.75881,0.81874
2021,North Rhine-Westphalia,Other Combinations,No,0.91700,58,58,0.84537,0.98862
2021,Hesse,Single-person household,No,0.88230,181,181,0.83522,0.92937
2021,Hesse,Couple without children,Yes,0.18721,40,214,0.13482,0.23959
2021,Hesse,Couple without children,No,0.81279,174,214,0.76041,0.86518
2021,Hesse,Single parent,No,0.86158,46,46,0.76068,0.96248
2021,Hesse,Couple with children,Yes,0.21198,40,184,0.15276,0.27119
2021,Hesse,Couple with children,No,0.78802,144,184,0.72881,0.84724
2021,"Rhineland-Palatinate, Saarland",Single-person household,No,0.86042,131,131,0.80085,0.91999
2021,"Rhineland-Palatinate, Saarland",Couple without children,No,0.82289,135,135,0.75826,0.88753
2021,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.29626,41,154,0.22391,0.36861
2021,"Rhineland-Palatinate, Saarland",Couple with children,No,0.70374,113,154,0.63139,0.77609
2021,Baden-Wuerttemberg,Single-person household,Yes,0.12610,38,312,0.08921,0.16300
2021,Baden-Wuerttemberg,Single-person household,No,0.87390,274,312,0.83700,0.91079
2021,Baden-Wuerttemberg,Couple without children,Yes,0.14488,53,364,0.10867,0.18109
2021,Baden-Wuerttemberg,Couple without children,No,0.85512,311,364,0.81891,0.89133
2021,Baden-Wuerttemberg,Single parent,Yes,0.50775,34,85,0.40084,0.61467
2021,Baden-Wuerttemberg,Single parent,No,0.49225,51,85,0.38533,0.59916
2021,Baden-Wuerttemberg,Couple with children,Yes,0.18950,91,415,0.15175,0.22725
2021,Baden-Wuerttemberg,Couple with children,No,0.81050,324,415,0.77275,0.84825
2021,Bavaria,Single-person household,Yes,0.12425,63,519,0.09584,0.15266
2021,Bavaria,Single-person household,No,0.87575,456,519,0.84734,0.90416
2021,Bavaria,Couple without children,Yes,0.18818,94,504,0.15402,0.22233
2021,Bavaria,Couple without children,No,0.81182,410,504,0.77767,0.84598
2021,Bavaria,Single parent,Yes,0.15420,36,130,0.09188,0.21652
2021,Bavaria,Single parent,No,0.84580,94,130,0.78348,0.90812
2021,Bavaria,Couple with children,Yes,0.19989,140,529,0.16578,0.23400
2021,Bavaria,Couple with children,No,0.80011,389,529,0.76600,0.83422
2021,Berlin,Single-person household,No,0.93091,212,212,0.89669,0.96513
2021,Berlin,Couple without children,No,0.88191,129,129,0.82600,0.93782
2021,Berlin,Couple with children,No,0.94634,101,101,0.90217,0.99051
2021,Brandenburg,Single-person household,No,0.82139,106,106,0.74813,0.89466
2021,Brandenburg,Couple without children,Yes,0.24422,47,164,0.17827,0.31018
2021,Brandenburg,Couple without children,No,0.75578,117,164,0.68982,0.82173
2021,Brandenburg,Couple with children,Yes,0.25553,43,113,0.17475,0.33630
2021,Brandenburg,Couple with children,No,0.74447,70,113,0.66370,0.82525
2021,Mecklenburg-Western Pomerania,Single-person household,No,0.92394,74,74,0.86313,0.98475
2021,Mecklenburg-Western Pomerania,Couple without children,No,0.72820,71,71,0.62398,0.83242
2021,Mecklenburg-Western Pomerania,Couple with children,No,0.65320,38,38,0.49984,0.80656
2021,Saxony,Single-person household,No,0.86590,175,175,0.81527,0.91653
2021,Saxony,Couple without children,Yes,0.19288,49,267,0.14546,0.24029
2021,Saxony,Couple without children,No,0.80712,218,267,0.75971,0.85454
2021,Saxony,Single parent,No,0.60508,52,52,0.47091,0.73924
2021,Saxony,Couple with children,Yes,0.44177,61,171,0.36712,0.51642
2021,Saxony,Couple with children,No,0.55823,110,171,0.48358,0.63288
2021,Saxony-Anhalt,Single-person household,No,0.90066,100,100,0.84174,0.95958
2021,Saxony-Anhalt,Couple without children,No,0.70516,90,90,0.61043,0.79989
2021,Saxony-Anhalt,Couple with children,No,0.54859,43,43,0.39809,0.69909
2021,Thuringa,Single-person household,No,0.83417,102,102,0.76163,0.90670
2021,Thuringa,Couple without children,No,0.84219,100,100,0.77038,0.91401
2021,Thuringa,Couple with children,No,0.83999,63,63,0.74874,0.93125
