year,migback,sampreg,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Direct migration background,West,Never,0.27824,677,2828,0.26172,0.29476
2021,Direct migration background,East,At least once per week,0.47646,143,278,0.41764,0.53527
2021,Direct migration background,East,At least once per month,0.10682,31,278,0.07044,0.14319
2021,Direct migration background,East,Seldom,0.12712,40,278,0.08789,0.16634
2021,Direct migration background,East,Never,0.28961,64,278,0.23619,0.34303
2021,Indirect migration background,West,At least once per week,0.57336,504,845,0.53999,0.60673
2021,Indirect migration background,West,At least once per month,0.09546,83,845,0.07563,0.11528
2021,Indirect migration background,West,Seldom,0.15520,113,845,0.13077,0.17963
2021,Indirect migration background,West,Never,0.17598,145,845,0.15029,0.20167
2021,Indirect migration background,East,At least once per week,0.44141,44,44,0.29299,0.58983
