,Unnamed: 0,year,age_gr,migback,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
310,310,1999,17-29 y.,No migration background,At least once per week,0.39542,778,13400,0.37633,0.4169
311,311,1999,17-29 y.,No migration background,At least once per month,0.11089,231,13400,0.10061,0.12176
312,312,1999,17-29 y.,No migration background,Seldom,0.28026,616,13400,0.26567,0.29902
313,313,1999,17-29 y.,No migration background,Never,0.21343,489,13400,0.19874,0.22944
314,314,1999,17-29 y.,Direct migration background,At least once per week,0.34238,99,13400,0.28836,0.39833
315,315,1999,17-29 y.,Direct migration background,At least once per month,0.10993,31,13400,0.07922,0.14609
316,316,1999,17-29 y.,Direct migration background,Seldom,0.19965,87,13400,0.1736,0.22316
317,317,1999,17-29 y.,Direct migration background,Never,0.34805,150,13400,0.30057,0.38696
318,318,1999,17-29 y.,Indirect migration background,At least once per week,0.39974,175,13400,0.35074,0.47387
319,319,1999,17-29 y.,Indirect migration background,At least once per month,0.12959,64,13400,0.10219,0.16081
320,320,1999,17-29 y.,Indirect migration background,Seldom,0.26038,130,13400,0.22662,0.29315
321,321,1999,17-29 y.,Indirect migration background,Never,0.21029,110,13400,0.17443,0.25073
322,322,1999,30-45 y.,No migration background,At least once per week,0.32338,1120,13400,0.31114,0.33733
323,323,1999,30-45 y.,No migration background,At least once per month,0.07523,304,13400,0.0687,0.08245
324,324,1999,30-45 y.,No migration background,Seldom,0.2587,1008,13400,0.2478,0.27012
325,325,1999,30-45 y.,No migration background,Never,0.3427,1417,13400,0.33043,0.35736
326,326,1999,30-45 y.,Direct migration background,At least once per week,0.19419,113,13400,0.16171,0.23238
327,327,1999,30-45 y.,Direct migration background,At least once per month,0.08344,53,13400,0.06241,0.10966
328,328,1999,30-45 y.,Direct migration background,Seldom,0.18666,146,13400,0.15408,0.22445
329,329,1999,30-45 y.,Direct migration background,Never,0.5357,422,13400,0.48754,0.57534
330,330,1999,30-45 y.,Indirect migration background,Seldom,1.0,35,13400,0.6623,1.40146
331,331,1999,46-65 y.,No migration background,At least once per week,0.24395,711,13400,0.23245,0.25527
332,332,1999,46-65 y.,No migration background,At least once per month,0.05525,167,13400,0.04983,0.0619
333,333,1999,46-65 y.,No migration background,Seldom,0.17521,572,13400,0.16559,0.18484
334,334,1999,46-65 y.,No migration background,Never,0.52559,1838,13400,0.51084,0.54176
335,335,1999,46-65 y.,Direct migration background,At least once per week,0.14367,71,13400,0.11726,0.17157
336,336,1999,46-65 y.,Direct migration background,Seldom,0.13545,84,13400,0.09987,0.16582
337,337,1999,46-65 y.,Direct migration background,Never,0.72087,659,13400,0.68403,0.76003
338,338,1999,66 and older,No migration background,At least once per week,0.10612,153,13400,0.09781,0.11503
339,339,1999,66 and older,No migration background,At least once per month,0.02185,31,13400,0.01848,0.02509
340,340,1999,66 and older,No migration background,Seldom,0.06296,87,13400,0.057,0.06931
341,341,1999,66 and older,No migration background,Never,0.80907,1234,13400,0.7868,0.83143
342,342,1999,66 and older,Direct migration background,Never,1.0,215,13400,0.89301,1.09874
343,343,2001,17-29 y.,No migration background,At least once per week,0.42255,1250,21625,0.40536,0.43821
344,344,2001,17-29 y.,No migration background,At least once per month,0.09753,299,21625,0.08899,0.1057
345,345,2001,17-29 y.,No migration background,Seldom,0.22288,697,21625,0.21079,0.2347
346,346,2001,17-29 y.,No migration background,Never,0.25705,791,21625,0.24335,0.27023
347,347,2001,17-29 y.,Direct migration background,At least once per week,0.29753,149,21625,0.26644,0.32642
348,348,2001,17-29 y.,Direct migration background,At least once per month,0.11241,51,21625,0.09065,0.13319
349,349,2001,17-29 y.,Direct migration background,Seldom,0.15243,74,21625,0.12662,0.17959
350,350,2001,17-29 y.,Direct migration background,Never,0.43763,222,21625,0.40256,0.48531
351,351,2001,17-29 y.,Indirect migration background,At least once per week,0.41293,210,21625,0.37152,0.45392
352,352,2001,17-29 y.,Indirect migration background,At least once per month,0.07628,50,21625,0.06329,0.08937
353,353,2001,17-29 y.,Indirect migration background,Seldom,0.23186,122,21625,0.2026,0.26366
354,354,2001,17-29 y.,Indirect migration background,Never,0.27893,162,21625,0.23922,0.31217
355,355,2001,30-45 y.,No migration background,At least once per week,0.33485,1930,21625,0.32453,0.34565
356,356,2001,30-45 y.,No migration background,At least once per month,0.08398,489,21625,0.0785,0.08921
357,357,2001,30-45 y.,No migration background,Seldom,0.22812,1403,21625,0.21998,0.23551
358,358,2001,30-45 y.,No migration background,Never,0.35305,2264,21625,0.34373,0.36122
359,359,2001,30-45 y.,Direct migration background,At least once per week,0.20313,188,21625,0.17891,0.22906
360,360,2001,30-45 y.,Direct migration background,At least once per month,0.06074,53,21625,0.05018,0.07561
361,361,2001,30-45 y.,Direct migration background,Seldom,0.16784,177,21625,0.14786,0.1909
362,362,2001,30-45 y.,Direct migration background,Never,0.56829,615,21625,0.53598,0.5981
363,363,2001,30-45 y.,Indirect migration background,At least once per week,0.44993,57,21625,0.36508,0.54657
364,364,2001,30-45 y.,Indirect migration background,Seldom,0.23486,35,21625,0.17671,0.29864
365,365,2001,30-45 y.,Indirect migration background,Never,0.31521,63,21625,0.23985,0.38023
366,366,2001,46-65 y.,No migration background,At least once per week,0.26717,1524,21625,0.26045,0.27564
367,367,2001,46-65 y.,No migration background,At least once per month,0.05092,295,21625,0.04752,0.0545
368,368,2001,46-65 y.,No migration background,Seldom,0.14646,875,21625,0.14057,0.15187
369,369,2001,46-65 y.,No migration background,Never,0.53545,3251,21625,0.52446,0.54447
370,370,2001,46-65 y.,Direct migration background,At least once per week,0.13766,114,21625,0.11965,0.15518
371,371,2001,46-65 y.,Direct migration background,At least once per month,0.04283,31,21625,0.03371,0.05563
372,372,2001,46-65 y.,Direct migration background,Seldom,0.1126,106,21625,0.09893,0.12436
373,373,2001,46-65 y.,Direct migration background,Never,0.70692,781,21625,0.67257,0.7436
374,374,2001,66 and older,No migration background,At least once per week,0.13105,401,21625,0.12629,0.13832
375,375,2001,66 and older,No migration background,At least once per month,0.0228,73,21625,0.02086,0.025
376,376,2001,66 and older,No migration background,Seldom,0.05438,166,21625,0.05089,0.058
377,377,2001,66 and older,No migration background,Never,0.79177,2362,21625,0.7744,0.8055
378,378,2001,66 and older,Direct migration background,Never,1.0,295,21625,0.929,1.08602
379,379,2003,17-29 y.,No migration background,At least once per week,0.4705,1504,21925,0.44888,0.49489
380,380,2003,17-29 y.,No migration background,At least once per month,0.11228,344,21925,0.10165,0.12197
381,381,2003,17-29 y.,No migration background,Seldom,0.22026,706,21925,0.20601,0.23308
382,382,2003,17-29 y.,No migration background,Never,0.19696,556,21925,0.18399,0.20988
383,383,2003,17-29 y.,Direct migration background,At least once per week,0.35172,135,21925,0.30678,0.39903
384,384,2003,17-29 y.,Direct migration background,At least once per month,0.10554,42,21925,0.07987,0.1299
385,385,2003,17-29 y.,Direct migration background,Seldom,0.20509,75,21925,0.16408,0.24875
386,386,2003,17-29 y.,Direct migration background,Never,0.33765,125,21925,0.29385,0.38544
387,387,2003,17-29 y.,Indirect migration background,At least once per week,0.43498,221,21925,0.38166,0.49227
388,388,2003,17-29 y.,Indirect migration background,At least once per month,0.10264,54,21925,0.0821,0.12346
389,389,2003,17-29 y.,Indirect migration background,Seldom,0.19912,100,21925,0.1697,0.23297
390,390,2003,17-29 y.,Indirect migration background,Never,0.26326,127,21925,0.22003,0.31308
391,391,2003,30-45 y.,No migration background,At least once per week,0.41183,2433,21925,0.3963,0.4253
392,392,2003,30-45 y.,No migration background,At least once per month,0.10302,588,21925,0.09625,0.10979
393,393,2003,30-45 y.,No migration background,Seldom,0.24574,1386,21925,0.23566,0.25685
394,394,2003,30-45 y.,No migration background,Never,0.2394,1387,21925,0.2299,0.24814
395,395,2003,30-45 y.,Direct migration background,At least once per week,0.22335,197,21925,0.19927,0.25198
396,396,2003,30-45 y.,Direct migration background,At least once per month,0.06695,59,21925,0.05448,0.08186
397,397,2003,30-45 y.,Direct migration background,Seldom,0.20517,173,21925,0.18053,0.23631
398,398,2003,30-45 y.,Direct migration background,Never,0.50453,456,21925,0.47202,0.54024
399,399,2003,30-45 y.,Indirect migration background,At least once per week,0.37487,73,21925,0.30282,0.46977
400,400,2003,30-45 y.,Indirect migration background,Seldom,0.24258,42,21925,0.18638,0.30077
401,401,2003,30-45 y.,Indirect migration background,Never,0.38256,81,21925,0.30405,0.4716
402,402,2003,46-65 y.,No migration background,At least once per week,0.34373,2378,21925,0.33374,0.35662
403,403,2003,46-65 y.,No migration background,At least once per month,0.06968,463,21925,0.06359,0.07478
404,404,2003,46-65 y.,No migration background,Seldom,0.20484,1336,21925,0.19735,0.21607
405,405,2003,46-65 y.,No migration background,Never,0.38175,2316,21925,0.37098,0.39268
406,406,2003,46-65 y.,Direct migration background,At least once per week,0.16648,155,21925,0.14375,0.19332
407,407,2003,46-65 y.,Direct migration background,At least once per month,0.03863,38,21925,0.03051,0.04902
408,408,2003,46-65 y.,Direct migration background,Seldom,0.15637,134,21925,0.1331,0.17663
409,409,2003,46-65 y.,Direct migration background,Never,0.63852,654,21925,0.60557,0.67221
410,410,2003,66 and older,No migration background,At least once per week,0.19556,676,21925,0.1874,0.20421
411,411,2003,66 and older,No migration background,At least once per month,0.03231,110,21925,0.02887,0.03544
412,412,2003,66 and older,No migration background,Seldom,0.08742,284,21925,0.08121,0.0927
413,413,2003,66 and older,No migration background,Never,0.68471,2195,21925,0.66926,0.69847
414,414,2003,66 and older,Direct migration background,At least once per week,0.12143,33,21925,0.09628,0.15579
415,415,2003,66 and older,Direct migration background,Never,0.87857,289,21925,0.8078,0.95135
416,416,2005,17-29 y.,No migration background,At least once per week,0.43538,1354,20456,0.41516,0.45772
417,417,2005,17-29 y.,No migration background,At least once per month,0.11985,356,20456,0.1086,0.12953
418,418,2005,17-29 y.,No migration background,Seldom,0.24536,702,20456,0.22755,0.26369
419,419,2005,17-29 y.,No migration background,Never,0.19942,572,20456,0.18617,0.21519
420,420,2005,17-29 y.,Direct migration background,At least once per week,0.41323,119,20456,0.35774,0.4807
421,421,2005,17-29 y.,Direct migration background,At least once per month,0.15234,41,20456,0.11229,0.19456
422,422,2005,17-29 y.,Direct migration background,Seldom,0.16631,66,20456,0.13349,0.20954
423,423,2005,17-29 y.,Direct migration background,Never,0.26813,87,20456,0.21738,0.31846
424,424,2005,17-29 y.,Indirect migration background,At least once per week,0.37111,207,20456,0.31613,0.42708
425,425,2005,17-29 y.,Indirect migration background,At least once per month,0.15816,70,20456,0.1267,0.1945
426,426,2005,17-29 y.,Indirect migration background,Seldom,0.26838,121,20456,0.22544,0.31835
427,427,2005,17-29 y.,Indirect migration background,Never,0.20235,115,20456,0.16388,0.236
428,428,2005,30-45 y.,No migration background,At least once per week,0.36673,1880,20456,0.354,0.38257
429,429,2005,30-45 y.,No migration background,At least once per month,0.10015,482,20456,0.09245,0.10777
430,430,2005,30-45 y.,No migration background,Seldom,0.23552,1204,20456,0.22199,0.24696
431,431,2005,30-45 y.,No migration background,Never,0.29759,1454,20456,0.28615,0.30737
432,432,2005,30-45 y.,Direct migration background,At least once per week,0.19781,154,20456,0.16869,0.22808
433,433,2005,30-45 y.,Direct migration background,At least once per month,0.06816,53,20456,0.05431,0.08423
434,434,2005,30-45 y.,Direct migration background,Seldom,0.24365,171,20456,0.21762,0.27004
435,435,2005,30-45 y.,Direct migration background,Never,0.49038,412,20456,0.45308,0.52901
436,436,2005,30-45 y.,Indirect migration background,At least once per week,0.36704,83,20456,0.30711,0.43571
437,437,2005,30-45 y.,Indirect migration background,Seldom,0.2559,60,20456,0.19991,0.31436
438,438,2005,30-45 y.,Indirect migration background,Never,0.37706,82,20456,0.2963,0.45993
439,439,2005,46-65 y.,No migration background,At least once per week,0.30785,2047,20456,0.2959,0.32041
440,440,2005,46-65 y.,No migration background,At least once per month,0.07216,416,20456,0.06646,0.07853
441,441,2005,46-65 y.,No migration background,Seldom,0.18722,1152,20456,0.17867,0.1972
442,442,2005,46-65 y.,No migration background,Never,0.43277,2423,20456,0.41863,0.44745
443,443,2005,46-65 y.,Direct migration background,At least once per week,0.16543,147,20456,0.14389,0.18936
444,444,2005,46-65 y.,Direct migration background,At least once per month,0.04366,38,20456,0.03267,0.05485
445,445,2005,46-65 y.,Direct migration background,Seldom,0.14198,115,20456,0.12107,0.16374
446,446,2005,46-65 y.,Direct migration background,Never,0.64894,587,20456,0.6099,0.69284
447,447,2005,66 and older,No migration background,At least once per week,0.19216,702,20456,0.18266,0.20131
448,448,2005,66 and older,No migration background,At least once per month,0.0364,134,20456,0.03229,0.04053
449,449,2005,66 and older,No migration background,Seldom,0.07117,247,20456,0.06479,0.07728
450,450,2005,66 and older,No migration background,Never,0.70027,2270,20456,0.68449,0.71672
451,451,2005,66 and older,Direct migration background,At least once per week,0.13919,41,20456,0.10536,0.16797
452,452,2005,66 and older,Direct migration background,Never,0.86081,292,20456,0.79043,0.92294
453,453,2007,17-29 y.,No migration background,At least once per week,0.42959,1177,20241,0.40758,0.45769
454,454,2007,17-29 y.,No migration background,At least once per month,0.1175,313,20241,0.1058,0.13209
455,455,2007,17-29 y.,No migration background,Seldom,0.22828,606,20241,0.21415,0.2417
456,456,2007,17-29 y.,No migration background,Never,0.22463,581,20241,0.20808,0.23973
457,457,2007,17-29 y.,Direct migration background,At least once per week,0.3614,108,20241,0.31133,0.41903
458,458,2007,17-29 y.,Direct migration background,At least once per month,0.13416,31,20241,0.10748,0.16038
459,459,2007,17-29 y.,Direct migration background,Seldom,0.19866,47,20241,0.14195,0.24825
460,460,2007,17-29 y.,Direct migration background,Never,0.30578,81,20241,0.25637,0.35796
461,461,2007,17-29 y.,Indirect migration background,At least once per week,0.41083,186,20241,0.35117,0.47018
462,462,2007,17-29 y.,Indirect migration background,At least once per month,0.12915,66,20241,0.09985,0.16093
463,463,2007,17-29 y.,Indirect migration background,Seldom,0.19303,76,20241,0.14846,0.23518
464,464,2007,17-29 y.,Indirect migration background,Never,0.26699,114,20241,0.22135,0.31199
465,465,2007,30-45 y.,No migration background,At least once per week,0.40442,1901,20241,0.38832,0.42072
466,466,2007,30-45 y.,No migration background,At least once per month,0.08762,420,20241,0.08001,0.09468
467,467,2007,30-45 y.,No migration background,Seldom,0.22619,1087,20241,0.21466,0.238
468,468,2007,30-45 y.,No migration background,Never,0.28177,1331,20241,0.26958,0.29439
469,469,2007,30-45 y.,Direct migration background,At least once per week,0.22833,149,20241,0.19968,0.25647
470,470,2007,30-45 y.,Direct migration background,At least once per month,0.06779,46,20241,0.05268,0.08266
471,471,2007,30-45 y.,Direct migration background,Seldom,0.24656,152,20241,0.21885,0.27195
472,472,2007,30-45 y.,Direct migration background,Never,0.45732,339,20241,0.41172,0.50056
473,473,2007,30-45 y.,Indirect migration background,At least once per week,0.40086,85,20241,0.32651,0.4826
474,474,2007,30-45 y.,Indirect migration background,Seldom,0.28171,66,20241,0.22007,0.34695
475,475,2007,30-45 y.,Indirect migration background,Never,0.31744,89,20241,0.25525,0.37004
476,476,2007,46-65 y.,No migration background,At least once per week,0.34338,2285,20241,0.33076,0.35512
477,477,2007,46-65 y.,No migration background,At least once per month,0.06389,430,20241,0.05837,0.06903
478,478,2007,46-65 y.,No migration background,Seldom,0.19105,1124,20241,0.18081,0.20108
479,479,2007,46-65 y.,No migration background,Never,0.40168,2349,20241,0.38992,0.41575
480,480,2007,46-65 y.,Direct migration background,At least once per week,0.2171,158,20241,0.18818,0.24634
481,481,2007,46-65 y.,Direct migration background,Seldom,0.13518,109,20241,0.11364,0.15648
482,482,2007,46-65 y.,Direct migration background,Never,0.64773,489,20241,0.5996,0.68637
483,483,2007,66 and older,No migration background,At least once per week,0.2427,1002,20241,0.23242,0.25524
484,484,2007,66 and older,No migration background,At least once per month,0.03131,131,20241,0.02825,0.03465
485,485,2007,66 and older,No migration background,Seldom,0.07754,324,20241,0.06988,0.08357
486,486,2007,66 and older,No migration background,Never,0.64845,2450,20241,0.6335,0.66182
487,487,2007,66 and older,Direct migration background,At least once per week,0.12388,39,20241,0.09552,0.15016
488,488,2007,66 and older,Direct migration background,Never,0.87612,300,20241,0.80473,0.95295
489,489,2008,17-29 y.,No migration background,At least once per week,0.49795,1266,19116,0.47262,0.52526
490,490,2008,17-29 y.,No migration background,At least once per month,0.11298,275,19116,0.10032,0.12686
491,491,2008,17-29 y.,No migration background,Seldom,0.21327,525,19116,0.19653,0.23089
492,492,2008,17-29 y.,No migration background,Never,0.17581,418,19116,0.16312,0.18944
493,493,2008,17-29 y.,Direct migration background,At least once per week,0.52479,105,19116,0.44585,0.61434
494,494,2008,17-29 y.,Direct migration background,Seldom,0.1971,38,19116,0.15574,0.24259
495,495,2008,17-29 y.,Direct migration background,Never,0.27811,59,19116,0.22863,0.34478
496,496,2008,17-29 y.,Indirect migration background,At least once per week,0.47621,201,19116,0.41622,0.54927
497,497,2008,17-29 y.,Indirect migration background,At least once per month,0.13783,56,19116,0.10136,0.17725
498,498,2008,17-29 y.,Indirect migration background,Seldom,0.1978,76,19116,0.1598,0.23238
499,499,2008,17-29 y.,Indirect migration background,Never,0.18816,96,19116,0.15146,0.22353
500,500,2008,30-45 y.,No migration background,At least once per week,0.44661,1896,19116,0.43255,0.46778
501,501,2008,30-45 y.,No migration background,At least once per month,0.10025,431,19116,0.09082,0.10974
502,502,2008,30-45 y.,No migration background,Seldom,0.23517,1007,19116,0.22162,0.2481
503,503,2008,30-45 y.,No migration background,Never,0.21796,945,19116,0.20761,0.23047
504,504,2008,30-45 y.,Direct migration background,At least once per week,0.27385,158,19116,0.23115,0.30941
505,505,2008,30-45 y.,Direct migration background,At least once per month,0.08941,48,19116,0.07095,0.10855
506,506,2008,30-45 y.,Direct migration background,Seldom,0.24082,139,19116,0.20672,0.28342
507,507,2008,30-45 y.,Direct migration background,Never,0.39592,254,19116,0.35391,0.44573
508,508,2008,30-45 y.,Indirect migration background,At least once per week,0.39354,96,19116,0.32083,0.4627
509,509,2008,30-45 y.,Indirect migration background,At least once per month,0.15724,32,19116,0.10725,0.20253
510,510,2008,30-45 y.,Indirect migration background,Seldom,0.17109,64,19116,0.13258,0.21808
511,511,2008,30-45 y.,Indirect migration background,Never,0.27814,75,19116,0.22149,0.34602
512,512,2008,46-65 y.,No migration background,At least once per week,0.40721,2544,19116,0.39274,0.4204
513,513,2008,46-65 y.,No migration background,At least once per month,0.07073,430,19116,0.06514,0.07662
514,514,2008,46-65 y.,No migration background,Seldom,0.21571,1240,19116,0.20487,0.23008
515,515,2008,46-65 y.,No migration background,Never,0.30635,1697,19116,0.2951,0.31786
516,516,2008,46-65 y.,Direct migration background,At least once per week,0.23464,177,19116,0.20082,0.26161
517,517,2008,46-65 y.,Direct migration background,At least once per month,0.04744,37,19116,0.03591,0.06242
518,518,2008,46-65 y.,Direct migration background,Seldom,0.13632,88,19116,0.11027,0.15721
519,519,2008,46-65 y.,Direct migration background,Never,0.5816,401,19116,0.53908,0.63126
520,520,2008,66 and older,No migration background,At least once per week,0.30411,1248,19116,0.29083,0.31732
521,521,2008,66 and older,No migration background,At least once per month,0.03413,130,19116,0.03049,0.03818
522,522,2008,66 and older,No migration background,Seldom,0.11073,426,19116,0.10348,0.11929
523,523,2008,66 and older,No migration background,Never,0.55103,2083,19116,0.53633,0.56562
524,524,2008,66 and older,Direct migration background,At least once per week,0.15164,57,19116,0.12238,0.18469
525,525,2008,66 and older,Direct migration background,Seldom,0.07165,31,19116,0.05459,0.0955
526,526,2008,66 and older,Direct migration background,Never,0.77671,267,19116,0.72025,0.85123
527,527,2009,17-29 y.,No migration background,At least once per week,0.48486,1078,17817,0.45104,0.51275
528,528,2009,17-29 y.,No migration background,At least once per month,0.11536,289,17817,0.10033,0.12869
529,529,2009,17-29 y.,No migration background,Seldom,0.21261,500,17817,0.19791,0.23287
530,530,2009,17-29 y.,No migration background,Never,0.18717,420,17817,0.17092,0.20713
531,531,2009,17-29 y.,Direct migration background,At least once per week,0.50577,76,17817,0.40893,0.61933
532,532,2009,17-29 y.,Direct migration background,Seldom,0.24224,38,17817,0.17852,0.31362
533,533,2009,17-29 y.,Direct migration background,Never,0.25198,36,17817,0.1955,0.31727
534,534,2009,17-29 y.,Indirect migration background,At least once per week,0.42913,164,17817,0.37377,0.50184
535,535,2009,17-29 y.,Indirect migration background,At least once per month,0.13398,48,17817,0.09738,0.18256
536,536,2009,17-29 y.,Indirect migration background,Seldom,0.25376,86,17817,0.19877,0.31426
537,537,2009,17-29 y.,Indirect migration background,Never,0.18313,84,17817,0.15056,0.21916
538,538,2009,30-45 y.,No migration background,At least once per week,0.4065,1551,17817,0.38741,0.42881
539,539,2009,30-45 y.,No migration background,At least once per month,0.1074,368,17817,0.09662,0.11711
540,540,2009,30-45 y.,No migration background,Seldom,0.22497,870,17817,0.20847,0.23846
541,541,2009,30-45 y.,No migration background,Never,0.26114,1067,17817,0.24664,0.27449
542,542,2009,30-45 y.,Direct migration background,At least once per week,0.29769,134,17817,0.26217,0.34167
543,543,2009,30-45 y.,Direct migration background,At least once per month,0.1012,53,17817,0.07311,0.13959
544,544,2009,30-45 y.,Direct migration background,Seldom,0.22256,118,17817,0.18378,0.26063
545,545,2009,30-45 y.,Direct migration background,Never,0.37855,224,17817,0.33404,0.41876
546,546,2009,30-45 y.,Indirect migration background,At least once per week,0.364,93,17817,0.28021,0.44828
547,547,2009,30-45 y.,Indirect migration background,At least once per month,0.17627,34,17817,0.12324,0.23739
548,548,2009,30-45 y.,Indirect migration background,Seldom,0.22265,67,17817,0.16108,0.28797
549,549,2009,30-45 y.,Indirect migration background,Never,0.23708,74,17817,0.18228,0.28371
550,550,2009,46-65 y.,No migration background,At least once per week,0.36138,2153,17817,0.34694,0.37546
551,551,2009,46-65 y.,No migration background,At least once per month,0.05987,350,17817,0.0535,0.06737
552,552,2009,46-65 y.,No migration background,Seldom,0.20024,1109,17817,0.18905,0.21154
553,553,2009,46-65 y.,No migration background,Never,0.3785,2024,17817,0.36229,0.39399
554,554,2009,46-65 y.,Direct migration background,At least once per week,0.23398,142,17817,0.20292,0.27355
555,555,2009,46-65 y.,Direct migration background,At least once per month,0.04747,33,17817,0.03359,0.06571
556,556,2009,46-65 y.,Direct migration background,Seldom,0.13956,82,17817,0.11217,0.16525
557,557,2009,46-65 y.,Direct migration background,Never,0.57899,360,17817,0.53268,0.62634
558,558,2009,66 and older,No migration background,At least once per week,0.26306,1057,17817,0.25147,0.2764
559,559,2009,66 and older,No migration background,At least once per month,0.03289,123,17817,0.0285,0.03791
560,560,2009,66 and older,No migration background,Seldom,0.08228,313,17817,0.07534,0.08983
561,561,2009,66 and older,No migration background,Never,0.62177,2294,17817,0.60238,0.64066
562,562,2009,66 and older,Direct migration background,At least once per week,0.1267,44,17817,0.09953,0.1581
563,563,2009,66 and older,Direct migration background,Never,0.8733,261,17817,0.78113,0.9591
564,564,2011,17-29 y.,No migration background,At least once per week,0.49837,1434,28166,0.46581,0.5248
565,565,2011,17-29 y.,No migration background,At least once per month,0.09374,299,28166,0.0831,0.10633
566,566,2011,17-29 y.,No migration background,Seldom,0.19681,617,28166,0.18004,0.21602
567,567,2011,17-29 y.,No migration background,Never,0.21107,854,28166,0.19437,0.22985
568,568,2011,17-29 y.,Direct migration background,At least once per week,0.37608,130,28166,0.31653,0.4505
569,569,2011,17-29 y.,Direct migration background,Seldom,0.21473,75,28166,0.15632,0.2742
570,570,2011,17-29 y.,Direct migration background,Never,0.40919,209,28166,0.33301,0.48126
571,571,2011,17-29 y.,Indirect migration background,At least once per week,0.47212,239,28166,0.4101,0.53359
572,572,2011,17-29 y.,Indirect migration background,At least once per month,0.08283,46,28166,0.05103,0.12039
573,573,2011,17-29 y.,Indirect migration background,Seldom,0.24174,102,28166,0.18375,0.30372
574,574,2011,17-29 y.,Indirect migration background,Never,0.20332,138,28166,0.16991,0.24834
575,575,2011,30-45 y.,No migration background,At least once per week,0.41681,2967,28166,0.39788,0.43899
576,576,2011,30-45 y.,No migration background,At least once per month,0.10846,653,28166,0.09783,0.12041
577,577,2011,30-45 y.,No migration background,Seldom,0.19453,1510,28166,0.18059,0.21049
578,578,2011,30-45 y.,No migration background,Never,0.2802,2686,28166,0.26678,0.29479
579,579,2011,30-45 y.,Direct migration background,At least once per week,0.29439,391,28166,0.25717,0.32986
580,580,2011,30-45 y.,Direct migration background,At least once per month,0.05158,74,28166,0.03709,0.06801
581,581,2011,30-45 y.,Direct migration background,Seldom,0.20542,260,28166,0.17321,0.24067
582,582,2011,30-45 y.,Direct migration background,Never,0.4486,767,28166,0.40921,0.49465
583,583,2011,30-45 y.,Indirect migration background,At least once per week,0.34601,209,28166,0.27632,0.41786
584,584,2011,30-45 y.,Indirect migration background,At least once per month,0.08288,44,28166,0.05462,0.12236
585,585,2011,30-45 y.,Indirect migration background,Seldom,0.23915,125,28166,0.17692,0.31545
586,586,2011,30-45 y.,Indirect migration background,Never,0.33196,226,28166,0.2679,0.40352
587,587,2011,46-65 y.,No migration background,At least once per week,0.36949,3146,28166,0.35497,0.381
588,588,2011,46-65 y.,No migration background,At least once per month,0.05778,480,28166,0.0527,0.06221
589,589,2011,46-65 y.,No migration background,Seldom,0.18039,1351,28166,0.1704,0.18932
590,590,2011,46-65 y.,No migration background,Never,0.39233,3053,28166,0.38045,0.4077
591,591,2011,46-65 y.,Direct migration background,At least once per week,0.25794,245,28166,0.22378,0.29088
592,592,2011,46-65 y.,Direct migration background,At least once per month,0.04377,40,28166,0.02887,0.06338
593,593,2011,46-65 y.,Direct migration background,Seldom,0.15531,139,28166,0.13157,0.18047
594,594,2011,46-65 y.,Direct migration background,Never,0.54298,521,28166,0.50233,0.59922
595,595,2011,46-65 y.,Indirect migration background,At least once per week,0.47861,44,28166,0.36584,0.58365
596,596,2011,46-65 y.,Indirect migration background,Never,0.52139,43,28166,0.4061,0.69088
597,597,2011,66 and older,No migration background,At least once per week,0.28985,1462,28166,0.27664,0.3015
598,598,2011,66 and older,No migration background,At least once per month,0.02594,126,28166,0.02241,0.03036
599,599,2011,66 and older,No migration background,Seldom,0.075,359,28166,0.06926,0.08105
600,600,2011,66 and older,No migration background,Never,0.60921,2720,28166,0.593,0.62667
601,601,2011,66 and older,Direct migration background,At least once per week,0.1752,79,28166,0.14723,0.2147
602,602,2011,66 and older,Direct migration background,Never,0.8248,303,28166,0.74718,0.90506
603,603,2013,17-29 y.,No migration background,At least once per week,0.63299,1640,25315,0.59971,0.66552
604,604,2013,17-29 y.,No migration background,At least once per month,0.07822,203,25315,0.06665,0.09293
605,605,2013,17-29 y.,No migration background,Seldom,0.12675,383,25315,0.11273,0.1407
606,606,2013,17-29 y.,No migration background,Never,0.16205,572,25315,0.14373,0.17912
607,607,2013,17-29 y.,Direct migration background,At least once per week,0.62085,130,25315,0.46375,0.77731
608,608,2013,17-29 y.,Direct migration background,Seldom,0.17288,32,25315,0.06586,0.29734
609,609,2013,17-29 y.,Direct migration background,Never,0.20627,108,25315,0.16016,0.25731
610,610,2013,17-29 y.,Indirect migration background,At least once per week,0.56212,271,25315,0.47917,0.65322
611,611,2013,17-29 y.,Indirect migration background,At least once per month,0.09343,43,25315,0.05614,0.14067
612,612,2013,17-29 y.,Indirect migration background,Seldom,0.12979,65,25315,0.09692,0.17483
613,613,2013,17-29 y.,Indirect migration background,Never,0.21465,94,25315,0.15298,0.28171
614,614,2013,30-45 y.,No migration background,At least once per week,0.52647,2992,25315,0.50231,0.5521
615,615,2013,30-45 y.,No migration background,At least once per month,0.06012,354,25315,0.05195,0.07065
616,616,2013,30-45 y.,No migration background,Seldom,0.17397,1076,25315,0.16122,0.18731
617,617,2013,30-45 y.,No migration background,Never,0.23944,1833,25315,0.22317,0.25413
618,618,2013,30-45 y.,Direct migration background,At least once per week,0.3866,412,25315,0.33488,0.45822
