"pli0092_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","271","0.382756418778136","0.348085596035939","0.417427241520334"
"Min 1x pro Woche","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","42","0.347615013613708","0.265116837365968","0.430113189861449"
"Min 1x pro Woche","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","247","0.362829911461081","0.327031751434164","0.398628071487998"
"Min 1x pro Woche","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","192","0.197815648519625","0.172849814515205","0.222781482524045"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","43","0.0543146750172484","0.0390336792965195","0.0695956707379772"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","411","0.0763446481109834","0.069228318318586","0.0834609779033808"
"Min 1x pro Monat","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","177","0.101311864221735","0.0866228976954175","0.116000830748052"
"Min 1x pro Monat","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","65","0.0425728614543913","0.0324598666725257","0.052685856236257"
"Min 1x pro Monat","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","85","0.117495085795114","0.0945260358145271","0.1404641357757"
"Min 1x pro Monat","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","72","0.106161509939029","0.0832267318052198","0.129096288072838"
"Min 1x pro Monat","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","48","0.0470544887749109","0.0337831960762013","0.0603257814736205"
"Seltener","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","79","0.0870361452219834","0.0680298989431097","0.106042391500857"
"Seltener","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1003","0.189478088972352","0.178976048928932","0.199980129015772"
"Seltener","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","110","0.0572259919043094","0.0459187404961762","0.0685332433124426"
"Seltener","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","380","0.228752857222856","0.208305526037687","0.249200188408025"
"Seltener","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","278","0.178360980633964","0.159185292884083","0.197536668383844"
"Seltener","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","141","0.192086417011166","0.163986476664981","0.220186357357352"
"Seltener","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","33","0.260397305077952","0.184371576412402","0.336423033743501"
"Seltener","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","165","0.229392958567655","0.19808981150166","0.260696105633649"
"Seltener","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","197","0.194452989063878","0.169648435179622","0.219257542948135"
"Nie","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","562","0.512410052255041","0.478708032502438","0.546112072007643"
"Nie","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2812","0.526951735916553","0.513571926159328","0.540331545673777"
"Nie","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1390","0.871092951284512","0.854780201824732","0.887405700744293"
"Nie","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","418","0.286526975787142","0.264516566403667","0.308537385170618"
"Nie","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","955","0.629511692040759","0.605320924426695","0.653702459654823"
"Nie","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","209","0.236129893219478","0.205835667433823","0.266424119005133"
"Nie","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","47","0.356930313856429","0.273933037267569","0.439927590445288"
"Nie","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","164","0.23208652801538","0.200655210714075","0.263517845316685"
"Nie","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","541","0.560676873641586","0.529572101955659","0.591781645327513"
"Nie, sehr selten (1984)","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","155","0.306314226919156","0.274271497339671","0.33835695649864"
"Min 1x pro Woche","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","928","0.178362915851152","0.167780472641965","0.188945359060339"
"Min 1x pro Woche","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","82","0.0558412138211124","0.0438348949516181","0.0678475326906068"
"Min 1x pro Woche","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","580","0.334697171019208","0.311962702919531","0.357431639118886"
"Min 1x pro Woche","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","192","0.143787884338351","0.125525317983935","0.162050450692767"
"Min 1x pro Woche","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","309","0.417124671506688","0.382454311037835","0.451795031975541"
"Min 1x pro Woche","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","30","0.256419895948435","0.177298325209845","0.335541466687024"
"Min 1x pro Woche","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","278","0.391953653854379","0.356588280223792","0.427319027484966"
"Min 1x pro Woche","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","166","0.182113629935431","0.157052155773959","0.207175104096904"
"Min 1x pro Monat","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","30","0.0431977178029499","0.0290656396832863","0.0573297959226136"
"Min 1x pro Monat","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","281","0.0491570285714341","0.0431806120158144","0.0551334451270538"
"Min 1x pro Monat","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","30","0.0208949767393464","0.0134159426237776","0.0283740108549151"
"Min 1x pro Monat","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","136","0.0785581066545245","0.0655959109948597","0.0915203023141894"
"Min 1x pro Monat","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","70","0.0473332012959258","0.0362806273380115","0.0583857752538401"
"Min 1x pro Monat","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","79","0.11752587930574","0.0948817656881668","0.140169992923314"
"Min 1x pro Monat","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","72","0.101034731315794","0.0792024382465511","0.122867024385037"
"Min 1x pro Monat","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","32","0.0427340875830012","0.0296002265270951","0.0558679486389072"
"Seltener","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","62","0.0687580148162252","0.0511683539871679","0.0863476756452825"
"Seltener","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","710","0.133858518892829","0.124445886989519","0.14327115079614"
"Seltener","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","112","0.0711199313166601","0.0576803600293765","0.0845595026039437"
"Seltener","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","369","0.208025045602687","0.188469829093083","0.227580262112292"
"Seltener","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","320","0.209622659599547","0.188436788313447","0.230808530885647"
"Seltener","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","151","0.19714941847648","0.169175539287748","0.225123297665211"
"Seltener","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","36","0.259266378384257","0.179859286806777","0.338673469961737"
"Seltener","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","139","0.176801292613588","0.149164501990328","0.204438083236848"
"Seltener","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","223","0.228056163362606","0.20081016905979","0.255302157665422"
"Nie","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","548","0.581730040461669","0.547441136001628","0.61601894492171"
"Nie","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3108","0.638621536684584","0.625341582949034","0.651901490420134"
"Nie","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1181","0.852143878122881","0.833583532957089","0.870704223288673"
"Nie","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","570","0.37871967672358","0.355350047260752","0.402089306186407"
"Nie","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","836","0.599256254766176","0.573749826950316","0.624762682582036"
"Nie","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","238","0.268200030711092","0.23704966234743","0.299350399074755"
"Nie","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","43","0.427208510897877","0.337574385258264","0.516842636537489"
"Nie","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","243","0.330210322216239","0.296141501712614","0.364279142719864"
"Nie","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","490","0.547096119118961","0.514772220153061","0.579420018084862"
"Nie, sehr selten (1984)","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Seltener","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
