year,age_gr,sampreg,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,30-45 y.,West,Seldom,0.22343,960,4476,0.21123,0.23563
2007,30-45 y.,West,Never,0.29296,1344,4476,0.27962,0.30629
2007,30-45 y.,East,At least once per week,0.26959,354,1217,0.24465,0.29453
2007,30-45 y.,East,At least once per month,0.09202,104,1217,0.07577,0.10827
2007,30-45 y.,East,Seldom,0.26398,345,1217,0.23921,0.28876
2007,30-45 y.,East,Never,0.37441,414,1217,0.34720,0.40161
2007,46-65 y.,West,At least once per week,0.34676,2033,5262,0.33390,0.35962
2007,46-65 y.,West,At least once per month,0.06025,351,5262,0.05382,0.06668
2007,46-65 y.,West,Seldom,0.17576,890,5262,0.16547,0.18604
2007,46-65 y.,West,Never,0.41723,1988,5262,0.40390,0.43055
2007,46-65 y.,East,At least once per week,0.22728,436,1758,0.20769,0.24688
2007,46-65 y.,East,At least once per month,0.05681,104,1758,0.04599,0.06763
2007,46-65 y.,East,Seldom,0.21010,353,1758,0.19105,0.22914
2007,46-65 y.,East,Never,0.50581,865,1758,0.48243,0.52919
2007,66 and older,West,At least once per week,0.23410,805,3182,0.21939,0.24882
2007,66 and older,West,At least once per month,0.03059,109,3182,0.02460,0.03657
2007,66 and older,West,Seldom,0.07762,252,3182,0.06832,0.08692
2007,66 and older,West,Never,0.65769,2016,3182,0.64120,0.67418
2007,66 and older,East,At least once per week,0.21072,236,1080,0.18638,0.23505
2007,66 and older,East,Seldom,0.07778,100,1080,0.06180,0.09376
2007,66 and older,East,Never,0.68591,744,1080,0.65821,0.71361
2008,17-29 y.,West,At least once per week,0.50507,1223,2319,0.48472,0.52543
2008,17-29 y.,West,At least once per month,0.11330,258,2319,0.10040,0.12621
2008,17-29 y.,West,Seldom,0.20594,454,2319,0.18948,0.22241
2008,17-29 y.,West,Never,0.17568,384,2319,0.16019,0.19117
2008,17-29 y.,East,At least once per week,0.43980,349,818,0.40576,0.47383
2008,17-29 y.,East,At least once per month,0.12067,95,818,0.09833,0.14300
2008,17-29 y.,East,Seldom,0.21243,185,818,0.18438,0.24047
2008,17-29 y.,East,Never,0.22711,189,818,0.19838,0.25584
2008,30-45 y.,West,At least once per week,0.43422,1736,4002,0.41886,0.44958
2008,30-45 y.,West,At least once per month,0.10308,411,4002,0.09366,0.11250
2008,30-45 y.,West,Seldom,0.22534,889,4002,0.21239,0.23829
2008,30-45 y.,West,Never,0.23736,966,4002,0.22418,0.25054
2008,30-45 y.,East,At least once per week,0.34701,414,1142,0.31939,0.37463
2008,30-45 y.,East,At least once per month,0.09685,100,1142,0.07969,0.11402
2008,30-45 y.,East,Seldom,0.26730,321,1142,0.24162,0.29298
2008,30-45 y.,East,Never,0.28883,307,1142,0.26254,0.31513
2008,46-65 y.,West,At least once per week,0.39946,2191,4988,0.38587,0.41306
2008,46-65 y.,West,At least once per month,0.07061,371,4988,0.06350,0.07772
2008,46-65 y.,West,Seldom,0.19274,922,4988,0.18179,0.20369
2008,46-65 y.,West,Never,0.33719,1504,4988,0.32407,0.35031
2008,46-65 y.,East,At least once per week,0.29864,548,1675,0.27672,0.32057
2008,46-65 y.,East,At least once per month,0.05970,102,1675,0.04835,0.07105
2008,46-65 y.,East,Seldom,0.25182,415,1675,0.23102,0.27261
2008,46-65 y.,East,Never,0.38984,610,1675,0.36648,0.41320
2008,66 and older,West,At least once per week,0.29546,1013,3154,0.27954,0.31139
2008,66 and older,West,At least once per month,0.03416,107,3154,0.02782,0.04050
2008,66 and older,West,Seldom,0.10205,324,3154,0.09148,0.11261
2008,66 and older,West,Never,0.56833,1710,3154,0.55104,0.58562
2008,66 and older,East,At least once per week,0.25832,293,1112,0.23258,0.28406
2008,66 and older,East,At least once per month,0.02579,35,1112,0.01647,0.03511
2008,66 and older,East,Seldom,0.12712,135,1112,0.10753,0.14670
2008,66 and older,East,Never,0.58877,649,1112,0.55984,0.61771
2009,17-29 y.,West,At least once per week,0.49186,1046,2122,0.47059,0.51314
2009,17-29 y.,West,At least once per month,0.11721,262,2122,0.10352,0.13090
2009,17-29 y.,West,Seldom,0.22580,455,2122,0.20801,0.24359
2009,17-29 y.,West,Never,0.16513,359,2122,0.14933,0.18093
2009,17-29 y.,East,At least once per week,0.38993,272,719,0.35425,0.42561
2009,17-29 y.,East,At least once per month,0.12515,97,719,0.10095,0.14936
2009,17-29 y.,East,Seldom,0.19271,169,719,0.16386,0.22156
2009,17-29 y.,East,Never,0.29221,181,719,0.25894,0.32547
2009,30-45 y.,West,At least once per week,0.40775,1465,3592,0.39168,0.42383
2009,30-45 y.,West,At least once per month,0.11569,354,3592,0.10523,0.12616
2009,30-45 y.,West,Seldom,0.21840,770,3592,0.20488,0.23191
2009,30-45 y.,West,Never,0.25816,1003,3592,0.24384,0.27247
2009,30-45 y.,East,At least once per week,0.29340,313,1060,0.26598,0.32083
2009,30-45 y.,East,At least once per month,0.08957,101,1060,0.07237,0.10677
2009,30-45 y.,East,Seldom,0.25467,285,1060,0.22843,0.28091
2009,30-45 y.,East,Never,0.36236,361,1060,0.33341,0.39131
2009,46-65 y.,West,At least once per week,0.36959,1891,4672,0.35574,0.38343
2009,46-65 y.,West,At least once per month,0.05455,277,4672,0.04804,0.06106
2009,46-65 y.,West,Seldom,0.18439,846,4672,0.17326,0.19551
2009,46-65 y.,West,Never,0.39148,1658,4672,0.37748,0.40548
2009,46-65 y.,East,At least once per week,0.23855,427,1626,0.21782,0.25927
2009,46-65 y.,East,At least once per month,0.07036,106,1626,0.05792,0.08279
2009,46-65 y.,East,Seldom,0.21836,352,1626,0.19827,0.23845
2009,46-65 y.,East,Never,0.47273,741,1626,0.44846,0.49701
2009,66 and older,West,At least once per week,0.25717,856,3021,0.24158,0.27276
2009,66 and older,West,At least once per month,0.03395,96,3021,0.02749,0.04041
2009,66 and older,West,Seldom,0.07951,239,3021,0.06986,0.08916
2009,66 and older,West,Never,0.62937,1830,3021,0.61215,0.64660
2009,66 and older,East,At least once per week,0.21476,245,1107,0.19055,0.23896
2009,66 and older,East,At least once per month,0.02984,37,1107,0.01981,0.03987
2009,66 and older,East,Seldom,0.07848,93,1107,0.06263,0.09433
2009,66 and older,East,Never,0.67692,732,1107,0.64936,0.70449
2011,17-29 y.,West,At least once per week,0.50332,1487,3235,0.48609,0.52055
2011,17-29 y.,West,At least once per month,0.08688,291,3235,0.07717,0.09659
2011,17-29 y.,West,Seldom,0.19213,594,3235,0.17855,0.20571
2011,17-29 y.,West,Never,0.21767,863,3235,0.20345,0.23189
2011,17-29 y.,East,At least once per week,0.37158,316,931,0.34052,0.40264
2011,17-29 y.,East,At least once per month,0.09303,77,931,0.07436,0.11170
2011,17-29 y.,East,Seldom,0.25097,200,931,0.22311,0.27884
2011,17-29 y.,East,Never,0.28441,338,931,0.25542,0.31341
2011,30-45 y.,West,At least once per week,0.40567,3011,7907,0.39485,0.41649
2011,30-45 y.,West,At least once per month,0.09969,610,7907,0.09309,0.10630
2011,30-45 y.,West,Seldom,0.19546,1465,7907,0.18672,0.20421
2011,30-45 y.,West,Never,0.29917,2821,7907,0.28908,0.30926
2011,30-45 y.,East,At least once per week,0.31870,556,2005,0.29830,0.33910
2011,30-45 y.,East,At least once per month,0.08708,161,2005,0.07474,0.09943
2011,30-45 y.,East,Seldom,0.22064,430,2005,0.20249,0.23880
2011,30-45 y.,East,Never,0.37358,858,2005,0.35240,0.39476
2011,46-65 y.,West,At least once per week,0.37321,2841,7001,0.36188,0.38454
2011,46-65 y.,West,At least once per month,0.05363,395,7001,0.04835,0.05890
2011,46-65 y.,West,Seldom,0.17766,1156,7001,0.16870,0.18661
2011,46-65 y.,West,Never,0.39550,2609,7001,0.38405,0.40695
2011,46-65 y.,East,At least once per week,0.27424,594,2089,0.25511,0.29338
2011,46-65 y.,East,At least once per month,0.06458,133,2089,0.05404,0.07513
2011,46-65 y.,East,Seldom,0.17340,355,2089,0.15716,0.18964
2011,46-65 y.,East,Never,0.48777,1007,2089,0.46633,0.50921
2011,66 and older,West,At least once per week,0.28117,1218,3827,0.26692,0.29542
2011,66 and older,West,At least once per month,0.02653,106,3827,0.02144,0.03162
2011,66 and older,West,Seldom,0.07087,282,3827,0.06274,0.07900
2011,66 and older,West,Never,0.62143,2221,3827,0.60606,0.63680
2011,66 and older,East,At least once per week,0.25937,324,1263,0.23519,0.28356
2011,66 and older,East,At least once per month,0.02349,33,1263,0.01513,0.03185
2011,66 and older,East,Seldom,0.07821,101,1263,0.06340,0.09302
2011,66 and older,East,Never,0.63893,805,1263,0.61243,0.66543
2013,17-29 y.,West,At least once per week,0.64823,1717,2853,0.63070,0.66575
2013,17-29 y.,West,At least once per month,0.07851,214,2853,0.06864,0.08838
2013,17-29 y.,West,Seldom,0.12016,370,2853,0.10823,0.13210
2013,17-29 y.,West,Never,0.15310,552,2853,0.13989,0.16632
2013,17-29 y.,East,At least once per week,0.51005,324,702,0.47304,0.54706
2013,17-29 y.,East,At least once per month,0.07939,46,702,0.05938,0.09940
2013,17-29 y.,East,Seldom,0.17080,110,702,0.14294,0.19866
2013,17-29 y.,East,Never,0.23976,222,702,0.20815,0.27136
2013,30-45 y.,West,At least once per week,0.52675,2991,6283,0.51441,0.53910
2013,30-45 y.,West,At least once per month,0.06256,339,6283,0.05657,0.06854
2013,30-45 y.,West,Seldom,0.17040,1018,6283,0.16110,0.17970
2013,30-45 y.,West,Never,0.24029,1935,6283,0.22972,0.25085
2013,30-45 y.,East,At least once per week,0.44410,644,1703,0.42049,0.46770
2013,30-45 y.,East,At least once per month,0.06540,104,1703,0.05365,0.07715
2013,30-45 y.,East,Seldom,0.18780,333,1703,0.16924,0.20635
2013,30-45 y.,East,Never,0.30270,622,1703,0.28088,0.32453
2013,46-65 y.,West,At least once per week,0.49363,3511,6878,0.48181,0.50545
2013,46-65 y.,West,At least once per month,0.04945,303,6878,0.04433,0.05458
2013,46-65 y.,West,Seldom,0.15319,986,6878,0.14467,0.16170
2013,46-65 y.,West,Never,0.30373,2078,6878,0.29286,0.31460
2013,46-65 y.,East,At least once per week,0.38254,838,2070,0.36160,0.40348
2013,46-65 y.,East,At least once per month,0.04988,102,2070,0.04050,0.05926
2013,46-65 y.,East,Seldom,0.19236,348,2070,0.17538,0.20935
2013,46-65 y.,East,Never,0.37522,782,2070,0.35436,0.39608
2013,66 and older,West,At least once per week,0.40875,1599,3685,0.39288,0.42463
2013,66 and older,West,At least once per month,0.03263,112,3685,0.02689,0.03837
2013,66 and older,West,Seldom,0.09101,346,3685,0.08172,0.10030
2013,66 and older,West,Never,0.46760,1628,3685,0.45149,0.48372
2013,66 and older,East,At least once per week,0.33189,430,1182,0.30503,0.35875
2013,66 and older,East,Seldom,0.13872,143,1182,0.11900,0.15843
2013,66 and older,East,Never,0.50714,609,1182,0.47863,0.53566
2015,17-29 y.,West,At least once per week,0.59343,2064,3745,0.57769,0.60916
2015,17-29 y.,West,At least once per month,0.08218,259,3745,0.07338,0.09098
2015,17-29 y.,West,Seldom,0.13802,531,3745,0.12697,0.14907
2015,17-29 y.,West,Never,0.18638,891,3745,0.17390,0.19885
2015,17-29 y.,East,At least once per week,0.50316,311,703,0.46617,0.54015
2015,17-29 y.,East,At least once per month,0.07712,55,703,0.05738,0.09685
2015,17-29 y.,East,Seldom,0.15219,103,703,0.12561,0.17876
2015,17-29 y.,East,Never,0.26754,234,703,0.23479,0.30029
2015,30-45 y.,West,At least once per week,0.44683,2731,6734,0.43495,0.45870
2015,30-45 y.,West,At least once per month,0.07419,400,6734,0.06793,0.08045
2015,30-45 y.,West,Seldom,0.16366,1096,6734,0.15482,0.17249
2015,30-45 y.,West,Never,0.31532,2507,6734,0.30422,0.32642
2015,30-45 y.,East,At least once per week,0.38882,529,1529,0.36437,0.41326
2015,30-45 y.,East,At least once per month,0.07781,121,1529,0.06438,0.09124
2015,30-45 y.,East,Seldom,0.17035,243,1529,0.15150,0.18920
2015,30-45 y.,East,Never,0.36302,636,1529,0.33891,0.38713
2015,46-65 y.,West,At least once per week,0.44283,3175,7175,0.43134,0.45433
2015,46-65 y.,West,At least once per month,0.05209,373,7175,0.04695,0.05724
2015,46-65 y.,West,Seldom,0.14802,1008,7175,0.13980,0.15624
2015,46-65 y.,West,Never,0.35706,2619,7175,0.34597,0.36814
2015,46-65 y.,East,At least once per week,0.31810,649,1939,0.29737,0.33884
2015,46-65 y.,East,At least once per month,0.05732,106,1939,0.04697,0.06767
2015,46-65 y.,East,Seldom,0.14820,277,1939,0.13238,0.16402
2015,46-65 y.,East,Never,0.47638,907,1939,0.45414,0.49861
2015,66 and older,West,At least once per week,0.37027,1426,3654,0.35461,0.38593
2015,66 and older,West,At least once per month,0.02560,94,3654,0.02048,0.03073
2015,66 and older,West,Seldom,0.08225,299,3654,0.07334,0.09115
2015,66 and older,West,Never,0.52188,1835,3654,0.50568,0.53808
2015,66 and older,East,At least once per week,0.26521,347,1211,0.24034,0.29009
2015,66 and older,East,At least once per month,0.02700,31,1211,0.01787,0.03613
2015,66 and older,East,Seldom,0.09622,116,1211,0.07960,0.11284
2015,66 and older,East,Never,0.61157,717,1211,0.58410,0.63903
2017,17-29 y.,West,At least once per week,0.58907,2565,4846,0.57521,0.60292
2017,17-29 y.,West,At least once per month,0.06614,323,4846,0.05914,0.07314
2017,17-29 y.,West,Seldom,0.13746,671,4846,0.12777,0.14716
2017,17-29 y.,West,Never,0.20733,1287,4846,0.19592,0.21875
2017,17-29 y.,East,At least once per week,0.50263,437,953,0.47087,0.53439
2017,17-29 y.,East,At least once per month,0.07932,65,953,0.06216,0.09649
2017,17-29 y.,East,Seldom,0.14152,143,953,0.11938,0.16367
2017,17-29 y.,East,Never,0.27652,308,953,0.24811,0.30494
2017,30-45 y.,West,At least once per week,0.48120,2962,7372,0.46979,0.49261
2017,30-45 y.,West,At least once per month,0.07217,440,7372,0.06627,0.07808
2017,30-45 y.,West,Seldom,0.14665,1067,7372,0.13857,0.15472
2017,30-45 y.,West,Never,0.29998,2903,7372,0.28952,0.31044
2017,30-45 y.,East,At least once per week,0.42096,626,1745,0.39778,0.44413
2017,30-45 y.,East,At least once per month,0.08760,105,1745,0.07433,0.10087
2017,30-45 y.,East,Seldom,0.16824,278,1745,0.15068,0.18580
2017,30-45 y.,East,Never,0.32320,736,1745,0.30125,0.34515
2017,46-65 y.,West,At least once per week,0.46633,3752,8300,0.45560,0.47706
2017,46-65 y.,West,At least once per month,0.04464,372,8300,0.04019,0.04908
2017,46-65 y.,West,Seldom,0.14201,1147,8300,0.13450,0.14952
2017,46-65 y.,West,Never,0.34703,3029,8300,0.33679,0.35727
2017,46-65 y.,East,At least once per week,0.33807,772,2249,0.31851,0.35763
2017,46-65 y.,East,At least once per month,0.04619,113,2249,0.03751,0.05487
2017,46-65 y.,East,Seldom,0.15531,336,2249,0.14033,0.17028
2017,46-65 y.,East,Never,0.46043,1028,2249,0.43983,0.48104
2017,66 and older,West,At least once per week,0.39023,1565,3750,0.37462,0.40585
2017,66 and older,West,At least once per month,0.03030,115,3750,0.02481,0.03579
2017,66 and older,West,Seldom,0.08592,330,3750,0.07695,0.09489
2017,66 and older,West,Never,0.49355,1740,3750,0.47754,0.50955
2017,66 and older,East,At least once per week,0.32725,422,1179,0.30045,0.35404
2017,66 and older,East,Seldom,0.09057,109,1179,0.07418,0.10696
2017,66 and older,East,Never,0.56310,648,1179,0.53477,0.59142
2019,17-29 y.,West,At least once per week,0.65372,2404,3972,0.63893,0.66852
2019,17-29 y.,West,At least once per month,0.06768,263,3972,0.05987,0.07550
2019,17-29 y.,West,Seldom,0.10922,460,3972,0.09952,0.11892
2019,17-29 y.,West,Never,0.16937,845,3972,0.15770,0.18104
2019,17-29 y.,East,At least once per week,0.58754,401,765,0.55263,0.62244
2019,17-29 y.,East,At least once per month,0.09384,69,765,0.07316,0.11452
2019,17-29 y.,East,Seldom,0.12961,117,765,0.10579,0.15342
2019,17-29 y.,East,Never,0.18902,178,765,0.16125,0.21678
2019,30-45 y.,West,At least once per week,0.55352,3078,6260,0.54120,0.56583
2019,30-45 y.,West,At least once per month,0.05976,351,6260,0.05389,0.06564
2019,30-45 y.,West,Seldom,0.15726,959,6260,0.14824,0.16628
2019,30-45 y.,West,Never,0.22946,1872,6260,0.21904,0.23988
2019,30-45 y.,East,At least once per week,0.50208,671,1559,0.47726,0.52691
2019,30-45 y.,East,At least once per month,0.07973,95,1559,0.06628,0.09318
2019,30-45 y.,East,Seldom,0.16454,265,1559,0.14613,0.18295
2019,30-45 y.,East,Never,0.25365,528,1559,0.23204,0.27525
2019,46-65 y.,West,At least once per week,0.55865,4937,8612,0.54816,0.56914
2019,46-65 y.,West,At least once per month,0.03763,306,8612,0.03361,0.04165
2019,46-65 y.,West,Seldom,0.12760,1051,8612,0.12055,0.13464
2019,46-65 y.,West,Never,0.27612,2318,8612,0.26668,0.28557
2019,46-65 y.,East,At least once per week,0.48840,1147,2341,0.46815,0.50865
2019,46-65 y.,East,At least once per month,0.04022,102,2341,0.03226,0.04818
2019,46-65 y.,East,Seldom,0.17336,364,2341,0.15803,0.18870
2019,46-65 y.,East,Never,0.29801,728,2341,0.27948,0.31655
2019,66 and older,West,At least once per week,0.47785,2008,3873,0.46212,0.49358
2019,66 and older,West,At least once per month,0.02510,99,3873,0.02017,0.03002
2019,66 and older,West,Seldom,0.10880,390,3873,0.09899,0.11861
2019,66 and older,West,Never,0.38825,1376,3873,0.37290,0.40360
2019,66 and older,East,At least once per week,0.38426,569,1293,0.35774,0.41079
2019,66 and older,East,At least once per month,0.04568,49,1293,0.03429,0.05706
2019,66 and older,East,Seldom,0.12805,158,1293,0.10983,0.14627
2019,66 and older,East,Never,0.44201,517,1293,0.41493,0.46909
2021,17-29 y.,West,At least once per week,0.66892,1530,2279,0.64960,0.68825
2021,17-29 y.,West,At least once per month,0.11350,252,2279,0.10047,0.12652
2021,17-29 y.,West,Seldom,0.12278,278,2279,0.10930,0.13625
2021,17-29 y.,West,Never,0.09480,219,2279,0.08277,0.10683
2021,17-29 y.,East,At least once per week,0.63646,252,425,0.59068,0.68225
2021,17-29 y.,East,At least once per month,0.13716,60,425,0.10442,0.16991
2021,17-29 y.,East,Seldom,0.12226,58,425,0.09108,0.15344
2021,17-29 y.,East,Never,0.10412,55,425,0.07505,0.13319
2021,30-45 y.,West,At least once per week,0.59596,1819,3233,0.57904,0.61288
2021,30-45 y.,West,At least once per month,0.10235,345,3233,0.09190,0.11280
2021,30-45 y.,West,Seldom,0.16249,535,3233,0.14977,0.17521
2021,30-45 y.,West,Never,0.13919,534,3233,0.12726,0.15113
2021,30-45 y.,East,At least once per week,0.48876,461,912,0.45630,0.52122
2021,30-45 y.,East,At least once per month,0.16065,105,912,0.13680,0.18449
2021,30-45 y.,East,Seldom,0.19117,163,912,0.16564,0.21671
2021,30-45 y.,East,Never,0.15942,183,912,0.13565,0.18319
2021,46-65 y.,West,At least once per week,0.54890,3227,5368,0.53559,0.56221
2021,46-65 y.,West,At least once per month,0.09589,426,5368,0.08802,0.10377
2021,46-65 y.,West,Seldom,0.14926,704,5368,0.13973,0.15880
2021,46-65 y.,West,Never,0.20594,1011,5368,0.19512,0.21676
2021,46-65 y.,East,At least once per week,0.49181,748,1428,0.46587,0.51775
2021,46-65 y.,East,At least once per month,0.08001,113,1428,0.06593,0.09408
2021,46-65 y.,East,Seldom,0.16561,235,1428,0.14632,0.18490
2021,46-65 y.,East,Never,0.26257,332,1428,0.23974,0.28541
2021,66 and older,West,At least once per week,0.50113,1431,2690,0.48223,0.52003
2021,66 and older,West,At least once per month,0.02946,107,2690,0.02307,0.03585
2021,66 and older,West,Seldom,0.13119,332,2690,0.11843,0.14396
2021,66 and older,West,Never,0.33822,820,2690,0.32034,0.35610
2021,66 and older,East,At least once per week,0.44194,402,854,0.40861,0.47526
2021,66 and older,East,At least once per month,0.03581,32,854,0.02334,0.04828
2021,66 and older,East,Seldom,0.14558,125,854,0.12191,0.16924
2021,66 and older,East,Never,0.37668,295,854,0.34416,0.40920
