"pli0092_h","year","bildungsniveau","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Woche","1999","(Fach-)Abitur","397","0.376920685630479","0.348577095067186","0.405264276193771"
"Min 1x pro Woche","1999","AkademikerIn","659","0.374829264094087","0.353282837609273","0.396375690578902"
"Min 1x pro Monat","1999","(noch) kein Abschluss","42","0.0547400356844469","0.0388375509207431","0.0706425204481506"
"Min 1x pro Monat","1999","Hauptschule","317","0.0488322726587571","0.0433566295047063","0.0543079158128079"
"Min 1x pro Monat","1999","Realschule","252","0.0780449158086037","0.0689776483472942","0.0871121832699132"
"Min 1x pro Monat","1999","(Fach-)Abitur","114","0.0887985659478212","0.0721618199416837","0.105435311953959"
"Min 1x pro Monat","1999","AkademikerIn","158","0.0769765504507166","0.0651121778760524","0.0888409230253808"
"Seltener","1999","(noch) kein Abschluss","126","0.165902650132404","0.139896752396351","0.191908547868457"
"Seltener","1999","Hauptschule","981","0.153743086313511","0.144578728693142","0.16290744393388"
"Seltener","1999","Realschule","847","0.236391120641292","0.222029604155088","0.250752637127495"
"Seltener","1999","(Fach-)Abitur","293","0.244461281916875","0.219325545255192","0.269597018578558"
"Seltener","1999","AkademikerIn","437","0.203770889602187","0.185842169675254","0.22169960952912"
"Nie","1999","(noch) kein Abschluss","414","0.462565821575862","0.427709124743031","0.497422518408693"
"Nie","1999","Hauptschule","3711","0.629939377606168","0.617672361602689","0.642206393609647"
"Nie","1999","Realschule","1290","0.37345813867975","0.357107103719243","0.389809173640256"
"Nie","1999","(Fach-)Abitur","319","0.289819466504825","0.263285243724068","0.316353689285582"
"Nie","1999","AkademikerIn","685","0.344423295853009","0.323272963222581","0.365573628483437"
"Taeglich","2000","(noch) kein Abschluss","","","",""
"Taeglich","2000","Hauptschule","","","",""
"Taeglich","2000","Realschule","","","",""
"Taeglich","2000","(Fach-)Abitur","","","",""
"Taeglich","2000","AkademikerIn","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2000","Hauptschule","","","",""
"Min 1x pro Woche","2000","Realschule","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2000","AkademikerIn","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2000","Hauptschule","","","",""
"Min 1x pro Monat","2000","Realschule","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2000","AkademikerIn","","","",""
"Seltener","2000","(noch) kein Abschluss","","","",""
"Seltener","2000","Hauptschule","","","",""
"Seltener","2000","Realschule","","","",""
"Seltener","2000","(Fach-)Abitur","","","",""
"Seltener","2000","AkademikerIn","","","",""
"Nie","2000","(noch) kein Abschluss","","","",""
"Nie","2000","Hauptschule","","","",""
"Nie","2000","Realschule","","","",""
"Nie","2000","(Fach-)Abitur","","","",""
"Nie","2000","AkademikerIn","","","",""
"Taeglich","2001","(noch) kein Abschluss","","","",""
"Taeglich","2001","Hauptschule","","","",""
"Taeglich","2001","Realschule","","","",""
"Taeglich","2001","(Fach-)Abitur","","","",""
"Taeglich","2001","AkademikerIn","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","337","0.390402386563086","0.357835794127249","0.422968978998922"
"Min 1x pro Woche","2001","Hauptschule","1611","0.175623450749057","0.167885647596636","0.183361253901478"
"Min 1x pro Woche","2001","Realschule","1700","0.312343178792461","0.300346555803286","0.324339801781636"
"Min 1x pro Woche","2001","(Fach-)Abitur","824","0.373644395662305","0.353470491506498","0.393818299818111"
"Min 1x pro Woche","2001","AkademikerIn","1357","0.391510024525605","0.375397385131201","0.407622663920009"
"Min 1x pro Monat","2001","(noch) kein Abschluss","50","0.0586960597881103","0.0430045811241255","0.0743875384520951"
"Min 1x pro Monat","2001","Hauptschule","406","0.0421642593491924","0.0380774783390201","0.0462510403593647"
"Min 1x pro Monat","2001","Realschule","412","0.0758119754329078","0.068960151492825","0.0826637993729907"
"Min 1x pro Monat","2001","(Fach-)Abitur","214","0.0917178977499612","0.0796817459281403","0.103754049571782"
"Min 1x pro Monat","2001","AkademikerIn","277","0.0783789626330335","0.0695064939368186","0.0872514313292484"
"Seltener","2001","(noch) kein Abschluss","110","0.120621112449832","0.0988793803437077","0.142362844555956"
"Seltener","2001","Hauptschule","1171","0.12317117587501","0.116488112764508","0.129854238985512"
"Seltener","2001","Realschule","1248","0.201051040378577","0.19067647766527","0.211425603091885"
"Seltener","2001","(Fach-)Abitur","445","0.196593576998931","0.180020523008825","0.213166630989038"
"Seltener","2001","AkademikerIn","673","0.182335250458202","0.169588734708278","0.195081766208127"
"Nie","2001","(noch) kein Abschluss","365","0.430280441198972","0.397228206695383","0.463332675702561"
"Nie","2001","Hauptschule","6101","0.65904111402674","0.649401250831199","0.668680977222282"
"Nie","2001","Realschule","2373","0.410793805396054","0.398058694966582","0.423528915825526"
"Nie","2001","(Fach-)Abitur","726","0.338044129588803","0.318317565340465","0.35777069383714"
"Nie","2001","AkademikerIn","1218","0.347775762383159","0.332053441601333","0.363498083164985"
"Taeglich","2002","(noch) kein Abschluss","","","",""
"Taeglich","2002","Hauptschule","","","",""
"Taeglich","2002","Realschule","","","",""
"Taeglich","2002","(Fach-)Abitur","","","",""
"Taeglich","2002","AkademikerIn","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2002","Hauptschule","","","",""
"Min 1x pro Woche","2002","Realschule","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2002","AkademikerIn","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2002","Hauptschule","","","",""
"Min 1x pro Monat","2002","Realschule","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2002","AkademikerIn","","","",""
"Seltener","2002","(noch) kein Abschluss","","","",""
"Seltener","2002","Hauptschule","","","",""
"Seltener","2002","Realschule","","","",""
"Seltener","2002","(Fach-)Abitur","","","",""
"Seltener","2002","AkademikerIn","","","",""
"Nie","2002","(noch) kein Abschluss","","","",""
"Nie","2002","Hauptschule","","","",""
"Nie","2002","Realschule","","","",""
"Nie","2002","(Fach-)Abitur","","","",""
"Nie","2002","AkademikerIn","","","",""
"Taeglich","2003","(noch) kein Abschluss","119","0.114236905881026","0.0933384069112817","0.135135404850771"
"Taeglich","2003","Hauptschule","333","0.0406535571383945","0.0364303200915381","0.0448767941852509"
"Taeglich","2003","Realschule","372","0.0626875393023367","0.0564232550121087","0.0689518235925648"
"Taeglich","2003","(Fach-)Abitur","233","0.0941424320146701","0.0824518336824204","0.10583303034692"
"Taeglich","2003","AkademikerIn","396","0.0888493158162763","0.0803755560803326","0.0973230755522199"
"Min 1x pro Woche","2003","(noch) kein Abschluss","342","0.355504621384777","0.324057158238364","0.386952084531189"
"Min 1x pro Woche","2003","Hauptschule","1496","0.175484933270759","0.167350493207838","0.183619373333681"
"Min 1x pro Woche","2003","Realschule","1779","0.314956055703964","0.302952142414699","0.326959968993229"
"Min 1x pro Woche","2003","(Fach-)Abitur","934","0.368195431520998","0.348887104189668","0.387503758852328"
"Min 1x pro Woche","2003","AkademikerIn","1721","0.376820997816997","0.36238895021941","0.391253045414584"
"Min 1x pro Monat","2003","(noch) kein Abschluss","42","0.0393490941482813","0.0265757899384896","0.0521223983580731"
"Min 1x pro Monat","2003","Hauptschule","467","0.0542431116820226","0.0493994867937563","0.0590867365702888"
"Min 1x pro Monat","2003","Realschule","528","0.0897702416755036","0.0823830330473149","0.0971574503036924"
"Min 1x pro Monat","2003","(Fach-)Abitur","230","0.0961604221679943","0.0843583590772185","0.10796248525877"
"Min 1x pro Monat","2003","AkademikerIn","432","0.101715583455708","0.0927132586304263","0.11071790828099"
"Seltener","2003","(noch) kein Abschluss","91","0.103964312348496","0.0839123036654199","0.124016321031571"
"Seltener","2003","Hauptschule","1378","0.161245172758546","0.153380705200148","0.169109640316944"
"Seltener","2003","Realschule","1417","0.244667981540297","0.23355843917854","0.255777523902054"
"Seltener","2003","(Fach-)Abitur","470","0.195050072905482","0.179187575459263","0.210912570351702"
"Seltener","2003","AkademikerIn","858","0.194381152335375","0.182595710077589","0.206166594593161"
"Nie","2003","(noch) kein Abschluss","296","0.38694506623742","0.354946726848067","0.418943405626773"
"Nie","2003","Hauptschule","4726","0.568373225150278","0.557781189298186","0.578965261002369"
"Nie","2003","Realschule","1656","0.287918181777898","0.276216773133393","0.299619590422404"
"Nie","2003","(Fach-)Abitur","530","0.246451641390855","0.229199798455874","0.263703484325836"
"Nie","2003","AkademikerIn","924","0.238232950575643","0.225545744165459","0.250920156985827"
"Taeglich","2004","(noch) kein Abschluss","","","",""
"Taeglich","2004","Hauptschule","","","",""
"Taeglich","2004","Realschule","","","",""
"Taeglich","2004","(Fach-)Abitur","","","",""
"Taeglich","2004","AkademikerIn","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2004","Hauptschule","","","",""
"Min 1x pro Woche","2004","Realschule","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2004","AkademikerIn","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2004","Hauptschule","","","",""
"Min 1x pro Monat","2004","Realschule","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2004","AkademikerIn","","","",""
"Seltener","2004","(noch) kein Abschluss","","","",""
"Seltener","2004","Hauptschule","","","",""
"Seltener","2004","Realschule","","","",""
"Seltener","2004","(Fach-)Abitur","","","",""
"Seltener","2004","AkademikerIn","","","",""
"Nie","2004","(noch) kein Abschluss","","","",""
"Nie","2004","Hauptschule","","","",""
"Nie","2004","Realschule","","","",""
"Nie","2004","(Fach-)Abitur","","","",""
"Nie","2004","AkademikerIn","","","",""
"Taeglich","2005","(noch) kein Abschluss","","","",""
"Taeglich","2005","Hauptschule","","","",""
"Taeglich","2005","Realschule","","","",""
"Taeglich","2005","(Fach-)Abitur","","","",""
"Taeglich","2005","AkademikerIn","","","",""
"Min 1x pro Woche","2005","(noch) kein Abschluss","437","0.426815537200274","0.394519219354637","0.459111855045912"
"Min 1x pro Woche","2005","Hauptschule","1537","0.202778918574159","0.193689698803739","0.211868138344579"
"Min 1x pro Woche","2005","Realschule","1804","0.336127450092314","0.323463517724249","0.34879138246038"
"Min 1x pro Woche","2005","(Fach-)Abitur","989","0.401660478082996","0.381546699433084","0.421774256732908"
"Min 1x pro Woche","2005","AkademikerIn","1853","0.427929830440563","0.412867340998696","0.44299231988243"
"Min 1x pro Monat","2005","(noch) kein Abschluss","64","0.0627679887582251","0.0469307903057361","0.0786051872107142"
"Min 1x pro Monat","2005","Hauptschule","417","0.0569400067470439","0.0517015394891366","0.0621784740049513"
"Min 1x pro Monat","2005","Realschule","439","0.0847013891210616","0.0772368859937113","0.0921658922484119"
"Min 1x pro Monat","2005","(Fach-)Abitur","257","0.120158702166334","0.106818265146134","0.133499139186533"
"Min 1x pro Monat","2005","AkademikerIn","400","0.103148077506338","0.0938888071660946","0.112407347846581"
"Seltener","2005","(noch) kein Abschluss","123","0.1480096243589","0.12482243983422","0.17119680888358"
"Seltener","2005","Hauptschule","1125","0.150327099622773","0.142247862800013","0.158406336445532"
"Seltener","2005","Realschule","1255","0.225833865950145","0.214624375911618","0.237043355988672"
"Seltener","2005","(Fach-)Abitur","478","0.209568218946917","0.192869422183269","0.226267015710565"
"Seltener","2005","AkademikerIn","805","0.1921769271375","0.180182084006733","0.204171770268268"
"Nie","2005","(noch) kein Abschluss","277","0.362406849682601","0.331019422682217","0.393794276682985"
"Nie","2005","Hauptschule","4438","0.589953975056025","0.578835347447923","0.601072602664127"
"Nie","2005","Realschule","1847","0.353337294836479","0.340522611362443","0.366151978310515"
"Nie","2005","(Fach-)Abitur","558","0.268612600803753","0.250427019042706","0.2867981825648"
"Nie","2005","AkademikerIn","1087","0.276745164915599","0.263125340229693","0.290364989601504"
"Taeglich","2006","(noch) kein Abschluss","","","",""
"Taeglich","2006","Hauptschule","","","",""
"Taeglich","2006","Realschule","","","",""
"Taeglich","2006","(Fach-)Abitur","","","",""
"Taeglich","2006","AkademikerIn","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2006","Hauptschule","","","",""
"Min 1x pro Woche","2006","Realschule","","","",""
"Min 1x pro Woche","2006","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2006","AkademikerIn","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2006","Hauptschule","","","",""
"Min 1x pro Monat","2006","Realschule","","","",""
"Min 1x pro Monat","2006","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2006","AkademikerIn","","","",""
"Seltener","2006","(noch) kein Abschluss","","","",""
"Seltener","2006","Hauptschule","","","",""
"Seltener","2006","Realschule","","","",""
"Seltener","2006","(Fach-)Abitur","","","",""
"Seltener","2006","AkademikerIn","","","",""
"Nie","2006","(noch) kein Abschluss","","","",""
"Nie","2006","Hauptschule","","","",""
"Nie","2006","Realschule","","","",""
"Nie","2006","(Fach-)Abitur","","","",""
"Nie","2006","AkademikerIn","","","",""
"Taeglich","2007","(noch) kein Abschluss","","","",""
"Taeglich","2007","Hauptschule","","","",""
"Taeglich","2007","Realschule","","","",""
"Taeglich","2007","(Fach-)Abitur","","","",""
"Taeglich","2007","AkademikerIn","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","251","0.374524759507651","0.33422165163558","0.414827867379721"
"Min 1x pro Woche","2007","Hauptschule","1587","0.216692949551151","0.207230334736314","0.226155564365987"
"Min 1x pro Woche","2007","Realschule","1956","0.362994031145735","0.350138786396819","0.37584927589465"
"Min 1x pro Woche","2007","(Fach-)Abitur","1054","0.428743749255487","0.408743112812359","0.448744385698615"
"Min 1x pro Woche","2007","AkademikerIn","2098","0.481607364314762","0.466792988977184","0.496421739652339"
"Min 1x pro Monat","2007","(noch) kein Abschluss","38","0.0533502208661676","0.0346366792010906","0.0720637625312445"
"Min 1x pro Monat","2007","Hauptschule","381","0.0514257355902048","0.0463529246260779","0.0564985465543316"
"Min 1x pro Monat","2007","Realschule","400","0.0791118489033655","0.0718960725121663","0.0863276252945647"
"Min 1x pro Monat","2007","(Fach-)Abitur","228","0.0975336892133638","0.085543604335626","0.109523774091102"
"Min 1x pro Monat","2007","AkademikerIn","400","0.0874919399915617","0.0791145303869304","0.095869349596193"
"Seltener","2007","(noch) kein Abschluss","60","0.107894674520172","0.0820601020303166","0.133729247010027"
"Seltener","2007","Hauptschule","1068","0.149963613452251","0.141763224343351","0.158164002561151"
"Seltener","2007","Realschule","1104","0.203070386617971","0.192315839239432","0.21382493399651"
"Seltener","2007","(Fach-)Abitur","478","0.215336163312665","0.198723864418448","0.231948462206883"
"Seltener","2007","AkademikerIn","815","0.185384089570069","0.17386229717014","0.196905881969998"
"Nie","2007","(noch) kein Abschluss","205","0.46423034510601","0.422701579017118","0.505759111194901"
"Nie","2007","Hauptschule","4246","0.581917701406394","0.570588887890922","0.593246514921865"
"Nie","2007","Realschule","1915","0.354823733332929","0.342032736870242","0.367614729795616"
"Nie","2007","(Fach-)Abitur","592","0.258386398218484","0.240695369005764","0.276077427431203"
"Nie","2007","AkademikerIn","1057","0.245516606123607","0.23275596040484","0.258277251842375"
"Taeglich","2008","(noch) kein Abschluss","66","0.129494518087606","0.101202696836243","0.15778633933897"
"Taeglich","2008","Hauptschule","382","0.0557002723276935","0.0502339643170649","0.0611665803383221"
"Taeglich","2008","Realschule","375","0.0761514809590538","0.0688698220010878","0.0834331399170198"
"Taeglich","2008","(Fach-)Abitur","224","0.0948588794898901","0.0824960034793541","0.107221755500426"
"Taeglich","2008","AkademikerIn","424","0.0963247963671464","0.0873817961797883","0.105267796554504"
"Min 1x pro Woche","2008","(noch) kein Abschluss","210","0.312089014075945","0.27304496754545","0.35113306060644"
"Min 1x pro Woche","2008","Hauptschule","1421","0.208656714976539","0.198971502531532","0.218341927421545"
"Min 1x pro Woche","2008","Realschule","1740","0.343773591689245","0.330734303566743","0.356812879811747"
"Min 1x pro Woche","2008","(Fach-)Abitur","875","0.3878666884348","0.367308415906896","0.408424960962704"
"Min 1x pro Woche","2008","AkademikerIn","1848","0.449038344659363","0.433961501786109","0.464115187532616"
"Min 1x pro Monat","2008","(noch) kein Abschluss","36","0.0568898617974587","0.0373712869427049","0.0764084366522125"
"Min 1x pro Monat","2008","Hauptschule","400","0.062101676639926","0.0563493962085944","0.0678539570712575"
"Min 1x pro Monat","2008","Realschule","405","0.081998811847183","0.0744667101413635","0.0895309135530025"
"Min 1x pro Monat","2008","(Fach-)Abitur","189","0.083615113398365","0.0719361654889393","0.0952940613077907"
"Min 1x pro Monat","2008","AkademikerIn","405","0.100799247417627","0.0916735727313203","0.109924922103935"
"Seltener","2008","(noch) kein Abschluss","68","0.111594616949404","0.0850622086408744","0.138127025257933"
"Seltener","2008","Hauptschule","1113","0.172948805855694","0.163934433609399","0.18196317810199"
"Seltener","2008","Realschule","1172","0.227120028598186","0.21561799801983","0.238622059176542"
"Seltener","2008","(Fach-)Abitur","411","0.200447910846782","0.183557254765197","0.217338566928368"
"Seltener","2008","AkademikerIn","779","0.175139853115389","0.16361884033473","0.186660865896047"
"Nie","2008","(noch) kein Abschluss","161","0.389931989089586","0.348832822280029","0.431031155899144"
"Nie","2008","Hauptschule","3446","0.500592530200148","0.488675166126257","0.512509894274039"
"Nie","2008","Realschule","1405","0.270956086906333","0.258754478740875","0.28315769507179"
"Nie","2008","(Fach-)Abitur","459","0.233211407830162","0.21536975486546","0.251053060794865"
"Nie","2008","AkademikerIn","725","0.178697758440475","0.167085436607078","0.190310080273872"
"Taeglich","2009","(noch) kein Abschluss","","","",""
"Taeglich","2009","Hauptschule","","","",""
"Taeglich","2009","Realschule","","","",""
"Taeglich","2009","(Fach-)Abitur","","","",""
"Taeglich","2009","AkademikerIn","","","",""
"Min 1x pro Woche","2009","(noch) kein Abschluss","226","0.427614400948332","0.383355769266219","0.471873032630445"
"Min 1x pro Woche","2009","Hauptschule","1413","0.234999486065284","0.224425868217661","0.245573103912906"
"Min 1x pro Woche","2009","Realschule","1719","0.367277284246565","0.353608535333378","0.380946033159753"
"Min 1x pro Woche","2009","(Fach-)Abitur","920","0.447645505306016","0.425852899989123","0.469438110622909"
"Min 1x pro Woche","2009","AkademikerIn","2053","0.511498823549407","0.496038934759377","0.526958712339437"
"Min 1x pro Monat","2009","(noch) kein Abschluss","33","0.0801615380742296","0.0558693700923617","0.104453706056097"
"Min 1x pro Monat","2009","Hauptschule","314","0.0551466072592854","0.0494541352578868","0.060839079260684"
"Min 1x pro Monat","2009","Realschule","351","0.0772653157890354","0.0696942724369619","0.0848363591411088"
"Min 1x pro Monat","2009","(Fach-)Abitur","221","0.109623092390611","0.0959309608859199","0.123315223895302"
"Min 1x pro Monat","2009","AkademikerIn","357","0.0976063705351657","0.0884275192972332","0.106785221773098"
"Seltener","2009","(noch) kein Abschluss","76","0.145441510562328","0.113902899960558","0.176980121164097"
"Seltener","2009","Hauptschule","936","0.154677810984018","0.145660346645497","0.163695275322539"
"Seltener","2009","Realschule","1008","0.210354219224011","0.198797972866666","0.221910465581356"
"Seltener","2009","(Fach-)Abitur","396","0.198622919747769","0.181137895751339","0.2161079437442"
"Seltener","2009","AkademikerIn","678","0.164072376860846","0.152618478839364","0.175526274882328"
"Nie","2009","(noch) kein Abschluss","145","0.346782550415111","0.30420457770206","0.389360523128162"
"Nie","2009","Hauptschule","3514","0.555176095691413","0.542783316024821","0.567568875358006"
"Nie","2009","Realschule","1700","0.345103180740388","0.331623303413696","0.358583058067079"
"Nie","2009","(Fach-)Abitur","463","0.244108482555604","0.225282646835738","0.262934318275469"
"Nie","2009","AkademikerIn","928","0.226822429054582","0.213870517769763","0.239774340339401"
"Taeglich","2010","(noch) kein Abschluss","","","",""
"Taeglich","2010","Hauptschule","","","",""
"Taeglich","2010","Realschule","","","",""
"Taeglich","2010","(Fach-)Abitur","","","",""
"Taeglich","2010","AkademikerIn","","","",""
"Min 1x pro Woche","2010","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2010","Hauptschule","","","",""
"Min 1x pro Woche","2010","Realschule","","","",""
"Min 1x pro Woche","2010","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2010","AkademikerIn","","","",""
"Min 1x pro Monat","2010","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2010","Hauptschule","","","",""
"Min 1x pro Monat","2010","Realschule","","","",""
"Min 1x pro Monat","2010","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2010","AkademikerIn","","","",""
"Seltener","2010","(noch) kein Abschluss","","","",""
"Seltener","2010","Hauptschule","","","",""
"Seltener","2010","Realschule","","","",""
"Seltener","2010","(Fach-)Abitur","","","",""
"Seltener","2010","AkademikerIn","","","",""
"Nie","2010","(noch) kein Abschluss","","","",""
"Nie","2010","Hauptschule","","","",""
"Nie","2010","Realschule","","","",""
"Nie","2010","(Fach-)Abitur","","","",""
"Nie","2010","AkademikerIn","","","",""
"Taeglich","2011","(noch) kein Abschluss","","","",""
"Taeglich","2011","Hauptschule","","","",""
"Taeglich","2011","Realschule","","","",""
"Taeglich","2011","(Fach-)Abitur","","","",""
"Taeglich","2011","AkademikerIn","","","",""
"Min 1x pro Woche","2011","(noch) kein Abschluss","379","0.382320770680888","0.350501550527834","0.414139990833942"
"Min 1x pro Woche","2011","Hauptschule","2094","0.235683978728699","0.226853385275194","0.244514572182204"
"Min 1x pro Woche","2011","Realschule","2765","0.366693240251391","0.356066671429655","0.377319809073128"
"Min 1x pro Woche","2011","(Fach-)Abitur","1607","0.468145958748924","0.451900167530063","0.484391749967784"
"Min 1x pro Woche","2011","AkademikerIn","3240","0.537308867323718","0.524892772295986","0.54972496235145"
"Min 1x pro Monat","2011","(noch) kein Abschluss","42","0.0382749950234515","0.0257124650318595","0.0508375250150435"
"Min 1x pro Monat","2011","Hauptschule","348","0.0398897237042421","0.0358179892028124","0.0439614582056717"
"Min 1x pro Monat","2011","Realschule","532","0.0687474868980652","0.0631679688373975","0.0743270049587328"
"Min 1x pro Monat","2011","(Fach-)Abitur","303","0.0955583225354487","0.0859868548242466","0.105129790246651"
"Min 1x pro Monat","2011","AkademikerIn","515","0.0867890762257009","0.0797786323384439","0.0937995201129579"
"Seltener","2011","(noch) kein Abschluss","91","0.113082075449516","0.0923457076377804","0.133818443261251"
"Seltener","2011","Hauptschule","1189","0.136833382385799","0.129682959488681","0.143983805282918"
"Seltener","2011","Realschule","1507","0.20315693678906","0.194284625486742","0.212029248091377"
"Seltener","2011","(Fach-)Abitur","631","0.166522518948505","0.154393172032507","0.178651865864503"
"Seltener","2011","AkademikerIn","1007","0.149251200450154","0.140377862454747","0.158124538445561"
"Nie","2011","(noch) kein Abschluss","384","0.466322158846145","0.433657607454897","0.498986710237392"
"Nie","2011","Hauptschule","5243","0.58759291518126","0.577350798646353","0.597835031716166"
"Nie","2011","Realschule","3096","0.361402336061484","0.350808733248453","0.371995938874514"
"Nie","2011","(Fach-)Abitur","1083","0.269773199767122","0.255322719472382","0.284223680061862"
"Nie","2011","AkademikerIn","1433","0.226650856000427","0.216225427310479","0.237076284690376"
"Taeglich","2012","(noch) kein Abschluss","","","",""
"Taeglich","2012","Hauptschule","","","",""
"Taeglich","2012","Realschule","","","",""
"Taeglich","2012","(Fach-)Abitur","","","",""
"Taeglich","2012","AkademikerIn","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2012","Hauptschule","","","",""
"Min 1x pro Woche","2012","Realschule","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2012","AkademikerIn","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2012","Hauptschule","","","",""
"Min 1x pro Monat","2012","Realschule","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2012","AkademikerIn","","","",""
"Seltener","2012","(noch) kein Abschluss","","","",""
"Seltener","2012","Hauptschule","","","",""
"Seltener","2012","Realschule","","","",""
"Seltener","2012","(Fach-)Abitur","","","",""
"Seltener","2012","AkademikerIn","","","",""
"Nie","2012","(noch) kein Abschluss","","","",""
"Nie","2012","Hauptschule","","","",""
"Nie","2012","Realschule","","","",""
"Nie","2012","(Fach-)Abitur","","","",""
"Nie","2012","AkademikerIn","","","",""
"Taeglich","2013","(noch) kein Abschluss","165","0.206556639335564","0.178573424198387","0.234539854472741"
"Taeglich","2013","Hauptschule","789","0.106189619675466","0.0993048061338846","0.113074433217048"
"Taeglich","2013","Realschule","942","0.137455710795354","0.129489001464269","0.145422420126438"
"Taeglich","2013","(Fach-)Abitur","524","0.182034076977344","0.168771840237624","0.195296313717064"
"Taeglich","2013","AkademikerIn","999","0.187336145584045","0.177300658875836","0.197371632292253"
"Min 1x pro Woche","2013","(noch) kein Abschluss","255","0.345822481798026","0.312945307378563","0.378699656217488"
"Min 1x pro Woche","2013","Hauptschule","1793","0.239328361909919","0.229793286123479","0.248863437696359"
"Min 1x pro Woche","2013","Realschule","2365","0.347618881303217","0.336600716947379","0.358637045659055"
"Min 1x pro Woche","2013","(Fach-)Abitur","1254","0.383491569894188","0.366779884814715","0.40020325497366"
"Min 1x pro Woche","2013","AkademikerIn","2643","0.456088505533034","0.443278159531054","0.468898851535013"
"Min 1x pro Monat","2013","(noch) kein Abschluss","39","0.0285275342684805","0.0170203933253598","0.0400346752116012"
"Min 1x pro Monat","2013","Hauptschule","269","0.0365558440371671","0.032361924109057","0.0407497639652773"
"Min 1x pro Monat","2013","Realschule","339","0.0515093445860123","0.0463952775536959","0.0566234116183287"
"Min 1x pro Monat","2013","(Fach-)Abitur","207","0.0833698554402645","0.0738687439457155","0.0928709669348135"
"Min 1x pro Monat","2013","AkademikerIn","361","0.0612117104251378","0.0550461399353296","0.067377280914946"
"Seltener","2013","(noch) kein Abschluss","67","0.0762491030632915","0.0579042231636348","0.0945939829629481"
"Seltener","2013","Hauptschule","1065","0.136382096749775","0.128712580830832","0.144051612668719"
"Seltener","2013","Realschule","1184","0.173387206619484","0.164627965889584","0.182146447349383"
"Seltener","2013","(Fach-)Abitur","477","0.137606857091566","0.125767025971265","0.149446688211868"
"Seltener","2013","AkademikerIn","767","0.127821335137207","0.119233640719827","0.136409029554586"
"Nie","2013","(noch) kein Abschluss","278","0.342844241534639","0.310034511626353","0.375653971442924"
"Nie","2013","Hauptschule","3776","0.481544077627673","0.470377954919754","0.492710200335591"
"Nie","2013","Realschule","2346","0.290028856695933","0.27952985925387","0.300527854137997"
"Nie","2013","(Fach-)Abitur","790","0.213497640596638","0.199413855894751","0.227581425298524"
"Nie","2013","AkademikerIn","1037","0.167542303320577","0.157936902206708","0.177147704434446"
"Taeglich","2014","(noch) kein Abschluss","","","",""
"Taeglich","2014","Hauptschule","","","",""
"Taeglich","2014","Realschule","","","",""
"Taeglich","2014","(Fach-)Abitur","","","",""
"Taeglich","2014","AkademikerIn","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2014","Hauptschule","","","",""
"Min 1x pro Woche","2014","Realschule","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2014","AkademikerIn","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2014","Hauptschule","","","",""
"Min 1x pro Monat","2014","Realschule","","","",""
