"pli0092_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1993","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","Realschule","kein Migrationshintergrund","","","",""
"Nie","1993","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1994","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","kein Migrationshintergrund","98","0.460493114320114","0.397035464425897","0.523950764214332"
"Min 1x pro Woche","1994","(noch) kein Abschluss","direkter Migrationshintergrund","42","0.112428672562434","0.0855349865710088","0.13932235855386"
"Min 1x pro Woche","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","38","0.490321431304581","0.376422183644245","0.604220678964917"
"Min 1x pro Woche","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","Hauptschule","kein Migrationshintergrund","642","0.146287973548538","0.136006014804788","0.156569932292288"
"Min 1x pro Woche","1994","Hauptschule","direkter Migrationshintergrund","135","","",""
"Min 1x pro Woche","1994","Hauptschule","indirekter Migrationshintergrund","51","0.238424142228504","0.178461753627356","0.298386530829652"
"Min 1x pro Woche","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","Realschule","kein Migrationshintergrund","686","0.277482739607051","0.260781181540785","0.294184297673317"
"Min 1x pro Woche","1994","Realschule","direkter Migrationshintergrund","41","0.320718344484434","0.242560126055673","0.398876562913196"
"Min 1x pro Woche","1994","Realschule","indirekter Migrationshintergrund","49","0.42782603561079","0.335366991385436","0.520285079836144"
"Min 1x pro Woche","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","kein Migrationshintergrund","287","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","direkter Migrationshintergrund","44","0.323641388466785","0.257289704848019","0.38999307208555"
"Min 1x pro Woche","1994","(Fach-)Abitur","indirekter Migrationshintergrund","20","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","AkademikerIn","kein Migrationshintergrund","414","0.336439181462892","0.312504324204804","0.36037403872098"
"Min 1x pro Woche","1994","AkademikerIn","direkter Migrationshintergrund","28","","",""
"Min 1x pro Woche","1994","AkademikerIn","indirekter Migrationshintergrund","4","0.364543997257932","0.0500990972754155","0.678988897240448"
"Min 1x pro Woche","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","kein Migrationshintergrund","16","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","direkter Migrationshintergrund","11","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.0755494249297341","0.0153365087512183","0.13576234110825"
"Min 1x pro Monat","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","Hauptschule","kein Migrationshintergrund","213","","",""
"Min 1x pro Monat","1994","Hauptschule","direkter Migrationshintergrund","56","0.0310567182380502","0.0214169884631836","0.0406964480129167"
"Min 1x pro Monat","1994","Hauptschule","indirekter Migrationshintergrund","29","","",""
"Min 1x pro Monat","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","Realschule","kein Migrationshintergrund","176","","",""
"Min 1x pro Monat","1994","Realschule","direkter Migrationshintergrund","10","","",""
"Min 1x pro Monat","1994","Realschule","indirekter Migrationshintergrund","14","","",""
"Min 1x pro Monat","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","kein Migrationshintergrund","70","0.103336634112105","0.0804070791435179","0.126266189080692"
"Min 1x pro Monat","1994","(Fach-)Abitur","direkter Migrationshintergrund","12","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","indirekter Migrationshintergrund","6","0.103220885117421","0.0162396251870254","0.190202145047817"
"Min 1x pro Monat","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","AkademikerIn","kein Migrationshintergrund","117","","",""
"Min 1x pro Monat","1994","AkademikerIn","direkter Migrationshintergrund","11","","",""
"Min 1x pro Monat","1994","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","(noch) kein Abschluss","kein Migrationshintergrund","41","0.118042594635725","0.0769638562479514","0.159121333023498"
"Seltener","1994","(noch) kein Abschluss","direkter Migrationshintergrund","53","0.0829986928461042","0.0595115191297668","0.106485866562442"
"Seltener","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","16","","",""
"Seltener","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","Hauptschule","kein Migrationshintergrund","670","0.145815462495004","0.135547282148495","0.156083642841513"
"Seltener","1994","Hauptschule","direkter Migrationshintergrund","189","","",""
"Seltener","1994","Hauptschule","indirekter Migrationshintergrund","50","0.27360547738975","0.210872500013914","0.336338454765587"
"Seltener","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","Realschule","kein Migrationshintergrund","604","0.208849389402094","0.193687229360661","0.224011549443526"
"Seltener","1994","Realschule","direkter Migrationshintergrund","26","","",""
"Seltener","1994","Realschule","indirekter Migrationshintergrund","25","","",""
"Seltener","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","(Fach-)Abitur","kein Migrationshintergrund","152","","",""
"Seltener","1994","(Fach-)Abitur","direkter Migrationshintergrund","26","","",""
"Seltener","1994","(Fach-)Abitur","indirekter Migrationshintergrund","12","","",""
"Seltener","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","AkademikerIn","kein Migrationshintergrund","305","0.188660444100163","0.168841571676937","0.208479316523389"
"Seltener","1994","AkademikerIn","direkter Migrationshintergrund","33","0.256849573473069","0.179323825360352","0.334375321585786"
"Seltener","1994","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Seltener","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","(noch) kein Abschluss","kein Migrationshintergrund","82","0.360201595846515","0.299083711746807","0.421319479946224"
"Nie","1994","(noch) kein Abschluss","direkter Migrationshintergrund","424","0.780790928574427","0.745569513787342","0.816012343361512"
"Nie","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Nie","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","Hauptschule","kein Migrationshintergrund","3013","0.661211648950594","0.647441129345284","0.674982168555905"
"Nie","1994","Hauptschule","direkter Migrationshintergrund","864","0.710462418299216","0.685258914131193","0.735665922467238"
"Nie","1994","Hauptschule","indirekter Migrationshintergrund","64","0.348187203611552","0.28115012651158","0.415224280711524"
"Nie","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","Realschule","kein Migrationshintergrund","1295","","",""
"Nie","1994","Realschule","direkter Migrationshintergrund","60","0.448153407374938","0.364879231859646","0.53142758289023"
"Nie","1994","Realschule","indirekter Migrationshintergrund","22","","",""
"Nie","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","(Fach-)Abitur","kein Migrationshintergrund","168","","",""
"Nie","1994","(Fach-)Abitur","direkter Migrationshintergrund","109","","",""
"Nie","1994","(Fach-)Abitur","indirekter Migrationshintergrund","9","0.251402716948308","0.127377993086252","0.375427440810364"
"Nie","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","AkademikerIn","kein Migrationshintergrund","661","0.389003922226624","0.364307536928163","0.413700307525086"
"Nie","1994","AkademikerIn","direkter Migrationshintergrund","50","0.372665815740999","0.286867763054923","0.458463868427075"
"Nie","1994","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Nie","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","(noch) kein Abschluss","kein Migrationshintergrund","39","0.139835798017672","0.0972683253798587","0.182403270655485"
"Taeglich","1995","(noch) kein Abschluss","direkter Migrationshintergrund","14","","",""
"Taeglich","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","13","","",""
"Taeglich","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","Hauptschule","kein Migrationshintergrund","138","","",""
"Taeglich","1995","Hauptschule","direkter Migrationshintergrund","40","0.0357272023655101","0.0260562480054507","0.0453981567255695"
"Taeglich","1995","Hauptschule","indirekter Migrationshintergrund","14","","",""
"Taeglich","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","Realschule","kein Migrationshintergrund","132","","",""
"Taeglich","1995","Realschule","direkter Migrationshintergrund","15","","",""
"Taeglich","1995","Realschule","indirekter Migrationshintergrund","13","","",""
"Taeglich","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","(Fach-)Abitur","kein Migrationshintergrund","58","0.0867088356095767","0.0657117097810313","0.107705961438122"
"Taeglich","1995","(Fach-)Abitur","direkter Migrationshintergrund","13","","",""
"Taeglich","1995","(Fach-)Abitur","indirekter Migrationshintergrund","7","0.115235547407995","0.0316057307085158","0.198865364107474"
"Taeglich","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","AkademikerIn","kein Migrationshintergrund","91","0.0752557224615982","0.0620887327837249","0.0884227121394715"
"Taeglich","1995","AkademikerIn","direkter Migrationshintergrund","10","","",""
"Taeglich","1995","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Taeglich","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","kein Migrationshintergrund","104","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","direkter Migrationshintergrund","44","0.11979148974652","0.0926784596502337","0.146904519842806"
"Min 1x pro Woche","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","26","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","Hauptschule","kein Migrationshintergrund","720","0.165241158952718","0.154348639065522","0.176133678839915"
"Min 1x pro Woche","1995","Hauptschule","direkter Migrationshintergrund","148","","",""
"Min 1x pro Woche","1995","Hauptschule","indirekter Migrationshintergrund","52","0.28546998229905","0.221752310326814","0.349187654271286"
"Min 1x pro Woche","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","Realschule","kein Migrationshintergrund","748","0.281279749268802","0.264684922972134","0.29787457556547"
"Min 1x pro Woche","1995","Realschule","direkter Migrationshintergrund","38","0.260953752635471","0.192260220761425","0.329647284509517"
"Min 1x pro Woche","1995","Realschule","indirekter Migrationshintergrund","39","0.309456991890689","0.224969058581344","0.393944925200033"
"Min 1x pro Woche","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","kein Migrationshintergrund","263","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","direkter Migrationshintergrund","60","0.253928843979641","0.205398318470533","0.302459369488749"
"Min 1x pro Woche","1995","(Fach-)Abitur","indirekter Migrationshintergrund","23","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","AkademikerIn","kein Migrationshintergrund","456","0.324593170525984","0.301223191800871","0.347963149251097"
"Min 1x pro Woche","1995","AkademikerIn","direkter Migrationshintergrund","44","0.250249370898858","0.188658519561166","0.311840222236549"
"Min 1x pro Woche","1995","AkademikerIn","indirekter Migrationshintergrund","7","0.184883145570762","-0.0347591962040919","0.404525487345616"
"Min 1x pro Woche","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","kein Migrationshintergrund","19","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","direkter Migrationshintergrund","9","0.0188654079396829","0.00750563407942374","0.030225181799942"
"Min 1x pro Monat","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","7","0.087958543502439","0.0201386670861953","0.155778419918683"
"Min 1x pro Monat","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","Hauptschule","kein Migrationshintergrund","263","","",""
"Min 1x pro Monat","1995","Hauptschule","direkter Migrationshintergrund","70","0.0403755109322319","0.0301194746664707","0.050631547197993"
"Min 1x pro Monat","1995","Hauptschule","indirekter Migrationshintergrund","25","","",""
"Min 1x pro Monat","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","Realschule","kein Migrationshintergrund","240","","",""
"Min 1x pro Monat","1995","Realschule","direkter Migrationshintergrund","10","","",""
"Min 1x pro Monat","1995","Realschule","indirekter Migrationshintergrund","15","","",""
"Min 1x pro Monat","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","kein Migrationshintergrund","79","0.115784389194143","0.0919102545327513","0.139658523855534"
"Min 1x pro Monat","1995","(Fach-)Abitur","direkter Migrationshintergrund","18","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","indirekter Migrationshintergrund","6","0.108261654680401","0.026883070677139","0.189640238683664"
"Min 1x pro Monat","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","AkademikerIn","kein Migrationshintergrund","142","","",""
"Min 1x pro Monat","1995","AkademikerIn","direkter Migrationshintergrund","19","","",""
"Min 1x pro Monat","1995","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","(noch) kein Abschluss","kein Migrationshintergrund","33","0.11356702913409","0.0746242372312694","0.15250982103691"
"Seltener","1995","(noch) kein Abschluss","direkter Migrationshintergrund","57","0.0975129721903531","0.0727430881970585","0.122282856183648"
"Seltener","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Seltener","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","Hauptschule","kein Migrationshintergrund","859","0.184315587929973","0.172943745168664","0.195687430691282"
"Seltener","1995","Hauptschule","direkter Migrationshintergrund","203","","",""
"Seltener","1995","Hauptschule","indirekter Migrationshintergrund","43","0.18477898290572","0.130022769623117","0.239535196188324"
"Seltener","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","Realschule","kein Migrationshintergrund","844","0.276396371458745","0.259890438626261","0.292902304291228"
"Seltener","1995","Realschule","direkter Migrationshintergrund","40","0.2252982902407","0.159948459058566","0.290648121422834"
"Seltener","1995","Realschule","indirekter Migrationshintergrund","30","0.280446807698097","0.198344403748846","0.362549211647348"
"Seltener","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","(Fach-)Abitur","kein Migrationshintergrund","172","","",""
"Seltener","1995","(Fach-)Abitur","direkter Migrationshintergrund","66","0.196388568961029","0.152094048229022","0.240683089693036"
"Seltener","1995","(Fach-)Abitur","indirekter Migrationshintergrund","10","","",""
"Seltener","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","AkademikerIn","kein Migrationshintergrund","433","0.241533088857026","0.220170074056806","0.262896103657246"
"Seltener","1995","AkademikerIn","direkter Migrationshintergrund","48","0.245109120149169","0.183945509463428","0.306272730834911"
"Seltener","1995","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Seltener","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","(noch) kein Abschluss","kein Migrationshintergrund","60","0.242718753432663","0.190097853851194","0.295339653014133"
"Nie","1995","(noch) kein Abschluss","direkter Migrationshintergrund","427","0.707551755351133","0.669569923442627","0.745533587259639"
"Nie","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Nie","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","Hauptschule","kein Migrationshintergrund","2486","","",""
"Nie","1995","Hauptschule","direkter Migrationshintergrund","954","0.665767940903086","0.64118944159528","0.690346440210893"
"Nie","1995","Hauptschule","indirekter Migrationshintergrund","59","0.341286217833035","0.274393754866609","0.408178680799461"
"Nie","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","Realschule","kein Migrationshintergrund","856","0.305730658185189","0.288726426003307","0.322734890367072"
"Nie","1995","Realschule","direkter Migrationshintergrund","54","0.376890994784367","0.30108768665256","0.452694302916174"
"Nie","1995","Realschule","indirekter Migrationshintergrund","18","","",""
"Nie","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","(Fach-)Abitur","kein Migrationshintergrund","118","","",""
"Nie","1995","(Fach-)Abitur","direkter Migrationshintergrund","152","","",""
"Nie","1995","(Fach-)Abitur","indirekter Migrationshintergrund","10","","",""
"Nie","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","AkademikerIn","kein Migrationshintergrund","420","0.270425558479319","0.248255615430212","0.292595501528427"
"Nie","1995","AkademikerIn","direkter Migrationshintergrund","69","0.303473933709568","0.238100593653772","0.368847273765364"
"Nie","1995","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1996","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1996","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1996","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","kein Migrationshintergrund","139","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","direkter Migrationshintergrund","31","0.113704099224735","0.0858229384363094","0.141585260013161"
"Min 1x pro Woche","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","25","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","Hauptschule","kein Migrationshintergrund","711","0.174472305838279","0.163177404181168","0.185767207495391"
"Min 1x pro Woche","1996","Hauptschule","direkter Migrationshintergrund","137","","",""
"Min 1x pro Woche","1996","Hauptschule","indirekter Migrationshintergrund","57","0.291642758682431","0.229574973464865","0.353710543899997"
"Min 1x pro Woche","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","Realschule","kein Migrationshintergrund","735","0.288510416698263","0.271812072433986","0.30520876096254"
"Min 1x pro Woche","1996","Realschule","direkter Migrationshintergrund","34","0.217802146390394","0.151527969223348","0.284076323557441"
"Min 1x pro Woche","1996","Realschule","indirekter Migrationshintergrund","46","0.446463818504327","0.359315457063185","0.53361217994547"
"Min 1x pro Woche","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","kein Migrationshintergrund","267","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","direkter Migrationshintergrund","59","0.241364320334948","0.191771564536469","0.290957076133428"
"Min 1x pro Woche","1996","(Fach-)Abitur","indirekter Migrationshintergrund","23","","",""
