,Unnamed: 0,year,migback,regtyp,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
311,311,2009,No migration background,Urban regions,At least once per week,0.39399,3970,17855,0.38445,0.40515
312,312,2009,No migration background,Urban regions,At least once per month,0.07156,701,17855,0.06642,0.07656
313,313,2009,No migration background,Urban regions,Seldom,0.17618,1684,17855,0.1675,0.18412
314,314,2009,No migration background,Urban regions,Never,0.35827,3345,17855,0.34806,0.3685
315,315,2009,No migration background,Rural regions,At least once per week,0.3164,1869,17855,0.30191,0.33
316,316,2009,No migration background,Rural regions,At least once per month,0.07776,429,17855,0.06963,0.08545
317,317,2009,No migration background,Rural regions,Seldom,0.18203,1108,17855,0.17345,0.1921
318,318,2009,No migration background,Rural regions,Never,0.42381,2460,17855,0.40992,0.4414
319,319,2009,Direct migration background,Urban regions,At least once per week,0.26491,331,17855,0.24205,0.28836
320,320,2009,Direct migration background,Urban regions,At least once per month,0.07229,95,17855,0.0598,0.08768
321,321,2009,Direct migration background,Urban regions,Seldom,0.16379,214,17855,0.1428,0.18414
322,322,2009,Direct migration background,Urban regions,Never,0.49901,695,17855,0.46889,0.53024
323,323,2009,Direct migration background,Rural regions,At least once per week,0.24953,65,17855,0.20875,0.29548
324,324,2009,Direct migration background,Rural regions,Seldom,0.14736,43,17855,0.10541,0.18912
325,325,2009,Direct migration background,Rural regions,Never,0.60311,186,17855,0.52088,0.66498
326,326,2009,Indirect migration background,Urban regions,At least once per week,0.4284,244,17855,0.36877,0.48544
327,327,2009,Indirect migration background,Urban regions,At least once per month,0.13045,68,17855,0.10079,0.16396
328,328,2009,Indirect migration background,Urban regions,Seldom,0.24132,133,17855,0.20607,0.28755
329,329,2009,Indirect migration background,Urban regions,Never,0.19982,142,17855,0.16969,0.23157
330,330,2009,Indirect migration background,Rural regions,At least once per week,0.52573,36,17855,0.37335,0.69122
331,331,2009,Indirect migration background,Rural regions,Never,0.47427,37,17855,0.33235,0.64323
332,332,2011,No migration background,Urban regions,At least once per week,0.40309,6030,28213,0.39273,0.41581
333,333,2011,No migration background,Urban regions,At least once per month,0.07113,1008,28213,0.06573,0.07652
334,334,2011,No migration background,Urban regions,Seldom,0.15391,2296,28213,0.14543,0.16185
335,335,2011,No migration background,Urban regions,Never,0.37187,5248,28213,0.36203,0.38129
336,336,2011,No migration background,Rural regions,At least once per week,0.33606,2979,28213,0.3227,0.35012
337,337,2011,No migration background,Rural regions,At least once per month,0.05991,550,28213,0.05358,0.06592
338,338,2011,No migration background,Rural regions,Seldom,0.16838,1541,28213,0.15721,0.17807
339,339,2011,No migration background,Rural regions,Never,0.43564,4065,28213,0.41968,0.44922
340,340,2011,Direct migration background,Urban regions,At least once per week,0.26662,653,28213,0.24696,0.28873
341,341,2011,Direct migration background,Urban regions,At least once per month,0.04652,121,28213,0.03662,0.05526
342,342,2011,Direct migration background,Urban regions,Seldom,0.16703,374,28213,0.14728,0.18626
343,343,2011,Direct migration background,Urban regions,Never,0.51983,1351,28213,0.49254,0.55328
344,344,2011,Direct migration background,Rural regions,At least once per week,0.27176,192,28213,0.2298,0.3239
345,345,2011,Direct migration background,Rural regions,Seldom,0.13315,123,28213,0.10465,0.17375
346,346,2011,Direct migration background,Rural regions,Never,0.5951,449,28213,0.53653,0.66899
347,347,2011,Indirect migration background,Urban regions,At least once per week,0.42891,408,28213,0.3723,0.48705
348,348,2011,Indirect migration background,Urban regions,At least once per month,0.0846,82,28213,0.0571,0.1134
349,349,2011,Indirect migration background,Urban regions,Seldom,0.21313,199,28213,0.16979,0.25292
350,350,2011,Indirect migration background,Urban regions,Never,0.27336,325,28213,0.23366,0.31619
351,351,2011,Indirect migration background,Rural regions,At least once per week,0.35605,85,28213,0.26391,0.47535
352,352,2011,Indirect migration background,Rural regions,Seldom,0.34763,50,28213,0.22086,0.50611
353,353,2011,Indirect migration background,Rural regions,Never,0.29632,84,28213,0.2317,0.37575
354,354,2013,No migration background,Urban regions,At least once per week,0.51719,6846,25338,0.50442,0.53101
355,355,2013,No migration background,Urban regions,At least once per month,0.05129,657,25338,0.04692,0.05636
356,356,2013,No migration background,Urban regions,Seldom,0.13195,1741,25338,0.12457,0.13949
357,357,2013,No migration background,Urban regions,Never,0.29957,3890,25338,0.28987,0.30907
358,358,2013,No migration background,Rural regions,At least once per week,0.44719,3692,25338,0.43177,0.46441
359,359,2013,No migration background,Rural regions,At least once per month,0.05016,401,25338,0.0442,0.05635
360,360,2013,No migration background,Rural regions,Seldom,0.16414,1376,25338,0.1542,0.1739
361,361,2013,No migration background,Rural regions,Never,0.33851,2906,25338,0.32681,0.35115
362,362,2013,Direct migration background,Urban regions,At least once per week,0.353,690,25338,0.32146,0.3971
363,363,2013,Direct migration background,Urban regions,At least once per month,0.05097,85,25338,0.03488,0.06675
364,364,2013,Direct migration background,Urban regions,Seldom,0.14646,280,25338,0.12604,0.17001
365,365,2013,Direct migration background,Urban regions,Never,0.44957,1011,25338,0.41417,0.48114
366,366,2013,Direct migration background,Rural regions,At least once per week,0.36398,242,25338,0.2979,0.42509
367,367,2013,Direct migration background,Rural regions,Seldom,0.14506,87,25338,0.10539,0.21262
368,368,2013,Direct migration background,Rural regions,Never,0.49097,325,25338,0.41122,0.57192
369,369,2013,Indirect migration background,Urban regions,At least once per week,0.55142,477,25338,0.49305,0.62347
370,370,2013,Indirect migration background,Urban regions,At least once per month,0.07954,59,25338,0.05277,0.10928
371,371,2013,Indirect migration background,Urban regions,Seldom,0.13996,135,25338,0.11294,0.17152
372,372,2013,Indirect migration background,Urban regions,Never,0.22908,239,25338,0.1886,0.27758
373,373,2013,Indirect migration background,Rural regions,At least once per week,0.52311,107,25338,0.36196,0.66558
374,374,2013,Indirect migration background,Rural regions,Seldom,0.14025,35,25338,0.09174,0.18358
375,375,2013,Indirect migration background,Rural regions,Never,0.33665,57,25338,0.24144,0.4432
376,376,2015,No migration background,Urban regions,At least once per week,0.47104,5578,26671,0.45795,0.48581
377,377,2015,No migration background,Urban regions,At least once per month,0.05865,665,26671,0.05295,0.06443
378,378,2015,No migration background,Urban regions,Seldom,0.12867,1541,26671,0.12026,0.13749
379,379,2015,No migration background,Urban regions,Never,0.34164,3870,26671,0.33196,0.35257
380,380,2015,No migration background,Rural regions,At least once per week,0.38532,2876,26671,0.37109,0.40179
381,381,2015,No migration background,Rural regions,At least once per month,0.05374,422,26671,0.04685,0.06076
382,382,2015,No migration background,Rural regions,Seldom,0.15295,1080,26671,0.14402,0.16567
383,383,2015,No migration background,Rural regions,Never,0.40798,3063,26671,0.39354,0.42558
384,384,2015,Direct migration background,Urban regions,At least once per week,0.35346,1525,26671,0.32755,0.37831
385,385,2015,Direct migration background,Urban regions,At least once per month,0.05087,192,26671,0.03945,0.06155
386,386,2015,Direct migration background,Urban regions,Seldom,0.11693,590,26671,0.10566,0.13031
387,387,2015,Direct migration background,Urban regions,Never,0.47874,2147,26671,0.45121,0.4981
388,388,2015,Direct migration background,Rural regions,At least once per week,0.32036,458,26671,0.28427,0.365
389,389,2015,Direct migration background,Rural regions,At least once per month,0.04697,67,26671,0.02931,0.07162
390,390,2015,Direct migration background,Rural regions,Seldom,0.14861,205,26671,0.11173,0.18703
391,391,2015,Direct migration background,Rural regions,Never,0.48407,796,26671,0.43541,0.53913
392,392,2015,Indirect migration background,Urban regions,At least once per week,0.54646,664,26671,0.49851,0.60511
393,393,2015,Indirect migration background,Urban regions,At least once per month,0.0593,74,26671,0.04914,0.07174
394,394,2015,Indirect migration background,Urban regions,Seldom,0.13143,199,26671,0.11041,0.16064
395,395,2015,Indirect migration background,Urban regions,Never,0.26281,374,26671,0.23193,0.29758
396,396,2015,Indirect migration background,Rural regions,At least once per week,0.52435,131,26671,0.41063,0.64606
397,397,2015,Indirect migration background,Rural regions,Seldom,0.19776,58,26671,0.15552,0.23644
398,398,2015,Indirect migration background,Rural regions,Never,0.27789,96,26671,0.21218,0.33109
399,399,2017,No migration background,Urban regions,At least once per week,0.49804,6226,30404,0.48585,0.51195
400,400,2017,No migration background,Urban regions,At least once per month,0.05402,671,30404,0.05002,0.05844
401,401,2017,No migration background,Urban regions,Seldom,0.12508,1555,30404,0.11786,0.13301
402,402,2017,No migration background,Urban regions,Never,0.32285,3794,30404,0.31349,0.33316
403,403,2017,No migration background,Rural regions,At least once per week,0.4046,3158,30404,0.39001,0.42157
404,404,2017,No migration background,Rural regions,At least once per month,0.05338,421,30404,0.04825,0.0586
405,405,2017,No migration background,Rural regions,Seldom,0.14493,1160,30404,0.1355,0.15368
406,406,2017,No migration background,Rural regions,Never,0.39709,3097,30404,0.38067,0.41329
407,407,2017,Direct migration background,Urban regions,At least once per week,0.37722,2144,30404,0.34618,0.40748
408,408,2017,Direct migration background,Urban regions,At least once per month,0.03987,275,30404,0.02995,0.05127
409,409,2017,Direct migration background,Urban regions,Seldom,0.11787,824,30404,0.10037,0.13376
410,410,2017,Direct migration background,Urban regions,Never,0.46505,3003,30404,0.43193,0.4978
411,411,2017,Direct migration background,Rural regions,At least once per week,0.37027,769,30404,0.30938,0.43669
412,412,2017,Direct migration background,Rural regions,At least once per month,0.03897,105,30404,0.02165,0.06582
413,413,2017,Direct migration background,Rural regions,Seldom,0.11746,308,30404,0.09239,0.1422
414,414,2017,Direct migration background,Rural regions,Never,0.4733,1278,30404,0.41347,0.52704
415,415,2017,Indirect migration background,Urban regions,At least once per week,0.53661,673,30404,0.4765,0.58386
416,416,2017,Indirect migration background,Urban regions,At least once per month,0.04573,71,30404,0.03191,0.06085
417,417,2017,Indirect migration background,Urban regions,Seldom,0.15487,191,30404,0.13214,0.17983
418,418,2017,Indirect migration background,Urban regions,Never,0.2628,413,30404,0.23045,0.29577
419,419,2017,Indirect migration background,Rural regions,At least once per week,0.58489,131,30404,0.4427,0.7104
420,420,2017,Indirect migration background,Rural regions,Seldom,0.1451,43,30404,0.09589,0.20823
421,421,2017,Indirect migration background,Rural regions,Never,0.27001,94,30404,0.21206,0.33604
422,422,2019,No migration background,Urban regions,At least once per week,0.57545,7232,28185,0.5597,0.59085
423,423,2019,No migration background,Urban regions,At least once per month,0.04796,545,28185,0.04356,0.05401
424,424,2019,No migration background,Urban regions,Seldom,0.12399,1487,28185,0.11675,0.13188
425,425,2019,No migration background,Urban regions,Never,0.25261,2901,28185,0.24324,0.26222
426,426,2019,No migration background,Rural regions,At least once per week,0.50831,3875,28185,0.48908,0.52695
427,427,2019,No migration background,Rural regions,At least once per month,0.04947,365,28185,0.0432,0.0569
428,428,2019,No migration background,Rural regions,Seldom,0.15555,1107,28185,0.14491,0.16661
429,429,2019,No migration background,Rural regions,Never,0.28667,2125,28185,0.27276,0.30057
430,430,2019,Direct migration background,Urban regions,At least once per week,0.44984,2232,28185,0.41604,0.48864
431,431,2019,Direct migration background,Urban regions,At least once per month,0.04168,237,28185,0.03219,0.05354
432,432,2019,Direct migration background,Urban regions,Seldom,0.12939,675,28185,0.11359,0.14892
433,433,2019,Direct migration background,Urban regions,Never,0.37908,2036,28185,0.34622,0.40827
434,434,2019,Direct migration background,Rural regions,At least once per week,0.42281,688,28185,0.36329,0.48465
435,435,2019,Direct migration background,Rural regions,At least once per month,0.04696,98,28185,0.0335,0.06596
436,436,2019,Direct migration background,Rural regions,Seldom,0.10685,236,28185,0.07065,0.14049
437,437,2019,Direct migration background,Rural regions,Never,0.42337,819,28185,0.37245,0.48593
438,438,2019,Indirect migration background,Urban regions,At least once per week,0.61796,738,28185,0.56137,0.67691
439,439,2019,Indirect migration background,Urban regions,At least once per month,0.04305,55,28185,0.02999,0.05982
440,440,2019,Indirect migration background,Urban regions,Seldom,0.10958,159,28185,0.08777,0.13707
441,441,2019,Indirect migration background,Urban regions,Never,0.22942,297,28185,0.19948,0.2608
442,442,2019,Indirect migration background,Rural regions,At least once per week,0.68111,167,28185,0.56412,0.81916
443,443,2019,Indirect migration background,Rural regions,Seldom,0.15924,41,28185,0.1052,0.22107
444,444,2019,Indirect migration background,Rural regions,Never,0.15965,70,28185,0.12496,0.20309
445,445,2021,No migration background,Urban regions,At least once per week,0.58601,5112,17139,0.56261,0.60714
446,446,2021,No migration background,Urban regions,At least once per month,0.0819,680,17139,0.07481,0.09158
447,447,2021,No migration background,Urban regions,Seldom,0.13785,1059,17139,0.12696,0.14692
448,448,2021,No migration background,Urban regions,Never,0.19425,1479,17139,0.18365,0.20561
449,449,2021,No migration background,Rural regions,At least once per week,0.53164,2634,17139,0.50739,0.55355
450,450,2021,No migration background,Rural regions,At least once per month,0.09454,420,17139,0.08321,0.10561
451,451,2021,No migration background,Rural regions,Seldom,0.15886,740,17139,0.14709,0.17261
452,452,2021,No migration background,Rural regions,Never,0.21496,1086,17139,0.19861,0.22966
453,453,2021,Direct migration background,Urban regions,At least once per week,0.49929,1218,17139,0.44995,0.54888
454,454,2021,Direct migration background,Urban regions,At least once per month,0.07629,193,17139,0.05812,0.09421
455,455,2021,Direct migration background,Urban regions,Seldom,0.16776,374,17139,0.14154,0.20568
456,456,2021,Direct migration background,Urban regions,Never,0.25666,528,17139,0.21953,0.29582
457,457,2021,Direct migration background,Rural regions,At least once per week,0.44433,353,17139,0.3795,0.53939
458,458,2021,Direct migration background,Rural regions,At least once per month,0.08431,51,17139,0.04531,0.12181
459,459,2021,Direct migration background,Rural regions,Seldom,0.10882,127,17139,0.06983,0.16111
460,460,2021,Direct migration background,Rural regions,Never,0.36254,198,17139,0.28046,0.46482
461,461,2021,Indirect migration background,Urban regions,At least once per week,0.57913,443,17139,0.50852,0.66773
462,462,2021,Indirect migration background,Urban regions,At least once per month,0.09966,75,17139,0.06381,0.13628
463,463,2021,Indirect migration background,Urban regions,Seldom,0.14845,97,17139,0.10303,0.19615
464,464,2021,Indirect migration background,Urban regions,Never,0.17276,130,17139,0.13094,0.20585
465,465,2021,Indirect migration background,Rural regions,At least once per week,0.74503,110,17139,0.56739,0.96081
466,466,2021,Indirect migration background,Rural regions,Seldom,0.25497,32,17139,0.16378,0.36543
