"ple0004","year","age_gr","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Ein wenig","2011","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2011","35-65","kein Migrationshintergrund","","","",""
"Ein wenig","2011","35-65","direkter Migrationshintergrund","","","",""
"Ein wenig","2011","35-65","indirekter Migrationshintergrund","","","",""
"Ein wenig","2011","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2011","66 +","kein Migrationshintergrund","","","",""
"Ein wenig","2011","66 +","direkter Migrationshintergrund","","","",""
"Ein wenig","2011","66 +","indirekter Migrationshintergrund","","","",""
"Ein wenig","2011","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2011","17-34","kein Migrationshintergrund","","","",""
"Gar nicht","2011","17-34","direkter Migrationshintergrund","","","",""
"Gar nicht","2011","17-34","indirekter Migrationshintergrund","","","",""
"Gar nicht","2011","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2011","35-65","kein Migrationshintergrund","","","",""
"Gar nicht","2011","35-65","direkter Migrationshintergrund","","","",""
"Gar nicht","2011","35-65","indirekter Migrationshintergrund","","","",""
"Gar nicht","2011","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2011","66 +","kein Migrationshintergrund","","","",""
"Gar nicht","2011","66 +","direkter Migrationshintergrund","","","",""
"Gar nicht","2011","66 +","indirekter Migrationshintergrund","","","",""
"Gar nicht","2011","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2012","17-34","kein Migrationshintergrund","40","0.0136900808579207","0.00970914852717233","0.0176710131886691"
"Stark","2012","17-34","direkter Migrationshintergrund","5","","",""
"Stark","2012","17-34","indirekter Migrationshintergrund","12","","",""
"Stark","2012","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2012","35-65","kein Migrationshintergrund","810","0.0895575379510871","0.0838729850843037","0.0952420908178706"
"Stark","2012","35-65","direkter Migrationshintergrund","113","0.0923099734845734","0.0757801376399873","0.10883980932916"
"Stark","2012","35-65","indirekter Migrationshintergrund","19","","",""
"Stark","2012","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2012","66 +","kein Migrationshintergrund","1211","0.280460520900937","0.267688104849168","0.293232936952706"
"Stark","2012","66 +","direkter Migrationshintergrund","127","0.315495061762873","0.270347379267722","0.360642744258024"
"Stark","2012","66 +","indirekter Migrationshintergrund","2","","",""
"Stark","2012","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2012","17-34","kein Migrationshintergrund","555","0.181420921127569","0.168218636465183","0.194623205789955"
"Ein wenig","2012","17-34","direkter Migrationshintergrund","58","0.17570699841112","0.136006489443749","0.21540750737849"
"Ein wenig","2012","17-34","indirekter Migrationshintergrund","80","0.164385508212569","0.131434803873049","0.197336212552089"
"Ein wenig","2012","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2012","35-65","kein Migrationshintergrund","3152","0.347826862287504","0.3383452542589","0.357308470316107"
"Ein wenig","2012","35-65","direkter Migrationshintergrund","423","0.388310433062805","0.360479324076659","0.416141542048951"
"Ein wenig","2012","35-65","indirekter Migrationshintergrund","94","0.304480584273602","0.252319461864224","0.35664170668298"
"Ein wenig","2012","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2012","66 +","kein Migrationshintergrund","2094","0.442887692347551","0.428764656634952","0.45701072806015"
"Ein wenig","2012","66 +","direkter Migrationshintergrund","179","0.442609637107983","0.394354778536998","0.490864495678967"
"Ein wenig","2012","66 +","indirekter Migrationshintergrund","1","","",""
"Ein wenig","2012","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2012","17-34","kein Migrationshintergrund","2678","0.804888998014511","0.791312618694976","0.818465377334045"
"Gar nicht","2012","17-34","direkter Migrationshintergrund","290","0.818525464815006","0.778320037504225","0.858730892125787"
"Gar nicht","2012","17-34","indirekter Migrationshintergrund","394","0.797504768705524","0.761777155764552","0.833232381646496"
"Gar nicht","2012","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2012","35-65","kein Migrationshintergrund","5731","0.562615599761409","0.552740158407583","0.572491041115235"
"Gar nicht","2012","35-65","direkter Migrationshintergrund","642","0.519379593452622","0.490848462304933","0.54791072460031"
"Gar nicht","2012","35-65","indirekter Migrationshintergrund","186","0.636006764230188","0.581469917894545","0.690543610565831"
"Gar nicht","2012","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2012","66 +","kein Migrationshintergrund","1447","0.276651786751512","0.26393286424488","0.289370709258144"
"Gar nicht","2012","66 +","direkter Migrationshintergrund","101","0.241895301129144","0.200291865460784","0.283498736797505"
"Gar nicht","2012","66 +","indirekter Migrationshintergrund","2","","",""
"Gar nicht","2012","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2013","17-34","kein Migrationshintergrund","","","",""
"Stark","2013","17-34","direkter Migrationshintergrund","","","",""
"Stark","2013","17-34","indirekter Migrationshintergrund","","","",""
"Stark","2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2013","35-65","kein Migrationshintergrund","","","",""
"Stark","2013","35-65","direkter Migrationshintergrund","","","",""
"Stark","2013","35-65","indirekter Migrationshintergrund","","","",""
"Stark","2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2013","66 +","kein Migrationshintergrund","","","",""
"Stark","2013","66 +","direkter Migrationshintergrund","","","",""
"Stark","2013","66 +","indirekter Migrationshintergrund","","","",""
"Stark","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2013","17-34","kein Migrationshintergrund","","","",""
"Ein wenig","2013","17-34","direkter Migrationshintergrund","","","",""
"Ein wenig","2013","17-34","indirekter Migrationshintergrund","","","",""
"Ein wenig","2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2013","35-65","kein Migrationshintergrund","","","",""
"Ein wenig","2013","35-65","direkter Migrationshintergrund","","","",""
"Ein wenig","2013","35-65","indirekter Migrationshintergrund","","","",""
"Ein wenig","2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2013","66 +","kein Migrationshintergrund","","","",""
"Ein wenig","2013","66 +","direkter Migrationshintergrund","","","",""
"Ein wenig","2013","66 +","indirekter Migrationshintergrund","","","",""
"Ein wenig","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2013","17-34","kein Migrationshintergrund","","","",""
"Gar nicht","2013","17-34","direkter Migrationshintergrund","","","",""
"Gar nicht","2013","17-34","indirekter Migrationshintergrund","","","",""
"Gar nicht","2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2013","35-65","kein Migrationshintergrund","","","",""
"Gar nicht","2013","35-65","direkter Migrationshintergrund","","","",""
"Gar nicht","2013","35-65","indirekter Migrationshintergrund","","","",""
"Gar nicht","2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2013","66 +","kein Migrationshintergrund","","","",""
"Gar nicht","2013","66 +","direkter Migrationshintergrund","","","",""
"Gar nicht","2013","66 +","indirekter Migrationshintergrund","","","",""
"Gar nicht","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2014","17-34","kein Migrationshintergrund","74","0.0178591995032642","0.0137595386230954","0.0219588603834329"
"Stark","2014","17-34","direkter Migrationshintergrund","37","0.0246676124249555","0.0165685923481848","0.0327666325017262"
"Stark","2014","17-34","indirekter Migrationshintergrund","24","","",""
"Stark","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2014","35-65","kein Migrationshintergrund","917","0.0933775406212354","0.0880858842711986","0.0986691969712723"
"Stark","2014","35-65","direkter Migrationshintergrund","322","0.122548640868784","0.111290370195846","0.133806911541723"
"Stark","2014","35-65","indirekter Migrationshintergrund","39","0.0630390798964125","0.0448125744117763","0.0812655853810487"
"Stark","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2014","66 +","kein Migrationshintergrund","1137","0.267692477000406","0.254749085903911","0.280635868096901"
"Stark","2014","66 +","direkter Migrationshintergrund","139","0.344266776625058","0.299770652144486","0.38876290110563"
"Stark","2014","66 +","indirekter Migrationshintergrund","","","",""
"Stark","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2014","17-34","kein Migrationshintergrund","678","0.152964847926412","0.141822502973848","0.164107192878975"
"Ein wenig","2014","17-34","direkter Migrationshintergrund","204","0.125216886308515","0.107935672632457","0.142498099984573"
"Ein wenig","2014","17-34","indirekter Migrationshintergrund","163","0.15686989649842","0.135348924612687","0.178390868384152"
"Ein wenig","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2014","35-65","kein Migrationshintergrund","3450","0.325804796994958","0.317281085404917","0.334328508584999"
"Ein wenig","2014","35-65","direkter Migrationshintergrund","942","0.301271631661306","0.285519504155648","0.317023759166965"
"Ein wenig","2014","35-65","indirekter Migrationshintergrund","160","0.239034756434731","0.207049438169013","0.271020074700449"
"Ein wenig","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2014","66 +","kein Migrationshintergrund","1935","0.449240345015758","0.434699030141949","0.463781659889566"
"Ein wenig","2014","66 +","direkter Migrationshintergrund","180","0.405489504867515","0.359508272412602","0.451470737322428"
"Ein wenig","2014","66 +","indirekter Migrationshintergrund","","","",""
"Ein wenig","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2014","17-34","kein Migrationshintergrund","3257","0.829175952570324","0.817525899173874","0.840826005966774"
"Gar nicht","2014","17-34","direkter Migrationshintergrund","1168","0.850115501266529","0.831477045727813","0.868753956805245"
"Gar nicht","2014","17-34","indirekter Migrationshintergrund","910","0.814290883388755","0.791279052405013","0.837302714372498"
"Gar nicht","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2014","35-65","kein Migrationshintergrund","7247","0.580817662383807","0.571843817153923","0.589791507613691"
"Gar nicht","2014","35-65","direkter Migrationshintergrund","1995","0.576179727469909","0.559213872080884","0.593145582858934"
"Gar nicht","2014","35-65","indirekter Migrationshintergrund","484","0.697926163668856","0.663491247152524","0.732361080185189"
"Gar nicht","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2014","66 +","kein Migrationshintergrund","1423","0.283067177983836","0.269897740279227","0.296236615688445"
"Gar nicht","2014","66 +","direkter Migrationshintergrund","119","0.250243718507427","0.209678606013865","0.290808831000989"
"Gar nicht","2014","66 +","indirekter Migrationshintergrund","4","","",""
"Gar nicht","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2015","17-34","kein Migrationshintergrund","","","",""
"Stark","2015","17-34","direkter Migrationshintergrund","","","",""
"Stark","2015","17-34","indirekter Migrationshintergrund","","","",""
"Stark","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2015","35-65","kein Migrationshintergrund","","","",""
"Stark","2015","35-65","direkter Migrationshintergrund","","","",""
"Stark","2015","35-65","indirekter Migrationshintergrund","","","",""
"Stark","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2015","66 +","kein Migrationshintergrund","","","",""
"Stark","2015","66 +","direkter Migrationshintergrund","","","",""
"Stark","2015","66 +","indirekter Migrationshintergrund","","","",""
"Stark","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2015","17-34","kein Migrationshintergrund","","","",""
"Ein wenig","2015","17-34","direkter Migrationshintergrund","","","",""
"Ein wenig","2015","17-34","indirekter Migrationshintergrund","","","",""
"Ein wenig","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2015","35-65","kein Migrationshintergrund","","","",""
"Ein wenig","2015","35-65","direkter Migrationshintergrund","","","",""
"Ein wenig","2015","35-65","indirekter Migrationshintergrund","","","",""
"Ein wenig","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2015","66 +","kein Migrationshintergrund","","","",""
"Ein wenig","2015","66 +","direkter Migrationshintergrund","","","",""
"Ein wenig","2015","66 +","indirekter Migrationshintergrund","","","",""
"Ein wenig","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2015","17-34","kein Migrationshintergrund","","","",""
"Gar nicht","2015","17-34","direkter Migrationshintergrund","","","",""
"Gar nicht","2015","17-34","indirekter Migrationshintergrund","","","",""
"Gar nicht","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2015","35-65","kein Migrationshintergrund","","","",""
"Gar nicht","2015","35-65","direkter Migrationshintergrund","","","",""
"Gar nicht","2015","35-65","indirekter Migrationshintergrund","","","",""
"Gar nicht","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2015","66 +","kein Migrationshintergrund","","","",""
"Gar nicht","2015","66 +","direkter Migrationshintergrund","","","",""
"Gar nicht","2015","66 +","indirekter Migrationshintergrund","","","",""
"Gar nicht","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2016","17-34","kein Migrationshintergrund","85","0.0266025733334172","0.0211468568957894","0.0320582897710451"
"Stark","2016","17-34","direkter Migrationshintergrund","97","0.0239602729273692","0.0183751662215763","0.0295453796331622"
"Stark","2016","17-34","indirekter Migrationshintergrund","23","","",""
"Stark","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2016","35-65","kein Migrationshintergrund","791","0.0890369052093039","0.0834996579693163","0.0945741524492915"
"Stark","2016","35-65","direkter Migrationshintergrund","453","0.115267651101239","0.105846768286384","0.124688533916094"
"Stark","2016","35-65","indirekter Migrationshintergrund","41","0.0697928426576804","0.0502500428818424","0.0893356424335184"
"Stark","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2016","66 +","kein Migrationshintergrund","1071","0.271924629766664","0.258631586983773","0.285217672549556"
"Stark","2016","66 +","direkter Migrationshintergrund","120","0.254813249822387","0.213039494787502","0.296587004857273"
"Stark","2016","66 +","indirekter Migrationshintergrund","","","",""
"Stark","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2016","17-34","kein Migrationshintergrund","576","0.166463111396267","0.153834189294368","0.179092033498167"
"Ein wenig","2016","17-34","direkter Migrationshintergrund","454","0.133117559326949","0.120711049514676","0.145524069139222"
"Ein wenig","2016","17-34","indirekter Migrationshintergrund","141","0.142156847434192","0.119149619662638","0.165164075205746"
"Ein wenig","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2016","35-65","kein Migrationshintergrund","3174","0.331632302885565","0.322478645881015","0.340785959890116"
"Ein wenig","2016","35-65","direkter Migrationshintergrund","1204","0.288436307265276","0.275071466764335","0.301801147766216"
"Ein wenig","2016","35-65","indirekter Migrationshintergrund","164","0.246702164156731","0.213637711344989","0.279766616968473"
"Ein wenig","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2016","66 +","kein Migrationshintergrund","1851","0.434785343268128","0.419975307241028","0.449595379295229"
"Ein wenig","2016","66 +","direkter Migrationshintergrund","186","0.511415056730914","0.463495063860855","0.559335049600974"
"Ein wenig","2016","66 +","indirekter Migrationshintergrund","1","","",""
"Ein wenig","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2016","17-34","kein Migrationshintergrund","2681","0.806934315270316","0.793552454553245","0.820316175987387"
"Gar nicht","2016","17-34","direkter Migrationshintergrund","2329","0.842922167745682","0.829632839322368","0.856211496168996"
"Gar nicht","2016","17-34","indirekter Migrationshintergrund","721","0.838135912311894","0.813869312261043","0.862402512362746"
"Gar nicht","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2016","35-65","kein Migrationshintergrund","6197","0.579330791905131","0.569732539556816","0.588929044253446"
"Gar nicht","2016","35-65","direkter Migrationshintergrund","2757","0.596296041633485","0.581821847485937","0.610770235781034"
"Gar nicht","2016","35-65","indirekter Migrationshintergrund","448","0.683504993185589","0.647831488537265","0.719178497833912"
"Gar nicht","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2016","66 +","kein Migrationshintergrund","1382","0.293290026965207","0.279688701984398","0.306891351946017"
"Gar nicht","2016","66 +","direkter Migrationshintergrund","112","0.233771693446698","0.193198890887267","0.274344496006129"
"Gar nicht","2016","66 +","indirekter Migrationshintergrund","3","","",""
"Gar nicht","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2017","17-34","kein Migrationshintergrund","","","",""
"Stark","2017","17-34","direkter Migrationshintergrund","45","0.0421900982581322","0.0304590054449634","0.0539211910713011"
"Stark","2017","17-34","indirekter Migrationshintergrund","","","",""
"Stark","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2017","35-65","kein Migrationshintergrund","","","",""
"Stark","2017","35-65","direkter Migrationshintergrund","111","0.152345926495175","0.125762908527314","0.178928944463036"
"Stark","2017","35-65","indirekter Migrationshintergrund","","","",""
"Stark","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2017","66 +","kein Migrationshintergrund","","","",""
"Stark","2017","66 +","direkter Migrationshintergrund","12","","",""
"Stark","2017","66 +","indirekter Migrationshintergrund","","","",""
"Stark","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2017","17-34","kein Migrationshintergrund","","","",""
"Ein wenig","2017","17-34","direkter Migrationshintergrund","177","0.156538381390536","0.135333462132731","0.177743300648341"
"Ein wenig","2017","17-34","indirekter Migrationshintergrund","","","",""
"Ein wenig","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2017","35-65","kein Migrationshintergrund","","","",""
"Ein wenig","2017","35-65","direkter Migrationshintergrund","234","0.334705419706534","0.299797987754202","0.369612851658867"
"Ein wenig","2017","35-65","indirekter Migrationshintergrund","","","",""
"Ein wenig","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2017","66 +","kein Migrationshintergrund","","","",""
"Ein wenig","2017","66 +","direkter Migrationshintergrund","5","","",""
"Ein wenig","2017","66 +","indirekter Migrationshintergrund","","","",""
"Ein wenig","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2017","17-34","kein Migrationshintergrund","","","",""
"Gar nicht","2017","17-34","direkter Migrationshintergrund","906","0.801271520351332","0.777984525366893","0.82455851533577"
"Gar nicht","2017","17-34","indirekter Migrationshintergrund","","","",""
"Gar nicht","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2017","35-65","kein Migrationshintergrund","","","",""
"Gar nicht","2017","35-65","direkter Migrationshintergrund","357","0.512948653798291","0.475974022145809","0.549923285450773"
"Gar nicht","2017","35-65","indirekter Migrationshintergrund","","","",""
"Gar nicht","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2017","66 +","kein Migrationshintergrund","","","",""
"Gar nicht","2017","66 +","direkter Migrationshintergrund","4","","",""
"Gar nicht","2017","66 +","indirekter Migrationshintergrund","","","",""
"Gar nicht","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2018","17-34","kein Migrationshintergrund","85","0.0226365061283648","0.0179938399571328","0.0272791722995968"
"Stark","2018","17-34","direkter Migrationshintergrund","112","0.0366511834843804","0.0297343496133977","0.0435680173553631"
"Stark","2018","17-34","indirekter Migrationshintergrund","23","","",""
"Stark","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2018","35-65","kein Migrationshintergrund","880","0.0863530433440304","0.0811051971562952","0.0916008895317657"
"Stark","2018","35-65","direkter Migrationshintergrund","523","0.106297565615055","0.0974176355461838","0.115177495683927"
"Stark","2018","35-65","indirekter Migrationshintergrund","44","0.0508922854242365","0.0347262827800911","0.067058288068382"
"Stark","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2018","66 +","kein Migrationshintergrund","1078","0.265025758681481","0.252163569303972","0.27788794805899"
"Stark","2018","66 +","direkter Migrationshintergrund","128","0.294494468621628","0.253329629732174","0.335659307511081"
"Stark","2018","66 +","indirekter Migrationshintergrund","3","","",""
"Stark","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2018","17-34","kein Migrationshintergrund","655","0.15796660320138","0.146582940983106","0.169350265419653"
"Ein wenig","2018","17-34","direkter Migrationshintergrund","499","0.166942033782397","0.153214515831763","0.180669551733031"
"Ein wenig","2018","17-34","indirekter Migrationshintergrund","158","0.168283138557369","0.144690985209714","0.191875291905024"
"Ein wenig","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2018","35-65","kein Migrationshintergrund","3446","0.334819166923429","0.326002019817224","0.343636314029634"
"Ein wenig","2018","35-65","direkter Migrationshintergrund","1416","0.312198682695362","0.298848154428355","0.325549210962368"
"Ein wenig","2018","35-65","indirekter Migrationshintergrund","193","0.286534175983255","0.253276360565383","0.319791991401126"
"Ein wenig","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2018","66 +","kein Migrationshintergrund","1947","0.439345599147035","0.424881694330783","0.453809503963286"
"Ein wenig","2018","66 +","direkter Migrationshintergrund","207","0.400263333948868","0.356015619555279","0.444511048342456"
"Ein wenig","2018","66 +","indirekter Migrationshintergrund","6","","",""
"Ein wenig","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2018","17-34","kein Migrationshintergrund","3203","0.819396890670256","0.807389615324577","0.831404166015934"
"Gar nicht","2018","17-34","direkter Migrationshintergrund","2224","0.796406782733223","0.781584309077818","0.811229256388628"
"Gar nicht","2018","17-34","indirekter Migrationshintergrund","785","0.803403898238164","0.778342000925569","0.828465795550759"
"Gar nicht","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2018","35-65","kein Migrationshintergrund","6679","0.57882778973254","0.569602975943291","0.588052603521789"
"Gar nicht","2018","35-65","direkter Migrationshintergrund","2689","0.581503751689583","0.56729115406236","0.595716349316805"
"Gar nicht","2018","35-65","indirekter Migrationshintergrund","473","0.662573538592509","0.627793862817389","0.697353214367628"
"Gar nicht","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2018","66 +","kein Migrationshintergrund","1498","0.295628642171484","0.282329951165199","0.30892733317777"
"Gar nicht","2018","66 +","direkter Migrationshintergrund","136","0.305242197429505","0.263653373476411","0.346831021382598"
"Gar nicht","2018","66 +","indirekter Migrationshintergrund","11","","",""
"Gar nicht","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2019","17-34","kein Migrationshintergrund","","","",""
"Stark","2019","17-34","direkter Migrationshintergrund","10","","",""
"Stark","2019","17-34","indirekter Migrationshintergrund","","","",""
"Stark","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2019","35-65","kein Migrationshintergrund","","","",""
"Stark","2019","35-65","direkter Migrationshintergrund","23","","",""
"Stark","2019","35-65","indirekter Migrationshintergrund","","","",""
"Stark","2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2019","66 +","kein Migrationshintergrund","","","",""
"Stark","2019","66 +","direkter Migrationshintergrund","3","","",""
"Stark","2019","66 +","indirekter Migrationshintergrund","","","",""
"Stark","2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2019","17-34","kein Migrationshintergrund","","","",""
"Ein wenig","2019","17-34","direkter Migrationshintergrund","19","","",""
"Ein wenig","2019","17-34","indirekter Migrationshintergrund","","","",""
"Ein wenig","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2019","35-65","kein Migrationshintergrund","","","",""
"Ein wenig","2019","35-65","direkter Migrationshintergrund","33","0.309208570602785","0.226860270650859","0.391556870554711"
"Ein wenig","2019","35-65","indirekter Migrationshintergrund","","","",""
"Ein wenig","2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2019","66 +","kein Migrationshintergrund","","","",""
"Ein wenig","2019","66 +","direkter Migrationshintergrund","1","","",""
"Ein wenig","2019","66 +","indirekter Migrationshintergrund","","","",""
"Ein wenig","2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2019","17-34","kein Migrationshintergrund","","","",""
"Gar nicht","2019","17-34","direkter Migrationshintergrund","102","0.749606630555666","0.675417451558516","0.823795809552816"
"Gar nicht","2019","17-34","indirekter Migrationshintergrund","","","",""
"Gar nicht","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2019","35-65","kein Migrationshintergrund","","","",""
"Gar nicht","2019","35-65","direkter Migrationshintergrund","65","0.461512503561296","0.372687557289927","0.550337449832665"
"Gar nicht","2019","35-65","indirekter Migrationshintergrund","","","",""
"Gar nicht","2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2019","66 +","kein Migrationshintergrund","","","",""
"Gar nicht","2019","66 +","direkter Migrationshintergrund","2","","",""
"Gar nicht","2019","66 +","indirekter Migrationshintergrund","","","",""
"Gar nicht","2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2020","17-34","kein Migrationshintergrund","79","0.0225067456465462","0.0176296224814523","0.0273838688116401"
"Stark","2020","17-34","direkter Migrationshintergrund","146","0.0518758496122889","0.0446702142846553","0.0590814849399224"
"Stark","2020","17-34","indirekter Migrationshintergrund","27","","",""
"Stark","2020","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2020","35-65","kein Migrationshintergrund","851","0.089498698209259","0.0840707928540614","0.0949266035644566"
"Stark","2020","35-65","direkter Migrationshintergrund","582","0.102404090161152","0.0940455668819467","0.110762613440357"
"Stark","2020","35-65","indirekter Migrationshintergrund","49","0.0674979304172808","0.0496847799662537","0.085311080868308"
"Stark","2020","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2020","66 +","kein Migrationshintergrund","943","0.253992222966022","0.241201391543441","0.266783054388602"
"Stark","2020","66 +","direkter Migrationshintergrund","135","0.304207462588413","0.262525325314266","0.345889599862561"
"Stark","2020","66 +","indirekter Migrationshintergrund","3","","",""
"Stark","2020","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2020","17-34","kein Migrationshintergrund","670","0.179957853054512","0.16732638069996","0.192589325409064"
"Ein wenig","2020","17-34","direkter Migrationshintergrund","661","0.197738095658508","0.184797319595078","0.210678871721939"
"Ein wenig","2020","17-34","indirekter Migrationshintergrund","164","0.153865143260508","0.129847606826141","0.177882679694874"
"Ein wenig","2020","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2020","35-65","kein Migrationshintergrund","3368","0.335230864193859","0.326254694717195","0.344207033670522"
"Ein wenig","2020","35-65","direkter Migrationshintergrund","1672","0.403047198347904","0.389524030983632","0.416570365712177"
"Ein wenig","2020","35-65","indirekter Migrationshintergrund","219","0.314784194112394","0.281808742640258","0.347759645584529"
"Ein wenig","2020","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2020","66 +","kein Migrationshintergrund","2052","0.464091432385121","0.449437168299518","0.478745696470723"
"Ein wenig","2020","66 +","direkter Migrationshintergrund","206","0.422674965457571","0.377920268322227","0.467429662592915"
"Ein wenig","2020","66 +","indirekter Migrationshintergrund","20","","",""
