"year","bildungsniveau","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2019","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2019","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2019","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2019","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2019","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2019","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2019","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","direkter Migrationshintergrund","6.18","6.5","1974","4","6","7","7","7","6.13","6.23","1","7","7","7"
"2020","(Fach-)Abitur","indirekter Migrationshintergrund","6.46","6.5","371","6","6","7","7","7","6.37","6.55","1","7","7","7"
"2020","(Fach-)Abitur","kein Migrationshintergrund","6.46","6.5","2713","6","6","7","7","7","6.43","6.49","1","7","7","7"
"2020","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","(noch) kein Abschluss","direkter Migrationshintergrund","6.2","6.5","1787","4","6","7","7","7","6.15","6.25","1","7","7","7"
"2020","(noch) kein Abschluss","indirekter Migrationshintergrund","6.2","5.5","114","5","6","7","7","7","6.04","6.36","3","7","6","7"
"2020","(noch) kein Abschluss","kein Migrationshintergrund","6.24","6.5","352","5","6","7","7","7","6.13","6.35","1","7","7","7"
"2020","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","AkademikerIn","direkter Migrationshintergrund","6.24","6.5","2129","5","6","7","7","7","6.2","6.28","1","7","7","7"
"2020","AkademikerIn","indirekter Migrationshintergrund","6.54","6.5","352","6","6","7","7","7","6.46","6.62","1","7","7","7"
"2020","AkademikerIn","kein Migrationshintergrund","6.42","6.5","5295","6","6","7","7","7","6.4","6.44","1","7","7","7"
"2020","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","Hauptschule","direkter Migrationshintergrund","6.22","6.5","2200","5","6","7","7","7","6.17","6.27","1","7","7","7"
"2020","Hauptschule","indirekter Migrationshintergrund","6.32","6.5","332","5","6","7","7","7","6.21","6.43","1","7","7","7"
"2020","Hauptschule","kein Migrationshintergrund","6.36","6.5","4204","5","6","7","7","7","6.33","6.39","1","7","7","7"
"2020","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","Realschule","direkter Migrationshintergrund","6.45","6.5","305","5","6","7","7","7","6.35","6.55","1","7","7","7"
"2020","Realschule","indirekter Migrationshintergrund","6.3","6.5","380","5","6","7","7","7","6.19","6.41","1","7","7","7"
"2020","Realschule","kein Migrationshintergrund","6.45","6.5","5567","5","6","7","7","7","6.43","6.47","1","7","7","7"
"2020","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
