year,pgisced97,sex,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Upper Secondary Level,male,Disabled (> 30%),0.14854,825,6251,0.13972,0.15735
2000,Upper Secondary Level,female,Not Disabled (<= 30%),0.89345,5927,6522,0.88596,0.90093
2000,Upper Secondary Level,female,Disabled (> 30%),0.10511,595,6522,0.09767,0.11255
2000,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.91432,471,504,0.88986,0.93878
2000,Post-secondary Non-tertiary Level,male,Disabled (> 30%),0.08071,33,504,0.05690,0.10451
2000,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.95087,585,585,0.93334,0.96840
2000,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.84128,931,1071,0.81939,0.86318
2000,First Stage of Tertiary Education,male,Disabled (> 30%),0.15546,140,1071,0.13375,0.17718
2000,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.90751,752,806,0.88749,0.92752
2000,First Stage of Tertiary Education,female,Disabled (> 30%),0.08979,54,806,0.07004,0.10953
2000,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.91922,1997,2158,0.90772,0.93072
2000,Second Stage of Tertiary Education,male,Disabled (> 30%),0.07985,161,2158,0.06841,0.09129
2000,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.93001,1558,1656,0.91771,0.94230
2000,Second Stage of Tertiary Education,female,Disabled (> 30%),0.06879,98,1656,0.05659,0.08098
2001,Pre-primary Level,male,Not Disabled (<= 30%),0.98818,254,254,0.97486,1.00150
2001,Pre-primary Level,female,Not Disabled (<= 30%),0.99776,282,282,0.99223,1.00329
2001,Primary Level,male,Not Disabled (<= 30%),0.78239,104,104,0.70270,0.86208
2001,Primary Level,female,Not Disabled (<= 30%),0.87947,156,156,0.82821,0.93073
2001,Lower Secondary Level,male,Not Disabled (<= 30%),0.86428,879,997,0.84301,0.88555
2001,Lower Secondary Level,male,Disabled (> 30%),0.13166,118,997,0.11066,0.15266
2001,Lower Secondary Level,female,Not Disabled (<= 30%),0.85944,1822,2078,0.84449,0.87438
2001,Lower Secondary Level,female,Disabled (> 30%),0.13825,256,2078,0.12341,0.15310
2001,Upper Secondary Level,male,Not Disabled (<= 30%),0.85245,4906,5625,0.84318,0.86172
2001,Upper Secondary Level,male,Disabled (> 30%),0.14485,719,5625,0.13566,0.15405
2001,Upper Secondary Level,female,Not Disabled (<= 30%),0.89441,5383,5915,0.88658,0.90224
2001,Upper Secondary Level,female,Disabled (> 30%),0.10130,532,5915,0.09361,0.10899
2001,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.90985,442,478,0.88414,0.93555
2001,Post-secondary Non-tertiary Level,male,Disabled (> 30%),0.09015,36,478,0.06445,0.11586
2001,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.92438,554,586,0.90295,0.94580
2001,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.06963,32,586,0.04900,0.09025
2001,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.85466,842,961,0.83236,0.87695
2001,First Stage of Tertiary Education,male,Disabled (> 30%),0.14356,119,961,0.12138,0.16575
2001,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.88152,654,709,0.85771,0.90533
2001,First Stage of Tertiary Education,female,Disabled (> 30%),0.11020,55,709,0.08713,0.13326
2001,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.91084,1831,1990,0.89831,0.92336
2001,Second Stage of Tertiary Education,male,Disabled (> 30%),0.08595,159,1990,0.07363,0.09826
2001,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.92675,1453,1555,0.91380,0.93971
2001,Second Stage of Tertiary Education,female,Disabled (> 30%),0.07298,102,1555,0.06004,0.08591
2002,Pre-primary Level,male,Not Disabled (<= 30%),0.96142,290,290,0.93921,0.98362
2002,Pre-primary Level,female,Not Disabled (<= 30%),0.99672,315,315,0.99040,1.00304
2002,Primary Level,male,Not Disabled (<= 30%),0.78702,93,93,0.70336,0.87068
2002,Primary Level,female,Not Disabled (<= 30%),0.87180,147,147,0.81757,0.92603
2002,Lower Secondary Level,male,Not Disabled (<= 30%),0.85165,821,944,0.82897,0.87434
2002,Lower Secondary Level,male,Disabled (> 30%),0.14511,123,944,0.12263,0.16759
2002,Lower Secondary Level,female,Not Disabled (<= 30%),0.84851,1677,1940,0.83255,0.86447
2002,Lower Secondary Level,female,Disabled (> 30%),0.14801,263,1940,0.13221,0.16382
2002,Upper Secondary Level,male,Not Disabled (<= 30%),0.83853,4777,5546,0.82884,0.84821
2002,Upper Secondary Level,male,Disabled (> 30%),0.15860,769,5546,0.14898,0.16821
2002,Upper Secondary Level,female,Not Disabled (<= 30%),0.88278,5426,6004,0.87464,0.89092
2002,Upper Secondary Level,female,Disabled (> 30%),0.11259,578,6004,0.10459,0.12059
2002,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.91773,456,492,0.89343,0.94204
2002,Post-secondary Non-tertiary Level,male,Disabled (> 30%),0.08202,36,492,0.05775,0.10629
2002,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.93119,635,671,0.91203,0.95036
2002,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.06626,36,671,0.04743,0.08510
2002,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.85438,887,1008,0.83259,0.87616
2002,First Stage of Tertiary Education,male,Disabled (> 30%),0.14398,121,1008,0.12230,0.16567
2002,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.88703,672,731,0.86406,0.90999
2002,First Stage of Tertiary Education,female,Disabled (> 30%),0.11052,59,731,0.08778,0.13327
2002,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.91511,2409,2601,0.90439,0.92582
2002,Second Stage of Tertiary Education,male,Disabled (> 30%),0.08450,192,2601,0.07381,0.09519
2002,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91833,1838,1955,0.90619,0.93047
2002,Second Stage of Tertiary Education,female,Disabled (> 30%),0.08061,117,1955,0.06854,0.09268
2003,Pre-primary Level,male,Not Disabled (<= 30%),0.97738,297,297,0.96044,0.99432
2003,Pre-primary Level,female,Not Disabled (<= 30%),0.99767,315,315,0.99234,1.00300
2003,Primary Level,male,Not Disabled (<= 30%),0.79219,87,87,0.70644,0.87794
2003,Primary Level,female,Not Disabled (<= 30%),0.83433,136,136,0.77162,0.89705
2003,Lower Secondary Level,male,Not Disabled (<= 30%),0.84851,786,908,0.82517,0.87184
2003,Lower Secondary Level,male,Disabled (> 30%),0.15010,122,908,0.12685,0.17334
2003,Lower Secondary Level,female,Not Disabled (<= 30%),0.85134,1573,1818,0.83498,0.86769
2003,Lower Secondary Level,female,Disabled (> 30%),0.14437,245,1818,0.12821,0.16053
2003,Upper Secondary Level,male,Not Disabled (<= 30%),0.84607,4578,5310,0.83636,0.85578
2003,Upper Secondary Level,male,Disabled (> 30%),0.15131,732,5310,0.14167,0.16095
2003,Upper Secondary Level,female,Not Disabled (<= 30%),0.88408,5220,5773,0.87582,0.89234
2003,Upper Secondary Level,female,Disabled (> 30%),0.11261,553,5773,0.10445,0.12076
2003,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.92074,447,480,0.89655,0.94493
2003,Post-secondary Non-tertiary Level,male,Disabled (> 30%),0.07926,33,480,0.05507,0.10345
2003,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.94200,635,671,0.92430,0.95970
2003,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.05621,36,671,0.03877,0.07365
2003,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.83969,843,973,0.81662,0.86275
2003,First Stage of Tertiary Education,male,Disabled (> 30%),0.15665,130,973,0.13380,0.17950
2003,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.87283,642,711,0.84832,0.89733
2003,First Stage of Tertiary Education,female,Disabled (> 30%),0.12717,69,711,0.10267,0.15168
2003,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.90246,2254,2457,0.89073,0.91420
2003,Second Stage of Tertiary Education,male,Disabled (> 30%),0.09717,203,2457,0.08546,0.10888
2003,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.92057,1774,1894,0.90839,0.93275
2003,Second Stage of Tertiary Education,female,Disabled (> 30%),0.07780,120,1894,0.06573,0.08986
2004,Pre-primary Level,male,Not Disabled (<= 30%),0.99360,308,308,0.98468,1.00252
2004,Pre-primary Level,female,Not Disabled (<= 30%),0.99879,329,329,0.99503,1.00255
2004,Primary Level,male,Not Disabled (<= 30%),0.82817,84,84,0.74701,0.90933
2004,Primary Level,female,Not Disabled (<= 30%),0.82579,130,130,0.76034,0.89125
2004,Lower Secondary Level,male,Not Disabled (<= 30%),0.84652,722,833,0.82203,0.87101
2004,Lower Secondary Level,male,Disabled (> 30%),0.14662,111,833,0.12258,0.17066
2004,Lower Secondary Level,female,Not Disabled (<= 30%),0.84053,1482,1736,0.82331,0.85776
2004,Lower Secondary Level,female,Disabled (> 30%),0.15773,254,1736,0.14058,0.17488
2004,Upper Secondary Level,male,Not Disabled (<= 30%),0.84073,4407,5147,0.83074,0.85073
2004,Upper Secondary Level,male,Disabled (> 30%),0.15702,740,5147,0.14708,0.16697
2004,Upper Secondary Level,female,Not Disabled (<= 30%),0.87904,5042,5609,0.87051,0.88758
2004,Upper Secondary Level,female,Disabled (> 30%),0.11803,567,5609,0.10959,0.12648
2004,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.91534,446,480,0.89042,0.94027
2004,Post-secondary Non-tertiary Level,male,Disabled (> 30%),0.08440,34,480,0.05951,0.10930
2004,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.94348,639,676,0.92606,0.96090
2004,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.05652,37,676,0.03910,0.07394
2004,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.83805,806,933,0.81440,0.86171
2004,First Stage of Tertiary Education,male,Disabled (> 30%),0.16009,127,933,0.13655,0.18363
2004,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.87355,637,706,0.84902,0.89808
2004,First Stage of Tertiary Education,female,Disabled (> 30%),0.12645,69,706,0.10192,0.15098
2004,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.89767,2213,2416,0.88558,0.90976
2004,Second Stage of Tertiary Education,male,Disabled (> 30%),0.10135,203,2416,0.08931,0.11339
2004,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91231,1748,1875,0.89950,0.92511
2004,Second Stage of Tertiary Education,female,Disabled (> 30%),0.08727,127,1875,0.07449,0.10005
2005,Pre-primary Level,male,Not Disabled (<= 30%),0.99005,307,307,0.97894,1.00117
2005,Pre-primary Level,female,Not Disabled (<= 30%),0.99872,339,339,0.99491,1.00253
2005,Primary Level,male,Not Disabled (<= 30%),0.79147,82,82,0.70300,0.87995
2005,Primary Level,female,Not Disabled (<= 30%),0.85725,123,123,0.79517,0.91932
2005,Lower Secondary Level,male,Not Disabled (<= 30%),0.85411,667,773,0.82921,0.87901
2005,Lower Secondary Level,male,Disabled (> 30%),0.14386,106,773,0.11910,0.16862
2005,Lower Secondary Level,female,Not Disabled (<= 30%),0.84632,1379,1612,0.82871,0.86393
2005,Lower Secondary Level,female,Disabled (> 30%),0.14952,233,1612,0.13210,0.16693
2005,Upper Secondary Level,male,Not Disabled (<= 30%),0.83609,4122,4879,0.82570,0.84648
2005,Upper Secondary Level,male,Disabled (> 30%),0.16232,757,4879,0.15197,0.17267
2005,Upper Secondary Level,female,Not Disabled (<= 30%),0.88104,4797,5348,0.87236,0.88972
2005,Upper Secondary Level,female,Disabled (> 30%),0.11638,551,5348,0.10778,0.12497
2005,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.92464,432,432,0.89972,0.94956
2005,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.94185,628,665,0.92405,0.95965
2005,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.05815,37,665,0.04035,0.07595
2005,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.82889,761,892,0.80416,0.85362
2005,First Stage of Tertiary Education,male,Disabled (> 30%),0.16862,131,892,0.14404,0.19321
2005,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.88159,599,665,0.85702,0.90617
2005,First Stage of Tertiary Education,female,Disabled (> 30%),0.11841,66,665,0.09383,0.14298
2005,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.90850,2121,2305,0.89673,0.92027
2005,Second Stage of Tertiary Education,male,Disabled (> 30%),0.08975,184,2305,0.07808,0.10142
2005,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.90496,1716,1856,0.89161,0.91830
2005,Second Stage of Tertiary Education,female,Disabled (> 30%),0.09239,140,1856,0.07921,0.10557
2006,Pre-primary Level,male,Not Disabled (<= 30%),0.61359,196,196,0.54524,0.68193
2006,Pre-primary Level,female,Not Disabled (<= 30%),0.65078,197,197,0.58403,0.71752
2006,Primary Level,male,Not Disabled (<= 30%),0.79611,79,79,0.70670,0.88552
2006,Primary Level,female,Not Disabled (<= 30%),0.82518,119,119,0.75665,0.89371
2006,Lower Secondary Level,male,Not Disabled (<= 30%),0.81166,656,768,0.78399,0.83933
2006,Lower Secondary Level,male,Disabled (> 30%),0.15382,112,768,0.12829,0.17935
2006,Lower Secondary Level,female,Not Disabled (<= 30%),0.82735,1448,1703,0.80939,0.84530
2006,Lower Secondary Level,female,Disabled (> 30%),0.15604,255,1703,0.13880,0.17328
2006,Upper Secondary Level,male,Not Disabled (<= 30%),0.83590,4430,5254,0.82589,0.84592
2006,Upper Secondary Level,male,Disabled (> 30%),0.16058,824,5254,0.15065,0.17050
2006,Upper Secondary Level,female,Not Disabled (<= 30%),0.87528,5188,5803,0.86677,0.88378
2006,Upper Secondary Level,female,Disabled (> 30%),0.12084,615,5803,0.11245,0.12923
2006,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.92496,448,448,0.90054,0.94938
2006,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.93621,693,732,0.91849,0.95393
2006,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.06297,39,732,0.04536,0.08058
2006,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.82794,800,940,0.80380,0.85208
2006,First Stage of Tertiary Education,male,Disabled (> 30%),0.16722,140,940,0.14335,0.19109
2006,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.88894,635,707,0.86576,0.91212
2006,First Stage of Tertiary Education,female,Disabled (> 30%),0.11106,72,707,0.08788,0.13424
2006,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.90444,2328,2549,0.89302,0.91585
2006,Second Stage of Tertiary Education,male,Disabled (> 30%),0.09488,221,2549,0.08350,0.10626
2006,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.90621,1866,2025,0.89350,0.91891
2006,Second Stage of Tertiary Education,female,Disabled (> 30%),0.09293,159,2025,0.08028,0.10558
2007,Pre-primary Level,male,Not Disabled (<= 30%),0.48547,161,161,0.40803,0.56291
2007,Pre-primary Level,female,Not Disabled (<= 30%),0.55317,179,179,0.48013,0.62621
2007,Primary Level,male,Not Disabled (<= 30%),0.79985,63,63,0.70025,0.89945
2007,Primary Level,female,Not Disabled (<= 30%),0.84935,112,112,0.78280,0.91589
2007,Lower Secondary Level,male,Not Disabled (<= 30%),0.82619,591,688,0.79785,0.85452
2007,Lower Secondary Level,male,Disabled (> 30%),0.14526,97,688,0.11891,0.17161
2007,Lower Secondary Level,female,Not Disabled (<= 30%),0.83490,1287,1514,0.81619,0.85361
2007,Lower Secondary Level,female,Disabled (> 30%),0.14645,227,1514,0.12863,0.16426
2007,Upper Secondary Level,male,Not Disabled (<= 30%),0.83947,4140,4891,0.82918,0.84976
2007,Upper Secondary Level,male,Disabled (> 30%),0.15766,751,4891,0.14744,0.16787
2007,Upper Secondary Level,female,Not Disabled (<= 30%),0.87324,4815,5408,0.86437,0.88211
2007,Upper Secondary Level,female,Disabled (> 30%),0.12329,593,5408,0.11452,0.13205
2007,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.91938,431,462,0.89453,0.94423
2007,Post-secondary Non-tertiary Level,male,Disabled (> 30%),0.08062,31,462,0.05577,0.10547
2007,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.91746,652,703,0.89710,0.93782
2007,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.07885,51,703,0.05891,0.09879
2007,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.81622,758,896,0.79085,0.84160
2007,First Stage of Tertiary Education,male,Disabled (> 30%),0.18085,138,896,0.15564,0.20607
2007,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.89634,574,634,0.87260,0.92009
2007,First Stage of Tertiary Education,female,Disabled (> 30%),0.09816,60,634,0.07498,0.12134
2007,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.89731,2185,2407,0.88518,0.90944
2007,Second Stage of Tertiary Education,male,Disabled (> 30%),0.10193,222,2407,0.08984,0.11402
2007,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.90408,1814,1978,0.89110,0.91706
2007,Second Stage of Tertiary Education,female,Disabled (> 30%),0.09391,164,1978,0.08106,0.10677
2008,Pre-primary Level,male,Not Disabled (<= 30%),0.55765,167,167,0.48209,0.63320
2008,Pre-primary Level,female,Not Disabled (<= 30%),0.61894,183,183,0.54838,0.68949
2008,Primary Level,male,Not Disabled (<= 30%),0.77929,56,56,0.66968,0.88890
2008,Primary Level,female,Not Disabled (<= 30%),0.88272,94,94,0.81733,0.94811
2008,Lower Secondary Level,male,Not Disabled (<= 30%),0.82930,538,631,0.79992,0.85868
2008,Lower Secondary Level,male,Disabled (> 30%),0.14517,93,631,0.11767,0.17268
2008,Lower Secondary Level,female,Not Disabled (<= 30%),0.82497,1170,1375,0.80488,0.84506
2008,Lower Secondary Level,female,Disabled (> 30%),0.14959,205,1375,0.13073,0.16844
2008,Upper Secondary Level,male,Not Disabled (<= 30%),0.84679,3891,4597,0.83638,0.85720
2008,Upper Secondary Level,male,Disabled (> 30%),0.15105,706,4597,0.14069,0.16140
2008,Upper Secondary Level,female,Not Disabled (<= 30%),0.86773,4539,5108,0.85844,0.87702
2008,Upper Secondary Level,female,Disabled (> 30%),0.12680,569,5108,0.11767,0.13593
2008,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.91563,407,407,0.88859,0.94267
2008,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.92860,614,656,0.90888,0.94832
2008,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.07140,42,656,0.05168,0.09112
2008,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.81436,695,829,0.78787,0.84084
2008,First Stage of Tertiary Education,male,Disabled (> 30%),0.18435,134,829,0.15793,0.21076
2008,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91204,533,584,0.88905,0.93503
2008,First Stage of Tertiary Education,female,Disabled (> 30%),0.08796,51,584,0.06497,0.11095
2008,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.90038,2082,2291,0.88811,0.91265
2008,Second Stage of Tertiary Education,male,Disabled (> 30%),0.09847,209,2291,0.08627,0.11068
2008,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91014,1741,1899,0.89728,0.92301
2008,Second Stage of Tertiary Education,female,Disabled (> 30%),0.08986,158,1899,0.07699,0.10272
2009,Pre-primary Level,male,Not Disabled (<= 30%),0.61563,167,167,0.54163,0.68963
2009,Pre-primary Level,female,Not Disabled (<= 30%),0.64163,144,144,0.56303,0.72022
2009,Primary Level,male,Not Disabled (<= 30%),0.77373,52,52,0.65889,0.88856
2009,Primary Level,female,Not Disabled (<= 30%),0.86830,83,83,0.79510,0.94149
2009,Lower Secondary Level,male,Not Disabled (<= 30%),0.83201,475,555,0.80088,0.86315
2009,Lower Secondary Level,male,Disabled (> 30%),0.13008,80,555,0.10207,0.15810
2009,Lower Secondary Level,female,Not Disabled (<= 30%),0.83784,1049,1229,0.81723,0.85846
2009,Lower Secondary Level,female,Disabled (> 30%),0.14425,180,1229,0.12460,0.16391
2009,Upper Secondary Level,male,Not Disabled (<= 30%),0.84807,3597,4264,0.83730,0.85885
2009,Upper Secondary Level,male,Disabled (> 30%),0.15008,667,4264,0.13936,0.16080
2009,Upper Secondary Level,female,Not Disabled (<= 30%),0.86520,4224,4779,0.85552,0.87488
2009,Upper Secondary Level,female,Disabled (> 30%),0.13213,555,4779,0.12253,0.14174
2009,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.90676,357,357,0.87655,0.93696
2009,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.90692,562,605,0.88374,0.93009
2009,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.09173,43,605,0.06871,0.11475
2009,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.81719,654,781,0.79007,0.84432
2009,First Stage of Tertiary Education,male,Disabled (> 30%),0.17585,127,781,0.14913,0.20256
2009,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91011,494,548,0.88614,0.93408
2009,First Stage of Tertiary Education,female,Disabled (> 30%),0.08989,54,548,0.06592,0.11386
2009,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.89792,1975,2184,0.88522,0.91062
2009,Second Stage of Tertiary Education,male,Disabled (> 30%),0.10096,209,2184,0.08832,0.11360
2009,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91851,1701,1845,0.90602,0.93100
2009,Second Stage of Tertiary Education,female,Disabled (> 30%),0.08046,144,1845,0.06805,0.09288
2010,Pre-primary Level,male,Not Disabled (<= 30%),0.69678,222,222,0.63618,0.75738
2010,Pre-primary Level,female,Not Disabled (<= 30%),0.61716,184,184,0.54673,0.68759
2010,Primary Level,male,Not Disabled (<= 30%),0.83032,116,116,0.76172,0.89893
2010,Primary Level,female,Not Disabled (<= 30%),0.91393,193,193,0.87426,0.95360
2010,Lower Secondary Level,male,Not Disabled (<= 30%),0.82728,712,797,0.80102,0.85354
2010,Lower Secondary Level,male,Disabled (> 30%),0.13323,85,797,0.10962,0.15684
2010,Lower Secondary Level,female,Not Disabled (<= 30%),0.83023,1453,1639,0.81205,0.84841
2010,Lower Secondary Level,female,Disabled (> 30%),0.15189,186,1639,0.13451,0.16927
2010,Upper Secondary Level,male,Not Disabled (<= 30%),0.84555,4571,5248,0.83577,0.85533
2010,Upper Secondary Level,male,Disabled (> 30%),0.15166,677,5248,0.14196,0.16137
2010,Upper Secondary Level,female,Not Disabled (<= 30%),0.86541,5882,6458,0.85708,0.87373
2010,Upper Secondary Level,female,Disabled (> 30%),0.12819,576,6458,0.12004,0.13634
2010,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.90722,559,594,0.88387,0.93057
2010,Post-secondary Non-tertiary Level,male,Disabled (> 30%),0.09046,35,594,0.06737,0.11354
2010,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.91563,1060,1113,0.89929,0.93196
2010,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.08437,53,1113,0.06804,0.10071
2010,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.82474,820,960,0.80068,0.84880
2010,First Stage of Tertiary Education,male,Disabled (> 30%),0.17335,140,960,0.14939,0.19731
2010,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.89686,591,649,0.87345,0.92028
2010,First Stage of Tertiary Education,female,Disabled (> 30%),0.09592,58,649,0.07324,0.11859
2010,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.90000,2561,2767,0.88882,0.91118
2010,Second Stage of Tertiary Education,male,Disabled (> 30%),0.09751,206,2767,0.08645,0.10856
2010,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91301,2453,2603,0.90218,0.92384
2010,Second Stage of Tertiary Education,female,Disabled (> 30%),0.08596,150,2603,0.07519,0.09674
2011,Pre-primary Level,male,Not Disabled (<= 30%),0.53779,233,233,0.47363,0.60195
2011,Pre-primary Level,female,Not Disabled (<= 30%),0.60207,237,237,0.53962,0.66452
2011,Primary Level,male,Not Disabled (<= 30%),0.86029,139,139,0.80245,0.91814
2011,Primary Level,female,Not Disabled (<= 30%),0.77641,207,245,0.72413,0.82869
2011,Primary Level,female,Disabled (> 30%),0.21666,38,245,0.16497,0.26835
2011,Lower Secondary Level,male,Not Disabled (<= 30%),0.83938,832,936,0.81585,0.86292
2011,Lower Secondary Level,male,Disabled (> 30%),0.12632,104,936,0.10503,0.14762
2011,Lower Secondary Level,female,Not Disabled (<= 30%),0.83162,1768,2009,0.81525,0.84799
2011,Lower Secondary Level,female,Disabled (> 30%),0.15192,241,2009,0.13622,0.16762
2011,Upper Secondary Level,male,Not Disabled (<= 30%),0.84574,5278,6160,0.83672,0.85476
2011,Upper Secondary Level,male,Disabled (> 30%),0.15265,882,6160,0.14367,0.16163
2011,Upper Secondary Level,female,Not Disabled (<= 30%),0.86512,6942,7723,0.85750,0.87274
2011,Upper Secondary Level,female,Disabled (> 30%),0.13333,781,7723,0.12575,0.14091
2011,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.92354,622,665,0.90333,0.94376
2011,Post-secondary Non-tertiary Level,male,Disabled (> 30%),0.07646,43,665,0.05624,0.09667
2011,Post-secondary Non-tertiary Level,female,Not Disabled (<= 30%),0.91711,1270,1336,0.90232,0.93190
2011,Post-secondary Non-tertiary Level,female,Disabled (> 30%),0.08123,66,1336,0.06657,0.09588
2011,First Stage of Tertiary Education,male,Not Disabled (<= 30%),0.86183,998,1143,0.84181,0.88184
2011,First Stage of Tertiary Education,male,Disabled (> 30%),0.13817,145,1143,0.11816,0.15819
2011,First Stage of Tertiary Education,female,Not Disabled (<= 30%),0.87999,639,705,0.85598,0.90400
2011,First Stage of Tertiary Education,female,Disabled (> 30%),0.10657,66,705,0.08377,0.12936
2011,Second Stage of Tertiary Education,male,Not Disabled (<= 30%),0.90421,2944,3206,0.89402,0.91440
2011,Second Stage of Tertiary Education,male,Disabled (> 30%),0.09425,262,3206,0.08413,0.10436
2011,Second Stage of Tertiary Education,female,Not Disabled (<= 30%),0.91526,2811,3004,0.90530,0.92522
2011,Second Stage of Tertiary Education,female,Disabled (> 30%),0.08397,193,3004,0.07405,0.09388
2012,Pre-primary Level,male,Not Disabled (<= 30%),0.57081,222,222,0.50555,0.63607
2012,Pre-primary Level,female,Not Disabled (<= 30%),0.53803,245,245,0.47548,0.60059
2012,Primary Level,male,Not Disabled (<= 30%),0.86515,137,137,0.80775,0.92256
2012,Primary Level,female,Not Disabled (<= 30%),0.77942,193,228,0.72548,0.83336
2012,Primary Level,female,Disabled (> 30%),0.22058,35,228,0.16664,0.27452
2012,Lower Secondary Level,male,Not Disabled (<= 30%),0.83756,856,979,0.81444,0.86068
2012,Lower Secondary Level,male,Disabled (> 30%),0.13617,123,979,0.11468,0.15767
2012,Lower Secondary Level,female,Not Disabled (<= 30%),0.83052,1658,1914,0.81370,0.84733
2012,Lower Secondary Level,female,Disabled (> 30%),0.15244,256,1914,0.13633,0.16854
2012,Upper Secondary Level,male,Not Disabled (<= 30%),0.83550,5122,6026,0.82614,0.84486
2012,Upper Secondary Level,male,Disabled (> 30%),0.16246,904,6026,0.15315,0.17178
2012,Upper Secondary Level,female,Not Disabled (<= 30%),0.86161,6683,7491,0.85378,0.86943
2012,Upper Secondary Level,female,Disabled (> 30%),0.13470,808,7491,0.12697,0.14243
2012,Post-secondary Non-tertiary Level,male,Not Disabled (<= 30%),0.91054,615,666,0.88885,0.93223
2012,Post-secondary Non-tertiary Level,male,Disabled (> 30%),0.08946,51,666,0.06777,0.11115
