year,bula_h,pgisced97,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Hesse,Primary Level,Not Disabled (<= 30%),0.92669,32,32,0.83493,1.01844
2000,Hesse,Lower Secondary Level,Not Disabled (<= 30%),0.85338,247,283,0.81209,0.89466
2000,Hesse,Lower Secondary Level,Disabled (> 30%),0.13892,36,283,0.09855,0.17929
2000,Hesse,Upper Secondary Level,Not Disabled (<= 30%),0.86065,730,836,0.83716,0.88414
2000,Hesse,Upper Secondary Level,Disabled (> 30%),0.13785,106,836,0.11447,0.16124
2000,Hesse,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93483,101,101,0.88645,0.98321
2000,Hesse,First Stage of Tertiary Education,Not Disabled (<= 30%),0.89620,92,92,0.83353,0.95887
2000,Hesse,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.94432,256,256,0.91617,0.97246
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Disabled (<= 30%),0.84344,256,297,0.80205,0.88484
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Disabled (> 30%),0.14992,41,297,0.10925,0.19059
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Disabled (<= 30%),0.86438,693,786,0.84043,0.88833
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disabled (> 30%),0.13432,93,786,0.11047,0.15818
2000,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91496,56,56,0.84123,0.98868
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not Disabled (<= 30%),0.95959,109,109,0.92245,0.99673
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not Disabled (<= 30%),0.88913,134,134,0.83577,0.94249
2000,Baden-Wuerttemberg,Pre-primary Level,Not Disabled (<= 30%),0.96399,62,62,0.91723,1.01075
2000,Baden-Wuerttemberg,Primary Level,Not Disabled (<= 30%),0.76743,63,63,0.66227,0.87259
2000,Baden-Wuerttemberg,Lower Secondary Level,Not Disabled (<= 30%),0.87340,537,609,0.84697,0.89984
2000,Baden-Wuerttemberg,Lower Secondary Level,Disabled (> 30%),0.12250,72,609,0.09644,0.14856
2000,Baden-Wuerttemberg,Upper Secondary Level,Not Disabled (<= 30%),0.87651,1272,1426,0.85943,0.89360
2000,Baden-Wuerttemberg,Upper Secondary Level,Disabled (> 30%),0.12244,154,1426,0.10542,0.13946
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93040,113,113,0.88327,0.97753
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Disabled (<= 30%),0.93508,227,227,0.90295,0.96720
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.93491,384,384,0.91020,0.95962
2000,Bavaria,Pre-primary Level,Not Disabled (<= 30%),0.97060,45,45,0.92069,1.02051
2000,Bavaria,Primary Level,Not Disabled (<= 30%),0.82486,32,32,0.69106,0.95866
2000,Bavaria,Lower Secondary Level,Not Disabled (<= 30%),0.88337,461,513,0.85556,0.91117
2000,Bavaria,Lower Secondary Level,Disabled (> 30%),0.11481,52,513,0.08720,0.14243
2000,Bavaria,Upper Secondary Level,Not Disabled (<= 30%),0.88626,1706,1900,0.87198,0.90054
2000,Bavaria,Upper Secondary Level,Disabled (> 30%),0.11282,194,1900,0.09859,0.12705
2000,Bavaria,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.88980,132,132,0.83618,0.94343
2000,Bavaria,First Stage of Tertiary Education,Not Disabled (<= 30%),0.81160,219,252,0.76322,0.85997
2000,Bavaria,First Stage of Tertiary Education,Disabled (> 30%),0.18338,33,252,0.13551,0.23126
2000,Bavaria,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.94942,446,446,0.92906,0.96978
2000,Berlin,Lower Secondary Level,Not Disabled (<= 30%),0.88667,67,67,0.81019,0.96315
2000,Berlin,Upper Secondary Level,Not Disabled (<= 30%),0.83920,303,357,0.80104,0.87736
2000,Berlin,Upper Secondary Level,Disabled (> 30%),0.16080,54,357,0.12264,0.19896
2000,Berlin,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95882,35,35,0.89202,1.02561
2000,Berlin,First Stage of Tertiary Education,Not Disabled (<= 30%),0.78316,56,56,0.67424,0.89207
2000,Berlin,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91395,215,215,0.87638,0.95152
2000,Brandenburg,Lower Secondary Level,Not Disabled (<= 30%),0.85682,95,95,0.78602,0.92763
2000,Brandenburg,Upper Secondary Level,Not Disabled (<= 30%),0.88334,457,512,0.85551,0.91118
2000,Brandenburg,Upper Secondary Level,Disabled (> 30%),0.11377,55,512,0.08623,0.14130
2000,Brandenburg,First Stage of Tertiary Education,Not Disabled (<= 30%),0.93581,76,76,0.88034,0.99128
2000,Brandenburg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90575,240,240,0.86870,0.94279
2000,Mecklenburg-Western Pomerania,Lower Secondary Level,Not Disabled (<= 30%),0.93420,40,40,0.85638,1.01201
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Not Disabled (<= 30%),0.90002,300,300,0.86602,0.93402
2000,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Not Disabled (<= 30%),0.78930,34,34,0.65015,0.92844
2000,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.89131,113,113,0.83366,0.94895
2000,Saxony,Lower Secondary Level,Not Disabled (<= 30%),0.88038,142,142,0.82682,0.93395
2000,Saxony,Upper Secondary Level,Not Disabled (<= 30%),0.91910,938,1009,0.90227,0.93594
2000,Saxony,Upper Secondary Level,Disabled (> 30%),0.08017,71,1009,0.06340,0.09693
2000,Saxony,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.99220,47,47,0.96678,1.01762
2000,Saxony,First Stage of Tertiary Education,Not Disabled (<= 30%),0.95231,141,141,0.91701,0.98761
2000,Saxony,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92352,350,350,0.89564,0.95140
2000,Saxony-Anhalt,Lower Secondary Level,Not Disabled (<= 30%),0.89908,88,88,0.83578,0.96237
2000,Saxony-Anhalt,Upper Secondary Level,Not Disabled (<= 30%),0.89913,503,557,0.87409,0.92416
2000,Saxony-Anhalt,Upper Secondary Level,Disabled (> 30%),0.09443,54,557,0.07013,0.11874
2000,Saxony-Anhalt,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86929,99,99,0.80256,0.93603
2000,Saxony-Anhalt,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91565,216,216,0.87850,0.95280
2000,Thuringa,Lower Secondary Level,Not Disabled (<= 30%),0.91130,71,71,0.84469,0.97790
2000,Thuringa,Upper Secondary Level,Not Disabled (<= 30%),0.88928,606,663,0.86538,0.91318
2000,Thuringa,Upper Secondary Level,Disabled (> 30%),0.10282,57,663,0.07968,0.12595
2000,Thuringa,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86193,79,79,0.78537,0.93849
2000,Thuringa,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.89421,158,158,0.84609,0.94232
2001,Schleswig-Holstein,Lower Secondary Level,Not Disabled (<= 30%),0.89432,81,81,0.82695,0.96169
2001,Schleswig-Holstein,Upper Secondary Level,Not Disabled (<= 30%),0.85644,322,366,0.82047,0.89242
2001,Schleswig-Holstein,Upper Secondary Level,Disabled (> 30%),0.14356,44,366,0.10758,0.17953
2001,Schleswig-Holstein,First Stage of Tertiary Education,Not Disabled (<= 30%),0.91443,50,50,0.83610,0.99275
2001,Schleswig-Holstein,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.88843,71,71,0.81467,0.96218
2001,Hamburg,Upper Secondary Level,Not Disabled (<= 30%),0.78193,113,113,0.70545,0.85841
2001,Hamburg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.89425,64,64,0.81832,0.97019
2001,Lower Saxony,Lower Secondary Level,Not Disabled (<= 30%),0.84795,255,292,0.80669,0.88921
2001,Lower Saxony,Lower Secondary Level,Disabled (> 30%),0.14388,37,292,0.10355,0.18420
2001,Lower Saxony,Upper Secondary Level,Not Disabled (<= 30%),0.86807,897,1012,0.84720,0.88893
2001,Lower Saxony,Upper Secondary Level,Disabled (> 30%),0.13009,115,1012,0.10936,0.15083
2001,Lower Saxony,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90173,99,99,0.84279,0.96067
2001,Lower Saxony,First Stage of Tertiary Education,Not Disabled (<= 30%),0.83119,105,105,0.75920,0.90318
2001,Lower Saxony,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.93579,220,220,0.90332,0.96826
2001,Bremen,Upper Secondary Level,Not Disabled (<= 30%),0.87315,69,69,0.79405,0.95225
2001,North Rhine-Westphalia,Primary Level,Not Disabled (<= 30%),0.87784,104,104,0.81459,0.94108
2001,North Rhine-Westphalia,Lower Secondary Level,Not Disabled (<= 30%),0.84104,605,696,0.81385,0.86822
2001,North Rhine-Westphalia,Lower Secondary Level,Disabled (> 30%),0.15896,91,696,0.13178,0.18615
2001,North Rhine-Westphalia,Upper Secondary Level,Not Disabled (<= 30%),0.85006,2058,2367,0.83567,0.86444
2001,North Rhine-Westphalia,Upper Secondary Level,Disabled (> 30%),0.14746,309,2367,0.13317,0.16175
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93381,305,305,0.90587,0.96176
2001,North Rhine-Westphalia,First Stage of Tertiary Education,Not Disabled (<= 30%),0.83971,309,353,0.80138,0.87804
2001,North Rhine-Westphalia,First Stage of Tertiary Education,Disabled (> 30%),0.15895,44,353,0.12076,0.19715
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92520,592,638,0.90477,0.94563
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Disabled (> 30%),0.07480,46,638,0.05437,0.09523
2001,Hesse,Pre-primary Level,Not Disabled (<= 30%),0.98282,33,33,0.93780,1.02784
2001,Hesse,Lower Secondary Level,Not Disabled (<= 30%),0.90710,213,213,0.86803,0.94618
2001,Hesse,Upper Secondary Level,Not Disabled (<= 30%),0.85972,656,753,0.83490,0.88454
2001,Hesse,Upper Secondary Level,Disabled (> 30%),0.13790,97,753,0.11326,0.16255
2001,Hesse,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93672,102,102,0.88924,0.98420
2001,Hesse,First Stage of Tertiary Education,Not Disabled (<= 30%),0.90775,77,77,0.84269,0.97281
2001,Hesse,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92879,216,216,0.89441,0.96316
2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Disabled (<= 30%),0.83205,203,241,0.78475,0.87934
2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Disabled (> 30%),0.16795,38,241,0.12066,0.21525
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Disabled (<= 30%),0.87478,648,737,0.85087,0.89869
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disabled (> 30%),0.12522,89,737,0.10131,0.14913
2001,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.89912,56,56,0.81952,0.97871
2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not Disabled (<= 30%),0.94743,99,99,0.90324,0.99161
2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not Disabled (<= 30%),0.85805,124,124,0.79637,0.91973
2001,Baden-Wuerttemberg,Primary Level,Not Disabled (<= 30%),0.68378,42,42,0.54145,0.82612
2001,Baden-Wuerttemberg,Lower Secondary Level,Not Disabled (<= 30%),0.85842,459,522,0.82848,0.88835
2001,Baden-Wuerttemberg,Lower Secondary Level,Disabled (> 30%),0.13414,63,522,0.10487,0.16340
2001,Baden-Wuerttemberg,Upper Secondary Level,Not Disabled (<= 30%),0.88203,1120,1248,0.86412,0.89993
2001,Baden-Wuerttemberg,Upper Secondary Level,Disabled (> 30%),0.11279,128,1248,0.09523,0.13035
2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92321,107,107,0.87252,0.97390
2001,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Disabled (<= 30%),0.89861,193,193,0.85592,0.94131
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.93703,342,342,0.91125,0.96281
2001,Bavaria,Pre-primary Level,Not Disabled (<= 30%),0.96027,49,49,0.90501,1.01553
2001,Bavaria,Lower Secondary Level,Not Disabled (<= 30%),0.87839,403,453,0.84825,0.90852
2001,Bavaria,Lower Secondary Level,Disabled (> 30%),0.12161,50,453,0.09148,0.15175
2001,Bavaria,Upper Secondary Level,Not Disabled (<= 30%),0.89162,1522,1680,0.87675,0.90649
2001,Bavaria,Upper Secondary Level,Disabled (> 30%),0.10695,158,1680,0.09217,0.12174
2001,Bavaria,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.86148,127,127,0.80116,0.92180
2001,Bavaria,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84087,208,208,0.79103,0.89070
2001,Bavaria,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92530,406,406,0.89970,0.95091
2001,Berlin,Lower Secondary Level,Not Disabled (<= 30%),0.84316,66,66,0.75476,0.93157
2001,Berlin,Upper Secondary Level,Not Disabled (<= 30%),0.83727,287,339,0.79792,0.87662
2001,Berlin,Upper Secondary Level,Disabled (> 30%),0.15448,52,339,0.11595,0.19301
2001,Berlin,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.94657,32,32,0.86740,1.02574
2001,Berlin,First Stage of Tertiary Education,Not Disabled (<= 30%),0.78883,56,56,0.68097,0.89670
2001,Berlin,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92724,210,210,0.89203,0.96246
2001,Brandenburg,Lower Secondary Level,Not Disabled (<= 30%),0.89425,86,86,0.82888,0.95963
2001,Brandenburg,Upper Secondary Level,Not Disabled (<= 30%),0.89765,430,476,0.87039,0.92491
2001,Brandenburg,Upper Secondary Level,Disabled (> 30%),0.08903,46,476,0.06342,0.11464
2001,Brandenburg,First Stage of Tertiary Education,Not Disabled (<= 30%),0.90815,62,62,0.83567,0.98063
2001,Brandenburg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90128,227,227,0.86239,0.94017
2001,Mecklenburg-Western Pomerania,Lower Secondary Level,Not Disabled (<= 30%),0.91762,35,35,0.82521,1.01004
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Not Disabled (<= 30%),0.89199,268,268,0.85476,0.92922
2001,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Not Disabled (<= 30%),0.79307,31,31,0.64810,0.93803
2001,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.89180,103,103,0.83151,0.95208
2001,Saxony,Lower Secondary Level,Not Disabled (<= 30%),0.88918,128,128,0.83458,0.94377
2001,Saxony,Upper Secondary Level,Not Disabled (<= 30%),0.91820,851,917,0.90045,0.93594
2001,Saxony,Upper Secondary Level,Disabled (> 30%),0.07856,66,917,0.06114,0.09598
2001,Saxony,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93068,39,39,0.84993,1.01144
2001,Saxony,First Stage of Tertiary Education,Not Disabled (<= 30%),0.95704,128,128,0.92178,0.99231
2001,Saxony,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90666,335,335,0.87546,0.93786
2001,Saxony-Anhalt,Lower Secondary Level,Not Disabled (<= 30%),0.89366,78,78,0.82480,0.96251
2001,Saxony-Anhalt,Upper Secondary Level,Not Disabled (<= 30%),0.92065,486,529,0.89760,0.94371
2001,Saxony-Anhalt,Upper Secondary Level,Disabled (> 30%),0.07762,43,529,0.05480,0.10045
2001,Saxony-Anhalt,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84892,85,85,0.77234,0.92551
2001,Saxony-Anhalt,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90851,202,202,0.86866,0.94837
2001,Thuringa,Lower Secondary Level,Not Disabled (<= 30%),0.84797,50,50,0.74744,0.94851
2001,Thuringa,Upper Secondary Level,Not Disabled (<= 30%),0.90181,562,604,0.87806,0.92557
2001,Thuringa,Upper Secondary Level,Disabled (> 30%),0.08111,42,604,0.05932,0.10290
2001,Thuringa,First Stage of Tertiary Education,Not Disabled (<= 30%),0.90491,68,68,0.83467,0.97515
2001,Thuringa,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.86381,147,147,0.80817,0.91945
2002,Schleswig-Holstein,Lower Secondary Level,Not Disabled (<= 30%),0.86115,77,77,0.78340,0.93889
2002,Schleswig-Holstein,Upper Secondary Level,Not Disabled (<= 30%),0.84052,333,383,0.80380,0.87724
2002,Schleswig-Holstein,Upper Secondary Level,Disabled (> 30%),0.15948,50,383,0.12276,0.19620
2002,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.83591,32,32,0.70553,0.96628
2002,Schleswig-Holstein,First Stage of Tertiary Education,Not Disabled (<= 30%),0.88416,51,51,0.79546,0.97287
2002,Schleswig-Holstein,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.95684,111,111,0.91887,0.99482
2002,Hamburg,Upper Secondary Level,Not Disabled (<= 30%),0.81892,133,133,0.75322,0.88461
2002,Hamburg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.86232,79,79,0.78585,0.93879
2002,Lower Saxony,Pre-primary Level,Not Disabled (<= 30%),0.92410,56,56,0.85410,0.99409
2002,Lower Saxony,Lower Secondary Level,Not Disabled (<= 30%),0.86298,240,278,0.82249,0.90348
2002,Lower Saxony,Lower Secondary Level,Disabled (> 30%),0.13702,38,278,0.09652,0.17751
2002,Lower Saxony,Upper Secondary Level,Not Disabled (<= 30%),0.85142,906,1036,0.82975,0.87309
2002,Lower Saxony,Upper Secondary Level,Disabled (> 30%),0.14505,130,1036,0.12360,0.16651
2002,Lower Saxony,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.88671,113,113,0.82801,0.94541
2002,Lower Saxony,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84922,111,111,0.78235,0.91610
2002,Lower Saxony,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92937,297,297,0.90018,0.95856
2002,Bremen,Upper Secondary Level,Not Disabled (<= 30%),0.86204,77,77,0.78450,0.93957
2002,Bremen,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.94799,35,35,0.87335,1.02263
2002,North Rhine-Westphalia,Pre-primary Level,Not Disabled (<= 30%),0.99299,145,145,0.97935,1.00662
2002,North Rhine-Westphalia,Primary Level,Not Disabled (<= 30%),0.88369,91,91,0.81745,0.94992
2002,North Rhine-Westphalia,Lower Secondary Level,Not Disabled (<= 30%),0.83179,537,625,0.80244,0.86114
2002,North Rhine-Westphalia,Lower Secondary Level,Disabled (> 30%),0.16083,88,625,0.13200,0.18965
2002,North Rhine-Westphalia,Upper Secondary Level,Not Disabled (<= 30%),0.83976,2019,2353,0.82494,0.85459
2002,North Rhine-Westphalia,Upper Secondary Level,Disabled (> 30%),0.15860,334,2353,0.14384,0.17336
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95122,335,335,0.92812,0.97432
2002,North Rhine-Westphalia,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84241,304,349,0.80412,0.88069
2002,North Rhine-Westphalia,First Stage of Tertiary Education,Disabled (> 30%),0.15275,45,349,0.11495,0.19055
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92399,833,889,0.90655,0.94142
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,Disabled (> 30%),0.07601,56,889,0.05858,0.09345
2002,Hesse,Lower Secondary Level,Not Disabled (<= 30%),0.86752,203,203,0.82077,0.91427
2002,Hesse,Upper Secondary Level,Not Disabled (<= 30%),0.83924,665,772,0.81331,0.86517
2002,Hesse,Upper Secondary Level,Disabled (> 30%),0.15783,107,772,0.13210,0.18357
2002,Hesse,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92757,107,107,0.87823,0.97692
2002,Hesse,First Stage of Tertiary Education,Not Disabled (<= 30%),0.89083,94,94,0.82745,0.95421
2002,Hesse,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.93041,330,330,0.90291,0.95791
2002,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Disabled (<= 30%),0.86139,204,239,0.81749,0.90529
2002,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Disabled (> 30%),0.13861,35,239,0.09471,0.18251
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Disabled (<= 30%),0.87233,630,714,0.84783,0.89682
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disabled (> 30%),0.12704,84,714,0.10260,0.15149
2002,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90782,50,50,0.82683,0.98882
2002,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not Disabled (<= 30%),0.96092,105,105,0.92368,0.99817
2002,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91509,168,168,0.87282,0.95737
2002,Baden-Wuerttemberg,Pre-primary Level,Not Disabled (<= 30%),0.99062,88,88,0.97037,1.01088
2002,Baden-Wuerttemberg,Primary Level,Not Disabled (<= 30%),0.64522,38,38,0.49105,0.79938
2002,Baden-Wuerttemberg,Lower Secondary Level,Not Disabled (<= 30%),0.82404,418,489,0.79025,0.85782
2002,Baden-Wuerttemberg,Lower Secondary Level,Disabled (> 30%),0.17434,71,489,0.14068,0.20800
2002,Baden-Wuerttemberg,Upper Secondary Level,Not Disabled (<= 30%),0.86941,1154,1292,0.85103,0.88779
2002,Baden-Wuerttemberg,Upper Secondary Level,Disabled (> 30%),0.12393,138,1292,0.10596,0.14191
2002,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93416,129,129,0.89119,0.97712
2002,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Disabled (<= 30%),0.90462,205,205,0.86432,0.94493
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.93008,470,470,0.90700,0.95316
2002,Bavaria,Pre-primary Level,Not Disabled (<= 30%),0.94950,48,48,0.88689,1.01210
2002,Bavaria,Lower Secondary Level,Not Disabled (<= 30%),0.86480,372,420,0.83206,0.89754
2002,Bavaria,Lower Secondary Level,Disabled (> 30%),0.13520,48,420,0.10246,0.16794
2002,Bavaria,Upper Secondary Level,Not Disabled (<= 30%),0.87864,1542,1707,0.86315,0.89414
2002,Bavaria,Upper Secondary Level,Disabled (> 30%),0.11863,165,1707,0.10328,0.13397
2002,Bavaria,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93268,140,140,0.89102,0.97434
2002,Bavaria,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84696,224,255,0.80268,0.89123
2002,Bavaria,First Stage of Tertiary Education,Disabled (> 30%),0.15304,31,255,0.10877,0.19732
2002,Bavaria,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90220,580,623,0.87886,0.92555
2002,Bavaria,Second Stage of Tertiary Education,Disabled (> 30%),0.09780,43,623,0.07445,0.12114
2002,Berlin,Lower Secondary Level,Not Disabled (<= 30%),0.83992,61,61,0.74714,0.93270
2002,Berlin,Upper Secondary Level,Not Disabled (<= 30%),0.83987,290,343,0.80100,0.87874
2002,Berlin,Upper Secondary Level,Disabled (> 30%),0.16013,53,343,0.12126,0.19900
2002,Berlin,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.88746,35,35,0.78123,0.99369
2002,Berlin,First Stage of Tertiary Education,Not Disabled (<= 30%),0.81614,58,58,0.71558,0.91671
2002,Berlin,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91246,239,239,0.87655,0.94837
2002,Brandenburg,Lower Secondary Level,Not Disabled (<= 30%),0.89918,70,70,0.82814,0.97023
2002,Brandenburg,Upper Secondary Level,Not Disabled (<= 30%),0.87302,425,480,0.84320,0.90283
2002,Brandenburg,Upper Secondary Level,Disabled (> 30%),0.12300,55,480,0.09359,0.15241
2002,Brandenburg,First Stage of Tertiary Education,Not Disabled (<= 30%),0.90635,73,73,0.83906,0.97365
2002,Brandenburg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.88978,227,227,0.84895,0.93061
2002,Mecklenburg-Western Pomerania,Lower Secondary Level,Not Disabled (<= 30%),0.89730,36,36,0.79673,0.99787
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,Not Disabled (<= 30%),0.85547,232,263,0.81290,0.89805
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,Disabled (> 30%),0.13134,31,263,0.09044,0.17224
2002,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Not Disabled (<= 30%),0.82174,35,35,0.69309,0.95039
2002,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.89365,130,130,0.84045,0.94685
2002,Saxony,Lower Secondary Level,Not Disabled (<= 30%),0.85437,109,109,0.78785,0.92090
2002,Saxony,Upper Secondary Level,Not Disabled (<= 30%),0.90567,819,891,0.88646,0.92487
2002,Saxony,Upper Secondary Level,Disabled (> 30%),0.09080,72,891,0.07192,0.10968
2002,Saxony,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90540,42,42,0.81581,0.99498
2002,Saxony,First Stage of Tertiary Education,Not Disabled (<= 30%),0.97073,130,130,0.94164,0.99982
2002,Saxony,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91186,373,373,0.88305,0.94067
2002,Saxony-Anhalt,Lower Secondary Level,Not Disabled (<= 30%),0.88725,76,76,0.81567,0.95884
2002,Saxony-Anhalt,Upper Secondary Level,Not Disabled (<= 30%),0.89422,441,488,0.86690,0.92154
2002,Saxony-Anhalt,Upper Secondary Level,Disabled (> 30%),0.09348,47,488,0.06763,0.11934
2002,Saxony-Anhalt,First Stage of Tertiary Education,Not Disabled (<= 30%),0.82019,79,79,0.73496,0.90541
2002,Saxony-Anhalt,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.89782,213,213,0.85705,0.93859
2002,Thuringa,Lower Secondary Level,Not Disabled (<= 30%),0.85771,52,52,0.76183,0.95359
2002,Thuringa,Upper Secondary Level,Not Disabled (<= 30%),0.88270,537,584,0.85658,0.90882
2002,Thuringa,Upper Secondary Level,Disabled (> 30%),0.10071,47,584,0.07628,0.12513
2002,Thuringa,First Stage of Tertiary Education,Not Disabled (<= 30%),0.87216,66,66,0.79098,0.95334
2002,Thuringa,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90288,162,162,0.85714,0.94862
2003,Schleswig-Holstein,Lower Secondary Level,Not Disabled (<= 30%),0.88290,76,76,0.81013,0.95567
2003,Schleswig-Holstein,Upper Secondary Level,Not Disabled (<= 30%),0.88655,317,358,0.85366,0.91945
2003,Schleswig-Holstein,Upper Secondary Level,Disabled (> 30%),0.11345,41,358,0.08055,0.14634
2003,Schleswig-Holstein,First Stage of Tertiary Education,Not Disabled (<= 30%),0.87566,47,47,0.78030,0.97102
2003,Schleswig-Holstein,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91513,98,98,0.85967,0.97059
2003,Hamburg,Upper Secondary Level,Not Disabled (<= 30%),0.81029,119,119,0.73955,0.88103
2003,Hamburg,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.86901,70,70,0.78940,0.94862
2003,Lower Saxony,Pre-primary Level,Not Disabled (<= 30%),0.99423,58,58,0.97458,1.01389
