year,age_gr,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,East,Not Disabled (<= 30%),0.96350,911,911,0.95131,0.97568
2011,30-45 y.,West,Not Disabled (<= 30%),0.95965,7653,7919,0.95531,0.96398
2011,30-45 y.,West,Disabled (> 30%),0.04035,266,7919,0.03602,0.04469
2011,30-45 y.,East,Not Disabled (<= 30%),0.94677,1932,2004,0.93694,0.95661
2011,30-45 y.,East,Disabled (> 30%),0.05323,72,2004,0.04339,0.06306
2011,46-65 y.,West,Not Disabled (<= 30%),0.83963,6010,7019,0.83104,0.84821
2011,46-65 y.,West,Disabled (> 30%),0.16037,1009,7019,0.15179,0.16896
2011,46-65 y.,East,Not Disabled (<= 30%),0.83784,1770,2093,0.82205,0.85364
2011,46-65 y.,East,Disabled (> 30%),0.16216,323,2093,0.14636,0.17795
2011,66 and older,West,Not Disabled (<= 30%),0.75131,2958,3865,0.73768,0.76494
2011,66 and older,West,Disabled (> 30%),0.24869,907,3865,0.23506,0.26232
2011,66 and older,East,Not Disabled (<= 30%),0.82809,1045,1270,0.80733,0.84885
2011,66 and older,East,Disabled (> 30%),0.17191,225,1270,0.15115,0.19267
2012,17-29 y.,West,Not Disabled (<= 30%),0.97508,3094,3148,0.96963,0.98053
2012,17-29 y.,West,Disabled (> 30%),0.02492,54,3148,0.01947,0.03037
2012,17-29 y.,East,Not Disabled (<= 30%),0.95880,806,806,0.94507,0.97253
2012,30-45 y.,West,Not Disabled (<= 30%),0.95210,6931,7196,0.94717,0.95704
2012,30-45 y.,West,Disabled (> 30%),0.04790,265,7196,0.04296,0.05283
2012,30-45 y.,East,Not Disabled (<= 30%),0.94742,1801,1869,0.93730,0.95755
2012,30-45 y.,East,Disabled (> 30%),0.05258,68,1869,0.04245,0.06270
2012,46-65 y.,West,Not Disabled (<= 30%),0.83703,6117,7168,0.82848,0.84558
2012,46-65 y.,West,Disabled (> 30%),0.16297,1051,7168,0.15442,0.17152
2012,46-65 y.,East,Not Disabled (<= 30%),0.82658,1825,2180,0.81069,0.84248
2012,46-65 y.,East,Disabled (> 30%),0.17342,355,2180,0.15752,0.18931
2012,66 and older,West,Not Disabled (<= 30%),0.75654,2981,3916,0.74309,0.76998
2012,66 and older,West,Disabled (> 30%),0.24346,935,3916,0.23002,0.25691
2012,66 and older,East,Not Disabled (<= 30%),0.80251,1034,1279,0.78068,0.82433
2012,66 and older,East,Disabled (> 30%),0.19749,245,1279,0.17567,0.21932
2013,17-29 y.,West,Not Disabled (<= 30%),0.97858,4166,4228,0.97422,0.98295
2013,17-29 y.,West,Disabled (> 30%),0.02142,62,4228,0.01705,0.02578
2013,17-29 y.,East,Not Disabled (<= 30%),0.97725,778,778,0.96676,0.98773
2013,30-45 y.,West,Not Disabled (<= 30%),0.95706,8175,8467,0.95274,0.96138
2013,30-45 y.,West,Disabled (> 30%),0.04294,292,8467,0.03862,0.04726
2013,30-45 y.,East,Not Disabled (<= 30%),0.94222,1812,1884,0.93168,0.95276
2013,30-45 y.,East,Disabled (> 30%),0.05778,72,1884,0.04724,0.06832
2013,46-65 y.,West,Not Disabled (<= 30%),0.82752,6825,7980,0.81923,0.83581
2013,46-65 y.,West,Disabled (> 30%),0.17248,1155,7980,0.16419,0.18077
2013,46-65 y.,East,Not Disabled (<= 30%),0.82177,1843,2190,0.80573,0.83780
2013,46-65 y.,East,Disabled (> 30%),0.17823,347,2190,0.16220,0.19427
2013,66 and older,West,Not Disabled (<= 30%),0.76281,2928,3805,0.74929,0.77632
2013,66 and older,West,Disabled (> 30%),0.23719,877,3805,0.22368,0.25071
2013,66 and older,East,Not Disabled (<= 30%),0.82849,1011,1228,0.80740,0.84959
2013,66 and older,East,Disabled (> 30%),0.17151,217,1228,0.15041,0.19260
2014,17-29 y.,West,Not Disabled (<= 30%),0.97212,3525,3587,0.96673,0.97751
2014,17-29 y.,West,Disabled (> 30%),0.02788,62,3587,0.02249,0.03327
2014,17-29 y.,East,Not Disabled (<= 30%),0.96650,691,691,0.95307,0.97993
2014,30-45 y.,West,Not Disabled (<= 30%),0.96073,6649,6889,0.95615,0.96532
2014,30-45 y.,West,Disabled (> 30%),0.03927,240,6889,0.03468,0.04385
2014,30-45 y.,East,Not Disabled (<= 30%),0.94227,1556,1625,0.93092,0.95361
2014,30-45 y.,East,Disabled (> 30%),0.05773,69,1625,0.04639,0.06908
2014,46-65 y.,West,Not Disabled (<= 30%),0.82085,6184,7263,0.81203,0.82967
2014,46-65 y.,West,Disabled (> 30%),0.17915,1079,7263,0.17033,0.18797
2014,46-65 y.,East,Not Disabled (<= 30%),0.81446,1690,2018,0.79750,0.83143
2014,46-65 y.,East,Disabled (> 30%),0.18554,328,2018,0.16857,0.20250
2014,66 and older,West,Not Disabled (<= 30%),0.74975,2800,3724,0.73583,0.76366
2014,66 and older,West,Disabled (> 30%),0.25025,924,3724,0.23634,0.26417
2014,66 and older,East,Not Disabled (<= 30%),0.81029,982,1218,0.78826,0.83231
2014,66 and older,East,Disabled (> 30%),0.18971,236,1218,0.16769,0.21174
2015,17-29 y.,West,Not Disabled (<= 30%),0.97692,3691,3752,0.97212,0.98173
2015,17-29 y.,West,Disabled (> 30%),0.02308,61,3752,0.01827,0.02788
2015,17-29 y.,East,Not Disabled (<= 30%),0.97866,694,694,0.96790,0.98942
2015,30-45 y.,West,Not Disabled (<= 30%),0.96225,6551,6746,0.95770,0.96680
2015,30-45 y.,West,Disabled (> 30%),0.03775,195,6746,0.03320,0.04230
2015,30-45 y.,East,Not Disabled (<= 30%),0.95163,1479,1534,0.94089,0.96237
2015,30-45 y.,East,Disabled (> 30%),0.04837,55,1534,0.03763,0.05911
2015,46-65 y.,West,Not Disabled (<= 30%),0.82618,6164,7174,0.81741,0.83495
2015,46-65 y.,West,Disabled (> 30%),0.17382,1010,7174,0.16505,0.18259
2015,46-65 y.,East,Not Disabled (<= 30%),0.81751,1636,1938,0.80031,0.83472
2015,46-65 y.,East,Disabled (> 30%),0.18249,302,1938,0.16528,0.19969
2015,66 and older,West,Not Disabled (<= 30%),0.75875,2798,3665,0.74490,0.77261
2015,66 and older,West,Disabled (> 30%),0.24125,867,3665,0.22739,0.25510
2015,66 and older,East,Not Disabled (<= 30%),0.81856,993,1218,0.79691,0.84022
2015,66 and older,East,Disabled (> 30%),0.18144,225,1218,0.15978,0.20309
2016,17-29 y.,West,Not Disabled (<= 30%),0.97596,3174,3226,0.97067,0.98125
2016,17-29 y.,West,Disabled (> 30%),0.02404,52,3226,0.01875,0.02933
2016,17-29 y.,East,Not Disabled (<= 30%),0.98561,624,624,0.97626,0.99496
2016,30-45 y.,West,Not Disabled (<= 30%),0.95839,5554,5732,0.95322,0.96356
2016,30-45 y.,West,Disabled (> 30%),0.04161,178,5732,0.03644,0.04678
2016,30-45 y.,East,Not Disabled (<= 30%),0.94310,1306,1360,0.93078,0.95541
2016,30-45 y.,East,Disabled (> 30%),0.05690,54,1360,0.04459,0.06922
2016,46-65 y.,West,Not Disabled (<= 30%),0.83212,5805,6719,0.82318,0.84106
2016,46-65 y.,West,Disabled (> 30%),0.16788,914,6719,0.15894,0.17682
2016,46-65 y.,East,Not Disabled (<= 30%),0.82723,1580,1862,0.81005,0.84441
2016,46-65 y.,East,Disabled (> 30%),0.17277,282,1862,0.15559,0.18995
2016,66 and older,West,Not Disabled (<= 30%),0.75217,2668,3532,0.73792,0.76641
2016,66 and older,West,Disabled (> 30%),0.24783,864,3532,0.23359,0.26208
2016,66 and older,East,Not Disabled (<= 30%),0.81229,951,1162,0.78983,0.83475
2016,66 and older,East,Disabled (> 30%),0.18771,211,1162,0.16525,0.21017
2017,17-29 y.,West,Not Disabled (<= 30%),0.97626,3551,3617,0.97129,0.98122
2017,17-29 y.,West,Disabled (> 30%),0.02374,66,3617,0.01878,0.02871
2017,17-29 y.,East,Not Disabled (<= 30%),0.96806,722,722,0.95522,0.98090
2017,30-45 y.,West,Not Disabled (<= 30%),0.95456,5581,5784,0.94919,0.95993
2017,30-45 y.,West,Disabled (> 30%),0.04544,203,5784,0.04007,0.05081
2017,30-45 y.,East,Not Disabled (<= 30%),0.95774,1411,1464,0.94743,0.96805
2017,30-45 y.,East,Disabled (> 30%),0.04226,53,1464,0.03195,0.05257
2017,46-65 y.,West,Not Disabled (<= 30%),0.83366,6708,7783,0.82539,0.84193
2017,46-65 y.,West,Disabled (> 30%),0.16634,1075,7783,0.15807,0.17461
2017,46-65 y.,East,Not Disabled (<= 30%),0.82158,1829,2160,0.80543,0.83773
2017,46-65 y.,East,Disabled (> 30%),0.17842,331,2160,0.16227,0.19457
2017,66 and older,West,Not Disabled (<= 30%),0.76869,2866,3732,0.75516,0.78222
2017,66 and older,West,Disabled (> 30%),0.23131,866,3732,0.21778,0.24484
2017,66 and older,East,Not Disabled (<= 30%),0.82892,998,1212,0.80771,0.85013
2017,66 and older,East,Disabled (> 30%),0.17108,214,1212,0.14987,0.19229
2018,17-29 y.,West,Not Disabled (<= 30%),0.97501,3476,3545,0.96987,0.98015
2018,17-29 y.,West,Disabled (> 30%),0.02499,69,3545,0.01985,0.03013
2018,17-29 y.,East,Not Disabled (<= 30%),0.95720,708,708,0.94228,0.97212
2018,30-45 y.,West,Not Disabled (<= 30%),0.95682,5128,5336,0.95137,0.96228
2018,30-45 y.,West,Disabled (> 30%),0.04318,208,5336,0.03772,0.04863
2018,30-45 y.,East,Not Disabled (<= 30%),0.95220,1338,1396,0.94100,0.96339
2018,30-45 y.,East,Disabled (> 30%),0.04780,58,1396,0.03661,0.05900
2018,46-65 y.,West,Not Disabled (<= 30%),0.84056,6429,7496,0.83227,0.84884
2018,46-65 y.,West,Disabled (> 30%),0.15944,1067,7496,0.15116,0.16773
2018,46-65 y.,East,Not Disabled (<= 30%),0.83358,1796,2111,0.81768,0.84947
2018,46-65 y.,East,Disabled (> 30%),0.16642,315,2111,0.15053,0.18232
2018,66 and older,West,Not Disabled (<= 30%),0.75769,2822,3743,0.74396,0.77142
2018,66 and older,West,Disabled (> 30%),0.24231,921,3743,0.22858,0.25604
2018,66 and older,East,Not Disabled (<= 30%),0.81083,988,1231,0.78894,0.83272
2018,66 and older,East,Disabled (> 30%),0.18917,243,1231,0.16728,0.21106
2019,17-29 y.,West,Not Disabled (<= 30%),0.97084,3120,3191,0.96500,0.97668
2019,17-29 y.,West,Disabled (> 30%),0.02916,71,3191,0.02332,0.03500
2019,17-29 y.,East,Not Disabled (<= 30%),0.96706,615,615,0.95294,0.98118
2019,30-45 y.,West,Not Disabled (<= 30%),0.95017,4731,4924,0.94410,0.95625
2019,30-45 y.,West,Disabled (> 30%),0.04983,193,4924,0.04375,0.05590
2019,30-45 y.,East,Not Disabled (<= 30%),0.94232,1268,1332,0.92979,0.95484
2019,30-45 y.,East,Disabled (> 30%),0.05768,64,1332,0.04516,0.07021
2019,46-65 y.,West,Not Disabled (<= 30%),0.84735,7078,8095,0.83952,0.85519
2019,46-65 y.,West,Disabled (> 30%),0.15265,1017,8095,0.14481,0.16048
2019,46-65 y.,East,Not Disabled (<= 30%),0.83931,1967,2270,0.82420,0.85442
2019,46-65 y.,East,Disabled (> 30%),0.16069,303,2270,0.14558,0.17580
2019,66 and older,West,Not Disabled (<= 30%),0.76682,2986,3853,0.75347,0.78017
2019,66 and older,West,Disabled (> 30%),0.23318,867,3853,0.21983,0.24653
2019,66 and older,East,Not Disabled (<= 30%),0.79700,1042,1293,0.77506,0.81893
2019,66 and older,East,Disabled (> 30%),0.20300,251,1293,0.18107,0.22494
2020,17-29 y.,West,Not Disabled (<= 30%),0.97904,4254,4321,0.97477,0.98331
2020,17-29 y.,West,Disabled (> 30%),0.02096,67,4321,0.01669,0.02523
2020,17-29 y.,East,Not Disabled (<= 30%),0.94569,726,726,0.92920,0.96219
2020,30-45 y.,West,Not Disabled (<= 30%),0.94447,6283,6495,0.93890,0.95004
2020,30-45 y.,West,Disabled (> 30%),0.05553,212,6495,0.04996,0.06110
2020,30-45 y.,East,Not Disabled (<= 30%),0.94598,1475,1540,0.93468,0.95727
2020,30-45 y.,East,Disabled (> 30%),0.05402,65,1540,0.04273,0.06532
2020,46-65 y.,West,Not Disabled (<= 30%),0.85172,7233,8190,0.84403,0.85942
2020,46-65 y.,West,Disabled (> 30%),0.14828,957,8190,0.14058,0.15597
2020,46-65 y.,East,Not Disabled (<= 30%),0.83950,1882,2169,0.82404,0.85495
2020,46-65 y.,East,Disabled (> 30%),0.16050,287,2169,0.14505,0.17596
2020,66 and older,West,Not Disabled (<= 30%),0.75953,2808,3656,0.74568,0.77339
2020,66 and older,West,Disabled (> 30%),0.24047,848,3656,0.22661,0.25432
2020,66 and older,East,Not Disabled (<= 30%),0.77941,990,1231,0.75624,0.80259
2020,66 and older,East,Disabled (> 30%),0.22059,241,1231,0.19741,0.24376
2021,17-29 y.,West,Not Disabled (<= 30%),0.97448,2682,2725,0.96855,0.98040
2021,17-29 y.,West,Disabled (> 30%),0.02552,43,2725,0.01960,0.03145
2021,17-29 y.,East,Not Disabled (<= 30%),0.95269,469,469,0.93346,0.97193
2021,30-45 y.,West,Not Disabled (<= 30%),0.94513,4038,4174,0.93822,0.95204
2021,30-45 y.,West,Disabled (> 30%),0.05487,136,4174,0.04796,0.06178
2021,30-45 y.,East,Not Disabled (<= 30%),0.94388,1001,1051,0.92995,0.95780
2021,30-45 y.,East,Disabled (> 30%),0.05612,50,1051,0.04220,0.07005
2021,46-65 y.,West,Not Disabled (<= 30%),0.84640,5040,5754,0.83709,0.85572
2021,46-65 y.,West,Disabled (> 30%),0.15360,714,5754,0.14428,0.16291
2021,46-65 y.,East,Not Disabled (<= 30%),0.83959,1280,1474,0.82085,0.85833
2021,46-65 y.,East,Disabled (> 30%),0.16041,194,1474,0.14167,0.17915
2021,66 and older,West,Not Disabled (<= 30%),0.75942,2086,2722,0.74336,0.77548
2021,66 and older,West,Disabled (> 30%),0.24058,636,2722,0.22452,0.25664
2021,66 and older,East,Not Disabled (<= 30%),0.76613,675,848,0.73762,0.79464
2021,66 and older,East,Disabled (> 30%),0.23387,173,848,0.20536,0.26238
2022,17-29 y.,West,Not Disabled (<= 30%),0.97861,4611,4681,0.97446,0.98275
2022,17-29 y.,West,Disabled (> 30%),0.02139,70,4681,0.01725,0.02554
2022,17-29 y.,East,Not Disabled (<= 30%),0.96511,966,966,0.95353,0.97669
2022,30-45 y.,West,Not Disabled (<= 30%),0.95631,6825,7036,0.95153,0.96108
2022,30-45 y.,West,Disabled (> 30%),0.04369,211,7036,0.03892,0.04847
2022,30-45 y.,East,Not Disabled (<= 30%),0.94234,1827,1911,0.93189,0.95280
2022,30-45 y.,East,Disabled (> 30%),0.05766,84,1911,0.04720,0.06811
2022,46-65 y.,West,Not Disabled (<= 30%),0.85355,6289,7246,0.84541,0.86169
2022,46-65 y.,West,Disabled (> 30%),0.14645,957,7246,0.13831,0.15459
2022,46-65 y.,East,Not Disabled (<= 30%),0.84398,1666,1906,0.82769,0.86028
2022,46-65 y.,East,Disabled (> 30%),0.15602,240,1906,0.13972,0.17231
2022,66 and older,West,Not Disabled (<= 30%),0.76643,2388,3083,0.75149,0.78136
2022,66 and older,West,Disabled (> 30%),0.23357,695,3083,0.21864,0.24851
2022,66 and older,East,Not Disabled (<= 30%),0.78207,821,1037,0.75693,0.80721
2022,66 and older,East,Disabled (> 30%),0.21793,216,1037,0.19279,0.24307
