year,age_gr,sex,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,male,Not Disabled (<= 30%),0.90746,1365,1397,0.89226,0.92266
2009,17-29 y.,male,Disabled (> 30%),0.02102,32,1397,0.01350,0.02855
2009,17-29 y.,female,Not Disabled (<= 30%),0.93173,1443,1443,0.91871,0.94475
2009,30-45 y.,male,Not Disabled (<= 30%),0.94777,2109,2202,0.93848,0.95707
2009,30-45 y.,male,Disabled (> 30%),0.04994,93,2202,0.04084,0.05904
2009,30-45 y.,female,Not Disabled (<= 30%),0.95068,2372,2468,0.94213,0.95922
2009,30-45 y.,female,Disabled (> 30%),0.04832,96,2468,0.03985,0.05678
2009,46-65 y.,male,Not Disabled (<= 30%),0.82198,2524,3004,0.80830,0.83566
2009,46-65 y.,male,Disabled (> 30%),0.17477,480,3004,0.16118,0.18835
2009,46-65 y.,female,Not Disabled (<= 30%),0.84736,2836,3300,0.83509,0.85963
2009,46-65 y.,female,Disabled (> 30%),0.15016,464,3300,0.13797,0.16235
2009,66 and older,male,Not Disabled (<= 30%),0.71684,1443,1975,0.69696,0.73671
2009,66 and older,male,Disabled (> 30%),0.28117,532,1975,0.26134,0.30101
2009,66 and older,female,Not Disabled (<= 30%),0.78184,1755,2178,0.76449,0.79919
2009,66 and older,female,Disabled (> 30%),0.21529,423,2178,0.19803,0.23256
2010,17-29 y.,male,Not Disabled (<= 30%),0.91473,1669,1704,0.90146,0.92799
2010,17-29 y.,male,Disabled (> 30%),0.02710,35,1704,0.01939,0.03481
2010,17-29 y.,female,Not Disabled (<= 30%),0.92333,2181,2181,0.91216,0.93450
2010,30-45 y.,male,Not Disabled (<= 30%),0.94986,3788,3930,0.94303,0.95668
2010,30-45 y.,male,Disabled (> 30%),0.04930,142,3930,0.04253,0.05606
2010,30-45 y.,female,Not Disabled (<= 30%),0.96029,4996,5123,0.95494,0.96564
2010,30-45 y.,female,Disabled (> 30%),0.03846,127,5123,0.03320,0.04373
2010,46-65 y.,male,Not Disabled (<= 30%),0.83110,2848,3331,0.81838,0.84383
2010,46-65 y.,male,Disabled (> 30%),0.16432,483,3331,0.15174,0.17691
2010,46-65 y.,female,Not Disabled (<= 30%),0.83696,3096,3596,0.82488,0.84903
2010,46-65 y.,female,Disabled (> 30%),0.15828,500,3596,0.14635,0.17021
2010,66 and older,male,Not Disabled (<= 30%),0.71470,1404,1915,0.69447,0.73493
2010,66 and older,male,Disabled (> 30%),0.28232,511,1915,0.26216,0.30249
2010,66 and older,female,Not Disabled (<= 30%),0.78608,1692,2090,0.76850,0.80367
2010,66 and older,female,Disabled (> 30%),0.20461,398,2090,0.18731,0.22191
2011,17-29 y.,male,Not Disabled (<= 30%),0.89767,1841,1876,0.88395,0.91139
2011,17-29 y.,male,Disabled (> 30%),0.02208,35,1876,0.01543,0.02873
2011,17-29 y.,female,Not Disabled (<= 30%),0.91698,2262,2295,0.90568,0.92827
2011,17-29 y.,female,Disabled (> 30%),0.01960,33,2295,0.01392,0.02527
2011,30-45 y.,male,Not Disabled (<= 30%),0.95138,3993,4166,0.94485,0.95791
2011,30-45 y.,male,Disabled (> 30%),0.04840,173,4166,0.04189,0.05492
2011,30-45 y.,female,Not Disabled (<= 30%),0.96288,5592,5757,0.95800,0.96777
2011,30-45 y.,female,Disabled (> 30%),0.03649,165,5757,0.03165,0.04134
2011,46-65 y.,male,Not Disabled (<= 30%),0.83638,3670,4327,0.82535,0.84740
2011,46-65 y.,male,Disabled (> 30%),0.16191,657,4327,0.15094,0.17289
2011,46-65 y.,female,Not Disabled (<= 30%),0.83810,4110,4785,0.82766,0.84854
2011,46-65 y.,female,Disabled (> 30%),0.15875,675,4785,0.14839,0.16910
2011,66 and older,male,Not Disabled (<= 30%),0.74115,1863,2471,0.72387,0.75842
2011,66 and older,male,Disabled (> 30%),0.25796,608,2471,0.24071,0.27522
2011,66 and older,female,Not Disabled (<= 30%),0.78069,2140,2664,0.76497,0.79641
2011,66 and older,female,Disabled (> 30%),0.21497,524,2664,0.19936,0.23057
2012,17-29 y.,male,Not Disabled (<= 30%),0.90378,1815,1857,0.89036,0.91719
2012,17-29 y.,male,Disabled (> 30%),0.03137,42,1857,0.02344,0.03930
2012,17-29 y.,female,Not Disabled (<= 30%),0.90640,2085,2124,0.89401,0.91879
2012,17-29 y.,female,Disabled (> 30%),0.01989,39,2124,0.01395,0.02583
2012,30-45 y.,male,Not Disabled (<= 30%),0.93981,3613,3781,0.93223,0.94740
2012,30-45 y.,male,Disabled (> 30%),0.05966,168,3781,0.05211,0.06721
2012,30-45 y.,female,Not Disabled (<= 30%),0.96208,5119,5284,0.95693,0.96723
2012,30-45 y.,female,Disabled (> 30%),0.03743,165,5284,0.03232,0.04255
2012,46-65 y.,male,Not Disabled (<= 30%),0.82973,3681,4371,0.81858,0.84087
2012,46-65 y.,male,Disabled (> 30%),0.16856,690,4371,0.15746,0.17966
2012,46-65 y.,female,Not Disabled (<= 30%),0.83422,4261,4977,0.82389,0.84456
2012,46-65 y.,female,Disabled (> 30%),0.16023,716,4977,0.15004,0.17042
2012,66 and older,male,Not Disabled (<= 30%),0.73502,1888,2525,0.71780,0.75224
2012,66 and older,male,Disabled (> 30%),0.26264,637,2525,0.24547,0.27981
2012,66 and older,female,Not Disabled (<= 30%),0.78516,2127,2670,0.76958,0.80074
2012,66 and older,female,Disabled (> 30%),0.21238,543,2670,0.19686,0.22789
2013,17-29 y.,male,Not Disabled (<= 30%),0.90420,2309,2352,0.89230,0.91610
2013,17-29 y.,male,Disabled (> 30%),0.02611,43,2352,0.01967,0.03256
2013,17-29 y.,female,Not Disabled (<= 30%),0.92066,2635,2672,0.91041,0.93091
2013,17-29 y.,female,Disabled (> 30%),0.01399,37,2672,0.00953,0.01844
2013,30-45 y.,male,Not Disabled (<= 30%),0.94694,4183,4368,0.94030,0.95359
2013,30-45 y.,male,Disabled (> 30%),0.05278,185,4368,0.04615,0.05941
2013,30-45 y.,female,Not Disabled (<= 30%),0.96103,5804,5983,0.95612,0.96593
2013,30-45 y.,female,Disabled (> 30%),0.03780,179,5983,0.03296,0.04263
2013,46-65 y.,male,Not Disabled (<= 30%),0.81991,4039,4799,0.80904,0.83079
2013,46-65 y.,male,Disabled (> 30%),0.17945,760,4799,0.16859,0.19031
2013,46-65 y.,female,Not Disabled (<= 30%),0.82915,4629,5371,0.81908,0.83921
2013,46-65 y.,female,Disabled (> 30%),0.16715,742,5371,0.15717,0.17713
2013,66 and older,male,Not Disabled (<= 30%),0.75210,1856,2450,0.73500,0.76920
2013,66 and older,male,Disabled (> 30%),0.24469,594,2450,0.22766,0.26171
2013,66 and older,female,Not Disabled (<= 30%),0.78739,2083,2583,0.77161,0.80317
2013,66 and older,female,Disabled (> 30%),0.20812,500,2583,0.19246,0.22378
2014,17-29 y.,male,Not Disabled (<= 30%),0.89855,2002,2051,0.88548,0.91162
2014,17-29 y.,male,Disabled (> 30%),0.03044,49,2051,0.02300,0.03788
2014,17-29 y.,female,Not Disabled (<= 30%),0.91176,2214,2246,0.90002,0.92349
2014,17-29 y.,female,Disabled (> 30%),0.02281,32,2246,0.01663,0.02898
2014,30-45 y.,male,Not Disabled (<= 30%),0.95431,3454,3597,0.94748,0.96113
2014,30-45 y.,male,Disabled (> 30%),0.04488,143,3597,0.03811,0.05165
2014,30-45 y.,female,Not Disabled (<= 30%),0.95936,4751,4917,0.95384,0.96488
2014,30-45 y.,female,Disabled (> 30%),0.03977,166,4917,0.03431,0.04523
2014,46-65 y.,male,Not Disabled (<= 30%),0.81266,3657,4342,0.80105,0.82427
2014,46-65 y.,male,Disabled (> 30%),0.18227,685,4342,0.17079,0.19376
2014,46-65 y.,female,Not Disabled (<= 30%),0.82018,4217,4939,0.80946,0.83089
2014,46-65 y.,female,Disabled (> 30%),0.17713,722,4939,0.16648,0.18778
2014,66 and older,male,Not Disabled (<= 30%),0.73440,1791,2421,0.71681,0.75200
2014,66 and older,male,Disabled (> 30%),0.26433,630,2421,0.24676,0.28190
2014,66 and older,female,Not Disabled (<= 30%),0.77858,1991,2521,0.76237,0.79479
2014,66 and older,female,Disabled (> 30%),0.21845,530,2521,0.20232,0.23459
2015,17-29 y.,male,Not Disabled (<= 30%),0.91631,2076,2112,0.90449,0.92812
2015,17-29 y.,male,Disabled (> 30%),0.02194,36,2112,0.01569,0.02819
2015,17-29 y.,female,Not Disabled (<= 30%),0.90641,2309,2348,0.89463,0.91819
2015,17-29 y.,female,Disabled (> 30%),0.02058,39,2348,0.01483,0.02632
2015,30-45 y.,male,Not Disabled (<= 30%),0.96010,3413,3517,0.95363,0.96657
2015,30-45 y.,male,Disabled (> 30%),0.03987,104,3517,0.03340,0.04634
2015,30-45 y.,female,Not Disabled (<= 30%),0.95976,4617,4763,0.95418,0.96534
2015,30-45 y.,female,Disabled (> 30%),0.03921,146,4763,0.03370,0.04473
2015,46-65 y.,male,Not Disabled (<= 30%),0.81238,3636,4274,0.80067,0.82408
2015,46-65 y.,male,Disabled (> 30%),0.18382,638,4274,0.17221,0.19544
2015,46-65 y.,female,Not Disabled (<= 30%),0.83198,4164,4838,0.82144,0.84251
2015,46-65 y.,female,Disabled (> 30%),0.16623,674,4838,0.15574,0.17673
2015,66 and older,male,Not Disabled (<= 30%),0.74272,1805,2386,0.72517,0.76026
2015,66 and older,male,Disabled (> 30%),0.25252,581,2386,0.23509,0.26996
2015,66 and older,female,Not Disabled (<= 30%),0.78295,1986,2497,0.76677,0.79912
2015,66 and older,female,Disabled (> 30%),0.21041,511,2497,0.19442,0.22640
2016,17-29 y.,male,Not Disabled (<= 30%),0.88965,1802,1836,0.87532,0.90399
2016,17-29 y.,male,Disabled (> 30%),0.02447,34,1836,0.01740,0.03154
2016,17-29 y.,female,Not Disabled (<= 30%),0.90166,1996,2027,0.88870,0.91463
2016,17-29 y.,female,Disabled (> 30%),0.01654,31,2027,0.01099,0.02209
2016,30-45 y.,male,Not Disabled (<= 30%),0.94262,2894,2994,0.93429,0.95095
2016,30-45 y.,male,Disabled (> 30%),0.04739,100,2994,0.03978,0.05501
2016,30-45 y.,female,Not Disabled (<= 30%),0.95332,3966,4098,0.94686,0.95978
2016,30-45 y.,female,Disabled (> 30%),0.04032,132,4098,0.03430,0.04634
2016,46-65 y.,male,Not Disabled (<= 30%),0.81392,3384,3970,0.80181,0.82603
2016,46-65 y.,male,Disabled (> 30%),0.18179,586,3970,0.16980,0.19379
2016,46-65 y.,female,Not Disabled (<= 30%),0.84054,4001,4611,0.82997,0.85111
2016,46-65 y.,female,Disabled (> 30%),0.15439,610,4611,0.14396,0.16482
2016,66 and older,male,Not Disabled (<= 30%),0.73484,1731,2304,0.71681,0.75287
2016,66 and older,male,Disabled (> 30%),0.26122,573,2304,0.24328,0.27916
2016,66 and older,female,Not Disabled (<= 30%),0.77582,1888,2390,0.75909,0.79254
2016,66 and older,female,Disabled (> 30%),0.21574,502,2390,0.19924,0.23223
2017,17-29 y.,male,Not Disabled (<= 30%),0.87418,2088,2135,0.86010,0.88825
2017,17-29 y.,male,Disabled (> 30%),0.02871,47,2135,0.02163,0.03580
2017,17-29 y.,female,Not Disabled (<= 30%),0.90412,2185,2221,0.89187,0.91637
2017,17-29 y.,female,Disabled (> 30%),0.01629,36,2221,0.01103,0.02156
2017,30-45 y.,male,Not Disabled (<= 30%),0.94188,2939,3049,0.93357,0.95019
2017,30-45 y.,male,Disabled (> 30%),0.04255,110,3049,0.03539,0.04972
2017,30-45 y.,female,Not Disabled (<= 30%),0.94235,4053,4199,0.93530,0.94940
2017,30-45 y.,female,Disabled (> 30%),0.04602,146,4199,0.03968,0.05236
2017,46-65 y.,male,Not Disabled (<= 30%),0.81982,3939,4609,0.80873,0.83092
2017,46-65 y.,male,Disabled (> 30%),0.17523,670,4609,0.16425,0.18621
2017,46-65 y.,female,Not Disabled (<= 30%),0.83442,4598,5334,0.82444,0.84440
2017,46-65 y.,female,Disabled (> 30%),0.16010,736,5334,0.15025,0.16994
2017,66 and older,male,Not Disabled (<= 30%),0.75406,1853,2444,0.73698,0.77114
2017,66 and older,male,Disabled (> 30%),0.24356,591,2444,0.22654,0.26058
2017,66 and older,female,Not Disabled (<= 30%),0.79393,2011,2500,0.77807,0.80978
2017,66 and older,female,Disabled (> 30%),0.20170,489,2500,0.18597,0.21743
2018,17-29 y.,male,Not Disabled (<= 30%),0.87846,2051,2105,0.86450,0.89242
2018,17-29 y.,male,Disabled (> 30%),0.03302,54,2105,0.02539,0.04066
2018,17-29 y.,female,Not Disabled (<= 30%),0.90572,2133,2171,0.89343,0.91802
2018,17-29 y.,female,Disabled (> 30%),0.01681,38,2171,0.01140,0.02222
2018,30-45 y.,male,Not Disabled (<= 30%),0.94244,2690,2804,0.93382,0.95107
2018,30-45 y.,male,Disabled (> 30%),0.04303,114,2804,0.03552,0.05054
2018,30-45 y.,female,Not Disabled (<= 30%),0.94450,3776,3928,0.93734,0.95166
2018,30-45 y.,female,Disabled (> 30%),0.04382,152,3928,0.03742,0.05022
2018,46-65 y.,male,Not Disabled (<= 30%),0.82306,3777,4440,0.81183,0.83428
2018,46-65 y.,male,Disabled (> 30%),0.17141,663,4440,0.16033,0.18250
2018,46-65 y.,female,Not Disabled (<= 30%),0.84639,4448,5167,0.83656,0.85623
2018,46-65 y.,female,Disabled (> 30%),0.14832,719,5167,0.13863,0.15801
2018,66 and older,male,Not Disabled (<= 30%),0.73396,1825,2439,0.71642,0.75150
2018,66 and older,male,Disabled (> 30%),0.26170,614,2439,0.24425,0.27915
2018,66 and older,female,Not Disabled (<= 30%),0.78693,1985,2535,0.77099,0.80287
2018,66 and older,female,Disabled (> 30%),0.20856,550,2535,0.19274,0.22438
2019,17-29 y.,male,Not Disabled (<= 30%),0.86734,1816,1868,0.85196,0.88273
2019,17-29 y.,male,Disabled (> 30%),0.02854,52,1868,0.02098,0.03609
2019,17-29 y.,female,Not Disabled (<= 30%),0.88966,1928,1970,0.87582,0.90350
2019,17-29 y.,female,Disabled (> 30%),0.02476,42,1970,0.01790,0.03162
2019,30-45 y.,male,Not Disabled (<= 30%),0.92746,2583,2700,0.91768,0.93725
2019,30-45 y.,male,Disabled (> 30%),0.05169,117,2700,0.04333,0.06004
2019,30-45 y.,female,Not Disabled (<= 30%),0.93867,3439,3581,0.93081,0.94653
2019,30-45 y.,female,Disabled (> 30%),0.04934,142,3581,0.04225,0.05644
2019,46-65 y.,male,Not Disabled (<= 30%),0.83526,4439,5080,0.82506,0.84546
2019,46-65 y.,male,Disabled (> 30%),0.15941,641,5080,0.14934,0.16947
2019,46-65 y.,female,Not Disabled (<= 30%),0.84611,4627,5312,0.83640,0.85581
2019,46-65 y.,female,Disabled (> 30%),0.14710,685,5312,0.13757,0.15662
2019,66 and older,male,Not Disabled (<= 30%),0.74204,1998,2614,0.72526,0.75881
2019,66 and older,male,Disabled (> 30%),0.25339,616,2614,0.23671,0.27006
2019,66 and older,female,Not Disabled (<= 30%),0.78718,2038,2542,0.77127,0.80310
2019,66 and older,female,Disabled (> 30%),0.20447,504,2542,0.18878,0.22015
2020,17-29 y.,male,Not Disabled (<= 30%),0.89395,2506,2561,0.88203,0.90588
2020,17-29 y.,male,Disabled (> 30%),0.02510,55,2561,0.01904,0.03116
2020,17-29 y.,female,Not Disabled (<= 30%),0.89764,2471,2512,0.88578,0.90949
2020,17-29 y.,female,Disabled (> 30%),0.02174,41,2512,0.01604,0.02745
2020,30-45 y.,male,Not Disabled (<= 30%),0.93236,3747,3883,0.92446,0.94026
2020,30-45 y.,male,Disabled (> 30%),0.05603,136,3883,0.04880,0.06327
2020,30-45 y.,female,Not Disabled (<= 30%),0.94154,4010,4150,0.93440,0.94868
2020,30-45 y.,female,Disabled (> 30%),0.05345,140,4150,0.04661,0.06030
2020,46-65 y.,male,Not Disabled (<= 30%),0.84536,4477,5059,0.83540,0.85532
2020,46-65 y.,male,Disabled (> 30%),0.14878,582,5059,0.13898,0.15859
2020,46-65 y.,female,Not Disabled (<= 30%),0.84580,4637,5299,0.83607,0.85552
2020,46-65 y.,female,Disabled (> 30%),0.15084,662,5299,0.14120,0.16048
2020,66 and older,male,Not Disabled (<= 30%),0.72628,1850,2432,0.70855,0.74400
2020,66 and older,male,Disabled (> 30%),0.26756,582,2432,0.24996,0.28516
2020,66 and older,female,Not Disabled (<= 30%),0.78702,1948,2455,0.77083,0.80322
2020,66 and older,female,Disabled (> 30%),0.21109,507,2455,0.19494,0.22724
2021,17-29 y.,male,Not Disabled (<= 30%),0.90238,1603,1637,0.88800,0.91677
2021,17-29 y.,male,Disabled (> 30%),0.03606,34,1637,0.02702,0.04509
2021,17-29 y.,female,Not Disabled (<= 30%),0.90892,1545,1545,0.89457,0.92327
2021,30-45 y.,male,Not Disabled (<= 30%),0.93464,2369,2455,0.92486,0.94442
2021,30-45 y.,male,Disabled (> 30%),0.05827,86,2455,0.04900,0.06754
2021,30-45 y.,female,Not Disabled (<= 30%),0.94256,2669,2769,0.93390,0.95123
2021,30-45 y.,female,Disabled (> 30%),0.05108,100,2769,0.04288,0.05929
2021,46-65 y.,male,Not Disabled (<= 30%),0.83701,3029,3446,0.82468,0.84935
2021,46-65 y.,male,Disabled (> 30%),0.15687,417,3446,0.14473,0.16902
2021,46-65 y.,female,Not Disabled (<= 30%),0.84423,3291,3780,0.83267,0.85579
2021,46-65 y.,female,Disabled (> 30%),0.15018,489,3780,0.13879,0.16157
2021,66 and older,male,Not Disabled (<= 30%),0.73602,1348,1791,0.71560,0.75644
2021,66 and older,male,Disabled (> 30%),0.25571,443,1791,0.23550,0.27592
2021,66 and older,female,Not Disabled (<= 30%),0.77107,1413,1779,0.75154,0.79060
2021,66 and older,female,Disabled (> 30%),0.22359,366,1779,0.20422,0.24296
2022,17-29 y.,male,Not Disabled (<= 30%),0.94001,2727,2780,0.93118,0.94884
2022,17-29 y.,male,Disabled (> 30%),0.01997,53,2780,0.01477,0.02517
2022,17-29 y.,female,Not Disabled (<= 30%),0.93222,2838,2880,0.92304,0.94140
2022,17-29 y.,female,Disabled (> 30%),0.02535,42,2880,0.01961,0.03109
2022,30-45 y.,male,Not Disabled (<= 30%),0.95000,4267,4403,0.94356,0.95644
2022,30-45 y.,male,Disabled (> 30%),0.04623,136,4403,0.04003,0.05243
2022,30-45 y.,female,Not Disabled (<= 30%),0.95126,4378,4537,0.94499,0.95753
2022,30-45 y.,female,Disabled (> 30%),0.04581,159,4537,0.03972,0.05189
2022,46-65 y.,male,Not Disabled (<= 30%),0.84574,3825,4375,0.83504,0.85645
2022,46-65 y.,male,Disabled (> 30%),0.14912,550,4375,0.13856,0.15967
2022,46-65 y.,female,Not Disabled (<= 30%),0.84793,4129,4774,0.83775,0.85812
2022,46-65 y.,female,Disabled (> 30%),0.14464,645,4774,0.13467,0.15462
2022,66 and older,male,Not Disabled (<= 30%),0.74958,1559,2042,0.73078,0.76837
2022,66 and older,male,Disabled (> 30%),0.24480,483,2042,0.22615,0.26346
2022,66 and older,female,Not Disabled (<= 30%),0.77642,1650,2078,0.75850,0.79434
2022,66 and older,female,Disabled (> 30%),0.21720,428,2078,0.19946,0.23493
