year,quintil_oecd,regtyp,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,Urban regions,Not Disabled (<= 30%),0.67584,1915,2186,0.65622,0.69547
2003,1st Quintile,Urban regions,Disabled (> 30%),0.10587,271,2186,0.09297,0.11877
2003,1st Quintile,Rural regions,Not Disabled (<= 30%),0.69606,1091,1218,0.67022,0.72190
2003,1st Quintile,Rural regions,Disabled (> 30%),0.08689,127,1218,0.07107,0.10272
2003,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.68315,2015,2298,0.66412,0.70218
2003,2nd Quintile,Urban regions,Disabled (> 30%),0.10525,283,2298,0.09270,0.11780
2003,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.70574,1376,1555,0.68309,0.72840
2003,2nd Quintile,Rural regions,Disabled (> 30%),0.10653,179,1555,0.09119,0.12187
2003,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.70596,2275,2571,0.68835,0.72358
2003,3rd Quintile,Urban regions,Disabled (> 30%),0.10597,296,2571,0.09407,0.11787
2003,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.72848,1334,1491,0.70590,0.75106
2003,3rd Quintile,Rural regions,Disabled (> 30%),0.09944,157,1491,0.08424,0.11463
2003,4th Quintile,Urban regions,Not Disabled (<= 30%),0.75069,2584,2901,0.73494,0.76644
2003,4th Quintile,Urban regions,Disabled (> 30%),0.10705,317,2901,0.09580,0.11831
2003,4th Quintile,Rural regions,Not Disabled (<= 30%),0.76714,1397,1550,0.74609,0.78819
2003,4th Quintile,Rural regions,Disabled (> 30%),0.09116,153,1550,0.07683,0.10550
2003,5th Quintile,Urban regions,Not Disabled (<= 30%),0.79767,4360,4782,0.78628,0.80906
2003,5th Quintile,Urban regions,Disabled (> 30%),0.10161,422,4782,0.09305,0.11018
2003,5th Quintile,Rural regions,Not Disabled (<= 30%),0.81951,1465,1571,0.80048,0.83853
2003,5th Quintile,Rural regions,Disabled (> 30%),0.08109,106,1571,0.06759,0.09459
2004,1st Quintile,Urban regions,Not Disabled (<= 30%),0.67888,1817,2067,0.65875,0.69901
2004,1st Quintile,Urban regions,Disabled (> 30%),0.10581,250,2067,0.09255,0.11908
2004,1st Quintile,Rural regions,Not Disabled (<= 30%),0.68546,1055,1188,0.65904,0.71187
2004,1st Quintile,Rural regions,Disabled (> 30%),0.09489,133,1188,0.07822,0.11156
2004,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.68551,2022,2308,0.66656,0.70445
2004,2nd Quintile,Urban regions,Disabled (> 30%),0.10253,286,2308,0.09015,0.11491
2004,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.71522,1284,1467,0.69212,0.73833
2004,2nd Quintile,Rural regions,Disabled (> 30%),0.11681,183,1467,0.10037,0.13325
2004,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.70725,2223,2518,0.68947,0.72502
2004,3rd Quintile,Urban regions,Disabled (> 30%),0.11291,295,2518,0.10055,0.12528
2004,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.73377,1316,1492,0.71133,0.75620
2004,3rd Quintile,Rural regions,Disabled (> 30%),0.11141,176,1492,0.09544,0.12738
2004,4th Quintile,Urban regions,Not Disabled (<= 30%),0.73496,2510,2844,0.71873,0.75118
2004,4th Quintile,Urban regions,Disabled (> 30%),0.12177,334,2844,0.10975,0.13379
2004,4th Quintile,Rural regions,Not Disabled (<= 30%),0.77203,1372,1496,0.75077,0.79330
2004,4th Quintile,Rural regions,Disabled (> 30%),0.08482,124,1496,0.07070,0.09894
2004,5th Quintile,Urban regions,Not Disabled (<= 30%),0.80390,4178,4614,0.79244,0.81535
2004,5th Quintile,Urban regions,Disabled (> 30%),0.10144,436,4614,0.09272,0.11015
2004,5th Quintile,Rural regions,Not Disabled (<= 30%),0.81661,1464,1578,0.79751,0.83571
2004,5th Quintile,Rural regions,Disabled (> 30%),0.08490,114,1578,0.07115,0.09866
2005,1st Quintile,Urban regions,Not Disabled (<= 30%),0.68092,1791,2045,0.66071,0.70112
2005,1st Quintile,Urban regions,Disabled (> 30%),0.10398,254,2045,0.09075,0.11721
2005,1st Quintile,Rural regions,Not Disabled (<= 30%),0.69453,987,1098,0.66727,0.72178
2005,1st Quintile,Rural regions,Disabled (> 30%),0.08932,111,1098,0.07244,0.10620
2005,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.70258,1906,2196,0.68346,0.72170
2005,2nd Quintile,Urban regions,Disabled (> 30%),0.11107,290,2196,0.09793,0.12422
2005,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.70529,1237,1430,0.68165,0.72893
2005,2nd Quintile,Rural regions,Disabled (> 30%),0.12336,193,1430,0.10631,0.14041
2005,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.71177,2055,2323,0.69334,0.73019
2005,3rd Quintile,Urban regions,Disabled (> 30%),0.10244,268,2323,0.09010,0.11477
2005,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.74880,1266,1426,0.72628,0.77132
2005,3rd Quintile,Rural regions,Disabled (> 30%),0.09574,160,1426,0.08046,0.11102
2005,4th Quintile,Urban regions,Not Disabled (<= 30%),0.75514,2460,2792,0.73919,0.77109
2005,4th Quintile,Urban regions,Disabled (> 30%),0.11734,332,2792,0.10540,0.12928
2005,4th Quintile,Rural regions,Not Disabled (<= 30%),0.75555,1352,1504,0.73383,0.77728
2005,4th Quintile,Rural regions,Disabled (> 30%),0.10759,152,1504,0.09193,0.12326
2005,5th Quintile,Urban regions,Not Disabled (<= 30%),0.80208,3987,4402,0.79031,0.81385
2005,5th Quintile,Urban regions,Disabled (> 30%),0.09940,415,4402,0.09056,0.10824
2005,5th Quintile,Rural regions,Not Disabled (<= 30%),0.82008,1326,1441,0.80024,0.83992
2005,5th Quintile,Rural regions,Disabled (> 30%),0.08296,115,1441,0.06871,0.09720
2006,1st Quintile,Urban regions,Not Disabled (<= 30%),0.67576,1648,1894,0.65468,0.69685
2006,1st Quintile,Urban regions,Disabled (> 30%),0.11768,246,1894,0.10316,0.13219
2006,1st Quintile,Rural regions,Not Disabled (<= 30%),0.68144,921,1041,0.65312,0.70975
2006,1st Quintile,Rural regions,Disabled (> 30%),0.09386,120,1041,0.07613,0.11158
2006,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.66521,1713,2016,0.64461,0.68582
2006,2nd Quintile,Urban regions,Disabled (> 30%),0.13085,303,2016,0.11613,0.14558
2006,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.68846,1118,1294,0.66322,0.71371
2006,2nd Quintile,Rural regions,Disabled (> 30%),0.11522,176,1294,0.09782,0.13263
2006,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.70773,1927,2187,0.68866,0.72679
2006,3rd Quintile,Urban regions,Disabled (> 30%),0.10364,260,2187,0.09086,0.11642
2006,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.73906,1236,1392,0.71598,0.76213
2006,3rd Quintile,Rural regions,Disabled (> 30%),0.09665,156,1392,0.08112,0.11217
2006,4th Quintile,Urban regions,Not Disabled (<= 30%),0.73533,2322,2635,0.71848,0.75217
2006,4th Quintile,Urban regions,Disabled (> 30%),0.11506,313,2635,0.10287,0.12725
2006,4th Quintile,Rural regions,Not Disabled (<= 30%),0.74248,1201,1335,0.71902,0.76595
2006,4th Quintile,Rural regions,Disabled (> 30%),0.10665,134,1335,0.09008,0.12321
2006,5th Quintile,Urban regions,Not Disabled (<= 30%),0.80056,3708,4120,0.78836,0.81276
2006,5th Quintile,Urban regions,Disabled (> 30%),0.10211,412,4120,0.09286,0.11135
2006,5th Quintile,Rural regions,Not Disabled (<= 30%),0.81513,1281,1398,0.79477,0.83549
2006,5th Quintile,Rural regions,Disabled (> 30%),0.08277,117,1398,0.06832,0.09722
2007,1st Quintile,Urban regions,Not Disabled (<= 30%),0.68369,1749,2024,0.66342,0.70395
2007,1st Quintile,Urban regions,Disabled (> 30%),0.11369,275,2024,0.09985,0.12752
2007,1st Quintile,Rural regions,Not Disabled (<= 30%),0.69719,1007,1163,0.67077,0.72361
2007,1st Quintile,Rural regions,Disabled (> 30%),0.10251,156,1163,0.08507,0.11995
2007,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.67705,1851,2130,0.65718,0.69691
2007,2nd Quintile,Urban regions,Disabled (> 30%),0.11269,279,2130,0.09926,0.12613
2007,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.68530,1208,1382,0.66081,0.70979
2007,2nd Quintile,Rural regions,Disabled (> 30%),0.11402,174,1382,0.09726,0.13079
2007,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.70304,2049,2354,0.68458,0.72151
2007,3rd Quintile,Urban regions,Disabled (> 30%),0.11313,305,2354,0.10033,0.12592
2007,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.75378,1335,1509,0.73203,0.77552
2007,3rd Quintile,Rural regions,Disabled (> 30%),0.09835,174,1509,0.08332,0.11338
2007,4th Quintile,Urban regions,Not Disabled (<= 30%),0.73460,2454,2807,0.71826,0.75093
2007,4th Quintile,Urban regions,Disabled (> 30%),0.11535,353,2807,0.10353,0.12717
2007,4th Quintile,Rural regions,Not Disabled (<= 30%),0.75628,1364,1506,0.73459,0.77797
2007,4th Quintile,Rural regions,Disabled (> 30%),0.09449,142,1506,0.07971,0.10927
2007,5th Quintile,Urban regions,Not Disabled (<= 30%),0.79072,3741,4150,0.77834,0.80310
2007,5th Quintile,Urban regions,Disabled (> 30%),0.10087,409,4150,0.09171,0.11004
2007,5th Quintile,Rural regions,Not Disabled (<= 30%),0.82168,1319,1444,0.80193,0.84143
2007,5th Quintile,Rural regions,Disabled (> 30%),0.08724,125,1444,0.07268,0.10180
2008,1st Quintile,Urban regions,Not Disabled (<= 30%),0.67945,1620,1869,0.65829,0.70061
2008,1st Quintile,Urban regions,Disabled (> 30%),0.10953,249,1869,0.09537,0.12369
2008,1st Quintile,Rural regions,Not Disabled (<= 30%),0.67885,932,1092,0.65115,0.70656
2008,1st Quintile,Rural regions,Disabled (> 30%),0.12048,160,1092,0.10117,0.13980
2008,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.68292,1779,2057,0.66281,0.70304
2008,2nd Quintile,Urban regions,Disabled (> 30%),0.11815,278,2057,0.10420,0.13211
2008,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.71842,1149,1315,0.69410,0.74274
2008,2nd Quintile,Rural regions,Disabled (> 30%),0.11126,166,1315,0.09426,0.12827
2008,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.72282,1986,2275,0.70443,0.74122
2008,3rd Quintile,Urban regions,Disabled (> 30%),0.10833,289,2275,0.09556,0.12110
2008,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.74537,1370,1533,0.72355,0.76719
2008,3rd Quintile,Rural regions,Disabled (> 30%),0.10227,163,1533,0.08710,0.11745
2008,4th Quintile,Urban regions,Not Disabled (<= 30%),0.74466,2259,2562,0.72777,0.76155
2008,4th Quintile,Urban regions,Disabled (> 30%),0.10679,303,2562,0.09483,0.11875
2008,4th Quintile,Rural regions,Not Disabled (<= 30%),0.76223,1178,1312,0.73918,0.78527
2008,4th Quintile,Rural regions,Disabled (> 30%),0.09338,134,1312,0.07763,0.10913
2008,5th Quintile,Urban regions,Not Disabled (<= 30%),0.79827,3531,3919,0.78570,0.81083
2008,5th Quintile,Urban regions,Disabled (> 30%),0.09900,388,3919,0.08965,0.10835
2008,5th Quintile,Rural regions,Not Disabled (<= 30%),0.82667,1228,1343,0.80641,0.84692
2008,5th Quintile,Rural regions,Disabled (> 30%),0.07497,115,1343,0.06088,0.08906
2009,1st Quintile,Urban regions,Not Disabled (<= 30%),0.67171,1517,1795,0.64998,0.69344
2009,1st Quintile,Urban regions,Disabled (> 30%),0.12947,278,1795,0.11393,0.14500
2009,1st Quintile,Rural regions,Not Disabled (<= 30%),0.69919,908,1062,0.67159,0.72679
2009,1st Quintile,Rural regions,Disabled (> 30%),0.12156,154,1062,0.10190,0.14123
2009,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.69521,1635,1896,0.67449,0.71594
2009,2nd Quintile,Urban regions,Disabled (> 30%),0.11332,261,1896,0.09905,0.12760
2009,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.70426,1100,1262,0.67907,0.72945
2009,2nd Quintile,Rural regions,Disabled (> 30%),0.11328,162,1262,0.09578,0.13077
2009,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.73644,1780,2020,0.71722,0.75566
2009,3rd Quintile,Urban regions,Disabled (> 30%),0.10192,240,2020,0.08873,0.11512
2009,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.74702,1232,1383,0.72410,0.76994
2009,3rd Quintile,Rural regions,Disabled (> 30%),0.09488,151,1383,0.07943,0.11033
2009,4th Quintile,Urban regions,Not Disabled (<= 30%),0.74452,2164,2448,0.72724,0.76180
2009,4th Quintile,Urban regions,Disabled (> 30%),0.10293,284,2448,0.09089,0.11498
2009,4th Quintile,Rural regions,Not Disabled (<= 30%),0.77365,1180,1312,0.75100,0.79630
2009,4th Quintile,Rural regions,Disabled (> 30%),0.09795,132,1312,0.08186,0.11404
2009,5th Quintile,Urban regions,Not Disabled (<= 30%),0.79684,3189,3538,0.78358,0.81010
2009,5th Quintile,Urban regions,Disabled (> 30%),0.09881,349,3538,0.08898,0.10865
2009,5th Quintile,Rural regions,Not Disabled (<= 30%),0.82489,1138,1259,0.80389,0.84589
2009,5th Quintile,Rural regions,Disabled (> 30%),0.06936,121,1259,0.05532,0.08340
2010,1st Quintile,Urban regions,Not Disabled (<= 30%),0.75464,1406,1651,0.73388,0.77540
2010,1st Quintile,Urban regions,Disabled (> 30%),0.15837,245,1651,0.14076,0.17599
2010,1st Quintile,Rural regions,Not Disabled (<= 30%),0.76196,786,911,0.73429,0.78963
2010,1st Quintile,Rural regions,Disabled (> 30%),0.14306,125,911,0.12031,0.16581
2010,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.73985,1505,1769,0.71940,0.76030
2010,2nd Quintile,Urban regions,Disabled (> 30%),0.14906,264,1769,0.13246,0.16566
2010,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.76317,1063,1235,0.73945,0.78689
2010,2nd Quintile,Rural regions,Disabled (> 30%),0.14596,172,1235,0.12626,0.16565
2010,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.75640,1649,1889,0.73703,0.77576
2010,3rd Quintile,Urban regions,Disabled (> 30%),0.12808,240,1889,0.11301,0.14316
2010,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.75927,1147,1307,0.73608,0.78246
2010,3rd Quintile,Rural regions,Disabled (> 30%),0.12771,160,1307,0.10961,0.14582
2010,4th Quintile,Urban regions,Not Disabled (<= 30%),0.78319,2003,2262,0.76620,0.80018
2010,4th Quintile,Urban regions,Disabled (> 30%),0.10153,259,2262,0.08908,0.11398
2010,4th Quintile,Rural regions,Not Disabled (<= 30%),0.81420,1081,1207,0.79225,0.83616
2010,4th Quintile,Rural regions,Disabled (> 30%),0.09060,126,1207,0.07440,0.10680
2010,5th Quintile,Urban regions,Not Disabled (<= 30%),0.81653,2981,3316,0.80336,0.82971
2010,5th Quintile,Urban regions,Disabled (> 30%),0.10330,335,3316,0.09294,0.11366
2010,5th Quintile,Rural regions,Not Disabled (<= 30%),0.84861,947,1045,0.82687,0.87036
2010,5th Quintile,Rural regions,Disabled (> 30%),0.08099,98,1045,0.06444,0.09754
2011,1st Quintile,Urban regions,Not Disabled (<= 30%),0.66700,2474,2795,0.64952,0.68448
2011,1st Quintile,Urban regions,Disabled (> 30%),0.13203,321,2795,0.11948,0.14458
2011,1st Quintile,Rural regions,Not Disabled (<= 30%),0.69728,1612,1788,0.67597,0.71858
2011,1st Quintile,Rural regions,Disabled (> 30%),0.12839,176,1788,0.11288,0.14390
2011,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.70683,2265,2529,0.68908,0.72457
2011,2nd Quintile,Urban regions,Disabled (> 30%),0.12237,264,2529,0.10959,0.13514
2011,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.70955,1613,1790,0.68852,0.73059
2011,2nd Quintile,Rural regions,Disabled (> 30%),0.10933,177,1790,0.09487,0.12379
2011,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.72320,2241,2504,0.70567,0.74073
2011,3rd Quintile,Urban regions,Disabled (> 30%),0.11272,263,2504,0.10033,0.12511
2011,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.74349,1457,1620,0.72222,0.76476
2011,3rd Quintile,Rural regions,Disabled (> 30%),0.11628,163,1620,0.10066,0.13189
2011,4th Quintile,Urban regions,Not Disabled (<= 30%),0.74947,2512,2785,0.73338,0.76557
2011,4th Quintile,Urban regions,Disabled (> 30%),0.09463,273,2785,0.08376,0.10551
2011,4th Quintile,Rural regions,Not Disabled (<= 30%),0.77231,1220,1341,0.74986,0.79477
2011,4th Quintile,Rural regions,Disabled (> 30%),0.08168,121,1341,0.06701,0.09634
2011,5th Quintile,Urban regions,Not Disabled (<= 30%),0.78966,3211,3533,0.77622,0.80310
2011,5th Quintile,Urban regions,Disabled (> 30%),0.09894,322,3533,0.08909,0.10879
2011,5th Quintile,Rural regions,Not Disabled (<= 30%),0.80800,1083,1188,0.78559,0.83041
2011,5th Quintile,Rural regions,Disabled (> 30%),0.08851,105,1188,0.07236,0.10467
2012,1st Quintile,Urban regions,Not Disabled (<= 30%),0.65933,2884,3279,0.64310,0.67555
2012,1st Quintile,Urban regions,Disabled (> 30%),0.13084,395,3279,0.11929,0.14238
2012,1st Quintile,Rural regions,Not Disabled (<= 30%),0.67241,1802,2034,0.65200,0.69281
2012,1st Quintile,Rural regions,Disabled (> 30%),0.13015,232,2034,0.11553,0.14478
2012,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.69374,2608,2941,0.67708,0.71040
2012,2nd Quintile,Urban regions,Disabled (> 30%),0.12346,333,2941,0.11157,0.13535
2012,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.70331,1755,1996,0.68327,0.72336
2012,2nd Quintile,Rural regions,Disabled (> 30%),0.12470,241,1996,0.11021,0.13920
2012,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.72125,2562,2874,0.70485,0.73765
2012,3rd Quintile,Urban regions,Disabled (> 30%),0.10497,312,2874,0.09376,0.11617
2012,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.73866,1766,1957,0.71918,0.75813
2012,3rd Quintile,Rural regions,Disabled (> 30%),0.10474,191,1957,0.09117,0.11832
2012,4th Quintile,Urban regions,Not Disabled (<= 30%),0.73599,2752,3091,0.72045,0.75153
2012,4th Quintile,Urban regions,Disabled (> 30%),0.11271,339,3091,0.10156,0.12386
2012,4th Quintile,Rural regions,Not Disabled (<= 30%),0.76043,1536,1720,0.74026,0.78061
2012,4th Quintile,Rural regions,Disabled (> 30%),0.11098,184,1720,0.09613,0.12583
2012,5th Quintile,Urban regions,Not Disabled (<= 30%),0.79879,3527,3857,0.78613,0.81144
2012,5th Quintile,Urban regions,Disabled (> 30%),0.08698,330,3857,0.07809,0.09588
2012,5th Quintile,Rural regions,Not Disabled (<= 30%),0.82266,1280,1397,0.80262,0.84270
2012,5th Quintile,Rural regions,Disabled (> 30%),0.07099,117,1397,0.05752,0.08447
2013,1st Quintile,Urban regions,Not Disabled (<= 30%),0.65719,2691,3094,0.64047,0.67392
2013,1st Quintile,Urban regions,Disabled (> 30%),0.15965,403,3094,0.14675,0.17256
2013,1st Quintile,Rural regions,Not Disabled (<= 30%),0.65770,1808,2060,0.63721,0.67820
2013,1st Quintile,Rural regions,Disabled (> 30%),0.14539,252,2060,0.13016,0.16062
2013,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.69694,2715,3060,0.68066,0.71323
2013,2nd Quintile,Urban regions,Disabled (> 30%),0.12955,345,3060,0.11765,0.14145
2013,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.69833,1917,2171,0.67902,0.71764
2013,2nd Quintile,Rural regions,Disabled (> 30%),0.13097,254,2171,0.11677,0.14516
2013,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.71715,2614,2952,0.70090,0.73340
2013,3rd Quintile,Urban regions,Disabled (> 30%),0.11936,338,2952,0.10767,0.13106
2013,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.75198,1721,1945,0.73278,0.77118
2013,3rd Quintile,Rural regions,Disabled (> 30%),0.10906,224,1945,0.09520,0.12291
2013,4th Quintile,Urban regions,Not Disabled (<= 30%),0.75538,2742,3078,0.74019,0.77057
2013,4th Quintile,Urban regions,Disabled (> 30%),0.10617,336,3078,0.09528,0.11705
2013,4th Quintile,Rural regions,Not Disabled (<= 30%),0.79549,1618,1780,0.77675,0.81424
2013,4th Quintile,Rural regions,Disabled (> 30%),0.08376,162,1780,0.07089,0.09664
2013,5th Quintile,Urban regions,Not Disabled (<= 30%),0.79590,3744,4124,0.78359,0.80820
2013,5th Quintile,Urban regions,Disabled (> 30%),0.09692,380,4124,0.08789,0.10595
2013,5th Quintile,Rural regions,Not Disabled (<= 30%),0.80535,1238,1377,0.78443,0.82627
2013,5th Quintile,Rural regions,Disabled (> 30%),0.09595,139,1377,0.08039,0.11152
2014,1st Quintile,Urban regions,Not Disabled (<= 30%),0.65325,3274,3692,0.63789,0.66860
2014,1st Quintile,Urban regions,Disabled (> 30%),0.13345,418,3692,0.12248,0.14443
2014,1st Quintile,Rural regions,Not Disabled (<= 30%),0.65467,1835,2110,0.63437,0.67496
2014,1st Quintile,Rural regions,Disabled (> 30%),0.14373,275,2110,0.12876,0.15871
2014,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.68074,3004,3381,0.66503,0.69646
2014,2nd Quintile,Urban regions,Disabled (> 30%),0.12507,377,3381,0.11391,0.13622
2014,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.69009,1863,2131,0.67046,0.70973
2014,2nd Quintile,Rural regions,Disabled (> 30%),0.14846,268,2131,0.13336,0.16356
2014,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.71318,2812,3179,0.69746,0.72891
2014,3rd Quintile,Urban regions,Disabled (> 30%),0.11780,367,3179,0.10659,0.12901
2014,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.75014,1768,1977,0.73105,0.76923
2014,3rd Quintile,Rural regions,Disabled (> 30%),0.10474,209,1977,0.09124,0.11824
2014,4th Quintile,Urban regions,Not Disabled (<= 30%),0.74682,2995,3354,0.73210,0.76154
2014,4th Quintile,Urban regions,Disabled (> 30%),0.10756,359,3354,0.09707,0.11805
2014,4th Quintile,Rural regions,Not Disabled (<= 30%),0.78029,1619,1806,0.76119,0.79940
2014,4th Quintile,Rural regions,Disabled (> 30%),0.09487,187,1806,0.08135,0.10839
2014,5th Quintile,Urban regions,Not Disabled (<= 30%),0.80555,3666,4019,0.79332,0.81779
2014,5th Quintile,Urban regions,Disabled (> 30%),0.08804,353,4019,0.07928,0.09681
2014,5th Quintile,Rural regions,Not Disabled (<= 30%),0.81227,1236,1378,0.79165,0.83290
2014,5th Quintile,Rural regions,Disabled (> 30%),0.09310,142,1378,0.07775,0.10845
2015,1st Quintile,Urban regions,Not Disabled (<= 30%),0.65581,2863,3227,0.63941,0.67220
2015,1st Quintile,Urban regions,Disabled (> 30%),0.13701,364,3227,0.12514,0.14888
2015,1st Quintile,Rural regions,Not Disabled (<= 30%),0.67966,1657,1883,0.65858,0.70074
2015,1st Quintile,Rural regions,Disabled (> 30%),0.12420,226,1883,0.10930,0.13910
2015,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.70415,2799,3153,0.68822,0.72009
2015,2nd Quintile,Urban regions,Disabled (> 30%),0.12359,354,3153,0.11210,0.13508
2015,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.69437,1846,2106,0.67469,0.71405
2015,2nd Quintile,Rural regions,Disabled (> 30%),0.13901,260,2106,0.12423,0.15379
2015,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.72228,2672,2990,0.70623,0.73834
2015,3rd Quintile,Urban regions,Disabled (> 30%),0.10841,318,2990,0.09727,0.11956
2015,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.72697,1646,1850,0.70666,0.74728
2015,3rd Quintile,Rural regions,Disabled (> 30%),0.12091,204,1850,0.10605,0.13577
2015,4th Quintile,Urban regions,Not Disabled (<= 30%),0.74363,2730,3068,0.72818,0.75909
2015,4th Quintile,Urban regions,Disabled (> 30%),0.11778,338,3068,0.10637,0.12919
2015,4th Quintile,Rural regions,Not Disabled (<= 30%),0.77501,1528,1696,0.75513,0.79489
2015,4th Quintile,Rural regions,Disabled (> 30%),0.09341,168,1696,0.07956,0.10727
2015,5th Quintile,Urban regions,Not Disabled (<= 30%),0.80552,3454,3797,0.79293,0.81811
2015,5th Quintile,Urban regions,Disabled (> 30%),0.08743,343,3797,0.07845,0.09642
2015,5th Quintile,Rural regions,Not Disabled (<= 30%),0.82664,1185,1313,0.80616,0.84712
2015,5th Quintile,Rural regions,Disabled (> 30%),0.07765,128,1313,0.06317,0.09213
2016,1st Quintile,Urban regions,Not Disabled (<= 30%),0.65089,2827,3185,0.63433,0.66745
2016,1st Quintile,Urban regions,Disabled (> 30%),0.12990,358,3185,0.11822,0.14158
2016,1st Quintile,Rural regions,Not Disabled (<= 30%),0.66053,1637,1854,0.63897,0.68210
2016,1st Quintile,Rural regions,Disabled (> 30%),0.12639,217,1854,0.11126,0.14152
2016,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.70149,2746,3063,0.68528,0.71770
2016,2nd Quintile,Urban regions,Disabled (> 30%),0.11925,317,3063,0.10777,0.13073
2016,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.70138,1768,2011,0.68138,0.72139
2016,2nd Quintile,Rural regions,Disabled (> 30%),0.13030,243,2011,0.11558,0.14501
2016,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.71157,2543,2863,0.69497,0.72817
2016,3rd Quintile,Urban regions,Disabled (> 30%),0.11921,320,2863,0.10734,0.13108
2016,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.72318,1544,1751,0.70222,0.74415
2016,3rd Quintile,Rural regions,Disabled (> 30%),0.11841,207,1751,0.10327,0.13354
2016,4th Quintile,Urban regions,Not Disabled (<= 30%),0.75793,2716,3020,0.74265,0.77321
2016,4th Quintile,Urban regions,Disabled (> 30%),0.09739,304,3020,0.08682,0.10797
2016,4th Quintile,Rural regions,Not Disabled (<= 30%),0.78412,1458,1612,0.76403,0.80421
2016,4th Quintile,Rural regions,Disabled (> 30%),0.09622,154,1612,0.08182,0.11062
2016,5th Quintile,Urban regions,Not Disabled (<= 30%),0.80459,3281,3611,0.79166,0.81753
2016,5th Quintile,Urban regions,Disabled (> 30%),0.09010,330,3611,0.08076,0.09944
2016,5th Quintile,Rural regions,Not Disabled (<= 30%),0.81563,1137,1254,0.79415,0.83710
2016,5th Quintile,Rural regions,Disabled (> 30%),0.08111,117,1254,0.06599,0.09623
2017,1st Quintile,Urban regions,Not Disabled (<= 30%),0.62302,2589,2951,0.60553,0.64051
2017,1st Quintile,Urban regions,Disabled (> 30%),0.13465,362,2951,0.12233,0.14697
2017,1st Quintile,Rural regions,Not Disabled (<= 30%),0.67056,1540,1745,0.64850,0.69262
2017,1st Quintile,Rural regions,Disabled (> 30%),0.11164,205,1745,0.09686,0.12642
2017,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.70437,2599,2912,0.68780,0.72095
2017,2nd Quintile,Urban regions,Disabled (> 30%),0.12602,313,2912,0.11397,0.13808
2017,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.67671,1647,1876,0.65554,0.69788
2017,2nd Quintile,Rural regions,Disabled (> 30%),0.13213,229,1876,0.11681,0.14746
