year,age_gr,migback,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.87785,43,43,0.77882,0.97689
2005,66 and older,No migration background,Not Disabled (<= 30%),0.73470,2541,3376,0.71981,0.74960
2005,66 and older,No migration background,Disabled (> 30%),0.26530,835,3376,0.25040,0.28019
2005,66 and older,Direct migration background,Not Disabled (<= 30%),0.80753,287,364,0.76698,0.84809
2005,66 and older,Direct migration background,Disabled (> 30%),0.19247,77,364,0.15191,0.23302
2006,17-29 y.,No migration background,Not Disabled (<= 30%),0.97355,2831,2883,0.96769,0.97941
2006,17-29 y.,No migration background,Disabled (> 30%),0.02645,52,2883,0.02059,0.03231
2006,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99587,318,318,0.98881,1.00293
2006,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.99197,471,471,0.98391,1.00004
2006,30-45 y.,No migration background,Not Disabled (<= 30%),0.95145,5009,5217,0.94562,0.95728
2006,30-45 y.,No migration background,Disabled (> 30%),0.04855,208,5217,0.04272,0.05438
2006,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.95680,752,752,0.94226,0.97134
2006,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.97056,265,265,0.95017,0.99095
2006,46-65 y.,No migration background,Not Disabled (<= 30%),0.83210,5628,6627,0.82310,0.84110
2006,46-65 y.,No migration background,Disabled (> 30%),0.16790,999,6627,0.15890,0.17690
2006,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.84078,749,879,0.81658,0.86498
2006,46-65 y.,Direct migration background,Disabled (> 30%),0.15922,130,879,0.13502,0.18342
2006,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.83863,44,44,0.72868,0.94859
2006,66 and older,No migration background,Not Disabled (<= 30%),0.73172,3015,4009,0.71800,0.74544
2006,66 and older,No migration background,Disabled (> 30%),0.26828,994,4009,0.25456,0.28200
2006,66 and older,Direct migration background,Not Disabled (<= 30%),0.77368,300,390,0.73210,0.81526
2006,66 and older,Direct migration background,Disabled (> 30%),0.22632,90,390,0.18474,0.26790
2007,17-29 y.,No migration background,Not Disabled (<= 30%),0.98196,2643,2682,0.97693,0.98700
2007,17-29 y.,No migration background,Disabled (> 30%),0.01804,39,2682,0.01300,0.02307
2007,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99472,265,265,0.98599,1.00346
2007,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98189,442,442,0.96944,0.99434
2007,30-45 y.,No migration background,Not Disabled (<= 30%),0.94899,4554,4752,0.94273,0.95525
2007,30-45 y.,No migration background,Disabled (> 30%),0.05101,198,4752,0.04475,0.05727
2007,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.96232,658,658,0.94776,0.97688
2007,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.98156,261,261,0.96520,0.99791
2007,46-65 y.,No migration background,Not Disabled (<= 30%),0.82955,5257,6202,0.82019,0.83891
2007,46-65 y.,No migration background,Disabled (> 30%),0.17045,945,6202,0.16109,0.17981
2007,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.83832,668,787,0.81258,0.86406
2007,46-65 y.,Direct migration background,Disabled (> 30%),0.16168,119,787,0.13594,0.18742
2007,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.82748,43,43,0.71320,0.94175
2007,66 and older,No migration background,Not Disabled (<= 30%),0.73799,2982,3941,0.72426,0.75172
2007,66 and older,No migration background,Disabled (> 30%),0.26201,959,3941,0.24828,0.27574
2007,66 and older,Direct migration background,Not Disabled (<= 30%),0.80137,299,376,0.76099,0.84175
2007,66 and older,Direct migration background,Disabled (> 30%),0.19863,77,376,0.15825,0.23901
2008,17-29 y.,No migration background,Not Disabled (<= 30%),0.97664,2455,2495,0.97071,0.98257
2008,17-29 y.,No migration background,Disabled (> 30%),0.02336,40,2495,0.01743,0.02929
2008,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99583,223,223,0.98736,1.00431
2008,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98045,428,428,0.96732,0.99358
2008,30-45 y.,No migration background,Not Disabled (<= 30%),0.95051,4122,4291,0.94402,0.95700
2008,30-45 y.,No migration background,Disabled (> 30%),0.04949,169,4291,0.04300,0.05598
2008,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.95896,582,582,0.94282,0.97509
2008,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.95973,259,259,0.93574,0.98372
2008,46-65 y.,No migration background,Not Disabled (<= 30%),0.83454,5027,5922,0.82507,0.84400
2008,46-65 y.,No migration background,Disabled (> 30%),0.16546,895,5922,0.15600,0.17493
2008,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.85643,606,705,0.83053,0.88233
2008,46-65 y.,Direct migration background,Disabled (> 30%),0.14357,99,705,0.11767,0.16947
2008,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.82131,44,44,0.70681,0.93582
2008,66 and older,No migration background,Not Disabled (<= 30%),0.74843,2992,3902,0.73481,0.76204
2008,66 and older,No migration background,Disabled (> 30%),0.25157,910,3902,0.23796,0.26519
2008,66 and older,Direct migration background,Not Disabled (<= 30%),0.78438,288,369,0.74236,0.82640
2008,66 and older,Direct migration background,Disabled (> 30%),0.21562,81,369,0.17360,0.25764
2009,17-29 y.,No migration background,Not Disabled (<= 30%),0.98239,2255,2291,0.97700,0.98778
2009,17-29 y.,No migration background,Disabled (> 30%),0.01761,36,2291,0.01222,0.02300
2009,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99522,172,172,0.98489,1.00556
2009,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98795,381,381,0.97698,0.99892
2009,30-45 y.,No migration background,Not Disabled (<= 30%),0.94882,3710,3872,0.94188,0.95576
2009,30-45 y.,No migration background,Disabled (> 30%),0.05118,162,3872,0.04424,0.05812
2009,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.95098,510,510,0.93223,0.96974
2009,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.97274,261,261,0.95294,0.99253
2009,46-65 y.,No migration background,Not Disabled (<= 30%),0.83460,4795,5642,0.82490,0.84429
2009,46-65 y.,No migration background,Disabled (> 30%),0.16540,847,5642,0.15571,0.17510
2009,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.85381,527,616,0.82589,0.88173
2009,46-65 y.,Direct migration background,Disabled (> 30%),0.14619,89,616,0.11827,0.17411
2009,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.81990,38,38,0.69608,0.94372
2009,66 and older,No migration background,Not Disabled (<= 30%),0.75132,2932,3813,0.73759,0.76504
2009,66 and older,No migration background,Disabled (> 30%),0.24868,881,3813,0.23496,0.26241
2009,66 and older,Direct migration background,Not Disabled (<= 30%),0.79626,262,334,0.75300,0.83952
2009,66 and older,Direct migration background,Disabled (> 30%),0.20374,72,334,0.16048,0.24700
2010,17-29 y.,No migration background,Not Disabled (<= 30%),0.97373,2899,2951,0.96796,0.97950
2010,17-29 y.,No migration background,Disabled (> 30%),0.02627,52,2951,0.02050,0.03204
2010,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99361,484,484,0.98650,1.00072
2010,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.97289,467,467,0.95815,0.98764
2010,30-45 y.,No migration background,Not Disabled (<= 30%),0.94996,6826,7051,0.94487,0.95505
2010,30-45 y.,No migration background,Disabled (> 30%),0.05004,225,7051,0.04495,0.05513
2010,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97771,1443,1443,0.97009,0.98533
2010,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.97114,515,515,0.95667,0.98561
2010,46-65 y.,No migration background,Not Disabled (<= 30%),0.84001,5290,6154,0.83085,0.84917
2010,46-65 y.,No migration background,Disabled (> 30%),0.15999,864,6154,0.15083,0.16915
2010,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.83230,593,698,0.80456,0.86003
2010,46-65 y.,Direct migration background,Disabled (> 30%),0.16770,105,698,0.13997,0.19544
2010,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.75061,61,61,0.64113,0.86008
2010,66 and older,No migration background,Not Disabled (<= 30%),0.75252,2835,3684,0.73858,0.76646
2010,66 and older,No migration background,Disabled (> 30%),0.24748,849,3684,0.23354,0.26142
2010,66 and older,Direct migration background,Not Disabled (<= 30%),0.82684,256,315,0.78499,0.86869
2010,66 and older,Direct migration background,Disabled (> 30%),0.17316,59,315,0.13131,0.21501
2011,17-29 y.,No migration background,Not Disabled (<= 30%),0.97412,3143,3199,0.96861,0.97962
2011,17-29 y.,No migration background,Disabled (> 30%),0.02588,56,3199,0.02038,0.03139
2011,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99535,436,436,0.98896,1.00174
2011,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98232,524,524,0.97103,0.99362
2011,30-45 y.,No migration background,Not Disabled (<= 30%),0.95098,7526,7812,0.94620,0.95577
2011,30-45 y.,No migration background,Disabled (> 30%),0.04902,286,7812,0.04423,0.05380
2011,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.98211,1488,1524,0.97545,0.98877
2011,30-45 y.,Direct migration background,Disabled (> 30%),0.01789,36,1524,0.01123,0.02455
2011,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.97386,571,571,0.96076,0.98696
2011,46-65 y.,No migration background,Not Disabled (<= 30%),0.83506,6852,8041,0.82695,0.84318
2011,46-65 y.,No migration background,Disabled (> 30%),0.16494,1189,8041,0.15682,0.17305
2011,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.87320,838,957,0.85210,0.89429
2011,46-65 y.,Direct migration background,Disabled (> 30%),0.12680,119,957,0.10571,0.14790
2011,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.73340,90,90,0.64154,0.82527
2011,66 and older,No migration background,Not Disabled (<= 30%),0.75967,3657,4709,0.74746,0.77187
2011,66 and older,No migration background,Disabled (> 30%),0.24033,1052,4709,0.22813,0.25254
2011,66 and older,Direct migration background,Not Disabled (<= 30%),0.82035,342,421,0.78363,0.85706
2011,66 and older,Direct migration background,Disabled (> 30%),0.17965,79,421,0.14294,0.21637
2012,17-29 y.,No migration background,Not Disabled (<= 30%),0.97053,3019,3082,0.96455,0.97650
2012,17-29 y.,No migration background,Disabled (> 30%),0.02947,63,3082,0.02350,0.03545
2012,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99114,386,386,0.98179,1.00050
2012,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.96612,495,495,0.95016,0.98207
2012,30-45 y.,No migration background,Not Disabled (<= 30%),0.94425,6796,7083,0.93891,0.94960
2012,30-45 y.,No migration background,Disabled (> 30%),0.05575,287,7083,0.05040,0.06109
2012,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97935,1398,1430,0.97197,0.98672
2012,30-45 y.,Direct migration background,Disabled (> 30%),0.02065,32,1430,0.01328,0.02803
2012,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.95593,538,538,0.93857,0.97329
2012,46-65 y.,No migration background,Not Disabled (<= 30%),0.83408,7016,8264,0.82606,0.84210
2012,46-65 y.,No migration background,Disabled (> 30%),0.16592,1248,8264,0.15790,0.17394
2012,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.84745,816,948,0.82455,0.87035
2012,46-65 y.,Direct migration background,Disabled (> 30%),0.15255,132,948,0.12965,0.17545
2012,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.75734,110,110,0.67686,0.83782
2012,66 and older,No migration background,Not Disabled (<= 30%),0.75798,3675,4771,0.74583,0.77014
2012,66 and older,No migration background,Disabled (> 30%),0.24202,1096,4771,0.22986,0.25417
2012,66 and older,Direct migration background,Not Disabled (<= 30%),0.82569,337,419,0.78933,0.86206
2012,66 and older,Direct migration background,Disabled (> 30%),0.17431,82,419,0.13794,0.21067
2013,17-29 y.,No migration background,Not Disabled (<= 30%),0.97561,2861,2907,0.97000,0.98122
2013,17-29 y.,No migration background,Disabled (> 30%),0.02439,46,2907,0.01878,0.03000
2013,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99223,1084,1084,0.98700,0.99746
2013,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.97905,999,999,0.97016,0.98793
2013,30-45 y.,No migration background,Not Disabled (<= 30%),0.94866,6169,6440,0.94327,0.95405
2013,30-45 y.,No migration background,Disabled (> 30%),0.05134,271,6440,0.04595,0.05673
2013,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97116,2988,3058,0.96523,0.97709
2013,30-45 y.,Direct migration background,Disabled (> 30%),0.02884,70,3058,0.02291,0.03477
2013,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.96594,830,830,0.95359,0.97829
2013,46-65 y.,No migration background,Not Disabled (<= 30%),0.82699,6839,8071,0.81874,0.83525
2013,46-65 y.,No migration background,Disabled (> 30%),0.17301,1232,8071,0.16475,0.18126
2013,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.82861,1691,1934,0.81181,0.84541
2013,46-65 y.,Direct migration background,Disabled (> 30%),0.17139,243,1934,0.15459,0.18819
2013,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.76069,138,138,0.68924,0.83213
2013,66 and older,No migration background,Not Disabled (<= 30%),0.77330,3568,4574,0.76117,0.78544
2013,66 and older,No migration background,Disabled (> 30%),0.22670,1006,4574,0.21456,0.23883
2013,66 and older,Direct migration background,Not Disabled (<= 30%),0.79169,368,455,0.75433,0.82904
2013,66 and older,Direct migration background,Disabled (> 30%),0.20831,87,455,0.17096,0.24567
2014,17-29 y.,No migration background,Not Disabled (<= 30%),0.97007,2609,2660,0.96359,0.97654
2014,17-29 y.,No migration background,Disabled (> 30%),0.02993,51,2660,0.02346,0.03641
2014,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99214,785,785,0.98596,0.99832
2014,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.96038,822,822,0.94703,0.97372
2014,30-45 y.,No migration background,Not Disabled (<= 30%),0.95103,5186,5419,0.94528,0.95677
2014,30-45 y.,No migration background,Disabled (> 30%),0.04897,233,5419,0.04323,0.05472
2014,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97283,2350,2413,0.96634,0.97932
2014,30-45 y.,Direct migration background,Disabled (> 30%),0.02717,63,2413,0.02068,0.03366
2014,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.97811,669,669,0.96702,0.98921
2014,46-65 y.,No migration background,Not Disabled (<= 30%),0.81923,6321,7498,0.81052,0.82794
2014,46-65 y.,No migration background,Disabled (> 30%),0.18077,1177,7498,0.17206,0.18948
2014,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.82893,1411,1613,0.81054,0.84731
2014,46-65 y.,Direct migration background,Disabled (> 30%),0.17107,202,1613,0.15269,0.18946
2014,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.75420,142,142,0.68313,0.82527
2014,66 and older,No migration background,Not Disabled (<= 30%),0.75951,3429,4489,0.74701,0.77201
2014,66 and older,No migration background,Disabled (> 30%),0.24049,1060,4489,0.22799,0.25299
2014,66 and older,Direct migration background,Not Disabled (<= 30%),0.77130,349,449,0.73241,0.81020
2014,66 and older,Direct migration background,Disabled (> 30%),0.22870,100,449,0.18980,0.26759
2015,17-29 y.,No migration background,Not Disabled (<= 30%),0.97591,2522,2568,0.96998,0.98184
2015,17-29 y.,No migration background,Disabled (> 30%),0.02409,46,2568,0.01816,0.03002
2015,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99094,1065,1065,0.98525,0.99664
2015,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.97097,798,798,0.95932,0.98263
2015,30-45 y.,No migration background,Not Disabled (<= 30%),0.95292,4631,4822,0.94694,0.95890
2015,30-45 y.,No migration background,Disabled (> 30%),0.04708,191,4822,0.04110,0.05306
2015,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97851,2799,2846,0.97319,0.98384
2015,30-45 y.,Direct migration background,Disabled (> 30%),0.02149,47,2846,0.01616,0.02681
2015,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.97778,600,600,0.96598,0.98958
2015,46-65 y.,No migration background,Not Disabled (<= 30%),0.82302,6172,7263,0.81424,0.83180
2015,46-65 y.,No migration background,Disabled (> 30%),0.17698,1091,7263,0.16820,0.18576
2015,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.84134,1486,1678,0.82385,0.85883
2015,46-65 y.,Direct migration background,Disabled (> 30%),0.15866,192,1678,0.14117,0.17615
2015,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.74097,142,142,0.66866,0.81329
2015,66 and older,No migration background,Not Disabled (<= 30%),0.76409,3417,4435,0.75159,0.77658
2015,66 and older,No migration background,Disabled (> 30%),0.23591,1018,4435,0.22342,0.24841
2015,66 and older,Direct migration background,Not Disabled (<= 30%),0.82504,370,444,0.78966,0.86042
2015,66 and older,Direct migration background,Disabled (> 30%),0.17496,74,444,0.13958,0.21034
2016,17-29 y.,No migration background,Not Disabled (<= 30%),0.97571,2319,2359,0.96950,0.98193
2016,17-29 y.,No migration background,Disabled (> 30%),0.02429,40,2359,0.01807,0.03050
2016,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99285,756,756,0.98685,0.99886
2016,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.97328,723,723,0.96152,0.98504
2016,30-45 y.,No migration background,Not Disabled (<= 30%),0.94752,4072,4244,0.94081,0.95423
2016,30-45 y.,No migration background,Disabled (> 30%),0.05248,172,4244,0.04577,0.05919
2016,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97605,2244,2289,0.96978,0.98231
2016,30-45 y.,Direct migration background,Disabled (> 30%),0.02395,45,2289,0.01769,0.03022
2016,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.97318,544,544,0.95959,0.98677
2016,46-65 y.,No migration background,Not Disabled (<= 30%),0.82926,5855,6839,0.82034,0.83818
2016,46-65 y.,No migration background,Disabled (> 30%),0.17074,984,6839,0.16182,0.17966
2016,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.84596,1379,1564,0.82806,0.86385
2016,46-65 y.,Direct migration background,Disabled (> 30%),0.15404,185,1564,0.13615,0.17194
2016,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.79180,151,151,0.72682,0.85677
2016,66 and older,No migration background,Not Disabled (<= 30%),0.75593,3280,4278,0.74306,0.76880
2016,66 and older,No migration background,Disabled (> 30%),0.24407,998,4278,0.23120,0.25694
2016,66 and older,Direct migration background,Not Disabled (<= 30%),0.82288,335,412,0.78597,0.85979
2016,66 and older,Direct migration background,Disabled (> 30%),0.17712,77,412,0.14021,0.21403
2017,17-29 y.,No migration background,Not Disabled (<= 30%),0.97226,2866,2923,0.96631,0.97822
2017,17-29 y.,No migration background,Disabled (> 30%),0.02774,57,2923,0.02178,0.03369
2017,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99385,613,613,0.98766,1.00004
2017,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.97478,794,794,0.96387,0.98570
2017,30-45 y.,No migration background,Not Disabled (<= 30%),0.94756,4363,4551,0.94108,0.95403
2017,30-45 y.,No migration background,Disabled (> 30%),0.05244,188,4551,0.04597,0.05892
2017,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97308,2073,2120,0.96619,0.97997
2017,30-45 y.,Direct migration background,Disabled (> 30%),0.02692,47,2120,0.02003,0.03381
2017,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.97115,556,556,0.95723,0.98508
2017,46-65 y.,No migration background,Not Disabled (<= 30%),0.82725,6931,8105,0.81902,0.83548
2017,46-65 y.,No migration background,Disabled (> 30%),0.17275,1174,8105,0.16452,0.18098
2017,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.85426,1422,1622,0.83708,0.87144
2017,46-65 y.,Direct migration background,Disabled (> 30%),0.14574,200,1622,0.12856,0.16292
2017,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.82664,184,216,0.77604,0.87725
2017,46-65 y.,Indirect migration background,Disabled (> 30%),0.17336,32,216,0.12275,0.22396
2017,66 and older,No migration background,Not Disabled (<= 30%),0.77322,3481,4484,0.76097,0.78548
2017,66 and older,No migration background,Disabled (> 30%),0.22678,1003,4484,0.21452,0.23903
2017,66 and older,Direct migration background,Not Disabled (<= 30%),0.82645,369,444,0.79118,0.86171
2017,66 and older,Direct migration background,Disabled (> 30%),0.17355,75,444,0.13829,0.20882
2018,17-29 y.,No migration background,Not Disabled (<= 30%),0.97303,2833,2899,0.96713,0.97893
2018,17-29 y.,No migration background,Disabled (> 30%),0.02697,66,2899,0.02107,0.03287
2018,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99682,553,553,0.99213,1.00152
2018,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.95650,798,798,0.94234,0.97066
2018,30-45 y.,No migration background,Not Disabled (<= 30%),0.95324,4025,4213,0.94687,0.95962
2018,30-45 y.,No migration background,Disabled (> 30%),0.04676,188,4213,0.04038,0.05313
2018,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.96184,1919,1975,0.95339,0.97029
2018,30-45 y.,Direct migration background,Disabled (> 30%),0.03816,56,1975,0.02971,0.04661
2018,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.96234,522,522,0.94600,0.97869
2018,46-65 y.,No migration background,Not Disabled (<= 30%),0.83472,6621,7764,0.82646,0.84298
2018,46-65 y.,No migration background,Disabled (> 30%),0.16528,1143,7764,0.15702,0.17354
2018,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.87088,1422,1617,0.85453,0.88723
2018,46-65 y.,Direct migration background,Disabled (> 30%),0.12912,195,1617,0.11277,0.14547
2018,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.78480,182,226,0.73110,0.83850
2018,46-65 y.,Indirect migration background,Disabled (> 30%),0.21520,44,226,0.16150,0.26890
2018,66 and older,No migration background,Not Disabled (<= 30%),0.76118,3424,4492,0.74871,0.77365
2018,66 and older,No migration background,Disabled (> 30%),0.23882,1068,4492,0.22635,0.25129
2018,66 and older,Direct migration background,Not Disabled (<= 30%),0.80918,370,462,0.77331,0.84505
2018,66 and older,Direct migration background,Disabled (> 30%),0.19082,92,462,0.15495,0.22669
2019,17-29 y.,No migration background,Not Disabled (<= 30%),0.96781,2622,2693,0.96115,0.97448
2019,17-29 y.,No migration background,Disabled (> 30%),0.03219,71,2693,0.02552,0.03885
2019,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98714,416,416,0.97630,0.99798
2019,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.97101,708,708,0.95864,0.98338
2019,30-45 y.,No migration background,Not Disabled (<= 30%),0.94300,3931,4129,0.93593,0.95007
2019,30-45 y.,No migration background,Disabled (> 30%),0.05700,198,4129,0.04993,0.06407
2019,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.96352,1578,1615,0.95437,0.97267
2019,30-45 y.,Direct migration background,Disabled (> 30%),0.03648,37,1615,0.02733,0.04563
2019,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.95504,514,514,0.93711,0.97297
2019,46-65 y.,No migration background,Not Disabled (<= 30%),0.83975,7451,8574,0.83199,0.84752
2019,46-65 y.,No migration background,Disabled (> 30%),0.16025,1123,8574,0.15248,0.16801
2019,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.87389,1368,1540,0.85730,0.89048
2019,46-65 y.,Direct migration background,Disabled (> 30%),0.12611,172,1540,0.10952,0.14270
2019,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.86136,248,279,0.82074,0.90198
2019,46-65 y.,Indirect migration background,Disabled (> 30%),0.13864,31,279,0.09802,0.17926
2019,66 and older,No migration background,Not Disabled (<= 30%),0.76700,3639,4682,0.75489,0.77911
2019,66 and older,No migration background,Disabled (> 30%),0.23300,1043,4682,0.22089,0.24511
2019,66 and older,Direct migration background,Not Disabled (<= 30%),0.81938,374,446,0.78364,0.85513
2019,66 and older,Direct migration background,Disabled (> 30%),0.18062,72,446,0.14487,0.21636
2020,17-29 y.,No migration background,Not Disabled (<= 30%),0.97134,2459,2531,0.96484,0.97784
2020,17-29 y.,No migration background,Disabled (> 30%),0.02866,72,2531,0.02216,0.03516
2020,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99351,1813,1813,0.98981,0.99721
2020,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.97625,708,708,0.96502,0.98747
2020,30-45 y.,No migration background,Not Disabled (<= 30%),0.94060,3515,3690,0.93297,0.94823
2020,30-45 y.,No migration background,Disabled (> 30%),0.05940,175,3690,0.05177,0.06703
2020,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.95668,3751,3825,0.95023,0.96313
2020,30-45 y.,Direct migration background,Disabled (> 30%),0.04332,74,3825,0.03687,0.04977
2020,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.94803,492,492,0.92840,0.96767
2020,46-65 y.,No migration background,Not Disabled (<= 30%),0.84459,6833,7866,0.83659,0.85260
2020,46-65 y.,No migration background,Disabled (> 30%),0.15541,1033,7866,0.14740,0.16341
2020,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.87670,2056,2239,0.86308,0.89032
2020,46-65 y.,Direct migration background,Disabled (> 30%),0.12330,183,2239,0.10968,0.13692
2020,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.84810,226,226,0.80120,0.89500
2020,66 and older,No migration background,Not Disabled (<= 30%),0.76082,3397,4384,0.74819,0.77345
2020,66 and older,No migration background,Disabled (> 30%),0.23918,987,4384,0.22655,0.25181
2020,66 and older,Direct migration background,Not Disabled (<= 30%),0.78688,375,470,0.74982,0.82394
2020,66 and older,Direct migration background,Disabled (> 30%),0.21312,95,470,0.17606,0.25018
2021,17-29 y.,No migration background,Not Disabled (<= 30%),0.97264,1722,1762,0.96502,0.98026
2021,17-29 y.,No migration background,Disabled (> 30%),0.02736,40,1762,0.01974,0.03498
2021,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99565,1017,1017,0.99160,0.99970
2021,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.94449,412,412,0.92236,0.96663
2021,30-45 y.,No migration background,Not Disabled (<= 30%),0.94027,2479,2603,0.93116,0.94938
2021,30-45 y.,No migration background,Disabled (> 30%),0.05973,124,2603,0.05062,0.06884
2021,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.95748,2273,2320,0.94927,0.96569
2021,30-45 y.,Direct migration background,Disabled (> 30%),0.04252,47,2320,0.03431,0.05073
2021,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.95085,287,287,0.92580,0.97591
2021,46-65 y.,No migration background,Not Disabled (<= 30%),0.84217,4814,5546,0.83257,0.85177
2021,46-65 y.,No migration background,Disabled (> 30%),0.15783,732,5546,0.14823,0.16743
2021,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.85298,1344,1500,0.83505,0.87090
2021,46-65 y.,Direct migration background,Disabled (> 30%),0.14702,156,1500,0.12910,0.16495
2021,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.89352,162,162,0.84588,0.94117
2021,66 and older,No migration background,Not Disabled (<= 30%),0.76043,2478,3211,0.74567,0.77520
2021,66 and older,No migration background,Disabled (> 30%),0.23957,733,3211,0.22480,0.25433
2021,66 and older,Direct migration background,Not Disabled (<= 30%),0.77356,266,335,0.72867,0.81844
2021,66 and older,Direct migration background,Disabled (> 30%),0.22644,69,335,0.18156,0.27133
2022,17-29 y.,No migration background,Not Disabled (<= 30%),0.97566,2880,2952,0.97010,0.98122
