year,pgisced97,regtyp,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.92635,2447,2620,0.91634,0.93635
2000,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.07328,173,2620,0.06330,0.08326
2000,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.91669,1108,1194,0.90101,0.93237
2000,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.08050,86,1194,0.06506,0.09594
2001,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.99850,350,350,0.99443,1.00256
2001,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.97914,186,186,0.95854,0.99973
2001,Primary Level,Urban regions,Not Disabled (<= 30%),0.83592,203,245,0.78945,0.88239
2001,Primary Level,Urban regions,Disabled (> 30%),0.15910,42,245,0.11320,0.20499
2001,Primary Level,Rural regions,Not Disabled (<= 30%),0.83091,57,57,0.73274,0.92909
2001,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.85443,1824,2087,0.83929,0.86956
2001,Lower Secondary Level,Urban regions,Disabled (> 30%),0.14353,263,2087,0.12848,0.15857
2001,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.87490,877,988,0.85426,0.89554
2001,Lower Secondary Level,Rural regions,Disabled (> 30%),0.12055,111,988,0.10024,0.14086
2001,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.86358,6345,7214,0.85566,0.87150
2001,Upper Secondary Level,Urban regions,Disabled (> 30%),0.13360,869,7214,0.12574,0.14145
2001,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.89316,3944,4326,0.88395,0.90236
2001,Upper Secondary Level,Rural regions,Disabled (> 30%),0.10203,382,4326,0.09301,0.11105
2001,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.90927,770,827,0.88969,0.92886
2001,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.08672,57,827,0.06753,0.10591
2001,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.94932,226,226,0.92066,0.97798
2001,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.85766,948,1065,0.83667,0.87866
2001,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.13767,117,1065,0.11697,0.15838
2001,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.88273,548,605,0.85707,0.90839
2001,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.11314,57,605,0.08788,0.13841
2001,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.92179,2268,2441,0.91114,0.93244
2001,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.07736,173,2441,0.06676,0.08796
2001,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90583,1016,1104,0.88860,0.92307
2001,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.08908,88,1104,0.07227,0.10589
2002,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.98592,423,423,0.97468,0.99716
2002,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.96003,182,182,0.93149,0.98857
2002,Primary Level,Urban regions,Not Disabled (<= 30%),0.83757,186,223,0.78905,0.88609
2002,Primary Level,Urban regions,Disabled (> 30%),0.16243,37,223,0.11391,0.21095
2002,Primary Level,Rural regions,Not Disabled (<= 30%),0.82064,54,54,0.71735,0.92393
2002,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.83871,1674,1945,0.82236,0.85506
2002,Lower Secondary Level,Urban regions,Disabled (> 30%),0.15737,271,1945,0.14118,0.17355
2002,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.87206,824,939,0.85068,0.89344
2002,Lower Secondary Level,Rural regions,Disabled (> 30%),0.12562,115,939,0.10441,0.14683
2002,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.85250,6393,7326,0.84438,0.86062
2002,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14488,933,7326,0.13682,0.15294
2002,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.87724,3810,4224,0.86734,0.88714
2002,Upper Secondary Level,Rural regions,Disabled (> 30%),0.11680,414,4224,0.10711,0.12648
2002,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.91983,838,895,0.90203,0.93763
2002,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.08017,57,895,0.06237,0.09797
2002,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.94462,253,253,0.91638,0.97286
2002,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.85897,988,1112,0.83851,0.87944
2002,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.13808,124,1112,0.11779,0.15837
2002,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.88515,571,627,0.86018,0.91013
2002,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.11485,56,627,0.08987,0.13982
2002,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.92211,3037,3239,0.91288,0.93134
2002,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.07728,202,3239,0.06808,0.08648
2002,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90102,1210,1317,0.88489,0.91716
2002,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.09812,107,1317,0.08205,0.11419
2003,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.98628,418,418,0.97511,0.99744
2003,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.98862,194,194,0.97366,1.00359
2003,Primary Level,Urban regions,Not Disabled (<= 30%),0.81826,173,210,0.76598,0.87054
2003,Primary Level,Urban regions,Disabled (> 30%),0.17141,37,210,0.12032,0.22251
2003,Primary Level,Rural regions,Not Disabled (<= 30%),0.80525,50,50,0.69436,0.91613
2003,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.84330,1587,1843,0.82670,0.85990
2003,Lower Secondary Level,Urban regions,Disabled (> 30%),0.15247,256,1843,0.13605,0.16889
2003,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.86577,772,883,0.84327,0.88827
2003,Lower Secondary Level,Rural regions,Disabled (> 30%),0.13268,111,883,0.11029,0.15507
2003,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.85761,6190,7064,0.84946,0.86576
2003,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14016,874,7064,0.13207,0.14826
2003,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.88026,3608,4019,0.87022,0.89030
2003,Upper Secondary Level,Rural regions,Disabled (> 30%),0.11532,411,4019,0.10545,0.12520
2003,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.92943,826,882,0.91252,0.94634
2003,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.06928,56,882,0.05251,0.08605
2003,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.94476,256,256,0.91672,0.97280
2003,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.84580,935,1070,0.82416,0.86745
2003,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.15363,135,1070,0.13202,0.17525
2003,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.86795,550,614,0.84115,0.89475
2003,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.12673,64,614,0.10039,0.15306
2003,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.91252,2870,3089,0.90255,0.92248
2003,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.08653,219,3089,0.07662,0.09645
2003,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90377,1158,1262,0.88749,0.92005
2003,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.09545,104,1262,0.07923,0.11167
2004,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.99451,439,439,0.98759,1.00143
2004,Primary Level,Urban regions,Not Disabled (<= 30%),0.82201,164,197,0.76846,0.87556
2004,Primary Level,Urban regions,Disabled (> 30%),0.17799,33,197,0.12444,0.23154
2004,Primary Level,Rural regions,Not Disabled (<= 30%),0.84308,50,50,0.74124,0.94493
2004,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.83613,1477,1732,0.81869,0.85357
2004,Lower Secondary Level,Urban regions,Disabled (> 30%),0.16068,255,1732,0.14338,0.17798
2004,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.85566,727,837,0.83183,0.87948
2004,Lower Secondary Level,Rural regions,Disabled (> 30%),0.14074,110,837,0.11716,0.16431
2004,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.85252,5938,6828,0.84411,0.86093
2004,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14520,890,6828,0.13684,0.15355
2004,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.87475,3511,3928,0.86439,0.88510
2004,Upper Secondary Level,Rural regions,Disabled (> 30%),0.12208,417,3928,0.11184,0.13232
2004,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.93394,837,889,0.91760,0.95027
2004,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.06592,52,889,0.04960,0.08224
2004,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.91999,248,248,0.88616,0.95383
2004,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.84904,911,1041,0.82728,0.87080
2004,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.14941,130,1041,0.12774,0.17107
2004,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.85967,532,598,0.83180,0.88753
2004,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.14015,66,598,0.11230,0.16800
2004,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.90176,2811,3039,0.89117,0.91234
2004,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.09761,228,3039,0.08706,0.10817
2004,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90965,1150,1252,0.89376,0.92553
2004,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.08929,102,1252,0.07349,0.10510
2005,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.99652,445,445,0.99104,1.00200
2005,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.98938,201,201,0.97518,1.00359
2005,Primary Level,Urban regions,Not Disabled (<= 30%),0.81175,155,187,0.75557,0.86793
2005,Primary Level,Urban regions,Disabled (> 30%),0.18139,32,187,0.12601,0.23677
2005,Primary Level,Rural regions,Not Disabled (<= 30%),0.86789,50,50,0.77308,0.96270
2005,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.85131,1396,1627,0.83401,0.86860
2005,Lower Secondary Level,Urban regions,Disabled (> 30%),0.14657,231,1627,0.12938,0.16376
2005,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.84332,650,758,0.81742,0.86921
2005,Lower Secondary Level,Rural regions,Disabled (> 30%),0.15021,108,758,0.12476,0.17567
2005,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.85289,5611,6487,0.84427,0.86151
2005,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14528,876,6487,0.13670,0.15386
2005,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.87030,3308,3740,0.85954,0.88107
2005,Upper Secondary Level,Rural regions,Disabled (> 30%),0.12710,432,3740,0.11642,0.13777
2005,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.93643,811,862,0.92013,0.95272
2005,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.06197,51,862,0.04587,0.07808
2005,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.92689,249,249,0.89449,0.95929
2005,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.84576,857,988,0.82322,0.86829
2005,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.15212,131,988,0.12972,0.17453
2005,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.85933,503,569,0.83073,0.88792
2005,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.14047,66,569,0.11190,0.16905
2005,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.90238,2722,2953,0.89167,0.91309
2005,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.09507,231,2953,0.08449,0.10565
2005,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.91979,1115,1208,0.90446,0.93511
2005,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.07923,93,1208,0.06399,0.09446
2006,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.66683,271,271,0.61061,0.72305
2006,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.55170,122,122,0.46308,0.64031
2006,Primary Level,Urban regions,Not Disabled (<= 30%),0.79916,144,176,0.73980,0.85851
2006,Primary Level,Urban regions,Disabled (> 30%),0.20084,32,176,0.14149,0.26020
2006,Primary Level,Rural regions,Not Disabled (<= 30%),0.84567,54,54,0.74841,0.94293
2006,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.81250,1370,1629,0.79354,0.83146
2006,Lower Secondary Level,Urban regions,Disabled (> 30%),0.16624,259,1629,0.14816,0.18433
2006,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.84269,734,842,0.81808,0.86730
2006,Lower Secondary Level,Rural regions,Disabled (> 30%),0.13282,108,842,0.10988,0.15575
2006,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.84998,6021,6974,0.84160,0.85836
2006,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14701,953,6974,0.13870,0.15532
2006,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.86694,3597,4083,0.85652,0.87736
2006,Upper Secondary Level,Rural regions,Disabled (> 30%),0.12805,486,4083,0.11780,0.13830
2006,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.92658,860,914,0.90966,0.94350
2006,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.07146,54,914,0.05475,0.08816
2006,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.94718,281,281,0.92098,0.97338
2006,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.84390,882,1025,0.82167,0.86613
2006,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.15180,143,1025,0.12982,0.17378
2006,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.87142,553,622,0.84510,0.89775
2006,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.12858,69,622,0.10225,0.15490
2006,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.90400,2980,3246,0.89386,0.91413
2006,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.09566,266,3246,0.08554,0.10578
2006,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90863,1214,1328,0.89313,0.92413
2006,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.08943,114,1328,0.07408,0.10479
2007,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.51547,228,228,0.45046,0.58049
2007,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.52295,112,112,0.43003,0.61587
2007,Primary Level,Urban regions,Not Disabled (<= 30%),0.80587,119,150,0.74235,0.86938
2007,Primary Level,Urban regions,Disabled (> 30%),0.19413,31,150,0.13062,0.25765
2007,Primary Level,Rural regions,Not Disabled (<= 30%),0.87870,56,56,0.79241,0.96498
2007,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.82859,1240,1460,0.80926,0.84793
2007,Lower Secondary Level,Urban regions,Disabled (> 30%),0.15152,220,1460,0.13312,0.16992
2007,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.83967,638,742,0.81325,0.86608
2007,Lower Secondary Level,Rural regions,Disabled (> 30%),0.13451,104,742,0.10994,0.15908
2007,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.84951,5587,6476,0.84080,0.85822
2007,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14816,889,6476,0.13951,0.15682
2007,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.86975,3368,3823,0.85908,0.88042
2007,Upper Secondary Level,Rural regions,Disabled (> 30%),0.12550,455,3823,0.11500,0.13601
2007,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.91392,806,873,0.89531,0.93254
2007,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.08329,67,873,0.06495,0.10163
2007,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.93251,277,277,0.90292,0.96211
2007,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.84197,810,941,0.81865,0.86529
2007,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.15191,131,941,0.12896,0.17485
2007,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.86043,522,589,0.83242,0.88844
2007,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.13957,67,589,0.11156,0.16758
2007,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.89820,2842,3112,0.88758,0.90883
2007,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.10047,270,3112,0.08991,0.11104
2007,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90621,1157,1273,0.89019,0.92224
2007,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.09254,116,1273,0.07662,0.10847
2008,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.58712,234,234,0.52390,0.65034
2008,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.58788,116,116,0.49792,0.67784
2008,Primary Level,Urban regions,Not Disabled (<= 30%),0.83752,109,109,0.76795,0.90709
2008,Primary Level,Rural regions,Not Disabled (<= 30%),0.83389,41,41,0.71856,0.94923
2008,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.82181,1126,1328,0.80122,0.84240
2008,Lower Secondary Level,Urban regions,Disabled (> 30%),0.15378,202,1328,0.13437,0.17319
2008,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.83577,582,678,0.80786,0.86367
2008,Lower Secondary Level,Rural regions,Disabled (> 30%),0.13657,96,678,0.11070,0.16243
2008,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.85043,5249,6095,0.84148,0.85939
2008,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14649,846,6095,0.13761,0.15537
2008,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.87073,3181,3610,0.85979,0.88168
2008,Upper Secondary Level,Rural regions,Disabled (> 30%),0.12397,429,3610,0.11322,0.13472
2008,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.92336,760,814,0.90507,0.94165
2008,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.07664,54,814,0.05835,0.09493
2008,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.92188,261,261,0.88926,0.95450
2008,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.85249,755,875,0.82897,0.87600
2008,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.14697,120,875,0.12349,0.17044
2008,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.85735,473,538,0.82777,0.88693
2008,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.14144,65,538,0.11197,0.17092
2008,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.90604,2726,2979,0.89556,0.91652
2008,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.09396,253,2979,0.08348,0.10444
2008,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90060,1097,1211,0.88374,0.91746
2008,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.09687,114,1211,0.08020,0.11354
2009,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.59620,218,218,0.53091,0.66148
2009,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.70998,93,93,0.61725,0.80271
2009,Primary Level,Urban regions,Not Disabled (<= 30%),0.83179,101,101,0.75847,0.90510
2009,Primary Level,Rural regions,Not Disabled (<= 30%),0.80207,34,34,0.66613,0.93802
2009,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.83305,1014,1189,0.81184,0.85426
2009,Lower Secondary Level,Urban regions,Disabled (> 30%),0.14216,175,1189,0.12230,0.16202
2009,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.84222,510,595,0.81291,0.87154
2009,Lower Secondary Level,Rural regions,Disabled (> 30%),0.13438,85,595,0.10695,0.16180
2009,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.84676,4796,5593,0.83731,0.85620
2009,Upper Secondary Level,Urban regions,Disabled (> 30%),0.15098,797,5593,0.14160,0.16037
2009,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.87508,3025,3450,0.86404,0.88611
2009,Upper Secondary Level,Rural regions,Disabled (> 30%),0.12265,425,3450,0.11170,0.13359
2009,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.90619,677,733,0.88506,0.92731
2009,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.09127,56,733,0.07040,0.11213
2009,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.90895,242,242,0.87262,0.94527
2009,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.85318,688,807,0.82875,0.87762
2009,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.14625,119,807,0.12185,0.17064
2009,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.85915,460,522,0.82927,0.88902
2009,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.13017,62,522,0.10127,0.15906
2009,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.90388,2586,2823,0.89300,0.91475
2009,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.09476,237,2823,0.08395,0.10556
2009,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.91595,1090,1206,0.90028,0.93161
2009,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.08380,116,1206,0.06815,0.09944
2010,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.67255,282,282,0.61768,0.72742
2010,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.62464,124,124,0.53907,0.71021
2010,Primary Level,Urban regions,Not Disabled (<= 30%),0.87202,226,226,0.82837,0.91567
2010,Primary Level,Rural regions,Not Disabled (<= 30%),0.89568,83,83,0.82951,0.96184
2010,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.82849,1460,1646,0.81028,0.84671
2010,Lower Secondary Level,Urban regions,Disabled (> 30%),0.14876,186,1646,0.13156,0.16596
2010,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.83082,705,790,0.80466,0.85698
2010,Lower Secondary Level,Rural regions,Disabled (> 30%),0.13833,85,790,0.11424,0.16242
2010,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.84868,6277,7094,0.84034,0.85702
2010,Upper Secondary Level,Urban regions,Disabled (> 30%),0.14737,817,7094,0.13912,0.15562
2010,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.86881,4176,4612,0.85906,0.87855
2010,Upper Secondary Level,Rural regions,Disabled (> 30%),0.12526,436,4612,0.11570,0.13481
2010,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.90828,1190,1254,0.89230,0.92426
2010,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.09112,64,1254,0.07519,0.10706
2010,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.92342,429,429,0.89822,0.94861
2010,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.85019,852,979,0.82783,0.87256
2010,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.14369,127,979,0.12170,0.16567
2010,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.86082,559,630,0.83377,0.88787
2010,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.13918,71,630,0.11213,0.16623
2010,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.90481,3657,3903,0.89560,0.91402
2010,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.09312,246,3903,0.08400,0.10224
2010,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90882,1357,1467,0.89408,0.92355
2010,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.09003,110,1467,0.07538,0.10468
2011,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.58214,339,339,0.52956,0.63472
2011,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.52581,131,131,0.43997,0.61165
2011,Primary Level,Urban regions,Not Disabled (<= 30%),0.82188,238,280,0.77698,0.86678
2011,Primary Level,Urban regions,Disabled (> 30%),0.17426,42,280,0.12975,0.21877
2011,Primary Level,Rural regions,Not Disabled (<= 30%),0.78554,108,108,0.70777,0.86331
2011,Lower Secondary Level,Urban regions,Not Disabled (<= 30%),0.83248,1680,1909,0.81572,0.84924
2011,Lower Secondary Level,Urban regions,Disabled (> 30%),0.14828,229,1909,0.13233,0.16423
2011,Lower Secondary Level,Rural regions,Not Disabled (<= 30%),0.83799,920,1036,0.81555,0.86044
2011,Lower Secondary Level,Rural regions,Disabled (> 30%),0.13254,116,1036,0.11188,0.15320
2011,Upper Secondary Level,Urban regions,Not Disabled (<= 30%),0.84762,7242,8285,0.83988,0.85536
2011,Upper Secondary Level,Urban regions,Disabled (> 30%),0.15059,1043,8285,0.14289,0.15829
2011,Upper Secondary Level,Rural regions,Not Disabled (<= 30%),0.87034,4978,5598,0.86154,0.87914
2011,Upper Secondary Level,Rural regions,Disabled (> 30%),0.12846,620,5598,0.11970,0.13723
2011,Post-secondary Non-tertiary Level,Urban regions,Not Disabled (<= 30%),0.91609,1368,1451,0.90182,0.93036
2011,Post-secondary Non-tertiary Level,Urban regions,Disabled (> 30%),0.08262,83,1451,0.06845,0.09679
2011,Post-secondary Non-tertiary Level,Rural regions,Not Disabled (<= 30%),0.93099,524,524,0.90927,0.95272
2011,First Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.86859,968,1097,0.84859,0.88859
2011,First Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.12366,129,1097,0.10417,0.14314
2011,First Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.86855,669,751,0.84437,0.89273
2011,First Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.13145,82,751,0.10727,0.15563
2011,Second Stage of Tertiary Education,Urban regions,Not Disabled (<= 30%),0.91093,4157,4462,0.90257,0.91929
2011,Second Stage of Tertiary Education,Urban regions,Disabled (> 30%),0.08746,305,4462,0.07917,0.09575
2011,Second Stage of Tertiary Education,Rural regions,Not Disabled (<= 30%),0.90439,1598,1748,0.89060,0.91818
2011,Second Stage of Tertiary Education,Rural regions,Disabled (> 30%),0.09561,150,1748,0.08182,0.10940
2012,Pre-primary Level,Urban regions,Not Disabled (<= 30%),0.57688,325,325,0.52309,0.63068
2012,Pre-primary Level,Rural regions,Not Disabled (<= 30%),0.49555,142,142,0.41302,0.57807
2012,Primary Level,Urban regions,Not Disabled (<= 30%),0.81816,221,258,0.77100,0.86532
2012,Primary Level,Urban regions,Disabled (> 30%),0.18184,37,258,0.13468,0.22900
2012,Primary Level,Rural regions,Not Disabled (<= 30%),0.81128,109,109,0.73748,0.88508
