year,bula_h,quintil_oecd,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Saxony-Anhalt,4th Quintile,Not Disabled (<= 30%),0.90026,114,114,0.84501,0.95551
1999,Saxony-Anhalt,5th Quintile,Not Disabled (<= 30%),0.95068,55,55,0.89293,1.00844
1999,Thuringa,1st Quintile,Not Disabled (<= 30%),0.93670,153,153,0.89799,0.97541
1999,Thuringa,2nd Quintile,Not Disabled (<= 30%),0.89069,171,171,0.84379,0.93760
1999,Thuringa,3rd Quintile,Not Disabled (<= 30%),0.89620,180,180,0.85152,0.94088
1999,Thuringa,4th Quintile,Not Disabled (<= 30%),0.95330,94,94,0.91042,0.99619
1999,Thuringa,5th Quintile,Not Disabled (<= 30%),0.82227,67,67,0.73004,0.91450
2000,Schleswig-Holstein,1st Quintile,Not Disabled (<= 30%),0.77269,37,37,0.63579,0.90959
2000,Schleswig-Holstein,2nd Quintile,Not Disabled (<= 30%),0.89123,43,43,0.79707,0.98539
2000,Schleswig-Holstein,3rd Quintile,Not Disabled (<= 30%),0.94964,68,68,0.89728,1.00201
2000,Schleswig-Holstein,4th Quintile,Not Disabled (<= 30%),0.93209,52,52,0.86303,1.00114
2000,Schleswig-Holstein,5th Quintile,Not Disabled (<= 30%),0.92052,83,83,0.86197,0.97906
2000,Hamburg,5th Quintile,Not Disabled (<= 30%),0.98687,35,35,0.94860,1.02513
2000,Lower Saxony,1st Quintile,Not Disabled (<= 30%),0.81077,164,164,0.75064,0.87091
2000,Lower Saxony,2nd Quintile,Not Disabled (<= 30%),0.83481,167,167,0.77832,0.89130
2000,Lower Saxony,3rd Quintile,Not Disabled (<= 30%),0.90146,231,231,0.86294,0.93998
2000,Lower Saxony,4th Quintile,Not Disabled (<= 30%),0.90123,215,215,0.86126,0.94121
2000,Lower Saxony,5th Quintile,Not Disabled (<= 30%),0.84517,219,219,0.79715,0.89319
2000,North Rhine-Westphalia,1st Quintile,Not Disabled (<= 30%),0.81683,423,495,0.78272,0.85094
2000,North Rhine-Westphalia,1st Quintile,Disabled (> 30%),0.18317,72,495,0.14906,0.21728
2000,North Rhine-Westphalia,2nd Quintile,Not Disabled (<= 30%),0.85055,464,530,0.82017,0.88093
2000,North Rhine-Westphalia,2nd Quintile,Disabled (> 30%),0.14945,66,530,0.11907,0.17983
2000,North Rhine-Westphalia,3rd Quintile,Not Disabled (<= 30%),0.87792,408,454,0.84777,0.90806
2000,North Rhine-Westphalia,3rd Quintile,Disabled (> 30%),0.12208,46,454,0.09194,0.15223
2000,North Rhine-Westphalia,4th Quintile,Not Disabled (<= 30%),0.84074,461,526,0.80944,0.87204
2000,North Rhine-Westphalia,4th Quintile,Disabled (> 30%),0.15926,65,526,0.12796,0.19056
2000,North Rhine-Westphalia,5th Quintile,Not Disabled (<= 30%),0.87145,548,611,0.84489,0.89801
2000,North Rhine-Westphalia,5th Quintile,Disabled (> 30%),0.12855,63,611,0.10199,0.15511
2000,Hesse,1st Quintile,Not Disabled (<= 30%),0.79858,134,134,0.73042,0.86674
2000,Hesse,2nd Quintile,Not Disabled (<= 30%),0.80952,138,138,0.74376,0.87527
2000,Hesse,3rd Quintile,Not Disabled (<= 30%),0.89111,135,135,0.83837,0.94386
2000,Hesse,4th Quintile,Not Disabled (<= 30%),0.93794,191,191,0.90363,0.97224
2000,Hesse,5th Quintile,Not Disabled (<= 30%),0.89396,159,159,0.84596,0.94197
2000,"Rhineland-Palatinate, Saarland",1st Quintile,Not Disabled (<= 30%),0.88407,132,132,0.82925,0.93889
2000,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Disabled (<= 30%),0.90617,143,143,0.85821,0.95413
2000,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Disabled (<= 30%),0.86302,113,113,0.79934,0.92670
2000,"Rhineland-Palatinate, Saarland",4th Quintile,Not Disabled (<= 30%),0.81698,145,145,0.75382,0.88014
2000,"Rhineland-Palatinate, Saarland",5th Quintile,Not Disabled (<= 30%),0.80508,126,126,0.73563,0.87453
2000,Baden-Wuerttemberg,1st Quintile,Not Disabled (<= 30%),0.87572,314,346,0.84090,0.91053
2000,Baden-Wuerttemberg,1st Quintile,Disabled (> 30%),0.12428,32,346,0.08947,0.15910
2000,Baden-Wuerttemberg,2nd Quintile,Not Disabled (<= 30%),0.82510,300,348,0.78513,0.86507
2000,Baden-Wuerttemberg,2nd Quintile,Disabled (> 30%),0.17490,48,348,0.13493,0.21487
2000,Baden-Wuerttemberg,3rd Quintile,Not Disabled (<= 30%),0.87798,272,306,0.84125,0.91471
2000,Baden-Wuerttemberg,3rd Quintile,Disabled (> 30%),0.12202,34,306,0.08529,0.15875
2000,Baden-Wuerttemberg,4th Quintile,Not Disabled (<= 30%),0.86223,302,339,0.82549,0.89897
2000,Baden-Wuerttemberg,4th Quintile,Disabled (> 30%),0.13777,37,339,0.10103,0.17451
2000,Baden-Wuerttemberg,5th Quintile,Not Disabled (<= 30%),0.89927,310,344,0.86741,0.93112
2000,Baden-Wuerttemberg,5th Quintile,Disabled (> 30%),0.10073,34,344,0.06888,0.13259
2000,Bavaria,1st Quintile,Not Disabled (<= 30%),0.84725,230,265,0.80385,0.89064
2000,Bavaria,1st Quintile,Disabled (> 30%),0.15275,35,265,0.10936,0.19615
2000,Bavaria,2nd Quintile,Not Disabled (<= 30%),0.86701,260,292,0.82800,0.90603
2000,Bavaria,2nd Quintile,Disabled (> 30%),0.13299,32,292,0.09397,0.17200
2000,Bavaria,3rd Quintile,Not Disabled (<= 30%),0.89027,306,339,0.85695,0.92359
2000,Bavaria,3rd Quintile,Disabled (> 30%),0.10973,33,339,0.07641,0.14305
2000,Bavaria,4th Quintile,Not Disabled (<= 30%),0.87234,367,398,0.83952,0.90517
2000,Bavaria,4th Quintile,Disabled (> 30%),0.12766,31,398,0.09483,0.16048
2000,Bavaria,5th Quintile,Not Disabled (<= 30%),0.90649,414,449,0.87953,0.93345
2000,Bavaria,5th Quintile,Disabled (> 30%),0.09351,35,449,0.06655,0.12047
2000,Berlin,1st Quintile,Not Disabled (<= 30%),0.85266,86,86,0.77731,0.92801
2000,Berlin,2nd Quintile,Not Disabled (<= 30%),0.88933,72,72,0.81635,0.96230
2000,Berlin,3rd Quintile,Not Disabled (<= 30%),0.83370,80,80,0.75160,0.91581
2000,Berlin,4th Quintile,Not Disabled (<= 30%),0.83054,98,98,0.75588,0.90520
2000,Berlin,5th Quintile,Not Disabled (<= 30%),0.90756,87,87,0.84634,0.96878
2000,Brandenburg,1st Quintile,Not Disabled (<= 30%),0.85939,127,127,0.79870,0.92009
2000,Brandenburg,2nd Quintile,Not Disabled (<= 30%),0.81170,114,114,0.73962,0.88379
2000,Brandenburg,3rd Quintile,Not Disabled (<= 30%),0.92069,127,127,0.87350,0.96787
2000,Brandenburg,4th Quintile,Not Disabled (<= 30%),0.92984,107,107,0.88121,0.97846
2000,Brandenburg,5th Quintile,Not Disabled (<= 30%),0.93732,57,57,0.87384,1.00081
2000,Mecklenburg-Western Pomerania,1st Quintile,Not Disabled (<= 30%),0.89126,74,74,0.81984,0.96267
2000,Mecklenburg-Western Pomerania,2nd Quintile,Not Disabled (<= 30%),0.89703,102,102,0.83776,0.95631
2000,Mecklenburg-Western Pomerania,3rd Quintile,Not Disabled (<= 30%),0.90085,81,81,0.83536,0.96634
2000,Mecklenburg-Western Pomerania,4th Quintile,Not Disabled (<= 30%),0.97520,59,59,0.93517,1.01522
2000,Mecklenburg-Western Pomerania,5th Quintile,Not Disabled (<= 30%),0.89983,45,45,0.81112,0.98854
2000,Saxony,1st Quintile,Not Disabled (<= 30%),0.92082,232,232,0.88600,0.95564
2000,Saxony,2nd Quintile,Not Disabled (<= 30%),0.91863,293,293,0.88727,0.94999
2000,Saxony,3rd Quintile,Not Disabled (<= 30%),0.91451,287,287,0.88210,0.94691
2000,Saxony,4th Quintile,Not Disabled (<= 30%),0.92694,177,177,0.88849,0.96539
2000,Saxony,5th Quintile,Not Disabled (<= 30%),0.97243,75,75,0.93512,1.00974
2000,Saxony-Anhalt,1st Quintile,Not Disabled (<= 30%),0.91867,142,142,0.87355,0.96379
2000,Saxony-Anhalt,2nd Quintile,Not Disabled (<= 30%),0.94000,150,150,0.90186,0.97813
2000,Saxony-Anhalt,3rd Quintile,Not Disabled (<= 30%),0.91446,148,148,0.86925,0.95968
2000,Saxony-Anhalt,4th Quintile,Not Disabled (<= 30%),0.90550,110,110,0.85058,0.96042
2000,Saxony-Anhalt,5th Quintile,Not Disabled (<= 30%),0.92428,71,71,0.86231,0.98626
2000,Thuringa,1st Quintile,Not Disabled (<= 30%),0.88703,142,142,0.83478,0.93928
2000,Thuringa,2nd Quintile,Not Disabled (<= 30%),0.93575,148,148,0.89611,0.97539
2000,Thuringa,3rd Quintile,Not Disabled (<= 30%),0.87919,183,183,0.83184,0.92654
2000,Thuringa,4th Quintile,Not Disabled (<= 30%),0.90534,117,117,0.85207,0.95862
2000,Thuringa,5th Quintile,Not Disabled (<= 30%),0.80628,52,52,0.69781,0.91475
2001,Schleswig-Holstein,1st Quintile,Not Disabled (<= 30%),0.88018,80,80,0.80857,0.95179
2001,Schleswig-Holstein,2nd Quintile,Not Disabled (<= 30%),0.84787,108,108,0.77982,0.91592
2001,Schleswig-Holstein,3rd Quintile,Not Disabled (<= 30%),0.84162,100,100,0.76970,0.91354
2001,Schleswig-Holstein,4th Quintile,Not Disabled (<= 30%),0.85320,130,130,0.79213,0.91427
2001,Schleswig-Holstein,5th Quintile,Not Disabled (<= 30%),0.90063,157,157,0.85369,0.94758
2001,Hamburg,1st Quintile,Not Disabled (<= 30%),0.70109,37,37,0.55155,0.85063
2001,Hamburg,2nd Quintile,Not Disabled (<= 30%),0.80037,37,37,0.66980,0.93095
2001,Hamburg,3rd Quintile,Not Disabled (<= 30%),0.82838,39,39,0.70849,0.94826
2001,Hamburg,4th Quintile,Not Disabled (<= 30%),0.88394,45,45,0.78930,0.97858
2001,Hamburg,5th Quintile,Not Disabled (<= 30%),0.90116,77,77,0.83406,0.96826
2001,Lower Saxony,1st Quintile,Not Disabled (<= 30%),0.84452,262,300,0.80345,0.88560
2001,Lower Saxony,1st Quintile,Disabled (> 30%),0.15548,38,300,0.11440,0.19655
2001,Lower Saxony,2nd Quintile,Not Disabled (<= 30%),0.92059,289,289,0.88936,0.95181
2001,Lower Saxony,3rd Quintile,Not Disabled (<= 30%),0.86170,347,392,0.82748,0.89591
2001,Lower Saxony,3rd Quintile,Disabled (> 30%),0.13830,45,392,0.10409,0.17252
2001,Lower Saxony,4th Quintile,Not Disabled (<= 30%),0.89974,389,431,0.87135,0.92813
2001,Lower Saxony,4th Quintile,Disabled (> 30%),0.10026,42,431,0.07187,0.12865
2001,Lower Saxony,5th Quintile,Not Disabled (<= 30%),0.86582,366,411,0.83282,0.89881
2001,Lower Saxony,5th Quintile,Disabled (> 30%),0.13418,45,411,0.10119,0.16718
2001,Bremen,4th Quintile,Not Disabled (<= 30%),0.84344,37,37,0.72473,0.96214
2001,North Rhine-Westphalia,1st Quintile,Not Disabled (<= 30%),0.86221,722,818,0.83858,0.88585
2001,North Rhine-Westphalia,1st Quintile,Disabled (> 30%),0.13779,96,818,0.11415,0.16142
2001,North Rhine-Westphalia,2nd Quintile,Not Disabled (<= 30%),0.86917,753,844,0.84640,0.89193
2001,North Rhine-Westphalia,2nd Quintile,Disabled (> 30%),0.13083,91,844,0.10807,0.15360
2001,North Rhine-Westphalia,3rd Quintile,Not Disabled (<= 30%),0.86243,797,913,0.84007,0.88478
2001,North Rhine-Westphalia,3rd Quintile,Disabled (> 30%),0.13757,116,913,0.11522,0.15993
2001,North Rhine-Westphalia,4th Quintile,Not Disabled (<= 30%),0.86740,859,979,0.84615,0.88866
2001,North Rhine-Westphalia,4th Quintile,Disabled (> 30%),0.13260,120,979,0.11134,0.15385
2001,North Rhine-Westphalia,5th Quintile,Not Disabled (<= 30%),0.88449,984,1085,0.86546,0.90352
2001,North Rhine-Westphalia,5th Quintile,Disabled (> 30%),0.11551,101,1085,0.09648,0.13454
2001,Hesse,1st Quintile,Not Disabled (<= 30%),0.90902,221,221,0.87102,0.94702
2001,Hesse,2nd Quintile,Not Disabled (<= 30%),0.86889,231,263,0.82802,0.90976
2001,Hesse,2nd Quintile,Disabled (> 30%),0.13111,32,263,0.09024,0.17198
2001,Hesse,3rd Quintile,Not Disabled (<= 30%),0.88095,276,312,0.84496,0.91694
2001,Hesse,3rd Quintile,Disabled (> 30%),0.11905,36,312,0.08306,0.15504
2001,Hesse,4th Quintile,Not Disabled (<= 30%),0.90744,235,235,0.87031,0.94457
2001,Hesse,5th Quintile,Not Disabled (<= 30%),0.89253,361,405,0.86233,0.92273
2001,Hesse,5th Quintile,Disabled (> 30%),0.10747,44,405,0.07727,0.13767
2001,"Rhineland-Palatinate, Saarland",1st Quintile,Not Disabled (<= 30%),0.90590,222,222,0.86741,0.94440
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Disabled (<= 30%),0.90081,246,246,0.86338,0.93824
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Disabled (<= 30%),0.85478,216,251,0.81111,0.89846
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,Disabled (> 30%),0.14522,35,251,0.10154,0.18889
2001,"Rhineland-Palatinate, Saarland",4th Quintile,Not Disabled (<= 30%),0.88454,313,347,0.85087,0.91821
2001,"Rhineland-Palatinate, Saarland",4th Quintile,Disabled (> 30%),0.11546,34,347,0.08179,0.14913
2001,"Rhineland-Palatinate, Saarland",5th Quintile,Not Disabled (<= 30%),0.82611,200,238,0.77785,0.87436
2001,"Rhineland-Palatinate, Saarland",5th Quintile,Disabled (> 30%),0.17389,38,238,0.12564,0.22215
2001,Baden-Wuerttemberg,1st Quintile,Not Disabled (<= 30%),0.87589,357,398,0.84346,0.90832
2001,Baden-Wuerttemberg,1st Quintile,Disabled (> 30%),0.12411,41,398,0.09168,0.15654
2001,Baden-Wuerttemberg,2nd Quintile,Not Disabled (<= 30%),0.87555,427,477,0.84589,0.90520
2001,Baden-Wuerttemberg,2nd Quintile,Disabled (> 30%),0.12445,50,477,0.09480,0.15411
2001,Baden-Wuerttemberg,3rd Quintile,Not Disabled (<= 30%),0.89034,470,523,0.86353,0.91714
2001,Baden-Wuerttemberg,3rd Quintile,Disabled (> 30%),0.10966,53,523,0.08286,0.13647
2001,Baden-Wuerttemberg,4th Quintile,Not Disabled (<= 30%),0.88831,518,575,0.86254,0.91408
2001,Baden-Wuerttemberg,4th Quintile,Disabled (> 30%),0.11169,57,575,0.08592,0.13746
2001,Baden-Wuerttemberg,5th Quintile,Not Disabled (<= 30%),0.92356,573,621,0.90265,0.94448
2001,Baden-Wuerttemberg,5th Quintile,Disabled (> 30%),0.07644,48,621,0.05552,0.09735
2001,Bavaria,1st Quintile,Not Disabled (<= 30%),0.86758,364,417,0.83500,0.90015
2001,Bavaria,1st Quintile,Disabled (> 30%),0.13242,53,417,0.09985,0.16500
2001,Bavaria,2nd Quintile,Not Disabled (<= 30%),0.87590,456,518,0.84749,0.90432
2001,Bavaria,2nd Quintile,Disabled (> 30%),0.12410,62,518,0.09568,0.15251
2001,Bavaria,3rd Quintile,Not Disabled (<= 30%),0.89251,538,586,0.86741,0.91761
2001,Bavaria,3rd Quintile,Disabled (> 30%),0.10749,48,586,0.08239,0.13259
2001,Bavaria,4th Quintile,Not Disabled (<= 30%),0.91618,686,744,0.89625,0.93611
2001,Bavaria,4th Quintile,Disabled (> 30%),0.08382,58,744,0.06389,0.10375
2001,Bavaria,5th Quintile,Not Disabled (<= 30%),0.88935,701,769,0.86716,0.91153
2001,Bavaria,5th Quintile,Disabled (> 30%),0.11065,68,769,0.08847,0.13284
2001,Berlin,1st Quintile,Not Disabled (<= 30%),0.88976,163,163,0.84153,0.93798
2001,Berlin,2nd Quintile,Not Disabled (<= 30%),0.90695,110,110,0.85241,0.96149
2001,Berlin,3rd Quintile,Not Disabled (<= 30%),0.77867,114,114,0.70213,0.85522
2001,Berlin,4th Quintile,Not Disabled (<= 30%),0.87192,158,158,0.81965,0.92419
2001,Berlin,5th Quintile,Not Disabled (<= 30%),0.90550,147,147,0.85805,0.95295
2001,Brandenburg,1st Quintile,Not Disabled (<= 30%),0.88998,164,164,0.84194,0.93802
2001,Brandenburg,2nd Quintile,Not Disabled (<= 30%),0.89483,208,208,0.85304,0.93662
2001,Brandenburg,3rd Quintile,Not Disabled (<= 30%),0.92068,210,210,0.88405,0.95732
2001,Brandenburg,4th Quintile,Not Disabled (<= 30%),0.92710,160,160,0.88670,0.96751
2001,Brandenburg,5th Quintile,Not Disabled (<= 30%),0.92170,117,117,0.87281,0.97059
2001,Mecklenburg-Western Pomerania,1st Quintile,Not Disabled (<= 30%),0.89487,116,116,0.83881,0.95093
2001,Mecklenburg-Western Pomerania,2nd Quintile,Not Disabled (<= 30%),0.85666,115,115,0.79234,0.92099
2001,Mecklenburg-Western Pomerania,3rd Quintile,Not Disabled (<= 30%),0.90828,99,99,0.85114,0.96543
2001,Mecklenburg-Western Pomerania,4th Quintile,Not Disabled (<= 30%),0.93978,64,64,0.88104,0.99853
2001,Mecklenburg-Western Pomerania,5th Quintile,Not Disabled (<= 30%),0.94161,69,69,0.88588,0.99734
2001,Saxony,1st Quintile,Not Disabled (<= 30%),0.92217,349,349,0.89403,0.95032
2001,Saxony,2nd Quintile,Not Disabled (<= 30%),0.91647,430,462,0.89122,0.94173
2001,Saxony,2nd Quintile,Disabled (> 30%),0.08353,32,462,0.05827,0.10878
2001,Saxony,3rd Quintile,Not Disabled (<= 30%),0.90327,354,389,0.87386,0.93268
2001,Saxony,3rd Quintile,Disabled (> 30%),0.09673,35,389,0.06732,0.12614
2001,Saxony,4th Quintile,Not Disabled (<= 30%),0.91411,239,239,0.87851,0.94971
2001,Saxony,5th Quintile,Not Disabled (<= 30%),0.97799,151,151,0.95451,1.00147
2001,Saxony-Anhalt,1st Quintile,Not Disabled (<= 30%),0.92629,175,175,0.88747,0.96512
2001,Saxony-Anhalt,2nd Quintile,Not Disabled (<= 30%),0.92413,233,233,0.89006,0.95821
2001,Saxony-Anhalt,3rd Quintile,Not Disabled (<= 30%),0.88807,224,224,0.84669,0.92945
2001,Saxony-Anhalt,4th Quintile,Not Disabled (<= 30%),0.89397,178,178,0.84862,0.93933
2001,Saxony-Anhalt,5th Quintile,Not Disabled (<= 30%),0.95653,105,105,0.91734,0.99572
2001,Thuringa,1st Quintile,Not Disabled (<= 30%),0.92810,200,200,0.89220,0.96399
2001,Thuringa,2nd Quintile,Not Disabled (<= 30%),0.91850,220,220,0.88226,0.95474
2001,Thuringa,3rd Quintile,Not Disabled (<= 30%),0.88548,223,223,0.84359,0.92737
2001,Thuringa,4th Quintile,Not Disabled (<= 30%),0.90578,161,161,0.86051,0.95104
2001,Thuringa,5th Quintile,Not Disabled (<= 30%),0.92975,84,84,0.87477,0.98473
2002,Schleswig-Holstein,1st Quintile,Not Disabled (<= 30%),0.83928,76,76,0.75615,0.92240
2002,Schleswig-Holstein,2nd Quintile,Not Disabled (<= 30%),0.81417,93,93,0.73469,0.89366
2002,Schleswig-Holstein,3rd Quintile,Not Disabled (<= 30%),0.83868,106,106,0.76832,0.90903
2002,Schleswig-Holstein,4th Quintile,Not Disabled (<= 30%),0.81336,100,100,0.73661,0.89011
2002,Schleswig-Holstein,5th Quintile,Not Disabled (<= 30%),0.92149,178,178,0.88187,0.96112
2002,Hamburg,1st Quintile,Not Disabled (<= 30%),0.81470,42,42,0.69577,0.93363
2002,Hamburg,3rd Quintile,Not Disabled (<= 30%),0.88511,36,36,0.77947,0.99076
2002,Hamburg,4th Quintile,Not Disabled (<= 30%),0.91061,55,55,0.83451,0.98671
2002,Hamburg,5th Quintile,Not Disabled (<= 30%),0.84128,71,71,0.75568,0.92689
2002,Lower Saxony,1st Quintile,Not Disabled (<= 30%),0.87659,252,289,0.83860,0.91457
2002,Lower Saxony,1st Quintile,Disabled (> 30%),0.12341,37,289,0.08543,0.16140
2002,Lower Saxony,2nd Quintile,Not Disabled (<= 30%),0.85786,262,298,0.81815,0.89758
2002,Lower Saxony,2nd Quintile,Disabled (> 30%),0.14214,36,298,0.10242,0.18185
2002,Lower Saxony,3rd Quintile,Not Disabled (<= 30%),0.84910,288,334,0.81065,0.88755
2002,Lower Saxony,3rd Quintile,Disabled (> 30%),0.15090,46,334,0.11245,0.18935
2002,Lower Saxony,4th Quintile,Not Disabled (<= 30%),0.88117,365,404,0.84957,0.91276
2002,Lower Saxony,4th Quintile,Disabled (> 30%),0.11883,39,404,0.08724,0.15043
2002,Lower Saxony,5th Quintile,Not Disabled (<= 30%),0.87019,428,475,0.83993,0.90045
2002,Lower Saxony,5th Quintile,Disabled (> 30%),0.12981,47,475,0.09955,0.16007
2002,Bremen,5th Quintile,Not Disabled (<= 30%),0.80967,31,31,0.66920,0.95015
2002,North Rhine-Westphalia,1st Quintile,Not Disabled (<= 30%),0.85784,600,692,0.83180,0.88387
2002,North Rhine-Westphalia,1st Quintile,Disabled (> 30%),0.14216,92,692,0.11613,0.16820
2002,North Rhine-Westphalia,2nd Quintile,Not Disabled (<= 30%),0.85341,706,813,0.82908,0.87773
2002,North Rhine-Westphalia,2nd Quintile,Disabled (> 30%),0.14659,107,813,0.12227,0.17092
2002,North Rhine-Westphalia,3rd Quintile,Not Disabled (<= 30%),0.85743,729,832,0.83366,0.88121
2002,North Rhine-Westphalia,3rd Quintile,Disabled (> 30%),0.14257,103,832,0.11879,0.16634
2002,North Rhine-Westphalia,4th Quintile,Not Disabled (<= 30%),0.86409,749,850,0.84104,0.88714
2002,North Rhine-Westphalia,4th Quintile,Disabled (> 30%),0.13591,101,850,0.11286,0.15896
2002,North Rhine-Westphalia,5th Quintile,Not Disabled (<= 30%),0.88001,1062,1178,0.86144,0.89857
2002,North Rhine-Westphalia,5th Quintile,Disabled (> 30%),0.11999,116,1178,0.10143,0.13856
2002,Hesse,1st Quintile,Not Disabled (<= 30%),0.88830,203,203,0.84486,0.93174
2002,Hesse,2nd Quintile,Not Disabled (<= 30%),0.89066,195,195,0.84674,0.93457
2002,Hesse,3rd Quintile,Not Disabled (<= 30%),0.83245,224,268,0.78766,0.87725
2002,Hesse,3rd Quintile,Disabled (> 30%),0.16755,44,268,0.12275,0.21234
2002,Hesse,4th Quintile,Not Disabled (<= 30%),0.85776,225,225,0.81202,0.90350
2002,Hesse,5th Quintile,Not Disabled (<= 30%),0.88257,381,427,0.85200,0.91315
2002,Hesse,5th Quintile,Disabled (> 30%),0.11743,46,427,0.08685,0.14800
2002,"Rhineland-Palatinate, Saarland",1st Quintile,Not Disabled (<= 30%),0.87261,202,202,0.82652,0.91871
2002,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Disabled (<= 30%),0.86546,201,201,0.81817,0.91275
2002,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Disabled (<= 30%),0.90256,225,225,0.86372,0.94139
2002,"Rhineland-Palatinate, Saarland",4th Quintile,Not Disabled (<= 30%),0.91374,288,288,0.88126,0.94622
2002,"Rhineland-Palatinate, Saarland",5th Quintile,Not Disabled (<= 30%),0.85807,216,250,0.81473,0.90142
2002,"Rhineland-Palatinate, Saarland",5th Quintile,Disabled (> 30%),0.14193,34,250,0.09858,0.18527
2002,Baden-Wuerttemberg,1st Quintile,Not Disabled (<= 30%),0.85860,303,348,0.82194,0.89526
2002,Baden-Wuerttemberg,1st Quintile,Disabled (> 30%),0.14140,45,348,0.10474,0.17806
2002,Baden-Wuerttemberg,2nd Quintile,Not Disabled (<= 30%),0.86195,367,412,0.82860,0.89530
2002,Baden-Wuerttemberg,2nd Quintile,Disabled (> 30%),0.13805,45,412,0.10470,0.17140
2002,Baden-Wuerttemberg,3rd Quintile,Not Disabled (<= 30%),0.88628,418,463,0.85734,0.91523
2002,Baden-Wuerttemberg,3rd Quintile,Disabled (> 30%),0.11372,45,463,0.08477,0.14266
2002,Baden-Wuerttemberg,4th Quintile,Not Disabled (<= 30%),0.87702,493,554,0.84965,0.90439
2002,Baden-Wuerttemberg,4th Quintile,Disabled (> 30%),0.12298,61,554,0.09561,0.15035
2002,Baden-Wuerttemberg,5th Quintile,Not Disabled (<= 30%),0.89376,648,711,0.87110,0.91643
2002,Baden-Wuerttemberg,5th Quintile,Disabled (> 30%),0.10624,63,711,0.08357,0.12890
2002,Bavaria,1st Quintile,Not Disabled (<= 30%),0.83405,307,356,0.79534,0.87275
2002,Bavaria,1st Quintile,Disabled (> 30%),0.16595,49,356,0.12725,0.20466
2002,Bavaria,2nd Quintile,Not Disabled (<= 30%),0.86746,435,497,0.83762,0.89730
2002,Bavaria,2nd Quintile,Disabled (> 30%),0.13254,62,497,0.10270,0.16238
2002,Bavaria,3rd Quintile,Not Disabled (<= 30%),0.89280,406,454,0.86432,0.92129
2002,Bavaria,3rd Quintile,Disabled (> 30%),0.10720,48,454,0.07871,0.13568
2002,Bavaria,4th Quintile,Not Disabled (<= 30%),0.87726,607,673,0.85245,0.90207
2002,Bavaria,4th Quintile,Disabled (> 30%),0.12274,66,673,0.09793,0.14755
2002,Bavaria,5th Quintile,Not Disabled (<= 30%),0.90402,773,833,0.88400,0.92404
2002,Bavaria,5th Quintile,Disabled (> 30%),0.09598,60,833,0.07596,0.11600
2002,Berlin,1st Quintile,Not Disabled (<= 30%),0.90619,147,147,0.85889,0.95348
2002,Berlin,2nd Quintile,Not Disabled (<= 30%),0.87658,94,94,0.80973,0.94343
2002,Berlin,3rd Quintile,Not Disabled (<= 30%),0.81094,117,117,0.73968,0.88220
2002,Berlin,4th Quintile,Not Disabled (<= 30%),0.82808,134,134,0.76395,0.89220
2002,Berlin,5th Quintile,Not Disabled (<= 30%),0.88718,156,156,0.83738,0.93699
2002,Brandenburg,1st Quintile,Not Disabled (<= 30%),0.87893,135,135,0.82369,0.93416
2002,Brandenburg,2nd Quintile,Not Disabled (<= 30%),0.87293,191,191,0.82557,0.92029
2002,Brandenburg,3rd Quintile,Not Disabled (<= 30%),0.88489,205,205,0.84109,0.92869
2002,Brandenburg,4th Quintile,Not Disabled (<= 30%),0.89411,177,177,0.84865,0.93957
2002,Brandenburg,5th Quintile,Not Disabled (<= 30%),0.93846,121,121,0.89546,0.98146
2002,Mecklenburg-Western Pomerania,1st Quintile,Not Disabled (<= 30%),0.86805,90,90,0.79774,0.93837
2002,Mecklenburg-Western Pomerania,2nd Quintile,Not Disabled (<= 30%),0.81078,95,95,0.73160,0.88996
2002,Mecklenburg-Western Pomerania,3rd Quintile,Not Disabled (<= 30%),0.94336,98,98,0.89735,0.98936
2002,Mecklenburg-Western Pomerania,4th Quintile,Not Disabled (<= 30%),0.88679,75,75,0.81459,0.95898
2002,Mecklenburg-Western Pomerania,5th Quintile,Not Disabled (<= 30%),0.93735,67,67,0.87888,0.99581
2002,Saxony,1st Quintile,Not Disabled (<= 30%),0.89713,308,341,0.86483,0.92942
2002,Saxony,1st Quintile,Disabled (> 30%),0.10287,33,341,0.07058,0.13517
2002,Saxony,2nd Quintile,Not Disabled (<= 30%),0.90908,375,375,0.87995,0.93822
2002,Saxony,3rd Quintile,Not Disabled (<= 30%),0.89491,330,362,0.86328,0.92655
2002,Saxony,3rd Quintile,Disabled (> 30%),0.10509,32,362,0.07345,0.13672
2002,Saxony,4th Quintile,Not Disabled (<= 30%),0.92667,277,277,0.89592,0.95743
2002,Saxony,5th Quintile,Not Disabled (<= 30%),0.96654,167,167,0.93919,0.99390
2002,Saxony-Anhalt,1st Quintile,Not Disabled (<= 30%),0.87643,180,180,0.82822,0.92464
2002,Saxony-Anhalt,2nd Quintile,Not Disabled (<= 30%),0.89642,189,189,0.85286,0.93998
