year,pgisced97,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.84754,1081,1235,0.82749,0.86760
2003,First Stage of Tertiary Education,West,Disabled (> 30%),0.15246,154,1235,0.13240,0.17251
2003,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.87416,404,449,0.84344,0.90487
2003,First Stage of Tertiary Education,East,Disabled (> 30%),0.11575,45,449,0.08612,0.14537
2003,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91436,2847,3059,0.90444,0.92428
2003,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08443,212,3059,0.07457,0.09428
2003,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.89772,1181,1292,0.88119,0.91425
2003,Second Stage of Tertiary Education,East,Disabled (> 30%),0.10228,111,1292,0.08575,0.11881
2004,Pre-primary Level,West,Not Disabled (<= 30%),0.99631,473,473,0.99084,1.00178
2004,Pre-primary Level,East,Not Disabled (<= 30%),0.99487,164,164,0.98390,1.00584
2004,Primary Level,West,Not Disabled (<= 30%),0.82618,198,239,0.77804,0.87433
2004,Primary Level,West,Disabled (> 30%),0.17382,41,239,0.12567,0.22196
2004,Lower Secondary Level,West,Not Disabled (<= 30%),0.83572,1875,2200,0.82023,0.85121
2004,Lower Secondary Level,West,Disabled (> 30%),0.16053,325,2200,0.14518,0.17587
2004,Lower Secondary Level,East,Not Disabled (<= 30%),0.89414,329,369,0.86270,0.92557
2004,Lower Secondary Level,East,Disabled (> 30%),0.10586,40,369,0.07443,0.13730
2004,Upper Secondary Level,West,Not Disabled (<= 30%),0.85401,6992,8021,0.84628,0.86174
2004,Upper Secondary Level,West,Disabled (> 30%),0.14403,1029,8021,0.13635,0.15172
2004,Upper Secondary Level,East,Not Disabled (<= 30%),0.88507,2457,2735,0.87311,0.89702
2004,Upper Secondary Level,East,Disabled (> 30%),0.10978,278,2735,0.09806,0.12150
2004,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.92906,941,1005,0.91318,0.94494
2004,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.07081,64,1005,0.05495,0.08668
2004,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.95128,144,144,0.91600,0.98657
2004,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.84903,1057,1207,0.82883,0.86924
2004,First Stage of Tertiary Education,West,Disabled (> 30%),0.15097,150,1207,0.13076,0.17117
2004,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.86585,386,432,0.83368,0.89803
2004,First Stage of Tertiary Education,East,Disabled (> 30%),0.12891,46,432,0.09728,0.16055
2004,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.90780,2801,3017,0.89747,0.91812
2004,Second Stage of Tertiary Education,West,Disabled (> 30%),0.09158,216,3017,0.08129,0.10188
2004,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.89188,1160,1274,0.87482,0.90894
2004,Second Stage of Tertiary Education,East,Disabled (> 30%),0.10699,114,1274,0.09001,0.12397
2005,Pre-primary Level,West,Not Disabled (<= 30%),0.99428,500,500,0.98766,1.00090
2005,Pre-primary Level,East,Not Disabled (<= 30%),0.99531,146,146,0.98420,1.00643
2005,Primary Level,West,Not Disabled (<= 30%),0.82211,188,226,0.77214,0.87208
2005,Primary Level,West,Disabled (> 30%),0.17229,38,226,0.12295,0.22164
2005,Lower Secondary Level,West,Not Disabled (<= 30%),0.84824,1753,2048,0.83269,0.86378
2005,Lower Secondary Level,West,Disabled (> 30%),0.14929,295,2048,0.13385,0.16473
2005,Lower Secondary Level,East,Not Disabled (<= 30%),0.85353,293,337,0.81573,0.89134
2005,Lower Secondary Level,East,Disabled (> 30%),0.13465,44,337,0.09815,0.17115
2005,Upper Secondary Level,West,Not Disabled (<= 30%),0.85435,6590,7611,0.84643,0.86228
2005,Upper Secondary Level,West,Disabled (> 30%),0.14384,1021,7611,0.13595,0.15172
2005,Upper Secondary Level,East,Not Disabled (<= 30%),0.87723,2329,2616,0.86465,0.88980
2005,Upper Secondary Level,East,Disabled (> 30%),0.11952,287,2616,0.10709,0.13196
2005,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.93047,904,966,0.91442,0.94651
2005,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.06813,62,966,0.05223,0.08403
2005,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.96842,156,156,0.94090,0.99595
2005,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.84695,991,1139,0.82604,0.86787
2005,First Stage of Tertiary Education,West,Disabled (> 30%),0.15180,148,1139,0.13095,0.17265
2005,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.86272,369,418,0.82969,0.89575
2005,First Stage of Tertiary Education,East,Disabled (> 30%),0.13495,49,418,0.10216,0.16774
2005,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91130,2697,2909,0.90097,0.92163
2005,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08614,212,2909,0.07594,0.09634
2005,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.89382,1140,1252,0.87674,0.91089
2005,Second Stage of Tertiary Education,East,Disabled (> 30%),0.10531,112,1252,0.08830,0.12232
2006,Pre-primary Level,West,Not Disabled (<= 30%),0.66996,320,320,0.61836,0.72156
2006,Pre-primary Level,East,Not Disabled (<= 30%),0.46476,73,73,0.34955,0.57997
2006,Primary Level,West,Not Disabled (<= 30%),0.81242,177,217,0.76036,0.86448
2006,Primary Level,West,Disabled (> 30%),0.17937,40,217,0.12820,0.23053
2006,Lower Secondary Level,West,Not Disabled (<= 30%),0.81768,1775,2103,0.80118,0.83419
2006,Lower Secondary Level,West,Disabled (> 30%),0.16155,328,2103,0.14582,0.17728
2006,Lower Secondary Level,East,Not Disabled (<= 30%),0.85636,329,368,0.82048,0.89225
2006,Lower Secondary Level,East,Disabled (> 30%),0.11007,39,368,0.07805,0.14209
2006,Upper Secondary Level,West,Not Disabled (<= 30%),0.85241,7140,8263,0.84477,0.86006
2006,Upper Secondary Level,West,Disabled (> 30%),0.14471,1123,8263,0.13713,0.15230
2006,Upper Secondary Level,East,Not Disabled (<= 30%),0.86953,2478,2794,0.85704,0.88202
2006,Upper Secondary Level,East,Disabled (> 30%),0.12347,316,2794,0.11126,0.13567
2006,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.92771,976,1039,0.91195,0.94346
2006,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.07062,63,1039,0.05503,0.08620
2006,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.96436,165,165,0.93599,0.99274
2006,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.85206,1063,1221,0.83214,0.87198
2006,First Stage of Tertiary Education,West,Disabled (> 30%),0.14487,158,1221,0.12512,0.16462
2006,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.85826,372,426,0.82510,0.89142
2006,First Stage of Tertiary Education,East,Disabled (> 30%),0.13984,54,426,0.10687,0.17281
2006,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.90973,2989,3243,0.89987,0.91960
2006,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08944,254,3243,0.07962,0.09926
2006,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.89072,1205,1331,0.87395,0.90748
2006,Second Stage of Tertiary Education,East,Disabled (> 30%),0.10873,126,1331,0.09200,0.12546
2007,Pre-primary Level,West,Not Disabled (<= 30%),0.52753,258,258,0.46649,0.58857
2007,Pre-primary Level,East,Not Disabled (<= 30%),0.47939,82,82,0.37059,0.58818
2007,Primary Level,West,Not Disabled (<= 30%),0.81568,153,193,0.76083,0.87053
2007,Primary Level,West,Disabled (> 30%),0.18432,40,193,0.12947,0.23917
2007,Lower Secondary Level,West,Not Disabled (<= 30%),0.82578,1584,1872,0.80860,0.84297
2007,Lower Secondary Level,West,Disabled (> 30%),0.15170,288,1872,0.13544,0.16795
2007,Lower Secondary Level,East,Not Disabled (<= 30%),0.87949,294,330,0.84431,0.91467
2007,Lower Secondary Level,East,Disabled (> 30%),0.10415,36,330,0.07115,0.13716
2007,Upper Secondary Level,West,Not Disabled (<= 30%),0.85278,6636,7680,0.84486,0.86071
2007,Upper Secondary Level,West,Disabled (> 30%),0.14396,1044,7680,0.13611,0.15181
2007,Upper Secondary Level,East,Not Disabled (<= 30%),0.87179,2319,2619,0.85899,0.88460
2007,Upper Secondary Level,East,Disabled (> 30%),0.12535,300,2619,0.11267,0.13804
2007,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.91184,921,999,0.89425,0.92943
2007,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.08578,78,999,0.06841,0.10316
2007,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.97617,162,162,0.95261,0.99973
2007,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.84517,979,1126,0.82403,0.86631
2007,First Stage of Tertiary Education,West,Disabled (> 30%),0.15039,147,1126,0.12950,0.17128
2007,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.86060,353,404,0.82678,0.89442
2007,First Stage of Tertiary Education,East,Disabled (> 30%),0.13720,51,404,0.10361,0.17079
2007,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.90279,2825,3087,0.89233,0.91324
2007,Second Stage of Tertiary Education,West,Disabled (> 30%),0.09592,262,3087,0.08553,0.10631
2007,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.89217,1174,1298,0.87529,0.90905
2007,Second Stage of Tertiary Education,East,Disabled (> 30%),0.10648,124,1298,0.08969,0.12326
2008,Pre-primary Level,West,Not Disabled (<= 30%),0.55986,268,268,0.50032,0.61941
2008,Pre-primary Level,East,Not Disabled (<= 30%),0.72392,82,82,0.62656,0.82128
2008,Primary Level,West,Not Disabled (<= 30%),0.82852,132,164,0.77065,0.88639
2008,Primary Level,West,Disabled (> 30%),0.16494,32,164,0.10796,0.22191
2008,Lower Secondary Level,West,Not Disabled (<= 30%),0.82355,1437,1703,0.80544,0.84167
2008,Lower Secondary Level,West,Disabled (> 30%),0.15068,266,1703,0.13368,0.16768
2008,Lower Secondary Level,East,Not Disabled (<= 30%),0.84863,271,303,0.80820,0.88905
2008,Lower Secondary Level,East,Disabled (> 30%),0.12826,32,303,0.09054,0.16597
2008,Upper Secondary Level,West,Not Disabled (<= 30%),0.85244,6214,7215,0.84426,0.86063
2008,Upper Secondary Level,West,Disabled (> 30%),0.14425,1001,7215,0.13614,0.15236
2008,Upper Secondary Level,East,Not Disabled (<= 30%),0.87785,2216,2490,0.86499,0.89072
2008,Upper Secondary Level,East,Disabled (> 30%),0.11611,274,2490,0.10352,0.12869
2008,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.92017,863,926,0.90270,0.93763
2008,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.07983,63,926,0.06237,0.09730
2008,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.94660,158,158,0.91144,0.98177
2008,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.85209,904,1038,0.83048,0.87370
2008,First Stage of Tertiary Education,West,Disabled (> 30%),0.14740,134,1038,0.12582,0.16897
2008,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.86176,324,375,0.82677,0.89674
2008,First Stage of Tertiary Education,East,Disabled (> 30%),0.13652,51,375,0.10173,0.17132
2008,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.90937,2706,2950,0.89901,0.91973
2008,Second Stage of Tertiary Education,West,Disabled (> 30%),0.09063,244,2950,0.08027,0.10099
2008,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.88873,1117,1240,0.87122,0.90624
2008,Second Stage of Tertiary Education,East,Disabled (> 30%),0.10845,123,1240,0.09113,0.12576
2009,Pre-primary Level,West,Not Disabled (<= 30%),0.61021,256,256,0.55035,0.67007
2009,Pre-primary Level,East,Not Disabled (<= 30%),0.73061,55,55,0.61229,0.84894
2009,Primary Level,West,Not Disabled (<= 30%),0.81603,121,121,0.74671,0.88536
2009,Lower Secondary Level,West,Not Disabled (<= 30%),0.82910,1290,1521,0.81017,0.84802
2009,Lower Secondary Level,West,Disabled (> 30%),0.14528,231,1521,0.12756,0.16299
2009,Lower Secondary Level,East,Not Disabled (<= 30%),0.89259,234,234,0.85284,0.93235
2009,Upper Secondary Level,West,Not Disabled (<= 30%),0.85151,5712,6652,0.84297,0.86006
2009,Upper Secondary Level,West,Disabled (> 30%),0.14591,940,6652,0.13743,0.15440
2009,Upper Secondary Level,East,Not Disabled (<= 30%),0.87823,2109,2391,0.86512,0.89134
2009,Upper Secondary Level,East,Disabled (> 30%),0.12074,282,2391,0.10768,0.13381
2009,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.90570,778,840,0.88593,0.92548
2009,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.09193,62,840,0.07238,0.11148
2009,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.91566,141,141,0.86963,0.96170
2009,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.84803,822,958,0.82529,0.87078
2009,First Stage of Tertiary Education,West,Disabled (> 30%),0.14716,136,958,0.12472,0.16961
2009,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.88065,326,371,0.84761,0.91368
2009,First Stage of Tertiary Education,East,Disabled (> 30%),0.11768,45,371,0.08485,0.15052
2009,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.90758,2587,2825,0.89690,0.91826
2009,Second Stage of Tertiary Education,West,Disabled (> 30%),0.09158,238,2825,0.08094,0.10221
2009,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.90506,1089,1204,0.88850,0.92163
2009,Second Stage of Tertiary Education,East,Disabled (> 30%),0.09308,115,1204,0.07666,0.10949
2010,Pre-primary Level,West,Not Disabled (<= 30%),0.66559,359,359,0.61672,0.71446
2010,Pre-primary Level,East,Not Disabled (<= 30%),0.59321,47,47,0.45124,0.73517
2010,Primary Level,West,Not Disabled (<= 30%),0.86984,280,312,0.83245,0.90724
2010,Primary Level,West,Disabled (> 30%),0.12825,32,312,0.09109,0.16541
2010,Lower Secondary Level,West,Not Disabled (<= 30%),0.82838,1872,2108,0.81228,0.84448
2010,Lower Secondary Level,West,Disabled (> 30%),0.14555,236,2108,0.13049,0.16061
2010,Lower Secondary Level,East,Not Disabled (<= 30%),0.83642,293,328,0.79633,0.87651
2010,Lower Secondary Level,East,Disabled (> 30%),0.14511,35,328,0.10693,0.18328
2010,Upper Secondary Level,West,Not Disabled (<= 30%),0.85042,7809,8789,0.84297,0.85788
2010,Upper Secondary Level,West,Disabled (> 30%),0.14557,980,8789,0.13820,0.15294
2010,Upper Secondary Level,East,Not Disabled (<= 30%),0.87731,2644,2917,0.86540,0.88922
2010,Upper Secondary Level,East,Disabled (> 30%),0.11545,273,2917,0.10385,0.12705
2010,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.91032,1374,1452,0.89561,0.92502
2010,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.08917,78,1452,0.07451,0.10384
2010,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.92451,245,245,0.89136,0.95766
2010,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.85606,1056,1197,0.83616,0.87595
2010,First Stage of Tertiary Education,West,Disabled (> 30%),0.14299,141,1197,0.12315,0.16283
2010,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.84570,355,412,0.81078,0.88063
2010,First Stage of Tertiary Education,East,Disabled (> 30%),0.13923,57,412,0.10576,0.17270
2010,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91218,3741,3976,0.90338,0.92097
2010,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08585,235,3976,0.07714,0.09456
2010,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.88332,1273,1394,0.86646,0.90018
2010,Second Stage of Tertiary Education,East,Disabled (> 30%),0.11533,121,1394,0.09856,0.13211
2011,Pre-primary Level,West,Not Disabled (<= 30%),0.57718,421,421,0.52993,0.62442
2011,Pre-primary Level,East,Not Disabled (<= 30%),0.48582,49,49,0.34443,0.62722
2011,Primary Level,West,Not Disabled (<= 30%),0.80213,303,358,0.76080,0.84346
2011,Primary Level,West,Disabled (> 30%),0.19350,55,358,0.15252,0.23448
2011,Primary Level,East,Not Disabled (<= 30%),0.91235,43,43,0.82683,0.99788
2011,Lower Secondary Level,West,Not Disabled (<= 30%),0.83398,2244,2545,0.81952,0.84844
2011,Lower Secondary Level,West,Disabled (> 30%),0.14261,301,2545,0.12902,0.15619
2011,Lower Secondary Level,East,Not Disabled (<= 30%),0.83699,356,400,0.80074,0.87323
2011,Lower Secondary Level,East,Disabled (> 30%),0.14668,44,400,0.11197,0.18140
2011,Upper Secondary Level,West,Not Disabled (<= 30%),0.85066,9212,10503,0.84384,0.85747
2011,Upper Secondary Level,West,Disabled (> 30%),0.14762,1291,10503,0.14084,0.15441
2011,Upper Secondary Level,East,Not Disabled (<= 30%),0.87646,3008,3380,0.86536,0.88755
2011,Upper Secondary Level,East,Disabled (> 30%),0.12253,372,3380,0.11148,0.13359
2011,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.91725,1612,1712,0.90419,0.93030
2011,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.08275,100,1712,0.06970,0.09581
2011,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.93939,280,280,0.91139,0.96739
2011,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.86794,1230,1382,0.85009,0.88580
2011,First Stage of Tertiary Education,West,Disabled (> 30%),0.12919,152,1382,0.11150,0.14688
2011,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.87079,407,466,0.84031,0.90128
2011,First Stage of Tertiary Education,East,Disabled (> 30%),0.11677,59,466,0.08758,0.14596
2011,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91786,4346,4649,0.90997,0.92575
2011,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08108,303,4649,0.07323,0.08893
2011,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.87660,1409,1561,0.86028,0.89292
2011,Second Stage of Tertiary Education,East,Disabled (> 30%),0.12170,152,1561,0.10548,0.13793
2012,Pre-primary Level,West,Not Disabled (<= 30%),0.54913,415,415,0.50120,0.59707
2012,Pre-primary Level,East,Not Disabled (<= 30%),0.60670,52,52,0.47263,0.74076
2012,Primary Level,West,Not Disabled (<= 30%),0.81028,287,337,0.76836,0.85221
2012,Primary Level,West,Disabled (> 30%),0.18972,50,337,0.14779,0.23164
2012,Primary Level,East,Not Disabled (<= 30%),0.87269,43,43,0.77189,0.97350
2012,Lower Secondary Level,West,Not Disabled (<= 30%),0.83464,2192,2521,0.82014,0.84915
2012,Lower Secondary Level,West,Disabled (> 30%),0.14605,329,2521,0.13226,0.15984
2012,Lower Secondary Level,East,Not Disabled (<= 30%),0.81923,322,372,0.78007,0.85839
2012,Lower Secondary Level,East,Disabled (> 30%),0.15166,50,372,0.11516,0.18815
2012,Upper Secondary Level,West,Not Disabled (<= 30%),0.84688,8894,10205,0.83989,0.85387
2012,Upper Secondary Level,West,Disabled (> 30%),0.14988,1311,10205,0.14296,0.15681
2012,Upper Secondary Level,East,Not Disabled (<= 30%),0.85768,2911,3312,0.84578,0.86958
2012,Upper Secondary Level,East,Disabled (> 30%),0.14086,401,3312,0.12901,0.15271
2012,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.90290,1550,1666,0.88868,0.91713
2012,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.09710,116,1666,0.08287,0.11132
2012,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.95108,285,285,0.92599,0.97617
2012,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.86818,1167,1328,0.84998,0.88639
2012,First Stage of Tertiary Education,West,Disabled (> 30%),0.12908,161,1328,0.11104,0.14712
2012,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.85899,407,474,0.82763,0.89036
2012,First Stage of Tertiary Education,East,Disabled (> 30%),0.13970,67,474,0.10846,0.17095
2012,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91341,4287,4606,0.90528,0.92153
2012,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08632,319,4606,0.07821,0.09443
2012,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.87719,1382,1533,0.86076,0.89363
2012,Second Stage of Tertiary Education,East,Disabled (> 30%),0.12193,151,1533,0.10555,0.13832
2013,Pre-primary Level,West,Not Disabled (<= 30%),0.58971,549,549,0.54853,0.63090
2013,Pre-primary Level,East,Not Disabled (<= 30%),0.50376,70,70,0.38579,0.62174
2013,Primary Level,West,Not Disabled (<= 30%),0.80488,492,562,0.77209,0.83768
2013,Primary Level,West,Disabled (> 30%),0.19046,70,562,0.15796,0.22295
2013,Primary Level,East,Not Disabled (<= 30%),0.90122,58,58,0.82377,0.97868
2013,Lower Secondary Level,West,Not Disabled (<= 30%),0.84074,2942,3288,0.82823,0.85325
2013,Lower Secondary Level,West,Disabled (> 30%),0.14232,346,3288,0.13038,0.15427
2013,Lower Secondary Level,East,Not Disabled (<= 30%),0.85945,372,411,0.82581,0.89309
2013,Lower Secondary Level,East,Disabled (> 30%),0.12248,39,411,0.09075,0.15422
2013,Upper Secondary Level,West,Not Disabled (<= 30%),0.84674,9657,10957,0.83999,0.85348
2013,Upper Secondary Level,West,Disabled (> 30%),0.15122,1300,10957,0.14451,0.15793
2013,Upper Secondary Level,East,Not Disabled (<= 30%),0.85530,2796,3183,0.84308,0.86752
2013,Upper Secondary Level,East,Disabled (> 30%),0.14280,387,3183,0.13064,0.15495
2013,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.91259,1918,2043,0.90034,0.92484
2013,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.08708,125,2043,0.07485,0.09930
2013,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.95951,305,305,0.93736,0.98167
2013,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.84430,1127,1290,0.82451,0.86410
2013,First Stage of Tertiary Education,West,Disabled (> 30%),0.15269,163,1290,0.13305,0.17233
2013,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.85891,377,432,0.82605,0.89178
2013,First Stage of Tertiary Education,East,Disabled (> 30%),0.13967,55,432,0.10694,0.17239
2013,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91268,4950,5304,0.90508,0.92028
2013,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08626,354,5304,0.07870,0.09381
2013,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.88258,1400,1551,0.86656,0.89861
2013,Second Stage of Tertiary Education,East,Disabled (> 30%),0.11315,151,1551,0.09738,0.12892
2014,Pre-primary Level,West,Not Disabled (<= 30%),0.55195,391,391,0.50260,0.60131
2014,Pre-primary Level,East,Not Disabled (<= 30%),0.50434,54,54,0.36974,0.63895
2014,Primary Level,West,Not Disabled (<= 30%),0.78397,386,446,0.74573,0.82221
2014,Primary Level,West,Disabled (> 30%),0.21182,60,446,0.17386,0.24979
2014,Primary Level,East,Not Disabled (<= 30%),0.90884,50,50,0.82824,0.98943
2014,Lower Secondary Level,West,Not Disabled (<= 30%),0.83268,2407,2721,0.81865,0.84671
2014,Lower Secondary Level,West,Disabled (> 30%),0.14392,314,2721,0.13073,0.15711
2014,Lower Secondary Level,East,Not Disabled (<= 30%),0.83699,336,378,0.79971,0.87428
2014,Lower Secondary Level,East,Disabled (> 30%),0.13584,42,378,0.10126,0.17043
2014,Upper Secondary Level,West,Not Disabled (<= 30%),0.83727,8382,9668,0.82991,0.84463
2014,Upper Secondary Level,West,Disabled (> 30%),0.16073,1286,9668,0.15341,0.16806
2014,Upper Secondary Level,East,Not Disabled (<= 30%),0.84170,2473,2847,0.82829,0.85512
2014,Upper Secondary Level,East,Disabled (> 30%),0.15267,374,2847,0.13946,0.16589
2014,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.90980,1635,1747,0.89636,0.92324
2014,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.08947,112,1747,0.07609,0.10286
2014,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.95938,284,284,0.93638,0.98238
2014,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.82866,1022,1184,0.80719,0.85014
2014,First Stage of Tertiary Education,West,Disabled (> 30%),0.17058,162,1184,0.14915,0.19202
2014,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.85758,350,406,0.82355,0.89162
2014,First Stage of Tertiary Education,East,Disabled (> 30%),0.14113,56,406,0.10723,0.17504
2014,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91163,4443,4783,0.90359,0.91968
2014,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08774,340,4783,0.07972,0.09576
2014,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.87510,1286,1438,0.85800,0.89219
2014,Second Stage of Tertiary Education,East,Disabled (> 30%),0.12273,152,1438,0.10577,0.13970
2015,Pre-primary Level,West,Not Disabled (<= 30%),0.52848,316,316,0.47335,0.58361
2015,Pre-primary Level,East,Not Disabled (<= 30%),0.49284,56,56,0.36071,0.62497
2015,Primary Level,West,Not Disabled (<= 30%),0.78489,424,478,0.74802,0.82177
2015,Primary Level,West,Disabled (> 30%),0.20897,54,478,0.17248,0.24545
2015,Primary Level,East,Not Disabled (<= 30%),0.89884,46,46,0.81074,0.98694
2015,Lower Secondary Level,West,Not Disabled (<= 30%),0.83830,2323,2593,0.82413,0.85248
2015,Lower Secondary Level,West,Disabled (> 30%),0.13707,270,2593,0.12383,0.15031
2015,Lower Secondary Level,East,Not Disabled (<= 30%),0.85167,324,363,0.81506,0.88829
2015,Lower Secondary Level,East,Disabled (> 30%),0.11999,39,363,0.08651,0.15346
2015,Upper Secondary Level,West,Not Disabled (<= 30%),0.83610,8199,9394,0.82861,0.84358
2015,Upper Secondary Level,West,Disabled (> 30%),0.15935,1195,9394,0.15195,0.16676
2015,Upper Secondary Level,East,Not Disabled (<= 30%),0.84905,2397,2737,0.83563,0.86246
2015,Upper Secondary Level,East,Disabled (> 30%),0.14746,340,2737,0.13417,0.16075
2015,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.91963,1762,1867,0.90730,0.93197
2015,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.07971,105,1867,0.06742,0.09199
2015,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.96399,277,277,0.94201,0.98597
2015,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.83897,978,1131,0.81754,0.86040
2015,First Stage of Tertiary Education,West,Disabled (> 30%),0.16103,153,1131,0.13960,0.18246
2015,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.86636,346,398,0.83289,0.89983
2015,First Stage of Tertiary Education,East,Disabled (> 30%),0.13364,52,398,0.10017,0.16711
2015,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91401,4673,4998,0.90623,0.92178
2015,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08444,325,4998,0.07673,0.09215
2015,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.88786,1275,1416,0.87141,0.90430
2015,Second Stage of Tertiary Education,East,Disabled (> 30%),0.11008,141,1416,0.09377,0.12639
2016,Pre-primary Level,West,Not Disabled (<= 30%),0.50030,295,295,0.44314,0.55745
2016,Pre-primary Level,East,Not Disabled (<= 30%),0.38601,43,43,0.23877,0.53324
