,Unnamed: 0,year,age_gr,regtyp,m11124,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
270,270,2006,46-65 y.,Urban regions,Disabled (> 30%),0.17114,753,21899,0.16241,0.18241
271,271,2006,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84288,2247,21899,0.81463,0.8722
272,272,2006,46-65 y.,Rural regions,Disabled (> 30%),0.15712,383,21899,0.14638,0.16966
273,273,2006,66 and older,Urban regions,Not Disabled (<= 30%),0.71704,2104,21899,0.69833,0.73447
274,274,2006,66 and older,Urban regions,Disabled (> 30%),0.28296,763,21899,0.27192,0.29732
275,275,2006,66 and older,Rural regions,Not Disabled (<= 30%),0.77509,1220,21899,0.74653,0.80098
276,276,2006,66 and older,Rural regions,Disabled (> 30%),0.22491,324,21899,0.2114,0.23889
277,277,2007,17-29 y.,Urban regions,Not Disabled (<= 30%),1.0,2190,20425,0.96036,1.04002
278,278,2007,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1160,20425,0.94682,1.0562
279,279,2007,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95158,3662,20425,0.92389,0.97666
280,280,2007,30-45 y.,Urban regions,Disabled (> 30%),0.04842,158,20425,0.04218,0.05431
281,281,2007,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95477,1812,20425,0.91626,0.9953
282,282,2007,30-45 y.,Rural regions,Disabled (> 30%),0.04523,76,20425,0.0369,0.05686
283,283,2007,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82826,3863,20425,0.80711,0.84987
284,284,2007,46-65 y.,Urban regions,Disabled (> 30%),0.17174,699,20425,0.16334,0.18143
285,285,2007,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83615,2105,20425,0.80859,0.86648
286,286,2007,46-65 y.,Rural regions,Disabled (> 30%),0.16385,373,20425,0.15218,0.17995
287,287,2007,66 and older,Urban regions,Not Disabled (<= 30%),0.72372,2089,20425,0.70507,0.74453
288,288,2007,66 and older,Urban regions,Disabled (> 30%),0.27628,731,20425,0.26196,0.28941
289,289,2007,66 and older,Rural regions,Not Disabled (<= 30%),0.78672,1199,20425,0.75516,0.81394
290,290,2007,66 and older,Rural regions,Disabled (> 30%),0.21328,308,20425,0.19828,0.22727
291,291,2008,17-29 y.,Urban regions,Not Disabled (<= 30%),1.0,2057,19230,0.95839,1.04461
292,292,2008,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1049,19230,0.94738,1.06181
293,293,2008,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95407,3320,19230,0.92643,0.9833
294,294,2008,30-45 y.,Urban regions,Disabled (> 30%),0.04593,127,19230,0.03927,0.05281
295,295,2008,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94794,1644,19230,0.901,0.98832
296,296,2008,30-45 y.,Rural regions,Disabled (> 30%),0.05206,74,19230,0.04319,0.06297
297,297,2008,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83642,3672,19230,0.81172,0.858
298,298,2008,46-65 y.,Urban regions,Disabled (> 30%),0.16358,649,19230,0.15226,0.17554
299,299,2008,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84041,2005,19230,0.80834,0.87291
300,300,2008,46-65 y.,Rural regions,Disabled (> 30%),0.15959,352,19230,0.14797,0.17398
301,301,2008,66 and older,Urban regions,Not Disabled (<= 30%),0.73235,2094,19230,0.71094,0.75419
302,302,2008,66 and older,Urban regions,Disabled (> 30%),0.26765,697,19230,0.25411,0.28081
303,303,2008,66 and older,Rural regions,Not Disabled (<= 30%),0.79237,1192,19230,0.76228,0.82364
304,304,2008,66 and older,Rural regions,Disabled (> 30%),0.20763,298,19230,0.19344,0.22352
305,305,2009,17-29 y.,Urban regions,Not Disabled (<= 30%),1.0,1847,17935,0.95402,1.0445
306,306,2009,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,961,17935,0.93003,1.05403
307,307,2009,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95317,2962,17935,0.91974,0.9904
308,308,2009,30-45 y.,Urban regions,Disabled (> 30%),0.04683,111,17935,0.03972,0.05461
309,309,2009,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94542,1520,17935,0.89513,0.99946
310,310,2009,30-45 y.,Rural regions,Disabled (> 30%),0.05458,78,17935,0.04496,0.06646
311,311,2009,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83782,3427,17935,0.81122,0.86444
312,312,2009,46-65 y.,Urban regions,Disabled (> 30%),0.16218,597,17935,0.1503,0.17364
313,313,2009,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83603,1933,17935,0.79401,0.87511
314,314,2009,46-65 y.,Rural regions,Disabled (> 30%),0.16397,347,17935,0.14851,0.18055
315,315,2009,66 and older,Urban regions,Not Disabled (<= 30%),0.72923,2018,17935,0.70745,0.75198
316,316,2009,66 and older,Urban regions,Disabled (> 30%),0.27077,673,17935,0.25591,0.28537
317,317,2009,66 and older,Rural regions,Not Disabled (<= 30%),0.80961,1179,17935,0.77337,0.84379
318,318,2009,66 and older,Rural regions,Disabled (> 30%),0.19039,282,17935,0.17469,0.20812
319,319,2010,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98193,2531,23877,0.93135,1.02803
320,320,2010,17-29 y.,Urban regions,Disabled (> 30%),0.01807,42,23877,0.01113,0.02474
321,321,2010,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1319,23877,0.92762,1.08187
322,322,2010,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96045,5783,23877,0.92912,0.99919
323,323,2010,30-45 y.,Urban regions,Disabled (> 30%),0.03955,174,23877,0.03141,0.04798
324,324,2010,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94558,3002,23877,0.89591,1.0066
325,325,2010,30-45 y.,Rural regions,Disabled (> 30%),0.05442,95,23877,0.04106,0.06915
326,326,2010,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83568,3820,23877,0.8106,0.87434
327,327,2010,46-65 y.,Urban regions,Disabled (> 30%),0.16432,629,23877,0.15336,0.17682
328,328,2010,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84175,2124,23877,0.80924,0.88312
329,329,2010,46-65 y.,Rural regions,Disabled (> 30%),0.15825,354,23877,0.14356,0.17402
330,330,2010,66 and older,Urban regions,Not Disabled (<= 30%),0.73647,1969,23877,0.71417,0.76442
331,331,2010,66 and older,Urban regions,Disabled (> 30%),0.26353,633,23877,0.24759,0.2789
332,332,2010,66 and older,Rural regions,Not Disabled (<= 30%),0.80835,1126,23877,0.77109,0.84818
333,333,2010,66 and older,Rural regions,Disabled (> 30%),0.19165,276,23877,0.17638,0.21066
334,334,2011,17-29 y.,Urban regions,Not Disabled (<= 30%),0.9826,2646,28315,0.93547,1.03417
335,335,2011,17-29 y.,Urban regions,Disabled (> 30%),0.0174,42,28315,0.01217,0.0226
336,336,2011,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1457,28315,0.93687,1.0607
337,337,2011,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96252,6231,28315,0.935,0.99717
338,338,2011,30-45 y.,Urban regions,Disabled (> 30%),0.03748,212,28315,0.03243,0.04521
339,339,2011,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94623,3354,28315,0.89866,0.99936
340,340,2011,30-45 y.,Rural regions,Disabled (> 30%),0.05377,126,28315,0.04146,0.06383
341,341,2011,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83443,4876,28315,0.8098,0.85738
342,342,2011,46-65 y.,Urban regions,Disabled (> 30%),0.16557,825,28315,0.15747,0.17619
343,343,2011,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84781,2905,28315,0.81579,0.87736
344,344,2011,46-65 y.,Rural regions,Disabled (> 30%),0.15219,507,28315,0.13828,0.16345
345,345,2011,66 and older,Urban regions,Not Disabled (<= 30%),0.75131,2546,28315,0.72797,0.77702
346,346,2011,66 and older,Urban regions,Disabled (> 30%),0.24869,765,28315,0.23572,0.26155
347,347,2011,66 and older,Rural regions,Not Disabled (<= 30%),0.79553,1456,28315,0.76204,0.83557
348,348,2011,66 and older,Rural regions,Disabled (> 30%),0.20447,367,28315,0.18801,0.2222
349,349,2012,17-29 y.,Urban regions,Not Disabled (<= 30%),0.97857,2515,27559,0.9424,1.02737
350,350,2012,17-29 y.,Urban regions,Disabled (> 30%),0.02143,51,27559,0.0153,0.02708
351,351,2012,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1385,27559,0.93742,1.05712
352,352,2012,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95544,5627,27559,0.91398,0.98947
353,353,2012,30-45 y.,Urban regions,Disabled (> 30%),0.04456,206,27559,0.03892,0.05039
354,354,2012,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94161,3106,27559,0.89153,0.98948
355,355,2012,30-45 y.,Rural regions,Disabled (> 30%),0.05839,127,27559,0.04628,0.06908
356,356,2012,46-65 y.,Urban regions,Not Disabled (<= 30%),0.8322,4896,27559,0.8069,0.85862
357,357,2012,46-65 y.,Urban regions,Disabled (> 30%),0.1678,866,27559,0.15779,0.18022
358,358,2012,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83976,3046,27559,0.81113,0.87736
359,359,2012,46-65 y.,Rural regions,Disabled (> 30%),0.16024,540,27559,0.14756,0.17316
360,360,2012,66 and older,Urban regions,Not Disabled (<= 30%),0.75385,2534,27559,0.7321,0.77596
361,361,2012,66 and older,Urban regions,Disabled (> 30%),0.24615,771,27559,0.23365,0.25922
362,362,2012,66 and older,Rural regions,Not Disabled (<= 30%),0.78784,1480,27559,0.75246,0.81724
363,363,2012,66 and older,Rural regions,Disabled (> 30%),0.21216,409,27559,0.19646,0.2296
364,364,2013,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98458,3414,30548,0.9452,1.03033
365,365,2013,17-29 y.,Urban regions,Disabled (> 30%),0.01542,50,30548,0.01072,0.02135
366,366,2013,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1530,30548,0.93909,1.06495
367,367,2013,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95778,6728,30548,0.92016,0.99707
368,368,2013,30-45 y.,Urban regions,Disabled (> 30%),0.04222,235,30548,0.0354,0.05028
369,369,2013,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94635,3259,30548,0.90025,0.99128
370,370,2013,30-45 y.,Rural regions,Disabled (> 30%),0.05365,129,30548,0.0413,0.06589
371,371,2013,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82175,5489,30548,0.79702,0.84723
372,372,2013,46-65 y.,Urban regions,Disabled (> 30%),0.17825,949,30548,0.16793,0.18737
373,373,2013,46-65 y.,Rural regions,Not Disabled (<= 30%),0.8331,3180,30548,0.80203,0.86487
374,374,2013,46-65 y.,Rural regions,Disabled (> 30%),0.1669,553,30548,0.1536,0.18041
375,375,2013,66 and older,Urban regions,Not Disabled (<= 30%),0.75913,2499,30548,0.73728,0.78263
376,376,2013,66 and older,Urban regions,Disabled (> 30%),0.24087,741,30548,0.23,0.25493
377,377,2013,66 and older,Rural regions,Not Disabled (<= 30%),0.80855,1439,30548,0.77693,0.84833
378,378,2013,66 and older,Rural regions,Disabled (> 30%),0.19145,353,30548,0.178,0.20871
379,379,2014,17-29 y.,Urban regions,Not Disabled (<= 30%),0.97789,2872,27034,0.93786,1.01469
380,380,2014,17-29 y.,Urban regions,Disabled (> 30%),0.02211,47,27034,0.01557,0.03134
381,381,2014,17-29 y.,Rural regions,Not Disabled (<= 30%),0.9558,1344,27034,0.88902,1.01719
382,382,2014,17-29 y.,Rural regions,Disabled (> 30%),0.0442,34,27034,0.02912,0.06128
383,383,2014,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96108,5463,27034,0.92548,0.99988
384,384,2014,30-45 y.,Urban regions,Disabled (> 30%),0.03892,189,27034,0.03286,0.04472
385,385,2014,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94938,2742,27034,0.89451,1.00332
386,386,2014,30-45 y.,Rural regions,Disabled (> 30%),0.05062,119,27034,0.04022,0.06347
387,387,2014,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81832,5006,27034,0.7875,0.84205
388,388,2014,46-65 y.,Urban regions,Disabled (> 30%),0.18168,867,27034,0.17033,0.19583
389,389,2014,46-65 y.,Rural regions,Not Disabled (<= 30%),0.82093,2869,27034,0.7898,0.85415
390,390,2014,46-65 y.,Rural regions,Disabled (> 30%),0.17907,541,27034,0.16517,0.1928
391,391,2014,66 and older,Urban regions,Not Disabled (<= 30%),0.74952,2381,27034,0.72623,0.77227
392,392,2014,66 and older,Urban regions,Disabled (> 30%),0.25048,769,27034,0.23672,0.26342
393,393,2014,66 and older,Rural regions,Not Disabled (<= 30%),0.78487,1400,27034,0.74746,0.81824
394,394,2014,66 and older,Rural regions,Disabled (> 30%),0.21513,391,27034,0.1972,0.23702
395,395,2015,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98097,2999,26735,0.94353,1.02483
396,396,2015,17-29 y.,Urban regions,Disabled (> 30%),0.01903,43,26735,0.01264,0.02557
397,397,2015,17-29 y.,Rural regions,Not Disabled (<= 30%),0.96804,1386,26735,0.90006,1.03289
398,398,2015,17-29 y.,Rural regions,Disabled (> 30%),0.03196,32,26735,0.02261,0.04379
399,399,2015,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96288,5364,26735,0.9328,1.00034
400,400,2015,30-45 y.,Urban regions,Disabled (> 30%),0.03712,149,26735,0.03003,0.04525
401,401,2015,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95503,2666,26735,0.90432,1.00695
402,402,2015,30-45 y.,Rural regions,Disabled (> 30%),0.04497,101,26735,0.03423,0.05992
403,403,2015,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82168,4974,26735,0.7888,0.84921
404,404,2015,46-65 y.,Urban regions,Disabled (> 30%),0.17832,826,26735,0.16699,0.1911
405,405,2015,46-65 y.,Rural regions,Not Disabled (<= 30%),0.82984,2827,26735,0.79768,0.87133
406,406,2015,46-65 y.,Rural regions,Disabled (> 30%),0.17016,486,26735,0.15545,0.18406
407,407,2015,66 and older,Urban regions,Not Disabled (<= 30%),0.75919,2365,26735,0.73417,0.78181
408,408,2015,66 and older,Urban regions,Disabled (> 30%),0.24081,717,26735,0.22614,0.25459
409,409,2015,66 and older,Rural regions,Not Disabled (<= 30%),0.79212,1425,26735,0.75683,0.82637
410,410,2015,66 and older,Rural regions,Disabled (> 30%),0.20788,375,26735,0.19104,0.22393
411,411,2016,17-29 y.,Urban regions,Not Disabled (<= 30%),0.97997,2581,24204,0.92761,1.02848
412,412,2016,17-29 y.,Urban regions,Disabled (> 30%),0.02003,39,24204,0.01296,0.02836
413,413,2016,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,1217,24204,0.92774,1.07134
414,414,2016,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95925,4567,24204,0.92406,0.99805
415,415,2016,30-45 y.,Urban regions,Disabled (> 30%),0.04075,140,24204,0.03276,0.04925
416,416,2016,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94781,2292,24204,0.89221,1.00646
417,417,2016,30-45 y.,Rural regions,Disabled (> 30%),0.05219,92,24204,0.03614,0.06948
418,418,2016,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82825,4690,24204,0.80412,0.85789
419,419,2016,46-65 y.,Urban regions,Disabled (> 30%),0.17175,748,24204,0.15889,0.18498
420,420,2016,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83771,2697,24204,0.80305,0.87482
421,421,2016,46-65 y.,Rural regions,Disabled (> 30%),0.16229,448,24204,0.14794,0.17604
422,422,2016,66 and older,Urban regions,Not Disabled (<= 30%),0.7545,2253,24204,0.7281,0.78394
423,423,2016,66 and older,Urban regions,Disabled (> 30%),0.2455,702,24204,0.23209,0.25996
424,424,2016,66 and older,Rural regions,Not Disabled (<= 30%),0.78041,1365,24204,0.7469,0.82001
425,425,2016,66 and older,Rural regions,Disabled (> 30%),0.21959,373,24204,0.20141,0.23924
426,426,2017,17-29 y.,Urban regions,Not Disabled (<= 30%),0.97723,2889,26491,0.9318,1.01685
427,427,2017,17-29 y.,Urban regions,Disabled (> 30%),0.02277,47,26491,0.01697,0.03084
428,428,2017,17-29 y.,Rural regions,Not Disabled (<= 30%),0.96978,1385,26491,0.91054,1.03842
429,429,2017,17-29 y.,Rural regions,Disabled (> 30%),0.03022,36,26491,0.02092,0.04112
430,430,2017,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95598,4654,26491,0.91578,0.98515
431,431,2017,30-45 y.,Urban regions,Disabled (> 30%),0.04402,169,26491,0.03789,0.0514
432,432,2017,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95317,2338,26491,0.90105,1.01377
433,433,2017,30-45 y.,Rural regions,Disabled (> 30%),0.04683,87,26491,0.0335,0.0608
434,434,2017,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82844,5379,26491,0.80509,0.85033
435,435,2017,46-65 y.,Urban regions,Disabled (> 30%),0.17156,879,26491,0.1601,0.18244
436,436,2017,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83751,3158,26491,0.81218,0.87561
437,437,2017,46-65 y.,Rural regions,Disabled (> 30%),0.16249,527,26491,0.15074,0.18009
438,438,2017,66 and older,Urban regions,Not Disabled (<= 30%),0.77106,2399,26491,0.74637,0.79512
439,439,2017,66 and older,Urban regions,Disabled (> 30%),0.22894,695,26491,0.21556,0.2435
440,440,2017,66 and older,Rural regions,Not Disabled (<= 30%),0.79542,1464,26491,0.75993,0.83283
441,441,2017,66 and older,Rural regions,Disabled (> 30%),0.20458,385,26491,0.18651,0.22534
442,442,2018,17-29 y.,Urban regions,Not Disabled (<= 30%),0.97094,2866,25589,0.9298,1.01025
443,443,2018,17-29 y.,Urban regions,Disabled (> 30%),0.02906,57,25589,0.01985,0.03993
444,444,2018,17-29 y.,Rural regions,Not Disabled (<= 30%),0.97687,1320,25589,0.91114,1.04811
445,445,2018,17-29 y.,Rural regions,Disabled (> 30%),0.02313,35,25589,0.01831,0.0285
446,446,2018,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95773,4330,25589,0.92459,0.99822
447,447,2018,30-45 y.,Urban regions,Disabled (> 30%),0.04227,181,25589,0.03604,0.04935
448,448,2018,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95245,2134,25589,0.90386,1.00386
449,449,2018,30-45 y.,Rural regions,Disabled (> 30%),0.04755,85,25589,0.03431,0.06256
450,450,2018,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83603,5184,25589,0.80739,0.86184
451,451,2018,46-65 y.,Urban regions,Disabled (> 30%),0.16397,871,25589,0.15174,0.17523
452,452,2018,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84324,3042,25589,0.81096,0.88549
453,453,2018,46-65 y.,Rural regions,Disabled (> 30%),0.15676,512,25589,0.14417,0.17164
454,454,2018,66 and older,Urban regions,Not Disabled (<= 30%),0.76756,2405,25589,0.74369,0.79771
455,455,2018,66 and older,Urban regions,Disabled (> 30%),0.23244,735,25589,0.21786,0.24572
456,456,2018,66 and older,Rural regions,Not Disabled (<= 30%),0.76731,1404,25589,0.72159,0.81764
457,457,2018,66 and older,Rural regions,Disabled (> 30%),0.23269,428,25589,0.21539,0.25312
458,458,2019,17-29 y.,Urban regions,Not Disabled (<= 30%),0.96821,2505,25118,0.92037,1.01826
459,459,2019,17-29 y.,Urban regions,Disabled (> 30%),0.03179,58,25118,0.02141,0.04178
460,460,2019,17-29 y.,Rural regions,Not Disabled (<= 30%),0.97533,1128,25118,0.9099,1.06088
461,461,2019,17-29 y.,Rural regions,Disabled (> 30%),0.02467,31,25118,0.01859,0.03305
462,462,2019,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95469,3896,25118,0.91182,0.99418
463,463,2019,30-45 y.,Urban regions,Disabled (> 30%),0.04531,152,25118,0.03659,0.05226
464,464,2019,30-45 y.,Rural regions,Not Disabled (<= 30%),0.93764,1983,25118,0.88496,1.0053
465,465,2019,30-45 y.,Rural regions,Disabled (> 30%),0.06236,95,25118,0.04353,0.08211
466,466,2019,46-65 y.,Urban regions,Not Disabled (<= 30%),0.84371,5712,25118,0.81746,0.87833
467,467,2019,46-65 y.,Urban regions,Disabled (> 30%),0.15629,800,25118,0.1446,0.16922
468,468,2019,46-65 y.,Rural regions,Not Disabled (<= 30%),0.85262,3212,25118,0.81444,0.8864
469,469,2019,46-65 y.,Rural regions,Disabled (> 30%),0.14738,472,25118,0.13552,0.16196
470,470,2019,66 and older,Urban regions,Not Disabled (<= 30%),0.77431,2510,25118,0.74397,0.80643
471,471,2019,66 and older,Urban regions,Disabled (> 30%),0.22569,697,25118,0.21032,0.24176
472,472,2019,66 and older,Rural regions,Not Disabled (<= 30%),0.76535,1462,25118,0.73408,0.80739
473,473,2019,66 and older,Rural regions,Disabled (> 30%),0.23465,405,25118,0.21229,0.25523
474,474,2020,17-29 y.,Urban regions,Not Disabled (<= 30%),0.97552,3566,28358,0.92464,1.02616
475,475,2020,17-29 y.,Urban regions,Disabled (> 30%),0.02448,63,28358,0.01784,0.03235
476,476,2020,17-29 y.,Rural regions,Not Disabled (<= 30%),0.97231,1416,28358,0.9029,1.03977
477,477,2020,17-29 y.,Rural regions,Disabled (> 30%),0.02769,34,28358,0.01771,0.04267
478,478,2020,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95147,5382,28358,0.90623,0.99794
479,479,2020,30-45 y.,Urban regions,Disabled (> 30%),0.04853,165,28358,0.03821,0.06035
480,480,2020,30-45 y.,Rural regions,Not Disabled (<= 30%),0.9297,2374,28358,0.87304,0.99661
481,481,2020,30-45 y.,Rural regions,Disabled (> 30%),0.0703,112,28358,0.05405,0.0918
482,482,2020,46-65 y.,Urban regions,Not Disabled (<= 30%),0.85083,5950,28358,0.81995,0.87676
483,483,2020,46-65 y.,Urban regions,Disabled (> 30%),0.14917,796,28358,0.13978,0.16012
484,484,2020,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84637,3166,28358,0.80471,0.88179
485,485,2020,46-65 y.,Rural regions,Disabled (> 30%),0.15363,448,28358,0.14088,0.17041
486,486,2020,66 and older,Urban regions,Not Disabled (<= 30%),0.7641,2388,28358,0.73776,0.80072
487,487,2020,66 and older,Urban regions,Disabled (> 30%),0.2359,697,28358,0.22076,0.25317
488,488,2020,66 and older,Rural regions,Not Disabled (<= 30%),0.76045,1409,28358,0.71861,0.81001
489,489,2020,66 and older,Rural regions,Disabled (> 30%),0.23955,392,28358,0.21712,0.2638
490,490,2021,17-29 y.,Urban regions,Not Disabled (<= 30%),0.96801,2298,19211,0.91609,1.02976
491,491,2021,17-29 y.,Urban regions,Disabled (> 30%),0.03199,38,19211,0.01673,0.04956
492,492,2021,17-29 y.,Rural regions,Not Disabled (<= 30%),1.0,852,19211,0.90937,1.10489
493,493,2021,30-45 y.,Urban regions,Not Disabled (<= 30%),0.9476,3559,19211,0.89484,1.00558
494,494,2021,30-45 y.,Urban regions,Disabled (> 30%),0.0524,120,19211,0.04047,0.07018
495,495,2021,30-45 y.,Rural regions,Not Disabled (<= 30%),0.93888,1482,19211,0.8634,1.00675
496,496,2021,30-45 y.,Rural regions,Disabled (> 30%),0.06112,66,19211,0.0377,0.0891
497,497,2021,46-65 y.,Urban regions,Not Disabled (<= 30%),0.84885,4192,19211,0.81325,0.89628
498,498,2021,46-65 y.,Urban regions,Disabled (> 30%),0.15115,590,19211,0.13788,0.1684
499,499,2021,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83961,2127,19211,0.78721,0.88903
500,500,2021,46-65 y.,Rural regions,Disabled (> 30%),0.16039,318,19211,0.13763,0.17772
501,501,2021,66 and older,Urban regions,Not Disabled (<= 30%),0.75764,1722,19211,0.7183,0.80071
502,502,2021,66 and older,Urban regions,Disabled (> 30%),0.24236,524,19211,0.22482,0.26584
503,503,2021,66 and older,Rural regions,Not Disabled (<= 30%),0.76802,1038,19211,0.72438,0.81653
504,504,2021,66 and older,Rural regions,Disabled (> 30%),0.23198,285,19211,0.20711,0.25413
