year,migback,pgisced97,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92782,337,337,0.90015,0.95549
1999,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86801,674,745,0.84369,0.89234
1999,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.13140,71,745,0.10713,0.15568
1999,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92158,1632,1752,0.90899,0.93417
1999,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.07756,120,1752,0.06503,0.09009
1999,Direct migration background,Primary Level,Not Disabled (<= 30%),0.87092,292,340,0.83523,0.90661
1999,Direct migration background,Primary Level,Disabled (> 30%),0.12908,48,340,0.09339,0.16477
1999,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.85994,542,610,0.83238,0.88751
1999,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.13844,68,610,0.11101,0.16586
1999,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.87902,713,788,0.85623,0.90180
1999,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.11986,75,788,0.09717,0.14255
1999,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95775,120,120,0.92160,0.99389
1999,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.82851,44,44,0.71584,0.94117
1999,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90919,168,168,0.86561,0.95277
1999,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.94533,61,61,0.88780,1.00285
1999,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.99141,190,190,0.97825,1.00457
1999,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.98992,212,212,0.97644,1.00340
2000,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.97722,363,363,0.96185,0.99259
2000,No migration background,Primary Level,Not Disabled (<= 30%),0.72110,77,77,0.62027,0.82192
2000,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.84842,2107,2430,0.83416,0.86268
2000,No migration background,Lower Secondary Level,Disabled (> 30%),0.14399,323,2430,0.13003,0.15795
2000,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.86544,9891,11204,0.85912,0.87176
2000,No migration background,Upper Secondary Level,Disabled (> 30%),0.13250,1313,11204,0.12622,0.13877
2000,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92996,759,802,0.91229,0.94764
2000,No migration background,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06608,43,802,0.04888,0.08329
2000,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86883,1476,1645,0.85251,0.88515
2000,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.12773,169,1645,0.11159,0.14386
2000,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91990,3122,3363,0.91073,0.92908
2000,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.07889,241,3363,0.06978,0.08801
2000,Direct migration background,Primary Level,Not Disabled (<= 30%),0.89540,252,284,0.85974,0.93105
2000,Direct migration background,Primary Level,Disabled (> 30%),0.09950,32,284,0.06463,0.13438
2000,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.89429,763,850,0.87361,0.91497
2000,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.10480,87,850,0.08420,0.12541
2000,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.90642,1129,1226,0.89011,0.92273
2000,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.09140,97,1226,0.07526,0.10753
2000,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.94277,257,257,0.91431,0.97122
2000,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86539,170,170,0.81393,0.91684
2000,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.94352,381,381,0.92031,0.96673
2000,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.96719,65,65,0.92354,1.01083
2000,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.98433,254,254,0.96902,0.99963
2000,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.97517,333,333,0.95843,0.99191
2000,Indirect migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95220,40,40,0.88524,1.01916
2000,Indirect migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.92863,37,37,0.84453,1.01273
2000,Indirect migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.99307,52,52,0.97030,1.01584
2001,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.99408,426,426,0.98679,1.00138
2001,No migration background,Primary Level,Not Disabled (<= 30%),0.70889,65,65,0.59760,0.82019
2001,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.84257,1781,2071,0.82688,0.85826
2001,No migration background,Lower Secondary Level,Disabled (> 30%),0.15462,290,2071,0.13905,0.17020
2001,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.86798,8991,10145,0.86140,0.87457
2001,No migration background,Upper Secondary Level,Disabled (> 30%),0.12835,1154,10145,0.12184,0.13486
2001,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91987,727,774,0.90073,0.93901
2001,No migration background,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07593,47,774,0.05725,0.09460
2001,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86702,1321,1470,0.84966,0.88439
2001,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.12791,149,1470,0.11083,0.14499
2001,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91238,2886,3129,0.90247,0.92229
2001,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.08560,243,3129,0.07580,0.09541
2001,Direct migration background,Primary Level,Not Disabled (<= 30%),0.90859,186,186,0.86706,0.95012
2001,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.89814,695,772,0.87679,0.91949
2001,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.10186,77,772,0.08051,0.12321
2001,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.91058,998,1085,0.89359,0.92756
2001,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.08668,87,1085,0.06993,0.10343
2001,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90671,232,232,0.86921,0.94422
2001,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84191,141,141,0.78148,0.90235
2001,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.94486,343,343,0.92067,0.96905
2001,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.97755,64,64,0.94098,1.01413
2001,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.95677,225,225,0.93014,0.98340
2001,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.96674,300,300,0.94641,0.98706
2001,Indirect migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.94220,37,37,0.86596,1.01843
2001,Indirect migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.93137,34,34,0.84511,1.01763
2001,Indirect migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.99355,55,55,0.97219,1.01490
2002,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.97307,478,478,0.95855,0.98760
2002,No migration background,Primary Level,Not Disabled (<= 30%),0.68490,62,62,0.56832,0.80148
2002,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.83337,1681,1977,0.81694,0.84980
2002,No migration background,Lower Secondary Level,Disabled (> 30%),0.16232,296,1977,0.14606,0.17858
2002,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.85342,8959,10210,0.84656,0.86028
2002,No migration background,Upper Secondary Level,Disabled (> 30%),0.14240,1251,10210,0.13563,0.14918
2002,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91535,827,884,0.89699,0.93371
2002,No migration background,Post-secondary Non-tertiary Level,Disabled (> 30%),0.08260,57,884,0.06444,0.10076
2002,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86713,1385,1542,0.85018,0.88408
2002,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.13174,157,1542,0.11486,0.14863
2002,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91601,3811,4097,0.90751,0.92450
2002,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.08322,286,4097,0.07476,0.09167
2002,Direct migration background,Primary Level,Not Disabled (<= 30%),0.92371,171,171,0.88381,0.96362
2002,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.87850,625,708,0.85442,0.90259
2002,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.12029,83,708,0.09631,0.14427
2002,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.91032,932,1020,0.89277,0.92786
2002,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.08918,88,1020,0.07168,0.10668
2002,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95048,229,229,0.92232,0.97864
2002,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86307,138,138,0.80551,0.92064
2002,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91142,371,371,0.88246,0.94037
2002,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.98326,75,75,0.95403,1.01249
2002,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.95165,192,192,0.92123,0.98207
2002,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.97616,312,312,0.95920,0.99311
2002,Indirect migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.98721,35,35,0.94943,1.02498
2002,Indirect migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.91744,36,36,0.82626,1.00862
2002,Indirect migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.99028,65,65,0.96624,1.01432
2003,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.98383,492,492,0.97267,0.99498
2003,No migration background,Primary Level,Not Disabled (<= 30%),0.64909,64,64,0.53124,0.76694
2003,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.83334,1595,1881,0.81649,0.85019
2003,No migration background,Lower Secondary Level,Disabled (> 30%),0.16201,286,1881,0.14535,0.17866
2003,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.85772,8601,9790,0.85080,0.86464
2003,No migration background,Upper Secondary Level,Disabled (> 30%),0.13908,1189,9790,0.13223,0.14594
2003,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92537,828,882,0.90801,0.94272
2003,No migration background,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07329,54,882,0.05608,0.09050
2003,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85255,1330,1502,0.83461,0.87048
2003,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.14502,172,1502,0.12720,0.16283
2003,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90852,3619,3919,0.89950,0.91755
2003,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.09059,300,3919,0.08160,0.09957
2003,Direct migration background,Pre-primary Level,Not Disabled (<= 30%),0.99212,50,50,0.96737,1.01688
2003,Direct migration background,Primary Level,Not Disabled (<= 30%),0.92236,151,151,0.87954,0.96519
2003,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.87514,583,659,0.84988,0.90039
2003,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.12486,76,659,0.09961,0.15012
2003,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.91034,880,967,0.89233,0.92836
2003,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.08813,87,967,0.07025,0.10601
2003,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95101,212,212,0.92189,0.98013
2003,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84340,119,119,0.77783,0.90898
2003,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91344,347,347,0.88382,0.94307
2003,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.97555,181,181,0.95298,0.99811
2003,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.97723,317,317,0.96079,0.99368
2003,Indirect migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.98902,42,42,0.95711,1.02092
2003,Indirect migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.92534,36,36,0.83826,1.01242
2003,Indirect migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.98963,62,62,0.96420,1.01505
2004,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.99431,494,494,0.98767,1.00095
2004,No migration background,Primary Level,Not Disabled (<= 30%),0.67619,63,63,0.55971,0.79267
2004,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.82397,1483,1766,0.80621,0.84174
2004,No migration background,Lower Secondary Level,Disabled (> 30%),0.17142,283,1766,0.15384,0.18900
2004,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.85215,8283,9489,0.84501,0.85929
2004,No migration background,Upper Secondary Level,Disabled (> 30%),0.14517,1206,9489,0.13808,0.15226
2004,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92944,833,888,0.91258,0.94629
2004,No migration background,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07041,55,888,0.05358,0.08725
2004,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84998,1286,1458,0.83164,0.86831
2004,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.14878,172,1458,0.13051,0.16705
2004,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90316,3570,3873,0.89384,0.91247
2004,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.09640,303,3873,0.08710,0.10570
2004,Direct migration background,Primary Level,Not Disabled (<= 30%),0.92146,141,141,0.87690,0.96603
2004,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.86883,541,617,0.84218,0.89549
2004,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.13117,76,617,0.10451,0.15782
2004,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.90755,853,944,0.88906,0.92604
2004,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.08997,91,944,0.07170,0.10823
2004,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92955,208,208,0.89469,0.96441
2004,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86102,119,119,0.79861,0.92344
2004,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90012,331,331,0.86777,0.93247
2004,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.96979,180,180,0.94471,0.99486
2004,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.96125,313,313,0.93983,0.98266
2004,Indirect migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.98199,44,44,0.94224,1.02174
2004,Indirect migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.92512,38,38,0.84032,1.00993
2004,Indirect migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.98553,60,60,0.95506,1.01600
2005,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.99416,500,500,0.98747,1.00084
2005,No migration background,Primary Level,Not Disabled (<= 30%),0.69221,63,63,0.57732,0.80711
2005,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.83091,1379,1642,0.81277,0.84904
2005,No migration background,Lower Secondary Level,Disabled (> 30%),0.16432,263,1642,0.14639,0.18224
2005,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.84976,7807,9018,0.84239,0.85714
2005,No migration background,Upper Secondary Level,Disabled (> 30%),0.14803,1211,9018,0.14070,0.15536
2005,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93237,817,870,0.91568,0.94907
2005,No migration background,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06763,53,870,0.05093,0.08432
2005,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84975,1212,1384,0.83092,0.86859
2005,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.14858,172,1384,0.12983,0.16732
2005,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90626,3459,3754,0.89693,0.91558
2005,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.09202,295,3754,0.08278,0.10127
2005,Direct migration background,Primary Level,Not Disabled (<= 30%),0.91680,134,134,0.86986,0.96374
2005,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.87930,499,567,0.85247,0.90614
2005,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.12070,68,567,0.09386,0.14753
2005,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.90314,780,872,0.88350,0.92279
2005,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.09515,92,872,0.07566,0.11464
2005,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93611,199,199,0.90204,0.97017
2005,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.83431,109,109,0.76418,0.90443
2005,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90250,311,311,0.86948,0.93552
2005,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.99236,91,91,0.97438,1.01035
2005,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.93384,168,168,0.89614,0.97154
2005,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.98639,332,332,0.97391,0.99887
2005,Indirect migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.97668,44,44,0.93157,1.02179
2005,Indirect migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.94914,39,39,0.87928,1.01900
2005,Indirect migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.97147,67,67,0.93131,1.01164
2006,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.58027,301,301,0.52443,0.63612
2006,No migration background,Primary Level,Not Disabled (<= 30%),0.72380,71,71,0.61906,0.82854
2006,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.81519,1484,1757,0.79703,0.83334
2006,No migration background,Lower Secondary Level,Disabled (> 30%),0.16257,273,1757,0.14531,0.17983
2006,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.84645,8477,9815,0.83932,0.85359
2006,No migration background,Upper Secondary Level,Disabled (> 30%),0.15002,1338,9815,0.14295,0.15708
2006,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93224,889,941,0.91618,0.94831
2006,No migration background,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06613,52,941,0.05024,0.08202
2006,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85008,1271,1463,0.83178,0.86838
2006,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.14671,192,1463,0.12857,0.16485
2006,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90090,3777,4132,0.89178,0.91001
2006,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.09822,355,4132,0.08915,0.10730
2006,Direct migration background,Pre-primary Level,Not Disabled (<= 30%),0.84736,34,34,0.72466,0.97007
2006,Direct migration background,Primary Level,Not Disabled (<= 30%),0.86070,117,117,0.79769,0.92371
2006,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.82581,457,543,0.79388,0.85774
2006,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.16647,86,543,0.13511,0.19783
2006,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.89880,801,894,0.87902,0.91858
2006,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.09452,93,894,0.07534,0.11371
2006,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91984,203,203,0.88240,0.95729
2006,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86141,124,124,0.80035,0.92247
2006,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92431,342,342,0.89623,0.95238
2006,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.72350,58,58,0.60739,0.83962
2006,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.88230,163,163,0.83267,0.93192
2006,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.97712,340,340,0.96121,0.99304
2006,Indirect migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.98098,49,49,0.94234,1.01962
2006,Indirect migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.95500,40,40,0.88993,1.02006
2006,Indirect migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.98731,75,75,0.96181,1.01281
2007,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.49767,273,273,0.43825,0.55709
2007,No migration background,Primary Level,Not Disabled (<= 30%),0.74271,68,68,0.63804,0.84739
2007,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.82038,1320,1573,0.80140,0.83936
2007,No migration background,Lower Secondary Level,Disabled (> 30%),0.15833,253,1573,0.14029,0.17638
2007,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.84677,7922,9173,0.83940,0.85414
2007,No migration background,Upper Secondary Level,Disabled (> 30%),0.14968,1251,9173,0.14238,0.15698
2007,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91285,844,909,0.89450,0.93119
2007,No migration background,Post-secondary Non-tertiary Level,Disabled (> 30%),0.08432,65,909,0.06625,0.10240
2007,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84898,1189,1367,0.82999,0.86797
2007,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.14888,178,1367,0.13001,0.16776
2007,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.89684,3597,3956,0.88736,0.90632
2007,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.10165,359,3956,0.09223,0.11107
2007,Direct migration background,Primary Level,Not Disabled (<= 30%),0.86910,98,98,0.80198,0.93622
2007,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.83344,406,472,0.79979,0.86709
2007,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.15139,66,472,0.11902,0.18376
2007,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.91005,718,799,0.89020,0.92990
2007,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.08995,81,799,0.07010,0.10980
2007,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92842,191,191,0.89176,0.96508
2007,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.81834,106,106,0.74459,0.89209
2007,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90970,318,318,0.87815,0.94125
2007,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.56038,48,48,0.41848,0.70229
2007,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.93783,152,152,0.89931,0.97634
2007,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.95155,315,315,0.92779,0.97530
2007,Indirect migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.97017,48,48,0.92153,1.01881
2007,Indirect migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.97387,37,37,0.92176,1.02598
2007,Indirect migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.98827,84,84,0.96510,1.01143
2008,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.62082,288,288,0.56469,0.67695
2008,No migration background,Primary Level,Not Disabled (<= 30%),0.73487,55,55,0.61714,0.85260
2008,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.81153,1195,1421,0.79119,0.83187
2008,No migration background,Lower Secondary Level,Disabled (> 30%),0.15843,226,1421,0.13944,0.17743
2008,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.84789,7482,8673,0.84033,0.85545
2008,No migration background,Upper Secondary Level,Disabled (> 30%),0.14776,1191,8673,0.14029,0.15523
2008,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92287,805,859,0.90502,0.94073
2008,No migration background,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07713,54,859,0.05927,0.09498
2008,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85486,1098,1264,0.83543,0.87429
2008,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.14427,166,1264,0.12489,0.16364
2008,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90009,3447,3792,0.89054,0.90964
2008,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.09916,345,3792,0.08965,0.10868
2008,Direct migration background,Primary Level,Not Disabled (<= 30%),0.88935,86,86,0.82266,0.95604
2008,Direct migration background,Lower Secondary Level,Not Disabled (<= 30%),0.84784,364,427,0.81373,0.88195
2008,Direct migration background,Lower Secondary Level,Disabled (> 30%),0.14985,63,427,0.11596,0.18374
2008,Direct migration background,Upper Secondary Level,Not Disabled (<= 30%),0.90446,637,713,0.88287,0.92606
2008,Direct migration background,Upper Secondary Level,Disabled (> 30%),0.09509,76,713,0.07355,0.11664
2008,Direct migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91760,178,178,0.87709,0.95811
2008,Direct migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.82876,96,96,0.75301,0.90452
2008,Direct migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92279,293,293,0.89218,0.95341
2008,Indirect migration background,Pre-primary Level,Not Disabled (<= 30%),0.45116,52,52,0.31459,0.58773
2008,Indirect migration background,Lower Secondary Level,Not Disabled (<= 30%),0.89533,149,149,0.84601,0.94465
2008,Indirect migration background,Upper Secondary Level,Not Disabled (<= 30%),0.95401,311,311,0.93069,0.97733
2008,Indirect migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.96011,38,38,0.89705,1.02317
2008,Indirect migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.92708,34,34,0.83836,1.01579
2008,Indirect migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.97880,83,83,0.94762,1.00998
2009,No migration background,Pre-primary Level,Not Disabled (<= 30%),0.63988,251,251,0.58037,0.69938
2009,No migration background,Primary Level,Not Disabled (<= 30%),0.73865,48,48,0.61304,0.86427
2009,No migration background,Lower Secondary Level,Not Disabled (<= 30%),0.81838,1081,1280,0.79725,0.83951
2009,No migration background,Lower Secondary Level,Disabled (> 30%),0.15620,199,1280,0.13630,0.17609
2009,No migration background,Upper Secondary Level,Not Disabled (<= 30%),0.84724,6993,8142,0.83943,0.85506
2009,No migration background,Upper Secondary Level,Disabled (> 30%),0.15036,1149,8142,0.14260,0.15813
2009,No migration background,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90568,728,787,0.88525,0.92612
2009,No migration background,Post-secondary Non-tertiary Level,Disabled (> 30%),0.09179,59,787,0.07161,0.11198
2009,No migration background,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85203,1039,1204,0.83196,0.87209
2009,No migration background,First Stage of Tertiary Education,Disabled (> 30%),0.14336,165,1204,0.12355,0.16316
2009,No migration background,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90481,3322,3651,0.89529,0.91433
2009,No migration background,Second Stage of Tertiary Education,Disabled (> 30%),0.09402,329,3651,0.08455,0.10349
2009,Direct migration background,Primary Level,Not Disabled (<= 30%),0.86599,78,78,0.78990,0.94208
