year,quintil_oecd,m11124,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2016,3rd Quintile,Disabled,0.11329505300353357,41132,0.11023195285070288,0.11635815315636426
2016,4th Quintile,Not Disabled,0.887529332886356,41132,0.8844759789384923,0.8905826868342198
2016,4th Quintile,Disabled,0.11247066711364398,41132,0.10941731316578016,0.1155240210615078
2016,5th Quintile,Not Disabled,0.9075817641228939,41132,0.9047828609435149,0.910380667302273
2016,5th Quintile,Disabled,0.09241823587710604,41132,0.08961933269772702,0.09521713905648506
2017,1st Quintile,Not Disabled,0.8674395161290323,45410,0.8643205765468994,0.8705584557111651
2017,1st Quintile,Disabled,0.13256048387096775,45410,0.12944154428883495,0.13567942345310055
2017,2nd Quintile,Not Disabled,0.8840215439856374,45410,0.8810764415399774,0.8869666464312973
2017,2nd Quintile,Disabled,0.11597845601436266,45410,0.11303335356870271,0.1189235584600226
2017,3rd Quintile,Not Disabled,0.8890232108317214,45410,0.8861341748686851,0.8919122467947578
2017,3rd Quintile,Disabled,0.11097678916827854,45410,0.10808775320524214,0.11386582513131493
2017,4th Quintile,Not Disabled,0.8885542168674698,45410,0.8856598464767548,0.8914485872581849
2017,4th Quintile,Disabled,0.11144578313253012,45410,0.10855141274181511,0.11434015352324513
2017,5th Quintile,Not Disabled,0.9057267653482165,45410,0.9030391127879585,0.9084144179084745
2017,5th Quintile,Disabled,0.09427323465178354,45410,0.09158558209152548,0.0969608872120416
2018,1st Quintile,Not Disabled,0.8650881057268722,43121,0.861863571805628,0.8683126396481164
2018,1st Quintile,Disabled,0.13491189427312775,43121,0.13168736035188355,0.13813642819437194
2018,2nd Quintile,Not Disabled,0.869172932330827,43121,0.8659901014750017,0.8723557631866524
2018,2nd Quintile,Disabled,0.13082706766917293,43121,0.1276442368133476,0.13400989852499826
2018,3rd Quintile,Not Disabled,0.8735493230174082,43121,0.8704123126457484,0.876686333389068
2018,3rd Quintile,Disabled,0.12645067698259188,43121,0.12331366661093203,0.12958768735425175
2018,4th Quintile,Not Disabled,0.8857008466603951,43121,0.8826976989328371,0.888703994387953
2018,4th Quintile,Disabled,0.11429915333960489,43121,0.11129600561204696,0.11730230106716281
2018,5th Quintile,Not Disabled,0.9056724708898622,43121,0.9029136946807355,0.908431247098989
2018,5th Quintile,Disabled,0.09432752911013781,43121,0.09156875290101107,0.09708630531926454
2019,1st Quintile,Not Disabled,0.8617724867724867,42417,0.8584879081913638,0.8650570653536097
2019,1st Quintile,Disabled,0.13822751322751323,42417,0.13494293464639023,0.14151209180863622
2019,2nd Quintile,Not Disabled,0.86573485811097,42417,0.8624902654125598,0.8689794508093801
2019,2nd Quintile,Disabled,0.13426514188903008,42417,0.1310205491906199,0.13750973458744026
2019,3rd Quintile,Not Disabled,0.8724869182043514,42417,0.869312655036828,0.8756611813718749
2019,3rd Quintile,Disabled,0.12751308179564858,42417,0.12433881862812515,0.130687344963172
2019,4th Quintile,Not Disabled,0.8814643682246313,42417,0.8783881797774539,0.8845405566718086
2019,4th Quintile,Disabled,0.11853563177536876,42417,0.1154594433281914,0.12161182022254612
2019,5th Quintile,Not Disabled,0.9001780664082958,42417,0.8973253191333598,0.9030308136832318
2019,5th Quintile,Disabled,0.0998219335917042,42417,0.09696918631676817,0.10267468086664024
2020,1st Quintile,Not Disabled,0.9206458261765716,42741,0.9180833200442837,0.9232083323088596
2020,1st Quintile,Disabled,0.07935417382342838,42741,0.0767916676911405,0.08191667995571626
2020,2nd Quintile,Not Disabled,0.898876404494382,42741,0.8960180902513047,0.9017347187374593
2020,2nd Quintile,Disabled,0.10112359550561797,42741,0.09826528126254071,0.10398190974869524
2020,3rd Quintile,Not Disabled,0.86697965571205,42741,0.8637600905534528,0.8701992208706473
2020,3rd Quintile,Disabled,0.13302034428794993,42741,0.1298007791293527,0.13623990944654715
2020,4th Quintile,Not Disabled,0.8730014534883721,42741,0.8698447005710566,0.8761582064056876
2020,4th Quintile,Disabled,0.1269985465116279,42741,0.12384179359431237,0.1301552994289434
2020,5th Quintile,Not Disabled,0.909322682076995,42741,0.9066003438788862,0.9120450202751037
2020,5th Quintile,Disabled,0.09067731792300501,42741,0.0879549797248963,0.09339965612111373
2021,1st Quintile,Not Disabled,0.9163952225841476,27598,0.913129538106996,0.9196609070612992
2021,1st Quintile,Disabled,0.08360477741585233,27598,0.08033909293870077,0.08687046189300389
2021,2nd Quintile,Not Disabled,0.8911268372346217,27598,0.8874519209735096,0.8948017534957339
2021,2nd Quintile,Disabled,0.10887316276537834,27598,0.10519824650426615,0.11254807902649053
2021,3rd Quintile,Not Disabled,0.8779095300834431,27598,0.8740469007826362,0.8817721593842499
2021,3rd Quintile,Disabled,0.12209046991655688,27598,0.11822784061575008,0.12595309921736367
2021,4th Quintile,Not Disabled,0.8838074980058495,27598,0.8800266853432355,0.8875883106684634
2021,4th Quintile,Disabled,0.11619250199415049,27598,0.11241168933153656,0.11997331465676442
2021,5th Quintile,Not Disabled,0.9049983806542157,27598,0.9015389337349473,0.908457827573484
2021,5th Quintile,Disabled,0.0950016193457843,27598,0.09154217242651591,0.09846106626505269
