year,migback,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Direct migration background,4th Quintile,No,0.79467,477,572,0.76153,0.82780
2016,Direct migration background,5th Quintile,Yes,0.25070,102,407,0.20854,0.29286
2016,Direct migration background,5th Quintile,No,0.74930,305,407,0.70714,0.79146
2016,Indirect migration background,1st Quintile,No,0.93491,393,393,0.91049,0.95933
2016,Indirect migration background,2nd Quintile,Yes,0.09611,35,344,0.06492,0.12730
2016,Indirect migration background,2nd Quintile,No,0.90389,309,344,0.87270,0.93508
2016,Indirect migration background,3rd Quintile,Yes,0.15022,45,252,0.10602,0.19442
2016,Indirect migration background,3rd Quintile,No,0.84978,207,252,0.80558,0.89398
2016,Indirect migration background,4th Quintile,Yes,0.17129,35,209,0.12009,0.22250
2016,Indirect migration background,4th Quintile,No,0.82871,174,209,0.77750,0.87991
2016,Indirect migration background,5th Quintile,Yes,0.46512,51,144,0.38337,0.54687
2016,Indirect migration background,5th Quintile,No,0.53488,93,144,0.45313,0.61663
2018,No migration background,1st Quintile,Yes,0.10552,267,2751,0.09403,0.11700
2018,No migration background,1st Quintile,No,0.89448,2484,2751,0.88300,0.90597
2018,No migration background,2nd Quintile,Yes,0.16962,611,3501,0.15719,0.18206
2018,No migration background,2nd Quintile,No,0.83038,2890,3501,0.81794,0.84281
2018,No migration background,3rd Quintile,Yes,0.25530,901,3382,0.24060,0.27000
2018,No migration background,3rd Quintile,No,0.74470,2481,3382,0.73000,0.75940
2018,No migration background,4th Quintile,Yes,0.30704,1071,3330,0.29137,0.32271
2018,No migration background,4th Quintile,No,0.69296,2259,3330,0.67729,0.70863
2018,No migration background,5th Quintile,Yes,0.40955,1211,2944,0.39179,0.42732
2018,No migration background,5th Quintile,No,0.59045,1733,2944,0.57268,0.60821
2018,Direct migration background,1st Quintile,No,0.96450,1401,1401,0.95481,0.97419
2018,Direct migration background,2nd Quintile,Yes,0.07717,94,1056,0.06107,0.09327
2018,Direct migration background,2nd Quintile,No,0.92283,962,1056,0.90673,0.93893
2018,Direct migration background,3rd Quintile,Yes,0.12461,92,730,0.10063,0.14858
2018,Direct migration background,3rd Quintile,No,0.87539,638,730,0.85142,0.89937
2018,Direct migration background,4th Quintile,Yes,0.17656,74,474,0.14219,0.21092
2018,Direct migration background,4th Quintile,No,0.82344,400,474,0.78908,0.85781
2018,Direct migration background,5th Quintile,Yes,0.28308,107,357,0.23628,0.32988
2018,Direct migration background,5th Quintile,No,0.71692,250,357,0.67012,0.76372
2018,Indirect migration background,1st Quintile,No,0.96310,393,393,0.94443,0.98176
2018,Indirect migration background,2nd Quintile,No,0.92833,336,336,0.90071,0.95595
2018,Indirect migration background,3rd Quintile,Yes,0.15786,41,281,0.11515,0.20057
2018,Indirect migration background,3rd Quintile,No,0.84214,240,281,0.79943,0.88485
2018,Indirect migration background,4th Quintile,Yes,0.30479,50,180,0.23736,0.37223
2018,Indirect migration background,4th Quintile,No,0.69521,130,180,0.62777,0.76264
2018,Indirect migration background,5th Quintile,Yes,0.49032,48,155,0.41136,0.56927
2018,Indirect migration background,5th Quintile,No,0.50968,107,155,0.43073,0.58864
2020,No migration background,1st Quintile,Yes,0.10673,252,2530,0.09470,0.11876
2020,No migration background,1st Quintile,No,0.89327,2278,2530,0.88124,0.90530
2020,No migration background,2nd Quintile,Yes,0.18982,618,3282,0.17640,0.20324
2020,No migration background,2nd Quintile,No,0.81018,2664,3282,0.79676,0.82360
2020,No migration background,3rd Quintile,Yes,0.26168,856,3073,0.24613,0.27722
2020,No migration background,3rd Quintile,No,0.73832,2217,3073,0.72278,0.75387
2020,No migration background,4th Quintile,Yes,0.31453,1044,3133,0.29827,0.33080
2020,No migration background,4th Quintile,No,0.68547,2089,3133,0.66920,0.70173
2020,No migration background,5th Quintile,Yes,0.38654,1385,3216,0.36971,0.40338
2020,No migration background,5th Quintile,No,0.61346,1831,3216,0.59662,0.63029
2020,Direct migration background,1st Quintile,Yes,0.03840,42,1167,0.02737,0.04943
2020,Direct migration background,1st Quintile,No,0.96160,1125,1167,0.95057,0.97263
2020,Direct migration background,2nd Quintile,Yes,0.08330,72,875,0.06498,0.10162
2020,Direct migration background,2nd Quintile,No,0.91670,803,875,0.89838,0.93502
2020,Direct migration background,3rd Quintile,Yes,0.14114,78,537,0.11167,0.17062
2020,Direct migration background,3rd Quintile,No,0.85886,459,537,0.82938,0.88833
2020,Direct migration background,4th Quintile,Yes,0.20431,92,444,0.16677,0.24186
2020,Direct migration background,4th Quintile,No,0.79569,352,444,0.75814,0.83323
2020,Direct migration background,5th Quintile,Yes,0.29438,113,381,0.24856,0.34021
2020,Direct migration background,5th Quintile,No,0.70562,268,381,0.65979,0.75144
2020,Indirect migration background,1st Quintile,No,0.97248,380,380,0.95601,0.98895
2020,Indirect migration background,2nd Quintile,Yes,0.09708,33,312,0.06418,0.12999
2020,Indirect migration background,2nd Quintile,No,0.90292,279,312,0.87001,0.93582
2020,Indirect migration background,3rd Quintile,Yes,0.17479,50,258,0.12835,0.22122
2020,Indirect migration background,3rd Quintile,No,0.82521,208,258,0.77878,0.87165
2020,Indirect migration background,4th Quintile,Yes,0.18857,41,198,0.13395,0.24320
2020,Indirect migration background,4th Quintile,No,0.81143,157,198,0.75680,0.86605
2020,Indirect migration background,5th Quintile,Yes,0.36454,75,213,0.29975,0.42933
2020,Indirect migration background,5th Quintile,No,0.63546,138,213,0.57067,0.70025
2022,No migration background,1st Quintile,Yes,0.14228,226,1661,0.12548,0.15909
2022,No migration background,1st Quintile,No,0.85772,1435,1661,0.84091,0.87452
2022,No migration background,2nd Quintile,Yes,0.23731,487,2114,0.21917,0.25545
2022,No migration background,2nd Quintile,No,0.76269,1627,2114,0.74455,0.78083
2022,No migration background,3rd Quintile,Yes,0.28183,644,2080,0.26249,0.30117
2022,No migration background,3rd Quintile,No,0.71817,1436,2080,0.69883,0.73751
2022,No migration background,4th Quintile,Yes,0.34644,744,2036,0.32576,0.36711
2022,No migration background,4th Quintile,No,0.65356,1292,2036,0.63289,0.67424
2022,No migration background,5th Quintile,Yes,0.43177,956,2140,0.41078,0.45277
2022,No migration background,5th Quintile,No,0.56823,1184,2140,0.54723,0.58922
2022,Direct migration background,1st Quintile,Yes,0.04355,41,892,0.03015,0.05696
2022,Direct migration background,1st Quintile,No,0.95645,851,892,0.94304,0.96985
2022,Direct migration background,2nd Quintile,Yes,0.10720,59,539,0.08106,0.13335
2022,Direct migration background,2nd Quintile,No,0.89280,480,539,0.86665,0.91894
2022,Direct migration background,3rd Quintile,Yes,0.21910,75,395,0.17826,0.25995
2022,Direct migration background,3rd Quintile,No,0.78090,320,395,0.74005,0.82174
2022,Direct migration background,4th Quintile,Yes,0.28166,76,345,0.23413,0.32920
2022,Direct migration background,4th Quintile,No,0.71834,269,345,0.67080,0.76587
2022,Direct migration background,5th Quintile,Yes,0.34081,100,295,0.28663,0.39499
2022,Direct migration background,5th Quintile,No,0.65919,195,295,0.60501,0.71337
2022,Indirect migration background,1st Quintile,No,0.95207,186,186,0.92129,0.98285
2022,Indirect migration background,2nd Quintile,No,0.93812,151,151,0.89956,0.97668
2022,Indirect migration background,3rd Quintile,No,0.81093,114,114,0.73873,0.88313
2022,Indirect migration background,4th Quintile,Yes,0.40542,32,110,0.31324,0.49759
2022,Indirect migration background,4th Quintile,No,0.59458,78,110,0.50241,0.68676
2022,Indirect migration background,5th Quintile,Yes,0.43622,49,122,0.34785,0.52458
2022,Indirect migration background,5th Quintile,No,0.56378,73,122,0.47542,0.65215
