"ple0098_v5","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2004","Realschule","2","1125","0.89046097249789","0.873147468568401","0.90777447642738"
"Nein","2004","Realschule","3","948","0.87473467792143","0.855038279364804","0.894431076478057"
"Nein","2004","Realschule","4","830","0.80968761920169","0.785454456654152","0.833920781749227"
"Nein","2004","Realschule","5 Einkommensstärkstes Quintil","463","0.706914879570019","0.671814462348032","0.742015296792005"
"Nein","2004","(Fach-)Abitur","1 Einkommensschwächstes Quintil","373","0.92813443438628","0.902824911274502","0.953443957498058"
"Nein","2004","(Fach-)Abitur","2","375","0.899305432813745","0.870628378714852","0.927982486912639"
"Nein","2004","(Fach-)Abitur","3","330","0.85417731764649","0.81910537283713","0.88924926245585"
"Nein","2004","(Fach-)Abitur","4","341","0.814356281019151","0.777477079564797","0.851235482473506"
"Nein","2004","(Fach-)Abitur","5 Einkommensstärkstes Quintil","234","0.692732609639132","0.644049356018578","0.741415863259685"
"Nein","2004","AkademikerIn","1 Einkommensschwächstes Quintil","235","0.906065113328572","0.870671818023265","0.94145840863388"
"Nein","2004","AkademikerIn","2","350","0.854134231993104","0.819543651463934","0.888724812522274"
"Nein","2004","AkademikerIn","3","451","0.826162253953054","0.794228191222281","0.858096316683826"
"Nein","2004","AkademikerIn","4","612","0.784165664068252","0.754663629409199","0.813667698727306"
"Nein","2004","AkademikerIn","5 Einkommensstärkstes Quintil","506","0.673758344714423","0.640600273073847","0.706916416354998"
"Ja","2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","7","","",""
"Ja","2005","(noch) kein Abschluss","2","10","","",""
"Ja","2005","(noch) kein Abschluss","3","6","","",""
"Ja","2005","(noch) kein Abschluss","4","11","","",""
"Ja","2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","11","","",""
"Ja","2005","Hauptschule","1 Einkommensschwächstes Quintil","64","0.0350690901397067","0.0266956564674496","0.0434425238119638"
"Ja","2005","Hauptschule","2","142","0.0728291168858652","0.0618450978912417","0.0838131358804886"
"Ja","2005","Hauptschule","3","128","0.0920251170194221","0.0771876613062541","0.10686257273259"
"Ja","2005","Hauptschule","4","161","0.153580113648415","0.132641561376483","0.174518665920347"
"Ja","2005","Hauptschule","5 Einkommensstärkstes Quintil","121","0.219509201329","0.183480022000815","0.255538380657186"
"Ja","2005","Realschule","1 Einkommensschwächstes Quintil","75","0.0839322090120099","0.0666508425911378","0.101213575432882"
"Ja","2005","Realschule","2","135","0.124634287034949","0.105061486837934","0.144207087231964"
"Ja","2005","Realschule","3","153","0.147855581679061","0.126477163159937","0.169234000198185"
"Ja","2005","Realschule","4","184","0.195594173597257","0.170593574573225","0.220594772621288"
"Ja","2005","Realschule","5 Einkommensstärkstes Quintil","181","0.316758307977098","0.280431352362855","0.35308526359134"
"Ja","2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","40","0.108761334385552","0.0775808413906955","0.139941827380409"
"Ja","2005","(Fach-)Abitur","2","42","0.101313260375354","0.072282303188493","0.130344217562215"
"Ja","2005","(Fach-)Abitur","3","50","0.113273652767121","0.0810243451131622","0.14552296042108"
"Ja","2005","(Fach-)Abitur","4","102","0.252884471556182","0.211364025955352","0.294404917157012"
"Ja","2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","111","0.30880862552716","0.258733957268062","0.358883293786258"
"Ja","2005","AkademikerIn","1 Einkommensschwächstes Quintil","22","","",""
"Ja","2005","AkademikerIn","2","60","0.176291849622154","0.138616732194816","0.213966967049491"
"Ja","2005","AkademikerIn","3","66","0.119019018179222","0.0909708463857963","0.147067189972648"
"Ja","2005","AkademikerIn","4","161","0.255559312911009","0.223699534612694","0.287419091209325"
"Ja","2005","AkademikerIn","5 Einkommensstärkstes Quintil","248","0.304895906382779","0.272166207128922","0.337625605636635"
"Nein","2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","291","0.967783936310869","0.947736197239654","0.987831675382085"
"Nein","2005","(noch) kein Abschluss","2","197","0.966285209025309","0.941697060946188","0.99087335710443"
"Nein","2005","(noch) kein Abschluss","3","94","0.931994065663089","0.882650779364909","0.98133735196127"
"Nein","2005","(noch) kein Abschluss","4","71","0.782211492958376","0.692876678431966","0.871546307484785"
"Nein","2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","50","0.812465262153227","0.714510300933211","0.910420223373242"
"Nein","2005","Hauptschule","1 Einkommensschwächstes Quintil","1790","0.964930909860293","0.956557476188036","0.97330434353255"
"Nein","2005","Hauptschule","2","2008","0.927170883114135","0.916186864119511","0.938154902108758"
"Nein","2005","Hauptschule","3","1330","0.907974882980578","0.89313742726741","0.922812338693746"
"Nein","2005","Hauptschule","4","978","0.846419886351585","0.825481334079653","0.867358438623517"
"Nein","2005","Hauptschule","5 Einkommensstärkstes Quintil","386","0.780490798671","0.744461619342814","0.816519977999185"
"Nein","2005","Realschule","1 Einkommensschwächstes Quintil","914","0.91606779098799","0.898786424567118","0.933349157408862"
"Nein","2005","Realschule","2","959","0.875365712965051","0.855792912768036","0.894938513162066"
"Nein","2005","Realschule","3","906","0.852144418320939","0.830765999801816","0.873522836840063"
"Nein","2005","Realschule","4","783","0.804405826402743","0.779405227378712","0.829406425426775"
"Nein","2005","Realschule","5 Einkommensstärkstes Quintil","449","0.683241692022902","0.64691473640866","0.719568647637145"
"Nein","2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","343","0.891238665614448","0.860058172619591","0.922419158609305"
"Nein","2005","(Fach-)Abitur","2","373","0.898686739624646","0.869655782437785","0.927717696811507"
"Nein","2005","(Fach-)Abitur","3","321","0.886726347232879","0.85447703957892","0.918975654886838"
"Nein","2005","(Fach-)Abitur","4","319","0.747115528443818","0.705595082842988","0.788635974044648"
"Nein","2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","216","0.69119137447284","0.641116706213742","0.741266042731938"
"Nein","2005","AkademikerIn","1 Einkommensschwächstes Quintil","245","0.921950188634529","0.889774183838882","0.954126193430176"
"Nein","2005","AkademikerIn","2","333","0.823708150377846","0.786033032950509","0.861383267805184"
"Nein","2005","AkademikerIn","3","446","0.880980981820778","0.852932810027352","0.909029153614204"
"Nein","2005","AkademikerIn","4","559","0.744440687088991","0.712580908790675","0.776300465387307"
"Nein","2005","AkademikerIn","5 Einkommensstärkstes Quintil","512","0.695104093617221","0.662374394363365","0.727833792871078"
"Ja","2006","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","3","","",""
"Ja","2006","(noch) kein Abschluss","2","11","","",""
"Ja","2006","(noch) kein Abschluss","3","3","","",""
"Ja","2006","(noch) kein Abschluss","4","8","","",""
"Ja","2006","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","7","","",""
"Ja","2006","Hauptschule","1 Einkommensschwächstes Quintil","85","0.0397701845484935","0.0312440161387655","0.0482963529582215"
"Ja","2006","Hauptschule","2","163","0.0742277317713267","0.0634581920941525","0.0849972714485009"
"Ja","2006","Hauptschule","3","189","0.108466488327418","0.0929854934099402","0.123947483244895"
"Ja","2006","Hauptschule","4","188","0.153869954504113","0.133867257536904","0.173872651471321"
"Ja","2006","Hauptschule","5 Einkommensstärkstes Quintil","142","0.252556429913743","0.214848610113494","0.290264249713991"
"Ja","2006","Realschule","1 Einkommensschwächstes Quintil","78","0.0911984490558878","0.0735740460730143","0.108822852038761"
"Ja","2006","Realschule","2","157","0.134259243952098","0.115190813912445","0.153327673991751"
"Ja","2006","Realschule","3","208","0.199672204534446","0.175896908402777","0.223447500666114"
"Ja","2006","Realschule","4","222","0.216804287205794","0.191915542721177","0.241693031690411"
"Ja","2006","Realschule","5 Einkommensstärkstes Quintil","241","0.31428046429557","0.279362802183576","0.349198126407564"
"Ja","2006","(Fach-)Abitur","1 Einkommensschwächstes Quintil","30","0.0705959528441826","0.0456184170339061","0.0955734886544591"
"Ja","2006","(Fach-)Abitur","2","66","0.137897017266291","0.105717034562421","0.170076999970161"
"Ja","2006","(Fach-)Abitur","3","74","0.189860224815617","0.152919865472","0.226800584159233"
"Ja","2006","(Fach-)Abitur","4","120","0.290121622149086","0.247327094194364","0.332916150103809"
"Ja","2006","(Fach-)Abitur","5 Einkommensstärkstes Quintil","134","0.32543065586296","0.276414746540835","0.374446565185085"
"Ja","2006","AkademikerIn","1 Einkommensschwächstes Quintil","31","0.108568242759499","0.0724504571143515","0.144686028404647"
"Ja","2006","AkademikerIn","2","71","0.175684256960689","0.139840183143367","0.211528330778011"
"Ja","2006","AkademikerIn","3","96","0.159070783876785","0.129805860114126","0.188335707639444"
"Ja","2006","AkademikerIn","4","195","0.280655838441432","0.248836649288237","0.312475027594628"
"Ja","2006","AkademikerIn","5 Einkommensstärkstes Quintil","311","0.358748010887213","0.326351282202825","0.391144739571601"
"Nein","2006","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","206","0.973393826970201","0.951576052537975","0.995211601402428"
"Nein","2006","(noch) kein Abschluss","2","128","0.891943169038054","0.840332986382999","0.943553351693109"
"Nein","2006","(noch) kein Abschluss","3","80","0.956086838722423","0.91200547047864","1.00016820696621"
"Nein","2006","(noch) kein Abschluss","4","54","0.794473349903406","0.693890025627912","0.895056674178899"
"Nein","2006","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","29","","",""
"Nein","2006","Hauptschule","1 Einkommensschwächstes Quintil","1933","0.960229815451507","0.951703647041779","0.968755983861235"
"Nein","2006","Hauptschule","2","2113","0.925772268228673","0.915002728551499","0.936541807905848"
"Nein","2006","Hauptschule","3","1361","0.891533511672582","0.876052516755105","0.90701450659006"
"Nein","2006","Hauptschule","4","1062","0.846130045495887","0.826127348528679","0.866132742463096"
"Nein","2006","Hauptschule","5 Einkommensstärkstes Quintil","368","0.747443570086258","0.709735750286009","0.785151389886506"
"Nein","2006","Realschule","1 Einkommensschwächstes Quintil","947","0.908801550944112","0.891177147961239","0.926425953926986"
"Nein","2006","Realschule","2","1071","0.865740756047902","0.846672326008249","0.884809186087555"
"Nein","2006","Realschule","3","878","0.800327795465554","0.776552499333886","0.824103091597223"
"Nein","2006","Realschule","4","831","0.783195712794206","0.758306968309589","0.808084457278823"
"Nein","2006","Realschule","5 Einkommensstärkstes Quintil","438","0.68571953570443","0.650801873592436","0.720637197816424"
"Nein","2006","(Fach-)Abitur","1 Einkommensschwächstes Quintil","374","0.929404047155817","0.904426511345541","0.954381582966094"
"Nein","2006","(Fach-)Abitur","2","375","0.862102982733709","0.829923000029839","0.894282965437579"
"Nein","2006","(Fach-)Abitur","3","359","0.810139775184383","0.773199415840767","0.847080134528"
"Nein","2006","(Fach-)Abitur","4","312","0.709878377850914","0.667083849896191","0.752672905805636"
"Nein","2006","(Fach-)Abitur","5 Einkommensstärkstes Quintil","217","0.67456934413704","0.625553434814915","0.723585253459165"
"Nein","2006","AkademikerIn","1 Einkommensschwächstes Quintil","254","0.891431757240501","0.855313971595353","0.927549542885649"
"Nein","2006","AkademikerIn","2","362","0.824315743039311","0.788471669221989","0.860159816856633"
"Nein","2006","AkademikerIn","3","504","0.840929216123215","0.811664292360556","0.870194139885874"
"Nein","2006","AkademikerIn","4","571","0.719344161558568","0.687524972405372","0.751163350711763"
"Nein","2006","AkademikerIn","5 Einkommensstärkstes Quintil","531","0.641251989112787","0.608855260428399","0.673648717797175"
"Ja","2007","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4","","",""
"Ja","2007","(noch) kein Abschluss","2","7","","",""
"Ja","2007","(noch) kein Abschluss","3","9","","",""
"Ja","2007","(noch) kein Abschluss","4","5","","",""
"Ja","2007","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Ja","2007","Hauptschule","1 Einkommensschwächstes Quintil","74","0.0425057915770751","0.0330726936639359","0.0519388894902144"
"Ja","2007","Hauptschule","2","183","0.0899584002710613","0.0775209634919718","0.102395837050151"
"Ja","2007","Hauptschule","3","174","0.121505951647892","0.104512871482071","0.138499031813713"
"Ja","2007","Hauptschule","4","210","0.170239729592433","0.148894590509014","0.191584868675851"
"Ja","2007","Hauptschule","5 Einkommensstärkstes Quintil","128","0.259143627339093","0.219986319077657","0.29830093560053"
"Ja","2007","Realschule","1 Einkommensschwächstes Quintil","73","0.0899568332385947","0.0713567783774617","0.108556888099728"
"Ja","2007","Realschule","2","179","0.174154666880776","0.152292858072361","0.196016475689191"
"Ja","2007","Realschule","3","179","0.176820681034472","0.153588928749188","0.200052433319755"
"Ja","2007","Realschule","4","237","0.246540629904582","0.220077868034711","0.273003391774453"
"Ja","2007","Realschule","5 Einkommensstärkstes Quintil","254","0.351523773876276","0.315126258195426","0.387921289557125"
"Ja","2007","(Fach-)Abitur","1 Einkommensschwächstes Quintil","33","0.102666541311721","0.0707768830276934","0.134556199595749"
"Ja","2007","(Fach-)Abitur","2","55","0.121210843164863","0.0899977702587021","0.152423916071024"
"Ja","2007","(Fach-)Abitur","3","76","0.173661637792303","0.137082759223956","0.21024051636065"
"Ja","2007","(Fach-)Abitur","4","126","0.330752097162696","0.286282962755214","0.375221231570179"
"Ja","2007","(Fach-)Abitur","5 Einkommensstärkstes Quintil","135","0.38104734498282","0.329350215772038","0.432744474193603"
"Ja","2007","AkademikerIn","1 Einkommensschwächstes Quintil","34","0.126402202658944","0.0847069832051625","0.168097422112726"
"Ja","2007","AkademikerIn","2","73","0.192851820642155","0.154708746908742","0.230994894375568"
"Ja","2007","AkademikerIn","3","103","0.198988557266379","0.165221410933721","0.232755703599037"
"Ja","2007","AkademikerIn","4","193","0.272187837669761","0.240502561244887","0.303873114094635"
"Ja","2007","AkademikerIn","5 Einkommensstärkstes Quintil","332","0.364882997992885","0.332802306524314","0.396963689461456"
"Nein","2007","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","175","0.97262538505748","0.948721505870626","0.996529264244334"
"Nein","2007","(noch) kein Abschluss","2","126","0.966432708844851","0.935822504529628","0.997042913160074"
"Nein","2007","(noch) kein Abschluss","3","65","0.926046528786482","0.866421593999134","0.98567146357383"
"Nein","2007","(noch) kein Abschluss","4","47","0.882426990333995","0.79488032093536","0.96997365973263"
"Nein","2007","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","24","","",""
"Nein","2007","Hauptschule","1 Einkommensschwächstes Quintil","1683","0.957494208422925","0.948061110509786","0.966927306336064"
"Nein","2007","Hauptschule","2","1850","0.910041599728939","0.897604162949849","0.922479036508028"
"Nein","2007","Hauptschule","3","1246","0.878494048352108","0.861500968186287","0.895487128517929"
"Nein","2007","Hauptschule","4","981","0.829760270407568","0.808415131324149","0.851105409490986"
"Nein","2007","Hauptschule","5 Einkommensstärkstes Quintil","353","0.740856372660907","0.70169906439947","0.780013680922343"
"Nein","2007","Realschule","1 Einkommensschwächstes Quintil","836","0.910043166761405","0.891443111900272","0.928643221622538"
"Nein","2007","Realschule","2","977","0.825845333119224","0.803983524310809","0.847707141927639"
"Nein","2007","Realschule","3","857","0.823179318965528","0.799947566680245","0.846411071250812"
"Nein","2007","Realschule","4","782","0.753459370095419","0.726996608225547","0.77992213196529"
"Nein","2007","Realschule","5 Einkommensstärkstes Quintil","407","0.648476226123724","0.612078710442875","0.684873741804574"
"Nein","2007","(Fach-)Abitur","1 Einkommensschwächstes Quintil","315","0.897333458688279","0.865443800404251","0.929223116972307"
"Nein","2007","(Fach-)Abitur","2","365","0.878789156835137","0.847576083928976","0.910002229741298"
"Nein","2007","(Fach-)Abitur","3","336","0.826338362207697","0.789759483639349","0.862917240776044"
"Nein","2007","(Fach-)Abitur","4","304","0.669247902837304","0.624778768429821","0.713717037244786"
"Nein","2007","(Fach-)Abitur","5 Einkommensstärkstes Quintil","204","0.61895265501718","0.567255525806397","0.670649784227962"
"Nein","2007","AkademikerIn","1 Einkommensschwächstes Quintil","210","0.873597797341056","0.831902577887274","0.915293016794838"
"Nein","2007","AkademikerIn","2","338","0.807148179357845","0.769005105624432","0.845291253091258"
"Nein","2007","AkademikerIn","3","434","0.801011442733621","0.767244296400963","0.834778589066279"
"Nein","2007","AkademikerIn","4","565","0.727812162330239","0.696126885905365","0.759497438755113"
"Nein","2007","AkademikerIn","5 Einkommensstärkstes Quintil","533","0.635117002007115","0.603036310538544","0.667197693475686"
"Ja","2008","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6","","",""
"Ja","2008","(noch) kein Abschluss","2","9","","",""
"Ja","2008","(noch) kein Abschluss","3","12","","",""
"Ja","2008","(noch) kein Abschluss","4","8","","",""
"Ja","2008","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Ja","2008","Hauptschule","1 Einkommensschwächstes Quintil","94","0.0600244336474296","0.0481378314379054","0.0719110358569538"
"Ja","2008","Hauptschule","2","169","0.100104232899729","0.0864642462767294","0.113744219522728"
"Ja","2008","Hauptschule","3","215","0.139381165136685","0.121341688528523","0.157420641744848"
"Ja","2008","Hauptschule","4","232","0.212687725075841","0.189309874206111","0.236065575945571"
"Ja","2008","Hauptschule","5 Einkommensstärkstes Quintil","146","0.304041885737795","0.261959533388022","0.346124238087568"
"Ja","2008","Realschule","1 Einkommensschwächstes Quintil","71","0.0938658849228445","0.073794016838077","0.113937753007612"
"Ja","2008","Realschule","2","170","0.175294073204957","0.152096560753913","0.198491585656"
"Ja","2008","Realschule","3","222","0.236217625018743","0.209555991853198","0.262879258184287"
"Ja","2008","Realschule","4","276","0.262006025157125","0.235707705635052","0.288304344679198"
"Ja","2008","Realschule","5 Einkommensstärkstes Quintil","267","0.403447595154333","0.366244615413093","0.440650574895573"
"Ja","2008","(Fach-)Abitur","1 Einkommensschwächstes Quintil","37","0.103068375370198","0.0700632281181885","0.136073522622208"
"Ja","2008","(Fach-)Abitur","2","66","0.196926936016306","0.154963732521867","0.238890139510744"
"Ja","2008","(Fach-)Abitur","3","83","0.211458416379588","0.171391452800664","0.251525379958513"
"Ja","2008","(Fach-)Abitur","4","116","0.292499068746316","0.249249739361185","0.335748398131448"
"Ja","2008","(Fach-)Abitur","5 Einkommensstärkstes Quintil","138","0.413636901553842","0.360176496536471","0.467097306571213"
"Ja","2008","AkademikerIn","1 Einkommensschwächstes Quintil","37","0.164207943112968","0.115475542688872","0.212940343537064"
"Ja","2008","AkademikerIn","2","72","0.22502702789742","0.183421290006214","0.266632765788626"
"Ja","2008","AkademikerIn","3","118","0.203514387725512","0.16894308414754","0.238085691303483"
"Ja","2008","AkademikerIn","4","205","0.330493440973593","0.29487544092911","0.366111441018076"
"Ja","2008","AkademikerIn","5 Einkommensstärkstes Quintil","373","0.427336064618841","0.395644414216136","0.459027715021546"
"Nein","2008","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","149","0.963763292005398","0.934343350798177","0.99318323321262"
"Nein","2008","(noch) kein Abschluss","2","126","0.880135536039236","0.825345547615328","0.934925524463144"
"Nein","2008","(noch) kein Abschluss","3","76","0.885708473475205","0.819233347135897","0.952183599814513"
"Nein","2008","(noch) kein Abschluss","4","43","0.841424386919988","0.741173378462386","0.941675395377589"
"Nein","2008","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","27","","",""
"Nein","2008","Hauptschule","1 Einkommensschwächstes Quintil","1440","0.93997556635257","0.928088964143046","0.951862168562095"
"Nein","2008","Hauptschule","2","1691","0.899895767100272","0.886255780477272","0.913535753723271"
"Nein","2008","Hauptschule","3","1201","0.860618834863315","0.842579358255152","0.878658311471477"
"Nein","2008","Hauptschule","4","945","0.787312274924159","0.763934424054429","0.810690125793889"
"Nein","2008","Hauptschule","5 Einkommensstärkstes Quintil","313","0.695958114262205","0.653875761912432","0.738040466611978"
"Nein","2008","Realschule","1 Einkommensschwächstes Quintil","740","0.906134115077155","0.886062246992388","0.926205983161923"
"Nein","2008","Realschule","2","862","0.824705926795043","0.801508414344","0.847903439246087"
"Nein","2008","Realschule","3","753","0.763782374981257","0.737120741815713","0.790444008146802"
"Nein","2008","Realschule","4","798","0.737993974842875","0.711695655320802","0.764292294364948"
"Nein","2008","Realschule","5 Einkommensstärkstes Quintil","401","0.596552404845667","0.559349425104427","0.633755384586907"
"Nein","2008","(Fach-)Abitur","1 Einkommensschwächstes Quintil","289","0.896931624629802","0.863926477377792","0.929936771881811"
"Nein","2008","(Fach-)Abitur","2","279","0.803073063983694","0.761109860489256","0.845036267478133"
"Nein","2008","(Fach-)Abitur","3","316","0.788541583620412","0.748474620041487","0.828608547199336"
"Nein","2008","(Fach-)Abitur","4","309","0.707500931253684","0.664251601868552","0.750750260638815"
"Nein","2008","(Fach-)Abitur","5 Einkommensstärkstes Quintil","188","0.586363098446158","0.532902693428787","0.639823503463529"
"Nein","2008","AkademikerIn","1 Einkommensschwächstes Quintil","185","0.835792056887032","0.787059656462936","0.884524457311128"
"Nein","2008","AkademikerIn","2","315","0.77497297210258","0.733367234211374","0.816578709993786"
"Nein","2008","AkademikerIn","3","403","0.796485612274488","0.761914308696517","0.83105691585246"
"Nein","2008","AkademikerIn","4","465","0.669506559026407","0.633888558981924","0.70512455907089"
"Nein","2008","AkademikerIn","5 Einkommensstärkstes Quintil","563","0.572663935381159","0.540972284978454","0.604355585783865"
"Ja","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","(noch) kein Abschluss","2","","","",""
"Ja","2009","(noch) kein Abschluss","3","","","",""
"Ja","2009","(noch) kein Abschluss","4","","","",""
"Ja","2009","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Hauptschule","2","","","",""
"Ja","2009","Hauptschule","3","","","",""
"Ja","2009","Hauptschule","4","","","",""
"Ja","2009","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Realschule","2","","","",""
"Ja","2009","Realschule","3","","","",""
"Ja","2009","Realschule","4","","","",""
"Ja","2009","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","(Fach-)Abitur","2","","","",""
"Ja","2009","(Fach-)Abitur","3","","","",""
"Ja","2009","(Fach-)Abitur","4","","","",""
"Ja","2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","AkademikerIn","2","","","",""
"Ja","2009","AkademikerIn","3","","","",""
"Ja","2009","AkademikerIn","4","","","",""
"Ja","2009","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","(noch) kein Abschluss","2","","","",""
"Nein","2009","(noch) kein Abschluss","3","","","",""
"Nein","2009","(noch) kein Abschluss","4","","","",""
"Nein","2009","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Hauptschule","2","","","",""
"Nein","2009","Hauptschule","3","","","",""
"Nein","2009","Hauptschule","4","","","",""
"Nein","2009","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Realschule","2","","","",""
"Nein","2009","Realschule","3","","","",""
"Nein","2009","Realschule","4","","","",""
"Nein","2009","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","(Fach-)Abitur","2","","","",""
"Nein","2009","(Fach-)Abitur","3","","","",""
"Nein","2009","(Fach-)Abitur","4","","","",""
"Nein","2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","AkademikerIn","2","","","",""
"Nein","2009","AkademikerIn","3","","","",""
"Nein","2009","AkademikerIn","4","","","",""
"Nein","2009","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","17","","",""
"Ja","2010","(noch) kein Abschluss","2","16","","",""
"Ja","2010","(noch) kein Abschluss","3","14","","",""
"Ja","2010","(noch) kein Abschluss","4","9","","",""
"Ja","2010","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","9","","",""
"Ja","2010","Hauptschule","1 Einkommensschwächstes Quintil","106","0.0422423186519714","0.0333601978818125","0.0511244394221303"
"Ja","2010","Hauptschule","2","221","0.0946210757122815","0.0823458099108986","0.106896341513664"
"Ja","2010","Hauptschule","3","231","0.152506795827833","0.13355253816862","0.171461053487046"
"Ja","2010","Hauptschule","4","242","0.193975983496852","0.170704166645065","0.217247800348639"
"Ja","2010","Hauptschule","5 Einkommensstärkstes Quintil","164","0.339254844971425","0.297333995548259","0.381175694394592"
"Ja","2010","Realschule","1 Einkommensschwächstes Quintil","121","0.0883839274099107","0.0727108076107256","0.104057047209096"
"Ja","2010","Realschule","2","306","0.174107109457023","0.155743364232271","0.192470854681775"
"Ja","2010","Realschule","3","283","0.231157836062186","0.207806118303358","0.254509553821014"
"Ja","2010","Realschule","4","376","0.298520113938219","0.273070470394695","0.323969757481744"
"Ja","2010","Realschule","5 Einkommensstärkstes Quintil","300","0.375196690784343","0.341152835024139","0.409240546544547"
"Ja","2010","(Fach-)Abitur","1 Einkommensschwächstes Quintil","54","0.0729967303359589","0.0509334644200773","0.0950599962518406"
"Ja","2010","(Fach-)Abitur","2","121","0.162083633680306","0.133442549615314","0.190724717745299"
"Ja","2010","(Fach-)Abitur","3","122","0.263534198818575","0.224122763159169","0.302945634477981"
"Ja","2010","(Fach-)Abitur","4","190","0.288917595986529","0.252219270747687","0.32561592122537"
"Ja","2010","(Fach-)Abitur","5 Einkommensstärkstes Quintil","179","0.464447995013742","0.417143378678231","0.511752611349253"
"Ja","2010","AkademikerIn","1 Einkommensschwächstes Quintil","47","0.221342089197734","0.17490293986362","0.267781238531848"
"Ja","2010","AkademikerIn","2","110","0.172032501494768","0.140718188490031","0.203346814499506"
"Ja","2010","AkademikerIn","3","142","0.222957063598474","0.190429173441195","0.255484953755753"
"Ja","2010","AkademikerIn","4","309","0.355921002823556","0.325821360458203","0.386020645188909"
"Ja","2010","AkademikerIn","5 Einkommensstärkstes Quintil","485","0.447314857130013","0.418260090840473","0.476369623419553"
"Nein","2010","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","303","0.967904192549952","0.948592806743991","0.987215578355914"
"Nein","2010","(noch) kein Abschluss","2","159","0.949716243446448","0.917339001008389","0.982093485884507"
"Nein","2010","(noch) kein Abschluss","3","77","0.838662642754668","0.763085840332749","0.914239445176586"
"Nein","2010","(noch) kein Abschluss","4","48","0.90386772085773","0.827343710620434","0.980391731095025"
"Nein","2010","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","30","0.839099127536712","0.723779927306927","0.954418327766497"
"Nein","2010","Hauptschule","1 Einkommensschwächstes Quintil","1864","0.957757681348029","0.94887556057787","0.966639802118187"
"Nein","2010","Hauptschule","2","1963","0.905378924287718","0.893103658486336","0.917654190089101"
"Nein","2010","Hauptschule","3","1151","0.847493204172167","0.828538946512954","0.86644746183138"
"Nein","2010","Hauptschule","4","867","0.806024016503148","0.782752199651361","0.829295833354935"
"Nein","2010","Hauptschule","5 Einkommensstärkstes Quintil","326","0.660745155028575","0.618824305605408","0.702666004451741"
"Nein","2010","Realschule","1 Einkommensschwächstes Quintil","1139","0.911616072590089","0.895942952790904","0.927289192389274"
"Nein","2010","Realschule","2","1332","0.825892890542977","0.807529145318225","0.844256635767729"
"Nein","2010","Realschule","3","969","0.768842163937814","0.745490446178986","0.792193881696642"
