year,pgisced97,regtyp,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Post-secondary Non-tertiary Level,Rural regions,Yes,0.21830,83,288,0.17051,0.26610
2013,Post-secondary Non-tertiary Level,Rural regions,No,0.52900,205,288,0.47125,0.58675
2013,First Stage of Tertiary Education,Urban regions,Yes,0.23425,204,633,0.20123,0.26727
2013,First Stage of Tertiary Education,Urban regions,No,0.52508,429,633,0.48615,0.56401
2013,First Stage of Tertiary Education,Rural regions,Yes,0.17086,104,460,0.13643,0.20530
2013,First Stage of Tertiary Education,Rural regions,No,0.63852,356,460,0.59457,0.68247
2013,Second Stage of Tertiary Education,Urban regions,Yes,0.20411,735,2049,0.18665,0.22157
2013,Second Stage of Tertiary Education,Urban regions,No,0.35261,1314,2049,0.33192,0.37330
2013,Second Stage of Tertiary Education,Rural regions,Yes,0.19111,286,900,0.16541,0.21681
2013,Second Stage of Tertiary Education,Rural regions,No,0.42087,614,900,0.38860,0.45315
2014,Pre-primary Level,Urban regions,No,0.40272,229,229,0.33906,0.46638
2014,Pre-primary Level,Rural regions,No,0.45588,121,121,0.36676,0.54499
2014,Primary Level,Urban regions,No,0.91339,337,337,0.88332,0.94347
2014,Primary Level,Rural regions,No,0.92471,138,138,0.88053,0.96890
2014,Lower Secondary Level,Urban regions,Yes,0.10396,181,2012,0.09062,0.11730
2014,Lower Secondary Level,Urban regions,No,0.84836,1831,2012,0.83269,0.86404
2014,Lower Secondary Level,Rural regions,Yes,0.09504,92,998,0.07683,0.11324
2014,Lower Secondary Level,Rural regions,No,0.84586,906,998,0.82345,0.86827
2014,Upper Secondary Level,Urban regions,Yes,0.22521,1664,6975,0.21541,0.23502
2014,Upper Secondary Level,Urban regions,No,0.69272,5311,6975,0.68189,0.70354
2014,Upper Secondary Level,Rural regions,Yes,0.19789,974,4636,0.18642,0.20936
2014,Upper Secondary Level,Rural regions,No,0.72744,3662,4636,0.71462,0.74026
2014,Post-secondary Non-tertiary Level,Urban regions,Yes,0.28015,421,1379,0.25644,0.30387
2014,Post-secondary Non-tertiary Level,Urban regions,No,0.64039,958,1379,0.61505,0.66573
2014,Post-secondary Non-tertiary Level,Rural regions,Yes,0.27895,141,537,0.24098,0.31692
2014,Post-secondary Non-tertiary Level,Rural regions,No,0.66686,396,537,0.62696,0.70676
2014,First Stage of Tertiary Education,Urban regions,Yes,0.26419,256,784,0.23330,0.29507
2014,First Stage of Tertiary Education,Urban regions,No,0.56686,528,784,0.53215,0.60157
2014,First Stage of Tertiary Education,Rural regions,Yes,0.20210,135,552,0.16857,0.23563
2014,First Stage of Tertiary Education,Rural regions,No,0.65736,417,552,0.61773,0.69699
2014,Second Stage of Tertiary Education,Urban regions,Yes,0.24040,1010,3157,0.22550,0.25531
2014,Second Stage of Tertiary Education,Urban regions,No,0.44375,2147,3157,0.42642,0.46109
2014,Second Stage of Tertiary Education,Rural regions,Yes,0.23062,372,1227,0.20704,0.25420
2014,Second Stage of Tertiary Education,Rural regions,No,0.47931,855,1227,0.45135,0.50728
2016,Pre-primary Level,Urban regions,No,0.33322,184,184,0.26492,0.40151
2016,Pre-primary Level,Rural regions,No,0.42630,72,72,0.31126,0.54133
2016,Primary Level,Urban regions,No,0.84715,265,265,0.80374,0.89056
2016,Primary Level,Rural regions,No,0.82644,116,116,0.75722,0.89566
2016,Lower Secondary Level,Urban regions,Yes,0.08452,136,1617,0.07095,0.09808
2016,Lower Secondary Level,Urban regions,No,0.84640,1481,1617,0.82882,0.86398
2016,Lower Secondary Level,Rural regions,Yes,0.08171,65,862,0.06341,0.10000
2016,Lower Secondary Level,Rural regions,No,0.83933,797,862,0.81480,0.86386
2016,Upper Secondary Level,Urban regions,Yes,0.19942,1298,6057,0.18936,0.20948
2016,Upper Secondary Level,Urban regions,No,0.70856,4759,6057,0.69712,0.72001
2016,Upper Secondary Level,Rural regions,Yes,0.18413,763,4134,0.17232,0.19595
2016,Upper Secondary Level,Rural regions,No,0.74866,3371,4134,0.73543,0.76188
2016,Post-secondary Non-tertiary Level,Urban regions,Yes,0.24821,355,1389,0.22548,0.27093
2016,Post-secondary Non-tertiary Level,Urban regions,No,0.68501,1034,1389,0.66057,0.70945
2016,Post-secondary Non-tertiary Level,Rural regions,Yes,0.27862,129,523,0.24016,0.31708
2016,Post-secondary Non-tertiary Level,Rural regions,No,0.68613,394,523,0.64632,0.72594
2016,First Stage of Tertiary Education,Urban regions,Yes,0.22376,205,693,0.19271,0.25482
2016,First Stage of Tertiary Education,Urban regions,No,0.60782,488,693,0.57144,0.64420
2016,First Stage of Tertiary Education,Rural regions,Yes,0.21147,125,494,0.17543,0.24752
2016,First Stage of Tertiary Education,Rural regions,No,0.64329,369,494,0.60100,0.68557
2016,Second Stage of Tertiary Education,Urban regions,Yes,0.21893,886,3028,0.20420,0.23366
2016,Second Stage of Tertiary Education,Urban regions,No,0.47542,2142,3028,0.45763,0.49321
2016,Second Stage of Tertiary Education,Rural regions,Yes,0.18692,295,1179,0.16465,0.20918
2016,Second Stage of Tertiary Education,Rural regions,No,0.50690,884,1179,0.47835,0.53545
2018,Pre-primary Level,Urban regions,No,0.40419,194,194,0.33495,0.47342
2018,Pre-primary Level,Rural regions,No,0.36757,73,73,0.25620,0.47894
2018,Primary Level,Urban regions,No,0.82416,334,334,0.78328,0.86505
2018,Primary Level,Rural regions,No,0.77511,127,127,0.70221,0.84801
2018,Lower Secondary Level,Urban regions,Yes,0.09701,143,1669,0.08281,0.11122
2018,Lower Secondary Level,Urban regions,No,0.84161,1526,1669,0.82409,0.85914
2018,Lower Secondary Level,Rural regions,Yes,0.08576,80,932,0.06777,0.10375
2018,Lower Secondary Level,Rural regions,No,0.82294,852,932,0.79842,0.84746
2018,Upper Secondary Level,Urban regions,Yes,0.20629,1350,6377,0.19636,0.21622
2018,Upper Secondary Level,Urban regions,No,0.70610,5027,6377,0.69492,0.71728
2018,Upper Secondary Level,Rural regions,Yes,0.19237,890,4319,0.18061,0.20412
2018,Upper Secondary Level,Rural regions,No,0.73863,3429,4319,0.72552,0.75173
2018,Post-secondary Non-tertiary Level,Urban regions,Yes,0.25657,381,1426,0.23389,0.27925
2018,Post-secondary Non-tertiary Level,Urban regions,No,0.66477,1045,1426,0.64026,0.68928
2018,Post-secondary Non-tertiary Level,Rural regions,Yes,0.26219,150,587,0.22657,0.29780
2018,Post-secondary Non-tertiary Level,Rural regions,No,0.69501,437,587,0.65774,0.73229
2018,First Stage of Tertiary Education,Urban regions,Yes,0.22873,210,699,0.19757,0.25989
2018,First Stage of Tertiary Education,Urban regions,No,0.58529,489,699,0.54874,0.62184
2018,First Stage of Tertiary Education,Rural regions,Yes,0.25838,154,524,0.22087,0.29590
2018,First Stage of Tertiary Education,Rural regions,No,0.60780,370,524,0.56596,0.64965
2018,Second Stage of Tertiary Education,Urban regions,Yes,0.21812,997,3319,0.20407,0.23218
2018,Second Stage of Tertiary Education,Urban regions,No,0.48893,2322,3319,0.47192,0.50594
2018,Second Stage of Tertiary Education,Rural regions,Yes,0.20366,347,1279,0.18158,0.22574
2018,Second Stage of Tertiary Education,Rural regions,No,0.51011,932,1279,0.48270,0.53752
2020,Pre-primary Level,Urban regions,No,0.38194,193,193,0.31322,0.45067
2020,Pre-primary Level,Rural regions,No,0.28495,72,72,0.17995,0.38995
2020,Primary Level,Urban regions,No,0.81064,345,345,0.76924,0.85204
2020,Primary Level,Rural regions,No,0.71912,131,131,0.64187,0.79638
2020,Lower Secondary Level,Urban regions,Yes,0.10440,144,1506,0.08895,0.11985
2020,Lower Secondary Level,Urban regions,No,0.82212,1362,1506,0.80280,0.84144
2020,Lower Secondary Level,Rural regions,Yes,0.10387,81,869,0.08357,0.12416
2020,Lower Secondary Level,Rural regions,No,0.80167,788,869,0.77515,0.82820
2020,Upper Secondary Level,Urban regions,Yes,0.20064,1292,5920,0.19044,0.21084
2020,Upper Secondary Level,Urban regions,No,0.71122,4628,5920,0.69968,0.72277
2020,Upper Secondary Level,Rural regions,Yes,0.19934,796,3885,0.18677,0.21190
2020,Upper Secondary Level,Rural regions,No,0.73498,3089,3885,0.72110,0.74886
2020,Post-secondary Non-tertiary Level,Urban regions,Yes,0.27925,438,1503,0.25656,0.30194
2020,Post-secondary Non-tertiary Level,Urban regions,No,0.64953,1065,1503,0.62540,0.67366
2020,Post-secondary Non-tertiary Level,Rural regions,Yes,0.23090,148,591,0.19690,0.26491
2020,Post-secondary Non-tertiary Level,Rural regions,No,0.72374,443,591,0.68766,0.75982
2020,First Stage of Tertiary Education,Urban regions,Yes,0.22383,210,649,0.19174,0.25592
2020,First Stage of Tertiary Education,Urban regions,No,0.58370,439,649,0.54575,0.62166
2020,First Stage of Tertiary Education,Rural regions,Yes,0.24036,145,497,0.20275,0.27796
2020,First Stage of Tertiary Education,Rural regions,No,0.63312,352,497,0.59071,0.67554
2020,Second Stage of Tertiary Education,Urban regions,Yes,0.22873,1133,3792,0.21536,0.24210
2020,Second Stage of Tertiary Education,Urban regions,No,0.48528,2659,3792,0.46937,0.50119
2020,Second Stage of Tertiary Education,Rural regions,Yes,0.21279,374,1355,0.19099,0.23459
2020,Second Stage of Tertiary Education,Rural regions,No,0.49942,981,1355,0.47279,0.52606
2022,Pre-primary Level,Urban regions,No,0.46800,167,167,0.39209,0.54390
2022,Pre-primary Level,Rural regions,No,0.39860,65,65,0.27865,0.51856
2022,Primary Level,Urban regions,No,0.63061,185,185,0.56087,0.70035
2022,Primary Level,Rural regions,No,0.71319,80,80,0.61345,0.81292
2022,Lower Secondary Level,Urban regions,Yes,0.10390,103,893,0.08387,0.12392
2022,Lower Secondary Level,Urban regions,No,0.82256,790,893,0.79749,0.84763
2022,Lower Secondary Level,Rural regions,Yes,0.13545,78,594,0.10791,0.16300
2022,Lower Secondary Level,Rural regions,No,0.76810,516,594,0.73413,0.80207
2022,Upper Secondary Level,Urban regions,Yes,0.24288,1193,4797,0.23074,0.25501
2022,Upper Secondary Level,Urban regions,No,0.64932,3604,4797,0.63582,0.66283
2022,Upper Secondary Level,Rural regions,Yes,0.20017,733,3277,0.18647,0.21387
2022,Upper Secondary Level,Rural regions,No,0.72319,2544,3277,0.70787,0.73851
2022,Post-secondary Non-tertiary Level,Urban regions,Yes,0.31894,450,1426,0.29474,0.34314
2022,Post-secondary Non-tertiary Level,Urban regions,No,0.62619,976,1426,0.60106,0.65131
2022,Post-secondary Non-tertiary Level,Rural regions,Yes,0.24677,172,586,0.21184,0.28171
2022,Post-secondary Non-tertiary Level,Rural regions,No,0.71260,414,586,0.67592,0.74927
2022,First Stage of Tertiary Education,Urban regions,Yes,0.21726,193,599,0.18421,0.25031
2022,First Stage of Tertiary Education,Urban regions,No,0.58623,406,599,0.54676,0.62571
2022,First Stage of Tertiary Education,Rural regions,Yes,0.20937,137,478,0.17286,0.24588
2022,First Stage of Tertiary Education,Rural regions,No,0.62684,341,478,0.58343,0.67024
2022,Second Stage of Tertiary Education,Urban regions,Yes,0.23023,1381,5003,0.21856,0.24190
2022,Second Stage of Tertiary Education,Urban regions,No,0.49341,3622,5003,0.47955,0.50726
2022,Second Stage of Tertiary Education,Rural regions,Yes,0.23386,429,1382,0.21153,0.25618
2022,Second Stage of Tertiary Education,Rural regions,No,0.47052,953,1382,0.44419,0.49685
