year,age_gr,pgisced97,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,46-65 y.,Lower Secondary Level,No,0.94472,452,452,0.92362,0.96581
2007,46-65 y.,Upper Secondary Level,Yes,0.16672,581,3235,0.15387,0.17957
2007,46-65 y.,Upper Secondary Level,No,0.83328,2654,3235,0.82043,0.84613
2007,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.23196,57,217,0.17567,0.28825
2007,46-65 y.,Post-secondary Non-tertiary Level,No,0.76804,160,217,0.71175,0.82433
2007,46-65 y.,First Stage of Tertiary Education,Yes,0.20328,104,502,0.16804,0.23853
2007,46-65 y.,First Stage of Tertiary Education,No,0.79672,398,502,0.76147,0.83196
2007,46-65 y.,Second Stage of Tertiary Education,Yes,0.27207,312,1155,0.24640,0.29775
2007,46-65 y.,Second Stage of Tertiary Education,No,0.72793,843,1155,0.70225,0.75360
2007,66 and older,Lower Secondary Level,Yes,0.05155,39,731,0.03551,0.06759
2007,66 and older,Lower Secondary Level,No,0.94845,692,731,0.93241,0.96449
2007,66 and older,Upper Secondary Level,Yes,0.11974,267,2103,0.10586,0.13362
2007,66 and older,Upper Secondary Level,No,0.88026,1836,2103,0.86638,0.89414
2007,66 and older,Post-secondary Non-tertiary Level,Yes,0.29602,32,100,0.20610,0.38595
2007,66 and older,Post-secondary Non-tertiary Level,No,0.70398,68,100,0.61405,0.79390
2007,66 and older,First Stage of Tertiary Education,Yes,0.14113,34,276,0.09998,0.18227
2007,66 and older,First Stage of Tertiary Education,No,0.85887,242,276,0.81773,0.90002
2007,66 and older,Second Stage of Tertiary Education,Yes,0.25330,158,562,0.21732,0.28929
2007,66 and older,Second Stage of Tertiary Education,No,0.74670,404,562,0.71071,0.78268
2008,17-29 y.,No answer / don't know,No,0.93301,265,265,0.90286,0.96317
2008,17-29 y.,Pre-primary Level,No,0.89942,250,250,0.86207,0.93678
2008,17-29 y.,Lower Secondary Level,Yes,0.07475,43,509,0.05188,0.09762
2008,17-29 y.,Lower Secondary Level,No,0.92525,466,509,0.90238,0.94812
2008,17-29 y.,Upper Secondary Level,Yes,0.16019,200,1289,0.14015,0.18022
2008,17-29 y.,Upper Secondary Level,No,0.83981,1089,1289,0.81978,0.85985
2008,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.35258,66,213,0.28826,0.41689
2008,17-29 y.,Post-secondary Non-tertiary Level,No,0.64742,147,213,0.58311,0.71174
2008,17-29 y.,Second Stage of Tertiary Education,Yes,0.24176,45,182,0.17938,0.30413
2008,17-29 y.,Second Stage of Tertiary Education,No,0.75824,137,182,0.69587,0.82062
2008,30-45 y.,Primary Level,No,0.93013,46,46,0.85565,1.00462
2008,30-45 y.,Lower Secondary Level,No,0.89559,281,281,0.85977,0.93141
2008,30-45 y.,Upper Secondary Level,Yes,0.20062,479,2387,0.18455,0.21669
2008,30-45 y.,Upper Secondary Level,No,0.79938,1908,2387,0.78331,0.81545
2008,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.26164,124,436,0.22034,0.30294
2008,30-45 y.,Post-secondary Non-tertiary Level,No,0.73836,312,436,0.69706,0.77966
2008,30-45 y.,First Stage of Tertiary Education,Yes,0.25702,100,401,0.21420,0.29985
2008,30-45 y.,First Stage of Tertiary Education,No,0.74298,301,401,0.70015,0.78580
2008,30-45 y.,Second Stage of Tertiary Education,Yes,0.32713,252,847,0.29552,0.35875
2008,30-45 y.,Second Stage of Tertiary Education,No,0.67287,595,847,0.64125,0.70448
2008,46-65 y.,Primary Level,No,0.98755,58,58,0.95876,1.01634
2008,46-65 y.,Lower Secondary Level,Yes,0.07624,35,428,0.05107,0.10141
2008,46-65 y.,Lower Secondary Level,No,0.92376,393,428,0.89859,0.94893
2008,46-65 y.,Upper Secondary Level,Yes,0.19010,633,3103,0.17629,0.20391
2008,46-65 y.,Upper Secondary Level,No,0.80990,2470,3103,0.79609,0.82371
2008,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.22312,65,238,0.17011,0.27612
2008,46-65 y.,Post-secondary Non-tertiary Level,No,0.77688,173,238,0.72388,0.82989
2008,46-65 y.,First Stage of Tertiary Education,Yes,0.19369,98,469,0.15789,0.22950
2008,46-65 y.,First Stage of Tertiary Education,No,0.80631,371,469,0.77050,0.84211
2008,46-65 y.,Second Stage of Tertiary Education,Yes,0.29466,329,1118,0.26792,0.32139
2008,46-65 y.,Second Stage of Tertiary Education,No,0.70534,789,1118,0.67861,0.73208
2008,66 and older,Lower Secondary Level,Yes,0.07417,48,693,0.05465,0.09370
2008,66 and older,Lower Secondary Level,No,0.92583,645,693,0.90630,0.94535
2008,66 and older,Upper Secondary Level,Yes,0.14794,321,2081,0.13268,0.16320
2008,66 and older,Upper Secondary Level,No,0.85206,1760,2081,0.83680,0.86732
2008,66 and older,Post-secondary Non-tertiary Level,Yes,0.33869,33,93,0.24198,0.43540
2008,66 and older,Post-secondary Non-tertiary Level,No,0.66131,60,93,0.56460,0.75802
2008,66 and older,First Stage of Tertiary Education,Yes,0.17620,43,281,0.13158,0.22083
2008,66 and older,First Stage of Tertiary Education,No,0.82380,238,281,0.77917,0.86842
2008,66 and older,Second Stage of Tertiary Education,Yes,0.29163,179,589,0.25489,0.32836
2008,66 and older,Second Stage of Tertiary Education,No,0.70837,410,589,0.67164,0.74511
2010,17-29 y.,No answer / don't know,No,0.94282,243,243,0.91356,0.97207
2010,17-29 y.,Pre-primary Level,Yes,0.10627,46,333,0.07312,0.13942
2010,17-29 y.,Pre-primary Level,No,0.89373,287,333,0.86058,0.92688
2010,17-29 y.,Primary Level,No,0.99728,96,96,0.98681,1.00775
2010,17-29 y.,Lower Secondary Level,Yes,0.08539,52,734,0.06516,0.10562
2010,17-29 y.,Lower Secondary Level,No,0.91461,682,734,0.89438,0.93484
2010,17-29 y.,Upper Secondary Level,Yes,0.16725,216,1598,0.14894,0.18555
2010,17-29 y.,Upper Secondary Level,No,0.83275,1382,1598,0.81445,0.85106
2010,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.34847,66,260,0.29044,0.40651
2010,17-29 y.,Post-secondary Non-tertiary Level,No,0.65153,194,260,0.59349,0.70956
2010,17-29 y.,First Stage of Tertiary Education,No,0.62907,41,41,0.47937,0.77877
2010,17-29 y.,Second Stage of Tertiary Education,Yes,0.35310,77,272,0.29620,0.41000
2010,17-29 y.,Second Stage of Tertiary Education,No,0.64690,195,272,0.59000,0.70380
2010,30-45 y.,Primary Level,No,0.98770,147,147,0.96982,1.00558
2010,30-45 y.,Lower Secondary Level,Yes,0.09637,50,640,0.07349,0.11925
2010,30-45 y.,Lower Secondary Level,No,0.90363,590,640,0.88075,0.92651
2010,30-45 y.,Upper Secondary Level,Yes,0.21289,830,4073,0.20032,0.22546
2010,30-45 y.,Upper Secondary Level,No,0.78711,3243,4073,0.77454,0.79968
2010,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.30402,256,890,0.27378,0.33426
2010,30-45 y.,Post-secondary Non-tertiary Level,No,0.69598,634,890,0.66574,0.72622
2010,30-45 y.,First Stage of Tertiary Education,Yes,0.28053,152,533,0.24235,0.31871
2010,30-45 y.,First Stage of Tertiary Education,No,0.71947,381,533,0.68129,0.75765
2010,30-45 y.,Second Stage of Tertiary Education,Yes,0.31797,462,1573,0.29495,0.34099
2010,30-45 y.,Second Stage of Tertiary Education,No,0.68203,1111,1573,0.65901,0.70505
2010,46-65 y.,Primary Level,No,0.91337,46,46,0.83118,0.99556
2010,46-65 y.,Lower Secondary Level,Yes,0.08882,38,424,0.06171,0.11593
2010,46-65 y.,Lower Secondary Level,No,0.91118,386,424,0.88407,0.93829
2010,46-65 y.,Upper Secondary Level,Yes,0.20292,699,3212,0.18901,0.21683
2010,46-65 y.,Upper Secondary Level,No,0.79708,2513,3212,0.78317,0.81099
2010,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.29518,113,339,0.24655,0.34380
2010,46-65 y.,Post-secondary Non-tertiary Level,No,0.70482,226,339,0.65620,0.75345
2010,46-65 y.,First Stage of Tertiary Education,Yes,0.23014,123,496,0.19306,0.26723
2010,46-65 y.,First Stage of Tertiary Education,No,0.76986,373,496,0.73277,0.80694
2010,46-65 y.,Second Stage of Tertiary Education,Yes,0.32149,361,1169,0.29471,0.34828
2010,46-65 y.,Second Stage of Tertiary Education,No,0.67851,808,1169,0.65172,0.70529
2010,66 and older,Lower Secondary Level,Yes,0.08280,44,581,0.06037,0.10522
2010,66 and older,Lower Secondary Level,No,0.91720,537,581,0.89478,0.93963
2010,66 and older,Upper Secondary Level,Yes,0.15507,313,1922,0.13888,0.17126
2010,66 and older,Upper Secondary Level,No,0.84493,1609,1922,0.82874,0.86112
2010,66 and older,Post-secondary Non-tertiary Level,No,0.63393,52,52,0.50171,0.76614
2010,66 and older,First Stage of Tertiary Education,Yes,0.18293,51,283,0.13780,0.22805
2010,66 and older,First Stage of Tertiary Education,No,0.81707,232,283,0.77195,0.86220
2010,66 and older,Second Stage of Tertiary Education,Yes,0.32125,193,577,0.28312,0.35939
2010,66 and older,Second Stage of Tertiary Education,No,0.67875,384,577,0.64061,0.71688
2011,17-29 y.,No answer / don't know,No,0.91633,218,218,0.87949,0.95317
2011,17-29 y.,Pre-primary Level,Yes,0.13535,36,246,0.09251,0.17818
2011,17-29 y.,Pre-primary Level,No,0.86465,210,246,0.82182,0.90749
2011,17-29 y.,Lower Secondary Level,Yes,0.08878,38,456,0.06265,0.11492
2011,17-29 y.,Lower Secondary Level,No,0.91122,418,456,0.88508,0.93735
2011,17-29 y.,Upper Secondary Level,Yes,0.16211,181,1213,0.14136,0.18286
2011,17-29 y.,Upper Secondary Level,No,0.83789,1032,1213,0.81714,0.85864
2011,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.27275,50,208,0.21208,0.33342
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.72725,158,208,0.66658,0.78792
2011,17-29 y.,First Stage of Tertiary Education,No,0.86047,41,41,0.75309,0.96785
2011,17-29 y.,Second Stage of Tertiary Education,Yes,0.25003,64,234,0.19443,0.30563
2011,17-29 y.,Second Stage of Tertiary Education,No,0.74997,170,234,0.69437,0.80557
2011,30-45 y.,Primary Level,No,0.99909,56,56,0.99111,1.00706
2011,30-45 y.,Lower Secondary Level,Yes,0.11939,36,327,0.08419,0.15458
2011,30-45 y.,Lower Secondary Level,No,0.88061,291,327,0.84542,0.91581
2011,30-45 y.,Upper Secondary Level,Yes,0.22773,488,2196,0.21018,0.24527
2011,30-45 y.,Upper Secondary Level,No,0.77227,1708,2196,0.75473,0.78982
2011,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.33926,139,432,0.29456,0.38396
2011,30-45 y.,Post-secondary Non-tertiary Level,No,0.66074,293,432,0.61604,0.70544
2011,30-45 y.,First Stage of Tertiary Education,Yes,0.25906,96,306,0.20989,0.30823
2011,30-45 y.,First Stage of Tertiary Education,No,0.74094,210,306,0.69177,0.79011
2011,30-45 y.,Second Stage of Tertiary Education,Yes,0.31135,263,850,0.28020,0.34249
2011,30-45 y.,Second Stage of Tertiary Education,No,0.68865,587,850,0.65751,0.71980
2011,46-65 y.,Primary Level,No,0.98276,67,67,0.95135,1.01416
2011,46-65 y.,Lower Secondary Level,Yes,0.10372,54,521,0.07751,0.12992
2011,46-65 y.,Lower Secondary Level,No,0.89628,467,521,0.87008,0.92249
2011,46-65 y.,Upper Secondary Level,Yes,0.21629,845,3704,0.20303,0.22955
2011,46-65 y.,Upper Secondary Level,No,0.78371,2859,3704,0.77045,0.79697
2011,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.30123,117,340,0.25239,0.35007
2011,46-65 y.,Post-secondary Non-tertiary Level,No,0.69877,223,340,0.64993,0.74761
2011,46-65 y.,First Stage of Tertiary Education,Yes,0.23569,142,526,0.19938,0.27199
2011,46-65 y.,First Stage of Tertiary Education,No,0.76431,384,526,0.72801,0.80062
2011,46-65 y.,Second Stage of Tertiary Education,Yes,0.35907,415,1221,0.33216,0.38599
2011,46-65 y.,Second Stage of Tertiary Education,No,0.64093,806,1221,0.61401,0.66784
2011,66 and older,Primary Level,No,0.99257,56,56,0.96986,1.01527
2011,66 and older,Lower Secondary Level,Yes,0.07583,62,773,0.05716,0.09451
2011,66 and older,Lower Secondary Level,No,0.92417,711,773,0.90549,0.94284
2011,66 and older,Upper Secondary Level,Yes,0.18294,442,2399,0.16746,0.19841
2011,66 and older,Upper Secondary Level,No,0.81706,1957,2399,0.80159,0.83254
2011,66 and older,Post-secondary Non-tertiary Level,Yes,0.42528,43,104,0.32981,0.52076
2011,66 and older,Post-secondary Non-tertiary Level,No,0.57472,61,104,0.47924,0.67019
2011,66 and older,First Stage of Tertiary Education,Yes,0.21089,67,334,0.16707,0.25470
2011,66 and older,First Stage of Tertiary Education,No,0.78911,267,334,0.74530,0.83293
2011,66 and older,Second Stage of Tertiary Education,Yes,0.36676,245,696,0.33093,0.40259
2011,66 and older,Second Stage of Tertiary Education,No,0.63324,451,696,0.59741,0.66907
2012,17-29 y.,No answer / don't know,Yes,0.09813,35,330,0.06598,0.13028
2012,17-29 y.,No answer / don't know,No,0.90187,295,330,0.86972,0.93402
2012,17-29 y.,Pre-primary Level,Yes,0.10363,43,386,0.07319,0.13408
2012,17-29 y.,Pre-primary Level,No,0.89637,343,386,0.86592,0.92681
2012,17-29 y.,Lower Secondary Level,Yes,0.05969,50,744,0.04266,0.07673
2012,17-29 y.,Lower Secondary Level,No,0.94031,694,744,0.92327,0.95734
2012,17-29 y.,Upper Secondary Level,Yes,0.16586,242,1544,0.14730,0.18442
2012,17-29 y.,Upper Secondary Level,No,0.83414,1302,1544,0.81558,0.85270
2012,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.19954,49,230,0.14778,0.25130
2012,17-29 y.,Post-secondary Non-tertiary Level,No,0.80046,181,230,0.74870,0.85222
2012,17-29 y.,First Stage of Tertiary Education,No,0.71896,39,39,0.57604,0.86188
2012,17-29 y.,Second Stage of Tertiary Education,Yes,0.26729,77,283,0.21564,0.31894
2012,17-29 y.,Second Stage of Tertiary Education,No,0.73271,206,283,0.68106,0.78436
2012,30-45 y.,Primary Level,No,0.98257,150,150,0.96155,1.00358
2012,30-45 y.,Lower Secondary Level,Yes,0.09839,58,678,0.07595,0.12083
2012,30-45 y.,Lower Secondary Level,No,0.90161,620,678,0.87917,0.92405
2012,30-45 y.,Upper Secondary Level,Yes,0.24100,903,4065,0.22785,0.25415
2012,30-45 y.,Upper Secondary Level,No,0.75900,3162,4065,0.74585,0.77215
2012,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.28767,280,944,0.25878,0.31656
2012,30-45 y.,Post-secondary Non-tertiary Level,No,0.71233,664,944,0.68344,0.74122
2012,30-45 y.,First Stage of Tertiary Education,Yes,0.35909,161,506,0.31725,0.40093
2012,30-45 y.,First Stage of Tertiary Education,No,0.64091,345,506,0.59907,0.68275
2012,30-45 y.,Second Stage of Tertiary Education,Yes,0.30941,489,1591,0.28669,0.33213
2012,30-45 y.,Second Stage of Tertiary Education,No,0.69059,1102,1591,0.66787,0.71331
2012,46-65 y.,Primary Level,No,0.97381,75,75,0.93742,1.01020
2012,46-65 y.,Lower Secondary Level,Yes,0.13871,91,614,0.11135,0.16608
2012,46-65 y.,Lower Secondary Level,No,0.86129,523,614,0.83392,0.88865
2012,46-65 y.,Upper Secondary Level,Yes,0.22938,1062,4429,0.21700,0.24176
2012,46-65 y.,Upper Secondary Level,No,0.77062,3367,4429,0.75824,0.78300
2012,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.30761,190,532,0.26835,0.34686
2012,46-65 y.,Post-secondary Non-tertiary Level,No,0.69239,342,532,0.65314,0.73165
2012,46-65 y.,First Stage of Tertiary Education,Yes,0.25852,185,639,0.22455,0.29249
2012,46-65 y.,First Stage of Tertiary Education,No,0.74148,454,639,0.70751,0.77545
2012,46-65 y.,Second Stage of Tertiary Education,Yes,0.33972,513,1529,0.31597,0.36347
2012,46-65 y.,Second Stage of Tertiary Education,No,0.66028,1016,1529,0.63653,0.68403
2012,66 and older,Primary Level,No,0.96222,51,51,0.90937,1.01507
2012,66 and older,Lower Secondary Level,Yes,0.09306,73,759,0.07238,0.11374
2012,66 and older,Lower Secondary Level,No,0.90694,686,759,0.88626,0.92762
2012,66 and older,Upper Secondary Level,Yes,0.19066,486,2439,0.17507,0.20626
2012,66 and older,Upper Secondary Level,No,0.80934,1953,2439,0.79374,0.82493
2012,66 and older,Post-secondary Non-tertiary Level,Yes,0.43626,40,99,0.33807,0.53445
2012,66 and older,Post-secondary Non-tertiary Level,No,0.56374,59,99,0.46555,0.66193
2012,66 and older,First Stage of Tertiary Education,Yes,0.17752,58,329,0.13616,0.21887
2012,66 and older,First Stage of Tertiary Education,No,0.82248,271,329,0.78113,0.86384
2012,66 and older,Second Stage of Tertiary Education,Yes,0.33410,243,722,0.29967,0.36853
2012,66 and older,Second Stage of Tertiary Education,No,0.66590,479,722,0.63147,0.70033
2013,17-29 y.,No answer / don't know,No,0.89538,181,181,0.85067,0.94010
2013,17-29 y.,Pre-primary Level,Yes,0.21092,42,213,0.15601,0.26584
2013,17-29 y.,Pre-primary Level,No,0.78908,171,213,0.73416,0.84399
2013,17-29 y.,Primary Level,No,0.99469,32,32,0.96911,1.02027
2013,17-29 y.,Lower Secondary Level,No,0.91914,342,342,0.89020,0.94807
2013,17-29 y.,Upper Secondary Level,Yes,0.15161,162,1018,0.12957,0.17366
2013,17-29 y.,Upper Secondary Level,No,0.84839,856,1018,0.82634,0.87043
2013,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.26850,42,155,0.19850,0.33850
2013,17-29 y.,Post-secondary Non-tertiary Level,No,0.73150,113,155,0.66150,0.80150
2013,17-29 y.,Second Stage of Tertiary Education,Yes,0.30598,71,249,0.24863,0.36334
2013,17-29 y.,Second Stage of Tertiary Education,No,0.69402,178,249,0.63666,0.75137
2013,30-45 y.,Primary Level,No,0.94758,46,46,0.88247,1.01270
2013,30-45 y.,Lower Secondary Level,No,0.89646,252,252,0.85877,0.93415
2013,30-45 y.,Upper Secondary Level,Yes,0.26555,447,1764,0.24493,0.28616
2013,30-45 y.,Upper Secondary Level,No,0.73445,1317,1764,0.71384,0.75507
2013,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.35123,135,391,0.30385,0.39861
2013,30-45 y.,Post-secondary Non-tertiary Level,No,0.64877,256,391,0.60139,0.69615
2013,30-45 y.,First Stage of Tertiary Education,Yes,0.29217,66,245,0.23511,0.34923
2013,30-45 y.,First Stage of Tertiary Education,No,0.70783,179,245,0.65077,0.76489
2013,30-45 y.,Second Stage of Tertiary Education,Yes,0.33271,269,791,0.29985,0.36557
2013,30-45 y.,Second Stage of Tertiary Education,No,0.66729,522,791,0.63443,0.70015
2013,46-65 y.,Primary Level,No,0.97763,55,55,0.93819,1.01707
2013,46-65 y.,Lower Secondary Level,Yes,0.14563,61,453,0.11312,0.17815
2013,46-65 y.,Lower Secondary Level,No,0.85437,392,453,0.82185,0.88688
2013,46-65 y.,Upper Secondary Level,Yes,0.25777,907,3518,0.24332,0.27223
2013,46-65 y.,Upper Secondary Level,No,0.74223,2611,3518,0.72777,0.75668
2013,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.35861,141,358,0.30886,0.40836
2013,46-65 y.,Post-secondary Non-tertiary Level,No,0.64139,217,358,0.59164,0.69114
2013,46-65 y.,First Stage of Tertiary Education,Yes,0.30154,173,511,0.26171,0.34137
2013,46-65 y.,First Stage of Tertiary Education,No,0.69846,338,511,0.65863,0.73829
2013,46-65 y.,Second Stage of Tertiary Education,Yes,0.38240,433,1181,0.35468,0.41013
2013,46-65 y.,Second Stage of Tertiary Education,No,0.61760,748,1181,0.58987,0.64532
2013,66 and older,Primary Level,No,0.98103,45,45,0.94071,1.02134
2013,66 and older,Lower Secondary Level,Yes,0.10128,69,678,0.07855,0.12400
2013,66 and older,Lower Secondary Level,No,0.89872,609,678,0.87600,0.92145
2013,66 and older,Upper Secondary Level,Yes,0.21690,520,2300,0.20006,0.23375
2013,66 and older,Upper Secondary Level,No,0.78310,1780,2300,0.76625,0.79994
2013,66 and older,Post-secondary Non-tertiary Level,Yes,0.47754,43,97,0.37762,0.57746
2013,66 and older,Post-secondary Non-tertiary Level,No,0.52246,54,97,0.42254,0.62238
2013,66 and older,First Stage of Tertiary Education,Yes,0.21093,59,300,0.16468,0.25717
2013,66 and older,First Stage of Tertiary Education,No,0.78907,241,300,0.74283,0.83532
2013,66 and older,Second Stage of Tertiary Education,Yes,0.34910,248,728,0.31445,0.38375
2013,66 and older,Second Stage of Tertiary Education,No,0.65090,480,728,0.61625,0.68555
2014,17-29 y.,No answer / don't know,Yes,0.14146,41,407,0.10756,0.17536
2014,17-29 y.,No answer / don't know,No,0.85854,366,407,0.82464,0.89244
2014,17-29 y.,Pre-primary Level,Yes,0.12101,46,396,0.08884,0.15317
2014,17-29 y.,Pre-primary Level,No,0.87899,350,396,0.84683,0.91116
2014,17-29 y.,Primary Level,No,0.99314,96,96,0.97655,1.00974
2014,17-29 y.,Lower Secondary Level,Yes,0.06905,51,890,0.05238,0.08571
2014,17-29 y.,Lower Secondary Level,No,0.93095,839,890,0.91429,0.94762
2014,17-29 y.,Upper Secondary Level,Yes,0.16571,242,1576,0.14734,0.18407
2014,17-29 y.,Upper Secondary Level,No,0.83429,1334,1576,0.81593,0.85266
2014,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.14048,40,234,0.09587,0.18510
2014,17-29 y.,Post-secondary Non-tertiary Level,No,0.85952,194,234,0.81490,0.90413
2014,17-29 y.,First Stage of Tertiary Education,No,0.75183,39,39,0.61449,0.88917
2014,17-29 y.,Second Stage of Tertiary Education,Yes,0.22295,67,317,0.17706,0.26884
2014,17-29 y.,Second Stage of Tertiary Education,No,0.77705,250,317,0.73116,0.82294
2014,30-45 y.,No answer / don't know,No,0.94881,72,72,0.89755,1.00008
2014,30-45 y.,Primary Level,No,0.96364,193,193,0.93716,0.99012
2014,30-45 y.,Lower Secondary Level,Yes,0.07211,57,790,0.05406,0.09016
2014,30-45 y.,Lower Secondary Level,No,0.92789,733,790,0.90984,0.94594
2014,30-45 y.,Upper Secondary Level,Yes,0.26187,823,3545,0.24740,0.27635
2014,30-45 y.,Upper Secondary Level,No,0.73813,2722,3545,0.72365,0.75260
2014,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.33290,274,947,0.30287,0.36293
2014,30-45 y.,Post-secondary Non-tertiary Level,No,0.66710,673,947,0.63707,0.69713
2014,30-45 y.,First Stage of Tertiary Education,Yes,0.34974,116,372,0.30121,0.39826
2014,30-45 y.,First Stage of Tertiary Education,No,0.65026,256,372,0.60174,0.69879
2014,30-45 y.,Second Stage of Tertiary Education,Yes,0.34558,510,1722,0.32311,0.36805
2014,30-45 y.,Second Stage of Tertiary Education,No,0.65442,1212,1722,0.63195,0.67689
2014,46-65 y.,No answer / don't know,No,0.89641,53,53,0.81359,0.97924
2014,46-65 y.,Primary Level,No,0.96531,140,140,0.93489,0.99573
2014,46-65 y.,Lower Secondary Level,Yes,0.16211,89,681,0.13441,0.18981
2014,46-65 y.,Lower Secondary Level,No,0.83789,592,681,0.81019,0.86559
2014,46-65 y.,Upper Secondary Level,Yes,0.24979,1026,4172,0.23666,0.26293
2014,46-65 y.,Upper Secondary Level,No,0.75021,3146,4172,0.73707,0.76334
2014,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.32306,208,626,0.28640,0.35973
2014,46-65 y.,Post-secondary Non-tertiary Level,No,0.67694,418,626,0.64027,0.71360
2014,46-65 y.,First Stage of Tertiary Education,Yes,0.28910,200,621,0.25341,0.32478
2014,46-65 y.,First Stage of Tertiary Education,No,0.71090,421,621,0.67522,0.74659
2014,46-65 y.,Second Stage of Tertiary Education,Yes,0.37869,557,1606,0.35496,0.40242
2014,46-65 y.,Second Stage of Tertiary Education,No,0.62131,1049,1606,0.59758,0.64504
2014,66 and older,Primary Level,No,0.97469,46,46,0.92880,1.02058
2014,66 and older,Lower Secondary Level,Yes,0.10885,76,649,0.08487,0.13283
2014,66 and older,Lower Secondary Level,No,0.89115,573,649,0.86717,0.91513
2014,66 and older,Upper Secondary Level,Yes,0.22608,547,2318,0.20905,0.24312
2014,66 and older,Upper Secondary Level,No,0.77392,1771,2318,0.75688,0.79095
2014,66 and older,Post-secondary Non-tertiary Level,Yes,0.40584,40,109,0.31323,0.49846
2014,66 and older,Post-secondary Non-tertiary Level,No,0.59416,69,109,0.50154,0.68677
2014,66 and older,First Stage of Tertiary Education,Yes,0.24381,66,295,0.19473,0.29290
2014,66 and older,First Stage of Tertiary Education,No,0.75619,229,295,0.70710,0.80527
2014,66 and older,Second Stage of Tertiary Education,Yes,0.35149,248,739,0.31704,0.38594
2014,66 and older,Second Stage of Tertiary Education,No,0.64851,491,739,0.61406,0.68296
2016,17-29 y.,No answer / don't know,Yes,0.08117,36,429,0.05530,0.10705
2016,17-29 y.,No answer / don't know,No,0.91883,393,429,0.89295,0.94470
2016,17-29 y.,Pre-primary Level,No,0.90384,256,256,0.86766,0.94003
2016,17-29 y.,Primary Level,No,0.98523,70,70,0.95677,1.01369
2016,17-29 y.,Lower Secondary Level,Yes,0.06279,42,733,0.04521,0.08036
2016,17-29 y.,Lower Secondary Level,No,0.93721,691,733,0.91964,0.95479
2016,17-29 y.,Upper Secondary Level,Yes,0.12008,162,1367,0.10284,0.13732
2016,17-29 y.,Upper Secondary Level,No,0.87992,1205,1367,0.86268,0.89716
2016,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.12252,40,254,0.08211,0.16292
2016,17-29 y.,Post-secondary Non-tertiary Level,No,0.87748,214,254,0.83708,0.91789
2016,17-29 y.,Second Stage of Tertiary Education,Yes,0.11076,47,334,0.07705,0.14446
2016,17-29 y.,Second Stage of Tertiary Education,No,0.88924,287,334,0.85554,0.92295
2016,30-45 y.,No answer / don't know,No,0.80811,49,49,0.69671,0.91952
2016,30-45 y.,Primary Level,No,0.99853,155,155,0.99248,1.00458
2016,30-45 y.,Lower Secondary Level,Yes,0.06310,41,608,0.04376,0.08245
2016,30-45 y.,Lower Secondary Level,No,0.93690,567,608,0.91755,0.95624
2016,30-45 y.,Upper Secondary Level,Yes,0.23531,591,2820,0.21965,0.25097
2016,30-45 y.,Upper Secondary Level,No,0.76469,2229,2820,0.74903,0.78035
2016,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.27798,199,880,0.24836,0.30759
2016,30-45 y.,Post-secondary Non-tertiary Level,No,0.72202,681,880,0.69241,0.75164
2016,30-45 y.,First Stage of Tertiary Education,Yes,0.29483,104,301,0.24323,0.34643
2016,30-45 y.,First Stage of Tertiary Education,No,0.70517,197,301,0.65357,0.75677
2016,30-45 y.,Second Stage of Tertiary Education,Yes,0.33219,432,1601,0.30911,0.35527
2016,30-45 y.,Second Stage of Tertiary Education,No,0.66781,1169,1601,0.64473,0.69089
2016,46-65 y.,No answer / don't know,No,0.91430,39,39,0.82530,1.00330
2016,46-65 y.,Primary Level,No,0.97965,120,120,0.95428,1.00502
2016,46-65 y.,Lower Secondary Level,Yes,0.13274,63,562,0.10466,0.16082
2016,46-65 y.,Lower Secondary Level,No,0.86726,499,562,0.83918,0.89534
2016,46-65 y.,Upper Secondary Level,Yes,0.24075,875,3833,0.22721,0.25429
2016,46-65 y.,Upper Secondary Level,No,0.75925,2958,3833,0.74571,0.77279
2016,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.32736,211,666,0.29169,0.36302
2016,46-65 y.,Post-secondary Non-tertiary Level,No,0.67264,455,666,0.63698,0.70831
