"ple0098_v5","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2006","(Fach-)Abitur","direkter Migrationshintergrund","343","0.925365034683756","0.898514564687459","0.952215504680054"
"Nein","2006","(Fach-)Abitur","indirekter Migrationshintergrund","111","","",""
"Nein","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2006","AkademikerIn","kein Migrationshintergrund","1941","","",""
"Nein","2006","AkademikerIn","direkter Migrationshintergrund","237","","",""
"Nein","2006","AkademikerIn","indirekter Migrationshintergrund","44","0.846204611049746","0.749082188326932","0.94332703377256"
"Nein","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2007","(noch) kein Abschluss","kein Migrationshintergrund","29","","",""
"Ja","2007","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Ja","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2007","Hauptschule","kein Migrationshintergrund","708","0.118141371166191","0.109729475478948","0.126553266853435"
"Ja","2007","Hauptschule","direkter Migrationshintergrund","39","0.0423322390585752","0.0298404145578975","0.054824063559253"
"Ja","2007","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Ja","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2007","Realschule","kein Migrationshintergrund","879","0.197585167197663","0.185863864843647","0.209306469551679"
"Ja","2007","Realschule","direkter Migrationshintergrund","21","","",""
"Ja","2007","Realschule","indirekter Migrationshintergrund","22","","",""
"Ja","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2007","(Fach-)Abitur","kein Migrationshintergrund","370","0.239579539985697","0.217907154496446","0.261251925474949"
"Ja","2007","(Fach-)Abitur","direkter Migrationshintergrund","33","0.0951129505760567","0.0639293940098663","0.126296507142247"
"Ja","2007","(Fach-)Abitur","indirekter Migrationshintergrund","22","","",""
"Ja","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2007","AkademikerIn","kein Migrationshintergrund","678","0.2775040323691","0.259874134238055","0.295133930500145"
"Ja","2007","AkademikerIn","direkter Migrationshintergrund","47","0.131753011863262","0.0919947296819689","0.171511294044555"
"Ja","2007","AkademikerIn","indirekter Migrationshintergrund","10","","",""
"Ja","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2007","(noch) kein Abschluss","kein Migrationshintergrund","246","","",""
"Nein","2007","(noch) kein Abschluss","direkter Migrationshintergrund","143","","",""
"Nein","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","48","1","1","1"
"Nein","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2007","Hauptschule","kein Migrationshintergrund","4948","0.881858628833809","0.873446733146565","0.890270524521052"
"Nein","2007","Hauptschule","direkter Migrationshintergrund","959","0.957667760941425","0.945175936440747","0.970159585442103"
"Nein","2007","Hauptschule","indirekter Migrationshintergrund","206","","",""
"Nein","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2007","Realschule","kein Migrationshintergrund","3554","0.802414832802337","0.790693530448322","0.814136135156353"
"Nein","2007","Realschule","direkter Migrationshintergrund","147","","",""
"Nein","2007","Realschule","indirekter Migrationshintergrund","158","","",""
"Nein","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2007","(Fach-)Abitur","kein Migrationshintergrund","1120","","",""
"Nein","2007","(Fach-)Abitur","direkter Migrationshintergrund","307","0.904887049423943","0.873703492857753","0.936070605990134"
"Nein","2007","(Fach-)Abitur","indirekter Migrationshintergrund","97","0.808487427915405","0.737788978250163","0.879185877580647"
"Nein","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2007","AkademikerIn","kein Migrationshintergrund","1800","","",""
"Nein","2007","AkademikerIn","direkter Migrationshintergrund","231","","",""
"Nein","2007","AkademikerIn","indirekter Migrationshintergrund","49","0.835831562021455","0.741310998648121","0.930352125394788"
"Nein","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2008","(noch) kein Abschluss","kein Migrationshintergrund","33","0.096378476861602","0.0624718248428903","0.130285128880314"
"Ja","2008","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","4","0.116011448995494","0.0297962366952789","0.20222666129571"
"Ja","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2008","Hauptschule","kein Migrationshintergrund","783","0.142790515099453","0.1333883849228","0.152192645276107"
"Ja","2008","Hauptschule","direkter Migrationshintergrund","47","0.0601121950723823","0.0445917205084185","0.0756326696363462"
"Ja","2008","Hauptschule","indirekter Migrationshintergrund","26","","",""
"Ja","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2008","Realschule","kein Migrationshintergrund","952","0.223372734398909","0.210816674923453","0.235928793874365"
"Ja","2008","Realschule","direkter Migrationshintergrund","26","","",""
"Ja","2008","Realschule","indirekter Migrationshintergrund","28","","",""
"Ja","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2008","(Fach-)Abitur","kein Migrationshintergrund","381","0.264316530588398","0.241159642638355","0.28747341853844"
"Ja","2008","(Fach-)Abitur","direkter Migrationshintergrund","33","0.111021609033895","0.0764381984524547","0.145605019615334"
"Ja","2008","(Fach-)Abitur","indirekter Migrationshintergrund","26","","",""
"Ja","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2008","AkademikerIn","kein Migrationshintergrund","742","0.326054875712149","0.307374406775688","0.34473534464861"
"Ja","2008","AkademikerIn","direkter Migrationshintergrund","48","0.175736711507103","0.129023230948434","0.222450192065772"
"Ja","2008","AkademikerIn","indirekter Migrationshintergrund","15","","",""
"Ja","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2008","(noch) kein Abschluss","kein Migrationshintergrund","258","","",""
"Nein","2008","(noch) kein Abschluss","direkter Migrationshintergrund","114","","",""
"Nein","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","49","0.883988551004506","0.79777333870429","0.970203763304721"
"Nein","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2008","Hauptschule","kein Migrationshintergrund","4536","0.857209484900547","0.847807354723893","0.8666116150772"
"Nein","2008","Hauptschule","direkter Migrationshintergrund","854","0.939887804927618","0.924367330363654","0.955408279491582"
"Nein","2008","Hauptschule","indirekter Migrationshintergrund","200","","",""
"Nein","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2008","Realschule","kein Migrationshintergrund","3275","0.776627265601091","0.764071206125635","0.789183325076547"
"Nein","2008","Realschule","direkter Migrationshintergrund","130","","",""
"Nein","2008","Realschule","indirekter Migrationshintergrund","149","","",""
"Nein","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2008","(Fach-)Abitur","kein Migrationshintergrund","1012","","",""
"Nein","2008","(Fach-)Abitur","direkter Migrationshintergrund","284","","",""
"Nein","2008","(Fach-)Abitur","indirekter Migrationshintergrund","85","0.766595362346189","0.687904476205347","0.84528624848703"
"Nein","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2008","AkademikerIn","kein Migrationshintergrund","1677","","",""
"Nein","2008","AkademikerIn","direkter Migrationshintergrund","207","","",""
"Nein","2008","AkademikerIn","indirekter Migrationshintergrund","47","0.811985663565797","0.714728430450339","0.909242896681256"
"Nein","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","Realschule","kein Migrationshintergrund","","","",""
"Ja","2009","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Realschule","kein Migrationshintergrund","","","",""
"Nein","2009","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(noch) kein Abschluss","kein Migrationshintergrund","53","0.113726854940511","0.0817641301368097","0.145689579744212"
"Ja","2010","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","9","0.0725387650842103","0.0186515115125464","0.126426018655874"
"Ja","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Hauptschule","kein Migrationshintergrund","859","0.146990944651414","0.137716750385949","0.156265138916879"
"Ja","2010","Hauptschule","direkter Migrationshintergrund","69","0.0661509065288248","0.0522326031863566","0.080069209871293"
"Ja","2010","Hauptschule","indirekter Migrationshintergrund","36","0.148183590356939","0.108634153700428","0.187733027013451"
"Ja","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Realschule","kein Migrationshintergrund","1297","","",""
"Ja","2010","Realschule","direkter Migrationshintergrund","38","0.227066151107412","0.174064447059957","0.280067855154868"
"Ja","2010","Realschule","indirekter Migrationshintergrund","51","0.198669337531497","0.152904917005428","0.244433758057566"
"Ja","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(Fach-)Abitur","kein Migrationshintergrund","567","0.292856725857443","0.272689555141591","0.313023896573295"
"Ja","2010","(Fach-)Abitur","direkter Migrationshintergrund","61","0.143794659141657","0.114200121780292","0.173389196503022"
"Ja","2010","(Fach-)Abitur","indirekter Migrationshintergrund","38","0.170639860357317","0.113583813482811","0.227695907231824"
"Ja","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","AkademikerIn","kein Migrationshintergrund","990","0.356118094037258","0.339034131754301","0.373202056320214"
"Ja","2010","AkademikerIn","direkter Migrationshintergrund","79","0.18233546946066","0.146817893019464","0.217853045901856"
"Ja","2010","AkademikerIn","indirekter Migrationshintergrund","24","","",""
"Ja","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(noch) kein Abschluss","kein Migrationshintergrund","326","0.886273145059489","0.854310420255788","0.91823586986319"
"Nein","2010","(noch) kein Abschluss","direkter Migrationshintergrund","211","","",""
"Nein","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","80","0.92746123491579","0.873573981344126","0.981348488487454"
"Nein","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Hauptschule","kein Migrationshintergrund","4741","0.853009055348586","0.843734861083121","0.862283249614051"
"Nein","2010","Hauptschule","direkter Migrationshintergrund","1156","","",""
"Nein","2010","Hauptschule","indirekter Migrationshintergrund","274","","",""
"Nein","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Realschule","kein Migrationshintergrund","4340","0.763676805472558","0.75258679265503","0.774766818290085"
"Nein","2010","Realschule","direkter Migrationshintergrund","202","","",""
"Nein","2010","Realschule","indirekter Migrationshintergrund","241","","",""
"Nein","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(Fach-)Abitur","kein Migrationshintergrund","1389","","",""
"Nein","2010","(Fach-)Abitur","direkter Migrationshintergrund","479","0.856205340858343","0.826610803496978","0.885799878219708"
"Nein","2010","(Fach-)Abitur","indirekter Migrationshintergrund","129","","",""
"Nein","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","AkademikerIn","kein Migrationshintergrund","2028","","",""
"Nein","2010","AkademikerIn","direkter Migrationshintergrund","375","0.81766453053934","0.782146954098144","0.853182106980536"
"Nein","2010","AkademikerIn","indirekter Migrationshintergrund","95","0.798165364793372","0.726051479211295","0.870279250375449"
"Nein","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(noch) kein Abschluss","kein Migrationshintergrund","48","0.117668912523912","0.0808997495541193","0.154438075493704"
"Ja","2011","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Ja","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Hauptschule","kein Migrationshintergrund","925","0.162433235848252","0.152827433759795","0.17203903793671"
"Ja","2011","Hauptschule","direkter Migrationshintergrund","50","0.0635451776319041","0.0472699374119724","0.0798204178518357"
"Ja","2011","Hauptschule","indirekter Migrationshintergrund","28","","",""
"Ja","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Realschule","kein Migrationshintergrund","1166","","",""
"Ja","2011","Realschule","direkter Migrationshintergrund","33","0.176050782715572","0.117937511620904","0.234164053810239"
"Ja","2011","Realschule","indirekter Migrationshintergrund","35","0.189141387529748","0.131447831242325","0.24683494381717"
"Ja","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(Fach-)Abitur","kein Migrationshintergrund","468","0.292756498902935","0.270255709567777","0.315257288238094"
"Ja","2011","(Fach-)Abitur","direkter Migrationshintergrund","43","0.104443799769722","0.0730253209965793","0.135862278542865"
"Ja","2011","(Fach-)Abitur","indirekter Migrationshintergrund","22","","",""
"Ja","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","AkademikerIn","kein Migrationshintergrund","898","0.361680745955328","0.343243641396973","0.380117850513682"
"Ja","2011","AkademikerIn","direkter Migrationshintergrund","65","0.189596602349065","0.146031995582871","0.23316120911526"
"Ja","2011","AkademikerIn","indirekter Migrationshintergrund","24","","",""
"Ja","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(noch) kein Abschluss","kein Migrationshintergrund","247","","",""
"Nein","2011","(noch) kein Abschluss","direkter Migrationshintergrund","122","","",""
"Nein","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","59","0.918807216703401","0.850820642212066","0.986793791194735"
"Nein","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Hauptschule","kein Migrationshintergrund","4739","0.837566764151748","0.82796096206329","0.847172566240205"
"Nein","2011","Hauptschule","direkter Migrationshintergrund","813","0.936454822368096","0.920179582148164","0.952730062588028"
"Nein","2011","Hauptschule","indirekter Migrationshintergrund","166","","",""
"Nein","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Realschule","kein Migrationshintergrund","3413","0.750307391759457","0.737770634277344","0.76284414924157"
"Nein","2011","Realschule","direkter Migrationshintergrund","132","","",""
"Nein","2011","Realschule","indirekter Migrationshintergrund","142","","",""
"Nein","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(Fach-)Abitur","kein Migrationshintergrund","1103","","",""
"Nein","2011","(Fach-)Abitur","direkter Migrationshintergrund","321","0.895556200230278","0.864137721457135","0.926974679003421"
"Nein","2011","(Fach-)Abitur","indirekter Migrationshintergrund","110","","",""
"Nein","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","AkademikerIn","kein Migrationshintergrund","1711","","",""
"Nein","2011","AkademikerIn","direkter Migrationshintergrund","246","","",""
"Nein","2011","AkademikerIn","indirekter Migrationshintergrund","57","0.712949261606666","0.614431569927746","0.811466953285587"
"Nein","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(noch) kein Abschluss","kein Migrationshintergrund","55","0.107816913287439","0.0805497262777145","0.135084100297163"
"Ja","2012","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.0601793754000832","0.0153273006809992","0.105031450119167"
"Ja","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Hauptschule","kein Migrationshintergrund","1162","","",""
"Ja","2012","Hauptschule","direkter Migrationshintergrund","76","0.0664061411685157","0.0524742868362218","0.0803379955008096"
"Ja","2012","Hauptschule","indirekter Migrationshintergrund","41","0.180115078940305","0.13767811554835","0.22255204233226"
"Ja","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Realschule","kein Migrationshintergrund","1668","","",""
"Ja","2012","Realschule","direkter Migrationshintergrund","40","0.156835444885213","0.11329839727087","0.200372492499555"
"Ja","2012","Realschule","indirekter Migrationshintergrund","65","0.253465143580844","0.204963883902623","0.301966403259065"
"Ja","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(Fach-)Abitur","kein Migrationshintergrund","727","0.302479853097465","0.283724145285009","0.321235560909921"
"Ja","2012","(Fach-)Abitur","direkter Migrationshintergrund","70","0.118838730952265","0.093116833410651","0.144560628493879"
"Ja","2012","(Fach-)Abitur","indirekter Migrationshintergrund","42","0.190621600491079","0.136852469040175","0.244390731941984"
"Ja","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","AkademikerIn","kein Migrationshintergrund","1203","","",""
"Ja","2012","AkademikerIn","direkter Migrationshintergrund","84","0.135276269362172","0.106130887308811","0.164421651415532"
"Ja","2012","AkademikerIn","indirekter Migrationshintergrund","35","0.265919962698198","0.192993405349963","0.338846520046432"
"Ja","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(noch) kein Abschluss","kein Migrationshintergrund","442","0.892183086712561","0.864915899702837","0.919450273722285"
"Nein","2012","(noch) kein Abschluss","direkter Migrationshintergrund","189","","",""
"Nein","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","102","","",""
"Nein","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Hauptschule","kein Migrationshintergrund","5528","0.827862215272049","0.818816307249361","0.836908123294737"
"Nein","2012","Hauptschule","direkter Migrationshintergrund","1151","","",""
"Nein","2012","Hauptschule","indirekter Migrationshintergrund","274","","",""
"Nein","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Realschule","kein Migrationshintergrund","4783","0.73780628725871","0.727073392210412","0.748539182307007"
"Nein","2012","Realschule","direkter Migrationshintergrund","228","","",""
"Nein","2012","Realschule","indirekter Migrationshintergrund","244","","",""
"Nein","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(Fach-)Abitur","kein Migrationshintergrund","1577","","",""
"Nein","2012","(Fach-)Abitur","direkter Migrationshintergrund","538","0.881161269047735","0.855439371506121","0.906883166589349"
"Nein","2012","(Fach-)Abitur","indirekter Migrationshintergrund","163","","",""
"Nein","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","AkademikerIn","kein Migrationshintergrund","2252","","",""
"Nein","2012","AkademikerIn","direkter Migrationshintergrund","445","0.864723730637828","0.835578348584468","0.893869112691189"
"Nein","2012","AkademikerIn","indirekter Migrationshintergrund","106","","",""
"Nein","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(noch) kein Abschluss","kein Migrationshintergrund","49","0.158869168988673","0.115664236382806","0.20207410159454"
"Ja","2013","(noch) kein Abschluss","direkter Migrationshintergrund","5","0.0607670627887208","0.0119496277650142","0.109584497812427"
"Ja","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.140168126753921","0.0530487864393225","0.227287467068519"
"Ja","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Hauptschule","kein Migrationshintergrund","940","0.182900971864326","0.17217698789195","0.193624955836701"
"Ja","2013","Hauptschule","direkter Migrationshintergrund","53","0.0796137237648653","0.0596178310740079","0.0996096164557228"
"Ja","2013","Hauptschule","indirekter Migrationshintergrund","33","0.212598967812723","0.151806183774868","0.273391751850577"
"Ja","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Realschule","kein Migrationshintergrund","1204","","",""
"Ja","2013","Realschule","direkter Migrationshintergrund","24","","",""
"Ja","2013","Realschule","indirekter Migrationshintergrund","36","0.301308767069524","0.228606005646174","0.374011528492873"
"Ja","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(Fach-)Abitur","kein Migrationshintergrund","490","0.325411140322283","0.301386396034425","0.349435884610142"
"Ja","2013","(Fach-)Abitur","direkter Migrationshintergrund","44","0.128896642521146","0.0922401234925709","0.165553161549721"
"Ja","2013","(Fach-)Abitur","indirekter Migrationshintergrund","22","","",""
"Ja","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","AkademikerIn","kein Migrationshintergrund","933","0.368606339947303","0.349947609528924","0.387265070365681"
"Ja","2013","AkademikerIn","direkter Migrationshintergrund","64","0.181283498150041","0.137761307032335","0.224805689267747"
"Ja","2013","AkademikerIn","indirekter Migrationshintergrund","24","","",""
"Ja","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(noch) kein Abschluss","kein Migrationshintergrund","226","","",""
"Nein","2013","(noch) kein Abschluss","direkter Migrationshintergrund","87","0.939232937211279","0.890415502187573","0.988050372234986"
"Nein","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","55","0.859831873246079","0.772712532931481","0.946951213560677"
"Nein","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Hauptschule","kein Migrationshintergrund","4052","0.817099028135674","0.806375044163299","0.827823012108049"
"Nein","2013","Hauptschule","direkter Migrationshintergrund","651","0.920386276235135","0.900390383544277","0.940382168925992"
"Nein","2013","Hauptschule","indirekter Migrationshintergrund","141","","",""
"Nein","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Realschule","kein Migrationshintergrund","3022","0.719147806037082","0.705598054393173","0.732697557680992"
"Nein","2013","Realschule","direkter Migrationshintergrund","115","","",""
"Nein","2013","Realschule","indirekter Migrationshintergrund","117","","",""
"Nein","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(Fach-)Abitur","kein Migrationshintergrund","971","0.674588859677717","0.650564115389858","0.698613603965575"
"Nein","2013","(Fach-)Abitur","direkter Migrationshintergrund","277","","",""
"Nein","2013","(Fach-)Abitur","indirekter Migrationshintergrund","90","0.84233105121366","0.774838853354002","0.909823249073318"
"Nein","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","AkademikerIn","kein Migrationshintergrund","1635","","",""
"Nein","2013","AkademikerIn","direkter Migrationshintergrund","237","","",""
"Nein","2013","AkademikerIn","indirekter Migrationshintergrund","56","0.554523644731879","0.445611713024137","0.663435576439621"
"Nein","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(noch) kein Abschluss","kein Migrationshintergrund","67","0.148021286347988","0.114259137119054","0.181783435576922"
"Ja","2014","(noch) kein Abschluss","direkter Migrationshintergrund","6","0.0300411828678043","0.0126478667144175","0.0474344990211911"
"Ja","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","4","0.0272885290032823","0.000105951854475279","0.0544711061520893"
"Ja","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Hauptschule","kein Migrationshintergrund","1107","","",""
"Ja","2014","Hauptschule","direkter Migrationshintergrund","106","","",""
"Ja","2014","Hauptschule","indirekter Migrationshintergrund","45","0.126739356873737","0.09572486647982","0.157753847267654"
"Ja","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Realschule","kein Migrationshintergrund","1570","","",""
"Ja","2014","Realschule","direkter Migrationshintergrund","45","0.131352112506846","0.0977850215652407","0.164919203448452"
"Ja","2014","Realschule","indirekter Migrationshintergrund","74","0.208654378659254","0.170157717915788","0.24715103940272"
"Ja","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(Fach-)Abitur","kein Migrationshintergrund","704","0.330789578781018","0.310486788235196","0.35109236932684"
"Ja","2014","(Fach-)Abitur","direkter Migrationshintergrund","100","","",""
"Ja","2014","(Fach-)Abitur","indirekter Migrationshintergrund","60","0.147892518981861","0.109118533145169","0.186666504818553"
"Ja","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","AkademikerIn","kein Migrationshintergrund","1182","","",""
"Ja","2014","AkademikerIn","direkter Migrationshintergrund","156","","",""
"Ja","2014","AkademikerIn","indirekter Migrationshintergrund","44","0.340154887602794","0.276381495098558","0.40392828010703"
"Ja","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(noch) kein Abschluss","kein Migrationshintergrund","358","0.851978713652012","0.818216564423078","0.885740862880946"
"Nein","2014","(noch) kein Abschluss","direkter Migrationshintergrund","364","0.969958817132196","0.952565500978809","0.987352133285582"
"Nein","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","134","","",""
