year,migback,pgisced97,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Indirect migration background,Upper Secondary Level,No,0.80814,257,315,0.76458,0.85169
2011,Indirect migration background,Post-secondary Non-tertiary Level,No,0.75589,35,35,0.61150,0.90028
2011,Indirect migration background,Second Stage of Tertiary Education,No,0.71938,57,57,0.60170,0.83706
2012,No migration background,No answer / don't know,Yes,0.11757,36,276,0.07950,0.15564
2012,No migration background,No answer / don't know,No,0.88243,240,276,0.84436,0.92050
2012,No migration background,Pre-primary Level,Yes,0.12366,37,280,0.08503,0.16229
2012,No migration background,Pre-primary Level,No,0.87634,243,280,0.83771,0.91497
2012,No migration background,Primary Level,No,0.95899,191,191,0.93079,0.98719
2012,No migration background,Lower Secondary Level,Yes,0.11197,224,1962,0.09802,0.12593
2012,No migration background,Lower Secondary Level,No,0.88803,1738,1962,0.87407,0.90198
2012,No migration background,Upper Secondary Level,Yes,0.22785,2500,10862,0.21996,0.23574
2012,No migration background,Upper Secondary Level,No,0.77215,8362,10862,0.76426,0.78004
2012,No migration background,Post-secondary Non-tertiary Level,Yes,0.33967,487,1368,0.31456,0.36477
2012,No migration background,Post-secondary Non-tertiary Level,No,0.66033,881,1368,0.63523,0.68544
2012,No migration background,First Stage of Tertiary Education,Yes,0.27162,374,1364,0.24801,0.29524
2012,No migration background,First Stage of Tertiary Education,No,0.72838,990,1364,0.70476,0.75199
2012,No migration background,Second Stage of Tertiary Education,Yes,0.36269,1199,3446,0.34663,0.37874
2012,No migration background,Second Stage of Tertiary Education,No,0.63731,2247,3446,0.62126,0.65337
2012,Direct migration background,No answer / don't know,No,0.99375,49,49,0.97146,1.01604
2012,Direct migration background,Primary Level,No,0.99557,149,149,0.98487,1.00627
2012,Direct migration background,Lower Secondary Level,Yes,0.06440,35,630,0.04521,0.08358
2012,Direct migration background,Lower Secondary Level,No,0.93560,595,630,0.91642,0.95479
2012,Direct migration background,Upper Secondary Level,Yes,0.08861,104,1154,0.07221,0.10501
2012,Direct migration background,Upper Secondary Level,No,0.91139,1050,1154,0.89499,0.92779
2012,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.13672,54,354,0.10088,0.17256
2012,Direct migration background,Post-secondary Non-tertiary Level,No,0.86328,300,354,0.82744,0.89912
2012,Direct migration background,First Stage of Tertiary Education,No,0.80821,89,89,0.72595,0.89047
2012,Direct migration background,Second Stage of Tertiary Education,Yes,0.14101,93,559,0.11213,0.16988
2012,Direct migration background,Second Stage of Tertiary Education,No,0.85899,466,559,0.83012,0.88787
2012,Indirect migration background,No answer / don't know,No,0.93140,58,58,0.86578,0.99702
2012,Indirect migration background,Pre-primary Level,No,0.92264,81,81,0.86409,0.98118
2012,Indirect migration background,Lower Secondary Level,No,0.93948,190,190,0.90549,0.97348
2012,Indirect migration background,Upper Secondary Level,Yes,0.24195,89,461,0.20282,0.28109
2012,Indirect migration background,Upper Secondary Level,No,0.75805,372,461,0.71891,0.79718
2012,Indirect migration background,Post-secondary Non-tertiary Level,No,0.78164,65,65,0.68042,0.88286
2012,Indirect migration background,Second Stage of Tertiary Education,No,0.74320,90,90,0.65243,0.83396
2013,No migration background,No answer / don't know,No,0.90818,154,154,0.86242,0.95394
2013,No migration background,Pre-primary Level,Yes,0.21922,35,153,0.15345,0.28499
2013,No migration background,Pre-primary Level,No,0.78078,118,153,0.71501,0.84655
2013,No migration background,Primary Level,No,0.96001,102,102,0.92179,0.99822
2013,No migration background,Lower Secondary Level,Yes,0.11752,151,1320,0.10014,0.13490
2013,No migration background,Lower Secondary Level,No,0.88248,1169,1320,0.86510,0.89986
2013,No migration background,Upper Secondary Level,Yes,0.24131,1893,7684,0.23174,0.25088
2013,No migration background,Upper Secondary Level,No,0.75869,5791,7684,0.74912,0.76826
2013,No migration background,Post-secondary Non-tertiary Level,Yes,0.39432,323,788,0.36018,0.42847
2013,No migration background,Post-secondary Non-tertiary Level,No,0.60568,465,788,0.57153,0.63982
2013,No migration background,First Stage of Tertiary Education,Yes,0.27769,293,997,0.24988,0.30551
2013,No migration background,First Stage of Tertiary Education,No,0.72231,704,997,0.69449,0.75012
2013,No migration background,Second Stage of Tertiary Education,Yes,0.36776,930,2563,0.34909,0.38644
2013,No migration background,Second Stage of Tertiary Education,No,0.63224,1633,2563,0.61356,0.65091
2013,Direct migration background,Primary Level,No,0.99904,66,66,0.99149,1.00658
2013,Direct migration background,Lower Secondary Level,No,0.91761,320,320,0.88744,0.94779
2013,Direct migration background,Upper Secondary Level,Yes,0.12314,79,641,0.09768,0.14860
2013,Direct migration background,Upper Secondary Level,No,0.87686,562,641,0.85140,0.90232
2013,Direct migration background,Post-secondary Non-tertiary Level,No,0.88067,151,151,0.82879,0.93255
2013,Direct migration background,First Stage of Tertiary Education,No,0.81848,62,62,0.72175,0.91521
2013,Direct migration background,Second Stage of Tertiary Education,Yes,0.19129,67,310,0.14743,0.23514
2013,Direct migration background,Second Stage of Tertiary Education,No,0.80871,243,310,0.76486,0.85257
2013,Indirect migration background,No answer / don't know,No,0.87074,37,37,0.76114,0.98033
2013,Indirect migration background,Pre-primary Level,No,0.81179,45,45,0.69630,0.92729
2013,Indirect migration background,Lower Secondary Level,No,0.94689,106,106,0.90399,0.98978
2013,Indirect migration background,Upper Secondary Level,Yes,0.27847,64,275,0.22540,0.33155
2013,Indirect migration background,Upper Secondary Level,No,0.72153,211,275,0.66845,0.77460
2013,Indirect migration background,Second Stage of Tertiary Education,No,0.54632,52,52,0.40969,0.68296
2014,No migration background,No answer / don't know,Yes,0.13210,42,338,0.09595,0.16826
2014,No migration background,No answer / don't know,No,0.86790,296,338,0.83174,0.90405
2014,No migration background,Pre-primary Level,Yes,0.17784,43,236,0.12895,0.22673
2014,No migration background,Pre-primary Level,No,0.82216,193,236,0.77327,0.87105
2014,No migration background,Primary Level,No,0.94360,158,158,0.90752,0.97969
2014,No migration background,Lower Secondary Level,Yes,0.13053,210,1624,0.11414,0.14692
2014,No migration background,Lower Secondary Level,No,0.86947,1414,1624,0.85308,0.88586
2014,No migration background,Upper Secondary Level,Yes,0.25402,2380,9150,0.24510,0.26294
2014,No migration background,Upper Secondary Level,No,0.74598,6770,9150,0.73706,0.75490
2014,No migration background,Post-secondary Non-tertiary Level,Yes,0.37141,462,1197,0.34402,0.39879
2014,No migration background,Post-secondary Non-tertiary Level,No,0.62859,735,1197,0.60121,0.65598
2014,No migration background,First Stage of Tertiary Education,Yes,0.29958,358,1177,0.27340,0.32577
2014,No migration background,First Stage of Tertiary Education,No,0.70042,819,1177,0.67423,0.72660
2014,No migration background,Second Stage of Tertiary Education,Yes,0.38241,1178,3156,0.36545,0.39937
2014,No migration background,Second Stage of Tertiary Education,No,0.61759,1978,3156,0.60063,0.63455
2014,Direct migration background,No answer / don't know,No,0.96620,131,131,0.93513,0.99727
2014,Direct migration background,Primary Level,No,0.99392,276,276,0.98474,1.00311
2014,Direct migration background,Lower Secondary Level,Yes,0.06350,45,1037,0.04865,0.07835
2014,Direct migration background,Lower Secondary Level,No,0.93650,992,1037,0.92165,0.95135
2014,Direct migration background,Upper Secondary Level,Yes,0.09567,150,1812,0.08212,0.10921
2014,Direct migration background,Upper Secondary Level,No,0.90433,1662,1812,0.89079,0.91788
2014,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.09953,75,609,0.07574,0.12333
2014,Direct migration background,Post-secondary Non-tertiary Level,No,0.90047,534,609,0.87667,0.92426
2014,Direct migration background,First Stage of Tertiary Education,No,0.85058,93,93,0.77773,0.92343
2014,Direct migration background,Second Stage of Tertiary Education,Yes,0.17936,165,1037,0.15599,0.20272
2014,Direct migration background,Second Stage of Tertiary Education,No,0.82064,872,1037,0.79728,0.84401
2014,Indirect migration background,No answer / don't know,No,0.83829,86,86,0.76002,0.91656
2014,Indirect migration background,Pre-primary Level,No,0.96504,99,99,0.92868,1.00141
2014,Indirect migration background,Primary Level,No,0.99289,41,41,0.96684,1.01893
2014,Indirect migration background,Lower Secondary Level,No,0.95534,331,331,0.93305,0.97762
2014,Indirect migration background,Upper Secondary Level,Yes,0.20080,108,649,0.16996,0.23165
2014,Indirect migration background,Upper Secondary Level,No,0.79920,541,649,0.76835,0.83004
2014,Indirect migration background,Post-secondary Non-tertiary Level,No,0.82725,85,85,0.74641,0.90810
2014,Indirect migration background,First Stage of Tertiary Education,No,0.75879,33,33,0.61056,0.90702
2014,Indirect migration background,Second Stage of Tertiary Education,Yes,0.33660,39,191,0.26941,0.40379
2014,Indirect migration background,Second Stage of Tertiary Education,No,0.66340,152,191,0.59621,0.73059
2016,No migration background,No answer / don't know,Yes,0.10633,37,323,0.07266,0.14000
2016,No migration background,No answer / don't know,No,0.89367,286,323,0.86000,0.92734
2016,No migration background,Pre-primary Level,No,0.86546,144,144,0.80953,0.92139
2016,No migration background,Primary Level,No,0.96999,120,120,0.93933,1.00064
2016,No migration background,Lower Secondary Level,Yes,0.11012,150,1408,0.09376,0.12648
2016,No migration background,Lower Secondary Level,No,0.88988,1258,1408,0.87352,0.90624
2016,No migration background,Upper Secondary Level,Yes,0.22616,1857,8005,0.21700,0.23533
2016,No migration background,Upper Secondary Level,No,0.77384,6148,8005,0.76467,0.78300
2016,No migration background,Post-secondary Non-tertiary Level,Yes,0.34397,398,1099,0.31587,0.37207
2016,No migration background,Post-secondary Non-tertiary Level,No,0.65603,701,1099,0.62793,0.68413
2016,No migration background,First Stage of Tertiary Education,Yes,0.27531,303,1044,0.24820,0.30242
2016,No migration background,First Stage of Tertiary Education,No,0.72469,741,1044,0.69758,0.75180
2016,No migration background,Second Stage of Tertiary Education,Yes,0.34468,974,2887,0.32734,0.36202
2016,No migration background,Second Stage of Tertiary Education,No,0.65532,1913,2887,0.63798,0.67266
2016,Direct migration background,No answer / don't know,No,0.97882,126,126,0.95357,1.00406
2016,Direct migration background,Primary Level,No,0.99642,236,236,0.98879,1.00406
2016,Direct migration background,Lower Secondary Level,Yes,0.05741,36,785,0.04113,0.07369
2016,Direct migration background,Lower Secondary Level,No,0.94259,749,785,0.92631,0.95887
2016,Direct migration background,Upper Secondary Level,Yes,0.11340,117,1618,0.09795,0.12886
2016,Direct migration background,Upper Secondary Level,No,0.88660,1501,1618,0.87114,0.90205
2016,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.08434,64,715,0.06395,0.10472
2016,Direct migration background,Post-secondary Non-tertiary Level,No,0.91566,651,715,0.89528,0.93605
2016,Direct migration background,First Stage of Tertiary Education,No,0.84637,81,81,0.76735,0.92539
2016,Direct migration background,Second Stage of Tertiary Education,Yes,0.14766,168,1154,0.12718,0.16813
2016,Direct migration background,Second Stage of Tertiary Education,No,0.85234,986,1154,0.83187,0.87282
2016,Indirect migration background,No answer / don't know,No,0.92068,91,91,0.86484,0.97651
2016,Indirect migration background,Pre-primary Level,No,0.99200,70,70,0.97098,1.01302
2016,Indirect migration background,Lower Secondary Level,No,0.96289,271,271,0.94034,0.98544
2016,Indirect migration background,Upper Secondary Level,Yes,0.18136,87,568,0.14964,0.21308
2016,Indirect migration background,Upper Secondary Level,No,0.81864,481,568,0.78692,0.85036
2016,Indirect migration background,Post-secondary Non-tertiary Level,No,0.78486,76,76,0.69186,0.87786
2016,Indirect migration background,First Stage of Tertiary Education,No,0.88460,35,35,0.77720,0.99200
2016,Indirect migration background,Second Stage of Tertiary Education,Yes,0.30667,39,166,0.23632,0.37703
2016,Indirect migration background,Second Stage of Tertiary Education,No,0.69333,127,166,0.62297,0.76368
2018,No migration background,No answer / don't know,Yes,0.15287,40,366,0.11595,0.18979
2018,No migration background,No answer / don't know,No,0.84713,326,366,0.81021,0.88405
2018,No migration background,Pre-primary Level,No,0.84032,162,162,0.78373,0.89690
2018,No migration background,Primary Level,No,0.98456,159,159,0.96533,1.00379
2018,No migration background,Lower Secondary Level,Yes,0.12025,176,1586,0.10424,0.13627
2018,No migration background,Lower Secondary Level,No,0.87975,1410,1586,0.86373,0.89576
2018,No migration background,Upper Secondary Level,Yes,0.23466,2018,8572,0.22568,0.24363
2018,No migration background,Upper Secondary Level,No,0.76534,6554,8572,0.75637,0.77432
2018,No migration background,Post-secondary Non-tertiary Level,Yes,0.35371,455,1313,0.32783,0.37958
2018,No migration background,Post-secondary Non-tertiary Level,No,0.64629,858,1313,0.62042,0.67217
2018,No migration background,First Stage of Tertiary Education,Yes,0.29301,334,1098,0.26607,0.31994
2018,No migration background,First Stage of Tertiary Education,No,0.70699,764,1098,0.68006,0.73393
2018,No migration background,Second Stage of Tertiary Education,Yes,0.34024,1131,3315,0.32411,0.35637
2018,No migration background,Second Stage of Tertiary Education,No,0.65976,2184,3315,0.64363,0.67589
2018,Direct migration background,No answer / don't know,No,0.99527,121,121,0.98300,1.00754
2018,Direct migration background,Primary Level,No,0.98403,264,264,0.96887,0.99918
2018,Direct migration background,Lower Secondary Level,Yes,0.06807,35,736,0.04987,0.08628
2018,Direct migration background,Lower Secondary Level,No,0.93193,701,736,0.91372,0.95013
2018,Direct migration background,Upper Secondary Level,Yes,0.12086,130,1483,0.10427,0.13746
2018,Direct migration background,Upper Secondary Level,No,0.87914,1353,1483,0.86254,0.89573
2018,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.09162,53,585,0.06822,0.11502
2018,Direct migration background,Post-secondary Non-tertiary Level,No,0.90838,532,585,0.88498,0.93178
2018,Direct migration background,First Stage of Tertiary Education,No,0.78540,65,65,0.68482,0.88599
2018,Direct migration background,Second Stage of Tertiary Education,Yes,0.15630,165,1094,0.13477,0.17783
2018,Direct migration background,Second Stage of Tertiary Education,No,0.84370,929,1094,0.82217,0.86523
2018,Indirect migration background,No answer / don't know,No,0.97521,108,108,0.94574,1.00467
2018,Indirect migration background,Pre-primary Level,No,0.88517,70,70,0.80994,0.96039
2018,Indirect migration background,Primary Level,No,0.89896,38,38,0.80185,0.99607
2018,Indirect migration background,Lower Secondary Level,No,0.95109,267,267,0.92517,0.97701
2018,Indirect migration background,Upper Secondary Level,Yes,0.19019,92,641,0.15979,0.22060
2018,Indirect migration background,Upper Secondary Level,No,0.80981,549,641,0.77940,0.84021
2018,Indirect migration background,Post-secondary Non-tertiary Level,No,0.87940,92,92,0.81249,0.94631
2018,Indirect migration background,Second Stage of Tertiary Education,Yes,0.31657,48,189,0.25008,0.38306
2018,Indirect migration background,Second Stage of Tertiary Education,No,0.68343,141,189,0.61694,0.74992
2020,No migration background,No answer / don't know,No,0.91236,235,235,0.87613,0.94859
2020,No migration background,Pre-primary Level,No,0.82152,128,128,0.75493,0.88812
2020,No migration background,Primary Level,No,0.93757,116,116,0.89335,0.98179
2020,No migration background,Lower Secondary Level,Yes,0.13140,181,1370,0.11350,0.14929
2020,No migration background,Lower Secondary Level,No,0.86860,1189,1370,0.85071,0.88650
2020,No migration background,Upper Secondary Level,Yes,0.23269,1869,7587,0.22318,0.24220
2020,No migration background,Upper Secondary Level,No,0.76731,5718,7587,0.75780,0.77682
2020,No migration background,Post-secondary Non-tertiary Level,Yes,0.35824,481,1296,0.33213,0.38436
2020,No migration background,Post-secondary Non-tertiary Level,No,0.64176,815,1296,0.61564,0.66787
2020,No migration background,First Stage of Tertiary Education,Yes,0.28204,324,1035,0.25461,0.30947
2020,No migration background,First Stage of Tertiary Education,No,0.71796,711,1035,0.69053,0.74539
2020,No migration background,Second Stage of Tertiary Education,Yes,0.34934,1249,3429,0.33338,0.36530
2020,No migration background,Second Stage of Tertiary Education,No,0.65066,2180,3429,0.63470,0.66662
2020,Direct migration background,No answer / don't know,No,0.97529,295,295,0.95755,0.99304
2020,Direct migration background,Pre-primary Level,No,0.96109,58,58,0.91089,1.01129
2020,Direct migration background,Primary Level,No,0.96538,325,325,0.94548,0.98529
2020,Direct migration background,Lower Secondary Level,Yes,0.08343,32,780,0.06402,0.10285
2020,Direct migration background,Lower Secondary Level,No,0.91657,748,780,0.89715,0.93598
2020,Direct migration background,Upper Secondary Level,Yes,0.12963,130,1642,0.11337,0.14588
2020,Direct migration background,Upper Secondary Level,No,0.87037,1512,1642,0.85412,0.88663
2020,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.08711,76,671,0.06576,0.10846
2020,Direct migration background,Post-secondary Non-tertiary Level,No,0.91289,595,671,0.89154,0.93424
2020,Direct migration background,First Stage of Tertiary Education,No,0.76436,50,50,0.64553,0.88319
2020,Direct migration background,Second Stage of Tertiary Education,Yes,0.16874,186,1498,0.14977,0.18771
2020,Direct migration background,Second Stage of Tertiary Education,No,0.83126,1312,1498,0.81229,0.85023
2020,Indirect migration background,No answer / don't know,No,0.94695,83,83,0.89844,0.99547
2020,Indirect migration background,Pre-primary Level,No,0.99322,79,79,0.97502,1.01143
2020,Indirect migration background,Lower Secondary Level,No,0.94007,213,213,0.90812,0.97202
2020,Indirect migration background,Upper Secondary Level,Yes,0.15142,89,576,0.12212,0.18072
2020,Indirect migration background,Upper Secondary Level,No,0.84858,487,576,0.81928,0.87788
2020,Indirect migration background,Post-secondary Non-tertiary Level,No,0.88341,98,98,0.81954,0.94728
2020,Indirect migration background,Second Stage of Tertiary Education,Yes,0.32078,72,220,0.25896,0.38260
2020,Indirect migration background,Second Stage of Tertiary Education,No,0.67922,148,220,0.61740,0.74104
2022,No migration background,No answer / don't know,Yes,0.31110,468,1539,0.28796,0.33423
2022,No migration background,No answer / don't know,No,0.68890,1071,1539,0.66577,0.71204
2022,No migration background,Pre-primary Level,No,0.85162,120,120,0.78775,0.91549
2022,No migration background,Primary Level,No,0.91687,102,102,0.86303,0.97071
2022,No migration background,Lower Secondary Level,Yes,0.15821,144,918,0.13459,0.18183
2022,No migration background,Lower Secondary Level,No,0.84179,774,918,0.81817,0.86541
2022,No migration background,Upper Secondary Level,Yes,0.26727,1674,6310,0.25635,0.27819
2022,No migration background,Upper Secondary Level,No,0.73273,4636,6310,0.72181,0.74365
2022,No migration background,Post-secondary Non-tertiary Level,Yes,0.37064,521,1390,0.34524,0.39604
2022,No migration background,Post-secondary Non-tertiary Level,No,0.62936,869,1390,0.60396,0.65476
2022,No migration background,First Stage of Tertiary Education,Yes,0.27482,299,956,0.24651,0.30314
2022,No migration background,First Stage of Tertiary Education,No,0.72518,657,956,0.69686,0.75349
2022,No migration background,Second Stage of Tertiary Education,Yes,0.35660,1411,3775,0.34132,0.37188
2022,No migration background,Second Stage of Tertiary Education,No,0.64340,2364,3775,0.62812,0.65868
2022,Direct migration background,No answer / don't know,Yes,0.13860,119,1235,0.11932,0.15788
2022,Direct migration background,No answer / don't know,No,0.86140,1116,1235,0.84212,0.88068
2022,Direct migration background,Pre-primary Level,No,0.99773,79,79,0.98718,1.00829
2022,Direct migration background,Primary Level,No,0.92628,142,142,0.88315,0.96941
2022,Direct migration background,Lower Secondary Level,No,0.93489,424,424,0.91138,0.95841
2022,Direct migration background,Upper Secondary Level,Yes,0.19342,153,1220,0.17124,0.21559
2022,Direct migration background,Upper Secondary Level,No,0.80658,1067,1220,0.78441,0.82876
2022,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.14955,63,480,0.11761,0.18148
2022,Direct migration background,Post-secondary Non-tertiary Level,No,0.85045,417,480,0.81852,0.88239
2022,Direct migration background,First Stage of Tertiary Education,No,0.84518,49,49,0.74285,0.94752
2022,Direct migration background,Second Stage of Tertiary Education,Yes,0.17982,298,2282,0.16406,0.19558
2022,Direct migration background,Second Stage of Tertiary Education,No,0.82018,1984,2282,0.80442,0.83594
2022,Indirect migration background,No answer / don't know,No,0.64935,32,32,0.48137,0.81733
2022,Indirect migration background,Pre-primary Level,No,0.99832,33,33,0.98413,1.01251
2022,Indirect migration background,Lower Secondary Level,No,0.92029,108,108,0.86896,0.97161
2022,Indirect migration background,Upper Secondary Level,Yes,0.17191,99,544,0.14018,0.20365
2022,Indirect migration background,Upper Secondary Level,No,0.82809,445,544,0.79635,0.85982
2022,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.27821,38,142,0.20425,0.35218
2022,Indirect migration background,Post-secondary Non-tertiary Level,No,0.72179,104,142,0.64782,0.79575
2022,Indirect migration background,First Stage of Tertiary Education,No,0.79836,41,41,0.67402,0.92270
2022,Indirect migration background,Second Stage of Tertiary Education,Yes,0.32062,101,328,0.27004,0.37121
2022,Indirect migration background,Second Stage of Tertiary Education,No,0.67938,227,328,0.62879,0.72996
