year,pgisced97,sampreg,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Lower Secondary Level,West,No,0.90257,1978,2168,0.89008,0.91506
2016,Lower Secondary Level,East,No,0.97536,300,300,0.95779,0.99293
2016,Upper Secondary Level,West,Yes,0.23505,1755,7734,0.22560,0.24450
2016,Upper Secondary Level,West,No,0.76495,5979,7734,0.75550,0.77440
2016,Upper Secondary Level,East,Yes,0.11935,306,2457,0.10653,0.13217
2016,Upper Secondary Level,East,No,0.88065,2151,2457,0.86783,0.89347
2016,Post-secondary Non-tertiary Level,West,Yes,0.27937,428,1646,0.25769,0.30105
2016,Post-secondary Non-tertiary Level,West,No,0.72063,1218,1646,0.69895,0.74231
2016,Post-secondary Non-tertiary Level,East,Yes,0.21259,56,266,0.16333,0.26186
2016,Post-secondary Non-tertiary Level,East,No,0.78741,210,266,0.73814,0.83667
2016,First Stage of Tertiary Education,West,Yes,0.29499,271,861,0.26451,0.32547
2016,First Stage of Tertiary Education,West,No,0.70501,590,861,0.67453,0.73549
2016,First Stage of Tertiary Education,East,Yes,0.15764,59,326,0.11802,0.19726
2016,First Stage of Tertiary Education,East,No,0.84236,267,326,0.80274,0.88198
2016,Second Stage of Tertiary Education,West,Yes,0.33154,931,3085,0.31492,0.34815
2016,Second Stage of Tertiary Education,West,No,0.66846,2154,3085,0.65185,0.68508
2016,Second Stage of Tertiary Education,East,Yes,0.21221,250,1122,0.18827,0.23614
2016,Second Stage of Tertiary Education,East,No,0.78779,872,1122,0.76386,0.81173
2018,No answer / don't know,West,Yes,0.12254,43,510,0.09405,0.15103
2018,No answer / don't know,West,No,0.87746,467,510,0.84897,0.90595
2018,No answer / don't know,East,No,0.97759,88,88,0.94648,1.00869
2018,Pre-primary Level,West,No,0.83675,218,218,0.78758,0.88593
2018,Pre-primary Level,East,No,0.99002,49,49,0.96190,1.01814
2018,Primary Level,West,No,0.97818,403,403,0.96390,0.99246
2018,Primary Level,East,No,0.96542,58,58,0.91799,1.01285
2018,Lower Secondary Level,West,Yes,0.10460,201,2211,0.09185,0.11736
2018,Lower Secondary Level,West,No,0.89540,2010,2211,0.88264,0.90815
2018,Lower Secondary Level,East,No,0.93664,368,368,0.91172,0.96156
2018,Upper Secondary Level,West,Yes,0.23886,1831,8023,0.22952,0.24819
2018,Upper Secondary Level,West,No,0.76114,6192,8023,0.75181,0.77048
2018,Upper Secondary Level,East,Yes,0.14056,409,2673,0.12738,0.15373
2018,Upper Secondary Level,East,No,0.85944,2264,2673,0.84627,0.87262
2018,Post-secondary Non-tertiary Level,West,Yes,0.28357,454,1698,0.26213,0.30502
2018,Post-secondary Non-tertiary Level,West,No,0.71643,1244,1698,0.69498,0.73787
2018,Post-secondary Non-tertiary Level,East,Yes,0.23476,77,315,0.18788,0.28164
2018,Post-secondary Non-tertiary Level,East,No,0.76524,238,315,0.71836,0.81212
2018,First Stage of Tertiary Education,West,Yes,0.30494,292,870,0.27433,0.33555
2018,First Stage of Tertiary Education,West,No,0.69506,578,870,0.66445,0.72567
2018,First Stage of Tertiary Education,East,Yes,0.23561,72,353,0.19127,0.27994
2018,First Stage of Tertiary Education,East,No,0.76439,281,353,0.72006,0.80873
2018,Second Stage of Tertiary Education,West,Yes,0.31896,1055,3424,0.30335,0.33457
2018,Second Stage of Tertiary Education,West,No,0.68104,2369,3424,0.66543,0.69665
2018,Second Stage of Tertiary Education,East,Yes,0.24323,289,1174,0.21868,0.26779
2018,Second Stage of Tertiary Education,East,No,0.75677,885,1174,0.73221,0.78132
2020,No answer / don't know,West,Yes,0.08405,38,560,0.06105,0.10705
2020,No answer / don't know,West,No,0.91595,522,560,0.89295,0.93895
2020,No answer / don't know,East,No,0.99759,91,91,0.98745,1.00772
2020,Pre-primary Level,West,No,0.88944,217,217,0.84762,0.93126
2020,Pre-primary Level,East,No,0.83321,48,48,0.72663,0.93979
2020,Primary Level,West,No,0.95503,427,427,0.93535,0.97471
2020,Primary Level,East,No,0.99958,49,49,0.99375,1.00540
2020,Lower Secondary Level,West,Yes,0.11412,198,2018,0.10024,0.12800
2020,Lower Secondary Level,West,No,0.88588,1820,2018,0.87200,0.89976
2020,Lower Secondary Level,East,No,0.89299,330,330,0.85958,0.92639
2020,Upper Secondary Level,West,Yes,0.23448,1719,7439,0.22485,0.24411
2020,Upper Secondary Level,West,No,0.76552,5720,7439,0.75589,0.77515
2020,Upper Secondary Level,East,Yes,0.15117,369,2366,0.13673,0.16561
2020,Upper Secondary Level,East,No,0.84883,1997,2366,0.83439,0.86327
2020,Post-secondary Non-tertiary Level,West,Yes,0.29214,511,1790,0.27107,0.31322
2020,Post-secondary Non-tertiary Level,West,No,0.70786,1279,1790,0.68678,0.72893
2020,Post-secondary Non-tertiary Level,East,Yes,0.24021,75,304,0.19210,0.28831
2020,Post-secondary Non-tertiary Level,East,No,0.75979,229,304,0.71169,0.80790
2020,First Stage of Tertiary Education,West,Yes,0.30374,281,823,0.27230,0.33518
2020,First Stage of Tertiary Education,West,No,0.69626,542,823,0.66482,0.72770
2020,First Stage of Tertiary Education,East,Yes,0.19328,74,323,0.15015,0.23640
2020,First Stage of Tertiary Education,East,No,0.80672,249,323,0.76360,0.84985
2020,Second Stage of Tertiary Education,West,Yes,0.32550,1180,3893,0.31078,0.34022
2020,Second Stage of Tertiary Education,West,No,0.67450,2713,3893,0.65978,0.68922
2020,Second Stage of Tertiary Education,East,Yes,0.27634,327,1254,0.25157,0.30110
2020,Second Stage of Tertiary Education,East,No,0.72366,927,1254,0.69890,0.74843
2022,No answer / don't know,West,Yes,0.26569,483,2206,0.24726,0.28413
2022,No answer / don't know,West,No,0.73431,1723,2206,0.71587,0.75274
2022,No answer / don't know,East,Yes,0.17772,111,613,0.14743,0.20801
2022,No answer / don't know,East,No,0.82228,502,613,0.79199,0.85257
2022,Pre-primary Level,West,No,0.91717,185,185,0.87734,0.95699
2022,Pre-primary Level,East,No,0.86797,47,47,0.77014,0.96580
2022,Primary Level,West,No,0.91508,213,213,0.87756,0.95261
2022,Primary Level,East,No,0.99074,52,52,0.96444,1.01703
2022,Lower Secondary Level,West,Yes,0.13405,161,1199,0.11476,0.15334
2022,Lower Secondary Level,West,No,0.86595,1038,1199,0.84666,0.88524
2022,Lower Secondary Level,East,No,0.93374,268,268,0.90390,0.96358
2022,Upper Secondary Level,West,Yes,0.27282,1598,6093,0.26163,0.28400
2022,Upper Secondary Level,West,No,0.72718,4495,6093,0.71600,0.73837
2022,Upper Secondary Level,East,Yes,0.15377,328,1981,0.13789,0.16966
2022,Upper Secondary Level,East,No,0.84623,1653,1981,0.83034,0.86211
2022,Post-secondary Non-tertiary Level,West,Yes,0.33005,539,1650,0.30735,0.35274
2022,Post-secondary Non-tertiary Level,West,No,0.66995,1111,1650,0.64726,0.69265
2022,Post-secondary Non-tertiary Level,East,Yes,0.21904,83,362,0.17638,0.26171
2022,Post-secondary Non-tertiary Level,East,No,0.78096,279,362,0.73829,0.82362
2022,First Stage of Tertiary Education,West,Yes,0.27596,262,783,0.24463,0.30729
2022,First Stage of Tertiary Education,West,No,0.72404,521,783,0.69271,0.75537
2022,First Stage of Tertiary Education,East,Yes,0.21853,68,294,0.17121,0.26585
2022,First Stage of Tertiary Education,East,No,0.78147,226,294,0.73415,0.82879
2022,Second Stage of Tertiary Education,West,Yes,0.33481,1480,4988,0.32171,0.34791
2022,Second Stage of Tertiary Education,West,No,0.66519,3508,4988,0.65209,0.67829
2022,Second Stage of Tertiary Education,East,Yes,0.26447,330,1397,0.24133,0.28760
2022,Second Stage of Tertiary Education,East,No,0.73553,1067,1397,0.71240,0.75867
