year,pgisced97,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,No answer / don't know,3rd Quintile,No,0.80169,45,45,0.68387,0.91950
2006,No answer / don't know,4th Quintile,No,0.82384,42,42,0.70723,0.94045
2006,Pre-primary Level,1st Quintile,No,0.93925,52,52,0.87368,1.00481
2006,Pre-primary Level,2nd Quintile,No,0.91350,47,47,0.83227,0.99474
2006,Pre-primary Level,3rd Quintile,No,0.90966,42,42,0.82191,0.99741
2006,Pre-primary Level,4th Quintile,No,0.79511,45,45,0.67584,0.91437
2006,Pre-primary Level,5th Quintile,No,0.72693,35,35,0.57717,0.87669
2006,Primary Level,1st Quintile,No,0.97974,114,114,0.95376,1.00572
2006,Primary Level,2nd Quintile,No,0.89396,45,45,0.80298,0.98493
2006,Lower Secondary Level,1st Quintile,No,0.98637,623,623,0.97725,0.99548
2006,Lower Secondary Level,2nd Quintile,No,0.95332,517,517,0.93511,0.97152
2006,Lower Secondary Level,3rd Quintile,No,0.94166,401,401,0.91869,0.96463
2006,Lower Secondary Level,4th Quintile,No,0.90141,269,269,0.86572,0.93710
2006,Lower Secondary Level,5th Quintile,No,0.90937,148,148,0.86297,0.95578
2006,Upper Secondary Level,1st Quintile,Yes,0.06472,91,1534,0.05241,0.07704
2006,Upper Secondary Level,1st Quintile,No,0.93528,1443,1534,0.92296,0.94759
2006,Upper Secondary Level,2nd Quintile,Yes,0.10081,187,1844,0.08707,0.11456
2006,Upper Secondary Level,2nd Quintile,No,0.89919,1657,1844,0.88544,0.91293
2006,Upper Secondary Level,3rd Quintile,Yes,0.12624,231,1887,0.11125,0.14123
2006,Upper Secondary Level,3rd Quintile,No,0.87376,1656,1887,0.85877,0.88875
2006,Upper Secondary Level,4th Quintile,Yes,0.17181,328,1874,0.15473,0.18889
2006,Upper Secondary Level,4th Quintile,No,0.82819,1546,1874,0.81111,0.84527
2006,Upper Secondary Level,5th Quintile,Yes,0.26952,478,1641,0.24805,0.29100
2006,Upper Secondary Level,5th Quintile,No,0.73048,1163,1641,0.70900,0.75195
2006,Post-secondary Non-tertiary Level,1st Quintile,No,0.89502,109,109,0.83721,0.95283
2006,Post-secondary Non-tertiary Level,2nd Quintile,No,0.88668,140,140,0.83398,0.93937
2006,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.25505,40,178,0.19083,0.31926
2006,Post-secondary Non-tertiary Level,3rd Quintile,No,0.74495,138,178,0.68074,0.80917
2006,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.25008,53,221,0.19286,0.30731
2006,Post-secondary Non-tertiary Level,4th Quintile,No,0.74992,168,221,0.69269,0.80714
2006,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.31737,102,262,0.26090,0.37384
2006,Post-secondary Non-tertiary Level,5th Quintile,No,0.68263,160,262,0.62616,0.73910
2006,First Stage of Tertiary Education,1st Quintile,No,0.93635,90,90,0.88563,0.98707
2006,First Stage of Tertiary Education,2nd Quintile,No,0.87094,180,180,0.82183,0.92006
2006,First Stage of Tertiary Education,3rd Quintile,Yes,0.15247,38,273,0.10975,0.19519
2006,First Stage of Tertiary Education,3rd Quintile,No,0.84753,235,273,0.80481,0.89025
2006,First Stage of Tertiary Education,4th Quintile,Yes,0.17140,59,323,0.13024,0.21256
2006,First Stage of Tertiary Education,4th Quintile,No,0.82860,264,323,0.78744,0.86976
2006,First Stage of Tertiary Education,5th Quintile,Yes,0.24116,81,330,0.19493,0.28738
2006,First Stage of Tertiary Education,5th Quintile,No,0.75884,249,330,0.71262,0.80507
2006,Second Stage of Tertiary Education,1st Quintile,No,0.94368,160,160,0.90785,0.97952
2006,Second Stage of Tertiary Education,2nd Quintile,No,0.88406,239,239,0.84338,0.92473
2006,Second Stage of Tertiary Education,3rd Quintile,Yes,0.17922,77,456,0.14398,0.21446
2006,Second Stage of Tertiary Education,3rd Quintile,No,0.82078,379,456,0.78554,0.85602
2006,Second Stage of Tertiary Education,4th Quintile,Yes,0.24096,136,586,0.20631,0.27562
2006,Second Stage of Tertiary Education,4th Quintile,No,0.75904,450,586,0.72438,0.79369
2006,Second Stage of Tertiary Education,5th Quintile,Yes,0.33403,358,1109,0.30626,0.36180
2006,Second Stage of Tertiary Education,5th Quintile,No,0.66597,751,1109,0.63820,0.69374
2007,No answer / don't know,1st Quintile,No,0.96400,100,100,0.92731,1.00070
2007,No answer / don't know,2nd Quintile,No,0.98607,61,61,0.95642,1.01573
2007,No answer / don't know,3rd Quintile,No,0.93978,44,44,0.86868,1.01089
2007,No answer / don't know,4th Quintile,No,0.96630,47,47,0.91415,1.01845
2007,No answer / don't know,5th Quintile,No,0.68820,36,36,0.53473,0.84167
2007,Pre-primary Level,1st Quintile,No,0.98980,53,53,0.96248,1.01711
2007,Pre-primary Level,2nd Quintile,No,0.99368,48,48,0.97103,1.01633
2007,Pre-primary Level,3rd Quintile,No,0.86119,55,55,0.76898,0.95341
2007,Pre-primary Level,4th Quintile,No,0.81686,47,47,0.70508,0.92863
2007,Pre-primary Level,5th Quintile,No,0.93569,37,37,0.85555,1.01582
2007,Primary Level,1st Quintile,No,0.97351,112,112,0.94364,1.00338
2007,Primary Level,2nd Quintile,No,0.98470,47,47,0.94923,1.02017
2007,Lower Secondary Level,1st Quintile,No,0.96584,637,637,0.95173,0.97996
2007,Lower Secondary Level,2nd Quintile,No,0.96825,529,529,0.95329,0.98320
2007,Lower Secondary Level,3rd Quintile,No,0.92687,399,399,0.90130,0.95245
2007,Lower Secondary Level,4th Quintile,No,0.91066,288,288,0.87766,0.94366
2007,Lower Secondary Level,5th Quintile,No,0.82363,118,118,0.75456,0.89269
2007,Upper Secondary Level,1st Quintile,Yes,0.05733,92,1676,0.04620,0.06847
2007,Upper Secondary Level,1st Quintile,No,0.94267,1584,1676,0.93153,0.95380
2007,Upper Secondary Level,2nd Quintile,Yes,0.11868,215,1945,0.10430,0.13305
2007,Upper Secondary Level,2nd Quintile,No,0.88132,1730,1945,0.86695,0.89570
2007,Upper Secondary Level,3rd Quintile,Yes,0.14226,286,2047,0.12712,0.15739
2007,Upper Secondary Level,3rd Quintile,No,0.85774,1761,2047,0.84261,0.87288
2007,Upper Secondary Level,4th Quintile,Yes,0.18721,377,1968,0.16998,0.20445
2007,Upper Secondary Level,4th Quintile,No,0.81279,1591,1968,0.79555,0.83002
2007,Upper Secondary Level,5th Quintile,Yes,0.29878,523,1677,0.27687,0.32070
2007,Upper Secondary Level,5th Quintile,No,0.70122,1154,1677,0.67930,0.72313
2007,Post-secondary Non-tertiary Level,1st Quintile,No,0.86765,122,122,0.80727,0.92803
2007,Post-secondary Non-tertiary Level,2nd Quintile,No,0.83711,150,150,0.77782,0.89640
2007,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.21655,40,208,0.16043,0.27266
2007,Post-secondary Non-tertiary Level,3rd Quintile,No,0.78345,168,208,0.72734,0.83957
2007,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.29661,70,248,0.23965,0.35358
2007,Post-secondary Non-tertiary Level,4th Quintile,No,0.70339,178,248,0.64642,0.76035
2007,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.43854,114,261,0.37822,0.49885
2007,Post-secondary Non-tertiary Level,5th Quintile,No,0.56146,147,261,0.50115,0.62178
2007,First Stage of Tertiary Education,1st Quintile,No,0.89913,108,108,0.84206,0.95619
2007,First Stage of Tertiary Education,2nd Quintile,No,0.86597,203,203,0.81899,0.91295
2007,First Stage of Tertiary Education,3rd Quintile,Yes,0.19938,50,293,0.15356,0.24521
2007,First Stage of Tertiary Education,3rd Quintile,No,0.80062,243,293,0.75479,0.84644
2007,First Stage of Tertiary Education,4th Quintile,Yes,0.24733,76,325,0.20035,0.29431
2007,First Stage of Tertiary Education,4th Quintile,No,0.75267,249,325,0.70569,0.79965
2007,First Stage of Tertiary Education,5th Quintile,Yes,0.26661,91,317,0.21786,0.31537
2007,First Stage of Tertiary Education,5th Quintile,No,0.73339,226,317,0.68463,0.78214
2007,Second Stage of Tertiary Education,1st Quintile,No,0.87302,165,165,0.82206,0.92398
2007,Second Stage of Tertiary Education,2nd Quintile,Yes,0.16674,46,305,0.12484,0.20865
2007,Second Stage of Tertiary Education,2nd Quintile,No,0.83326,259,305,0.79135,0.87516
2007,Second Stage of Tertiary Education,3rd Quintile,Yes,0.19910,91,465,0.16277,0.23544
2007,Second Stage of Tertiary Education,3rd Quintile,No,0.80090,374,465,0.76456,0.83723
2007,Second Stage of Tertiary Education,4th Quintile,Yes,0.24206,160,696,0.21021,0.27390
2007,Second Stage of Tertiary Education,4th Quintile,No,0.75794,536,696,0.72610,0.78979
2007,Second Stage of Tertiary Education,5th Quintile,Yes,0.35680,408,1154,0.32915,0.38446
2007,Second Stage of Tertiary Education,5th Quintile,No,0.64320,746,1154,0.61554,0.67085
2008,No answer / don't know,1st Quintile,No,0.98376,107,107,0.95969,1.00782
2008,No answer / don't know,2nd Quintile,No,0.97592,47,47,0.93162,1.02022
2008,No answer / don't know,3rd Quintile,No,0.92138,47,47,0.84361,0.99916
2008,No answer / don't know,4th Quintile,No,0.91512,44,44,0.83181,0.99842
2008,No answer / don't know,5th Quintile,No,0.65377,34,34,0.49144,0.81609
2008,Pre-primary Level,1st Quintile,No,0.94619,53,53,0.88486,1.00752
2008,Pre-primary Level,2nd Quintile,No,0.87496,52,52,0.78418,0.96574
2008,Pre-primary Level,3rd Quintile,No,0.91310,62,62,0.84241,0.98379
2008,Pre-primary Level,4th Quintile,No,0.90483,46,46,0.81909,0.99057
2008,Pre-primary Level,5th Quintile,No,0.82068,37,37,0.69537,0.94600
2008,Primary Level,1st Quintile,No,0.97241,101,101,0.94031,1.00451
2008,Primary Level,2nd Quintile,No,0.92541,34,34,0.83576,1.01505
2008,Lower Secondary Level,1st Quintile,No,0.95397,601,601,0.93720,0.97074
2008,Lower Secondary Level,2nd Quintile,No,0.94517,490,490,0.92499,0.96534
2008,Lower Secondary Level,3rd Quintile,Yes,0.10803,42,412,0.07802,0.13804
2008,Lower Secondary Level,3rd Quintile,No,0.89197,370,412,0.86196,0.92198
2008,Lower Secondary Level,4th Quintile,No,0.89983,224,224,0.86042,0.93923
2008,Lower Secondary Level,5th Quintile,Yes,0.25220,32,132,0.17783,0.32657
2008,Lower Secondary Level,5th Quintile,No,0.74780,100,132,0.67343,0.82217
2008,Upper Secondary Level,1st Quintile,Yes,0.06983,91,1544,0.05711,0.08254
2008,Upper Secondary Level,1st Quintile,No,0.93017,1453,1544,0.91746,0.94289
2008,Upper Secondary Level,2nd Quintile,Yes,0.13235,238,1918,0.11718,0.14752
2008,Upper Secondary Level,2nd Quintile,No,0.86765,1680,1918,0.85248,0.88282
2008,Upper Secondary Level,3rd Quintile,Yes,0.18053,367,1991,0.16363,0.19743
2008,Upper Secondary Level,3rd Quintile,No,0.81947,1624,1991,0.80257,0.83637
2008,Upper Secondary Level,4th Quintile,Yes,0.21987,396,1861,0.20105,0.23869
2008,Upper Secondary Level,4th Quintile,No,0.78013,1465,1861,0.76131,0.79895
2008,Upper Secondary Level,5th Quintile,Yes,0.33565,541,1545,0.31210,0.35921
2008,Upper Secondary Level,5th Quintile,No,0.66435,1004,1545,0.64079,0.68790
2008,Post-secondary Non-tertiary Level,1st Quintile,No,0.90477,120,120,0.85203,0.95751
2008,Post-secondary Non-tertiary Level,2nd Quintile,No,0.82554,132,132,0.76055,0.89053
2008,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.24236,46,185,0.18044,0.30428
2008,Post-secondary Non-tertiary Level,3rd Quintile,No,0.75764,139,185,0.69572,0.81956
2008,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.39015,81,237,0.32792,0.45239
2008,Post-secondary Non-tertiary Level,4th Quintile,No,0.60985,156,237,0.54761,0.67208
2008,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.42465,116,261,0.36456,0.48473
2008,Post-secondary Non-tertiary Level,5th Quintile,No,0.57535,145,261,0.51527,0.63544
2008,First Stage of Tertiary Education,1st Quintile,No,0.86203,100,100,0.79410,0.92997
2008,First Stage of Tertiary Education,2nd Quintile,Yes,0.15332,32,195,0.10262,0.20402
2008,First Stage of Tertiary Education,2nd Quintile,No,0.84668,163,195,0.79598,0.89738
2008,First Stage of Tertiary Education,3rd Quintile,Yes,0.22504,66,295,0.17730,0.27277
2008,First Stage of Tertiary Education,3rd Quintile,No,0.77496,229,295,0.72723,0.82270
2008,First Stage of Tertiary Education,4th Quintile,Yes,0.25226,65,291,0.20227,0.30224
2008,First Stage of Tertiary Education,4th Quintile,No,0.74774,226,291,0.69776,0.79773
2008,First Stage of Tertiary Education,5th Quintile,Yes,0.26566,80,297,0.21534,0.31598
2008,First Stage of Tertiary Education,5th Quintile,No,0.73434,217,297,0.68402,0.78466
2008,Second Stage of Tertiary Education,1st Quintile,No,0.85136,159,159,0.79589,0.90683
2008,Second Stage of Tertiary Education,2nd Quintile,Yes,0.20953,60,304,0.16370,0.25535
2008,Second Stage of Tertiary Education,2nd Quintile,No,0.79047,244,304,0.74465,0.83630
2008,Second Stage of Tertiary Education,3rd Quintile,Yes,0.24207,117,512,0.20493,0.27921
2008,Second Stage of Tertiary Education,3rd Quintile,No,0.75793,395,512,0.72079,0.79507
2008,Second Stage of Tertiary Education,4th Quintile,Yes,0.27693,147,564,0.23996,0.31389
2008,Second Stage of Tertiary Education,4th Quintile,No,0.72307,417,564,0.68611,0.76004
2008,Second Stage of Tertiary Education,5th Quintile,Yes,0.42086,453,1169,0.39255,0.44918
2008,Second Stage of Tertiary Education,5th Quintile,No,0.57914,716,1169,0.55082,0.60745
2010,No answer / don't know,1st Quintile,No,0.98733,90,90,0.96409,1.01057
2010,No answer / don't know,2nd Quintile,No,0.99581,55,55,0.97858,1.01304
2010,No answer / don't know,3rd Quintile,No,0.88180,44,44,0.78530,0.97830
2010,No answer / don't know,4th Quintile,No,0.86292,40,40,0.75497,0.97086
2010,Pre-primary Level,1st Quintile,No,0.99309,31,31,0.96345,1.02273
2010,Pre-primary Level,2nd Quintile,No,0.87690,31,31,0.75932,0.99447
2010,Pre-primary Level,3rd Quintile,No,0.90011,47,47,0.81346,0.98677
2010,Pre-primary Level,4th Quintile,No,0.90083,32,32,0.79562,1.00605
2010,Pre-primary Level,5th Quintile,No,0.90352,34,34,0.80278,1.00425
2010,Lower Secondary Level,1st Quintile,No,0.97366,517,517,0.95984,0.98748
2010,Lower Secondary Level,2nd Quintile,No,0.93809,407,407,0.91465,0.96153
2010,Lower Secondary Level,3rd Quintile,Yes,0.15200,39,300,0.11130,0.19269
2010,Lower Secondary Level,3rd Quintile,No,0.84800,261,300,0.80731,0.88870
2010,Lower Secondary Level,4th Quintile,Yes,0.17807,36,208,0.12595,0.23018
2010,Lower Secondary Level,4th Quintile,No,0.82193,172,208,0.76982,0.87405
2010,Lower Secondary Level,5th Quintile,No,0.77427,72,72,0.67703,0.87152
2010,Upper Secondary Level,1st Quintile,Yes,0.07233,94,1371,0.05861,0.08604
2010,Upper Secondary Level,1st Quintile,No,0.92767,1277,1371,0.91396,0.94139
2010,Upper Secondary Level,2nd Quintile,Yes,0.12417,205,1724,0.10860,0.13975
2010,Upper Secondary Level,2nd Quintile,No,0.87583,1519,1724,0.86025,0.89140
2010,Upper Secondary Level,3rd Quintile,Yes,0.17845,340,1707,0.16028,0.19662
2010,Upper Secondary Level,3rd Quintile,No,0.82155,1367,1707,0.80338,0.83972
2010,Upper Secondary Level,4th Quintile,Yes,0.25685,390,1527,0.23493,0.27878
2010,Upper Secondary Level,4th Quintile,No,0.74315,1137,1527,0.72122,0.76507
2010,Upper Secondary Level,5th Quintile,Yes,0.36573,454,1204,0.33852,0.39295
2010,Upper Secondary Level,5th Quintile,No,0.63427,750,1204,0.60705,0.66148
2010,Post-secondary Non-tertiary Level,1st Quintile,No,0.89221,82,82,0.82467,0.95974
2010,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.21589,31,147,0.14915,0.28263
2010,Post-secondary Non-tertiary Level,2nd Quintile,No,0.78411,116,147,0.71737,0.85085
2010,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.32371,43,152,0.24908,0.39834
2010,Post-secondary Non-tertiary Level,3rd Quintile,No,0.67629,109,152,0.60166,0.75092
2010,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.34535,83,228,0.28350,0.40721
2010,Post-secondary Non-tertiary Level,4th Quintile,No,0.65465,145,228,0.59279,0.71650
2010,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.49282,106,226,0.42749,0.55815
2010,Post-secondary Non-tertiary Level,5th Quintile,No,0.50718,120,226,0.44185,0.57251
2010,First Stage of Tertiary Education,1st Quintile,No,0.93651,87,87,0.88498,0.98805
2010,First Stage of Tertiary Education,2nd Quintile,Yes,0.25425,38,193,0.19266,0.31585
2010,First Stage of Tertiary Education,2nd Quintile,No,0.74575,155,193,0.68415,0.80734
2010,First Stage of Tertiary Education,3rd Quintile,Yes,0.20464,59,246,0.15412,0.25516
2010,First Stage of Tertiary Education,3rd Quintile,No,0.79536,187,246,0.74484,0.84588
2010,First Stage of Tertiary Education,4th Quintile,Yes,0.27041,72,279,0.21820,0.32263
2010,First Stage of Tertiary Education,4th Quintile,No,0.72959,207,279,0.67737,0.78180
2010,First Stage of Tertiary Education,5th Quintile,Yes,0.31119,79,242,0.25274,0.36965
2010,First Stage of Tertiary Education,5th Quintile,No,0.68881,163,242,0.63035,0.74726
2010,Second Stage of Tertiary Education,1st Quintile,Yes,0.19902,32,178,0.14020,0.25784
2010,Second Stage of Tertiary Education,1st Quintile,No,0.80098,146,178,0.74216,0.85980
2010,Second Stage of Tertiary Education,2nd Quintile,Yes,0.19373,64,287,0.14793,0.23954
2010,Second Stage of Tertiary Education,2nd Quintile,No,0.80627,223,287,0.76046,0.85207
2010,Second Stage of Tertiary Education,3rd Quintile,Yes,0.22586,111,473,0.18814,0.26359
2010,Second Stage of Tertiary Education,3rd Quintile,No,0.77414,362,473,0.73641,0.81186
2010,Second Stage of Tertiary Education,4th Quintile,Yes,0.34300,189,578,0.30426,0.38173
2010,Second Stage of Tertiary Education,4th Quintile,No,0.65700,389,578,0.61827,0.69574
2010,Second Stage of Tertiary Education,5th Quintile,Yes,0.47140,419,991,0.44030,0.50249
2010,Second Stage of Tertiary Education,5th Quintile,No,0.52860,572,991,0.49751,0.55970
2011,No answer / don't know,1st Quintile,No,0.99260,76,76,0.97319,1.01200
2011,No answer / don't know,2nd Quintile,No,0.92497,49,49,0.85044,0.99950
2011,No answer / don't know,3rd Quintile,No,0.79970,50,50,0.68764,0.91176
2011,Pre-primary Level,4th Quintile,No,0.85000,38,38,0.73494,0.96505
2011,Lower Secondary Level,1st Quintile,No,0.94755,441,441,0.92672,0.96838
2011,Lower Secondary Level,2nd Quintile,No,0.94182,340,340,0.91690,0.96674
2011,Lower Secondary Level,3rd Quintile,Yes,0.09986,32,301,0.06593,0.13379
2011,Lower Secondary Level,3rd Quintile,No,0.90014,269,301,0.86621,0.93407
2011,Lower Secondary Level,4th Quintile,No,0.82313,141,141,0.75993,0.88634
2011,Lower Secondary Level,5th Quintile,No,0.79020,72,72,0.69549,0.88491
2011,Upper Secondary Level,1st Quintile,Yes,0.06285,103,1378,0.05003,0.07567
2011,Upper Secondary Level,1st Quintile,No,0.93715,1275,1378,0.92433,0.94997
2011,Upper Secondary Level,2nd Quintile,Yes,0.13487,212,1526,0.11773,0.15202
2011,Upper Secondary Level,2nd Quintile,No,0.86513,1314,1526,0.84798,0.88227
2011,Upper Secondary Level,3rd Quintile,Yes,0.19521,329,1618,0.17589,0.21453
2011,Upper Secondary Level,3rd Quintile,No,0.80479,1289,1618,0.78547,0.82411
2011,Upper Secondary Level,4th Quintile,Yes,0.27826,404,1424,0.25497,0.30154
2011,Upper Secondary Level,4th Quintile,No,0.72174,1020,1424,0.69846,0.74503
2011,Upper Secondary Level,5th Quintile,Yes,0.40324,448,1133,0.37466,0.43182
2011,Upper Secondary Level,5th Quintile,No,0.59676,685,1133,0.56818,0.62534
2011,Post-secondary Non-tertiary Level,1st Quintile,No,0.82242,78,78,0.73706,0.90778
2011,Post-secondary Non-tertiary Level,2nd Quintile,No,0.79999,100,100,0.72119,0.87879
2011,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.35895,54,174,0.28747,0.43043
2011,Post-secondary Non-tertiary Level,3rd Quintile,No,0.64105,120,174,0.56957,0.71253
2011,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.38788,87,206,0.32118,0.45458
2011,Post-secondary Non-tertiary Level,4th Quintile,No,0.61212,119,206,0.54542,0.67882
2011,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.44851,91,210,0.38108,0.51593
2011,Post-secondary Non-tertiary Level,5th Quintile,No,0.55149,119,210,0.48407,0.61892
2011,First Stage of Tertiary Education,1st Quintile,No,0.91857,88,88,0.86109,0.97604
2011,First Stage of Tertiary Education,2nd Quintile,Yes,0.18738,34,187,0.13130,0.24346
2011,First Stage of Tertiary Education,2nd Quintile,No,0.81262,153,187,0.75654,0.86870
2011,First Stage of Tertiary Education,3rd Quintile,Yes,0.20401,54,218,0.15040,0.25763
2011,First Stage of Tertiary Education,3rd Quintile,No,0.79599,164,218,0.74237,0.84960
2011,First Stage of Tertiary Education,4th Quintile,Yes,0.24531,71,260,0.19291,0.29772
2011,First Stage of Tertiary Education,4th Quintile,No,0.75469,189,260,0.70228,0.80709
2011,First Stage of Tertiary Education,5th Quintile,Yes,0.28619,75,218,0.22605,0.34632
2011,First Stage of Tertiary Education,5th Quintile,No,0.71381,143,218,0.65368,0.77395
2011,Second Stage of Tertiary Education,1st Quintile,Yes,0.21117,34,182,0.15171,0.27063
2011,Second Stage of Tertiary Education,1st Quintile,No,0.78883,148,182,0.72937,0.84829
2011,Second Stage of Tertiary Education,2nd Quintile,Yes,0.17589,62,307,0.13323,0.21855
2011,Second Stage of Tertiary Education,2nd Quintile,No,0.82411,245,307,0.78145,0.86677
2011,Second Stage of Tertiary Education,3rd Quintile,Yes,0.30685,122,431,0.26326,0.35044
2011,Second Stage of Tertiary Education,3rd Quintile,No,0.69315,309,431,0.64956,0.73674
2011,Second Stage of Tertiary Education,4th Quintile,Yes,0.37372,192,564,0.33376,0.41369
2011,Second Stage of Tertiary Education,4th Quintile,No,0.62628,372,564,0.58631,0.66624
2011,Second Stage of Tertiary Education,5th Quintile,Yes,0.46536,396,919,0.43310,0.49763
2011,Second Stage of Tertiary Education,5th Quintile,No,0.53464,523,919,0.50237,0.56690
2012,No answer / don't know,1st Quintile,No,0.97084,152,152,0.94401,0.99768
2012,No answer / don't know,2nd Quintile,No,0.94492,61,61,0.88720,1.00265
2012,No answer / don't know,3rd Quintile,No,0.87768,62,62,0.79545,0.95991
2012,No answer / don't know,4th Quintile,No,0.93057,43,43,0.85370,1.00745
2012,Pre-primary Level,1st Quintile,No,0.93176,91,91,0.87966,0.98385
2012,Pre-primary Level,2nd Quintile,No,0.92642,87,87,0.87123,0.98160
2012,Pre-primary Level,3rd Quintile,No,0.85866,57,57,0.76742,0.94991
2012,Pre-primary Level,4th Quintile,No,0.84653,45,45,0.74002,0.95303
2012,Pre-primary Level,5th Quintile,No,0.93083,34,34,0.84426,1.01741
2012,Primary Level,1st Quintile,No,0.99253,238,238,0.98158,1.00349
2012,Primary Level,2nd Quintile,No,0.95471,53,53,0.89819,1.01123
2012,Lower Secondary Level,1st Quintile,Yes,0.05174,55,1083,0.03854,0.06494
2012,Lower Secondary Level,1st Quintile,No,0.94826,1028,1083,0.93506,0.96146
2012,Lower Secondary Level,2nd Quintile,Yes,0.06059,48,635,0.04202,0.07916
2012,Lower Secondary Level,2nd Quintile,No,0.93941,587,635,0.92084,0.95798
2012,Lower Secondary Level,3rd Quintile,Yes,0.14131,63,431,0.10838,0.17423
2012,Lower Secondary Level,3rd Quintile,No,0.85869,368,431,0.82577,0.89162
2012,Lower Secondary Level,4th Quintile,Yes,0.16940,43,249,0.12271,0.21608
2012,Lower Secondary Level,4th Quintile,No,0.83060,206,249,0.78392,0.87729
2012,Lower Secondary Level,5th Quintile,No,0.73814,81,81,0.64180,0.83448
2012,Upper Secondary Level,1st Quintile,Yes,0.07842,258,2782,0.06843,0.08841
2012,Upper Secondary Level,1st Quintile,No,0.92158,2524,2782,0.91159,0.93157
2012,Upper Secondary Level,2nd Quintile,Yes,0.14288,480,2792,0.12990,0.15587
2012,Upper Secondary Level,2nd Quintile,No,0.85712,2312,2792,0.84413,0.87010
2012,Upper Secondary Level,3rd Quintile,Yes,0.21568,555,2388,0.19918,0.23218
2012,Upper Secondary Level,3rd Quintile,No,0.78432,1833,2388,0.76782,0.80082
2012,Upper Secondary Level,4th Quintile,Yes,0.30055,615,2028,0.28059,0.32051
2012,Upper Secondary Level,4th Quintile,No,0.69945,1413,2028,0.67949,0.71941
2012,Upper Secondary Level,5th Quintile,Yes,0.40037,517,1308,0.37381,0.42693
2012,Upper Secondary Level,5th Quintile,No,0.59963,791,1308,0.57307,0.62619
2012,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.21296,49,308,0.16716,0.25875
2012,Post-secondary Non-tertiary Level,1st Quintile,No,0.78704,259,308,0.74125,0.83284
2012,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.24349,84,315,0.19602,0.29096
2012,Post-secondary Non-tertiary Level,2nd Quintile,No,0.75651,231,315,0.70904,0.80398
2012,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.25107,114,382,0.20752,0.29461
2012,Post-secondary Non-tertiary Level,3rd Quintile,No,0.74893,268,382,0.70539,0.79248
2012,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.32900,138,367,0.28086,0.37713
2012,Post-secondary Non-tertiary Level,4th Quintile,No,0.67100,229,367,0.62287,0.71914
2012,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.42561,138,274,0.36696,0.48426
2012,Post-secondary Non-tertiary Level,5th Quintile,No,0.57439,136,274,0.51574,0.63304
2012,First Stage of Tertiary Education,1st Quintile,No,0.91465,145,145,0.86901,0.96028
2012,First Stage of Tertiary Education,2nd Quintile,Yes,0.16178,53,277,0.11833,0.20522
2012,First Stage of Tertiary Education,2nd Quintile,No,0.83822,224,277,0.79478,0.88167
2012,First Stage of Tertiary Education,3rd Quintile,Yes,0.26949,98,354,0.22320,0.31577
2012,First Stage of Tertiary Education,3rd Quintile,No,0.73051,256,354,0.68423,0.77680
2012,First Stage of Tertiary Education,4th Quintile,Yes,0.32771,114,346,0.27818,0.37724
2012,First Stage of Tertiary Education,4th Quintile,No,0.67229,232,346,0.62276,0.72182
2012,First Stage of Tertiary Education,5th Quintile,Yes,0.36724,100,280,0.31067,0.42380
2012,First Stage of Tertiary Education,5th Quintile,No,0.63276,180,280,0.57620,0.68933
2012,Second Stage of Tertiary Education,1st Quintile,Yes,0.14878,56,368,0.11237,0.18518
2012,Second Stage of Tertiary Education,1st Quintile,No,0.85122,312,368,0.81482,0.88763
2012,Second Stage of Tertiary Education,2nd Quintile,Yes,0.20253,118,512,0.16768,0.23737
2012,Second Stage of Tertiary Education,2nd Quintile,No,0.79747,394,512,0.76263,0.83232
2012,Second Stage of Tertiary Education,3rd Quintile,Yes,0.26981,198,713,0.23721,0.30242
2012,Second Stage of Tertiary Education,3rd Quintile,No,0.73019,515,713,0.69758,0.76279
2012,Second Stage of Tertiary Education,4th Quintile,Yes,0.33657,290,914,0.30592,0.36722
2012,Second Stage of Tertiary Education,4th Quintile,No,0.66343,624,914,0.63278,0.69408
2012,Second Stage of Tertiary Education,5th Quintile,Yes,0.42635,564,1318,0.39964,0.45306
2012,Second Stage of Tertiary Education,5th Quintile,No,0.57365,754,1318,0.54694,0.60036
