"plb0571","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Ja, wenige Personen","2016","Berlin","direkter Migrationshintergrund","30","0.240713892401825","0.172298193763683","0.309129591039967"
"Ja, wenige Personen","2016","Berlin","indirekter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Brandenburg","kein Migrationshintergrund","61","0.0807403138536266","0.0621613114320817","0.0993193162751714"
"Ja, wenige Personen","2016","Brandenburg","direkter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Brandenburg","indirekter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","41","0.0762214306392908","0.052702576921442","0.0997402843571396"
"Ja, wenige Personen","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Sachsen","kein Migrationshintergrund","114","0.0880123671638296","0.0729827440319859","0.103041990295673"
"Ja, wenige Personen","2016","Sachsen","direkter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Sachsen","indirekter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Sachsen-Anhalt","kein Migrationshintergrund","52","0.0821881179718141","0.0626873389475594","0.101688896996069"
"Ja, wenige Personen","2016","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Thueringen","kein Migrationshintergrund","80","0.0939317243971393","0.0739151561547221","0.113948292639557"
"Ja, wenige Personen","2016","Thueringen","direkter Migrationshintergrund","","","",""
"Ja, wenige Personen","2016","Thueringen","indirekter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Schleswig-Holstein","kein Migrationshintergrund","258","0.424231382986338","0.385577452592966","0.46288531337971"
"Nein, weiss nicht","2016","Schleswig-Holstein","direkter Migrationshintergrund","44","0.418180175152041","0.336473027293379","0.499887323010703"
"Nein, weiss nicht","2016","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Hamburg","kein Migrationshintergrund","126","0.423949155885087","0.366065444225806","0.481832867544368"
"Nein, weiss nicht","2016","Hamburg","direkter Migrationshintergrund","37","0.476108295708208","0.369305632302385","0.58291095911403"
"Nein, weiss nicht","2016","Hamburg","indirekter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Niedersachsen","kein Migrationshintergrund","652","0.369358240037924","0.3468994403246","0.391817039751247"
"Nein, weiss nicht","2016","Niedersachsen","direkter Migrationshintergrund","162","0.29764187238163","0.257199775511412","0.338083969251849"
"Nein, weiss nicht","2016","Niedersachsen","indirekter Migrationshintergrund","37","0.341432585276713","0.252001435207758","0.430863735345669"
"Nein, weiss nicht","2016","Bremen","kein Migrationshintergrund","35","0.219046240083576","0.141754637886035","0.296337842281118"
"Nein, weiss nicht","2016","Bremen","direkter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Bremen","indirekter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Nordrhein-Westfalen","kein Migrationshintergrund","1070","0.317152271077465","0.301320105897042","0.332984436257888"
"Nein, weiss nicht","2016","Nordrhein-Westfalen","direkter Migrationshintergrund","427","0.333870927337191","0.308065963262755","0.359675891411627"
"Nein, weiss nicht","2016","Nordrhein-Westfalen","indirekter Migrationshintergrund","140","0.315049203333213","0.272598190583753","0.357500216082673"
"Nein, weiss nicht","2016","Hessen","kein Migrationshintergrund","415","0.358850480773224","0.330374986664068","0.38732597488238"
"Nein, weiss nicht","2016","Hessen","direkter Migrationshintergrund","176","0.445407607617818","0.396331992779517","0.49448322245612"
"Nein, weiss nicht","2016","Hessen","indirekter Migrationshintergrund","43","0.342458321252596","0.257555333630242","0.42736130887495"
"Nein, weiss nicht","2016","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","267","0.303971536046436","0.272810253711846","0.335132818381026"
"Nein, weiss nicht","2016","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","83","0.259435023530784","0.211334629217062","0.307535417844506"
"Nein, weiss nicht","2016","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","30","0.357170638842665","0.25925774079969","0.45508353688564"
"Nein, weiss nicht","2016","Baden-Wuerttemberg","kein Migrationshintergrund","666","0.328559411164127","0.307400976473171","0.349717845855084"
"Nein, weiss nicht","2016","Baden-Wuerttemberg","direkter Migrationshintergrund","213","0.318576207323537","0.283531009213122","0.353621405433952"
"Nein, weiss nicht","2016","Baden-Wuerttemberg","indirekter Migrationshintergrund","97","0.374912273436789","0.316953924005395","0.432870622868183"
"Nein, weiss nicht","2016","Bayern","kein Migrationshintergrund","878","0.30513276940217","0.288009869760145","0.322255669044194"
"Nein, weiss nicht","2016","Bayern","direkter Migrationshintergrund","264","0.346052321659417","0.313190431809145","0.378914211509688"
"Nein, weiss nicht","2016","Bayern","indirekter Migrationshintergrund","80","0.28997337348806","0.234061478902512","0.345885268073608"
"Nein, weiss nicht","2016","Saarland","kein Migrationshintergrund","53","0.399471482694187","0.32029446632367","0.478648499064704"
"Nein, weiss nicht","2016","Saarland","direkter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Saarland","indirekter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Berlin","kein Migrationshintergrund","234","0.343970543294143","0.308855539083077","0.379085547505209"
"Nein, weiss nicht","2016","Berlin","direkter Migrationshintergrund","46","0.303490045666418","0.229913676794673","0.377066414538163"
"Nein, weiss nicht","2016","Berlin","indirekter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Brandenburg","kein Migrationshintergrund","316","0.408353377837559","0.374833120951881","0.441873634723237"
"Nein, weiss nicht","2016","Brandenburg","direkter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","195","0.386750500893888","0.343585902461002","0.429915099326774"
"Nein, weiss nicht","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Sachsen","kein Migrationshintergrund","387","0.280426593215275","0.256596325809897","0.304256860620652"
"Nein, weiss nicht","2016","Sachsen","direkter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Sachsen","indirekter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Sachsen-Anhalt","kein Migrationshintergrund","325","0.391834305988177","0.35717396803546","0.426494643940894"
"Nein, weiss nicht","2016","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Thueringen","kein Migrationshintergrund","267","0.34539310263726","0.312768131926191","0.378018073348329"
"Nein, weiss nicht","2016","Thueringen","direkter Migrationshintergrund","","","",""
"Nein, weiss nicht","2016","Thueringen","indirekter Migrationshintergrund","","","",""
"Nein, niemand","2016","Schleswig-Holstein","kein Migrationshintergrund","219","0.32739437720722","0.290692851026914","0.364095903387525"
"Nein, niemand","2016","Schleswig-Holstein","direkter Migrationshintergrund","82","0.472290842037923","0.389594528294527","0.554987155781319"
"Nein, niemand","2016","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Nein, niemand","2016","Hamburg","kein Migrationshintergrund","96","0.429345914266989","0.371368451176617","0.487323377357361"
"Nein, niemand","2016","Hamburg","direkter Migrationshintergrund","36","0.449980569399865","0.34359215297849","0.556368985821241"
"Nein, niemand","2016","Hamburg","indirekter Migrationshintergrund","","","",""
"Nein, niemand","2016","Niedersachsen","kein Migrationshintergrund","725","0.436495034789003","0.413416416149044","0.459573653428962"
"Nein, niemand","2016","Niedersachsen","direkter Migrationshintergrund","283","0.633418665079162","0.590796260468084","0.67604106969024"
"Nein, niemand","2016","Niedersachsen","indirekter Migrationshintergrund","39","0.372635965802609","0.281447815404004","0.463824116201215"
"Nein, niemand","2016","Bremen","kein Migrationshintergrund","60","0.643534460311423","0.554029639325807","0.73303928129704"
"Nein, niemand","2016","Bremen","direkter Migrationshintergrund","36","0.695689724435031","0.580225012464772","0.811154436405289"
"Nein, niemand","2016","Bremen","indirekter Migrationshintergrund","","","",""
"Nein, niemand","2016","Nordrhein-Westfalen","kein Migrationshintergrund","1629","0.514002087073473","0.496998360679513","0.531005813467434"
"Nein, niemand","2016","Nordrhein-Westfalen","direkter Migrationshintergrund","688","0.533723415973838","0.506426430138902","0.561020401808775"
"Nein, niemand","2016","Nordrhein-Westfalen","indirekter Migrationshintergrund","248","0.543092997712285","0.497571118324956","0.588614877099613"
"Nein, niemand","2016","Hessen","kein Migrationshintergrund","445","0.434256544998461","0.404831455151078","0.463681634845843"
"Nein, niemand","2016","Hessen","direkter Migrationshintergrund","162","0.421315133599086","0.372559526094569","0.470070741103602"
"Nein, niemand","2016","Hessen","indirekter Migrationshintergrund","48","0.419214568460247","0.330930262264859","0.507498874655636"
"Nein, niemand","2016","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","451","0.554873994475096","0.521205474064041","0.58854251488615"
"Nein, niemand","2016","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","213","0.669260540389304","0.617631581722808","0.720889499055801"
"Nein, niemand","2016","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","47","0.472235566419113","0.37022302116882","0.574248111669407"
"Nein, niemand","2016","Baden-Wuerttemberg","kein Migrationshintergrund","922","0.517263121835072","0.494752692352519","0.539773551317624"
"Nein, niemand","2016","Baden-Wuerttemberg","direkter Migrationshintergrund","391","0.569160474833639","0.531913728631993","0.606407221035286"
"Nein, niemand","2016","Baden-Wuerttemberg","indirekter Migrationshintergrund","131","0.502192088463252","0.442330736031885","0.562053440894619"
"Nein, niemand","2016","Bayern","kein Migrationshintergrund","1418","0.542990292334394","0.52446603883275","0.561514545836038"
"Nein, niemand","2016","Bayern","direkter Migrationshintergrund","442","0.549237125969838","0.514865176598273","0.583609075341403"
"Nein, niemand","2016","Bayern","indirekter Migrationshintergrund","130","0.569581249245171","0.508569810893207","0.630592687597135"
"Nein, niemand","2016","Saarland","kein Migrationshintergrund","79","0.486828570448974","0.40602906786955","0.567628073028398"
"Nein, niemand","2016","Saarland","direkter Migrationshintergrund","30","0.492328391851255","0.366869325206757","0.617787458495753"
"Nein, niemand","2016","Saarland","indirekter Migrationshintergrund","","","",""
"Nein, niemand","2016","Berlin","kein Migrationshintergrund","361","0.533598303641778","0.496721123117577","0.570475484165979"
"Nein, niemand","2016","Berlin","direkter Migrationshintergrund","70","0.424247739293617","0.345156194922073","0.503339283665161"
"Nein, niemand","2016","Berlin","indirekter Migrationshintergrund","","","",""
"Nein, niemand","2016","Brandenburg","kein Migrationshintergrund","445","0.510216131412329","0.476125315250979","0.544306947573679"
"Nein, niemand","2016","Brandenburg","direkter Migrationshintergrund","67","0.736174353393066","0.649797587661301","0.82255111912483"
"Nein, niemand","2016","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nein, niemand","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","242","0.512273448001996","0.467970483851068","0.556576412152925"
"Nein, niemand","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Nein, niemand","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nein, niemand","2016","Sachsen","kein Migrationshintergrund","849","0.616139096292928","0.590339786369788","0.641938406216068"
"Nein, niemand","2016","Sachsen","direkter Migrationshintergrund","39","0.655146461969732","0.535865889022563","0.774427034916901"
"Nein, niemand","2016","Sachsen","indirekter Migrationshintergrund","","","",""
"Nein, niemand","2016","Sachsen-Anhalt","kein Migrationshintergrund","379","0.512608601794289","0.477118889370597","0.548098314217982"
"Nein, niemand","2016","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Nein, niemand","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nein, niemand","2016","Thueringen","kein Migrationshintergrund","463","0.552316819511235","0.518198900404057","0.586434738618414"
"Nein, niemand","2016","Thueringen","direkter Migrationshintergrund","62","0.933559823992288","0.87562957695209","0.991490071032486"
"Nein, niemand","2016","Thueringen","indirekter Migrationshintergrund","","","",""
