year,age_gr,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,46-65 y.,Lower Secondary Level,Not Employed,0.59346,452,792,0.55923,0.62769
1994,46-65 y.,Upper Secondary Level,Full-Time Employment,0.47046,917,1916,0.44811,0.49282
1994,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.08082,153,1916,0.06861,0.09303
1994,46-65 y.,Upper Secondary Level,Not Employed,0.43505,846,1916,0.41285,0.45725
1994,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.57783,151,234,0.51441,0.64125
1994,46-65 y.,First Stage of Tertiary Education,Not Employed,0.36213,83,234,0.30042,0.42385
1994,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.64552,362,516,0.60421,0.68684
1994,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.28156,154,516,0.24272,0.32041
1994,66 and older,Lower Secondary Level,Not Employed,0.99208,466,466,0.98402,1.00014
1994,66 and older,Upper Secondary Level,Not Employed,0.99112,735,735,0.98433,0.99791
1994,66 and older,First Stage of Tertiary Education,Not Employed,0.96164,86,86,0.92081,1.00247
1994,66 and older,Second Stage of Tertiary Education,Not Employed,0.93622,122,122,0.89268,0.97976
1995,17-29 y.,Pre-primary Level,Not Employed,0.95121,274,274,0.92566,0.97677
1995,17-29 y.,Primary Level,Not Employed,0.57325,43,43,0.42366,0.72283
1995,17-29 y.,Lower Secondary Level,Full-Time Employment,0.24839,201,723,0.21687,0.27990
1995,17-29 y.,Lower Secondary Level,Vocational Training,0.36734,255,723,0.33217,0.40250
1995,17-29 y.,Lower Secondary Level,Not Employed,0.34304,267,723,0.30841,0.37766
1995,17-29 y.,Upper Secondary Level,Full-Time Employment,0.53389,872,1615,0.50956,0.55823
1995,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.04987,77,1615,0.03925,0.06049
1995,17-29 y.,Upper Secondary Level,Vocational Training,0.07463,118,1615,0.06181,0.08745
1995,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02683,44,1615,0.01895,0.03471
1995,17-29 y.,Upper Secondary Level,Not Employed,0.31477,504,1615,0.29211,0.33743
1995,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.45863,83,155,0.37993,0.53733
1995,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.40779,72,155,0.33018,0.48541
1995,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.79821,86,86,0.71289,0.88353
1995,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.66543,114,145,0.58837,0.74250
1995,17-29 y.,Second Stage of Tertiary Education,Not Employed,0.17524,31,145,0.11315,0.23734
1995,30-45 y.,Primary Level,Full-Time Employment,0.39759,65,130,0.31314,0.48205
1995,30-45 y.,Primary Level,Not Employed,0.46396,65,130,0.37790,0.55002
1995,30-45 y.,Lower Secondary Level,Full-Time Employment,0.44659,235,448,0.40051,0.49268
1995,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.10177,50,448,0.07374,0.12980
1995,30-45 y.,Lower Secondary Level,Not Employed,0.41330,163,448,0.36765,0.45895
1995,30-45 y.,Upper Secondary Level,Full-Time Employment,0.62662,1492,2379,0.60718,0.64606
1995,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.12952,296,2379,0.11602,0.14301
1995,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02758,57,2379,0.02100,0.03416
1995,30-45 y.,Upper Secondary Level,Not Employed,0.21312,534,2379,0.19666,0.22958
1995,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.62831,130,177,0.55691,0.69971
1995,30-45 y.,Post-secondary Non-tertiary Level,Not Employed,0.20138,47,177,0.14213,0.26062
1995,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.69549,233,315,0.64459,0.74639
1995,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.14324,40,315,0.10450,0.18199
1995,30-45 y.,First Stage of Tertiary Education,Not Employed,0.13728,42,315,0.09921,0.17534
1995,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.71310,633,832,0.68235,0.74386
1995,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14629,105,832,0.12227,0.17032
1995,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.11916,94,832,0.09713,0.14118
1995,46-65 y.,Primary Level,Full-Time Employment,0.40835,105,255,0.34790,0.46879
1995,46-65 y.,Primary Level,Not Employed,0.54706,150,255,0.48585,0.60828
1995,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26816,257,755,0.23654,0.29978
1995,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.09520,65,755,0.07425,0.11615
1995,46-65 y.,Lower Secondary Level,Not Employed,0.59710,433,755,0.56209,0.63211
1995,46-65 y.,Upper Secondary Level,Full-Time Employment,0.44991,919,1980,0.42799,0.47183
1995,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.08400,166,1980,0.07178,0.09622
1995,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02229,39,1980,0.01579,0.02880
1995,46-65 y.,Upper Secondary Level,Not Employed,0.44172,856,1980,0.41984,0.46360
1995,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.53341,34,34,0.36319,0.70362
1995,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.52544,142,223,0.45975,0.59113
1995,46-65 y.,First Stage of Tertiary Education,Not Employed,0.38976,81,223,0.32561,0.45392
1995,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.66566,396,569,0.62686,0.70446
1995,46-65 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.05753,34,569,0.03838,0.07668
1995,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.24516,139,569,0.20978,0.28054
1995,66 and older,Lower Secondary Level,Not Employed,0.98602,474,474,0.97543,0.99660
1995,66 and older,Upper Secondary Level,Not Employed,0.97950,727,727,0.96920,0.98981
1995,66 and older,First Stage of Tertiary Education,Not Employed,0.96971,79,79,0.93168,1.00775
1995,66 and older,Second Stage of Tertiary Education,Not Employed,0.95253,145,145,0.91780,0.98726
1996,17-29 y.,Pre-primary Level,Not Employed,0.96231,283,283,0.94008,0.98454
1996,17-29 y.,Primary Level,Not Employed,0.56959,42,42,0.41803,0.72115
1996,17-29 y.,Lower Secondary Level,Full-Time Employment,0.20640,171,675,0.17584,0.23695
1996,17-29 y.,Lower Secondary Level,Vocational Training,0.38454,249,675,0.34782,0.42127
1996,17-29 y.,Lower Secondary Level,Not Employed,0.35735,255,675,0.32117,0.39353
1996,17-29 y.,Upper Secondary Level,Full-Time Employment,0.51528,783,1491,0.48991,0.54066
1996,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.06626,85,1491,0.05363,0.07889
1996,17-29 y.,Upper Secondary Level,Vocational Training,0.06536,105,1491,0.05281,0.07791
1996,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03346,42,1491,0.02433,0.04259
1996,17-29 y.,Upper Secondary Level,Not Employed,0.31964,476,1491,0.29596,0.34332
1996,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.50212,84,149,0.42157,0.58268
1996,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.36792,65,149,0.29022,0.44561
1996,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.83391,94,94,0.75827,0.90955
1996,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.68246,110,110,0.59507,0.76985
1996,30-45 y.,Primary Level,Full-Time Employment,0.42747,56,111,0.33502,0.51992
1996,30-45 y.,Primary Level,Not Employed,0.42044,55,111,0.32819,0.51269
1996,30-45 y.,Lower Secondary Level,Full-Time Employment,0.44618,220,421,0.39863,0.49372
1996,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.12708,55,421,0.09523,0.15893
1996,30-45 y.,Lower Secondary Level,Not Employed,0.35420,146,421,0.30846,0.39994
1996,30-45 y.,Upper Secondary Level,Full-Time Employment,0.62695,1490,2387,0.60754,0.64635
1996,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.13716,309,2387,0.12336,0.15096
1996,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02396,57,2387,0.01782,0.03010
1996,30-45 y.,Upper Secondary Level,Not Employed,0.20878,531,2387,0.19247,0.22509
1996,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.58557,132,213,0.51925,0.65188
1996,30-45 y.,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15634,32,213,0.10745,0.20523
1996,30-45 y.,Post-secondary Non-tertiary Level,Not Employed,0.19893,49,213,0.14520,0.25267
1996,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.70971,237,323,0.66014,0.75929
1996,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.15030,45,323,0.11127,0.18933
1996,30-45 y.,First Stage of Tertiary Education,Not Employed,0.11017,41,323,0.07597,0.14437
1996,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.71298,630,834,0.68226,0.74370
1996,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13685,96,834,0.11351,0.16019
1996,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.12738,108,834,0.10474,0.15002
1996,46-65 y.,Primary Level,Full-Time Employment,0.39434,96,230,0.33105,0.45764
1996,46-65 y.,Primary Level,Not Employed,0.54658,134,230,0.48211,0.61106
1996,46-65 y.,Lower Secondary Level,Full-Time Employment,0.25460,228,733,0.22304,0.28616
1996,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.09800,65,733,0.07646,0.11953
1996,46-65 y.,Lower Secondary Level,Not Employed,0.61344,440,733,0.57816,0.64872
1996,46-65 y.,Upper Secondary Level,Full-Time Employment,0.44443,884,1962,0.42244,0.46643
1996,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.09027,186,1962,0.07759,0.10296
1996,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.01862,35,1962,0.01263,0.02460
1996,46-65 y.,Upper Secondary Level,Not Employed,0.44628,857,1962,0.42428,0.46829
1996,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.57622,32,32,0.40226,0.75017
1996,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.47796,133,218,0.41150,0.54443
1996,46-65 y.,First Stage of Tertiary Education,Not Employed,0.40826,85,218,0.34287,0.47366
1996,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.64521,396,593,0.60667,0.68375
1996,46-65 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08310,44,593,0.06087,0.10534
1996,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.25436,153,593,0.21928,0.28944
1996,66 and older,Lower Secondary Level,Not Employed,0.99458,464,464,0.98789,1.00127
1996,66 and older,Upper Secondary Level,Not Employed,0.97700,752,752,0.96627,0.98772
1996,66 and older,First Stage of Tertiary Education,Not Employed,0.99104,77,77,0.96986,1.01223
1996,66 and older,Second Stage of Tertiary Education,Not Employed,0.93195,146,146,0.89095,0.97294
1997,17-29 y.,Pre-primary Level,Not Employed,0.95802,303,303,0.93541,0.98064
1997,17-29 y.,Primary Level,Not Employed,0.62370,33,33,0.45584,0.79156
1997,17-29 y.,Lower Secondary Level,Full-Time Employment,0.21660,164,679,0.18560,0.24761
1997,17-29 y.,Lower Secondary Level,Vocational Training,0.35872,255,679,0.32261,0.39482
1997,17-29 y.,Lower Secondary Level,Not Employed,0.37739,260,679,0.34091,0.41388
1997,17-29 y.,Upper Secondary Level,Full-Time Employment,0.51416,740,1376,0.48774,0.54058
1997,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.05728,62,1376,0.04500,0.06957
1997,17-29 y.,Upper Secondary Level,Vocational Training,0.05629,80,1376,0.04411,0.06847
1997,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03857,44,1376,0.02839,0.04875
1997,17-29 y.,Upper Secondary Level,Not Employed,0.33370,450,1376,0.30877,0.35862
1997,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.52874,85,132,0.44326,0.61422
1997,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.30112,47,132,0.22257,0.37968
1997,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.77200,80,80,0.67948,0.86452
1997,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.68881,107,107,0.60067,0.77695
1997,30-45 y.,Primary Level,Full-Time Employment,0.44294,51,109,0.34926,0.53663
1997,30-45 y.,Primary Level,Not Employed,0.44009,58,109,0.34646,0.53371
1997,30-45 y.,Lower Secondary Level,Full-Time Employment,0.48875,226,434,0.44166,0.53583
1997,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.14551,60,434,0.11229,0.17872
1997,30-45 y.,Lower Secondary Level,Not Employed,0.34011,148,434,0.29548,0.38473
1997,30-45 y.,Upper Secondary Level,Full-Time Employment,0.60551,1433,2337,0.58569,0.62533
1997,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.12741,278,2337,0.11389,0.14093
1997,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03030,68,2337,0.02335,0.03725
1997,30-45 y.,Upper Secondary Level,Not Employed,0.23393,558,2337,0.21676,0.25110
1997,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.56556,127,179,0.49274,0.63838
1997,30-45 y.,Post-secondary Non-tertiary Level,Not Employed,0.23593,52,179,0.17355,0.29830
1997,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.74687,245,325,0.69953,0.79422
1997,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.12719,43,325,0.09091,0.16347
1997,30-45 y.,First Stage of Tertiary Education,Not Employed,0.10954,37,325,0.07553,0.14355
1997,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.74106,632,816,0.71098,0.77113
1997,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11373,88,816,0.09193,0.13553
1997,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.11547,96,816,0.09353,0.13741
1997,46-65 y.,Primary Level,Full-Time Employment,0.38195,81,218,0.31730,0.44660
1997,46-65 y.,Primary Level,Not Employed,0.56219,137,218,0.49618,0.62820
1997,46-65 y.,Lower Secondary Level,Full-Time Employment,0.24430,197,692,0.21226,0.27634
1997,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.09280,59,692,0.07116,0.11443
1997,46-65 y.,Lower Secondary Level,Not Employed,0.64277,436,692,0.60704,0.67850
1997,46-65 y.,Upper Secondary Level,Full-Time Employment,0.42197,857,1962,0.40011,0.44383
1997,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.10100,200,1962,0.08766,0.11433
1997,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.01719,35,1962,0.01143,0.02294
1997,46-65 y.,Upper Secondary Level,Not Employed,0.45951,870,1962,0.43746,0.48157
1997,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.55913,32,32,0.38435,0.73391
1997,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.47277,131,215,0.40588,0.53966
1997,46-65 y.,First Stage of Tertiary Education,Not Employed,0.40239,84,215,0.33668,0.46809
1997,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.66971,420,614,0.63248,0.70695
1997,46-65 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.07832,45,614,0.05705,0.09959
1997,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.24630,149,614,0.21219,0.28041
1997,66 and older,Lower Secondary Level,Not Employed,0.99044,460,460,0.98154,0.99934
1997,66 and older,Upper Secondary Level,Not Employed,0.98868,781,781,0.98126,0.99611
1997,66 and older,First Stage of Tertiary Education,Not Employed,0.99481,79,79,0.97886,1.01076
1997,66 and older,Second Stage of Tertiary Education,Not Employed,0.89903,152,152,0.85098,0.94709
1998,17-29 y.,Pre-primary Level,Not Employed,0.95336,317,317,0.93011,0.97661
1998,17-29 y.,Primary Level,Not Employed,0.63954,31,31,0.46773,0.81136
1998,17-29 y.,Lower Secondary Level,Full-Time Employment,0.18398,139,713,0.15552,0.21244
1998,17-29 y.,Lower Secondary Level,Vocational Training,0.38003,284,713,0.34438,0.41569
1998,17-29 y.,Lower Secondary Level,Not Employed,0.39484,290,713,0.35893,0.43074
1998,17-29 y.,Upper Secondary Level,Full-Time Employment,0.49269,753,1421,0.46669,0.51870
1998,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.05171,64,1421,0.04019,0.06322
1998,17-29 y.,Upper Secondary Level,Vocational Training,0.06464,91,1421,0.05185,0.07743
1998,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03636,41,1421,0.02662,0.04610
1998,17-29 y.,Upper Secondary Level,Not Employed,0.35460,472,1421,0.32972,0.37948
1998,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.64364,93,131,0.56131,0.72597
1998,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.19337,38,131,0.12548,0.26126
1998,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.69019,81,81,0.58886,0.79152
1998,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.62228,101,136,0.54050,0.70406
1998,17-29 y.,Second Stage of Tertiary Education,Not Employed,0.22434,35,136,0.15397,0.29470
1998,30-45 y.,Primary Level,Full-Time Employment,0.49648,51,98,0.39698,0.59598
1998,30-45 y.,Primary Level,Not Employed,0.35359,47,98,0.25845,0.44873
1998,30-45 y.,Lower Secondary Level,Full-Time Employment,0.45697,237,459,0.41135,0.50259
1998,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.14948,61,459,0.11682,0.18213
1998,30-45 y.,Lower Secondary Level,Not Employed,0.35138,161,459,0.30766,0.39510
1998,30-45 y.,Upper Secondary Level,Full-Time Employment,0.60460,1553,2518,0.58550,0.62371
1998,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.13723,303,2518,0.12379,0.15068
1998,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02609,72,2518,0.01986,0.03232
1998,30-45 y.,Upper Secondary Level,Not Employed,0.22433,590,2518,0.20803,0.24063
1998,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.52293,141,237,0.45921,0.58666
1998,30-45 y.,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.17101,33,237,0.12297,0.21905
1998,30-45 y.,Post-secondary Non-tertiary Level,Not Employed,0.26208,63,237,0.20597,0.31819
1998,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.73707,259,352,0.69102,0.78313
1998,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.13715,49,352,0.10116,0.17314
1998,30-45 y.,First Stage of Tertiary Education,Not Employed,0.10876,44,352,0.07619,0.14133
1998,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.73677,698,911,0.70816,0.76538
1998,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11414,100,911,0.09348,0.13480
1998,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.12723,113,911,0.10558,0.14888
1998,46-65 y.,Primary Level,Full-Time Employment,0.37072,75,209,0.30508,0.43636
1998,46-65 y.,Primary Level,Not Employed,0.54021,134,209,0.47248,0.60794
1998,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26801,212,741,0.23610,0.29992
1998,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.08199,61,741,0.06222,0.10175
1998,46-65 y.,Lower Secondary Level,Not Employed,0.62678,468,741,0.59193,0.66163
1998,46-65 y.,Upper Secondary Level,Full-Time Employment,0.42019,941,2189,0.39951,0.44088
1998,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.10221,227,2189,0.08951,0.11490
1998,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.01830,43,2189,0.01268,0.02391
1998,46-65 y.,Upper Secondary Level,Not Employed,0.45930,978,2189,0.43842,0.48018
1998,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.64817,46,46,0.50864,0.78770
1998,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.50918,152,244,0.44632,0.57203
1998,46-65 y.,First Stage of Tertiary Education,Not Employed,0.39069,92,244,0.32934,0.45203
1998,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.63111,443,693,0.59516,0.66706
1998,46-65 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09464,66,693,0.07283,0.11645
1998,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.26082,184,693,0.22811,0.29354
1998,66 and older,Lower Secondary Level,Not Employed,0.98765,549,549,0.97841,0.99690
1998,66 and older,Upper Secondary Level,Not Employed,0.98684,859,859,0.97922,0.99447
1998,66 and older,First Stage of Tertiary Education,Not Employed,0.99518,78,78,0.97971,1.01065
1998,66 and older,Second Stage of Tertiary Education,Not Employed,0.94396,174,174,0.90968,0.97823
1999,17-29 y.,Pre-primary Level,Not Employed,0.87901,286,286,0.84115,0.91687
1999,17-29 y.,Lower Secondary Level,Full-Time Employment,0.17816,142,672,0.14921,0.20711
1999,17-29 y.,Lower Secondary Level,Vocational Training,0.40746,280,672,0.37029,0.44464
1999,17-29 y.,Lower Secondary Level,Not Employed,0.36009,250,672,0.32377,0.39641
1999,17-29 y.,Upper Secondary Level,Full-Time Employment,0.50804,721,1358,0.48144,0.53464
1999,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.06262,75,1358,0.04973,0.07551
1999,17-29 y.,Upper Secondary Level,Vocational Training,0.06108,80,1358,0.04834,0.07383
1999,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04658,62,1358,0.03537,0.05780
1999,17-29 y.,Upper Secondary Level,Not Employed,0.32168,420,1358,0.29682,0.34653
1999,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.65909,97,97,0.56427,0.75392
1999,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.74801,76,76,0.64975,0.84627
1999,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.67821,95,95,0.58377,0.77265
1999,30-45 y.,Primary Level,Full-Time Employment,0.45914,48,85,0.35257,0.56571
1999,30-45 y.,Primary Level,Not Employed,0.28523,37,85,0.18867,0.38179
1999,30-45 y.,Lower Secondary Level,Full-Time Employment,0.47684,226,430,0.42958,0.52411
1999,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.14051,61,430,0.10762,0.17339
1999,30-45 y.,Lower Secondary Level,Not Employed,0.29980,143,430,0.25644,0.34315
1999,30-45 y.,Upper Secondary Level,Full-Time Employment,0.62714,1592,2517,0.60824,0.64603
1999,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.12492,298,2517,0.11200,0.13784
1999,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04443,113,2517,0.03638,0.05248
1999,30-45 y.,Upper Secondary Level,Not Employed,0.19795,514,2517,0.18238,0.21352
1999,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.53943,143,243,0.47663,0.60223
1999,30-45 y.,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15135,38,243,0.10619,0.19650
1999,30-45 y.,Post-secondary Non-tertiary Level,Not Employed,0.21893,62,243,0.16683,0.27103
1999,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.71363,259,352,0.66633,0.76092
1999,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.15078,53,352,0.11334,0.18821
1999,30-45 y.,First Stage of Tertiary Education,Not Employed,0.10537,40,352,0.07325,0.13749
1999,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.74370,690,887,0.71496,0.77245
1999,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11807,107,887,0.09682,0.13932
1999,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.10961,90,887,0.08904,0.13018
1999,46-65 y.,Primary Level,Full-Time Employment,0.40481,70,197,0.33609,0.47353
1999,46-65 y.,Primary Level,Not Employed,0.52113,127,197,0.45120,0.59107
1999,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26962,194,690,0.23648,0.30275
1999,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.09313,64,690,0.07143,0.11482
1999,46-65 y.,Lower Secondary Level,Not Employed,0.59408,432,690,0.55742,0.63075
1999,46-65 y.,Upper Secondary Level,Full-Time Employment,0.42263,910,2168,0.40183,0.44343
1999,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.10270,227,2168,0.08992,0.11548
1999,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02475,56,2168,0.01821,0.03129
1999,46-65 y.,Upper Secondary Level,Not Employed,0.44790,975,2168,0.42696,0.46883
1999,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.62187,41,41,0.47159,0.77214
1999,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.52806,155,243,0.46516,0.59096
1999,46-65 y.,First Stage of Tertiary Education,Not Employed,0.37428,88,243,0.31330,0.43525
1999,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.64603,471,698,0.61052,0.68153
1999,46-65 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09532,60,698,0.07352,0.11713
1999,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.22838,167,698,0.19722,0.25955
1999,66 and older,Primary Level,Not Employed,0.98049,56,56,0.94393,1.01704
1999,66 and older,Lower Secondary Level,Not Employed,0.98650,545,545,0.97681,0.99620
1999,66 and older,Upper Secondary Level,Not Employed,0.97434,847,847,0.96369,0.98500
1999,66 and older,Second Stage of Tertiary Education,Not Employed,0.93426,185,185,0.89845,0.97007
2000,17-29 y.,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.09023,40,479,0.06454,0.11591
2000,17-29 y.,Pre-primary Level,Not Employed,0.90041,439,479,0.87356,0.92725
2000,17-29 y.,Primary Level,Not Employed,0.50755,34,34,0.33698,0.67813
2000,17-29 y.,Lower Secondary Level,Full-Time Employment,0.12609,123,1024,0.10575,0.14643
2000,17-29 y.,Lower Secondary Level,Vocational Training,0.41582,459,1024,0.38562,0.44602
2000,17-29 y.,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03395,32,1024,0.02285,0.04505
2000,17-29 y.,Lower Secondary Level,Not Employed,0.38748,410,1024,0.35763,0.41733
2000,17-29 y.,Upper Secondary Level,Full-Time Employment,0.50829,1040,2162,0.48721,0.52937
2000,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.05675,118,2162,0.04700,0.06651
2000,17-29 y.,Upper Secondary Level,Vocational Training,0.07693,178,2162,0.06570,0.08817
2000,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04428,91,2162,0.03561,0.05296
2000,17-29 y.,Upper Secondary Level,Not Employed,0.31375,735,2162,0.29418,0.33331
2000,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.58277,189,268,0.52363,0.64192
2000,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.23630,79,268,0.18534,0.28725
2000,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.73563,138,183,0.67156,0.79970
2000,17-29 y.,First Stage of Tertiary Education,Not Employed,0.17902,45,183,0.12332,0.23472
2000,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.56015,153,245,0.49787,0.62244
2000,17-29 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13660,35,245,0.09350,0.17969
