year,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Rural regions,Regular Part-Time Employment,0.12048,1443,9881,0.11406,0.12690
2019,Rural regions,Vocational Training,0.02020,310,9881,0.01742,0.02297
2019,Rural regions,"Marginal, Irregular Part-Time Employment",0.04053,524,9881,0.03664,0.04442
2019,Rural regions,Not Employed,0.33398,3810,9881,0.32468,0.34328
2020,Urban regions,Full-Time Employment,0.33294,7872,20211,0.32644,0.33944
2020,Urban regions,Regular Part-Time Employment,0.11690,2954,20211,0.11247,0.12133
2020,Urban regions,Vocational Training,0.02038,664,20211,0.01843,0.02233
2020,Urban regions,"Marginal, Irregular Part-Time Employment",0.04197,1008,20211,0.03921,0.04474
2020,Urban regions,Not Employed,0.33129,7713,20211,0.32480,0.33778
2020,Rural regions,Full-Time Employment,0.33093,3796,9644,0.32154,0.34032
2020,Rural regions,Regular Part-Time Employment,0.11676,1388,9644,0.11035,0.12317
2020,Rural regions,Vocational Training,0.02111,320,9644,0.01824,0.02397
2020,Rural regions,"Marginal, Irregular Part-Time Employment",0.04078,459,9644,0.03683,0.04473
2020,Rural regions,Not Employed,0.33304,3681,9644,0.32364,0.34245
2021,Urban regions,Full-Time Employment,0.33419,5210,13467,0.32622,0.34216
2021,Urban regions,Regular Part-Time Employment,0.11327,2042,13467,0.10791,0.11862
2021,Urban regions,Vocational Training,0.01587,312,13467,0.01376,0.01798
2021,Urban regions,"Marginal, Irregular Part-Time Employment",0.04236,608,13467,0.03896,0.04576
2021,Urban regions,Not Employed,0.32182,5159,13467,0.31393,0.32971
2021,Urban regions,In short-time work (since 2021),0.00520,136,13467,0.00399,0.00641
2021,Rural regions,Full-Time Employment,0.34029,2494,6346,0.32863,0.35194
2021,Rural regions,Regular Part-Time Employment,0.11580,946,6346,0.10793,0.12368
2021,Rural regions,Vocational Training,0.01709,156,6346,0.01390,0.02028
2021,Rural regions,"Marginal, Irregular Part-Time Employment",0.03887,276,6346,0.03411,0.04362
2021,Rural regions,Not Employed,0.31805,2424,6346,0.30659,0.32951
2021,Rural regions,In short-time work (since 2021),0.00699,50,6346,0.00494,0.00904
