year,age_gr,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,17-29 y.,Rural regions,Full-Time Employment,0.42065,448,1035,0.39056,0.45074
1997,17-29 y.,Rural regions,Regular Part-Time Employment,0.05193,35,1035,0.03840,0.06545
1997,17-29 y.,Rural regions,Vocational Training,0.12200,153,1035,0.10205,0.14195
1997,17-29 y.,Rural regions,Not Employed,0.38376,399,1035,0.35412,0.41340
1997,30-45 y.,Urban regions,Full-Time Employment,0.62805,1791,2858,0.61033,0.64577
1997,30-45 y.,Urban regions,Regular Part-Time Employment,0.13092,359,2858,0.11856,0.14329
1997,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02764,79,2858,0.02163,0.03365
1997,30-45 y.,Urban regions,Not Employed,0.20928,629,2858,0.19436,0.22419
1997,30-45 y.,Rural regions,Full-Time Employment,0.62317,959,1456,0.59827,0.64807
1997,30-45 y.,Rural regions,Regular Part-Time Employment,0.11886,160,1456,0.10223,0.13549
1997,30-45 y.,Rural regions,Not Employed,0.22968,337,1456,0.20807,0.25130
1997,46-65 y.,Urban regions,Full-Time Employment,0.43910,1100,2470,0.41953,0.45868
1997,46-65 y.,Urban regions,Regular Part-Time Employment,0.10211,239,2470,0.09016,0.11405
1997,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01414,38,2470,0.00948,0.01880
1997,46-65 y.,Urban regions,Not Employed,0.44443,1093,2470,0.42483,0.46403
1997,46-65 y.,Rural regions,Full-Time Employment,0.41464,627,1350,0.38835,0.44093
1997,46-65 y.,Rural regions,Regular Part-Time Employment,0.07551,103,1350,0.06141,0.08961
1997,46-65 y.,Rural regions,Not Employed,0.48702,620,1350,0.46035,0.51369
1997,66 and older,Urban regions,Not Employed,0.97328,1021,1021,0.96339,0.98318
1997,66 and older,Rural regions,Not Employed,0.98987,524,524,0.98128,0.99845
1998,17-29 y.,Urban regions,Full-Time Employment,0.38852,801,2052,0.36742,0.40961
1998,17-29 y.,Urban regions,Regular Part-Time Employment,0.04216,81,2052,0.03347,0.05086
1998,17-29 y.,Urban regions,Vocational Training,0.12399,260,2052,0.10973,0.13826
1998,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02791,47,2052,0.02078,0.03504
1998,17-29 y.,Urban regions,Not Employed,0.41514,863,2052,0.39382,0.43647
1998,17-29 y.,Rural regions,Full-Time Employment,0.37910,438,1080,0.35015,0.40805
1998,17-29 y.,Rural regions,Regular Part-Time Employment,0.04389,34,1080,0.03167,0.05611
1998,17-29 y.,Rural regions,Vocational Training,0.15240,188,1080,0.13096,0.17385
1998,17-29 y.,Rural regions,Not Employed,0.39183,420,1080,0.36270,0.42096
1998,30-45 y.,Urban regions,Full-Time Employment,0.62692,1999,3152,0.61004,0.64381
1998,30-45 y.,Urban regions,Regular Part-Time Employment,0.14084,401,3152,0.12870,0.15299
1998,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02390,87,3152,0.01857,0.02923
1998,30-45 y.,Urban regions,Not Employed,0.20202,665,3152,0.18800,0.21604
1998,30-45 y.,Rural regions,Full-Time Employment,0.60716,1033,1639,0.58351,0.63081
1998,30-45 y.,Rural regions,Regular Part-Time Employment,0.11805,172,1639,0.10243,0.13368
1998,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.02513,39,1639,0.01755,0.03271
1998,30-45 y.,Rural regions,Not Employed,0.23959,395,1639,0.21892,0.26026
1998,46-65 y.,Urban regions,Full-Time Employment,0.45024,1249,2805,0.43183,0.46866
1998,46-65 y.,Urban regions,Regular Part-Time Employment,0.09956,277,2805,0.08847,0.11064
1998,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01624,50,2805,0.01156,0.02092
1998,46-65 y.,Urban regions,Not Employed,0.43260,1229,2805,0.41426,0.45094
1998,46-65 y.,Rural regions,Full-Time Employment,0.40878,692,1584,0.38456,0.43299
1998,46-65 y.,Rural regions,Regular Part-Time Employment,0.08147,131,1584,0.06800,0.09495
1998,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.02494,38,1584,0.01726,0.03263
1998,46-65 y.,Rural regions,Not Employed,0.48481,723,1584,0.46019,0.50943
1998,66 and older,Urban regions,Not Employed,0.97606,1204,1204,0.96743,0.98470
1998,66 and older,Rural regions,Not Employed,0.98973,610,610,0.98172,0.99773
1999,17-29 y.,Urban regions,Full-Time Employment,0.38137,759,1923,0.35966,0.40309
1999,17-29 y.,Urban regions,Regular Part-Time Employment,0.04258,85,1923,0.03356,0.05161
1999,17-29 y.,Urban regions,Vocational Training,0.13120,245,1923,0.11610,0.14629
1999,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05424,89,1923,0.04411,0.06437
1999,17-29 y.,Urban regions,Not Employed,0.38934,745,1923,0.36754,0.41114
1999,17-29 y.,Rural regions,Full-Time Employment,0.39708,410,1046,0.36741,0.42675
1999,17-29 y.,Rural regions,Regular Part-Time Employment,0.05144,48,1046,0.03804,0.06483
1999,17-29 y.,Rural regions,Vocational Training,0.15161,172,1046,0.12987,0.17336
1999,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03885,37,1046,0.02713,0.05056
1999,17-29 y.,Rural regions,Not Employed,0.35903,379,1046,0.32994,0.38812
1999,30-45 y.,Urban regions,Full-Time Employment,0.63759,1969,3073,0.62059,0.65458
1999,30-45 y.,Urban regions,Regular Part-Time Employment,0.13183,389,3073,0.11986,0.14379
1999,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04726,129,3073,0.03975,0.05476
1999,30-45 y.,Urban regions,Not Employed,0.17775,586,3073,0.16423,0.19127
1999,30-45 y.,Rural regions,Full-Time Employment,0.62198,1033,1607,0.59827,0.64570
1999,30-45 y.,Rural regions,Regular Part-Time Employment,0.11947,190,1607,0.10361,0.13534
1999,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03930,57,1607,0.02979,0.04880
1999,30-45 y.,Rural regions,Not Employed,0.21112,327,1607,0.19116,0.23108
1999,46-65 y.,Urban regions,Full-Time Employment,0.45711,1195,2675,0.43823,0.47599
1999,46-65 y.,Urban regions,Regular Part-Time Employment,0.09673,257,2675,0.08552,0.10793
1999,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02536,65,2675,0.01940,0.03132
1999,46-65 y.,Urban regions,Not Employed,0.41858,1158,2675,0.39988,0.43728
1999,46-65 y.,Rural regions,Full-Time Employment,0.41486,662,1505,0.38996,0.43976
1999,46-65 y.,Rural regions,Regular Part-Time Employment,0.09334,135,1505,0.07864,0.10804
1999,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03074,41,1505,0.02202,0.03946
1999,46-65 y.,Rural regions,Not Employed,0.45770,667,1505,0.43252,0.48288
1999,66 and older,Urban regions,Not Employed,0.97039,1148,1148,0.96059,0.98020
1999,66 and older,Rural regions,Not Employed,0.98286,606,606,0.97252,0.99321
2000,17-29 y.,Urban regions,Full-Time Employment,0.38238,1037,2902,0.36470,0.40006
2000,17-29 y.,Urban regions,Regular Part-Time Employment,0.05859,165,2902,0.05005,0.06714
2000,17-29 y.,Urban regions,Vocational Training,0.12146,378,2902,0.10957,0.13335
2000,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05578,144,2902,0.04743,0.06413
2000,17-29 y.,Urban regions,Not Employed,0.37904,1178,2902,0.36139,0.39670
2000,17-29 y.,Rural regions,Full-Time Employment,0.40865,623,1664,0.38502,0.43228
2000,17-29 y.,Rural regions,Regular Part-Time Employment,0.03673,66,1664,0.02769,0.04577
2000,17-29 y.,Rural regions,Vocational Training,0.15548,291,1664,0.13806,0.17289
2000,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03696,59,1664,0.02789,0.04603
2000,17-29 y.,Rural regions,Not Employed,0.35634,625,1664,0.33333,0.37936
2000,30-45 y.,Urban regions,Full-Time Employment,0.63293,3309,5364,0.62003,0.64583
2000,30-45 y.,Urban regions,Regular Part-Time Employment,0.14718,795,5364,0.13770,0.15666
2000,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04070,212,5364,0.03541,0.04599
2000,30-45 y.,Urban regions,Not Employed,0.17638,1048,5364,0.16618,0.18658
2000,30-45 y.,Rural regions,Full-Time Employment,0.62047,1715,2768,0.60239,0.63856
2000,30-45 y.,Rural regions,Regular Part-Time Employment,0.13688,371,2768,0.12407,0.14969
2000,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03433,100,2768,0.02754,0.04111
2000,30-45 y.,Rural regions,Not Employed,0.20195,582,2768,0.18699,0.21691
2000,46-65 y.,Urban regions,Full-Time Employment,0.44154,2195,5079,0.42788,0.45520
2000,46-65 y.,Urban regions,Regular Part-Time Employment,0.11187,556,5079,0.10320,0.12054
2000,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03234,141,5079,0.02747,0.03720
2000,46-65 y.,Urban regions,Not Employed,0.41297,2187,5079,0.39943,0.42652
2000,46-65 y.,Rural regions,Full-Time Employment,0.42774,1149,2677,0.40900,0.44649
2000,46-65 y.,Rural regions,Regular Part-Time Employment,0.09853,252,2677,0.08724,0.10982
2000,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03275,78,2677,0.02601,0.03949
2000,46-65 y.,Rural regions,Not Employed,0.43915,1198,2677,0.42034,0.45795
2000,66 and older,Urban regions,Not Employed,0.97110,2275,2275,0.96422,0.97799
2000,66 and older,Rural regions,Not Employed,0.97254,1231,1231,0.96341,0.98167
2001,17-29 y.,Urban regions,Full-Time Employment,0.36261,907,2611,0.34417,0.38106
2001,17-29 y.,Urban regions,Regular Part-Time Employment,0.04982,121,2611,0.04148,0.05817
2001,17-29 y.,Urban regions,Vocational Training,0.14155,374,2611,0.12817,0.15492
2001,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.06665,157,2611,0.05708,0.07622
2001,17-29 y.,Urban regions,Not Employed,0.37729,1052,2611,0.35870,0.39589
2001,17-29 y.,Rural regions,Full-Time Employment,0.39173,511,1477,0.36682,0.41663
2001,17-29 y.,Rural regions,Regular Part-Time Employment,0.03583,57,1477,0.02635,0.04532
2001,17-29 y.,Rural regions,Vocational Training,0.17052,269,1477,0.15133,0.18970
2001,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03658,61,1477,0.02700,0.04615
2001,17-29 y.,Rural regions,Not Employed,0.36299,579,1477,0.33846,0.38752
2001,30-45 y.,Urban regions,Full-Time Employment,0.63669,2975,4834,0.62313,0.65025
2001,30-45 y.,Urban regions,Regular Part-Time Employment,0.14806,754,4834,0.13805,0.15807
2001,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04162,197,4834,0.03599,0.04725
2001,30-45 y.,Urban regions,Not Employed,0.17030,908,4834,0.15970,0.18090
2001,30-45 y.,Rural regions,Full-Time Employment,0.61758,1524,2454,0.59834,0.63681
2001,30-45 y.,Rural regions,Regular Part-Time Employment,0.13752,334,2454,0.12389,0.15115
2001,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03529,89,2454,0.02799,0.04259
2001,30-45 y.,Rural regions,Not Employed,0.20011,507,2454,0.18428,0.21594
2001,46-65 y.,Urban regions,Full-Time Employment,0.44541,2052,4620,0.43108,0.45974
2001,46-65 y.,Urban regions,Regular Part-Time Employment,0.11737,530,4620,0.10809,0.12665
2001,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03121,141,4620,0.02619,0.03622
2001,46-65 y.,Urban regions,Not Employed,0.40366,1897,4620,0.38951,0.41781
2001,46-65 y.,Rural regions,Full-Time Employment,0.42444,1061,2461,0.40491,0.44397
2001,46-65 y.,Rural regions,Regular Part-Time Employment,0.10385,241,2461,0.09179,0.11591
2001,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.02529,63,2461,0.01909,0.03150
2001,46-65 y.,Rural regions,Not Employed,0.44328,1096,2461,0.42365,0.46291
2001,66 and older,Urban regions,Not Employed,0.97355,2152,2152,0.96677,0.98034
2001,66 and older,Rural regions,Not Employed,0.97224,1156,1156,0.96276,0.98171
2002,17-29 y.,Urban regions,Full-Time Employment,0.33250,832,2655,0.31457,0.35042
2002,17-29 y.,Urban regions,Regular Part-Time Employment,0.05708,136,2655,0.04825,0.06591
2002,17-29 y.,Urban regions,Vocational Training,0.14704,378,2655,0.13357,0.16051
2002,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.06029,167,2655,0.05124,0.06935
2002,17-29 y.,Urban regions,Not Employed,0.39972,1142,2655,0.38109,0.41836
2002,17-29 y.,Rural regions,Full-Time Employment,0.34634,471,1474,0.32205,0.37064
2002,17-29 y.,Rural regions,Regular Part-Time Employment,0.03890,56,1474,0.02902,0.04877
2002,17-29 y.,Rural regions,Vocational Training,0.18500,270,1474,0.16517,0.20483
2002,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03117,58,1474,0.02230,0.04005
2002,17-29 y.,Rural regions,Not Employed,0.39531,619,1474,0.37034,0.42028
2002,30-45 y.,Urban regions,Full-Time Employment,0.61610,3043,4988,0.60260,0.62959
2002,30-45 y.,Urban regions,Regular Part-Time Employment,0.14621,810,4988,0.13640,0.15601
2002,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04599,218,4988,0.04018,0.05180
2002,30-45 y.,Urban regions,Not Employed,0.18794,917,4988,0.17710,0.19879
2002,30-45 y.,Rural regions,Full-Time Employment,0.59832,1471,2414,0.57876,0.61788
2002,30-45 y.,Rural regions,Regular Part-Time Employment,0.13719,338,2414,0.12346,0.15091
2002,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03867,90,2414,0.03098,0.04636
2002,30-45 y.,Rural regions,Not Employed,0.21602,515,2414,0.19960,0.23244
2002,46-65 y.,Urban regions,Full-Time Employment,0.44263,2505,5242,0.42918,0.45608
2002,46-65 y.,Urban regions,Regular Part-Time Employment,0.11605,623,5242,0.10738,0.12473
2002,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03472,170,5242,0.02976,0.03967
2002,46-65 y.,Urban regions,Not Employed,0.40463,1944,5242,0.39134,0.41792
2002,46-65 y.,Rural regions,Full-Time Employment,0.41877,1192,2602,0.39981,0.43773
2002,46-65 y.,Rural regions,Regular Part-Time Employment,0.10865,282,2602,0.09669,0.12061
2002,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03405,82,2602,0.02708,0.04102
2002,46-65 y.,Rural regions,Not Employed,0.43570,1046,2602,0.41664,0.45476
2002,66 and older,Urban regions,Not Employed,0.97370,2276,2276,0.96713,0.98028
2002,66 and older,Rural regions,Not Employed,0.97523,1196,1196,0.96642,0.98404
2003,17-29 y.,Urban regions,Full-Time Employment,0.31429,768,2608,0.29647,0.33211
2003,17-29 y.,Urban regions,Regular Part-Time Employment,0.06526,142,2608,0.05578,0.07475
2003,17-29 y.,Urban regions,Vocational Training,0.12527,342,2608,0.11256,0.13797
2003,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.06518,190,2608,0.05571,0.07466
2003,17-29 y.,Urban regions,Not Employed,0.42590,1166,2608,0.40692,0.44488
2003,17-29 y.,Rural regions,Full-Time Employment,0.35892,443,1386,0.33366,0.38419
2003,17-29 y.,Rural regions,Regular Part-Time Employment,0.04351,52,1386,0.03276,0.05425
2003,17-29 y.,Rural regions,Vocational Training,0.15386,228,1386,0.13486,0.17286
2003,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04511,70,1386,0.03418,0.05604
2003,17-29 y.,Rural regions,Not Employed,0.39594,593,1386,0.37018,0.42170
2003,30-45 y.,Urban regions,Full-Time Employment,0.60611,2760,4656,0.59208,0.62015
2003,30-45 y.,Urban regions,Regular Part-Time Employment,0.15451,803,4656,0.14413,0.16490
2003,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04376,191,4656,0.03788,0.04964
2003,30-45 y.,Urban regions,Not Employed,0.19233,902,4656,0.18101,0.20366
2003,30-45 y.,Rural regions,Full-Time Employment,0.57943,1338,2239,0.55897,0.59988
2003,30-45 y.,Rural regions,Regular Part-Time Employment,0.14718,342,2239,0.13250,0.16186
2003,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03832,91,2239,0.03037,0.04627
2003,30-45 y.,Rural regions,Not Employed,0.22088,468,2239,0.20369,0.23807
2003,46-65 y.,Urban regions,Full-Time Employment,0.44745,2387,5039,0.43372,0.46118
2003,46-65 y.,Urban regions,Regular Part-Time Employment,0.10815,602,5039,0.09957,0.11672
2003,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03653,171,5039,0.03135,0.04171
2003,46-65 y.,Urban regions,Not Employed,0.40539,1879,5039,0.39183,0.41895
2003,46-65 y.,Rural regions,Full-Time Employment,0.40820,1121,2518,0.38900,0.42740
2003,46-65 y.,Rural regions,Regular Part-Time Employment,0.11722,293,2518,0.10465,0.12979
2003,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03988,88,2518,0.03224,0.04753
2003,46-65 y.,Rural regions,Not Employed,0.43219,1016,2518,0.41284,0.45154
2003,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.01540,36,2351,0.01042,0.02038
2003,66 and older,Urban regions,Not Employed,0.96981,2315,2351,0.96289,0.97673
2003,66 and older,Rural regions,Not Employed,0.96565,1206,1206,0.95537,0.97594
2004,17-29 y.,Urban regions,Full-Time Employment,0.31041,750,2577,0.29254,0.32828
2004,17-29 y.,Urban regions,Regular Part-Time Employment,0.05396,130,2577,0.04523,0.06268
2004,17-29 y.,Urban regions,Vocational Training,0.13889,337,2577,0.12554,0.15225
2004,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.06564,179,2577,0.05608,0.07520
2004,17-29 y.,Urban regions,Not Employed,0.42720,1181,2577,0.40810,0.44631
2004,17-29 y.,Rural regions,Full-Time Employment,0.33124,415,1370,0.30630,0.35617
2004,17-29 y.,Rural regions,Regular Part-Time Employment,0.05227,70,1370,0.04048,0.06406
2004,17-29 y.,Rural regions,Vocational Training,0.15186,221,1370,0.13285,0.17088
2004,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04001,64,1370,0.02963,0.05039
2004,17-29 y.,Rural regions,Not Employed,0.42154,600,1370,0.39538,0.44769
2004,30-45 y.,Urban regions,Full-Time Employment,0.60283,2635,4417,0.58840,0.61726
2004,30-45 y.,Urban regions,Regular Part-Time Employment,0.15476,740,4417,0.14409,0.16542
2004,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04766,209,4417,0.04137,0.05394
2004,30-45 y.,Urban regions,Not Employed,0.19039,833,4417,0.17881,0.20197
2004,30-45 y.,Rural regions,Full-Time Employment,0.58395,1229,2084,0.56278,0.60512
2004,30-45 y.,Rural regions,Regular Part-Time Employment,0.13486,308,2084,0.12019,0.14953
2004,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04518,103,2084,0.03626,0.05410
2004,30-45 y.,Rural regions,Not Employed,0.23042,444,2084,0.21233,0.24850
2004,46-65 y.,Urban regions,Full-Time Employment,0.45066,2309,4867,0.43668,0.46464
2004,46-65 y.,Urban regions,Regular Part-Time Employment,0.11463,611,4867,0.10568,0.12358
2004,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04169,186,4867,0.03607,0.04730
2004,46-65 y.,Urban regions,Not Employed,0.39158,1761,4867,0.37787,0.40530
2004,46-65 y.,Rural regions,Full-Time Employment,0.41338,1137,2488,0.39402,0.43273
2004,46-65 y.,Rural regions,Regular Part-Time Employment,0.11341,287,2488,0.10094,0.12587
2004,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04802,110,2488,0.03962,0.05642
2004,46-65 y.,Rural regions,Not Employed,0.42330,954,2488,0.40388,0.44272
2004,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.01978,53,2412,0.01423,0.02534
2004,66 and older,Urban regions,Not Employed,0.96535,2359,2412,0.95805,0.97265
2004,66 and older,Rural regions,Not Employed,0.96956,1250,1250,0.96003,0.97908
2005,17-29 y.,Urban regions,Full-Time Employment,0.30033,715,2515,0.28241,0.31825
2005,17-29 y.,Urban regions,Regular Part-Time Employment,0.05541,120,2515,0.04647,0.06435
2005,17-29 y.,Urban regions,Vocational Training,0.12967,315,2515,0.11654,0.14280
2005,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.07136,192,2515,0.06130,0.08142
2005,17-29 y.,Urban regions,Not Employed,0.43988,1173,2515,0.42047,0.45928
2005,17-29 y.,Rural regions,Full-Time Employment,0.32135,385,1302,0.29597,0.34672
2005,17-29 y.,Rural regions,Regular Part-Time Employment,0.05068,60,1302,0.03876,0.06259
2005,17-29 y.,Rural regions,Vocational Training,0.13579,180,1302,0.11717,0.15440
2005,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04555,69,1302,0.03422,0.05687
2005,17-29 y.,Rural regions,Not Employed,0.44314,608,1302,0.41615,0.47013
2005,30-45 y.,Urban regions,Full-Time Employment,0.59872,2444,4122,0.58376,0.61369
2005,30-45 y.,Urban regions,Regular Part-Time Employment,0.15781,680,4122,0.14668,0.16894
2005,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05196,222,4122,0.04518,0.05874
2005,30-45 y.,Urban regions,Not Employed,0.18710,776,4122,0.17520,0.19901
2005,30-45 y.,Rural regions,Full-Time Employment,0.56922,1123,1936,0.54716,0.59128
2005,30-45 y.,Rural regions,Regular Part-Time Employment,0.13904,292,1936,0.12363,0.15446
2005,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05178,101,1936,0.04190,0.06165
2005,30-45 y.,Rural regions,Not Employed,0.22847,420,1936,0.20976,0.24718
2005,46-65 y.,Urban regions,Full-Time Employment,0.45079,2174,4608,0.43642,0.46516
2005,46-65 y.,Urban regions,Regular Part-Time Employment,0.12114,606,4608,0.11172,0.13057
2005,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05004,202,4608,0.04374,0.05633
2005,46-65 y.,Urban regions,Not Employed,0.37571,1626,4608,0.36173,0.38970
2005,46-65 y.,Rural regions,Full-Time Employment,0.43468,1111,2400,0.41484,0.45451
2005,46-65 y.,Rural regions,Regular Part-Time Employment,0.11331,287,2400,0.10062,0.12599
2005,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04872,108,2400,0.04011,0.05734
2005,46-65 y.,Rural regions,Not Employed,0.40189,894,2400,0.38228,0.42151
2005,66 and older,Urban regions,Regular Part-Time Employment,0.01063,33,2465,0.00658,0.01468
2005,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.01532,43,2465,0.01047,0.02017
2005,66 and older,Urban regions,Not Employed,0.96831,2389,2465,0.96140,0.97523
2005,66 and older,Rural regions,Not Employed,0.96576,1239,1239,0.95563,0.97589
2006,17-29 y.,Urban regions,Full-Time Employment,0.30374,741,2581,0.28599,0.32148
2006,17-29 y.,Urban regions,Regular Part-Time Employment,0.05712,134,2581,0.04817,0.06608
2006,17-29 y.,Urban regions,Vocational Training,0.12168,293,2581,0.10907,0.13430
2006,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.08572,245,2581,0.07492,0.09652
2006,17-29 y.,Urban regions,Not Employed,0.42684,1168,2581,0.40775,0.44592
2006,17-29 y.,Rural regions,Full-Time Employment,0.32513,388,1387,0.30047,0.34979
2006,17-29 y.,Rural regions,Regular Part-Time Employment,0.03858,55,1387,0.02844,0.04872
2006,17-29 y.,Rural regions,Vocational Training,0.14128,213,1387,0.12294,0.15961
2006,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.07350,112,1387,0.05976,0.08724
2006,17-29 y.,Rural regions,Not Employed,0.41324,619,1387,0.38732,0.43917
2006,30-45 y.,Urban regions,Full-Time Employment,0.58208,2435,4211,0.56718,0.59698
2006,30-45 y.,Urban regions,Regular Part-Time Employment,0.16416,740,4211,0.15297,0.17535
2006,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05494,227,4211,0.04806,0.06183
2006,30-45 y.,Urban regions,Not Employed,0.19495,809,4211,0.18298,0.20692
2006,30-45 y.,Rural regions,Full-Time Employment,0.58649,1180,2049,0.56516,0.60782
2006,30-45 y.,Rural regions,Regular Part-Time Employment,0.13606,323,2049,0.12121,0.15091
2006,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05742,122,2049,0.04734,0.06749
2006,30-45 y.,Rural regions,Not Employed,0.21453,424,2049,0.19675,0.23231
2006,46-65 y.,Urban regions,Full-Time Employment,0.46010,2321,4931,0.44619,0.47401
2006,46-65 y.,Urban regions,Regular Part-Time Employment,0.11838,664,4931,0.10936,0.12739
2006,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05131,232,4931,0.04516,0.05747
2006,46-65 y.,Urban regions,Not Employed,0.36735,1714,4931,0.35390,0.38081
2006,46-65 y.,Rural regions,Full-Time Employment,0.43615,1196,2635,0.41721,0.45508
2006,46-65 y.,Rural regions,Regular Part-Time Employment,0.11350,341,2635,0.10139,0.12562
2006,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05089,124,2635,0.04249,0.05928
2006,46-65 y.,Rural regions,Not Employed,0.39824,974,2635,0.37955,0.41694
2006,66 and older,Urban regions,Full-Time Employment,0.01082,37,2877,0.00704,0.01461
2006,66 and older,Urban regions,Regular Part-Time Employment,0.01076,31,2877,0.00699,0.01453
2006,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.01321,53,2877,0.00904,0.01738
2006,66 and older,Urban regions,Not Employed,0.96521,2756,2877,0.95851,0.97190
2006,66 and older,Rural regions,Not Employed,0.95530,1486,1486,0.94479,0.96581
2007,17-29 y.,Urban regions,Full-Time Employment,0.31054,699,2432,0.29215,0.32894
2007,17-29 y.,Urban regions,Regular Part-Time Employment,0.06581,140,2432,0.05595,0.07566
2007,17-29 y.,Urban regions,Vocational Training,0.10654,250,2432,0.09428,0.11881
2007,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.09423,244,2432,0.08262,0.10585
2007,17-29 y.,Urban regions,Not Employed,0.42114,1099,2432,0.40151,0.44077
2007,17-29 y.,Rural regions,Full-Time Employment,0.31559,363,1299,0.29031,0.34087
2007,17-29 y.,Rural regions,Regular Part-Time Employment,0.05145,65,1299,0.03943,0.06346
2007,17-29 y.,Rural regions,Vocational Training,0.15625,204,1299,0.13650,0.17600
2007,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06563,88,1299,0.05215,0.07910
2007,17-29 y.,Rural regions,Not Employed,0.40899,579,1299,0.38224,0.43574
2007,30-45 y.,Urban regions,Full-Time Employment,0.58591,2229,3810,0.57026,0.60155
2007,30-45 y.,Urban regions,Regular Part-Time Employment,0.17667,723,3810,0.16456,0.18878
2007,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.06070,216,3810,0.05312,0.06829
2007,30-45 y.,Urban regions,Not Employed,0.17107,642,3810,0.15911,0.18302
2007,30-45 y.,Rural regions,Full-Time Employment,0.62531,1146,1878,0.60341,0.64721
2007,30-45 y.,Rural regions,Regular Part-Time Employment,0.14930,322,1878,0.13318,0.16542
2007,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05103,101,1878,0.04107,0.06098
2007,30-45 y.,Rural regions,Not Employed,0.16975,309,1878,0.15276,0.18673
2007,46-65 y.,Urban regions,Full-Time Employment,0.47487,2206,4562,0.46038,0.48936
