year,age_gr,bula_h,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,17-29 y.,Berlin,Full-Time Employment,0.32873,31,81,0.22579,0.43167
1997,17-29 y.,Berlin,Not Employed,0.50532,50,81,0.39575,0.61488
1997,17-29 y.,Brandenburg,Full-Time Employment,0.36320,51,108,0.27207,0.45432
1997,17-29 y.,Brandenburg,Not Employed,0.42878,57,108,0.33501,0.52256
1997,17-29 y.,Mecklenburg-Western Pomerania,Full-Time Employment,0.44621,42,83,0.33861,0.55380
1997,17-29 y.,Mecklenburg-Western Pomerania,Not Employed,0.41960,41,83,0.31278,0.52641
1997,17-29 y.,Saxony,Full-Time Employment,0.37569,91,228,0.31269,0.43869
1997,17-29 y.,Saxony,Vocational Training,0.14587,39,228,0.09995,0.19179
1997,17-29 y.,Saxony,Not Employed,0.43992,98,228,0.37535,0.50450
1997,17-29 y.,Saxony-Anhalt,Full-Time Employment,0.42920,65,127,0.34277,0.51562
1997,17-29 y.,Saxony-Anhalt,Not Employed,0.37194,62,127,0.28755,0.45633
1997,17-29 y.,Thuringa,Full-Time Employment,0.33627,53,124,0.25278,0.41976
1997,17-29 y.,Thuringa,Not Employed,0.47231,71,124,0.38408,0.56053
1997,30-45 y.,Schleswig-Holstein,Full-Time Employment,0.66333,58,58,0.54065,0.78601
1997,30-45 y.,Lower Saxony,Full-Time Employment,0.58959,218,355,0.53834,0.64083
1997,30-45 y.,Lower Saxony,Regular Part-Time Employment,0.15575,55,355,0.11797,0.19352
1997,30-45 y.,Lower Saxony,Not Employed,0.21782,82,355,0.17482,0.26082
1997,30-45 y.,North Rhine-Westphalia,Full-Time Employment,0.60001,507,839,0.56684,0.63318
1997,30-45 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.15442,126,839,0.12995,0.17889
1997,30-45 y.,North Rhine-Westphalia,Not Employed,0.21443,206,839,0.18664,0.24222
1997,30-45 y.,Hesse,Full-Time Employment,0.56860,163,280,0.51049,0.62672
1997,30-45 y.,Hesse,Regular Part-Time Employment,0.14466,40,280,0.10339,0.18594
1997,30-45 y.,Hesse,Not Employed,0.26934,77,280,0.21729,0.32140
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.61818,159,223,0.55427,0.68209
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.24216,64,223,0.18581,0.29852
1997,30-45 y.,Baden-Wuerttemberg,Full-Time Employment,0.61523,361,567,0.57514,0.65531
1997,30-45 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.12268,70,567,0.09565,0.14971
1997,30-45 y.,Baden-Wuerttemberg,Not Employed,0.21959,136,567,0.18549,0.25370
1997,30-45 y.,Bavaria,Full-Time Employment,0.62632,354,546,0.58570,0.66693
1997,30-45 y.,Bavaria,Regular Part-Time Employment,0.12519,68,546,0.09741,0.15298
1997,30-45 y.,Bavaria,Not Employed,0.20976,124,546,0.17557,0.24394
1997,30-45 y.,Berlin,Full-Time Employment,0.69581,128,128,0.61580,0.77583
1997,30-45 y.,Brandenburg,Full-Time Employment,0.68480,133,174,0.61557,0.75403
1997,30-45 y.,Brandenburg,Not Employed,0.18695,41,174,0.12885,0.24505
1997,30-45 y.,Mecklenburg-Western Pomerania,Full-Time Employment,0.63967,79,79,0.53312,0.74621
1997,30-45 y.,Saxony,Full-Time Employment,0.69730,249,338,0.64824,0.74635
1997,30-45 y.,Saxony,Regular Part-Time Employment,0.10708,32,338,0.07406,0.14009
1997,30-45 y.,Saxony,Not Employed,0.16827,57,338,0.12833,0.20822
1997,30-45 y.,Saxony-Anhalt,Full-Time Employment,0.70498,142,182,0.63854,0.77142
1997,30-45 y.,Saxony-Anhalt,Not Employed,0.20439,40,182,0.14564,0.26314
1997,30-45 y.,Thuringa,Full-Time Employment,0.66297,158,209,0.59873,0.72721
1997,30-45 y.,Thuringa,Not Employed,0.22871,51,209,0.17163,0.28579
1997,46-65 y.,Schleswig-Holstein,Full-Time Employment,0.39238,32,66,0.27368,0.51109
1997,46-65 y.,Schleswig-Holstein,Not Employed,0.45531,34,66,0.33424,0.57637
1997,46-65 y.,Lower Saxony,Full-Time Employment,0.43079,131,298,0.37447,0.48711
1997,46-65 y.,Lower Saxony,Regular Part-Time Employment,0.08690,31,298,0.05486,0.11893
1997,46-65 y.,Lower Saxony,Not Employed,0.46336,136,298,0.40664,0.52007
1997,46-65 y.,North Rhine-Westphalia,Full-Time Employment,0.46693,347,732,0.43076,0.50309
1997,46-65 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.10991,78,732,0.08723,0.13258
1997,46-65 y.,North Rhine-Westphalia,Not Employed,0.40574,307,732,0.37015,0.44134
1997,46-65 y.,Hesse,Full-Time Employment,0.41814,124,266,0.35875,0.47752
1997,46-65 y.,Hesse,Regular Part-Time Employment,0.12332,33,266,0.08373,0.16291
1997,46-65 y.,Hesse,Not Employed,0.44251,109,266,0.38271,0.50231
1997,46-65 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.37311,69,164,0.29887,0.44736
1997,46-65 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.54631,95,164,0.46988,0.62274
1997,46-65 y.,Baden-Wuerttemberg,Full-Time Employment,0.42020,198,467,0.37539,0.46502
1997,46-65 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.11182,48,467,0.08321,0.14043
1997,46-65 y.,Baden-Wuerttemberg,Not Employed,0.44804,221,467,0.40289,0.49320
1997,46-65 y.,Bavaria,Full-Time Employment,0.45942,210,443,0.41296,0.50588
1997,46-65 y.,Bavaria,Regular Part-Time Employment,0.11102,44,443,0.08174,0.14031
1997,46-65 y.,Bavaria,Not Employed,0.40101,189,443,0.35532,0.44670
1997,46-65 y.,Berlin,Full-Time Employment,0.46753,81,158,0.38948,0.54558
1997,46-65 y.,Berlin,Not Employed,0.46850,77,158,0.39044,0.54655
1997,46-65 y.,Brandenburg,Full-Time Employment,0.44233,92,180,0.36957,0.51509
1997,46-65 y.,Brandenburg,Not Employed,0.50021,88,180,0.42696,0.57346
1997,46-65 y.,Mecklenburg-Western Pomerania,Full-Time Employment,0.31816,56,121,0.23482,0.40149
1997,46-65 y.,Mecklenburg-Western Pomerania,Not Employed,0.58577,65,121,0.49763,0.67390
1997,46-65 y.,Saxony,Full-Time Employment,0.41999,173,336,0.36714,0.47284
1997,46-65 y.,Saxony,Not Employed,0.52588,163,336,0.47241,0.57935
1997,46-65 y.,Saxony-Anhalt,Full-Time Employment,0.38488,98,211,0.31907,0.45069
1997,46-65 y.,Saxony-Anhalt,Not Employed,0.57598,113,211,0.50914,0.64282
1997,46-65 y.,Thuringa,Full-Time Employment,0.40309,89,180,0.33124,0.47495
1997,46-65 y.,Thuringa,Not Employed,0.53431,91,180,0.46124,0.60739
1997,66 and older,Schleswig-Holstein,Not Employed,0.98509,34,34,0.94374,1.02644
1997,66 and older,Lower Saxony,Not Employed,0.97552,125,125,0.94832,1.00272
1997,66 and older,North Rhine-Westphalia,Not Employed,0.96670,273,273,0.94537,0.98802
1997,66 and older,Hesse,Not Employed,0.99138,111,111,0.97411,1.00866
1997,66 and older,Baden-Wuerttemberg,Not Employed,0.97385,187,187,0.95091,0.99678
1997,66 and older,Bavaria,Not Employed,0.96774,196,196,0.94294,0.99254
1997,66 and older,Berlin,Not Employed,0.96124,61,61,0.91240,1.01008
1997,66 and older,Brandenburg,Not Employed,0.99240,66,66,0.97128,1.01351
1997,66 and older,Mecklenburg-Western Pomerania,Not Employed,0.96369,33,33,0.89889,1.02850
1997,66 and older,Saxony,Not Employed,0.99759,140,140,0.98943,1.00574
1998,17-29 y.,Lower Saxony,Full-Time Employment,0.37795,111,246,0.31723,0.43867
1998,17-29 y.,Lower Saxony,Vocational Training,0.12252,36,246,0.08146,0.16358
1998,17-29 y.,Lower Saxony,Not Employed,0.40003,99,246,0.33868,0.46137
1998,17-29 y.,North Rhine-Westphalia,Full-Time Employment,0.38141,238,588,0.34211,0.42070
1998,17-29 y.,North Rhine-Westphalia,Vocational Training,0.10306,67,588,0.07846,0.12765
1998,17-29 y.,North Rhine-Westphalia,Not Employed,0.44769,283,588,0.40746,0.48792
1998,17-29 y.,Hesse,Full-Time Employment,0.39541,84,155,0.31819,0.47264
1998,17-29 y.,Hesse,Not Employed,0.34992,71,155,0.27459,0.42525
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.40884,67,127,0.32300,0.49469
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.36714,60,127,0.28298,0.45131
1998,17-29 y.,Baden-Wuerttemberg,Full-Time Employment,0.42577,186,413,0.37802,0.47351
1998,17-29 y.,Baden-Wuerttemberg,Vocational Training,0.12904,57,413,0.09667,0.16142
1998,17-29 y.,Baden-Wuerttemberg,Not Employed,0.36390,170,413,0.31744,0.41035
1998,17-29 y.,Bavaria,Full-Time Employment,0.39574,173,379,0.34644,0.44504
1998,17-29 y.,Bavaria,Vocational Training,0.11052,44,379,0.07892,0.14213
1998,17-29 y.,Bavaria,Not Employed,0.42224,162,379,0.37245,0.47203
1998,17-29 y.,Berlin,Full-Time Employment,0.31327,35,89,0.21636,0.41018
1998,17-29 y.,Berlin,Not Employed,0.49399,54,89,0.38953,0.59845
1998,17-29 y.,Brandenburg,Full-Time Employment,0.38581,50,110,0.29443,0.47720
1998,17-29 y.,Brandenburg,Not Employed,0.36137,60,110,0.27118,0.45156
1998,17-29 y.,Mecklenburg-Western Pomerania,Full-Time Employment,0.34325,35,80,0.23855,0.44795
1998,17-29 y.,Mecklenburg-Western Pomerania,Not Employed,0.46448,45,80,0.35450,0.57446
1998,17-29 y.,Saxony,Full-Time Employment,0.38458,96,252,0.32439,0.44477
1998,17-29 y.,Saxony,Vocational Training,0.19524,51,252,0.14621,0.24428
1998,17-29 y.,Saxony,Not Employed,0.40314,105,252,0.34245,0.46382
1998,17-29 y.,Saxony-Anhalt,Full-Time Employment,0.35341,55,142,0.27451,0.43232
1998,17-29 y.,Saxony-Anhalt,Vocational Training,0.18650,32,142,0.12221,0.25080
1998,17-29 y.,Saxony-Anhalt,Not Employed,0.40189,55,142,0.32096,0.48281
1998,17-29 y.,Thuringa,Full-Time Employment,0.37297,63,165,0.29895,0.44698
1998,17-29 y.,Thuringa,Vocational Training,0.15613,33,165,0.10057,0.21168
1998,17-29 y.,Thuringa,Not Employed,0.40708,69,165,0.33188,0.48227
1998,30-45 y.,Schleswig-Holstein,Full-Time Employment,0.65804,83,83,0.55536,0.76071
1998,30-45 y.,Lower Saxony,Full-Time Employment,0.60064,252,402,0.55270,0.64857
1998,30-45 y.,Lower Saxony,Regular Part-Time Employment,0.14363,57,402,0.10931,0.17796
1998,30-45 y.,Lower Saxony,Not Employed,0.20248,93,402,0.16314,0.24181
1998,30-45 y.,North Rhine-Westphalia,Full-Time Employment,0.60772,587,976,0.57708,0.63837
1998,30-45 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.14732,138,976,0.12507,0.16956
1998,30-45 y.,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.02373,32,976,0.01418,0.03329
1998,30-45 y.,North Rhine-Westphalia,Not Employed,0.21810,219,976,0.19218,0.24402
1998,30-45 y.,Hesse,Full-Time Employment,0.56545,181,302,0.50945,0.62145
1998,30-45 y.,Hesse,Regular Part-Time Employment,0.16066,42,302,0.11917,0.20214
1998,30-45 y.,Hesse,Not Employed,0.25420,79,302,0.20501,0.30339
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.58021,178,281,0.52240,0.63801
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.15566,36,281,0.11320,0.19813
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.21588,67,281,0.16769,0.26408
1998,30-45 y.,Baden-Wuerttemberg,Full-Time Employment,0.61196,391,620,0.57357,0.65035
1998,30-45 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.14733,81,620,0.11941,0.17525
1998,30-45 y.,Baden-Wuerttemberg,Not Employed,0.20394,148,620,0.17220,0.23568
1998,30-45 y.,Bavaria,Full-Time Employment,0.61822,392,609,0.57960,0.65684
1998,30-45 y.,Bavaria,Regular Part-Time Employment,0.13701,77,609,0.10968,0.16434
1998,30-45 y.,Bavaria,Not Employed,0.20579,140,609,0.17366,0.23793
1998,30-45 y.,Berlin,Full-Time Employment,0.70391,133,133,0.62603,0.78179
1998,30-45 y.,Brandenburg,Full-Time Employment,0.71759,136,175,0.65071,0.78448
1998,30-45 y.,Brandenburg,Not Employed,0.19935,39,175,0.13999,0.25872
1998,30-45 y.,Mecklenburg-Western Pomerania,Full-Time Employment,0.63697,82,115,0.54869,0.72524
1998,30-45 y.,Mecklenburg-Western Pomerania,Not Employed,0.25516,33,115,0.17513,0.33518
1998,30-45 y.,Saxony,Full-Time Employment,0.67665,267,378,0.62943,0.72386
1998,30-45 y.,Saxony,Regular Part-Time Employment,0.09836,39,378,0.06830,0.12842
1998,30-45 y.,Saxony,Not Employed,0.20420,72,378,0.16351,0.24489
1998,30-45 y.,Saxony-Anhalt,Full-Time Employment,0.70740,147,190,0.64253,0.77226
1998,30-45 y.,Saxony-Anhalt,Not Employed,0.23277,43,190,0.17252,0.29302
1998,30-45 y.,Thuringa,Full-Time Employment,0.61582,159,222,0.55170,0.67995
1998,30-45 y.,Thuringa,Not Employed,0.28304,63,222,0.22365,0.34244
1998,46-65 y.,Schleswig-Holstein,Full-Time Employment,0.38838,44,84,0.28352,0.49323
1998,46-65 y.,Schleswig-Holstein,Not Employed,0.43462,40,84,0.32798,0.54127
1998,46-65 y.,Lower Saxony,Full-Time Employment,0.41339,151,343,0.36120,0.46558
1998,46-65 y.,Lower Saxony,Regular Part-Time Employment,0.10155,39,343,0.06954,0.13356
1998,46-65 y.,Lower Saxony,Not Employed,0.45756,153,343,0.40476,0.51036
1998,46-65 y.,North Rhine-Westphalia,Full-Time Employment,0.46701,392,872,0.43387,0.50014
1998,46-65 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.10680,91,872,0.08629,0.12731
1998,46-65 y.,North Rhine-Westphalia,Not Employed,0.41384,389,872,0.38113,0.44655
1998,46-65 y.,Hesse,Full-Time Employment,0.43651,141,301,0.38039,0.49263
1998,46-65 y.,Hesse,Regular Part-Time Employment,0.11516,38,301,0.07904,0.15128
1998,46-65 y.,Hesse,Not Employed,0.41866,122,301,0.36284,0.47449
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.38694,85,198,0.31893,0.45495
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.52450,113,198,0.45476,0.59424
1998,46-65 y.,Baden-Wuerttemberg,Full-Time Employment,0.42352,217,506,0.38043,0.46662
1998,46-65 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.11168,58,506,0.08421,0.13916
1998,46-65 y.,Baden-Wuerttemberg,Not Employed,0.43342,231,506,0.39019,0.47664
1998,46-65 y.,Bavaria,Full-Time Employment,0.48192,256,529,0.43930,0.52454
1998,46-65 y.,Bavaria,Regular Part-Time Employment,0.10505,60,529,0.07889,0.13120
1998,46-65 y.,Bavaria,Not Employed,0.38342,213,529,0.34195,0.42490
1998,46-65 y.,Berlin,Full-Time Employment,0.48933,82,155,0.41038,0.56829
1998,46-65 y.,Berlin,Not Employed,0.45037,73,155,0.37179,0.52895
1998,46-65 y.,Brandenburg,Full-Time Employment,0.35612,83,197,0.28908,0.42315
1998,46-65 y.,Brandenburg,Not Employed,0.55538,114,197,0.48581,0.62495
1998,46-65 y.,Mecklenburg-Western Pomerania,Full-Time Employment,0.35989,61,126,0.27575,0.44404
1998,46-65 y.,Mecklenburg-Western Pomerania,Not Employed,0.53534,65,126,0.44790,0.62277
1998,46-65 y.,Saxony,Full-Time Employment,0.46069,191,362,0.40928,0.51211
1998,46-65 y.,Saxony,Not Employed,0.47704,171,362,0.42551,0.52856
1998,46-65 y.,Saxony-Anhalt,Full-Time Employment,0.33841,99,231,0.27726,0.39956
1998,46-65 y.,Saxony-Anhalt,Not Employed,0.61583,132,231,0.55297,0.67869
1998,46-65 y.,Thuringa,Full-Time Employment,0.39860,99,203,0.33108,0.46612
1998,46-65 y.,Thuringa,Not Employed,0.53440,104,203,0.46561,0.60319
1998,66 and older,Schleswig-Holstein,Not Employed,0.98495,52,52,0.95153,1.01837
1998,66 and older,Lower Saxony,Not Employed,0.97740,142,142,0.95287,1.00193
1998,66 and older,North Rhine-Westphalia,Not Employed,0.97468,340,340,0.95796,0.99140
1998,66 and older,Hesse,Not Employed,0.97879,126,126,0.95354,1.00405
1998,66 and older,Baden-Wuerttemberg,Not Employed,0.96816,204,204,0.94401,0.99231
1998,66 and older,Bavaria,Not Employed,0.97497,266,266,0.95616,0.99378
1998,66 and older,Berlin,Not Employed,0.97742,67,67,0.94158,1.01326
1998,66 and older,Brandenburg,Not Employed,0.98523,67,67,0.95612,1.01433
1998,66 and older,Saxony,Not Employed,0.99295,148,148,0.97943,1.00648
1999,17-29 y.,Lower Saxony,Full-Time Employment,0.33326,97,228,0.27193,0.39458
1999,17-29 y.,Lower Saxony,Vocational Training,0.13947,38,228,0.09440,0.18454
1999,17-29 y.,Lower Saxony,Not Employed,0.38359,93,228,0.32033,0.44684
1999,17-29 y.,North Rhine-Westphalia,Full-Time Employment,0.38413,226,560,0.34381,0.42446
1999,17-29 y.,North Rhine-Westphalia,Vocational Training,0.09184,56,560,0.06790,0.11578
1999,17-29 y.,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.07981,34,560,0.05735,0.10228
1999,17-29 y.,North Rhine-Westphalia,Not Employed,0.40332,244,560,0.36265,0.44399
1999,17-29 y.,Hesse,Full-Time Employment,0.42579,72,131,0.34079,0.51079
1999,17-29 y.,Hesse,Not Employed,0.31308,59,131,0.23336,0.39280
1999,17-29 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.35013,58,105,0.25845,0.44181
1999,17-29 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.36710,47,105,0.27446,0.45974
1999,17-29 y.,Baden-Wuerttemberg,Full-Time Employment,0.43055,188,388,0.38122,0.47988
1999,17-29 y.,Baden-Wuerttemberg,Vocational Training,0.14045,52,388,0.10583,0.17506
1999,17-29 y.,Baden-Wuerttemberg,Not Employed,0.35510,148,388,0.30742,0.40278
1999,17-29 y.,Bavaria,Full-Time Employment,0.43703,173,335,0.38384,0.49023
1999,17-29 y.,Bavaria,Vocational Training,0.14703,45,335,0.10905,0.18501
1999,17-29 y.,Bavaria,Not Employed,0.31904,117,335,0.26906,0.36903
1999,17-29 y.,Berlin,Not Employed,0.57718,58,58,0.44893,0.70543
1999,17-29 y.,Brandenburg,Full-Time Employment,0.32763,45,104,0.23698,0.41827
1999,17-29 y.,Brandenburg,Not Employed,0.43475,59,104,0.33902,0.53049
1999,17-29 y.,Mecklenburg-Western Pomerania,Full-Time Employment,0.37949,36,75,0.26892,0.49005
1999,17-29 y.,Mecklenburg-Western Pomerania,Not Employed,0.41743,39,75,0.30508,0.52979
1999,17-29 y.,Saxony,Full-Time Employment,0.39071,90,238,0.32859,0.45283
1999,17-29 y.,Saxony,Vocational Training,0.18768,47,238,0.13797,0.23739
1999,17-29 y.,Saxony,Not Employed,0.38802,101,238,0.32598,0.45006
1999,17-29 y.,Saxony-Anhalt,Full-Time Employment,0.40434,56,115,0.31425,0.49443
1999,17-29 y.,Saxony-Anhalt,Not Employed,0.35102,59,115,0.26340,0.43864
1999,17-29 y.,Thuringa,Full-Time Employment,0.40816,66,120,0.31985,0.49646
1999,17-29 y.,Thuringa,Not Employed,0.38537,54,120,0.29792,0.47281
1999,30-45 y.,Schleswig-Holstein,Full-Time Employment,0.63662,77,77,0.52849,0.74476
1999,30-45 y.,Lower Saxony,Full-Time Employment,0.63815,257,392,0.59052,0.68578
1999,30-45 y.,Lower Saxony,Regular Part-Time Employment,0.13441,56,392,0.10060,0.16822
1999,30-45 y.,Lower Saxony,Not Employed,0.15975,79,392,0.12344,0.19607
1999,30-45 y.,North Rhine-Westphalia,Full-Time Employment,0.63305,575,935,0.60214,0.66396
1999,30-45 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.14581,132,935,0.12317,0.16844
1999,30-45 y.,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.03797,40,935,0.02571,0.05022
1999,30-45 y.,North Rhine-Westphalia,Not Employed,0.18024,188,935,0.15558,0.20489
1999,30-45 y.,Hesse,Full-Time Employment,0.54410,170,274,0.48502,0.60318
1999,30-45 y.,Hesse,Regular Part-Time Employment,0.12769,37,274,0.08810,0.16728
1999,30-45 y.,Hesse,Not Employed,0.25721,67,274,0.20536,0.30906
1999,30-45 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.60714,181,274,0.54921,0.66508
1999,30-45 y.,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.10496,33,274,0.06860,0.14132
1999,30-45 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.18981,60,274,0.14329,0.23633
1999,30-45 y.,Baden-Wuerttemberg,Full-Time Employment,0.58781,380,624,0.54916,0.62646
1999,30-45 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.14360,81,624,0.11607,0.17114
1999,30-45 y.,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.06111,31,624,0.04230,0.07992
1999,30-45 y.,Baden-Wuerttemberg,Not Employed,0.20415,132,624,0.17249,0.23580
1999,30-45 y.,Bavaria,Full-Time Employment,0.64538,410,637,0.60820,0.68256
1999,30-45 y.,Bavaria,Regular Part-Time Employment,0.13044,81,637,0.10427,0.15662
1999,30-45 y.,Bavaria,"Marginal, Irregular Part-Time Employment",0.05242,31,637,0.03510,0.06975
1999,30-45 y.,Bavaria,Not Employed,0.16825,115,637,0.13917,0.19732
1999,30-45 y.,Berlin,Full-Time Employment,0.69769,129,129,0.61813,0.77725
1999,30-45 y.,Brandenburg,Full-Time Employment,0.70426,125,158,0.63287,0.77564
1999,30-45 y.,Brandenburg,Not Employed,0.17135,33,158,0.11241,0.23030
1999,30-45 y.,Mecklenburg-Western Pomerania,Full-Time Employment,0.68766,89,89,0.59083,0.78449
1999,30-45 y.,Saxony,Full-Time Employment,0.68185,256,376,0.63471,0.72899
1999,30-45 y.,Saxony,Regular Part-Time Employment,0.11251,45,376,0.08052,0.14449
1999,30-45 y.,Saxony,Not Employed,0.19231,75,376,0.15242,0.23220
1999,30-45 y.,Saxony-Anhalt,Full-Time Employment,0.72297,147,183,0.65795,0.78799
1999,30-45 y.,Saxony-Anhalt,Not Employed,0.18625,36,183,0.12969,0.24281
1999,30-45 y.,Thuringa,Full-Time Employment,0.64673,166,217,0.58299,0.71048
1999,30-45 y.,Thuringa,Not Employed,0.24685,51,217,0.18935,0.30436
1999,46-65 y.,Schleswig-Holstein,Full-Time Employment,0.42529,44,81,0.31695,0.53362
1999,46-65 y.,Schleswig-Holstein,Not Employed,0.39956,37,81,0.29223,0.50690
1999,46-65 y.,Lower Saxony,Full-Time Employment,0.40675,144,334,0.35399,0.45951
1999,46-65 y.,Lower Saxony,Regular Part-Time Employment,0.12560,43,334,0.09001,0.16120
1999,46-65 y.,Lower Saxony,Not Employed,0.44710,147,334,0.39370,0.50050
1999,46-65 y.,North Rhine-Westphalia,Full-Time Employment,0.48446,384,826,0.45036,0.51857
1999,46-65 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.09788,82,826,0.07760,0.11815
1999,46-65 y.,North Rhine-Westphalia,Not Employed,0.39136,360,826,0.35805,0.42466
1999,46-65 y.,Hesse,Full-Time Employment,0.42336,127,284,0.36580,0.48093
1999,46-65 y.,Hesse,Regular Part-Time Employment,0.14820,42,284,0.10680,0.18959
1999,46-65 y.,Hesse,Not Employed,0.39779,115,284,0.34077,0.45482
1999,46-65 y.,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.37903,75,183,0.30855,0.44951
1999,46-65 y.,"Rhineland-Palatinate, Saarland",Not Employed,0.52454,108,183,0.45199,0.59710
1999,46-65 y.,Baden-Wuerttemberg,Full-Time Employment,0.43209,201,460,0.38677,0.47741
1999,46-65 y.,Baden-Wuerttemberg,Regular Part-Time Employment,0.11423,52,460,0.08513,0.14333
1999,46-65 y.,Baden-Wuerttemberg,Not Employed,0.41319,207,460,0.36815,0.45824
1999,46-65 y.,Bavaria,Full-Time Employment,0.48544,238,486,0.44096,0.52992
1999,46-65 y.,Bavaria,Regular Part-Time Employment,0.09277,51,486,0.06695,0.11858
1999,46-65 y.,Bavaria,Not Employed,0.37884,197,486,0.33567,0.42201
1999,46-65 y.,Berlin,Full-Time Employment,0.45633,77,152,0.37688,0.53577
1999,46-65 y.,Berlin,Not Employed,0.47536,75,152,0.39570,0.55501
1999,46-65 y.,Brandenburg,Full-Time Employment,0.41304,88,186,0.34209,0.48400
1999,46-65 y.,Brandenburg,Not Employed,0.47935,98,186,0.40736,0.55134
1999,46-65 y.,Mecklenburg-Western Pomerania,Full-Time Employment,0.39129,61,117,0.30247,0.48010
1999,46-65 y.,Mecklenburg-Western Pomerania,Not Employed,0.49553,56,117,0.40454,0.58652
1999,46-65 y.,Saxony,Full-Time Employment,0.41986,167,336,0.36701,0.47271
1999,46-65 y.,Saxony,Not Employed,0.49075,169,336,0.43722,0.54429
1999,46-65 y.,Saxony-Anhalt,Full-Time Employment,0.40174,111,234,0.33879,0.46469
1999,46-65 y.,Saxony-Anhalt,Not Employed,0.56282,123,234,0.49913,0.62651
1999,46-65 y.,Thuringa,Full-Time Employment,0.41875,104,207,0.35138,0.48613
1999,46-65 y.,Thuringa,Not Employed,0.49766,103,207,0.42938,0.56594
1999,66 and older,Schleswig-Holstein,Not Employed,0.98478,39,39,0.94586,1.02371
1999,66 and older,Lower Saxony,Not Employed,0.97640,141,141,0.95125,1.00154
1999,66 and older,North Rhine-Westphalia,Not Employed,0.96201,312,312,0.94076,0.98326
1999,66 and older,Hesse,Not Employed,0.97204,125,125,0.94302,1.00106
1999,66 and older,Baden-Wuerttemberg,Not Employed,0.96980,204,204,0.94626,0.99334
1999,66 and older,Bavaria,Not Employed,0.95715,257,257,0.93234,0.98196
1999,66 and older,Berlin,Not Employed,0.97888,65,65,0.94366,1.01411
1999,66 and older,Saxony,Not Employed,0.99275,149,149,0.97908,1.00642
1999,66 and older,Saxony-Anhalt,Not Employed,0.97283,86,86,0.93826,1.00739
2000,17-29 y.,Schleswig-Holstein,Full-Time Employment,0.46318,40,77,0.35107,0.57529
2000,17-29 y.,Schleswig-Holstein,Not Employed,0.34203,37,77,0.23537,0.44869
2000,17-29 y.,Lower Saxony,Full-Time Employment,0.36782,137,347,0.31700,0.41863
2000,17-29 y.,Lower Saxony,Vocational Training,0.13354,57,347,0.09770,0.16938
2000,17-29 y.,Lower Saxony,Not Employed,0.37798,153,347,0.32688,0.42907
2000,17-29 y.,North Rhine-Westphalia,Full-Time Employment,0.40884,352,940,0.37739,0.44028
2000,17-29 y.,North Rhine-Westphalia,Regular Part-Time Employment,0.05562,56,940,0.04096,0.07028
2000,17-29 y.,North Rhine-Westphalia,Vocational Training,0.11602,119,940,0.09554,0.13650
2000,17-29 y.,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.05157,46,940,0.03742,0.06572
2000,17-29 y.,North Rhine-Westphalia,Not Employed,0.36318,367,940,0.33242,0.39394
2000,17-29 y.,Hesse,Full-Time Employment,0.40333,110,263,0.34393,0.46273
2000,17-29 y.,Hesse,Vocational Training,0.11031,36,263,0.07238,0.14825
2000,17-29 y.,Hesse,Not Employed,0.36832,117,263,0.30991,0.42673
