year,age_gr,migback,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02824,74,2910,0.02222,0.03425
1995,46-65 y.,No migration background,Not Employed,0.43426,1218,2910,0.41624,0.45227
1995,46-65 y.,Direct migration background,Full-Time Employment,0.41778,479,1024,0.38756,0.44800
1995,46-65 y.,Direct migration background,Regular Part-Time Employment,0.06924,62,1024,0.05369,0.08480
1995,46-65 y.,Direct migration background,Not Employed,0.48733,483,1024,0.45670,0.51796
1995,66 and older,No migration background,Not Employed,0.97593,1276,1276,0.96751,0.98434
1995,66 and older,Direct migration background,Not Employed,0.99697,210,210,0.98951,1.00442
1996,17-29 y.,No migration background,Full-Time Employment,0.42948,937,2165,0.40862,0.45033
1996,17-29 y.,No migration background,Regular Part-Time Employment,0.05315,109,2165,0.04370,0.06261
1996,17-29 y.,No migration background,Vocational Training,0.11926,283,2165,0.10561,0.13292
1996,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03056,52,2165,0.02331,0.03781
1996,17-29 y.,No migration background,Not Employed,0.36754,784,2165,0.34723,0.38786
1996,17-29 y.,Direct migration background,Full-Time Employment,0.34209,201,495,0.30025,0.38392
1996,17-29 y.,Direct migration background,Vocational Training,0.09587,44,495,0.06991,0.12183
1996,17-29 y.,Direct migration background,Not Employed,0.47303,250,495,0.42901,0.51706
1996,17-29 y.,Indirect migration background,Full-Time Employment,0.29540,160,436,0.25253,0.33827
1996,17-29 y.,Indirect migration background,Vocational Training,0.18979,78,436,0.15294,0.22665
1996,17-29 y.,Indirect migration background,Not Employed,0.46599,198,436,0.41911,0.51287
1996,30-45 y.,No migration background,Full-Time Employment,0.63758,2269,3498,0.62165,0.65351
1996,30-45 y.,No migration background,Regular Part-Time Employment,0.13972,453,3498,0.12823,0.15121
1996,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02684,86,3498,0.02148,0.03219
1996,30-45 y.,No migration background,Not Employed,0.19014,690,3498,0.17713,0.20315
1996,30-45 y.,Direct migration background,Full-Time Employment,0.57176,499,829,0.53806,0.60547
1996,30-45 y.,Direct migration background,Regular Part-Time Employment,0.11043,94,829,0.08908,0.13178
1996,30-45 y.,Direct migration background,Not Employed,0.28313,236,829,0.25244,0.31381
1996,30-45 y.,Indirect migration background,Full-Time Employment,0.46109,34,34,0.29101,0.63116
1996,46-65 y.,No migration background,Full-Time Employment,0.44450,1340,2906,0.42643,0.46257
1996,46-65 y.,No migration background,Regular Part-Time Employment,0.09178,264,2906,0.08128,0.10228
1996,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02240,62,2906,0.01702,0.02778
1996,46-65 y.,No migration background,Not Employed,0.44080,1240,2906,0.42274,0.45885
1996,46-65 y.,Direct migration background,Full-Time Employment,0.42390,438,970,0.39278,0.45502
1996,46-65 y.,Direct migration background,Regular Part-Time Employment,0.07370,70,970,0.05725,0.09015
1996,46-65 y.,Direct migration background,Not Employed,0.48213,462,970,0.45066,0.51359
1996,66 and older,No migration background,Not Employed,0.97487,1281,1281,0.96630,0.98345
1996,66 and older,Direct migration background,Not Employed,0.98875,223,223,0.97487,1.00262
1997,17-29 y.,No migration background,Full-Time Employment,0.41734,877,2075,0.39612,0.43856
1997,17-29 y.,No migration background,Regular Part-Time Employment,0.04974,85,2075,0.04038,0.05909
1997,17-29 y.,No migration background,Vocational Training,0.11618,269,2075,0.10239,0.12997
1997,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03204,56,2075,0.02446,0.03962
1997,17-29 y.,No migration background,Not Employed,0.38425,788,2075,0.36331,0.40518
1997,17-29 y.,Direct migration background,Full-Time Employment,0.36729,193,453,0.32285,0.41173
1997,17-29 y.,Direct migration background,Vocational Training,0.08774,36,453,0.06166,0.11382
1997,17-29 y.,Direct migration background,Not Employed,0.45722,224,453,0.41129,0.50315
1997,17-29 y.,Indirect migration background,Full-Time Employment,0.30302,162,445,0.26027,0.34577
1997,17-29 y.,Indirect migration background,Vocational Training,0.20931,88,445,0.17147,0.24715
1997,17-29 y.,Indirect migration background,Not Employed,0.42281,195,445,0.37686,0.46877
1997,30-45 y.,No migration background,Full-Time Employment,0.63825,2237,3456,0.62223,0.65428
1997,30-45 y.,No migration background,Regular Part-Time Employment,0.13071,429,3456,0.11947,0.14195
1997,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02569,85,3456,0.02042,0.03097
1997,30-45 y.,No migration background,Not Employed,0.20182,705,3456,0.18843,0.21520
1997,30-45 y.,Direct migration background,Full-Time Employment,0.56777,478,797,0.53336,0.60219
1997,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09610,77,797,0.07562,0.11657
1997,30-45 y.,Direct migration background,Not Employed,0.29807,242,797,0.26630,0.32985
1997,30-45 y.,Indirect migration background,Full-Time Employment,0.38418,35,35,0.22069,0.54768
1997,46-65 y.,No migration background,Full-Time Employment,0.43147,1315,2893,0.41342,0.44953
1997,46-65 y.,No migration background,Regular Part-Time Employment,0.09455,271,2893,0.08388,0.10521
1997,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01784,55,2893,0.01301,0.02266
1997,46-65 y.,No migration background,Not Employed,0.45564,1252,2893,0.43749,0.47379
1997,46-65 y.,Direct migration background,Full-Time Employment,0.43230,405,929,0.40042,0.46417
1997,46-65 y.,Direct migration background,Regular Part-Time Employment,0.08298,66,929,0.06523,0.10073
1997,46-65 y.,Direct migration background,Not Employed,0.47370,458,929,0.44157,0.50582
1997,66 and older,No migration background,Not Employed,0.97916,1311,1311,0.97143,0.98690
1997,66 and older,Direct migration background,Not Employed,0.98552,229,229,0.97001,1.00103
1998,17-29 y.,No migration background,Full-Time Employment,0.40140,914,2243,0.38111,0.42169
1998,17-29 y.,No migration background,Regular Part-Time Employment,0.04483,85,2243,0.03626,0.05339
1998,17-29 y.,No migration background,Vocational Training,0.12862,317,2243,0.11476,0.14248
1998,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03357,63,2243,0.02611,0.04103
1998,17-29 y.,No migration background,Not Employed,0.39054,864,2243,0.37035,0.41074
1998,17-29 y.,Direct migration background,Full-Time Employment,0.36991,165,414,0.32335,0.41647
1998,17-29 y.,Direct migration background,Vocational Training,0.11601,42,414,0.08512,0.14689
1998,17-29 y.,Direct migration background,Not Employed,0.45211,207,414,0.40411,0.50011
1998,17-29 y.,Indirect migration background,Full-Time Employment,0.29800,160,461,0.25620,0.33979
1998,17-29 y.,Indirect migration background,Vocational Training,0.18021,89,461,0.14508,0.21533
1998,17-29 y.,Indirect migration background,Not Employed,0.47305,212,461,0.42742,0.51867
1998,30-45 y.,No migration background,Full-Time Employment,0.63060,2522,3924,0.61550,0.64570
1998,30-45 y.,No migration background,Regular Part-Time Employment,0.13516,482,3924,0.12446,0.14586
1998,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02435,107,3924,0.01952,0.02917
1998,30-45 y.,No migration background,Not Employed,0.20263,813,3924,0.19005,0.21521
1998,30-45 y.,Direct migration background,Full-Time Employment,0.56410,457,762,0.52887,0.59933
1998,30-45 y.,Direct migration background,Regular Part-Time Employment,0.12454,80,762,0.10108,0.14801
1998,30-45 y.,Direct migration background,Not Employed,0.27714,225,762,0.24534,0.30894
1998,30-45 y.,Indirect migration background,Full-Time Employment,0.55115,53,53,0.41596,0.68634
1998,46-65 y.,No migration background,Full-Time Employment,0.43331,1527,3442,0.41675,0.44987
1998,46-65 y.,No migration background,Regular Part-Time Employment,0.09617,337,3442,0.08632,0.10602
1998,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02104,77,3442,0.01625,0.02584
1998,46-65 y.,No migration background,Not Employed,0.44844,1501,3442,0.43182,0.46506
1998,46-65 y.,Direct migration background,Full-Time Employment,0.45962,408,919,0.42738,0.49186
1998,46-65 y.,Direct migration background,Regular Part-Time Employment,0.07329,65,919,0.05643,0.09015
1998,46-65 y.,Direct migration background,Not Employed,0.45811,446,919,0.42588,0.49035
1998,66 and older,No migration background,Not Employed,0.97944,1566,1566,0.97240,0.98647
1998,66 and older,Direct migration background,Not Employed,0.98882,244,244,0.97560,1.00204
1999,17-29 y.,No migration background,Full-Time Employment,0.39247,853,2122,0.37169,0.41325
1999,17-29 y.,No migration background,Regular Part-Time Employment,0.04992,101,2122,0.04066,0.05919
1999,17-29 y.,No migration background,Vocational Training,0.13671,300,2122,0.12209,0.15133
1999,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05180,101,2122,0.04237,0.06123
1999,17-29 y.,No migration background,Not Employed,0.36828,767,2122,0.34775,0.38880
1999,17-29 y.,Direct migration background,Full-Time Employment,0.41613,146,341,0.36373,0.46852
1999,17-29 y.,Direct migration background,Vocational Training,0.09438,34,341,0.06330,0.12545
1999,17-29 y.,Direct migration background,Not Employed,0.40300,161,341,0.35086,0.45513
1999,17-29 y.,Indirect migration background,Full-Time Employment,0.32004,170,449,0.27685,0.36324
1999,17-29 y.,Indirect migration background,Vocational Training,0.18288,83,449,0.14709,0.21868
1999,17-29 y.,Indirect migration background,Not Employed,0.42942,196,449,0.38358,0.47526
1999,30-45 y.,No migration background,Full-Time Employment,0.64579,2508,3843,0.63067,0.66091
1999,30-45 y.,No migration background,Regular Part-Time Employment,0.12762,493,3843,0.11707,0.13817
1999,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04444,153,3843,0.03792,0.05095
1999,30-45 y.,No migration background,Not Employed,0.17513,689,3843,0.16311,0.18715
1999,30-45 y.,Direct migration background,Full-Time Employment,0.55599,431,712,0.51947,0.59251
1999,30-45 y.,Direct migration background,Regular Part-Time Employment,0.12687,76,712,0.10241,0.15133
1999,30-45 y.,Direct migration background,Not Employed,0.26809,205,712,0.23553,0.30065
1999,30-45 y.,Indirect migration background,Full-Time Employment,0.54693,63,63,0.42302,0.67084
1999,46-65 y.,No migration background,Full-Time Employment,0.44058,1493,3319,0.42368,0.45747
1999,46-65 y.,No migration background,Regular Part-Time Employment,0.09816,327,3319,0.08804,0.10829
1999,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02819,91,3319,0.02256,0.03382
1999,46-65 y.,No migration background,Not Employed,0.43157,1408,3319,0.41472,0.44843
1999,46-65 y.,Direct migration background,Full-Time Employment,0.46485,358,828,0.43085,0.49884
1999,46-65 y.,Direct migration background,Regular Part-Time Employment,0.07606,60,828,0.05799,0.09412
1999,46-65 y.,Direct migration background,Not Employed,0.42897,410,828,0.39523,0.46270
1999,66 and older,No migration background,Not Employed,0.97641,1508,1508,0.96875,0.98407
1999,66 and older,Direct migration background,Not Employed,0.97235,241,241,0.95160,0.99309
2000,17-29 y.,No migration background,Full-Time Employment,0.40162,1251,3366,0.38505,0.41818
2000,17-29 y.,No migration background,Regular Part-Time Employment,0.05246,169,3366,0.04492,0.05999
2000,17-29 y.,No migration background,Vocational Training,0.13909,523,3366,0.12740,0.15079
2000,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05005,151,3366,0.04268,0.05741
2000,17-29 y.,No migration background,Not Employed,0.35241,1272,3366,0.33627,0.36855
2000,17-29 y.,Direct migration background,Full-Time Employment,0.38451,202,565,0.34436,0.42466
2000,17-29 y.,Direct migration background,Regular Part-Time Employment,0.05697,40,565,0.03784,0.07610
2000,17-29 y.,Direct migration background,Vocational Training,0.08197,54,565,0.05933,0.10461
2000,17-29 y.,Direct migration background,Not Employed,0.42728,269,565,0.38645,0.46810
2000,17-29 y.,Indirect migration background,Full-Time Employment,0.33083,207,561,0.29186,0.36980
2000,17-29 y.,Indirect migration background,Vocational Training,0.15426,92,561,0.12434,0.18418
2000,17-29 y.,Indirect migration background,Not Employed,0.42784,262,561,0.38686,0.46882
2000,30-45 y.,No migration background,Full-Time Employment,0.64264,4276,6802,0.63125,0.65403
2000,30-45 y.,No migration background,Regular Part-Time Employment,0.14428,1008,6802,0.13593,0.15263
2000,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04025,272,6802,0.03558,0.04492
2000,30-45 y.,No migration background,Not Employed,0.16909,1246,6802,0.16018,0.17800
2000,30-45 y.,Direct migration background,Full-Time Employment,0.54916,651,1171,0.52065,0.57767
2000,30-45 y.,Direct migration background,Regular Part-Time Employment,0.13821,137,1171,0.11843,0.15798
2000,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.03155,36,1171,0.02153,0.04156
2000,30-45 y.,Direct migration background,Not Employed,0.27577,347,1171,0.25017,0.30138
2000,30-45 y.,Indirect migration background,Full-Time Employment,0.59056,97,134,0.50699,0.67414
2000,30-45 y.,Indirect migration background,Not Employed,0.21128,37,134,0.14190,0.28066
2000,46-65 y.,No migration background,Full-Time Employment,0.43645,2836,6546,0.42443,0.44846
2000,46-65 y.,No migration background,Regular Part-Time Employment,0.10781,693,6546,0.10029,0.11532
2000,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03125,184,6546,0.02703,0.03547
2000,46-65 y.,No migration background,Not Employed,0.42280,2833,6546,0.41083,0.43477
2000,46-65 y.,Direct migration background,Full-Time Employment,0.44779,501,1182,0.41942,0.47615
2000,46-65 y.,Direct migration background,Regular Part-Time Employment,0.10135,107,1182,0.08414,0.11856
2000,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.04056,34,1182,0.02931,0.05181
2000,46-65 y.,Direct migration background,Not Employed,0.41030,540,1182,0.38225,0.43836
2000,66 and older,No migration background,Not Employed,0.97143,3142,3142,0.96560,0.97725
2000,66 and older,Direct migration background,Not Employed,0.98221,348,348,0.96831,0.99612
2001,17-29 y.,No migration background,Full-Time Employment,0.38597,1074,3048,0.36869,0.40326
2001,17-29 y.,No migration background,Regular Part-Time Employment,0.04504,131,3048,0.03768,0.05240
2001,17-29 y.,No migration background,Vocational Training,0.15123,485,3048,0.13850,0.16395
2001,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05860,173,3048,0.05026,0.06694
2001,17-29 y.,No migration background,Not Employed,0.35711,1185,3048,0.34010,0.37412
2001,17-29 y.,Direct migration background,Full-Time Employment,0.31794,162,439,0.27433,0.36155
2001,17-29 y.,Direct migration background,Vocational Training,0.13618,67,439,0.10406,0.16830
2001,17-29 y.,Direct migration background,Not Employed,0.43111,210,439,0.38473,0.47749
2001,17-29 y.,Indirect migration background,Full-Time Employment,0.35036,182,509,0.30887,0.39185
2001,17-29 y.,Indirect migration background,Vocational Training,0.16926,91,509,0.13665,0.20186
2001,17-29 y.,Indirect migration background,Not Employed,0.40050,236,509,0.35789,0.44311
2001,30-45 y.,No migration background,Full-Time Employment,0.64206,3807,6085,0.63001,0.65411
2001,30-45 y.,No migration background,Regular Part-Time Employment,0.14808,945,6085,0.13916,0.15701
2001,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04011,248,6085,0.03518,0.04505
2001,30-45 y.,No migration background,Not Employed,0.16481,1085,6085,0.15549,0.17414
2001,30-45 y.,Direct migration background,Full-Time Employment,0.55499,584,1035,0.52470,0.58528
2001,30-45 y.,Direct migration background,Regular Part-Time Employment,0.13363,130,1035,0.11289,0.15437
2001,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.03526,31,1035,0.02402,0.04650
2001,30-45 y.,Direct migration background,Not Employed,0.26840,290,1035,0.24139,0.29541
2001,30-45 y.,Indirect migration background,Full-Time Employment,0.66781,108,148,0.59167,0.74395
2001,30-45 y.,Indirect migration background,Not Employed,0.20034,40,148,0.13564,0.26505
2001,46-65 y.,No migration background,Full-Time Employment,0.43969,2651,6008,0.42714,0.45225
2001,46-65 y.,No migration background,Regular Part-Time Employment,0.11431,665,6008,0.10627,0.12236
2001,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03151,185,6008,0.02709,0.03592
2001,46-65 y.,No migration background,Not Employed,0.41191,2507,6008,0.39946,0.42435
2001,46-65 y.,Direct migration background,Full-Time Employment,0.43840,453,1023,0.40798,0.46882
2001,46-65 y.,Direct migration background,Regular Part-Time Employment,0.09956,97,1023,0.08121,0.11792
2001,46-65 y.,Direct migration background,Not Employed,0.44282,473,1023,0.41237,0.47327
2001,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.01295,37,3003,0.00891,0.01699
2001,66 and older,No migration background,Not Employed,0.97269,2966,3003,0.96686,0.97852
2001,66 and older,Direct migration background,Not Employed,0.97755,326,326,0.96145,0.99366
2002,17-29 y.,No migration background,Full-Time Employment,0.34563,1002,3169,0.32907,0.36219
2002,17-29 y.,No migration background,Regular Part-Time Employment,0.05342,146,3169,0.04559,0.06125
2002,17-29 y.,No migration background,Vocational Training,0.16068,512,3169,0.14790,0.17347
2002,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04848,176,3169,0.04100,0.05596
2002,17-29 y.,No migration background,Not Employed,0.38835,1333,3169,0.37137,0.40532
2002,17-29 y.,Direct migration background,Full-Time Employment,0.31484,134,385,0.26838,0.36129
2002,17-29 y.,Direct migration background,Vocational Training,0.13328,55,385,0.09929,0.16728
2002,17-29 y.,Direct migration background,Not Employed,0.42780,196,385,0.37831,0.47729
2002,17-29 y.,Indirect migration background,Full-Time Employment,0.30966,167,480,0.26826,0.35107
2002,17-29 y.,Indirect migration background,Vocational Training,0.18779,81,480,0.15282,0.22277
2002,17-29 y.,Indirect migration background,Not Employed,0.42597,232,480,0.38168,0.47025
2002,30-45 y.,No migration background,Full-Time Employment,0.62231,3857,6254,0.61029,0.63432
2002,30-45 y.,No migration background,Regular Part-Time Employment,0.14650,1013,6254,0.13774,0.15527
2002,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04600,268,6254,0.04080,0.05119
2002,30-45 y.,No migration background,Not Employed,0.18068,1116,6254,0.17114,0.19022
2002,30-45 y.,Direct migration background,Full-Time Employment,0.53959,542,962,0.50808,0.57111
2002,30-45 y.,Direct migration background,Regular Part-Time Employment,0.12520,113,962,0.10428,0.14612
2002,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.03351,35,962,0.02214,0.04489
2002,30-45 y.,Direct migration background,Not Employed,0.28864,272,962,0.25999,0.31729
2002,30-45 y.,Indirect migration background,Full-Time Employment,0.59780,115,159,0.52134,0.67426
2002,30-45 y.,Indirect migration background,Not Employed,0.24441,44,159,0.17740,0.31142
2002,46-65 y.,No migration background,Full-Time Employment,0.43691,3233,6765,0.42509,0.44873
2002,46-65 y.,No migration background,Regular Part-Time Employment,0.11365,792,6765,0.10609,0.12122
2002,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03586,228,6765,0.03143,0.04029
2002,46-65 y.,No migration background,Not Employed,0.41132,2512,6765,0.39959,0.42305
2002,46-65 y.,Direct migration background,Full-Time Employment,0.42867,447,1013,0.39818,0.45916
2002,46-65 y.,Direct migration background,Regular Part-Time Employment,0.10366,99,1013,0.08488,0.12244
2002,46-65 y.,Direct migration background,Not Employed,0.43811,467,1013,0.40754,0.46868
2002,66 and older,No migration background,Full-Time Employment,0.00697,37,3228,0.00410,0.00984
2002,66 and older,No migration background,Regular Part-Time Employment,0.00881,37,3228,0.00559,0.01204
2002,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.00895,33,3228,0.00570,0.01220
2002,66 and older,No migration background,Not Employed,0.97527,3121,3228,0.96991,0.98063
2002,66 and older,Direct migration background,Not Employed,0.96645,338,338,0.94723,0.98568
2003,17-29 y.,No migration background,Full-Time Employment,0.34035,953,3115,0.32371,0.35699
2003,17-29 y.,No migration background,Regular Part-Time Employment,0.05680,143,3115,0.04867,0.06493
2003,17-29 y.,No migration background,Vocational Training,0.13479,455,3115,0.12280,0.14679
2003,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05753,205,3115,0.04935,0.06571
2003,17-29 y.,No migration background,Not Employed,0.40697,1359,3115,0.38971,0.42422
2003,17-29 y.,Direct migration background,Full-Time Employment,0.26349,102,355,0.21760,0.30938
2003,17-29 y.,Direct migration background,Regular Part-Time Employment,0.09488,31,355,0.06435,0.12541
2003,17-29 y.,Direct migration background,Vocational Training,0.10892,41,355,0.07646,0.14137
2003,17-29 y.,Direct migration background,Not Employed,0.47451,181,355,0.42249,0.52653
2003,17-29 y.,Indirect migration background,Full-Time Employment,0.32582,156,482,0.28394,0.36771
2003,17-29 y.,Indirect migration background,Vocational Training,0.15981,74,482,0.12706,0.19256
2003,17-29 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.07300,33,482,0.04975,0.09625
2003,17-29 y.,Indirect migration background,Not Employed,0.41134,219,482,0.36736,0.45532
2003,30-45 y.,No migration background,Full-Time Employment,0.61128,3502,5794,0.59872,0.62383
2003,30-45 y.,No migration background,Regular Part-Time Employment,0.15698,998,5794,0.14761,0.16634
2003,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04449,244,5794,0.03918,0.04980
2003,30-45 y.,No migration background,Not Employed,0.18136,1050,5794,0.17144,0.19128
2003,30-45 y.,Direct migration background,Full-Time Employment,0.52450,476,889,0.49165,0.55735
2003,30-45 y.,Direct migration background,Regular Part-Time Employment,0.12573,116,889,0.10393,0.14754
2003,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.02926,32,889,0.01818,0.04035
2003,30-45 y.,Direct migration background,Not Employed,0.30844,265,889,0.27806,0.33881
2003,30-45 y.,Indirect migration background,Full-Time Employment,0.56077,120,206,0.49284,0.62871
2003,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.14289,31,206,0.09499,0.19080
2003,30-45 y.,Indirect migration background,Not Employed,0.26026,55,206,0.20020,0.32033
2003,46-65 y.,No migration background,Full-Time Employment,0.43953,3077,6528,0.42749,0.45157
2003,46-65 y.,No migration background,Regular Part-Time Employment,0.10990,779,6528,0.10231,0.11749
2003,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03935,234,6528,0.03463,0.04407
2003,46-65 y.,No migration background,Not Employed,0.40852,2438,6528,0.39659,0.42044
2003,46-65 y.,Direct migration background,Full-Time Employment,0.41248,415,961,0.38134,0.44362
2003,46-65 y.,Direct migration background,Regular Part-Time Employment,0.11122,105,961,0.09133,0.13111
2003,46-65 y.,Direct migration background,Not Employed,0.44669,441,961,0.41525,0.47814
2003,66 and older,No migration background,Full-Time Employment,0.00863,36,3280,0.00547,0.01180
2003,66 and older,No migration background,Regular Part-Time Employment,0.00838,33,3280,0.00526,0.01150
2003,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.01401,46,3280,0.00998,0.01803
2003,66 and older,No migration background,Not Employed,0.96898,3165,3280,0.96304,0.97491
2003,66 and older,Direct migration background,Not Employed,0.96411,344,344,0.94442,0.98379
2004,17-29 y.,No migration background,Full-Time Employment,0.33466,926,3064,0.31795,0.35137
2004,17-29 y.,No migration background,Regular Part-Time Employment,0.05223,147,3064,0.04435,0.06011
2004,17-29 y.,No migration background,Vocational Training,0.14324,444,3064,0.13084,0.15565
2004,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.06119,201,3064,0.05270,0.06968
2004,17-29 y.,No migration background,Not Employed,0.40634,1346,3064,0.38894,0.42373
2004,17-29 y.,Direct migration background,Full-Time Employment,0.28653,104,291,0.23449,0.33856
2004,17-29 y.,Direct migration background,Not Employed,0.49982,187,291,0.44227,0.55737
2004,17-29 y.,Indirect migration background,Full-Time Employment,0.25122,135,468,0.21188,0.29056
2004,17-29 y.,Indirect migration background,Vocational Training,0.19751,85,468,0.16140,0.23362
2004,17-29 y.,Indirect migration background,Not Employed,0.45787,248,468,0.41268,0.50306
2004,30-45 y.,No migration background,Full-Time Employment,0.60989,3280,5436,0.59692,0.62286
2004,30-45 y.,No migration background,Regular Part-Time Employment,0.15091,910,5436,0.14139,0.16043
2004,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04936,267,5436,0.04360,0.05512
2004,30-45 y.,No migration background,Not Employed,0.18494,979,5436,0.17462,0.19526
2004,30-45 y.,Direct migration background,Full-Time Employment,0.52416,456,845,0.49046,0.55785
2004,30-45 y.,Direct migration background,Regular Part-Time Employment,0.13179,106,845,0.10897,0.15461
2004,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.03538,34,845,0.02292,0.04784
2004,30-45 y.,Direct migration background,Not Employed,0.30455,249,845,0.27350,0.33559
2004,30-45 y.,Indirect migration background,Full-Time Employment,0.59696,128,209,0.53030,0.66362
2004,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.17473,32,209,0.12313,0.22634
2004,30-45 y.,Indirect migration background,Not Employed,0.19175,49,209,0.13825,0.24526
2004,46-65 y.,No migration background,Full-Time Employment,0.44624,3043,6354,0.43402,0.45847
2004,46-65 y.,No migration background,Regular Part-Time Employment,0.11557,796,6354,0.10771,0.12343
2004,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04512,262,6354,0.04002,0.05022
2004,46-65 y.,No migration background,Not Employed,0.39119,2253,6354,0.37919,0.40319
2004,46-65 y.,Direct migration background,Full-Time Employment,0.40479,388,953,0.37361,0.43597
2004,46-65 y.,Direct migration background,Regular Part-Time Employment,0.09895,91,953,0.07998,0.11792
2004,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.03686,31,953,0.02489,0.04883
2004,46-65 y.,Direct migration background,Not Employed,0.45940,443,953,0.42774,0.49105
2004,66 and older,No migration background,Full-Time Employment,0.00865,39,3386,0.00553,0.01177
2004,66 and older,No migration background,Regular Part-Time Employment,0.00768,35,3386,0.00474,0.01062
2004,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.01678,61,3386,0.01245,0.02111
2004,66 and older,No migration background,Not Employed,0.96689,3251,3386,0.96086,0.97292
2004,66 and older,Direct migration background,Not Employed,0.96371,347,347,0.94401,0.98342
2005,17-29 y.,No migration background,Full-Time Employment,0.32201,888,2985,0.30524,0.33877
2005,17-29 y.,No migration background,Regular Part-Time Employment,0.05666,141,2985,0.04836,0.06495
2005,17-29 y.,No migration background,Vocational Training,0.13317,401,2985,0.12098,0.14536
2005,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.06042,205,2985,0.05187,0.06897
2005,17-29 y.,No migration background,Not Employed,0.42421,1350,2985,0.40648,0.44195
2005,17-29 y.,Direct migration background,Full-Time Employment,0.24846,72,243,0.19402,0.30291
2005,17-29 y.,Direct migration background,Not Employed,0.51019,171,243,0.44721,0.57317
2005,17-29 y.,Indirect migration background,Full-Time Employment,0.27579,140,470,0.23535,0.31624
2005,17-29 y.,Indirect migration background,Vocational Training,0.14072,70,470,0.10925,0.17219
2005,17-29 y.,Indirect migration background,Not Employed,0.47353,260,470,0.42834,0.51871
2005,30-45 y.,No migration background,Full-Time Employment,0.60622,3023,5026,0.59271,0.61972
2005,30-45 y.,No migration background,Regular Part-Time Employment,0.15362,836,5026,0.14365,0.16359
2005,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05128,259,5026,0.04518,0.05738
2005,30-45 y.,No migration background,Not Employed,0.18230,908,5026,0.17162,0.19297
2005,30-45 y.,Direct migration background,Full-Time Employment,0.49883,408,793,0.46401,0.53366
2005,30-45 y.,Direct migration background,Regular Part-Time Employment,0.14596,104,793,0.12137,0.17055
2005,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.06071,54,793,0.04408,0.07734
2005,30-45 y.,Direct migration background,Not Employed,0.28813,227,793,0.25659,0.31968
2005,30-45 y.,Indirect migration background,Full-Time Employment,0.58821,136,229,0.52432,0.65209
2005,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.14314,32,229,0.09768,0.18860
2005,30-45 y.,Indirect migration background,Not Employed,0.23514,61,229,0.18009,0.29018
