,Unnamed: 0,year,pgisced97,regtyp,plb0037_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
275,275,2003,Post-secondary Non-tertiary Level,Rural regions,Permanent job,1.0,129,10216,0.84465,1.15544
276,276,2003,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,552,10216,0.9426,1.0841
277,277,2003,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,280,10216,0.91047,1.09056
278,278,2003,Second Stage of Tertiary Education,Urban regions,Permanent job,0.88245,1628,10216,0.83836,0.9323
279,279,2003,Second Stage of Tertiary Education,Urban regions,Temporary job,0.11755,179,10216,0.10305,0.13267
280,280,2003,Second Stage of Tertiary Education,Rural regions,Permanent job,0.89768,661,10216,0.83048,0.964
281,281,2003,Second Stage of Tertiary Education,Rural regions,Temporary job,0.10232,72,10216,0.08094,0.12072
282,282,2004,Primary Level,Urban regions,Permanent job,1.0,53,9844,0.79537,1.23613
283,283,2004,Lower Secondary Level,Urban regions,Permanent job,0.62317,381,9844,0.57753,0.67766
284,284,2004,Lower Secondary Level,Urban regions,Temporary job,0.37683,234,9844,0.34138,0.4084
285,285,2004,Lower Secondary Level,Rural regions,Permanent job,0.52404,123,9844,0.46195,0.58872
286,286,2004,Lower Secondary Level,Rural regions,Temporary job,0.47596,162,9844,0.39681,0.55998
287,287,2004,Upper Secondary Level,Urban regions,Permanent job,0.90325,2818,9844,0.87796,0.92842
288,288,2004,Upper Secondary Level,Urban regions,Temporary job,0.09675,322,9844,0.0887,0.10595
289,289,2004,Upper Secondary Level,Rural regions,Permanent job,0.89281,1567,9844,0.85645,0.93054
290,290,2004,Upper Secondary Level,Rural regions,Temporary job,0.10719,221,9844,0.09772,0.11652
291,291,2004,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.85883,471,9844,0.79291,0.92494
292,292,2004,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.14117,58,9844,0.10771,0.17785
293,293,2004,Post-secondary Non-tertiary Level,Rural regions,Permanent job,1.0,129,9844,0.84613,1.13119
294,294,2004,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,538,9844,0.93553,1.08357
295,295,2004,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,277,9844,0.9019,1.10076
296,296,2004,Second Stage of Tertiary Education,Urban regions,Permanent job,0.86157,1585,9844,0.82194,0.90169
297,297,2004,Second Stage of Tertiary Education,Urban regions,Temporary job,0.13843,185,9844,0.12267,0.15874
298,298,2004,Second Stage of Tertiary Education,Rural regions,Permanent job,0.88253,644,9844,0.81846,0.95349
299,299,2004,Second Stage of Tertiary Education,Rural regions,Temporary job,0.11747,76,9844,0.09151,0.14388
300,300,2005,Primary Level,Urban regions,Permanent job,1.0,45,9483,0.74265,1.27991
301,301,2005,Lower Secondary Level,Urban regions,Permanent job,0.63984,354,9483,0.58351,0.69785
302,302,2005,Lower Secondary Level,Urban regions,Temporary job,0.36016,213,9483,0.31729,0.40064
303,303,2005,Lower Secondary Level,Rural regions,Permanent job,0.52491,121,9483,0.45395,0.59461
304,304,2005,Lower Secondary Level,Rural regions,Temporary job,0.47509,124,9483,0.40155,0.56
305,305,2005,Upper Secondary Level,Urban regions,Permanent job,0.90011,2725,9483,0.87358,0.92485
306,306,2005,Upper Secondary Level,Urban regions,Temporary job,0.09989,299,9483,0.09056,0.10975
307,307,2005,Upper Secondary Level,Rural regions,Permanent job,0.87362,1528,9483,0.8324,0.91184
308,308,2005,Upper Secondary Level,Rural regions,Temporary job,0.12638,194,9483,0.11302,0.1401
309,309,2005,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.90004,492,9483,0.82389,0.97413
310,310,2005,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.09996,45,9483,0.07541,0.12416
311,311,2005,Post-secondary Non-tertiary Level,Rural regions,Permanent job,1.0,131,9483,0.84942,1.15652
312,312,2005,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,518,9483,0.92423,1.08536
313,313,2005,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,273,9483,0.89385,1.09567
314,314,2005,Second Stage of Tertiary Education,Urban regions,Permanent job,0.88834,1562,9483,0.84512,0.9258
315,315,2005,Second Stage of Tertiary Education,Urban regions,Temporary job,0.11166,156,9483,0.09666,0.12978
316,316,2005,Second Stage of Tertiary Education,Rural regions,Permanent job,0.92308,648,9483,0.8551,1.00344
317,317,2005,Second Stage of Tertiary Education,Rural regions,Temporary job,0.07692,55,9483,0.05253,0.1008
318,318,2006,Primary Level,Urban regions,Permanent job,1.0,37,9941,0.73991,1.29243
319,319,2006,Lower Secondary Level,Urban regions,Permanent job,0.6589,344,9941,0.60728,0.70695
320,320,2006,Lower Secondary Level,Urban regions,Temporary job,0.3411,180,9941,0.29386,0.38183
321,321,2006,Lower Secondary Level,Rural regions,Permanent job,0.53425,125,9941,0.47178,0.61296
322,322,2006,Lower Secondary Level,Rural regions,Temporary job,0.46575,134,9941,0.40713,0.52526
323,323,2006,Upper Secondary Level,Urban regions,Permanent job,0.8833,2817,9941,0.85681,0.91033
324,324,2006,Upper Secondary Level,Urban regions,Temporary job,0.1167,353,9941,0.10692,0.12521
325,325,2006,Upper Secondary Level,Rural regions,Permanent job,0.869,1627,9941,0.83086,0.90209
326,326,2006,Upper Secondary Level,Rural regions,Temporary job,0.131,227,9941,0.11714,0.14506
327,327,2006,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.88415,494,9941,0.8177,0.94858
328,328,2006,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.11585,57,9941,0.09167,0.14128
329,329,2006,Post-secondary Non-tertiary Level,Rural regions,Permanent job,1.0,154,9941,0.85802,1.13663
330,330,2006,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,526,9941,0.93674,1.07346
331,331,2006,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,288,9941,0.90374,1.09836
332,332,2006,Second Stage of Tertiary Education,Urban regions,Permanent job,0.87184,1662,9941,0.83241,0.91259
333,333,2006,Second Stage of Tertiary Education,Urban regions,Temporary job,0.12816,191,9941,0.11101,0.14675
334,334,2006,Second Stage of Tertiary Education,Rural regions,Permanent job,0.9077,662,9941,0.83384,0.98657
335,335,2006,Second Stage of Tertiary Education,Rural regions,Temporary job,0.0923,63,9941,0.06641,0.11386
336,336,2007,Primary Level,Urban regions,Permanent job,1.0,32,9523,0.71176,1.30702
337,337,2007,Lower Secondary Level,Urban regions,Permanent job,0.68944,305,9523,0.62796,0.75245
338,338,2007,Lower Secondary Level,Urban regions,Temporary job,0.31056,156,9523,0.26881,0.3506
339,339,2007,Lower Secondary Level,Rural regions,Permanent job,0.50821,107,9523,0.45129,0.56717
340,340,2007,Lower Secondary Level,Rural regions,Temporary job,0.49179,121,9523,0.41192,0.57937
341,341,2007,Upper Secondary Level,Urban regions,Permanent job,0.87313,2680,9523,0.84601,0.90129
342,342,2007,Upper Secondary Level,Urban regions,Temporary job,0.12687,375,9523,0.11655,0.13826
343,343,2007,Upper Secondary Level,Rural regions,Permanent job,0.87671,1586,9523,0.83936,0.90885
344,344,2007,Upper Secondary Level,Rural regions,Temporary job,0.12329,221,9523,0.10863,0.1365
345,345,2007,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.86213,471,9523,0.79574,0.93298
346,346,2007,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.13787,62,9523,0.11139,0.1708
347,347,2007,Post-secondary Non-tertiary Level,Rural regions,Permanent job,1.0,166,9523,0.87906,1.11911
348,348,2007,First Stage of Tertiary Education,Urban regions,Permanent job,0.93101,473,9523,0.86379,0.99589
349,349,2007,First Stage of Tertiary Education,Urban regions,Temporary job,0.06899,37,9523,0.04795,0.09229
350,350,2007,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,277,9523,0.90411,1.11248
351,351,2007,Second Stage of Tertiary Education,Urban regions,Permanent job,0.86934,1566,9523,0.82604,0.91462
352,352,2007,Second Stage of Tertiary Education,Urban regions,Temporary job,0.13066,182,9523,0.11124,0.14925
353,353,2007,Second Stage of Tertiary Education,Rural regions,Permanent job,0.88251,630,9523,0.82022,0.9537
354,354,2007,Second Stage of Tertiary Education,Rural regions,Temporary job,0.11749,76,9523,0.09709,0.13879
355,355,2008,Primary Level,Urban regions,Permanent job,1.0,32,9106,0.70811,1.30703
356,356,2008,Lower Secondary Level,Urban regions,Permanent job,0.66451,286,9106,0.60175,0.72752
357,357,2008,Lower Secondary Level,Urban regions,Temporary job,0.33549,155,9106,0.28944,0.37827
358,358,2008,Lower Secondary Level,Rural regions,Permanent job,0.56047,106,9106,0.4786,0.63745
359,359,2008,Lower Secondary Level,Rural regions,Temporary job,0.43953,109,9106,0.37661,0.53333
360,360,2008,Upper Secondary Level,Urban regions,Permanent job,0.86812,2581,9106,0.83966,0.89796
361,361,2008,Upper Secondary Level,Urban regions,Temporary job,0.13188,357,9106,0.12104,0.14282
362,362,2008,Upper Secondary Level,Rural regions,Permanent job,0.8703,1534,9106,0.82471,0.90951
363,363,2008,Upper Secondary Level,Rural regions,Temporary job,0.1297,218,9106,0.11251,0.1462
364,364,2008,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.88736,453,9106,0.8157,0.96732
365,365,2008,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.11264,61,9106,0.08958,0.1381
366,366,2008,Post-secondary Non-tertiary Level,Rural regions,Permanent job,1.0,152,9106,0.85046,1.11647
367,367,2008,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,441,9106,0.91304,1.08478
368,368,2008,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,256,9106,0.89609,1.12
369,369,2008,Second Stage of Tertiary Education,Urban regions,Permanent job,0.87822,1513,9106,0.83438,0.91447
370,370,2008,Second Stage of Tertiary Education,Urban regions,Temporary job,0.12178,180,9106,0.10633,0.14175
371,371,2008,Second Stage of Tertiary Education,Rural regions,Permanent job,0.87412,601,9106,0.80032,0.937
372,372,2008,Second Stage of Tertiary Education,Rural regions,Temporary job,0.12588,71,9106,0.09333,0.15382
373,373,2009,Lower Secondary Level,Urban regions,Permanent job,0.6137,250,8477,0.53817,0.67519
374,374,2009,Lower Secondary Level,Urban regions,Temporary job,0.3863,160,8477,0.33725,0.45604
375,375,2009,Lower Secondary Level,Rural regions,Permanent job,0.6284,97,8477,0.52333,0.75225
376,376,2009,Lower Secondary Level,Rural regions,Temporary job,0.3716,87,8477,0.30831,0.44131
377,377,2009,Upper Secondary Level,Urban regions,Permanent job,0.86202,2349,8477,0.82998,0.89748
378,378,2009,Upper Secondary Level,Urban regions,Temporary job,0.13798,342,8477,0.12243,0.15001
379,379,2009,Upper Secondary Level,Rural regions,Permanent job,0.86649,1474,8477,0.81988,0.91331
380,380,2009,Upper Secondary Level,Rural regions,Temporary job,0.13351,192,8477,0.11404,0.15542
381,381,2009,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.91381,421,8477,0.81374,1.00904
382,382,2009,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.08619,49,8477,0.07039,0.10692
383,383,2009,Post-secondary Non-tertiary Level,Rural regions,Permanent job,1.0,139,8477,0.84726,1.15343
384,384,2009,First Stage of Tertiary Education,Urban regions,Permanent job,0.92099,391,8477,0.82681,1.00966
385,385,2009,First Stage of Tertiary Education,Urban regions,Temporary job,0.07901,34,8477,0.05464,0.10608
386,386,2009,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,255,8477,0.88912,1.14755
387,387,2009,Second Stage of Tertiary Education,Urban regions,Permanent job,0.87736,1397,8477,0.82522,0.93867
388,388,2009,Second Stage of Tertiary Education,Urban regions,Temporary job,0.12264,176,8477,0.10561,0.14298
389,389,2009,Second Stage of Tertiary Education,Rural regions,Permanent job,0.87903,595,8477,0.79925,0.96108
390,390,2009,Second Stage of Tertiary Education,Rural regions,Temporary job,0.12097,69,8477,0.09009,0.15727
391,391,2010,Primary Level,Urban regions,Permanent job,1.0,51,11743,0.6499,1.38494
392,392,2010,Lower Secondary Level,Urban regions,Permanent job,0.62096,367,11743,0.55799,0.69347
393,393,2010,Lower Secondary Level,Urban regions,Temporary job,0.37904,216,11743,0.32988,0.44102
394,394,2010,Lower Secondary Level,Rural regions,Permanent job,0.55837,155,11743,0.43734,0.68026
395,395,2010,Lower Secondary Level,Rural regions,Temporary job,0.44163,125,11743,0.3439,0.56741
396,396,2010,Upper Secondary Level,Urban regions,Permanent job,0.87111,3047,11743,0.8379,0.90767
397,397,2010,Upper Secondary Level,Urban regions,Temporary job,0.12889,442,11743,0.11687,0.14096
398,398,2010,Upper Secondary Level,Rural regions,Permanent job,0.85634,2061,11743,0.80539,0.9069
399,399,2010,Upper Secondary Level,Rural regions,Temporary job,0.14366,328,11743,0.1259,0.16375
400,400,2010,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.89151,677,11743,0.79963,0.99062
401,401,2010,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.10849,79,11743,0.07964,0.14347
402,402,2010,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.87545,239,11743,0.7146,1.06471
403,403,2010,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.12455,39,11743,0.07759,0.18227
404,404,2010,First Stage of Tertiary Education,Urban regions,Permanent job,0.92722,490,11743,0.83169,1.02696
405,405,2010,First Stage of Tertiary Education,Urban regions,Temporary job,0.07278,42,11743,0.04707,0.10476
406,406,2010,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,331,11743,0.85642,1.14239
407,407,2010,Second Stage of Tertiary Education,Urban regions,Permanent job,0.86938,1917,11743,0.82305,0.92116
408,408,2010,Second Stage of Tertiary Education,Urban regions,Temporary job,0.13062,321,11743,0.11312,0.14875
409,409,2010,Second Stage of Tertiary Education,Rural regions,Permanent job,0.87304,736,11743,0.79492,0.9554
410,410,2010,Second Stage of Tertiary Education,Rural regions,Temporary job,0.12696,80,11743,0.0932,0.16948
411,411,2011,Primary Level,Urban regions,Permanent job,1.0,56,14188,0.69226,1.34971
412,412,2011,Lower Secondary Level,Urban regions,Permanent job,0.66284,453,14188,0.595,0.72854
413,413,2011,Lower Secondary Level,Urban regions,Temporary job,0.33716,224,14188,0.28937,0.39341
414,414,2011,Lower Secondary Level,Rural regions,Permanent job,0.59135,220,14188,0.50852,0.70377
415,415,2011,Lower Secondary Level,Rural regions,Temporary job,0.40865,156,14188,0.34419,0.46187
416,416,2011,Upper Secondary Level,Urban regions,Permanent job,0.86384,3656,14188,0.82868,0.89578
417,417,2011,Upper Secondary Level,Urban regions,Temporary job,0.13616,518,14188,0.12466,0.14764
418,418,2011,Upper Secondary Level,Rural regions,Permanent job,0.85326,2516,14188,0.81418,0.89186
419,419,2011,Upper Secondary Level,Rural regions,Temporary job,0.14674,389,14188,0.13106,0.16402
420,420,2011,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.89549,817,14188,0.82585,0.99336
421,421,2011,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.10451,102,14188,0.08282,0.13109
422,422,2011,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.85443,308,14188,0.74229,0.95822
423,423,2011,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.14557,50,14188,0.09872,0.19673
424,424,2011,First Stage of Tertiary Education,Urban regions,Permanent job,0.93589,570,14188,0.8311,1.02567
425,425,2011,First Stage of Tertiary Education,Urban regions,Temporary job,0.06411,39,14188,0.04252,0.09085
426,426,2011,First Stage of Tertiary Education,Rural regions,Permanent job,0.88275,399,14188,0.77162,0.97649
427,427,2011,First Stage of Tertiary Education,Rural regions,Temporary job,0.11725,34,14188,0.06604,0.16768
428,428,2011,Second Stage of Tertiary Education,Urban regions,Permanent job,0.85622,2307,14188,0.80683,0.90291
429,429,2011,Second Stage of Tertiary Education,Urban regions,Temporary job,0.14378,353,14188,0.12621,0.16643
430,430,2011,Second Stage of Tertiary Education,Rural regions,Permanent job,0.89825,921,14188,0.82947,0.97733
431,431,2011,Second Stage of Tertiary Education,Rural regions,Temporary job,0.10175,100,14188,0.07601,0.13813
432,432,2012,Primary Level,Urban regions,Permanent job,1.0,69,14110,0.75102,1.34297
433,433,2012,Lower Secondary Level,Urban regions,Permanent job,0.69809,459,14110,0.63599,0.7702
434,434,2012,Lower Secondary Level,Urban regions,Temporary job,0.30191,240,14110,0.26091,0.33975
435,435,2012,Lower Secondary Level,Rural regions,Permanent job,0.62256,232,14110,0.52998,0.7373
436,436,2012,Lower Secondary Level,Rural regions,Temporary job,0.37744,171,14110,0.31518,0.44676
437,437,2012,Upper Secondary Level,Urban regions,Permanent job,0.85403,3508,14110,0.82331,0.88361
438,438,2012,Upper Secondary Level,Urban regions,Temporary job,0.14597,571,14110,0.13182,0.16223
439,439,2012,Upper Secondary Level,Rural regions,Permanent job,0.87293,2569,14110,0.83003,0.913
440,440,2012,Upper Secondary Level,Rural regions,Temporary job,0.12707,410,14110,0.1155,0.13994
441,441,2012,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.869,818,14110,0.80806,0.95287
442,442,2012,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.131,113,14110,0.10353,0.16155
443,443,2012,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.84083,327,14110,0.70714,0.96776
444,444,2012,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.15917,53,14110,0.10651,0.21213
445,445,2012,First Stage of Tertiary Education,Urban regions,Permanent job,0.93321,558,14110,0.84456,1.01319
446,446,2012,First Stage of Tertiary Education,Urban regions,Temporary job,0.06679,39,14110,0.04122,0.09257
447,447,2012,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,389,14110,0.8892,1.1133
448,448,2012,Second Stage of Tertiary Education,Urban regions,Permanent job,0.84785,2243,14110,0.80708,0.89015
449,449,2012,Second Stage of Tertiary Education,Urban regions,Temporary job,0.15215,351,14110,0.13442,0.16894
450,450,2012,Second Stage of Tertiary Education,Rural regions,Permanent job,0.88405,893,14110,0.81891,0.95125
451,451,2012,Second Stage of Tertiary Education,Rural regions,Temporary job,0.11595,97,14110,0.09167,0.1522
452,452,2013,Primary Level,Urban regions,Permanent job,0.70452,100,15956,0.57833,0.8434
453,453,2013,Primary Level,Urban regions,Temporary job,0.29548,50,15956,0.20064,0.42214
454,454,2013,Primary Level,Rural regions,Permanent job,1.0,51,15956,0.6934,1.36841
455,455,2013,Lower Secondary Level,Urban regions,Permanent job,0.65384,693,15956,0.60167,0.70943
456,456,2013,Lower Secondary Level,Urban regions,Temporary job,0.34616,426,15956,0.29719,0.38962
457,457,2013,Lower Secondary Level,Rural regions,Permanent job,0.66381,281,15956,0.56211,0.7727
458,458,2013,Lower Secondary Level,Rural regions,Temporary job,0.33619,206,15956,0.29351,0.39217
459,459,2013,Upper Secondary Level,Urban regions,Permanent job,0.84286,3813,15956,0.81358,0.87603
460,460,2013,Upper Secondary Level,Urban regions,Temporary job,0.15714,713,15956,0.14081,0.1722
461,461,2013,Upper Secondary Level,Rural regions,Permanent job,0.87712,2628,15956,0.83528,0.92035
462,462,2013,Upper Secondary Level,Rural regions,Temporary job,0.12288,423,15956,0.10981,0.13805
463,463,2013,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.8719,1018,15956,0.79318,0.94271
464,464,2013,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.1281,169,15956,0.09998,0.15362
465,465,2013,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.89496,373,15956,0.7813,1.00256
466,466,2013,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.10504,50,15956,0.0709,0.14221
467,467,2013,First Stage of Tertiary Education,Urban regions,Permanent job,0.92608,556,15956,0.85158,1.03257
468,468,2013,First Stage of Tertiary Education,Urban regions,Temporary job,0.07392,38,15956,0.03784,0.10654
469,469,2013,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,345,15956,0.8884,1.12895
470,470,2013,Second Stage of Tertiary Education,Urban regions,Permanent job,0.84558,2496,15956,0.80238,0.90071
471,471,2013,Second Stage of Tertiary Education,Urban regions,Temporary job,0.15442,455,15956,0.13546,0.1698
472,472,2013,Second Stage of Tertiary Education,Rural regions,Permanent job,0.87081,944,15956,0.78658,0.92939
473,473,2013,Second Stage of Tertiary Education,Rural regions,Temporary job,0.12919,128,15956,0.10259,0.15986
474,474,2014,Primary Level,Urban regions,Permanent job,0.7898,80,14038,0.61542,0.94055
475,475,2014,Primary Level,Urban regions,Temporary job,0.2102,35,14038,0.13009,0.30883
476,476,2014,Primary Level,Rural regions,Permanent job,1.0,38,14038,0.69108,1.34681
477,477,2014,Lower Secondary Level,Urban regions,Permanent job,0.66313,581,14038,0.60685,0.73811
478,478,2014,Lower Secondary Level,Urban regions,Temporary job,0.33687,338,14038,0.29451,0.37744
479,479,2014,Lower Secondary Level,Rural regions,Permanent job,0.62554,244,14038,0.52609,0.74594
480,480,2014,Lower Secondary Level,Rural regions,Temporary job,0.37446,168,14038,0.29602,0.46027
481,481,2014,Upper Secondary Level,Urban regions,Permanent job,0.82836,3333,14038,0.79247,0.85892
482,482,2014,Upper Secondary Level,Urban regions,Temporary job,0.17164,634,14038,0.15361,0.19274
483,483,2014,Upper Secondary Level,Rural regions,Permanent job,0.87574,2376,14038,0.83713,0.91854
484,484,2014,Upper Secondary Level,Rural regions,Temporary job,0.12426,349,14038,0.10963,0.13977
485,485,2014,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.8671,899,14038,0.77341,0.95205
486,486,2014,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.1329,141,14038,0.10967,0.16638
487,487,2014,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.82139,330,14038,0.69339,0.94516
488,488,2014,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.17861,59,14038,0.1276,0.23316
489,489,2014,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,512,14038,0.89071,1.12265
490,490,2014,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,319,14038,0.86264,1.15203
491,491,2014,Second Stage of Tertiary Education,Urban regions,Permanent job,0.8431,2246,14038,0.79795,0.88496
492,492,2014,Second Stage of Tertiary Education,Urban regions,Temporary job,0.1569,395,14038,0.13649,0.17882
493,493,2014,Second Stage of Tertiary Education,Rural regions,Permanent job,0.85995,851,14038,0.78238,0.93581
494,494,2014,Second Stage of Tertiary Education,Rural regions,Temporary job,0.14005,110,14038,0.10469,0.18214
495,495,2015,Primary Level,Urban regions,Permanent job,0.74647,98,13979,0.58586,0.90591
496,496,2015,Primary Level,Urban regions,Temporary job,0.25353,36,13979,0.12452,0.40358
497,497,2015,Primary Level,Rural regions,Permanent job,1.0,39,13979,0.62277,1.36583
498,498,2015,Lower Secondary Level,Urban regions,Permanent job,0.64711,528,13979,0.57649,0.7151
499,499,2015,Lower Secondary Level,Urban regions,Temporary job,0.35289,319,13979,0.29803,0.40259
500,500,2015,Lower Secondary Level,Rural regions,Permanent job,0.65687,271,13979,0.56896,0.77645
501,501,2015,Lower Secondary Level,Rural regions,Temporary job,0.34313,155,13979,0.2685,0.42894
502,502,2015,Upper Secondary Level,Urban regions,Permanent job,0.83387,3202,13979,0.80389,0.87403
503,503,2015,Upper Secondary Level,Urban regions,Temporary job,0.16613,632,13979,0.14927,0.18061
504,504,2015,Upper Secondary Level,Rural regions,Permanent job,0.88335,2295,13979,0.84179,0.92361
505,505,2015,Upper Secondary Level,Rural regions,Temporary job,0.11665,362,13979,0.09925,0.13442
506,506,2015,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.882,924,13979,0.80272,0.94877
507,507,2015,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.118,151,13979,0.09637,0.14768
508,508,2015,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.86038,349,13979,0.75162,0.99176
509,509,2015,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.13962,56,13979,0.08599,0.1823
510,510,2015,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,498,13979,0.90413,1.1014
511,511,2015,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,316,13979,0.8593,1.13372
512,512,2015,Second Stage of Tertiary Education,Urban regions,Permanent job,0.84152,2302,13979,0.80069,0.88655
513,513,2015,Second Stage of Tertiary Education,Urban regions,Temporary job,0.15848,447,13979,0.13588,0.17985
514,514,2015,Second Stage of Tertiary Education,Rural regions,Permanent job,0.85809,872,13979,0.79118,0.94353
515,515,2015,Second Stage of Tertiary Education,Rural regions,Temporary job,0.14191,127,13979,0.10661,0.18977
516,516,2016,Primary Level,Urban regions,Permanent job,0.6516,89,13016,0.47102,0.82413
517,517,2016,Primary Level,Urban regions,Temporary job,0.3484,60,13016,0.17004,0.57614
518,518,2016,Primary Level,Rural regions,Permanent job,0.65244,37,13016,0.40864,1.09462
519,519,2016,Primary Level,Rural regions,Temporary job,0.34756,31,13016,0.10498,0.76338
520,520,2016,Lower Secondary Level,Urban regions,Permanent job,0.66996,455,13016,0.5979,0.75023
521,521,2016,Lower Secondary Level,Urban regions,Temporary job,0.33004,307,13016,0.29014,0.38694
522,522,2016,Lower Secondary Level,Rural regions,Permanent job,0.62208,229,13016,0.51406,0.76197
523,523,2016,Lower Secondary Level,Rural regions,Temporary job,0.37792,179,13016,0.31239,0.46908
524,524,2016,Upper Secondary Level,Urban regions,Permanent job,0.82802,2968,13016,0.78923,0.86175
525,525,2016,Upper Secondary Level,Urban regions,Temporary job,0.17198,593,13016,0.15061,0.18988
526,526,2016,Upper Secondary Level,Rural regions,Permanent job,0.87945,2103,13016,0.83303,0.91903
527,527,2016,Upper Secondary Level,Rural regions,Temporary job,0.12055,333,13016,0.1038,0.13595
528,528,2016,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.86163,912,13016,0.79722,0.9511
529,529,2016,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.13837,142,13016,0.11468,0.16295
530,530,2016,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.86562,329,13016,0.74052,0.99967
531,531,2016,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.13438,55,13016,0.09591,0.18019
532,532,2016,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,437,13016,0.88814,1.1157
533,533,2016,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,291,13016,0.8572,1.15024
534,534,2016,Second Stage of Tertiary Education,Urban regions,Permanent job,0.83773,2109,13016,0.78698,0.87783
535,535,2016,Second Stage of Tertiary Education,Urban regions,Temporary job,0.16227,435,13016,0.14264,0.18094
536,536,2016,Second Stage of Tertiary Education,Rural regions,Permanent job,0.87822,802,13016,0.79288,0.96715
537,537,2016,Second Stage of Tertiary Education,Rural regions,Temporary job,0.12178,120,13016,0.09057,0.16067
538,538,2017,Primary Level,Urban regions,Permanent job,0.71944,117,14915,0.55684,0.90346
539,539,2017,Primary Level,Urban regions,Temporary job,0.28056,83,14915,0.16938,0.43764
540,540,2017,Primary Level,Rural regions,Permanent job,0.75913,53,14915,0.471,1.156
541,541,2017,Primary Level,Rural regions,Temporary job,0.24087,44,14915,0.10853,0.41642
542,542,2017,Lower Secondary Level,Urban regions,Permanent job,0.69458,520,14915,0.62184,0.7682
543,543,2017,Lower Secondary Level,Urban regions,Temporary job,0.30542,326,14915,0.26456,0.34748
544,544,2017,Lower Secondary Level,Rural regions,Permanent job,0.68984,299,14915,0.58956,0.8048
545,545,2017,Lower Secondary Level,Rural regions,Temporary job,0.31016,201,14915,0.25812,0.37148
546,546,2017,Upper Secondary Level,Urban regions,Permanent job,0.84975,3402,14915,0.81791,0.88205
547,547,2017,Upper Secondary Level,Urban regions,Temporary job,0.15025,649,14915,0.13764,0.16222
548,548,2017,Upper Secondary Level,Rural regions,Permanent job,0.87489,2416,14915,0.83686,0.91911
