,Unnamed: 0,year,quintil_oecd,plb0037_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
342,342,2019,2nd Quintile,Temporary job,0.20161,563,13612,0.18023,0.22325
343,343,2019,3rd Quintile,Permanent job,0.85443,2343,13612,0.81296,0.8981
344,344,2019,3rd Quintile,Temporary job,0.14557,413,13612,0.12893,0.16238
345,345,2019,4th Quintile,Permanent job,0.91272,2478,13612,0.87007,0.9515
346,346,2019,4th Quintile,Temporary job,0.08728,272,13612,0.07568,0.10045
347,347,2019,5th Quintile,Permanent job,0.90856,2656,13612,0.87023,0.94881
348,348,2019,5th Quintile,Temporary job,0.09144,233,13612,0.07824,0.1052
349,349,2020,1st Quintile,Permanent job,0.65726,1461,13510,0.60095,0.71316
350,350,2020,1st Quintile,Temporary job,0.34274,1018,13510,0.30444,0.38454
351,351,2020,2nd Quintile,Permanent job,0.84243,2050,13510,0.80016,0.88745
352,352,2020,2nd Quintile,Temporary job,0.15757,450,13510,0.13915,0.18007
353,353,2020,3rd Quintile,Permanent job,0.86896,2285,13510,0.82797,0.91438
354,354,2020,3rd Quintile,Temporary job,0.13104,363,13510,0.1123,0.1528
355,355,2020,4th Quintile,Permanent job,0.88369,2513,13510,0.84578,0.92542
356,356,2020,4th Quintile,Temporary job,0.11631,308,13510,0.09948,0.13233
357,357,2020,5th Quintile,Permanent job,0.92153,2805,13510,0.87548,0.96387
358,358,2020,5th Quintile,Temporary job,0.07847,257,13510,0.06743,0.09273
359,359,2021,1st Quintile,Permanent job,0.68718,1234,10051,0.62759,0.75559
360,360,2021,1st Quintile,Temporary job,0.31282,685,10051,0.27646,0.35512
361,361,2021,2nd Quintile,Permanent job,0.83073,1613,10051,0.76941,0.88904
362,362,2021,2nd Quintile,Temporary job,0.16927,321,10051,0.1445,0.19696
363,363,2021,3rd Quintile,Permanent job,0.87675,1633,10051,0.82651,0.9393
364,364,2021,3rd Quintile,Temporary job,0.12325,234,10051,0.10478,0.14016
365,365,2021,4th Quintile,Permanent job,0.90284,1846,10051,0.8527,0.94722
366,366,2021,4th Quintile,Temporary job,0.09716,214,10051,0.0775,0.11799
367,367,2021,5th Quintile,Permanent job,0.93647,2098,10051,0.88275,0.98581
368,368,2021,5th Quintile,Temporary job,0.06353,173,10051,0.0533,0.07438
