year,pgisced97,sampreg,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Second Stage of Tertiary Education,East,Permanent job,0.87800,764,869,0.85623,0.89977
2011,Second Stage of Tertiary Education,East,Temporary job,0.12200,105,869,0.10023,0.14377
2012,No answer / don't know,West,Permanent job,0.49845,59,159,0.42049,0.57642
2012,No answer / don't know,West,Temporary job,0.50155,100,159,0.42358,0.57951
2012,Primary Level,West,Permanent job,0.78230,93,127,0.71024,0.85436
2012,Primary Level,West,Temporary job,0.21770,34,127,0.14564,0.28976
2012,Lower Secondary Level,West,Permanent job,0.68806,643,994,0.65924,0.71687
2012,Lower Secondary Level,West,Temporary job,0.31194,351,994,0.28313,0.34076
2012,Lower Secondary Level,East,Permanent job,0.48044,49,111,0.38707,0.57381
2012,Lower Secondary Level,East,Temporary job,0.51956,62,111,0.42619,0.61293
2012,Upper Secondary Level,West,Permanent job,0.86431,4686,5381,0.85516,0.87346
2012,Upper Secondary Level,West,Temporary job,0.13569,695,5381,0.12654,0.14484
2012,Upper Secondary Level,East,Permanent job,0.84949,1393,1677,0.83237,0.86661
2012,Upper Secondary Level,East,Temporary job,0.15051,284,1677,0.13339,0.16763
2012,Post-secondary Non-tertiary Level,West,Permanent job,0.86808,981,1110,0.84816,0.88800
2012,Post-secondary Non-tertiary Level,West,Temporary job,0.13192,129,1110,0.11200,0.15184
2012,Post-secondary Non-tertiary Level,East,Permanent job,0.80958,164,201,0.75516,0.86399
2012,Post-secondary Non-tertiary Level,East,Temporary job,0.19042,37,201,0.13601,0.24484
2012,First Stage of Tertiary Education,West,Permanent job,0.93078,727,778,0.91294,0.94863
2012,First Stage of Tertiary Education,West,Temporary job,0.06922,51,778,0.05137,0.08706
2012,First Stage of Tertiary Education,East,Permanent job,0.91812,217,217,0.88155,0.95468
2012,Second Stage of Tertiary Education,West,Permanent job,0.85297,2402,2748,0.83973,0.86622
2012,Second Stage of Tertiary Education,West,Temporary job,0.14703,346,2748,0.13378,0.16027
2012,Second Stage of Tertiary Education,East,Permanent job,0.86878,734,836,0.84587,0.89168
2012,Second Stage of Tertiary Education,East,Temporary job,0.13122,102,836,0.10832,0.15413
2013,No answer / don't know,West,Permanent job,0.49340,100,220,0.42718,0.55961
2013,No answer / don't know,West,Temporary job,0.50660,120,220,0.44039,0.57282
2013,Pre-primary Level,West,Permanent job,0.49938,37,37,0.33605,0.66271
2013,Primary Level,West,Permanent job,0.74635,146,203,0.68635,0.80636
2013,Primary Level,West,Temporary job,0.25365,57,203,0.19364,0.31365
2013,Lower Secondary Level,West,Permanent job,0.66893,921,1469,0.64486,0.69301
2013,Lower Secondary Level,West,Temporary job,0.33107,548,1469,0.30699,0.35514
2013,Lower Secondary Level,East,Permanent job,0.52081,55,139,0.43745,0.60416
2013,Lower Secondary Level,East,Temporary job,0.47919,84,139,0.39584,0.56255
2013,Upper Secondary Level,West,Permanent job,0.86082,5087,5956,0.85203,0.86961
2013,Upper Secondary Level,West,Temporary job,0.13918,869,5956,0.13039,0.14797
2013,Upper Secondary Level,East,Permanent job,0.83795,1355,1622,0.82001,0.85589
2013,Upper Secondary Level,East,Temporary job,0.16205,267,1622,0.14411,0.17999
2013,Post-secondary Non-tertiary Level,West,Permanent job,0.88146,1214,1393,0.86448,0.89844
2013,Post-secondary Non-tertiary Level,West,Temporary job,0.11854,179,1393,0.10156,0.13552
2013,Post-secondary Non-tertiary Level,East,Permanent job,0.84194,176,216,0.79317,0.89070
2013,Post-secondary Non-tertiary Level,East,Temporary job,0.15806,40,216,0.10930,0.20683
2013,First Stage of Tertiary Education,West,Permanent job,0.93276,709,758,0.91492,0.95060
2013,First Stage of Tertiary Education,West,Temporary job,0.06724,49,758,0.04940,0.08508
2013,First Stage of Tertiary Education,East,Permanent job,0.86876,190,190,0.82062,0.91690
2013,Second Stage of Tertiary Education,West,Permanent job,0.84882,2700,3174,0.83636,0.86129
2013,Second Stage of Tertiary Education,West,Temporary job,0.15118,474,3174,0.13871,0.16364
2013,Second Stage of Tertiary Education,East,Permanent job,0.87181,740,849,0.84931,0.89431
2013,Second Stage of Tertiary Education,East,Temporary job,0.12819,109,849,0.10569,0.15069
2014,No answer / don't know,West,Permanent job,0.49416,105,244,0.43130,0.55703
2014,No answer / don't know,West,Temporary job,0.50584,139,244,0.44297,0.56870
2014,No answer / don't know,East,Temporary job,0.65744,34,34,0.49552,0.81936
2014,Primary Level,West,Permanent job,0.82850,113,151,0.76817,0.88882
2014,Primary Level,West,Temporary job,0.17150,38,151,0.11118,0.23183
2014,Lower Secondary Level,West,Permanent job,0.67218,775,1215,0.64578,0.69859
2014,Lower Secondary Level,West,Temporary job,0.32782,440,1215,0.30141,0.35422
2014,Lower Secondary Level,East,Permanent job,0.43346,52,118,0.34367,0.52326
2014,Lower Secondary Level,East,Temporary job,0.56654,66,118,0.47674,0.65633
2014,Upper Secondary Level,West,Permanent job,0.84706,4481,5239,0.83731,0.85681
2014,Upper Secondary Level,West,Temporary job,0.15294,758,5239,0.14319,0.16269
2014,Upper Secondary Level,East,Permanent job,0.84381,1229,1455,0.82515,0.86247
2014,Upper Secondary Level,East,Temporary job,0.15619,226,1455,0.13753,0.17485
2014,Post-secondary Non-tertiary Level,West,Permanent job,0.85984,1063,1226,0.84040,0.87928
2014,Post-secondary Non-tertiary Level,West,Temporary job,0.14016,163,1226,0.12072,0.15960
2014,Post-secondary Non-tertiary Level,East,Permanent job,0.82796,166,202,0.77579,0.88014
2014,Post-secondary Non-tertiary Level,East,Temporary job,0.17204,36,202,0.11986,0.22421
2014,First Stage of Tertiary Education,West,Permanent job,0.95172,655,689,0.93571,0.96774
2014,First Stage of Tertiary Education,West,Temporary job,0.04828,34,689,0.03226,0.06429
2014,First Stage of Tertiary Education,East,Permanent job,0.95153,173,173,0.91943,0.98362
2014,Second Stage of Tertiary Education,West,Permanent job,0.85084,2450,2849,0.83776,0.86393
2014,Second Stage of Tertiary Education,West,Temporary job,0.14916,399,2849,0.13607,0.16224
2014,Second Stage of Tertiary Education,East,Permanent job,0.82821,647,753,0.80125,0.85517
2014,Second Stage of Tertiary Education,East,Temporary job,0.17179,106,753,0.14483,0.19875
2015,No answer / don't know,West,Permanent job,0.46544,116,286,0.40753,0.52335
2015,No answer / don't know,West,Temporary job,0.53456,170,286,0.47665,0.59247
2015,No answer / don't know,East,Temporary job,0.87046,36,36,0.75921,0.98171
2015,Primary Level,West,Permanent job,0.73589,131,176,0.67058,0.80121
2015,Primary Level,West,Temporary job,0.26411,45,176,0.19879,0.32942
2015,Lower Secondary Level,West,Permanent job,0.65849,729,1147,0.63104,0.68595
2015,Lower Secondary Level,West,Temporary job,0.34151,418,1147,0.31405,0.36896
2015,Lower Secondary Level,East,Permanent job,0.56080,71,127,0.47415,0.64746
2015,Lower Secondary Level,East,Temporary job,0.43920,56,127,0.35254,0.52585
2015,Upper Secondary Level,West,Permanent job,0.85094,4310,5111,0.84117,0.86070
2015,Upper Secondary Level,West,Temporary job,0.14906,801,5111,0.13930,0.15883
2015,Upper Secondary Level,East,Permanent job,0.85839,1187,1383,0.84000,0.87677
2015,Upper Secondary Level,East,Temporary job,0.14161,196,1383,0.12323,0.16000
2015,Post-secondary Non-tertiary Level,West,Permanent job,0.88234,1116,1292,0.86476,0.89991
2015,Post-secondary Non-tertiary Level,West,Temporary job,0.11766,176,1292,0.10009,0.13524
2015,Post-secondary Non-tertiary Level,East,Permanent job,0.85466,159,159,0.79971,0.90962
2015,First Stage of Tertiary Education,West,Permanent job,0.97519,640,640,0.96313,0.98725
2015,First Stage of Tertiary Education,East,Permanent job,0.94975,171,171,0.91691,0.98259
2015,Second Stage of Tertiary Education,West,Permanent job,0.85111,2548,2997,0.83836,0.86386
2015,Second Stage of Tertiary Education,West,Temporary job,0.14889,449,2997,0.13614,0.16164
2015,Second Stage of Tertiary Education,East,Permanent job,0.81378,626,751,0.78592,0.84164
2015,Second Stage of Tertiary Education,East,Temporary job,0.18622,125,751,0.15836,0.21408
2016,No answer / don't know,West,Permanent job,0.36934,84,257,0.31022,0.42847
2016,No answer / don't know,West,Temporary job,0.63066,173,257,0.57153,0.68978
2016,No answer / don't know,East,Temporary job,0.59675,32,32,0.42406,0.76943
2016,Primary Level,West,Permanent job,0.64711,117,198,0.58038,0.71384
2016,Primary Level,West,Temporary job,0.35289,81,198,0.28616,0.41962
2016,Lower Secondary Level,West,Permanent job,0.66766,627,1055,0.63923,0.69610
2016,Lower Secondary Level,West,Temporary job,0.33234,428,1055,0.30390,0.36077
2016,Lower Secondary Level,East,Permanent job,0.52404,58,118,0.43355,0.61454
2016,Lower Secondary Level,East,Temporary job,0.47596,60,118,0.38546,0.56645
2016,Upper Secondary Level,West,Permanent job,0.84621,3962,4684,0.83587,0.85654
2016,Upper Secondary Level,West,Temporary job,0.15379,722,4684,0.14346,0.16413
2016,Upper Secondary Level,East,Permanent job,0.85674,1112,1314,0.83779,0.87569
2016,Upper Secondary Level,East,Temporary job,0.14326,202,1314,0.12431,0.16221
2016,Post-secondary Non-tertiary Level,West,Permanent job,0.86634,1077,1243,0.84742,0.88527
2016,Post-secondary Non-tertiary Level,West,Temporary job,0.13366,166,1243,0.11473,0.15258
2016,Post-secondary Non-tertiary Level,East,Permanent job,0.83340,165,196,0.78110,0.88570
2016,Post-secondary Non-tertiary Level,East,Temporary job,0.16660,31,196,0.11430,0.21890
2016,First Stage of Tertiary Education,West,Permanent job,0.93239,566,606,0.91239,0.95240
2016,First Stage of Tertiary Education,West,Temporary job,0.06761,40,606,0.04760,0.08761
2016,First Stage of Tertiary Education,East,Permanent job,0.96890,157,157,0.94166,0.99614
2016,Second Stage of Tertiary Education,West,Permanent job,0.85465,2293,2736,0.84144,0.86786
2016,Second Stage of Tertiary Education,West,Temporary job,0.14535,443,2736,0.13214,0.15856
2016,Second Stage of Tertiary Education,East,Permanent job,0.81155,618,730,0.78316,0.83993
2016,Second Stage of Tertiary Education,East,Temporary job,0.18845,112,730,0.16007,0.21684
2017,No answer / don't know,West,Permanent job,0.36755,101,267,0.30961,0.42549
2017,No answer / don't know,West,Temporary job,0.63245,166,267,0.57451,0.69039
2017,No answer / don't know,East,Temporary job,0.69303,37,37,0.54235,0.84370
2017,Primary Level,West,Permanent job,0.74090,156,270,0.68854,0.79326
2017,Primary Level,West,Temporary job,0.25910,114,270,0.20674,0.31146
2017,Lower Secondary Level,West,Permanent job,0.70927,744,1191,0.68347,0.73507
2017,Lower Secondary Level,West,Temporary job,0.29073,447,1191,0.26493,0.31653
2017,Lower Secondary Level,East,Permanent job,0.57350,77,158,0.49614,0.65086
2017,Lower Secondary Level,East,Temporary job,0.42650,81,158,0.34914,0.50386
2017,Upper Secondary Level,West,Permanent job,0.85759,4497,5315,0.84819,0.86698
2017,Upper Secondary Level,West,Temporary job,0.14241,818,5315,0.13302,0.15181
2017,Upper Secondary Level,East,Permanent job,0.86567,1324,1542,0.84864,0.88270
2017,Upper Secondary Level,East,Temporary job,0.13433,218,1542,0.11730,0.15136
2017,Post-secondary Non-tertiary Level,West,Permanent job,0.87109,1183,1355,0.85324,0.88894
2017,Post-secondary Non-tertiary Level,West,Temporary job,0.12891,172,1355,0.11106,0.14676
2017,Post-secondary Non-tertiary Level,East,Permanent job,0.86446,201,201,0.81702,0.91190
2017,First Stage of Tertiary Education,West,Permanent job,0.94790,634,674,0.93111,0.96469
2017,First Stage of Tertiary Education,West,Temporary job,0.05210,40,674,0.03531,0.06889
2017,First Stage of Tertiary Education,East,Permanent job,0.97379,181,181,0.95045,0.99713
2017,Second Stage of Tertiary Education,West,Permanent job,0.82692,2672,3225,0.81386,0.83997
2017,Second Stage of Tertiary Education,West,Temporary job,0.17308,553,3225,0.16003,0.18614
2017,Second Stage of Tertiary Education,East,Permanent job,0.88253,696,787,0.86002,0.90504
2017,Second Stage of Tertiary Education,East,Temporary job,0.11747,91,787,0.09496,0.13998
2018,No answer / don't know,West,Permanent job,0.44979,117,302,0.39359,0.50599
2018,No answer / don't know,West,Temporary job,0.55021,185,302,0.49401,0.60641
2018,No answer / don't know,East,Temporary job,0.36326,36,36,0.20392,0.52259
2018,Primary Level,West,Permanent job,0.76441,166,323,0.71806,0.81076
2018,Primary Level,West,Temporary job,0.23559,157,323,0.18924,0.28194
2018,Lower Secondary Level,West,Permanent job,0.67025,731,1209,0.64374,0.69676
2018,Lower Secondary Level,West,Temporary job,0.32975,478,1209,0.30324,0.35626
2018,Lower Secondary Level,East,Permanent job,0.55905,87,184,0.48711,0.63099
2018,Lower Secondary Level,East,Temporary job,0.44095,97,184,0.36901,0.51289
2018,Upper Secondary Level,West,Permanent job,0.86223,4272,5080,0.85275,0.87171
2018,Upper Secondary Level,West,Temporary job,0.13777,808,5080,0.12829,0.14725
2018,Upper Secondary Level,East,Permanent job,0.88117,1302,1511,0.86485,0.89750
2018,Upper Secondary Level,East,Temporary job,0.11883,209,1511,0.10250,0.13515
2018,Post-secondary Non-tertiary Level,West,Permanent job,0.87281,1144,1315,0.85479,0.89082
2018,Post-secondary Non-tertiary Level,West,Temporary job,0.12719,171,1315,0.10918,0.14521
2018,Post-secondary Non-tertiary Level,East,Permanent job,0.90407,210,210,0.86414,0.94399
2018,First Stage of Tertiary Education,West,Permanent job,0.94836,591,623,0.93097,0.96575
2018,First Stage of Tertiary Education,West,Temporary job,0.05164,32,623,0.03425,0.06903
2018,First Stage of Tertiary Education,East,Permanent job,0.90146,181,181,0.85791,0.94500
2018,Second Stage of Tertiary Education,West,Permanent job,0.83863,2649,3191,0.82587,0.85140
2018,Second Stage of Tertiary Education,West,Temporary job,0.16137,542,3191,0.14860,0.17413
2018,Second Stage of Tertiary Education,East,Permanent job,0.85113,674,771,0.82599,0.87627
2018,Second Stage of Tertiary Education,East,Temporary job,0.14887,97,771,0.12373,0.17401
2019,No answer / don't know,West,Permanent job,0.40015,114,271,0.34171,0.45859
2019,No answer / don't know,West,Temporary job,0.59985,157,271,0.54141,0.65829
2019,No answer / don't know,East,Temporary job,0.38143,33,33,0.21313,0.54973
2019,Primary Level,West,Permanent job,0.73234,186,408,0.68932,0.77535
2019,Primary Level,West,Temporary job,0.26766,222,408,0.22465,0.31068
2019,Lower Secondary Level,West,Permanent job,0.69430,673,1135,0.66749,0.72112
2019,Lower Secondary Level,West,Temporary job,0.30570,462,1135,0.27888,0.33251
2019,Lower Secondary Level,East,Permanent job,0.49754,86,174,0.42304,0.57205
2019,Lower Secondary Level,East,Temporary job,0.50246,88,174,0.42795,0.57696
2019,Upper Secondary Level,West,Permanent job,0.86366,3991,4739,0.85389,0.87343
2019,Upper Secondary Level,West,Temporary job,0.13634,748,4739,0.12657,0.14611
2019,Upper Secondary Level,East,Permanent job,0.87444,1205,1396,0.85705,0.89183
2019,Upper Secondary Level,East,Temporary job,0.12556,191,1396,0.10817,0.14295
2019,Post-secondary Non-tertiary Level,West,Permanent job,0.88968,1124,1271,0.87245,0.90691
2019,Post-secondary Non-tertiary Level,West,Temporary job,0.11032,147,1271,0.09309,0.12755
2019,Post-secondary Non-tertiary Level,East,Permanent job,0.92602,195,195,0.88919,0.96285
2019,First Stage of Tertiary Education,West,Permanent job,0.95830,594,594,0.94221,0.97439
2019,First Stage of Tertiary Education,East,Permanent job,0.92818,181,181,0.89047,0.96590
2019,Second Stage of Tertiary Education,West,Permanent job,0.84580,2645,3172,0.83323,0.85837
2019,Second Stage of Tertiary Education,West,Temporary job,0.15420,527,3172,0.14163,0.16677
2019,Second Stage of Tertiary Education,East,Permanent job,0.89609,689,780,0.87467,0.91752
2019,Second Stage of Tertiary Education,East,Temporary job,0.10391,91,780,0.08248,0.12533
2020,No answer / don't know,West,Permanent job,0.47822,228,449,0.43196,0.52448
2020,No answer / don't know,West,Temporary job,0.52178,221,449,0.47552,0.56804
2020,No answer / don't know,East,Permanent job,0.44301,31,64,0.32034,0.56567
2020,No answer / don't know,East,Temporary job,0.55699,33,64,0.43433,0.67966
2020,Primary Level,West,Permanent job,0.67561,258,525,0.63552,0.71569
2020,Primary Level,West,Temporary job,0.32439,267,525,0.28431,0.36448
2020,Primary Level,East,Temporary job,0.14239,34,34,0.02316,0.26161
2020,Lower Secondary Level,West,Permanent job,0.68485,749,1264,0.65923,0.71047
2020,Lower Secondary Level,West,Temporary job,0.31515,515,1264,0.28953,0.34077
2020,Lower Secondary Level,East,Permanent job,0.63236,105,179,0.56153,0.70319
2020,Lower Secondary Level,East,Temporary job,0.36764,74,179,0.29681,0.43847
2020,Upper Secondary Level,West,Permanent job,0.87408,3965,4816,0.86471,0.88346
2020,Upper Secondary Level,West,Temporary job,0.12592,851,4816,0.11654,0.13529
2020,Upper Secondary Level,East,Permanent job,0.88667,1145,1321,0.86957,0.90377
2020,Upper Secondary Level,East,Temporary job,0.11333,176,1321,0.09623,0.13043
2020,Post-secondary Non-tertiary Level,West,Permanent job,0.91209,1214,1410,0.89731,0.92688
2020,Post-secondary Non-tertiary Level,West,Temporary job,0.08791,196,1410,0.07312,0.10269
2020,Post-secondary Non-tertiary Level,East,Permanent job,0.95063,211,211,0.92133,0.97993
2020,First Stage of Tertiary Education,West,Permanent job,0.93953,545,545,0.91951,0.95956
2020,First Stage of Tertiary Education,East,Permanent job,0.92501,174,174,0.88576,0.96426
2020,Second Stage of Tertiary Education,West,Permanent job,0.85072,2971,3591,0.83906,0.86238
2020,Second Stage of Tertiary Education,West,Temporary job,0.14928,620,3591,0.13762,0.16094
2020,Second Stage of Tertiary Education,East,Permanent job,0.89502,702,820,0.87402,0.91601
2020,Second Stage of Tertiary Education,East,Temporary job,0.10498,118,820,0.08399,0.12598
2021,No answer / don't know,West,Permanent job,0.72780,251,338,0.68028,0.77532
2021,No answer / don't know,West,Temporary job,0.27220,87,338,0.22468,0.31972
2021,No answer / don't know,East,Permanent job,0.77387,39,39,0.64086,0.90688
2021,Primary Level,West,Permanent job,0.67215,181,314,0.62014,0.72415
2021,Primary Level,West,Temporary job,0.32785,133,314,0.27585,0.37986
2021,Lower Secondary Level,West,Permanent job,0.75300,417,651,0.71984,0.78615
2021,Lower Secondary Level,West,Temporary job,0.24700,234,651,0.21385,0.28016
2021,Lower Secondary Level,East,Permanent job,0.83683,70,70,0.74964,0.92402
2021,Upper Secondary Level,West,Permanent job,0.87280,2479,2941,0.86076,0.88484
2021,Upper Secondary Level,West,Temporary job,0.12720,462,2941,0.11516,0.13924
2021,Upper Secondary Level,East,Permanent job,0.88050,756,873,0.85897,0.90203
2021,Upper Secondary Level,East,Temporary job,0.11950,117,873,0.09797,0.14103
2021,Post-secondary Non-tertiary Level,West,Permanent job,0.88287,830,945,0.86236,0.90339
2021,Post-secondary Non-tertiary Level,West,Temporary job,0.11713,115,945,0.09661,0.13764
2021,Post-secondary Non-tertiary Level,East,Permanent job,0.94229,163,163,0.90638,0.97820
2021,First Stage of Tertiary Education,West,Permanent job,0.96340,373,373,0.94431,0.98248
2021,First Stage of Tertiary Education,East,Permanent job,0.96502,114,114,0.93115,0.99890
2021,Second Stage of Tertiary Education,West,Permanent job,0.85669,2256,2649,0.84334,0.87003
2021,Second Stage of Tertiary Education,West,Temporary job,0.14331,393,2649,0.12997,0.15666
2021,Second Stage of Tertiary Education,East,Permanent job,0.89910,539,608,0.87514,0.92307
2021,Second Stage of Tertiary Education,East,Temporary job,0.10090,69,608,0.07693,0.12486
2022,No answer / don't know,West,Permanent job,0.83259,1430,1809,0.81538,0.84980
2022,No answer / don't know,West,Temporary job,0.16741,379,1809,0.15020,0.18462
2022,No answer / don't know,East,Permanent job,0.82121,348,428,0.78486,0.85755
2022,No answer / don't know,East,Temporary job,0.17879,80,428,0.14245,0.21514
2022,Pre-primary Level,West,Permanent job,0.55710,43,77,0.44542,0.66878
2022,Pre-primary Level,West,Temporary job,0.44290,34,77,0.33122,0.55458
2022,Primary Level,West,Permanent job,0.73128,175,280,0.67926,0.78330
2022,Primary Level,West,Temporary job,0.26872,105,280,0.21670,0.32074
2022,Lower Secondary Level,West,Permanent job,0.78839,495,694,0.75798,0.81880
2022,Lower Secondary Level,West,Temporary job,0.21161,199,694,0.18120,0.24202
2022,Lower Secondary Level,East,Permanent job,0.69867,90,138,0.62184,0.77550
2022,Lower Secondary Level,East,Temporary job,0.30133,48,138,0.22450,0.37816
2022,Upper Secondary Level,West,Permanent job,0.87844,3402,4013,0.86833,0.88855
2022,Upper Secondary Level,West,Temporary job,0.12156,611,4013,0.11145,0.13167
2022,Upper Secondary Level,East,Permanent job,0.88731,1049,1219,0.86956,0.90507
2022,Upper Secondary Level,East,Temporary job,0.11269,170,1219,0.09493,0.13044
2022,Post-secondary Non-tertiary Level,West,Permanent job,0.91154,1176,1314,0.89618,0.92690
2022,Post-secondary Non-tertiary Level,West,Temporary job,0.08846,138,1314,0.07310,0.10382
2022,Post-secondary Non-tertiary Level,East,Permanent job,0.94314,280,312,0.91741,0.96888
2022,Post-secondary Non-tertiary Level,East,Temporary job,0.05686,32,312,0.03112,0.08259
2022,First Stage of Tertiary Education,West,Permanent job,0.97301,567,567,0.95967,0.98636
2022,First Stage of Tertiary Education,East,Permanent job,0.94498,173,173,0.91091,0.97906
2022,Second Stage of Tertiary Education,West,Permanent job,0.86657,3864,4633,0.85678,0.87637
2022,Second Stage of Tertiary Education,West,Temporary job,0.13343,769,4633,0.12363,0.14322
2022,Second Stage of Tertiary Education,East,Permanent job,0.89522,914,1041,0.87661,0.91384
2022,Second Stage of Tertiary Education,East,Temporary job,0.10478,127,1041,0.08616,0.12339
