,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgeqpnrj,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
328,328,2020,Couple without children,3rd Quintile,No,1.0,867,15923,0.9288,1.07306
329,329,2020,Couple without children,4th Quintile,Yes,0.03867,43,15923,0.02917,0.05006
330,330,2020,Couple without children,4th Quintile,No,0.96133,943,15923,0.89884,1.03574
331,331,2020,Couple without children,5th Quintile,Yes,0.04,97,15923,0.03033,0.05107
332,332,2020,Couple without children,5th Quintile,No,0.96,1624,15923,0.90105,1.01827
333,333,2020,Single parent,1st Quintile,No,1.0,469,15923,0.87849,1.12075
334,334,2020,Single parent,2nd Quintile,No,1.0,363,15923,0.88327,1.15189
335,335,2020,Single parent,3rd Quintile,No,1.0,224,15923,0.85748,1.16698
336,336,2020,Single parent,4th Quintile,No,1.0,141,15923,0.79404,1.24885
337,337,2020,Single parent,5th Quintile,No,1.0,106,15923,0.7983,1.22014
338,338,2020,Couple with children,1st Quintile,No,1.0,816,15923,0.89418,1.10154
339,339,2020,Couple with children,2nd Quintile,Yes,0.05445,44,15923,0.03724,0.08096
340,340,2020,Couple with children,2nd Quintile,No,0.94555,943,15923,0.86504,1.02886
341,341,2020,Couple with children,3rd Quintile,Yes,0.05732,55,15923,0.04288,0.0729
342,342,2020,Couple with children,3rd Quintile,No,0.94268,927,15923,0.88393,1.00366
343,343,2020,Couple with children,4th Quintile,Yes,0.07062,87,15923,0.04708,0.09291
344,344,2020,Couple with children,4th Quintile,No,0.92938,879,15923,0.84697,1.01325
345,345,2020,Couple with children,5th Quintile,Yes,0.09181,139,15923,0.07299,0.11689
346,346,2020,Couple with children,5th Quintile,No,0.90819,980,15923,0.82747,0.9948
347,347,2020,Multi-generational household,1st Quintile,No,1.0,43,15923,0.63576,1.51257
348,348,2020,Other Combinations,1st Quintile,No,1.0,82,15923,0.6525,1.41467
349,349,2020,Other Combinations,2nd Quintile,No,1.0,67,15923,0.70976,1.33506
350,350,2020,Other Combinations,3rd Quintile,No,1.0,57,15923,0.69047,1.31513
351,351,2020,Other Combinations,4th Quintile,No,1.0,45,15923,0.76126,1.25357
352,352,2020,Other Combinations,5th Quintile,No,1.0,36,15923,0.75701,1.27842
353,353,2021,Single-person household,1st Quintile,No,1.0,783,9593,0.93275,1.08395
354,354,2021,Single-person household,2nd Quintile,No,1.0,555,9593,0.91821,1.08491
355,355,2021,Single-person household,3rd Quintile,No,1.0,496,9593,0.91802,1.08394
356,356,2021,Single-person household,4th Quintile,No,1.0,425,9593,0.90657,1.09876
357,357,2021,Single-person household,5th Quintile,No,1.0,458,9593,0.88719,1.10676
358,358,2021,Couple without children,1st Quintile,No,1.0,301,9593,0.89491,1.12433
359,359,2021,Couple without children,2nd Quintile,No,1.0,495,9593,0.90763,1.08997
360,360,2021,Couple without children,3rd Quintile,No,1.0,502,9593,0.88822,1.09506
361,361,2021,Couple without children,4th Quintile,No,1.0,629,9593,0.9164,1.07921
362,362,2021,Couple without children,5th Quintile,Yes,0.05406,72,9593,0.03905,0.06977
363,363,2021,Couple without children,5th Quintile,No,0.94594,1040,9593,0.88112,1.02757
364,364,2021,Single parent,1st Quintile,No,1.0,264,9593,0.87369,1.16407
365,365,2021,Single parent,2nd Quintile,No,1.0,235,9593,0.82093,1.18772
366,366,2021,Single parent,3rd Quintile,No,1.0,127,9593,0.8003,1.20191
367,367,2021,Single parent,4th Quintile,No,1.0,110,9593,0.78979,1.30734
368,368,2021,Single parent,5th Quintile,No,1.0,61,9593,0.72578,1.36782
369,369,2021,Couple with children,1st Quintile,No,1.0,357,9593,0.87226,1.14648
370,370,2021,Couple with children,2nd Quintile,No,1.0,569,9593,0.89513,1.10906
371,371,2021,Couple with children,3rd Quintile,Yes,0.0974,46,9593,0.06742,0.13082
372,372,2021,Couple with children,3rd Quintile,No,0.9026,574,9593,0.82315,0.99355
373,373,2021,Couple with children,4th Quintile,Yes,0.07762,57,9593,0.05779,0.10439
374,374,2021,Couple with children,4th Quintile,No,0.92238,557,9593,0.83053,1.03066
375,375,2021,Couple with children,5th Quintile,Yes,0.06504,67,9593,0.03689,0.10382
376,376,2021,Couple with children,5th Quintile,No,0.93496,606,9593,0.83835,1.04144
377,377,2021,Other Combinations,1st Quintile,No,1.0,38,9593,0.70228,1.34418
378,378,2021,Other Combinations,2nd Quintile,No,1.0,48,9593,0.68639,1.31309
379,379,2021,Other Combinations,3rd Quintile,No,1.0,42,9593,0.7291,1.24946
380,380,2021,Other Combinations,4th Quintile,No,1.0,37,9593,0.71359,1.34907
381,381,2021,Other Combinations,5th Quintile,No,1.0,42,9593,0.66424,1.4
