year,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Second Stage of Tertiary Education,Not compensated,0.17163,959,2217,0.15593,0.18733
2003,Lower Secondary Level,Comp. time,0.07234,233,450,0.04837,0.09630
2003,Lower Secondary Level,Some of both,0.02542,84,450,0.01086,0.03998
2003,Lower Secondary Level,Paid,0.03140,93,450,0.01527,0.04754
2003,Lower Secondary Level,Not compensated,0.01033,40,450,0.00097,0.01968
2003,Upper Secondary Level,Comp. time,0.16968,1923,3748,0.15767,0.18170
2003,Upper Secondary Level,Some of both,0.06788,825,3748,0.05982,0.07593
2003,Upper Secondary Level,Paid,0.04788,547,3748,0.04105,0.05472
2003,Upper Secondary Level,Not compensated,0.03378,453,3748,0.02799,0.03956
2003,Post-secondary Non-tertiary Level,Comp. time,0.21684,276,521,0.18142,0.25226
2003,Post-secondary Non-tertiary Level,Some of both,0.07916,89,521,0.05596,0.10237
2003,Post-secondary Non-tertiary Level,Paid,0.04910,49,521,0.03053,0.06767
2003,Post-secondary Non-tertiary Level,Not compensated,0.07296,107,521,0.05060,0.09531
2003,First Stage of Tertiary Education,Comp. time,0.21421,365,723,0.18428,0.24413
2003,First Stage of Tertiary Education,Some of both,0.08957,165,723,0.06874,0.11040
2003,First Stage of Tertiary Education,Paid,0.03250,65,723,0.01956,0.04543
2003,First Stage of Tertiary Education,Not compensated,0.07154,128,723,0.05274,0.09034
2003,Second Stage of Tertiary Education,Comp. time,0.18424,797,2019,0.16732,0.20115
2003,Second Stage of Tertiary Education,Some of both,0.06588,306,2019,0.05506,0.07671
2003,Second Stage of Tertiary Education,Paid,0.02913,115,2019,0.02179,0.03647
2003,Second Stage of Tertiary Education,Not compensated,0.15039,801,2019,0.13480,0.16599
2004,Lower Secondary Level,Comp. time,0.06394,201,436,0.04095,0.08693
2004,Lower Secondary Level,Some of both,0.03246,95,436,0.01581,0.04911
2004,Lower Secondary Level,Paid,0.03071,77,436,0.01450,0.04692
2004,Lower Secondary Level,Not compensated,0.02262,63,436,0.00865,0.03660
2004,Upper Secondary Level,Comp. time,0.16495,1809,3553,0.15275,0.17716
2004,Upper Secondary Level,Some of both,0.06491,777,3553,0.05681,0.07301
2004,Upper Secondary Level,Paid,0.04392,499,3553,0.03718,0.05066
2004,Upper Secondary Level,Not compensated,0.03693,468,3553,0.03073,0.04313
2004,Post-secondary Non-tertiary Level,Comp. time,0.24066,287,505,0.20334,0.27798
2004,Post-secondary Non-tertiary Level,Some of both,0.07064,82,505,0.04827,0.09301
2004,Post-secondary Non-tertiary Level,Paid,0.04179,46,505,0.02432,0.05926
2004,Post-secondary Non-tertiary Level,Not compensated,0.06698,90,505,0.04516,0.08881
2004,First Stage of Tertiary Education,Comp. time,0.22100,364,720,0.19067,0.25133
2004,First Stage of Tertiary Education,Some of both,0.09135,158,720,0.07029,0.11241
2004,First Stage of Tertiary Education,Paid,0.03646,68,720,0.02276,0.05016
2004,First Stage of Tertiary Education,Not compensated,0.08011,130,720,0.06027,0.09996
2004,Second Stage of Tertiary Education,Comp. time,0.17313,792,1989,0.15650,0.18977
2004,Second Stage of Tertiary Education,Some of both,0.05712,267,1989,0.04692,0.06733
2004,Second Stage of Tertiary Education,Paid,0.02927,94,1989,0.02186,0.03668
2004,Second Stage of Tertiary Education,Not compensated,0.16083,836,1989,0.14468,0.17698
2005,Lower Secondary Level,Comp. time,0.06552,194,414,0.04165,0.08938
2005,Lower Secondary Level,Some of both,0.03488,84,414,0.01719,0.05258
2005,Lower Secondary Level,Paid,0.02848,75,414,0.01244,0.04452
2005,Lower Secondary Level,Not compensated,0.02992,61,414,0.01349,0.04636
2005,Upper Secondary Level,Comp. time,0.16726,1732,3303,0.15453,0.17999
2005,Upper Secondary Level,Some of both,0.07160,747,3303,0.06280,0.08039
2005,Upper Secondary Level,Paid,0.04094,435,3303,0.03418,0.04770
2005,Upper Secondary Level,Not compensated,0.03411,389,3303,0.02792,0.04030
2005,Post-secondary Non-tertiary Level,Comp. time,0.25560,291,502,0.21740,0.29379
2005,Post-secondary Non-tertiary Level,Some of both,0.07805,96,502,0.05456,0.10153
2005,Post-secondary Non-tertiary Level,Paid,0.03377,33,502,0.01795,0.04959
2005,Post-secondary Non-tertiary Level,Not compensated,0.06275,82,502,0.04151,0.08398
2005,First Stage of Tertiary Education,Comp. time,0.22489,357,642,0.19257,0.25722
2005,First Stage of Tertiary Education,Some of both,0.07271,122,642,0.05261,0.09282
2005,First Stage of Tertiary Education,Paid,0.03618,46,642,0.02172,0.05063
2005,First Stage of Tertiary Education,Not compensated,0.06942,117,642,0.04974,0.08910
2005,Second Stage of Tertiary Education,Comp. time,0.17780,768,1833,0.16029,0.19531
2005,Second Stage of Tertiary Education,Some of both,0.06503,277,1833,0.05373,0.07632
2005,Second Stage of Tertiary Education,Paid,0.02080,76,1833,0.01426,0.02733
2005,Second Stage of Tertiary Education,Not compensated,0.14905,712,1833,0.13274,0.16536
2006,Lower Secondary Level,Comp. time,0.06773,190,392,0.04283,0.09264
2006,Lower Secondary Level,Some of both,0.02761,75,392,0.01137,0.04385
2006,Lower Secondary Level,Paid,0.03517,74,392,0.01691,0.05343
2006,Lower Secondary Level,Not compensated,0.01734,53,392,0.00440,0.03028
2006,Upper Secondary Level,Comp. time,0.17679,1989,3698,0.16449,0.18908
2006,Upper Secondary Level,Some of both,0.07157,778,3698,0.06326,0.07988
2006,Upper Secondary Level,Paid,0.04542,473,3698,0.03871,0.05213
2006,Upper Secondary Level,Not compensated,0.03847,458,3698,0.03227,0.04467
2006,Post-secondary Non-tertiary Level,Comp. time,0.27214,316,573,0.23567,0.30861
2006,Post-secondary Non-tertiary Level,Some of both,0.06744,96,573,0.04689,0.08799
2006,Post-secondary Non-tertiary Level,Paid,0.04849,48,573,0.03089,0.06610
2006,Post-secondary Non-tertiary Level,Not compensated,0.07830,113,573,0.05629,0.10032
2006,First Stage of Tertiary Education,Comp. time,0.21383,374,694,0.18331,0.24436
2006,First Stage of Tertiary Education,Some of both,0.07931,136,694,0.05919,0.09943
2006,First Stage of Tertiary Education,Paid,0.03276,51,694,0.01950,0.04601
2006,First Stage of Tertiary Education,Not compensated,0.09594,133,694,0.07401,0.11786
2006,Second Stage of Tertiary Education,Comp. time,0.17052,816,2039,0.15419,0.18685
2006,Second Stage of Tertiary Education,Some of both,0.06537,289,2039,0.05464,0.07611
2006,Second Stage of Tertiary Education,Paid,0.02262,96,2039,0.01617,0.02908
2006,Second Stage of Tertiary Education,Not compensated,0.17224,838,2039,0.15584,0.18863
2007,Lower Secondary Level,Comp. time,0.06768,152,315,0.03989,0.09546
2007,Lower Secondary Level,Some of both,0.02633,68,315,0.00862,0.04404
2007,Lower Secondary Level,Paid,0.02425,55,315,0.00724,0.04126
2007,Lower Secondary Level,Not compensated,0.01618,40,315,0.00222,0.03013
2007,Upper Secondary Level,Comp. time,0.17399,1824,3433,0.16131,0.18668
2007,Upper Secondary Level,Some of both,0.07620,755,3433,0.06733,0.08508
2007,Upper Secondary Level,Paid,0.04199,426,3433,0.03528,0.04870
2007,Upper Secondary Level,Not compensated,0.03900,428,3433,0.03252,0.04547
2007,Post-secondary Non-tertiary Level,Comp. time,0.24638,285,541,0.21004,0.28273
2007,Post-secondary Non-tertiary Level,Some of both,0.09740,106,541,0.07239,0.12240
2007,Post-secondary Non-tertiary Level,Paid,0.03455,39,541,0.01914,0.04995
2007,Post-secondary Non-tertiary Level,Not compensated,0.07349,111,541,0.05148,0.09550
2007,First Stage of Tertiary Education,Comp. time,0.21082,345,639,0.17917,0.24247
2007,First Stage of Tertiary Education,Some of both,0.08858,132,639,0.06654,0.11063
2007,First Stage of Tertiary Education,Paid,0.02554,33,639,0.01330,0.03778
2007,First Stage of Tertiary Education,Not compensated,0.09533,129,639,0.07254,0.11811
2007,Second Stage of Tertiary Education,Comp. time,0.17911,797,1928,0.16198,0.19623
2007,Second Stage of Tertiary Education,Some of both,0.06791,291,1928,0.05667,0.07914
2007,Second Stage of Tertiary Education,Paid,0.01972,69,1928,0.01352,0.02593
2007,Second Stage of Tertiary Education,Not compensated,0.16282,771,1928,0.14634,0.17931
2008,Lower Secondary Level,Comp. time,0.07718,174,348,0.04910,0.10526
2008,Lower Secondary Level,Some of both,0.03284,76,348,0.01409,0.05159
2008,Lower Secondary Level,Paid,0.02629,56,348,0.00945,0.04312
2008,Lower Secondary Level,Not compensated,0.02061,42,348,0.00566,0.03555
2008,Upper Secondary Level,Comp. time,0.18115,1747,3399,0.16820,0.19410
2008,Upper Secondary Level,Some of both,0.08654,779,3399,0.07709,0.09600
2008,Upper Secondary Level,Paid,0.04405,421,3399,0.03715,0.05095
2008,Upper Secondary Level,Not compensated,0.04332,452,3399,0.03648,0.05017
2008,Post-secondary Non-tertiary Level,Comp. time,0.26798,281,541,0.23062,0.30534
2008,Post-secondary Non-tertiary Level,Some of both,0.09424,108,541,0.06960,0.11888
2008,Post-secondary Non-tertiary Level,Paid,0.05127,52,541,0.03267,0.06987
2008,Post-secondary Non-tertiary Level,Not compensated,0.07667,100,541,0.05422,0.09911
2008,First Stage of Tertiary Education,Comp. time,0.22823,321,598,0.19456,0.26190
2008,First Stage of Tertiary Education,Some of both,0.08239,126,598,0.06033,0.10444
2008,First Stage of Tertiary Education,Paid,0.03007,41,598,0.01637,0.04377
2008,First Stage of Tertiary Education,Not compensated,0.08279,110,598,0.06069,0.10490
2008,Second Stage of Tertiary Education,Comp. time,0.18290,757,1863,0.16534,0.20046
2008,Second Stage of Tertiary Education,Some of both,0.06370,258,1863,0.05261,0.07479
2008,Second Stage of Tertiary Education,Paid,0.02911,99,1863,0.02148,0.03675
2008,Second Stage of Tertiary Education,Not compensated,0.16675,749,1863,0.14982,0.18368
2009,Lower Secondary Level,Comp. time,0.05714,110,265,0.02914,0.08514
2009,Lower Secondary Level,Some of both,0.03040,59,265,0.00969,0.05111
2009,Lower Secondary Level,Paid,0.02741,50,265,0.00772,0.04711
2009,Lower Secondary Level,Not compensated,0.03051,46,265,0.00976,0.05126
2009,Upper Secondary Level,Comp. time,0.17185,1550,2968,0.15828,0.18543
2009,Upper Secondary Level,Some of both,0.08109,680,2968,0.07126,0.09091
2009,Upper Secondary Level,Paid,0.04322,369,2968,0.03590,0.05054
2009,Upper Secondary Level,Not compensated,0.03782,369,2968,0.03096,0.04469
2009,Post-secondary Non-tertiary Level,Comp. time,0.27853,258,475,0.23818,0.31889
2009,Post-secondary Non-tertiary Level,Some of both,0.09459,95,475,0.06825,0.12094
2009,Post-secondary Non-tertiary Level,Paid,0.03232,32,475,0.01640,0.04824
2009,Post-secondary Non-tertiary Level,Not compensated,0.07668,90,475,0.05273,0.10064
2009,First Stage of Tertiary Education,Comp. time,0.22679,301,544,0.19157,0.26202
2009,First Stage of Tertiary Education,Some of both,0.08418,109,544,0.06083,0.10754
2009,First Stage of Tertiary Education,Paid,0.02695,35,544,0.01333,0.04058
2009,First Stage of Tertiary Education,Not compensated,0.08525,99,544,0.06176,0.10874
2009,Second Stage of Tertiary Education,Comp. time,0.18218,725,1736,0.16402,0.20034
2009,Second Stage of Tertiary Education,Some of both,0.07711,254,1736,0.06455,0.08966
2009,Second Stage of Tertiary Education,Paid,0.02887,88,1736,0.02099,0.03675
2009,Second Stage of Tertiary Education,Not compensated,0.15438,669,1736,0.13738,0.17138
2010,Lower Secondary Level,Comp. time,0.07757,215,444,0.05266,0.10248
2010,Lower Secondary Level,Some of both,0.02735,80,444,0.01216,0.04254
2010,Lower Secondary Level,Paid,0.03359,99,444,0.01682,0.05037
2010,Lower Secondary Level,Not compensated,0.02253,50,444,0.00871,0.03635
2010,Upper Secondary Level,Comp. time,0.18842,2178,4079,0.17642,0.20042
2010,Upper Secondary Level,Some of both,0.07105,873,4079,0.06317,0.07894
2010,Upper Secondary Level,Paid,0.04750,586,4079,0.04097,0.05403
2010,Upper Secondary Level,Not compensated,0.03810,442,4079,0.03222,0.04397
2010,Post-secondary Non-tertiary Level,Comp. time,0.30420,426,740,0.27103,0.33737
2010,Post-secondary Non-tertiary Level,Some of both,0.08898,124,740,0.06845,0.10950
2010,Post-secondary Non-tertiary Level,Paid,0.03568,82,740,0.02231,0.04906
2010,Post-secondary Non-tertiary Level,Not compensated,0.06144,108,740,0.04412,0.07875
2010,First Stage of Tertiary Education,Comp. time,0.22623,384,694,0.19508,0.25738
2010,First Stage of Tertiary Education,Some of both,0.07286,122,694,0.05351,0.09221
2010,First Stage of Tertiary Education,Paid,0.02511,46,694,0.01346,0.03676
2010,First Stage of Tertiary Education,Not compensated,0.11102,142,694,0.08763,0.13441
2010,Second Stage of Tertiary Education,Comp. time,0.19948,1014,2355,0.18334,0.21562
2010,Second Stage of Tertiary Education,Some of both,0.06907,350,2355,0.05883,0.07932
2010,Second Stage of Tertiary Education,Paid,0.01846,118,2355,0.01302,0.02389
2010,Second Stage of Tertiary Education,Not compensated,0.15604,873,2355,0.14138,0.17070
2011,Lower Secondary Level,Comp. time,0.08192,258,576,0.05951,0.10434
2011,Lower Secondary Level,Some of both,0.03623,115,576,0.02096,0.05151
2011,Lower Secondary Level,Paid,0.04264,143,576,0.02613,0.05915
2011,Lower Secondary Level,Not compensated,0.02148,60,576,0.00963,0.03333
2011,Upper Secondary Level,Comp. time,0.17159,2453,4837,0.16097,0.18222
2011,Upper Secondary Level,Some of both,0.07714,1082,4837,0.06962,0.08466
2011,Upper Secondary Level,Paid,0.04962,735,4837,0.04350,0.05574
2011,Upper Secondary Level,Not compensated,0.04249,567,4837,0.03681,0.04818
2011,Post-secondary Non-tertiary Level,Comp. time,0.28720,512,895,0.25754,0.31686
2011,Post-secondary Non-tertiary Level,Some of both,0.08406,154,895,0.06587,0.10225
2011,Post-secondary Non-tertiary Level,Paid,0.05084,98,895,0.03644,0.06524
2011,Post-secondary Non-tertiary Level,Not compensated,0.07013,131,895,0.05339,0.08687
2011,First Stage of Tertiary Education,Comp. time,0.21335,435,819,0.18528,0.24143
2011,First Stage of Tertiary Education,Some of both,0.06613,149,819,0.04910,0.08316
2011,First Stage of Tertiary Education,Paid,0.03912,71,819,0.02583,0.05241
2011,First Stage of Tertiary Education,Not compensated,0.10095,164,819,0.08030,0.12159
2011,Second Stage of Tertiary Education,Comp. time,0.20488,1258,2775,0.18986,0.21990
2011,Second Stage of Tertiary Education,Some of both,0.07060,388,2775,0.06107,0.08014
2011,Second Stage of Tertiary Education,Paid,0.02022,129,2775,0.01498,0.02546
2011,Second Stage of Tertiary Education,Not compensated,0.15390,1000,2775,0.14047,0.16732
2012,Lower Secondary Level,Comp. time,0.09049,290,598,0.06748,0.11351
2012,Lower Secondary Level,Some of both,0.04444,115,598,0.02791,0.06097
2012,Lower Secondary Level,Paid,0.03949,140,598,0.02387,0.05511
2012,Lower Secondary Level,Not compensated,0.01866,53,598,0.00780,0.02951
2012,Upper Secondary Level,Comp. time,0.18638,2632,4989,0.17557,0.19719
2012,Upper Secondary Level,Some of both,0.08411,1149,4989,0.07641,0.09181
2012,Upper Secondary Level,Paid,0.04879,708,4989,0.04281,0.05477
2012,Upper Secondary Level,Not compensated,0.03570,500,4989,0.03055,0.04085
2012,Post-secondary Non-tertiary Level,Comp. time,0.28893,522,956,0.26018,0.31768
2012,Post-secondary Non-tertiary Level,Some of both,0.10289,203,956,0.08362,0.12216
2012,Post-secondary Non-tertiary Level,Paid,0.05012,97,956,0.03629,0.06396
2012,Post-secondary Non-tertiary Level,Not compensated,0.06642,134,956,0.05063,0.08221
2012,First Stage of Tertiary Education,Comp. time,0.24124,452,824,0.21201,0.27047
2012,First Stage of Tertiary Education,Some of both,0.09227,159,824,0.07250,0.11205
2012,First Stage of Tertiary Education,Paid,0.04286,72,824,0.02902,0.05670
2012,First Stage of Tertiary Education,Not compensated,0.08616,141,824,0.06699,0.10533
2012,Second Stage of Tertiary Education,Comp. time,0.21609,1332,2820,0.20090,0.23129
2012,Second Stage of Tertiary Education,Some of both,0.06898,399,2820,0.05963,0.07834
2012,Second Stage of Tertiary Education,Paid,0.01986,137,2820,0.01471,0.02501
2012,Second Stage of Tertiary Education,Not compensated,0.14791,952,2820,0.13480,0.16101
2013,Primary Level,Comp. time,0.05671,33,68,0.00133,0.11210
2013,Primary Level,Paid,0.05197,35,68,-0.00118,0.10511
2013,Lower Secondary Level,Comp. time,0.08575,374,815,0.06651,0.10498
2013,Lower Secondary Level,Some of both,0.04123,176,815,0.02757,0.05489
2013,Lower Secondary Level,Paid,0.03357,194,815,0.02120,0.04595
2013,Lower Secondary Level,Not compensated,0.01959,71,815,0.01007,0.02911
2013,Upper Secondary Level,Comp. time,0.17924,2652,5107,0.16872,0.18976
2013,Upper Secondary Level,Some of both,0.08078,1181,5107,0.07331,0.08826
2013,Upper Secondary Level,Paid,0.04765,791,5107,0.04181,0.05350
2013,Upper Secondary Level,Not compensated,0.03400,483,5107,0.02903,0.03897
2013,Post-secondary Non-tertiary Level,Comp. time,0.27356,618,1114,0.24737,0.29975
2013,Post-secondary Non-tertiary Level,Some of both,0.10223,217,1114,0.08443,0.12002
2013,Post-secondary Non-tertiary Level,Paid,0.04886,136,1114,0.03619,0.06152
2013,Post-secondary Non-tertiary Level,Not compensated,0.06048,143,1114,0.04647,0.07448
2013,First Stage of Tertiary Education,Comp. time,0.23293,413,762,0.20290,0.26296
2013,First Stage of Tertiary Education,Some of both,0.08019,157,762,0.06089,0.09948
2013,First Stage of Tertiary Education,Paid,0.03435,54,762,0.02141,0.04729
2013,First Stage of Tertiary Education,Not compensated,0.07939,138,762,0.06018,0.09860
2013,Second Stage of Tertiary Education,Comp. time,0.20364,1450,2998,0.18922,0.21806
2013,Second Stage of Tertiary Education,Some of both,0.06474,425,2998,0.05593,0.07355
2013,Second Stage of Tertiary Education,Paid,0.02119,160,2998,0.01603,0.02634
2013,Second Stage of Tertiary Education,Not compensated,0.14328,963,2998,0.13074,0.15582
2014,Lower Secondary Level,Comp. time,0.08790,302,700,0.06691,0.10889
2014,Lower Secondary Level,Some of both,0.05635,161,700,0.03926,0.07345
2014,Lower Secondary Level,Paid,0.03696,163,700,0.02297,0.05095
2014,Lower Secondary Level,Not compensated,0.02175,74,700,0.01094,0.03257
2014,Upper Secondary Level,Comp. time,0.17975,2358,4596,0.16865,0.19085
2014,Upper Secondary Level,Some of both,0.08408,1145,4596,0.07606,0.09211
2014,Upper Secondary Level,Paid,0.04747,674,4596,0.04132,0.05362
2014,Upper Secondary Level,Not compensated,0.03489,419,4596,0.02959,0.04020
2014,Post-secondary Non-tertiary Level,Comp. time,0.26695,552,1037,0.24001,0.29389
2014,Post-secondary Non-tertiary Level,Some of both,0.14245,245,1037,0.12116,0.16373
2014,Post-secondary Non-tertiary Level,Paid,0.04251,105,1037,0.03022,0.05480
2014,Post-secondary Non-tertiary Level,Not compensated,0.06093,135,1037,0.04637,0.07550
2014,First Stage of Tertiary Education,Comp. time,0.21381,374,697,0.18335,0.24427
2014,First Stage of Tertiary Education,Some of both,0.08783,155,697,0.06680,0.10886
2014,First Stage of Tertiary Education,Paid,0.04195,53,697,0.02706,0.05684
2014,First Stage of Tertiary Education,Not compensated,0.08658,115,697,0.06569,0.10747
2014,Second Stage of Tertiary Education,Comp. time,0.22802,1401,2802,0.21248,0.24355
2014,Second Stage of Tertiary Education,Some of both,0.06629,421,2802,0.05707,0.07550
2014,Second Stage of Tertiary Education,Paid,0.02573,147,2802,0.01986,0.03159
2014,Second Stage of Tertiary Education,Not compensated,0.12773,833,2802,0.11537,0.14009
2018,Lower Secondary Level,Comp. time,0.08518,254,595,0.06273,0.10763
2018,Lower Secondary Level,Some of both,0.06303,170,595,0.04349,0.08258
2018,Lower Secondary Level,Paid,0.03864,133,595,0.02314,0.05414
2018,Lower Secondary Level,Not compensated,0.01053,38,595,0.00232,0.01874
2018,Upper Secondary Level,Comp. time,0.19652,2319,4393,0.18476,0.20827
2018,Upper Secondary Level,Some of both,0.09212,1108,4393,0.08357,0.10068
2018,Upper Secondary Level,Paid,0.05190,664,4393,0.04534,0.05847
2018,Upper Secondary Level,Not compensated,0.02780,302,4393,0.02294,0.03266
2018,Post-secondary Non-tertiary Level,Comp. time,0.28923,648,1077,0.26214,0.31632
2018,Post-secondary Non-tertiary Level,Some of both,0.11241,226,1077,0.09354,0.13129
2018,Post-secondary Non-tertiary Level,Paid,0.04699,111,1077,0.03435,0.05964
2018,Post-secondary Non-tertiary Level,Not compensated,0.03645,92,1077,0.02526,0.04765
2018,First Stage of Tertiary Education,Comp. time,0.28634,402,660,0.25182,0.32085
2018,First Stage of Tertiary Education,Some of both,0.09453,127,660,0.07219,0.11687
2018,First Stage of Tertiary Education,Paid,0.03018,48,660,0.01712,0.04325
2018,First Stage of Tertiary Education,Not compensated,0.05748,83,660,0.03971,0.07525
2018,Second Stage of Tertiary Education,Comp. time,0.24107,1535,2920,0.22555,0.25659
2018,Second Stage of Tertiary Education,Some of both,0.07698,464,2920,0.06731,0.08665
2018,Second Stage of Tertiary Education,Paid,0.02724,181,2920,0.02133,0.03314
2018,Second Stage of Tertiary Education,Not compensated,0.12264,740,2920,0.11074,0.13454
2020,Primary Level,Paid,0.03591,37,37,-0.02487,0.09668
2020,Lower Secondary Level,Comp. time,0.09851,277,630,0.07522,0.12180
2020,Lower Secondary Level,Some of both,0.06546,171,630,0.04613,0.08479
2020,Lower Secondary Level,Paid,0.04486,144,630,0.02868,0.06104
2020,Lower Secondary Level,Not compensated,0.01142,38,630,0.00312,0.01972
2020,Upper Secondary Level,Comp. time,0.19794,2148,4052,0.18567,0.21021
2020,Upper Secondary Level,Some of both,0.10411,1115,4052,0.09470,0.11351
2020,Upper Secondary Level,Paid,0.04521,510,4052,0.03881,0.05161
2020,Upper Secondary Level,Not compensated,0.02384,279,4052,0.01914,0.02854
2020,Post-secondary Non-tertiary Level,Comp. time,0.33517,676,1142,0.30778,0.36256
2020,Post-secondary Non-tertiary Level,Some of both,0.11844,249,1142,0.09969,0.13718
2020,Post-secondary Non-tertiary Level,Paid,0.03096,99,1142,0.02091,0.04100
2020,Post-secondary Non-tertiary Level,Not compensated,0.03410,118,1142,0.02357,0.04463
2020,First Stage of Tertiary Education,Comp. time,0.30466,397,632,0.26875,0.34057
2020,First Stage of Tertiary Education,Some of both,0.08318,111,632,0.06164,0.10473
2020,First Stage of Tertiary Education,Paid,0.04357,43,632,0.02765,0.05950
2020,First Stage of Tertiary Education,Not compensated,0.06276,81,632,0.04384,0.08168
2020,Second Stage of Tertiary Education,Comp. time,0.27329,1699,3214,0.25789,0.28870
2020,Second Stage of Tertiary Education,Some of both,0.07780,506,3214,0.06854,0.08706
2020,Second Stage of Tertiary Education,Paid,0.02845,241,3214,0.02270,0.03420
2020,Second Stage of Tertiary Education,Not compensated,0.10522,768,3214,0.09461,0.11583
