study,dataset,version,variable,value,label,label_de
soep-core,p_statistics,v39,ple0098_v5,1,Yes,Ja
soep-core,p_statistics,v39,ple0098_v5,2,No,Nein
soep-core,p_statistics,v39,ple0162,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0162,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0162,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0162,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0162,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0162,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0162,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0162,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0162,1,Yes,Ja
soep-core,p_statistics,v39,ple0162,2,No,Nein
soep-core,p_statistics,v39,ple0187,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0187,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0187,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0187,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0187,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0187,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0187,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0187,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0187,1,Yes,Ja
soep-core,p_statistics,v39,ple0187,2,No,Nein
soep-core,p_statistics,v39,plg0267_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plg0267_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plg0267_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plg0267_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plg0267_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plg0267_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plg0267_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plg0267_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plg0267_h,1,General education,Allgemeinbildende Schule
soep-core,p_statistics,v39,plg0267_h,2,University/ Technical university,Hochschule
soep-core,p_statistics,v39,plg0267_h,3,Vocational training,Berufliche Ausbildung
soep-core,p_statistics,v39,plg0267_h,4,Further training/ Retraining,Weiterbildung / Umschulung
soep-core,p_statistics,v39,plg0292_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plg0292_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plg0292_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plg0292_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plg0292_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plg0292_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plg0292_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plg0292_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plg0292_h,1,Vocational Retraining,Berufliche Umschulung
soep-core,p_statistics,v39,plg0292_h,2,Further vocational education,Berufliche Fortbildung
soep-core,p_statistics,v39,plg0292_h,3,Vocational rehabilitation,Berufliche Rehabilitation
soep-core,p_statistics,v39,plg0292_h,4,Further general/political education,Allgemeine/politische Weiterbildung
soep-core,p_statistics,v39,plg0292_h,5,Others,Sonstiges
soep-core,p_statistics,v39,plg0292_h,6,Integration/Language course,Integrationskurs / Sprachkurs
soep-core,p_statistics,v39,plg0292_h,7,Multiple answers,Mehrfachnennung
soep-core,p_statistics,v39,plh0004,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0004,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0004,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0004,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0004,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0004,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0004,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0004,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0004,0,0 far left,0 ganz links
soep-core,p_statistics,v39,plh0004,1,1,1
soep-core,p_statistics,v39,plh0004,2,2,2
soep-core,p_statistics,v39,plh0004,3,3,3
soep-core,p_statistics,v39,plh0004,4,4,4
soep-core,p_statistics,v39,plh0004,5,5,5
soep-core,p_statistics,v39,plh0004,6,6,6
soep-core,p_statistics,v39,plh0004,7,7,7
soep-core,p_statistics,v39,plh0004,8,8,8
soep-core,p_statistics,v39,plh0004,9,9,9
soep-core,p_statistics,v39,plh0004,10,10 far right,10 ganz rechts
soep-core,p_statistics,v39,plh0032,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0032,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0032,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0032,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0032,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0032,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0032,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0032,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0032,1,Very concerned,Grosse Sorgen
soep-core,p_statistics,v39,plh0032,2,Somewhat concerned,Einige Sorgen
soep-core,p_statistics,v39,plh0032,3,Not concerned at all,Keine Sorgen
soep-core,p_statistics,v39,plh0033,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0033,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0033,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0033,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0033,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0033,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0033,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0033,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0033,1,Very concerned,Grosse Sorgen
soep-core,p_statistics,v39,plh0033,2,Somewhat concerned,Einige Sorgen
soep-core,p_statistics,v39,plh0033,3,Not concerned at all,Keine Sorgen
soep-core,p_statistics,v39,plh0034,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0034,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0034,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0034,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0034,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0034,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0034,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0034,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0034,1,Very concerned,Grosse Sorgen
soep-core,p_statistics,v39,plh0034,2,Somewhat concerned,Einige Sorgen
soep-core,p_statistics,v39,plh0034,3,Not concerned at all,Keine Sorgen
soep-core,p_statistics,v39,plh0035,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0035,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0035,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0035,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0035,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0035,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0035,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0035,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0035,1,Very concerned,Grosse Sorgen
soep-core,p_statistics,v39,plh0035,2,Somewhat concerned,Einige Sorgen
soep-core,p_statistics,v39,plh0035,3,Not concerned at all,Keine Sorgen
soep-core,p_statistics,v39,plh0036,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0036,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0036,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0036,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0036,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0036,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0036,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0036,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0036,1,Very concerned,Grosse Sorgen
soep-core,p_statistics,v39,plh0036,2,Somewhat concerned,Einige Sorgen
soep-core,p_statistics,v39,plh0036,3,Not concerned at all,Keine Sorgen
soep-core,p_statistics,v39,plh0037,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0037,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0037,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0037,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0037,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0037,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0037,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0037,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0037,1,Very concerned,Grosse Sorgen
soep-core,p_statistics,v39,plh0037,2,Somewhat concerned,Einige Sorgen
soep-core,p_statistics,v39,plh0037,3,Not concerned at all,Keine Sorgen
soep-core,p_statistics,v39,plh0038,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0038,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0038,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0038,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0038,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0038,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0038,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0038,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0038,1,Very concerned,Grosse Sorgen
soep-core,p_statistics,v39,plh0038,2,Somewhat concerned,Einige Sorgen
soep-core,p_statistics,v39,plh0038,3,Not concerned at all,Keine Sorgen
soep-core,p_statistics,v39,plh0039,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0039,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0039,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0039,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0039,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0039,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0039,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0039,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0039,1,Very concerned,Grosse Sorgen
soep-core,p_statistics,v39,plh0039,2,Somewhat concerned,Einige Sorgen
soep-core,p_statistics,v39,plh0039,3,Not concerned at all,Keine Sorgen
soep-core,p_statistics,v39,plh0040,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0040,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0040,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0040,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0040,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0040,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0040,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0040,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0040,1,Very concerned,Grosse Sorgen
soep-core,p_statistics,v39,plh0040,2,Somewhat concerned,Einige Sorgen
soep-core,p_statistics,v39,plh0040,3,Not concerned at all,Keine Sorgen
soep-core,p_statistics,v39,plh0042,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0042,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0042,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0042,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0042,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0042,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0042,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0042,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0042,1,Very concerned,Grosse Sorgen
soep-core,p_statistics,v39,plh0042,2,Somewhat concerned,Einige Sorgen
soep-core,p_statistics,v39,plh0042,3,Not concerned at all,Keine Sorgen
soep-core,p_statistics,v39,plh0105,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0105,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0105,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0105,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0105,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0105,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0105,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0105,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0105,1,Very important,1 Sehr wichtig
soep-core,p_statistics,v39,plh0105,2,Important,2 Wichtig
soep-core,p_statistics,v39,plh0105,3,Less important,3 Weniger wichtig
soep-core,p_statistics,v39,plh0105,4,Unimportant,4 Ganz unwichtig
soep-core,p_statistics,v39,plh0106,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0106,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0106,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0106,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0106,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0106,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0106,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0106,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0106,1,Very important,1 Sehr wichtig
soep-core,p_statistics,v39,plh0106,2,Important,2 Wichtig
soep-core,p_statistics,v39,plh0106,3,Less important,3 Weniger wichtig
soep-core,p_statistics,v39,plh0106,4,Unimportant,4 Ganz unwichtig
soep-core,p_statistics,v39,plh0107,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0107,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0107,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0107,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0107,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0107,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0107,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0107,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0107,1,Very important,1 Sehr wichtig
soep-core,p_statistics,v39,plh0107,2,Important,2 Wichtig
soep-core,p_statistics,v39,plh0107,3,Less important,3 Weniger wichtig
soep-core,p_statistics,v39,plh0107,4,Unimportant,4 Ganz unwichtig
soep-core,p_statistics,v39,plh0108,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0108,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0108,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0108,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0108,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0108,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0108,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0108,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0108,1,Very important,1 Sehr wichtig
soep-core,p_statistics,v39,plh0108,2,Important,2 Wichtig
soep-core,p_statistics,v39,plh0108,3,Less important,3 Weniger wichtig
soep-core,p_statistics,v39,plh0108,4,Unimportant,4 Ganz unwichtig
soep-core,p_statistics,v39,plh0109,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0109,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0109,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0109,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0109,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0109,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0109,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0109,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0109,1,Very important,1 Sehr wichtig
soep-core,p_statistics,v39,plh0109,2,Important,2 Wichtig
soep-core,p_statistics,v39,plh0109,3,Less important,3 Weniger wichtig
soep-core,p_statistics,v39,plh0109,4,Unimportant,4 Ganz unwichtig
soep-core,p_statistics,v39,plh0110,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0110,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0110,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0110,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0110,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0110,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0110,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0110,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0110,1,Very important,1 Sehr wichtig
soep-core,p_statistics,v39,plh0110,2,Important,2 Wichtig
soep-core,p_statistics,v39,plh0110,3,Less important,3 Weniger wichtig
soep-core,p_statistics,v39,plh0110,4,Unimportant,4 Ganz unwichtig
soep-core,p_statistics,v39,plh0111,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0111,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0111,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0111,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0111,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0111,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0111,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0111,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0111,1,Very important,1 Sehr wichtig
soep-core,p_statistics,v39,plh0111,2,Important,2 Wichtig
soep-core,p_statistics,v39,plh0111,3,Less important,3 Weniger wichtig
soep-core,p_statistics,v39,plh0111,4,Unimportant,4 Ganz unwichtig
soep-core,p_statistics,v39,plh0112,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0112,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0112,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0112,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0112,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0112,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0112,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0112,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0112,1,Very important,1 Sehr wichtig
soep-core,p_statistics,v39,plh0112,2,Important,2 Wichtig
soep-core,p_statistics,v39,plh0112,3,Less important,3 Weniger wichtig
soep-core,p_statistics,v39,plh0112,4,Unimportant,4 Ganz unwichtig
soep-core,p_statistics,v39,plh0162,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0162,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0162,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0162,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0162,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0162,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0162,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0162,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0162,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0162,1,1,1
soep-core,p_statistics,v39,plh0162,2,2,2
soep-core,p_statistics,v39,plh0162,3,3,3
soep-core,p_statistics,v39,plh0162,4,4,4
soep-core,p_statistics,v39,plh0162,5,5,5
soep-core,p_statistics,v39,plh0162,6,6,6
soep-core,p_statistics,v39,plh0162,7,7,7
soep-core,p_statistics,v39,plh0162,8,8,8
soep-core,p_statistics,v39,plh0162,9,9,9
soep-core,p_statistics,v39,plh0162,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0164,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0164,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0164,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0164,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0164,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0164,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0164,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0164,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0164,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0164,1,1,1
soep-core,p_statistics,v39,plh0164,2,2,2
soep-core,p_statistics,v39,plh0164,3,3,3
soep-core,p_statistics,v39,plh0164,4,4,4
soep-core,p_statistics,v39,plh0164,5,5,5
soep-core,p_statistics,v39,plh0164,6,6,6
soep-core,p_statistics,v39,plh0164,7,7,7
soep-core,p_statistics,v39,plh0164,8,8,8
soep-core,p_statistics,v39,plh0164,9,9,9
soep-core,p_statistics,v39,plh0164,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0171,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0171,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0171,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0171,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0171,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0171,-3,Implausible value,unplausibler Wert
