"year","hhtyp","sampreg","mean","median","n","lower_confidence","upper_confidence"
"2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","104.13","96.83","6608","102.68","105.58"
"2018","1-Pers.- Haushalt","Ostdeutschland","70.95","61.5","1017","68.32","73.58"
"2018","1-Pers.- Haushalt","Westdeutschland","79.98","69.96","2944","78.12","81.84"
"2018","Alleinerziehende","Ostdeutschland","95.77","83.17","881","92.68","98.86"
"2018","Alleinerziehende","Westdeutschland","94.29","85.42","2984","92.22","96.36"
"2018","Paar mit Kind(ern)","Ostdeutschland","109.07","99.5","3361","106.99","111.15"
"2018","Paar mit Kind(ern)","Westdeutschland","111.83","99.96","16043","110.92","112.74"
"2018","Sonstige","Ostdeutschland","115.97","122","172","109.09","122.85"
"2018","Sonstige","Westdeutschland","106.84","99.5","1038","102.98","110.7"
"2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","100.91","96.17","2441","98.28","103.54"
"2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","106.12","99.5","7360","104.47","107.77"
"2019","1-Pers.- Haushalt","Ostdeutschland","70.98","62.25","1003","67.94","74.02"
"2019","1-Pers.- Haushalt","Westdeutschland","81.04","70.62","3064","79.16","82.92"
"2019","Alleinerziehende","Ostdeutschland","91.65","82.67","852","88.39","94.91"
"2019","Alleinerziehende","Westdeutschland","91.56","83.96","2780","89.36","93.76"
"2019","Paar mit Kind(ern)","Ostdeutschland","107.11","98.54","3496","104.78","109.44"
"2019","Paar mit Kind(ern)","Westdeutschland","109.61","99.67","15907","108.54","110.68"
"2019","Sonstige","Ostdeutschland","131.85","108.5","175","120.42","143.28"
"2019","Sonstige","Westdeutschland","110.74","98.5","856","106.23","115.25"
"2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","96.39","89.58","2327","93.92","98.86"
"2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","107.47","99.75","7782","105.95","108.99"
"2020","1-Pers.- Haushalt","Ostdeutschland","70.19","59.58","1148","67.25","73.13"
"2020","1-Pers.- Haushalt","Westdeutschland","80.46","69.88","4195","78.9","82.02"
"2020","Alleinerziehende","Ostdeutschland","95.85","84.17","924","92.34","99.36"
"2020","Alleinerziehende","Westdeutschland","96.07","89.58","3296","94.02","98.12"
"2020","Paar mit Kind(ern)","Ostdeutschland","103.17","99","4262","100.89","105.45"
"2020","Paar mit Kind(ern)","Westdeutschland","110.6","99.5","22372","109.66","111.54"
"2020","Sonstige","Ostdeutschland","125.98","113.33","256","116.53","135.43"
"2020","Sonstige","Westdeutschland","111.62","99","2018","108.42","114.82"
