year,hhtyp,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2020,Single parent,Rural regions,,,,,,,,,,,,
2020,Couple with children,Urban regions,,,,,,,,,,,,
2020,Couple with children,Rural regions,,,,,,,,,,,,
2020,Multi-generational household,Urban regions,,,,,,,,,,,,
2020,Multi-generational household,Rural regions,,,,,,,,,,,,
2020,Other Combinations,Urban regions,,,,,,,,,,,,
2020,Other Combinations,Rural regions,,,,,,,,,,,,
2021,Single-person household,Urban regions,2517,3.37680,3.31258,3.44102,2.00000,3.00000,5.00000,1.00000,7.00000,3.00000,3.00000,3.00000
2021,Single-person household,Rural regions,996,3.14805,3.04788,3.24822,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,3.00000
2021,Couple without children,Urban regions,2255,3.74261,3.67681,3.80842,2.00000,4.00000,5.00000,1.00000,7.00000,4.00000,3.00000,4.00000
2021,Couple without children,Rural regions,1205,3.60705,3.52137,3.69272,2.00000,3.00000,5.00000,1.00000,7.00000,3.00000,3.00000,4.00000
2021,Single parent,Urban regions,678,3.32827,3.20845,3.44809,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,4.00000
2021,Single parent,Rural regions,341,3.17707,3.03482,3.31932,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,3.00000
2021,Couple with children,Urban regions,2725,3.80378,3.74505,3.86251,3.00000,4.00000,5.00000,1.00000,7.00000,4.00000,4.00000,4.00000
2021,Couple with children,Rural regions,1230,3.56690,3.48530,3.64849,2.00000,4.00000,5.00000,1.00000,7.00000,4.00000,3.00000,4.00000
2021,Multi-generational household,Urban regions,60,3.04162,2.70544,3.37779,2.00000,3.00000,4.00000,1.00000,6.00000,3.00000,2.00000,4.00000
2021,Multi-generational household,Rural regions,33,3.25860,2.84596,3.67125,3.00000,3.00000,4.00000,1.50000,5.50000,3.00000,2.00000,4.00000
2021,Other Combinations,Urban regions,242,3.25189,3.05655,3.44723,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,2.97500,3.00000
2021,Other Combinations,Rural regions,94,2.98748,2.67996,3.29501,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,2.00000,3.02500
