"ple0055","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"17","1999","3","Ländlicher Raum","","","",""
"17","1999","4","Städtischer Raum","","","",""
"17","1999","4","Ländlicher Raum","","","",""
"17","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"17","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"18","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"18","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"18","1999","2","Städtischer Raum","","","",""
"18","1999","2","Ländlicher Raum","","","",""
"18","1999","3","Städtischer Raum","","","",""
"18","1999","3","Ländlicher Raum","","","",""
"18","1999","4","Städtischer Raum","","","",""
"18","1999","4","Ländlicher Raum","","","",""
"18","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"18","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"19","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"19","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"19","1999","2","Städtischer Raum","","","",""
"19","1999","2","Ländlicher Raum","1","","",""
"19","1999","3","Städtischer Raum","","","",""
"19","1999","3","Ländlicher Raum","","","",""
"19","1999","4","Städtischer Raum","","","",""
"19","1999","4","Ländlicher Raum","","","",""
"19","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"19","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"20","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"20","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"20","1999","2","Städtischer Raum","","","",""
"20","1999","2","Ländlicher Raum","","","",""
"20","1999","3","Städtischer Raum","","","",""
"20","1999","3","Ländlicher Raum","","","",""
"20","1999","4","Städtischer Raum","","","",""
"20","1999","4","Ländlicher Raum","","","",""
"20","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"20","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"21","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"21","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"21","1999","2","Städtischer Raum","","","",""
"21","1999","2","Ländlicher Raum","","","",""
"21","1999","3","Städtischer Raum","","","",""
"21","1999","3","Ländlicher Raum","","","",""
"21","1999","4","Städtischer Raum","","","",""
"21","1999","4","Ländlicher Raum","","","",""
"21","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"21","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"22","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"22","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"22","1999","2","Städtischer Raum","","","",""
"22","1999","2","Ländlicher Raum","","","",""
"22","1999","3","Städtischer Raum","","","",""
"22","1999","3","Ländlicher Raum","","","",""
"22","1999","4","Städtischer Raum","","","",""
"22","1999","4","Ländlicher Raum","","","",""
"22","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"22","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"23","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"23","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"23","1999","2","Städtischer Raum","","","",""
"23","1999","2","Ländlicher Raum","","","",""
"23","1999","3","Städtischer Raum","","","",""
"23","1999","3","Ländlicher Raum","","","",""
"23","1999","4","Städtischer Raum","","","",""
"23","1999","4","Ländlicher Raum","","","",""
"23","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"23","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"24","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"24","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"24","1999","2","Städtischer Raum","","","",""
"24","1999","2","Ländlicher Raum","","","",""
"24","1999","3","Städtischer Raum","","","",""
"24","1999","3","Ländlicher Raum","","","",""
"24","1999","4","Städtischer Raum","","","",""
"24","1999","4","Ländlicher Raum","","","",""
"24","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"24","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"25","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"25","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"25","1999","2","Städtischer Raum","","","",""
"25","1999","2","Ländlicher Raum","","","",""
"25","1999","3","Städtischer Raum","","","",""
"25","1999","3","Ländlicher Raum","","","",""
"25","1999","4","Städtischer Raum","","","",""
"25","1999","4","Ländlicher Raum","","","",""
"25","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"25","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"26","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"26","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"26","1999","2","Städtischer Raum","","","",""
"26","1999","2","Ländlicher Raum","","","",""
"26","1999","3","Städtischer Raum","","","",""
"26","1999","3","Ländlicher Raum","","","",""
"26","1999","4","Städtischer Raum","","","",""
"26","1999","4","Ländlicher Raum","","","",""
"26","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"26","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"28","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"28","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"28","1999","2","Städtischer Raum","","","",""
"28","1999","2","Ländlicher Raum","","","",""
"28","1999","3","Städtischer Raum","","","",""
"28","1999","3","Ländlicher Raum","","","",""
"28","1999","4","Städtischer Raum","","","",""
"28","1999","4","Ländlicher Raum","","","",""
"28","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"28","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"30","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"30","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"30","1999","2","Städtischer Raum","1","","",""
"30","1999","2","Ländlicher Raum","","","",""
"30","1999","3","Städtischer Raum","","","",""
"30","1999","3","Ländlicher Raum","","","",""
"30","1999","4","Städtischer Raum","","","",""
"30","1999","4","Ländlicher Raum","","","",""
"30","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"30","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"32","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"32","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"32","1999","2","Städtischer Raum","","","",""
"32","1999","2","Ländlicher Raum","","","",""
"32","1999","3","Städtischer Raum","","","",""
"32","1999","3","Ländlicher Raum","","","",""
"32","1999","4","Städtischer Raum","","","",""
"32","1999","4","Ländlicher Raum","","","",""
"32","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"32","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"35","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"35","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"35","1999","2","Städtischer Raum","","","",""
"35","1999","2","Ländlicher Raum","","","",""
"35","1999","3","Städtischer Raum","","","",""
"35","1999","3","Ländlicher Raum","","","",""
"35","1999","4","Städtischer Raum","","","",""
"35","1999","4","Ländlicher Raum","","","",""
"35","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"35","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"36","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"36","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"36","1999","2","Städtischer Raum","","","",""
"36","1999","2","Ländlicher Raum","","","",""
"36","1999","3","Städtischer Raum","","","",""
"36","1999","3","Ländlicher Raum","","","",""
"36","1999","4","Städtischer Raum","","","",""
"36","1999","4","Ländlicher Raum","","","",""
"36","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"36","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"40","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"40","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"40","1999","2","Städtischer Raum","","","",""
"40","1999","2","Ländlicher Raum","","","",""
"40","1999","3","Städtischer Raum","","","",""
"40","1999","3","Ländlicher Raum","","","",""
"40","1999","4","Städtischer Raum","","","",""
"40","1999","4","Ländlicher Raum","","","",""
"40","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"40","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"42","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"42","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"42","1999","2","Städtischer Raum","","","",""
"42","1999","2","Ländlicher Raum","","","",""
"42","1999","3","Städtischer Raum","","","",""
"42","1999","3","Ländlicher Raum","","","",""
"42","1999","4","Städtischer Raum","","","",""
"42","1999","4","Ländlicher Raum","","","",""
"42","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"42","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"45","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"45","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"45","1999","2","Städtischer Raum","","","",""
"45","1999","2","Ländlicher Raum","","","",""
"45","1999","3","Städtischer Raum","","","",""
"45","1999","3","Ländlicher Raum","","","",""
"45","1999","4","Städtischer Raum","","","",""
"45","1999","4","Ländlicher Raum","","","",""
"45","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"45","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"48","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"48","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"48","1999","2","Städtischer Raum","","","",""
"48","1999","2","Ländlicher Raum","","","",""
"48","1999","3","Städtischer Raum","","","",""
"48","1999","3","Ländlicher Raum","","","",""
"48","1999","4","Städtischer Raum","","","",""
"48","1999","4","Ländlicher Raum","","","",""
"48","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"48","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"50","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"50","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"50","1999","2","Städtischer Raum","","","",""
"50","1999","2","Ländlicher Raum","","","",""
"50","1999","3","Städtischer Raum","","","",""
"50","1999","3","Ländlicher Raum","","","",""
"50","1999","4","Städtischer Raum","","","",""
"50","1999","4","Ländlicher Raum","","","",""
"50","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"50","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"64","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"64","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"64","1999","2","Städtischer Raum","","","",""
"64","1999","2","Ländlicher Raum","","","",""
"64","1999","3","Städtischer Raum","","","",""
"64","1999","3","Ländlicher Raum","","","",""
"64","1999","4","Städtischer Raum","","","",""
"64","1999","4","Ländlicher Raum","","","",""
"64","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"64","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"98","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"98","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"98","1999","2","Städtischer Raum","","","",""
"98","1999","2","Ländlicher Raum","","","",""
"98","1999","3","Städtischer Raum","","","",""
"98","1999","3","Ländlicher Raum","","","",""
"98","1999","4","Städtischer Raum","","","",""
"98","1999","4","Ländlicher Raum","","","",""
"98","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"98","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"100","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"100","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"100","1999","2","Städtischer Raum","","","",""
"100","1999","2","Ländlicher Raum","","","",""
"100","1999","3","Städtischer Raum","","","",""
"100","1999","3","Ländlicher Raum","","","",""
"100","1999","4","Städtischer Raum","","","",""
"100","1999","4","Ländlicher Raum","","","",""
"100","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"100","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"0","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"0","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"0","2000","2","Städtischer Raum","","","",""
"0","2000","2","Ländlicher Raum","","","",""
"0","2000","3","Städtischer Raum","","","",""
"0","2000","3","Ländlicher Raum","","","",""
"0","2000","4","Städtischer Raum","","","",""
"0","2000","4","Ländlicher Raum","","","",""
"0","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"0","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"1","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","337","0.733080829315355","0.692073626695964","0.774088031934745"
"1","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","233","0.677426448724083","0.628027885002945","0.726825012445222"
"1","2000","2","Städtischer Raum","373","0.704571006853103","0.664857974232827","0.74428403947338"
"1","2000","2","Ländlicher Raum","261","0.763764072497104","0.719199682752027","0.80832846224218"
"1","2000","3","Städtischer Raum","255","0.741984756038005","0.695476633645338","0.788492878430671"
"1","2000","3","Ländlicher Raum","138","0.721271542370757","0.657178745901629","0.785364338839886"
"1","2000","4","Städtischer Raum","184","0.703932026920058","0.647454937379572","0.760409116460544"
"1","2000","4","Ländlicher Raum","93","0.824591454866842","0.754777787319446","0.894405122414239"
"1","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","153","0.728413627442921","0.66722889145804","0.789598363427802"
"1","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","35","0.816838648450661","0.699859486794795","0.933817810106527"
"2","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","67","0.154209247802343","0.12072959041623","0.187688905188456"
"2","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","78","0.243120067445755","0.197789331604444","0.288450803287067"
"2","2000","2","Städtischer Raum","81","0.17519252197976","0.14210393750372","0.2082811064558"
"2","2000","2","Ländlicher Raum","51","0.137677728141425","0.101528250630134","0.173827205652715"
"2","2000","3","Städtischer Raum","62","0.182249869585827","0.141215047326245","0.22328469184541"
"2","2000","3","Ländlicher Raum","30","0.159998758961269","0.107594397051705","0.212403120870833"
"2","2000","4","Städtischer Raum","39","0.182778150402209","0.134965441039347","0.230590859765071"
"2","2000","4","Ländlicher Raum","16","","",""
"2","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","36","0.197248604463678","0.142509514082682","0.251987694844675"
"2","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","4","","",""
"3","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","24","","",""
"3","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","15","","",""
"3","2000","2","Städtischer Raum","24","","",""
"3","2000","2","Ländlicher Raum","17","","",""
"3","2000","3","Städtischer Raum","10","","",""
"3","2000","3","Ländlicher Raum","10","","",""
"3","2000","4","Städtischer Raum","10","","",""
"3","2000","4","Ländlicher Raum","3","","",""
"3","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","6","","",""
"3","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"4","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","2","","",""
"4","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","8","","",""
"4","2000","2","Städtischer Raum","6","","",""
"4","2000","2","Ländlicher Raum","10","","",""
"4","2000","3","Städtischer Raum","5","","",""
"4","2000","3","Ländlicher Raum","5","","",""
"4","2000","4","Städtischer Raum","5","","",""
"4","2000","4","Ländlicher Raum","1","","",""
"4","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","3","","",""
"4","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"5","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","4","","",""
"5","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","2","","",""
"5","2000","2","Städtischer Raum","7","","",""
"5","2000","2","Ländlicher Raum","2","","",""
"5","2000","3","Städtischer Raum","1","","",""
"5","2000","3","Ländlicher Raum","","","",""
"5","2000","4","Städtischer Raum","3","","",""
"5","2000","4","Ländlicher Raum","","","",""
"5","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"5","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","1","","",""
"6","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","2","","",""
"6","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","2","","",""
"6","2000","2","Städtischer Raum","6","","",""
"6","2000","2","Ländlicher Raum","1","","",""
"6","2000","3","Städtischer Raum","3","","",""
"6","2000","3","Ländlicher Raum","1","","",""
"6","2000","4","Städtischer Raum","4","","",""
"6","2000","4","Ländlicher Raum","","","",""
"6","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"6","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"7","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"7","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"7","2000","2","Städtischer Raum","2","","",""
"7","2000","2","Ländlicher Raum","2","","",""
"7","2000","3","Städtischer Raum","2","","",""
"7","2000","3","Ländlicher Raum","","","",""
"7","2000","4","Städtischer Raum","3","","",""
"7","2000","4","Ländlicher Raum","","","",""
"7","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"7","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"8","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","2","","",""
"8","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","2","","",""
"8","2000","2","Städtischer Raum","4","","",""
"8","2000","2","Ländlicher Raum","1","","",""
"8","2000","3","Städtischer Raum","","","",""
"8","2000","3","Ländlicher Raum","1","","",""
"8","2000","4","Städtischer Raum","","","",""
"8","2000","4","Ländlicher Raum","","","",""
"8","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"8","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"9","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","2","","",""
"9","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"9","2000","2","Städtischer Raum","2","","",""
"9","2000","2","Ländlicher Raum","1","","",""
"9","2000","3","Städtischer Raum","","","",""
"9","2000","3","Ländlicher Raum","2","","",""
"9","2000","4","Städtischer Raum","1","","",""
"9","2000","4","Ländlicher Raum","","","",""
"9","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"9","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"10","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"10","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"10","2000","2","Städtischer Raum","","","",""
"10","2000","2","Ländlicher Raum","2","","",""
"10","2000","3","Städtischer Raum","1","","",""
"10","2000","3","Ländlicher Raum","","","",""
"10","2000","4","Städtischer Raum","","","",""
"10","2000","4","Ländlicher Raum","1","","",""
"10","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"10","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"11","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"11","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"11","2000","2","Städtischer Raum","","","",""
"11","2000","2","Ländlicher Raum","","","",""
"11","2000","3","Städtischer Raum","1","","",""
"11","2000","3","Ländlicher Raum","","","",""
"11","2000","4","Städtischer Raum","1","","",""
"11","2000","4","Ländlicher Raum","","","",""
"11","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"11","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"12","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"12","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"12","2000","2","Städtischer Raum","1","","",""
"12","2000","2","Ländlicher Raum","","","",""
"12","2000","3","Städtischer Raum","","","",""
"12","2000","3","Ländlicher Raum","","","",""
"12","2000","4","Städtischer Raum","","","",""
"12","2000","4","Ländlicher Raum","","","",""
"12","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"12","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"13","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"13","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"13","2000","2","Städtischer Raum","","","",""
"13","2000","2","Ländlicher Raum","","","",""
"13","2000","3","Städtischer Raum","","","",""
"13","2000","3","Ländlicher Raum","1","","",""
"13","2000","4","Städtischer Raum","","","",""
"13","2000","4","Ländlicher Raum","","","",""
"13","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"13","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"14","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","3","","",""
"14","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"14","2000","2","Städtischer Raum","","","",""
"14","2000","2","Ländlicher Raum","","","",""
"14","2000","3","Städtischer Raum","","","",""
"14","2000","3","Ländlicher Raum","","","",""
"14","2000","4","Städtischer Raum","","","",""
"14","2000","4","Ländlicher Raum","","","",""
"14","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"14","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"15","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"15","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"15","2000","2","Städtischer Raum","","","",""
"15","2000","2","Ländlicher Raum","","","",""
"15","2000","3","Städtischer Raum","","","",""
"15","2000","3","Ländlicher Raum","","","",""
"15","2000","4","Städtischer Raum","","","",""
"15","2000","4","Ländlicher Raum","","","",""
"15","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"15","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"16","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"16","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"16","2000","2","Städtischer Raum","","","",""
"16","2000","2","Ländlicher Raum","","","",""
"16","2000","3","Städtischer Raum","","","",""
"16","2000","3","Ländlicher Raum","","","",""
"16","2000","4","Städtischer Raum","","","",""
"16","2000","4","Ländlicher Raum","","","",""
"16","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"16","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"17","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"17","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"17","2000","2","Städtischer Raum","","","",""
"17","2000","2","Ländlicher Raum","","","",""
"17","2000","3","Städtischer Raum","","","",""
"17","2000","3","Ländlicher Raum","","","",""
"17","2000","4","Städtischer Raum","","","",""
"17","2000","4","Ländlicher Raum","","","",""
"17","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"17","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"18","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"18","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"18","2000","2","Städtischer Raum","","","",""
"18","2000","2","Ländlicher Raum","","","",""
"18","2000","3","Städtischer Raum","","","",""
"18","2000","3","Ländlicher Raum","","","",""
"18","2000","4","Städtischer Raum","","","",""
"18","2000","4","Ländlicher Raum","","","",""
"18","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"18","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"19","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"19","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"19","2000","2","Städtischer Raum","","","",""
"19","2000","2","Ländlicher Raum","","","",""
"19","2000","3","Städtischer Raum","","","",""
"19","2000","3","Ländlicher Raum","","","",""
"19","2000","4","Städtischer Raum","","","",""
"19","2000","4","Ländlicher Raum","","","",""
"19","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"19","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"20","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"20","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"20","2000","2","Städtischer Raum","","","",""
"20","2000","2","Ländlicher Raum","","","",""
"20","2000","3","Städtischer Raum","","","",""
"20","2000","3","Ländlicher Raum","","","",""
"20","2000","4","Städtischer Raum","1","","",""
"20","2000","4","Ländlicher Raum","","","",""
"20","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"20","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"21","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"21","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"21","2000","2","Städtischer Raum","1","","",""
"21","2000","2","Ländlicher Raum","","","",""
"21","2000","3","Städtischer Raum","","","",""
"21","2000","3","Ländlicher Raum","","","",""
"21","2000","4","Städtischer Raum","","","",""
"21","2000","4","Ländlicher Raum","","","",""
"21","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"21","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"22","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"22","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"22","2000","2","Städtischer Raum","","","",""
"22","2000","2","Ländlicher Raum","","","",""
"22","2000","3","Städtischer Raum","","","",""
"22","2000","3","Ländlicher Raum","","","",""
"22","2000","4","Städtischer Raum","","","",""
"22","2000","4","Ländlicher Raum","","","",""
"22","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"22","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","1","","",""
"23","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"23","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"23","2000","2","Städtischer Raum","","","",""
"23","2000","2","Ländlicher Raum","","","",""
"23","2000","3","Städtischer Raum","","","",""
"23","2000","3","Ländlicher Raum","","","",""
"23","2000","4","Städtischer Raum","","","",""
"23","2000","4","Ländlicher Raum","","","",""
"23","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"23","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"24","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"24","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"24","2000","2","Städtischer Raum","","","",""
"24","2000","2","Ländlicher Raum","","","",""
"24","2000","3","Städtischer Raum","","","",""
"24","2000","3","Ländlicher Raum","","","",""
"24","2000","4","Städtischer Raum","","","",""
"24","2000","4","Ländlicher Raum","","","",""
