"ple0055","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"25","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"25","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"25","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"25","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"26","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"26","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"26","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"26","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"26","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"26","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"27","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"27","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"27","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"27","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"27","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"27","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"28","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"28","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"28","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"28","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"28","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"28","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"30","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"30","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"30","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"30","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"30","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"30","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"31","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"31","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"31","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"31","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"31","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"31","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"32","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"32","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"32","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"32","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"32","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"32","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"35","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"35","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"35","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"35","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"35","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"35","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"36","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"36","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"36","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"36","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"36","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"36","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"40","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"40","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"40","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"40","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"40","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"40","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"42","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"42","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"42","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"42","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"42","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"42","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"45","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"45","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"45","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"45","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"45","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"45","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"48","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"48","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"48","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"48","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"48","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"48","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"50","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"50","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"50","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"50","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"50","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"50","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"51","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"51","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"51","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"51","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"51","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"51","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"64","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"64","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"64","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"64","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"64","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"64","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"65","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"65","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"65","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"65","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"65","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"65","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"90","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"90","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"90","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"90","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"90","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"90","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"98","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"98","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"98","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"98","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"98","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"98","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"100","1994","kein Migrationshintergrund","Westdeutschland","","","",""
"100","1994","kein Migrationshintergrund","Ostdeutschland","","","",""
"100","1994","direkter Migrationshintergrund","Westdeutschland","","","",""
"100","1994","direkter Migrationshintergrund","Ostdeutschland","","","",""
"100","1994","indirekter Migrationshintergrund","Westdeutschland","","","",""
"100","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"0","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"0","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"0","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"0","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"0","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"0","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1","1995","kein Migrationshintergrund","Westdeutschland","550","0.732275944777312","0.700112431412625","0.764439458141998"
"1","1995","kein Migrationshintergrund","Ostdeutschland","303","0.758808623227025","0.716512668460634","0.801104577993416"
"1","1995","direkter Migrationshintergrund","Westdeutschland","231","0.783894977564202","0.736605668610663","0.831184286517742"
"1","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2","1995","kein Migrationshintergrund","Westdeutschland","115","0.172327777418358","0.144893771068763","0.199761783767953"
"2","1995","kein Migrationshintergrund","Ostdeutschland","51","0.135686461563494","0.101828895679124","0.169544027447864"
"2","1995","direkter Migrationshintergrund","Westdeutschland","42","0.160025248023342","0.117901309806246","0.202149186240437"
"2","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3","1995","kein Migrationshintergrund","Westdeutschland","30","0.0553601736257188","0.0387484671382079","0.0719718801132297"
"3","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"3","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"3","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"4","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"4","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"4","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"5","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"5","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"5","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"5","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"5","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"5","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"6","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"6","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"6","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"6","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"6","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"6","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"7","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"7","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"7","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"7","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"7","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"7","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"8","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"8","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"8","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"8","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"8","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"8","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"9","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"9","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"9","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"9","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"9","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"9","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"10","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"10","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"10","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"10","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"10","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"10","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"11","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"11","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"11","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"11","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"11","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"11","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"12","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"12","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"12","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"12","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"12","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"12","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"13","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"13","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"13","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"13","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"13","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"13","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"14","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"14","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"14","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"14","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"14","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"14","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"15","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"15","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"15","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"15","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"15","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"15","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"16","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"16","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"16","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"16","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"16","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"16","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"17","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"17","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"17","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"17","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"17","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"17","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"18","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"18","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"18","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"18","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"18","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"18","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"19","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"19","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"19","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"19","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"19","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"19","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"20","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"20","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"20","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"20","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"20","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"20","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"21","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"21","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"21","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"21","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"21","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"21","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"22","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"22","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"22","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"22","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"22","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"22","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"23","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"23","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"23","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"23","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"23","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"23","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"24","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"24","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"24","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"24","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"24","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"24","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"25","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"25","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"25","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"25","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"25","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"25","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"26","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"26","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"26","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"26","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"26","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"26","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"27","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"27","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"27","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"27","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"27","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"27","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"28","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"28","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"28","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"28","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"28","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"28","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"30","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"30","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"30","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"30","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"30","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"30","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"31","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"31","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"31","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"31","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"31","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"31","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"32","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"32","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"32","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"32","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"32","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"32","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"35","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"35","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"35","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"35","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"35","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"35","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"36","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"36","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"36","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"36","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"36","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"36","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"40","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"40","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"40","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"40","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"40","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"40","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"42","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"42","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"42","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"42","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"42","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"42","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"45","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"45","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"45","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"45","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"45","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"45","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"48","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"48","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"48","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"48","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"48","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"48","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"50","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"50","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"50","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"50","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"50","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"50","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"51","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"51","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"51","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"51","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"51","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"51","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"64","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"64","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"64","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"64","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"64","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"64","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"65","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"65","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"65","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"65","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"65","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"65","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"90","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"90","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"90","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"90","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"90","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"90","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"98","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"98","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"98","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"98","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"98","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"98","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"100","1995","kein Migrationshintergrund","Westdeutschland","","","",""
"100","1995","kein Migrationshintergrund","Ostdeutschland","","","",""
"100","1995","direkter Migrationshintergrund","Westdeutschland","","","",""
"100","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"100","1995","indirekter Migrationshintergrund","Westdeutschland","","","",""
"100","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"0","1996","kein Migrationshintergrund","Westdeutschland","","","",""
"0","1996","kein Migrationshintergrund","Ostdeutschland","","","",""
"0","1996","direkter Migrationshintergrund","Westdeutschland","","","",""
"0","1996","direkter Migrationshintergrund","Ostdeutschland","","","",""
"0","1996","indirekter Migrationshintergrund","Westdeutschland","","","",""
"0","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1","1996","kein Migrationshintergrund","Westdeutschland","585","0.754363900092281","0.723370049709001","0.785357750475561"
"1","1996","kein Migrationshintergrund","Ostdeutschland","312","0.747120233838112","0.704470734932","0.789769732744224"
"1","1996","direkter Migrationshintergrund","Westdeutschland","234","0.809132432512068","0.763745825085481","0.854519039938654"
"1","1996","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1","1996","indirekter Migrationshintergrund","Westdeutschland","44","0.837876991056221","0.735718246116815","0.940035735995627"
"1","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2","1996","kein Migrationshintergrund","Westdeutschland","97","0.148735451938234","0.123115488286029","0.174355415590439"
"2","1996","kein Migrationshintergrund","Ostdeutschland","55","0.172000889366954","0.134971894407778","0.20902988432613"
"2","1996","direkter Migrationshintergrund","Westdeutschland","39","0.14185092980543","0.101556101583571","0.182145758027288"
"2","1996","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2","1996","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3","1996","kein Migrationshintergrund","Westdeutschland","31","0.0477110130968081","0.032363688196059","0.0630583379975573"
"3","1996","kein Migrationshintergrund","Ostdeutschland","","","",""
"3","1996","direkter Migrationshintergrund","Westdeutschland","","","",""
"3","1996","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3","1996","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4","1996","kein Migrationshintergrund","Westdeutschland","","","",""
"4","1996","kein Migrationshintergrund","Ostdeutschland","","","",""
"4","1996","direkter Migrationshintergrund","Westdeutschland","","","",""
"4","1996","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4","1996","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"5","1996","kein Migrationshintergrund","Westdeutschland","","","",""
