"ple0055","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"90","1988","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"90","1988","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"90","1988","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"90","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"90","1988","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"90","1988","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"98","1988","kein Migrationshintergrund","Staedtischer Raum","","","",""
"98","1988","kein Migrationshintergrund","Laendlicher Raum","","","",""
"98","1988","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"98","1988","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"98","1988","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"98","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"98","1988","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"98","1988","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"100","1988","kein Migrationshintergrund","Staedtischer Raum","","","",""
"100","1988","kein Migrationshintergrund","Laendlicher Raum","","","",""
"100","1988","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"100","1988","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"100","1988","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"100","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"100","1988","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"100","1988","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"0","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"0","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"0","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"0","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"0","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"0","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"0","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"0","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1","1989","kein Migrationshintergrund","Staedtischer Raum","455","0.813645564112112","0.781278881195242","0.846012247028982"
"1","1989","kein Migrationshintergrund","Laendlicher Raum","145","","",""
"1","1989","direkter Migrationshintergrund","Staedtischer Raum","203","","",""
"1","1989","direkter Migrationshintergrund","Laendlicher Raum","27","","",""
"1","1989","indirekter Migrationshintergrund","Staedtischer Raum","16","","",""
"1","1989","indirekter Migrationshintergrund","Laendlicher Raum","3","","",""
"1","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2","1989","kein Migrationshintergrund","Staedtischer Raum","69","0.123452844936695","0.0961096732880836","0.150796016585307"
"2","1989","kein Migrationshintergrund","Laendlicher Raum","28","","",""
"2","1989","direkter Migrationshintergrund","Staedtischer Raum","26","","",""
"2","1989","direkter Migrationshintergrund","Laendlicher Raum","3","","",""
"2","1989","indirekter Migrationshintergrund","Staedtischer Raum","2","","",""
"2","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3","1989","kein Migrationshintergrund","Staedtischer Raum","19","","",""
"3","1989","kein Migrationshintergrund","Laendlicher Raum","7","0.0359272188861484","0.00967076040802825","0.0621836773642686"
"3","1989","direkter Migrationshintergrund","Staedtischer Raum","8","0.0250325657901315","0.00530891486359703","0.044756216716666"
"3","1989","direkter Migrationshintergrund","Laendlicher Raum","1","","",""
"3","1989","indirekter Migrationshintergrund","Staedtischer Raum","1","","",""
"3","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4","1989","kein Migrationshintergrund","Staedtischer Raum","4","0.00605571512732168","-0.000393018438737492","0.0125044486933809"
"4","1989","kein Migrationshintergrund","Laendlicher Raum","3","","",""
"4","1989","direkter Migrationshintergrund","Staedtischer Raum","1","","",""
"4","1989","direkter Migrationshintergrund","Laendlicher Raum","1","","",""
"4","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"5","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"5","1989","kein Migrationshintergrund","Laendlicher Raum","2","","",""
"5","1989","direkter Migrationshintergrund","Staedtischer Raum","2","","",""
"5","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"5","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"5","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"5","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"5","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"6","1989","kein Migrationshintergrund","Staedtischer Raum","3","","",""
"6","1989","kein Migrationshintergrund","Laendlicher Raum","3","","",""
"6","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"6","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"6","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"6","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"6","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"6","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"7","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"7","1989","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"7","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"7","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"7","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"7","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"7","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"7","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"8","1989","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"8","1989","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"8","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"8","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"8","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"8","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"8","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"8","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"9","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"9","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"9","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"9","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"9","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"9","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"9","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"9","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"10","1989","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"10","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"10","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"10","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"10","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"10","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"10","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"10","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"11","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"11","1989","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"11","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"11","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"11","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"11","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"11","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"11","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"12","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"12","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"12","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"12","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"12","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"12","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"12","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"12","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"13","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"13","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"13","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"13","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"13","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"13","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"13","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"13","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"14","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"14","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"14","1989","direkter Migrationshintergrund","Staedtischer Raum","1","","",""
"14","1989","direkter Migrationshintergrund","Laendlicher Raum","1","","",""
"14","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"14","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"14","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"14","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"15","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"15","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"15","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"15","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"15","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"15","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"15","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"15","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"16","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"16","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"16","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"16","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"16","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"16","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"16","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"16","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"17","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"17","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"17","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"17","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"17","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"17","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"17","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"17","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"18","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"18","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"18","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"18","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"18","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"18","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"18","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"18","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"19","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"19","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"19","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"19","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"19","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"19","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"19","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"19","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"20","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"20","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"20","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"20","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"20","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"20","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"20","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"20","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"21","1989","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"21","1989","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"21","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"21","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"21","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"21","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"21","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"21","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"22","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"22","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"22","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"22","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"22","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"22","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"22","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"22","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"23","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"23","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"23","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"23","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"23","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"23","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"23","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"23","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"24","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"24","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"24","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"24","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"24","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"24","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"24","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"24","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"25","1989","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"25","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"25","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"25","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"25","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"25","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"25","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"25","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"26","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"26","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"26","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"26","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"26","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"26","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"26","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"26","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"27","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"27","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"27","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"27","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"27","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"27","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"27","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"27","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"28","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"28","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"28","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"28","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"28","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"28","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"28","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"28","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"30","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"30","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"30","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"30","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"30","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"30","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"30","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"30","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"31","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"31","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"31","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"31","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"31","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"31","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"31","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"31","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"32","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"32","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"32","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"32","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"32","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"32","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"32","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"32","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"35","1989","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"35","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"35","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"35","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"35","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"35","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"35","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"35","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"36","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"36","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"36","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"36","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"36","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"36","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"36","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"36","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"40","1989","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"40","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"40","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"40","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"40","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"40","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"40","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"40","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"42","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"42","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"42","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"42","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"42","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"42","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"42","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"42","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"45","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"45","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"45","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"45","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"45","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"45","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"45","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"45","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"48","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"48","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"48","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"48","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"48","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"48","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"48","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"48","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"50","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"50","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"50","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"50","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"50","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"50","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"50","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"50","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"51","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"51","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"51","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"51","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"51","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"51","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"51","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"51","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"64","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"64","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"64","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"64","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"64","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"64","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"64","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"64","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"65","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"65","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"65","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"65","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"65","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"65","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"65","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"65","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"90","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"90","1989","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"90","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"90","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"90","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"90","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"90","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"90","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"98","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"98","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"98","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"98","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"98","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"98","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"98","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"98","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"100","1989","kein Migrationshintergrund","Staedtischer Raum","","","",""
"100","1989","kein Migrationshintergrund","Laendlicher Raum","","","",""
"100","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"100","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"100","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"100","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"100","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"100","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"0","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
