year,regtyp,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Rural regions,(2) Intermediate General/Vocational Qualification,0.24117,2403,7676,0.23160,0.25074
2002,Rural regions,(2c_gen) General Maturity Certificate,0.01618,217,7676,0.01335,0.01900
2002,Rural regions,(2c_voc) Vocational Maturity Certificate,0.04003,368,7676,0.03565,0.04442
2002,Rural regions,(3a) Lower Tertiary Education,0.05630,646,7676,0.05114,0.06145
2002,Rural regions,(3b) Higher Tertiary Education,0.05116,678,7676,0.04623,0.05609
2003,Urban regions,(0) No qualification (yet),0.01761,420,14546,0.01547,0.01975
2003,Urban regions,(1a) Inadequately completed,0.01402,218,14546,0.01211,0.01593
2003,Urban regions,(1b) General Elementary School,0.09575,1462,14546,0.09097,0.10054
2003,Urban regions,(1c) Basic Vocational Qualification,0.26251,4063,14546,0.25536,0.26966
2003,Urban regions,(2) Intermediate General/Vocational Qualification,0.19053,3454,14546,0.18415,0.19692
2003,Urban regions,(2c_gen) General Maturity Certificate,0.03196,644,14546,0.02910,0.03481
2003,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06869,1198,14546,0.06458,0.07280
2003,Urban regions,(3a) Lower Tertiary Education,0.05521,1094,14546,0.05150,0.05892
2003,Urban regions,(3b) Higher Tertiary Education,0.08502,1993,14546,0.08049,0.08955
2003,Rural regions,(0) No qualification (yet),0.01595,198,7346,0.01308,0.01881
2003,Rural regions,(1a) Inadequately completed,0.00845,62,7346,0.00636,0.01055
2003,Rural regions,(1b) General Elementary School,0.09786,686,7346,0.09106,0.10466
2003,Rural regions,(1c) Basic Vocational Qualification,0.28859,2245,7346,0.27822,0.29895
2003,Rural regions,(2) Intermediate General/Vocational Qualification,0.24558,2324,7346,0.23573,0.25542
2003,Rural regions,(2c_gen) General Maturity Certificate,0.01612,197,7346,0.01324,0.01900
2003,Rural regions,(2c_voc) Vocational Maturity Certificate,0.04185,367,7346,0.03727,0.04642
2003,Rural regions,(3a) Lower Tertiary Education,0.05865,629,7346,0.05327,0.06402
2003,Rural regions,(3b) Higher Tertiary Education,0.05249,638,7346,0.04739,0.05759
2004,Urban regions,(0) No qualification (yet),0.01970,442,14127,0.01741,0.02199
2004,Urban regions,(1a) Inadequately completed,0.01441,210,14127,0.01245,0.01638
2004,Urban regions,(1b) General Elementary School,0.09602,1373,14127,0.09116,0.10088
2004,Urban regions,(1c) Basic Vocational Qualification,0.26050,3897,14127,0.25326,0.26774
2004,Urban regions,(2) Intermediate General/Vocational Qualification,0.18816,3337,14127,0.18172,0.19461
2004,Urban regions,(2c_gen) General Maturity Certificate,0.03100,632,14127,0.02814,0.03386
2004,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07076,1197,14127,0.06653,0.07499
2004,Urban regions,(3a) Lower Tertiary Education,0.05655,1085,14127,0.05274,0.06036
2004,Urban regions,(3b) Higher Tertiary Education,0.08448,1954,14127,0.07990,0.08907
2004,Rural regions,(0) No qualification (yet),0.01676,199,7161,0.01379,0.01974
2004,Rural regions,(1a) Inadequately completed,0.00895,58,7161,0.00677,0.01113
2004,Rural regions,(1b) General Elementary School,0.09650,636,7161,0.08966,0.10334
2004,Rural regions,(1c) Basic Vocational Qualification,0.28991,2165,7161,0.27941,0.30042
2004,Rural regions,(2) Intermediate General/Vocational Qualification,0.24957,2282,7161,0.23954,0.25959
2004,Rural regions,(2c_gen) General Maturity Certificate,0.01674,199,7161,0.01377,0.01972
2004,Rural regions,(2c_voc) Vocational Maturity Certificate,0.04094,366,7161,0.03635,0.04553
2004,Rural regions,(3a) Lower Tertiary Education,0.05721,623,7161,0.05183,0.06259
2004,Rural regions,(3b) Higher Tertiary Education,0.05289,633,7161,0.04771,0.05808
2005,Urban regions,(0) No qualification (yet),0.02196,447,13493,0.01949,0.02443
2005,Urban regions,(1a) Inadequately completed,0.01497,198,13493,0.01292,0.01701
2005,Urban regions,(1b) General Elementary School,0.09277,1269,13493,0.08787,0.09766
2005,Urban regions,(1c) Basic Vocational Qualification,0.25455,3680,13493,0.24720,0.26190
2005,Urban regions,(2) Intermediate General/Vocational Qualification,0.19243,3203,13493,0.18578,0.19908
2005,Urban regions,(2c_gen) General Maturity Certificate,0.03166,589,13493,0.02871,0.03461
2005,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07140,1155,13493,0.06706,0.07574
2005,Urban regions,(3a) Lower Tertiary Education,0.05634,1051,13493,0.05245,0.06023
2005,Urban regions,(3b) Higher Tertiary Education,0.08715,1901,13493,0.08239,0.09191
2005,Rural regions,(0) No qualification (yet),0.01958,207,6820,0.01629,0.02287
2005,Rural regions,(1a) Inadequately completed,0.00950,53,6820,0.00720,0.01181
2005,Rural regions,(1b) General Elementary School,0.09195,588,6820,0.08509,0.09881
2005,Rural regions,(1c) Basic Vocational Qualification,0.27998,2032,6820,0.26933,0.29064
2005,Rural regions,(2) Intermediate General/Vocational Qualification,0.25563,2179,6820,0.24527,0.26598
2005,Rural regions,(2c_gen) General Maturity Certificate,0.01740,189,6820,0.01429,0.02050
2005,Rural regions,(2c_voc) Vocational Maturity Certificate,0.04346,358,6820,0.03862,0.04830
2005,Rural regions,(3a) Lower Tertiary Education,0.05539,600,6820,0.04996,0.06082
2005,Rural regions,(3b) Higher Tertiary Education,0.05613,614,6820,0.05066,0.06159
2006,Urban regions,(0) No qualification (yet),0.01953,437,14326,0.01726,0.02179
2006,Urban regions,(1a) Inadequately completed,0.01446,185,14326,0.01250,0.01641
2006,Urban regions,(1b) General Elementary School,0.09105,1305,14326,0.08633,0.09576
2006,Urban regions,(1c) Basic Vocational Qualification,0.24749,3925,14326,0.24043,0.25456
2006,Urban regions,(2) Intermediate General/Vocational Qualification,0.19068,3375,14326,0.18425,0.19711
2006,Urban regions,(2c_gen) General Maturity Certificate,0.03447,625,14326,0.03148,0.03746
2006,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07147,1232,14326,0.06725,0.07569
2006,Urban regions,(3a) Lower Tertiary Education,0.05724,1153,14326,0.05344,0.06104
2006,Urban regions,(3b) Higher Tertiary Education,0.09670,2089,14326,0.09186,0.10154
2006,Rural regions,(0) No qualification (yet),0.01890,213,7507,0.01582,0.02198
2006,Rural regions,(1a) Inadequately completed,0.00931,58,7507,0.00713,0.01148
2006,Rural regions,(1b) General Elementary School,0.09276,673,7507,0.08620,0.09932
2006,Rural regions,(1c) Basic Vocational Qualification,0.27127,2230,7507,0.26122,0.28133
2006,Rural regions,(2) Intermediate General/Vocational Qualification,0.25831,2402,7507,0.24841,0.26822
2006,Rural regions,(2c_gen) General Maturity Certificate,0.01704,197,7507,0.01411,0.01997
2006,Rural regions,(2c_voc) Vocational Maturity Certificate,0.04638,399,7507,0.04162,0.05114
2006,Rural regions,(3a) Lower Tertiary Education,0.05637,654,7507,0.05115,0.06159
2006,Rural regions,(3b) Higher Tertiary Education,0.05836,681,7507,0.05306,0.06366
2007,Urban regions,(0) No qualification (yet),0.02106,415,13340,0.01863,0.02350
2007,Urban regions,(1a) Inadequately completed,0.01345,160,13340,0.01150,0.01541
2007,Urban regions,(1b) General Elementary School,0.08711,1148,13340,0.08232,0.09189
2007,Urban regions,(1c) Basic Vocational Qualification,0.24092,3559,13340,0.23367,0.24818
2007,Urban regions,(2) Intermediate General/Vocational Qualification,0.19158,3174,13340,0.18490,0.19826
2007,Urban regions,(2c_gen) General Maturity Certificate,0.03653,612,13340,0.03335,0.03972
2007,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07280,1164,13340,0.06839,0.07721
2007,Urban regions,(3a) Lower Tertiary Education,0.05944,1100,13340,0.05542,0.06345
2007,Urban regions,(3b) Higher Tertiary Education,0.10047,2008,13340,0.09537,0.10558
2007,Rural regions,(0) No qualification (yet),0.02252,214,7044,0.01905,0.02598
2007,Rural regions,(1a) Inadequately completed,0.00916,54,7044,0.00694,0.01139
2007,Rural regions,(1b) General Elementary School,0.08808,601,7044,0.08146,0.09470
2007,Rural regions,(1c) Basic Vocational Qualification,0.27075,2054,7044,0.26037,0.28112
2007,Rural regions,(2) Intermediate General/Vocational Qualification,0.26242,2257,7044,0.25214,0.27269
2007,Rural regions,(2c_gen) General Maturity Certificate,0.01991,190,7044,0.01665,0.02317
2007,Rural regions,(2c_voc) Vocational Maturity Certificate,0.04785,393,7044,0.04286,0.05283
2007,Rural regions,(3a) Lower Tertiary Education,0.05839,614,7044,0.05292,0.06387
2007,Rural regions,(3b) Higher Tertiary Education,0.06001,667,7044,0.05447,0.06556
2008,Urban regions,(0) No qualification (yet),0.02060,371,12510,0.01811,0.02309
2008,Urban regions,(1a) Inadequately completed,0.01280,144,12510,0.01083,0.01477
2008,Urban regions,(1b) General Elementary School,0.08396,1052,12510,0.07910,0.08882
2008,Urban regions,(1c) Basic Vocational Qualification,0.24027,3317,12510,0.23278,0.24776
2008,Urban regions,(2) Intermediate General/Vocational Qualification,0.19583,3016,12510,0.18887,0.20278
2008,Urban regions,(2c_gen) General Maturity Certificate,0.03715,557,12510,0.03384,0.04046
2008,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07266,1080,12510,0.06811,0.07721
2008,Urban regions,(3a) Lower Tertiary Education,0.05985,1050,12510,0.05570,0.06401
2008,Urban regions,(3b) Higher Tertiary Education,0.10296,1923,12510,0.09764,0.10829
2008,Rural regions,(0) No qualification (yet),0.02136,187,6580,0.01786,0.02485
2008,Rural regions,(1a) Inadequately completed,0.00874,44,6580,0.00649,0.01098
2008,Rural regions,(1b) General Elementary School,0.08770,543,6580,0.08086,0.09453
2008,Rural regions,(1c) Basic Vocational Qualification,0.26544,1925,6580,0.25477,0.27611
2008,Rural regions,(2) Intermediate General/Vocational Qualification,0.26363,2128,6580,0.25299,0.27428
2008,Rural regions,(2c_gen) General Maturity Certificate,0.02145,171,6580,0.01795,0.02495
2008,Rural regions,(2c_voc) Vocational Maturity Certificate,0.04767,363,6580,0.04252,0.05282
2008,Rural regions,(3a) Lower Tertiary Education,0.06047,599,6580,0.05471,0.06623
2008,Rural regions,(3b) Higher Tertiary Education,0.05923,620,6580,0.05352,0.06493
2009,Urban regions,(0) No qualification (yet),0.02223,354,11538,0.01954,0.02492
2009,Urban regions,(1a) Inadequately completed,0.01291,131,11538,0.01085,0.01497
2009,Urban regions,(1b) General Elementary School,0.07950,935,11538,0.07457,0.08444
2009,Urban regions,(1c) Basic Vocational Qualification,0.23534,3021,11538,0.22760,0.24308
2009,Urban regions,(2) Intermediate General/Vocational Qualification,0.19604,2791,11538,0.18879,0.20328
2009,Urban regions,(2c_gen) General Maturity Certificate,0.03688,506,11538,0.03344,0.04032
2009,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07315,979,11538,0.06840,0.07790
2009,Urban regions,(3a) Lower Tertiary Education,0.06296,996,11538,0.05853,0.06739
2009,Urban regions,(3b) Higher Tertiary Education,0.10874,1825,11538,0.10306,0.11442
2009,Rural regions,(0) No qualification (yet),0.01827,151,6238,0.01495,0.02160
2009,Rural regions,(1a) Inadequately completed,0.00833,40,6238,0.00607,0.01058
2009,Rural regions,(1b) General Elementary School,0.07969,480,6238,0.07297,0.08641
2009,Rural regions,(1c) Basic Vocational Qualification,0.25717,1799,6238,0.24632,0.26802
2009,Rural regions,(2) Intermediate General/Vocational Qualification,0.26849,2037,6238,0.25749,0.27949
2009,Rural regions,(2c_gen) General Maturity Certificate,0.02667,174,6238,0.02267,0.03067
2009,Rural regions,(2c_voc) Vocational Maturity Certificate,0.04803,343,6238,0.04272,0.05334
2009,Rural regions,(3a) Lower Tertiary Education,0.06307,595,6238,0.05704,0.06910
2009,Rural regions,(3b) Higher Tertiary Education,0.06390,619,6238,0.05783,0.06997
2010,Urban regions,(0) No qualification (yet),0.02047,479,15539,0.01824,0.02270
2010,Urban regions,(1a) Inadequately completed,0.01276,251,15539,0.01099,0.01452
2010,Urban regions,(1b) General Elementary School,0.08247,1305,15539,0.07815,0.08680
2010,Urban regions,(1c) Basic Vocational Qualification,0.22481,3462,15539,0.21825,0.23137
2010,Urban regions,(2) Intermediate General/Vocational Qualification,0.19654,3880,15539,0.19029,0.20278
2010,Urban regions,(2c_gen) General Maturity Certificate,0.04089,687,15539,0.03778,0.04401
2010,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07608,1574,15539,0.07191,0.08025
2010,Urban regions,(3a) Lower Tertiary Education,0.06497,1268,15539,0.06110,0.06885
2010,Urban regions,(3b) Higher Tertiary Education,0.11058,2633,15539,0.10565,0.11551
2010,Rural regions,(0) No qualification (yet),0.01732,230,8316,0.01452,0.02013
2010,Rural regions,(1a) Inadequately completed,0.00968,107,8316,0.00757,0.01178
2010,Rural regions,(1b) General Elementary School,0.08063,606,8316,0.07478,0.08649
2010,Rural regions,(1c) Basic Vocational Qualification,0.25152,2159,8316,0.24219,0.26085
2010,Rural regions,(2) Intermediate General/Vocational Qualification,0.26944,2941,8316,0.25990,0.27897
2010,Rural regions,(2c_gen) General Maturity Certificate,0.02550,220,8316,0.02212,0.02889
2010,Rural regions,(2c_voc) Vocational Maturity Certificate,0.05154,578,8316,0.04679,0.05629
2010,Rural regions,(3a) Lower Tertiary Education,0.06377,696,8316,0.05852,0.06902
2010,Rural regions,(3b) Higher Tertiary Education,0.06653,779,8316,0.06117,0.07189
2011,Urban regions,(0) No qualification (yet),0.02176,610,17994,0.01963,0.02389
2011,Urban regions,(1a) Inadequately completed,0.01423,281,17994,0.01250,0.01596
2011,Urban regions,(1b) General Elementary School,0.07823,1523,17994,0.07431,0.08216
2011,Urban regions,(1c) Basic Vocational Qualification,0.21867,4037,17994,0.21263,0.22471
2011,Urban regions,(2) Intermediate General/Vocational Qualification,0.19366,4444,17994,0.18789,0.19944
2011,Urban regions,(2c_gen) General Maturity Certificate,0.04226,834,17994,0.03932,0.04520
2011,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07838,1809,17994,0.07445,0.08230
2011,Urban regions,(3a) Lower Tertiary Education,0.06290,1460,17994,0.05935,0.06644
2011,Urban regions,(3b) Higher Tertiary Education,0.11449,2996,17994,0.10984,0.11915
2011,Rural regions,(0) No qualification (yet),0.01476,284,10118,0.01241,0.01711
2011,Rural regions,(1a) Inadequately completed,0.01137,144,10118,0.00930,0.01343
2011,Rural regions,(1b) General Elementary School,0.07754,792,10118,0.07233,0.08275
2011,Rural regions,(1c) Basic Vocational Qualification,0.24328,2639,10118,0.23492,0.25165
2011,Rural regions,(2) Intermediate General/Vocational Qualification,0.26885,3514,10118,0.26021,0.27749
2011,Rural regions,(2c_gen) General Maturity Certificate,0.03098,284,10118,0.02761,0.03436
2011,Rural regions,(2c_voc) Vocational Maturity Certificate,0.05356,705,10118,0.04917,0.05794
2011,Rural regions,(3a) Lower Tertiary Education,0.06225,811,10118,0.05755,0.06696
2011,Rural regions,(3b) Higher Tertiary Education,0.06678,945,10118,0.06191,0.07164
2012,Urban regions,(0) No qualification (yet),0.01995,618,17454,0.01788,0.02203
2012,Urban regions,(1a) Inadequately completed,0.01445,272,17454,0.01268,0.01622
2012,Urban regions,(1b) General Elementary School,0.07645,1443,17454,0.07250,0.08039
2012,Urban regions,(1c) Basic Vocational Qualification,0.21306,3851,17454,0.20699,0.21914
2012,Urban regions,(2) Intermediate General/Vocational Qualification,0.19451,4336,17454,0.18864,0.20038
2012,Urban regions,(2c_gen) General Maturity Certificate,0.04184,801,17454,0.03887,0.04481
2012,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07865,1755,17454,0.07466,0.08264
2012,Urban regions,(3a) Lower Tertiary Education,0.06708,1465,17454,0.06337,0.07079
2012,Urban regions,(3b) Higher Tertiary Education,0.11950,2913,17454,0.11468,0.12431
2012,Rural regions,(0) No qualification (yet),0.01583,292,10082,0.01339,0.01827
2012,Rural regions,(1a) Inadequately completed,0.01122,146,10082,0.00916,0.01328
2012,Rural regions,(1b) General Elementary School,0.08277,792,10082,0.07739,0.08815
2012,Rural regions,(1c) Basic Vocational Qualification,0.24580,2621,10082,0.23740,0.25421
2012,Rural regions,(2) Intermediate General/Vocational Qualification,0.26580,3465,10082,0.25718,0.27443
2012,Rural regions,(2c_gen) General Maturity Certificate,0.02804,285,10082,0.02482,0.03127
2012,Rural regions,(2c_voc) Vocational Maturity Certificate,0.05573,713,10082,0.05125,0.06021
2012,Rural regions,(3a) Lower Tertiary Education,0.06078,810,10082,0.05611,0.06544
2012,Rural regions,(3b) Higher Tertiary Education,0.06630,958,10082,0.06144,0.07116
2013,Urban regions,(0) No qualification (yet),0.02003,717,19952,0.01809,0.02197
2013,Urban regions,(1a) Inadequately completed,0.01696,480,19952,0.01517,0.01876
2013,Urban regions,(1b) General Elementary School,0.07651,1947,19952,0.07282,0.08020
2013,Urban regions,(1c) Basic Vocational Qualification,0.20295,4015,19952,0.19737,0.20853
2013,Urban regions,(2) Intermediate General/Vocational Qualification,0.19328,4480,19952,0.18780,0.19876
2013,Urban regions,(2c_gen) General Maturity Certificate,0.04605,1231,19952,0.04314,0.04896
2013,Urban regions,(2c_voc) Vocational Maturity Certificate,0.08234,2080,19952,0.07853,0.08616
2013,Urban regions,(3a) Lower Tertiary Education,0.06645,1492,19952,0.06300,0.06991
2013,Urban regions,(3b) Higher Tertiary Education,0.12180,3510,19952,0.11726,0.12633
2013,Rural regions,(0) No qualification (yet),0.01864,367,10448,0.01605,0.02123
2013,Rural regions,(1a) Inadequately completed,0.01176,196,10448,0.00970,0.01383
2013,Rural regions,(1b) General Elementary School,0.07894,913,10448,0.07377,0.08411
2013,Rural regions,(1c) Basic Vocational Qualification,0.24353,2593,10448,0.23530,0.25176
2013,Rural regions,(2) Intermediate General/Vocational Qualification,0.26897,3367,10448,0.26047,0.27748
2013,Rural regions,(2c_gen) General Maturity Certificate,0.02989,370,10448,0.02662,0.03315
2013,Rural regions,(2c_voc) Vocational Maturity Certificate,0.05286,782,10448,0.04857,0.05715
2013,Rural regions,(3a) Lower Tertiary Education,0.06361,783,10448,0.05893,0.06829
2013,Rural regions,(3b) Higher Tertiary Education,0.07103,1077,10448,0.06611,0.07596
2014,Urban regions,(0) No qualification (yet),0.01820,596,17469,0.01622,0.02018
2014,Urban regions,(1a) Inadequately completed,0.01692,383,17469,0.01500,0.01883
2014,Urban regions,(1b) General Elementary School,0.07341,1597,17469,0.06954,0.07727
2014,Urban regions,(1c) Basic Vocational Qualification,0.19772,3530,17469,0.19181,0.20362
2014,Urban regions,(2) Intermediate General/Vocational Qualification,0.18685,3942,17469,0.18107,0.19263
2014,Urban regions,(2c_gen) General Maturity Certificate,0.04995,1107,17469,0.04672,0.05318
2014,Urban regions,(2c_voc) Vocational Maturity Certificate,0.08424,1801,17469,0.08012,0.08836
2014,Urban regions,(3a) Lower Tertiary Education,0.07191,1431,17469,0.06808,0.07574
2014,Urban regions,(3b) Higher Tertiary Education,0.12496,3082,17469,0.12006,0.12986
2014,Rural regions,(0) No qualification (yet),0.01768,296,9353,0.01501,0.02035
2014,Rural regions,(1a) Inadequately completed,0.01219,161,9353,0.00997,0.01442
2014,Rural regions,(1b) General Elementary School,0.08163,815,9353,0.07608,0.08718
2014,Rural regions,(1c) Basic Vocational Qualification,0.23701,2321,9353,0.22839,0.24562
2014,Rural regions,(2) Intermediate General/Vocational Qualification,0.26494,3004,9353,0.25600,0.27389
2014,Rural regions,(2c_gen) General Maturity Certificate,0.02559,332,9353,0.02239,0.02879
2014,Rural regions,(2c_voc) Vocational Maturity Certificate,0.05736,710,9353,0.05264,0.06207
2014,Rural regions,(3a) Lower Tertiary Education,0.06567,744,9353,0.06065,0.07069
2014,Rural regions,(3b) Higher Tertiary Education,0.07424,970,9353,0.06892,0.07955
2015,Urban regions,(0) No qualification (yet),0.01531,524,17278,0.01348,0.01714
2015,Urban regions,(1a) Inadequately completed,0.01679,419,17278,0.01487,0.01870
2015,Urban regions,(1b) General Elementary School,0.07020,1518,17278,0.06639,0.07401
2015,Urban regions,(1c) Basic Vocational Qualification,0.19280,3347,17278,0.18691,0.19868
2015,Urban regions,(2) Intermediate General/Vocational Qualification,0.18788,3753,17278,0.18205,0.19370
2015,Urban regions,(2c_gen) General Maturity Certificate,0.04858,1185,17278,0.04537,0.05179
2015,Urban regions,(2c_voc) Vocational Maturity Certificate,0.08732,1874,17278,0.08311,0.09153
2015,Urban regions,(3a) Lower Tertiary Education,0.07364,1398,17278,0.06975,0.07754
2015,Urban regions,(3b) Higher Tertiary Education,0.13118,3260,17278,0.12614,0.13621
2015,Rural regions,(0) No qualification (yet),0.01541,255,9194,0.01289,0.01793
2015,Rural regions,(1a) Inadequately completed,0.01184,167,9194,0.00963,0.01405
2015,Rural regions,(1b) General Elementary School,0.07970,799,9194,0.07417,0.08524
2015,Rural regions,(1c) Basic Vocational Qualification,0.22889,2213,9194,0.22031,0.23748
2015,Rural regions,(2) Intermediate General/Vocational Qualification,0.27094,2889,9194,0.26185,0.28002
2015,Rural regions,(2c_gen) General Maturity Certificate,0.02662,382,9194,0.02333,0.02991
2015,Rural regions,(2c_voc) Vocational Maturity Certificate,0.05647,725,9194,0.05175,0.06119
2015,Rural regions,(3a) Lower Tertiary Education,0.06715,729,9194,0.06204,0.07227
2015,Rural regions,(3b) Higher Tertiary Education,0.07524,1035,9194,0.06985,0.08063
2016,Urban regions,(0) No qualification (yet),0.01645,607,17601,0.01457,0.01833
2016,Urban regions,(1a) Inadequately completed,0.01685,1051,17601,0.01495,0.01875
2016,Urban regions,(1b) General Elementary School,0.07042,1677,17601,0.06664,0.07420
2016,Urban regions,(1c) Basic Vocational Qualification,0.18722,3084,17601,0.18145,0.19298
2016,Urban regions,(2) Intermediate General/Vocational Qualification,0.18426,3433,17601,0.17853,0.18999
2016,Urban regions,(2c_gen) General Maturity Certificate,0.04725,1277,17601,0.04412,0.05038
2016,Urban regions,(2c_voc) Vocational Maturity Certificate,0.09216,1811,17601,0.08789,0.09643
2016,Urban regions,(3a) Lower Tertiary Education,0.07375,1312,17601,0.06988,0.07761
2016,Urban regions,(3b) Higher Tertiary Education,0.13081,3349,17601,0.12583,0.13579
2016,Rural regions,(0) No qualification (yet),0.01421,263,9299,0.01181,0.01662
2016,Rural regions,(1a) Inadequately completed,0.01212,478,9299,0.00989,0.01434
2016,Rural regions,(1b) General Elementary School,0.07579,866,9299,0.07041,0.08117
2016,Rural regions,(1c) Basic Vocational Qualification,0.22107,2050,9299,0.21263,0.22950
2016,Rural regions,(2) Intermediate General/Vocational Qualification,0.27074,2689,9299,0.26171,0.27977
2016,Rural regions,(2c_gen) General Maturity Certificate,0.02791,428,9299,0.02456,0.03126
2016,Rural regions,(2c_voc) Vocational Maturity Certificate,0.05920,698,9299,0.05441,0.06400
2016,Rural regions,(3a) Lower Tertiary Education,0.06673,700,9299,0.06166,0.07180
2016,Rural regions,(3b) Higher Tertiary Education,0.08063,1127,9299,0.07509,0.08616
2017,Urban regions,(0) No qualification (yet),0.01899,652,19663,0.01708,0.02090
2017,Urban regions,(1a) Inadequately completed,0.02005,1384,19663,0.01809,0.02201
2017,Urban regions,(1b) General Elementary School,0.07032,1859,19663,0.06675,0.07389
2017,Urban regions,(1c) Basic Vocational Qualification,0.17887,3139,19663,0.17352,0.18423
2017,Urban regions,(2) Intermediate General/Vocational Qualification,0.18686,3918,19663,0.18141,0.19230
2017,Urban regions,(2c_gen) General Maturity Certificate,0.04686,1524,19663,0.04390,0.04981
2017,Urban regions,(2c_voc) Vocational Maturity Certificate,0.08815,1958,19663,0.08418,0.09211
2017,Urban regions,(3a) Lower Tertiary Education,0.07393,1518,19663,0.07027,0.07759
2017,Urban regions,(3b) Higher Tertiary Education,0.13416,3711,19663,0.12940,0.13892
2017,Rural regions,(0) No qualification (yet),0.01207,273,10498,0.00998,0.01416
2017,Rural regions,(1a) Inadequately completed,0.01433,635,10498,0.01205,0.01660
2017,Rural regions,(1b) General Elementary School,0.07462,995,10498,0.06960,0.07965
2017,Rural regions,(1c) Basic Vocational Qualification,0.21231,2121,10498,0.20449,0.22014
2017,Rural regions,(2) Intermediate General/Vocational Qualification,0.27597,3101,10498,0.26742,0.28452
2017,Rural regions,(2c_gen) General Maturity Certificate,0.03082,550,10498,0.02751,0.03413
2017,Rural regions,(2c_voc) Vocational Maturity Certificate,0.06052,801,10498,0.05596,0.06508
2017,Rural regions,(3a) Lower Tertiary Education,0.06450,760,10498,0.05980,0.06920
2017,Rural regions,(3b) Higher Tertiary Education,0.08128,1262,10498,0.07605,0.08651
2018,Urban regions,(0) No qualification (yet),0.01610,544,18853,0.01430,0.01789
2018,Urban regions,(1a) Inadequately completed,0.02036,1367,18853,0.01834,0.02238
2018,Urban regions,(1b) General Elementary School,0.06958,1789,18853,0.06594,0.07321
2018,Urban regions,(1c) Basic Vocational Qualification,0.17347,2963,18853,0.16807,0.17888
2018,Urban regions,(2) Intermediate General/Vocational Qualification,0.18353,3770,18853,0.17800,0.18905
2018,Urban regions,(2c_gen) General Maturity Certificate,0.04864,1478,18853,0.04557,0.05171
2018,Urban regions,(2c_voc) Vocational Maturity Certificate,0.08958,1866,18853,0.08551,0.09366
2018,Urban regions,(3a) Lower Tertiary Education,0.07983,1524,18853,0.07596,0.08370
2018,Urban regions,(3b) Higher Tertiary Education,0.13664,3552,18853,0.13174,0.14154
2018,Rural regions,(0) No qualification (yet),0.01146,233,9856,0.00935,0.01356
2018,Rural regions,(1a) Inadequately completed,0.01378,551,9856,0.01148,0.01609
2018,Rural regions,(1b) General Elementary School,0.07325,933,9856,0.06810,0.07839
2018,Rural regions,(1c) Basic Vocational Qualification,0.20812,1955,9856,0.20010,0.21613
2018,Rural regions,(2) Intermediate General/Vocational Qualification,0.27701,2986,9856,0.26817,0.28585
2018,Rural regions,(2c_gen) General Maturity Certificate,0.03171,514,9856,0.02825,0.03517
2018,Rural regions,(2c_voc) Vocational Maturity Certificate,0.06567,782,9856,0.06078,0.07056
2018,Rural regions,(3a) Lower Tertiary Education,0.06463,729,9856,0.05978,0.06949
2018,Rural regions,(3b) Higher Tertiary Education,0.08218,1173,9856,0.07676,0.08760
2019,Urban regions,(0) No qualification (yet),0.01443,437,18365,0.01270,0.01615
2019,Urban regions,(1a) Inadequately completed,0.02104,1267,18365,0.01897,0.02312
2019,Urban regions,(1b) General Elementary School,0.06696,1556,18365,0.06334,0.07057
2019,Urban regions,(1c) Basic Vocational Qualification,0.16731,2719,18365,0.16191,0.17271
2019,Urban regions,(2) Intermediate General/Vocational Qualification,0.18333,3724,18365,0.17774,0.18893
2019,Urban regions,(2c_gen) General Maturity Certificate,0.04777,1399,18365,0.04469,0.05086
2019,Urban regions,(2c_voc) Vocational Maturity Certificate,0.09209,1896,18365,0.08791,0.09627
2019,Urban regions,(3a) Lower Tertiary Education,0.07853,1624,18365,0.07464,0.08242
2019,Urban regions,(3b) Higher Tertiary Education,0.14092,3743,18365,0.13589,0.14595
2019,Rural regions,(0) No qualification (yet),0.01120,178,9546,0.00909,0.01332
2019,Rural regions,(1a) Inadequately completed,0.01398,528,9546,0.01162,0.01633
2019,Rural regions,(1b) General Elementary School,0.06995,802,9546,0.06483,0.07507
2019,Rural regions,(1c) Basic Vocational Qualification,0.19932,1794,9546,0.19131,0.20734
2019,Rural regions,(2) Intermediate General/Vocational Qualification,0.27992,2984,9546,0.27092,0.28893
2019,Rural regions,(2c_gen) General Maturity Certificate,0.03198,444,9546,0.02845,0.03551
2019,Rural regions,(2c_voc) Vocational Maturity Certificate,0.06702,782,9546,0.06200,0.07203
2019,Rural regions,(3a) Lower Tertiary Education,0.06566,784,9546,0.06069,0.07063
2019,Rural regions,(3b) Higher Tertiary Education,0.08425,1250,9546,0.07867,0.08982
2020,Urban regions,(0) No qualification (yet),0.01461,539,19243,0.01291,0.01630
