year,age_gr,migback,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,66 and older,Direct migration background,(1c) Basic Vocational Qualification,0.36789,58,99,0.27242,0.46337
1995,17-29 y.,No migration background,(0) No qualification (yet),0.07609,175,2216,0.06505,0.08713
1995,17-29 y.,No migration background,(1a) Inadequately completed,0.01404,41,2216,0.00914,0.01894
1995,17-29 y.,No migration background,(1b) General Elementary School,0.08248,173,2216,0.07102,0.09393
1995,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.15628,336,2216,0.14116,0.17140
1995,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.36587,956,2216,0.34581,0.38593
1995,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.10951,231,2216,0.09651,0.12252
1995,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.08461,157,2216,0.07302,0.09620
1995,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.03729,86,2216,0.02940,0.04518
1995,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.03036,61,2216,0.02321,0.03750
1995,17-29 y.,Direct migration background,(0) No qualification (yet),0.08379,36,522,0.05999,0.10758
1995,17-29 y.,Direct migration background,(1a) Inadequately completed,0.07028,51,522,0.04833,0.09222
1995,17-29 y.,Direct migration background,(1b) General Elementary School,0.21482,162,522,0.17955,0.25009
1995,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.19417,124,522,0.16021,0.22814
1995,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.09444,53,522,0.06933,0.11955
1995,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.14864,65,522,0.11809,0.17918
1995,17-29 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06712,31,522,0.04563,0.08861
1995,17-29 y.,Indirect migration background,(0) No qualification (yet),0.15973,53,354,0.12151,0.19795
1995,17-29 y.,Indirect migration background,(1b) General Elementary School,0.21403,94,354,0.17124,0.25681
1995,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.11739,67,354,0.08381,0.15097
1995,17-29 y.,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.23105,100,354,0.18708,0.27502
1995,17-29 y.,Indirect migration background,(2c_gen) General Maturity Certificate,0.09810,40,354,0.06707,0.12913
1995,30-45 y.,No migration background,(1b) General Elementary School,0.06003,184,3405,0.05205,0.06800
1995,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.31402,967,3405,0.29842,0.32961
1995,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.32443,1276,3405,0.30870,0.34015
1995,30-45 y.,No migration background,(2c_gen) General Maturity Certificate,0.01305,36,3405,0.00924,0.01686
1995,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.06521,190,3405,0.05692,0.07351
1995,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.08521,367,3405,0.07583,0.09459
1995,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.11866,385,3405,0.10779,0.12952
1995,30-45 y.,Direct migration background,(1a) Inadequately completed,0.08843,140,871,0.06957,0.10730
1995,30-45 y.,Direct migration background,(1b) General Elementary School,0.16131,222,871,0.13687,0.18575
1995,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.27961,247,871,0.24979,0.30943
1995,30-45 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.07065,48,871,0.05362,0.08768
1995,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.06175,54,871,0.04576,0.07775
1995,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.12035,83,871,0.09873,0.14198
1995,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.14332,77,871,0.12004,0.16661
1995,46-65 y.,No migration background,(1b) General Elementary School,0.17094,450,2879,0.15718,0.18469
1995,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.49581,1426,2879,0.47754,0.51408
1995,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.15330,444,2879,0.14014,0.16646
1995,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.01625,39,2879,0.01163,0.02087
1995,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.07172,278,2879,0.06230,0.08115
1995,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.07837,242,2879,0.06855,0.08819
1995,46-65 y.,Direct migration background,(1a) Inadequately completed,0.15532,292,972,0.13254,0.17810
1995,46-65 y.,Direct migration background,(1b) General Elementary School,0.25543,300,972,0.22800,0.28286
1995,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.28711,250,972,0.25865,0.31556
1995,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.07830,35,972,0.06140,0.09519
1995,46-65 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05319,49,972,0.03908,0.06731
1995,46-65 y.,Direct migration background,(3b) Higher Tertiary Education,0.08309,46,972,0.06573,0.10045
1995,66 and older,No migration background,(1b) General Elementary School,0.30089,388,1267,0.27562,0.32615
1995,66 and older,No migration background,(1c) Basic Vocational Qualification,0.42937,584,1267,0.40210,0.45664
1995,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.15303,165,1267,0.13319,0.17286
1995,66 and older,No migration background,(3a) Lower Tertiary Education,0.04577,79,1267,0.03426,0.05729
1995,66 and older,No migration background,(3b) Higher Tertiary Education,0.03744,51,1267,0.02698,0.04790
1995,66 and older,Direct migration background,(1a) Inadequately completed,0.05791,35,153,0.02078,0.09505
1995,66 and older,Direct migration background,(1b) General Elementary School,0.30159,57,153,0.22863,0.37455
1995,66 and older,Direct migration background,(1c) Basic Vocational Qualification,0.30743,61,153,0.23407,0.38078
1996,17-29 y.,No migration background,(0) No qualification (yet),0.09825,205,2043,0.08534,0.11116
1996,17-29 y.,No migration background,(1b) General Elementary School,0.07482,161,2043,0.06341,0.08623
1996,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.15952,311,2043,0.14364,0.17540
1996,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.36004,881,2043,0.33922,0.38086
1996,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.09911,202,2043,0.08615,0.11207
1996,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.08863,150,2043,0.07630,0.10096
1996,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.03482,75,2043,0.02687,0.04277
1996,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.02784,58,2043,0.02070,0.03497
1996,17-29 y.,Direct migration background,(1a) Inadequately completed,0.06773,44,433,0.04404,0.09143
1996,17-29 y.,Direct migration background,(1b) General Elementary School,0.21105,143,433,0.17257,0.24953
1996,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.20486,115,433,0.16680,0.24292
1996,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08925,45,433,0.06236,0.11613
1996,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.13896,55,433,0.10634,0.17158
1996,17-29 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07827,31,433,0.05294,0.10359
1996,17-29 y.,Indirect migration background,(0) No qualification (yet),0.13357,53,372,0.09896,0.16819
1996,17-29 y.,Indirect migration background,(1b) General Elementary School,0.21776,96,372,0.17576,0.25976
1996,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.11630,69,372,0.08368,0.14892
1996,17-29 y.,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.24918,108,372,0.20516,0.29319
1996,17-29 y.,Indirect migration background,(2c_gen) General Maturity Certificate,0.11548,46,372,0.08296,0.14801
1996,30-45 y.,No migration background,(1b) General Elementary School,0.05380,171,3450,0.04627,0.06133
1996,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.30700,948,3450,0.29161,0.32240
1996,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.32737,1320,3450,0.31171,0.34303
1996,30-45 y.,No migration background,(2c_gen) General Maturity Certificate,0.01422,39,3450,0.01027,0.01817
1996,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.07501,209,3450,0.06622,0.08380
1996,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.08705,377,3450,0.07764,0.09645
1996,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.11487,386,3450,0.10423,0.12552
1996,30-45 y.,Direct migration background,(1a) Inadequately completed,0.08967,124,802,0.06988,0.10946
1996,30-45 y.,Direct migration background,(1b) General Elementary School,0.16232,203,802,0.13678,0.18786
1996,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.28195,238,802,0.25079,0.31311
1996,30-45 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.07236,44,802,0.05442,0.09031
1996,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.06924,54,802,0.05166,0.08682
1996,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.10698,76,802,0.08558,0.12839
1996,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.13112,63,802,0.10774,0.15450
1996,46-65 y.,No migration background,(1b) General Elementary School,0.16425,437,2875,0.15071,0.17780
1996,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.48407,1384,2875,0.46580,0.50234
1996,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.16862,481,2875,0.15493,0.18231
1996,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.01690,40,2875,0.01219,0.02162
1996,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.07283,285,2875,0.06333,0.08233
1996,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.07976,248,2875,0.06986,0.08967
1996,46-65 y.,Direct migration background,(1a) Inadequately completed,0.15227,264,918,0.12902,0.17553
1996,46-65 y.,Direct migration background,(1b) General Elementary School,0.24094,285,918,0.21326,0.26862
1996,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.28186,240,918,0.25274,0.31098
1996,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08796,36,918,0.06963,0.10629
1996,46-65 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05698,42,918,0.04198,0.07199
1996,46-65 y.,Direct migration background,(3b) Higher Tertiary Education,0.09196,51,918,0.07326,0.11066
1996,66 and older,No migration background,(1b) General Elementary School,0.29109,373,1271,0.26611,0.31608
1996,66 and older,No migration background,(1c) Basic Vocational Qualification,0.43855,605,1271,0.41126,0.46584
1996,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.14609,159,1271,0.12667,0.16552
1996,66 and older,No migration background,(3a) Lower Tertiary Education,0.04608,79,1271,0.03455,0.05761
1996,66 and older,No migration background,(3b) Higher Tertiary Education,0.03968,55,1271,0.02895,0.05042
1996,66 and older,Direct migration background,(1a) Inadequately completed,0.06668,41,166,0.02861,0.10474
1996,66 and older,Direct migration background,(1b) General Elementary School,0.29988,58,166,0.22996,0.36979
1996,66 and older,Direct migration background,(1c) Basic Vocational Qualification,0.31693,67,166,0.24593,0.38792
1997,17-29 y.,No migration background,(0) No qualification (yet),0.10188,218,1947,0.08844,0.11532
1997,17-29 y.,No migration background,(1b) General Elementary School,0.08141,158,1947,0.06926,0.09356
1997,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.13296,273,1947,0.11787,0.14805
1997,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.35155,817,1947,0.33034,0.37277
1997,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.11158,212,1947,0.09759,0.12557
1997,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.09323,144,1947,0.08032,0.10615
1997,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.03410,66,1947,0.02603,0.04216
1997,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.02863,59,1947,0.02122,0.03603
1997,17-29 y.,Direct migration background,(1a) Inadequately completed,0.05874,37,359,0.03438,0.08309
1997,17-29 y.,Direct migration background,(1b) General Elementary School,0.19173,119,359,0.15095,0.23251
1997,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.24974,112,359,0.20490,0.29458
1997,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.09926,47,359,0.06828,0.13023
1997,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.11236,44,359,0.07965,0.14508
1997,17-29 y.,Indirect migration background,(0) No qualification (yet),0.14475,67,384,0.10951,0.17998
1997,17-29 y.,Indirect migration background,(1b) General Elementary School,0.23454,109,384,0.19210,0.27697
1997,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.09256,63,384,0.06354,0.12159
1997,17-29 y.,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.23956,106,384,0.19681,0.28231
1997,17-29 y.,Indirect migration background,(2c_gen) General Maturity Certificate,0.10671,39,384,0.07579,0.13764
1997,30-45 y.,No migration background,(1b) General Elementary School,0.05218,169,3402,0.04471,0.05965
1997,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.29361,910,3402,0.27831,0.30892
1997,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.34063,1323,3402,0.32470,0.35656
1997,30-45 y.,No migration background,(2c_gen) General Maturity Certificate,0.01414,41,3402,0.01017,0.01811
1997,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.07738,213,3402,0.06840,0.08636
1997,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.08921,366,3402,0.07963,0.09879
1997,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.11139,380,3402,0.10081,0.12196
1997,30-45 y.,Direct migration background,(1a) Inadequately completed,0.08697,107,763,0.06696,0.10697
1997,30-45 y.,Direct migration background,(1b) General Elementary School,0.16967,199,763,0.14302,0.19632
1997,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.27979,221,763,0.24792,0.31167
1997,30-45 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.07335,47,763,0.05483,0.09186
1997,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.08004,57,763,0.06077,0.09931
1997,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.11237,72,763,0.08994,0.13479
1997,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.12560,60,763,0.10207,0.14913
1997,46-65 y.,No migration background,(1b) General Elementary School,0.15052,399,2863,0.13742,0.16363
1997,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.49061,1358,2863,0.47230,0.50893
1997,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.17124,509,2863,0.15744,0.18504
1997,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.01763,44,2863,0.01281,0.02245
1997,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.07542,296,2863,0.06574,0.08509
1997,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.07966,257,2863,0.06974,0.08958
1997,46-65 y.,Direct migration background,(1a) Inadequately completed,0.15822,254,885,0.13417,0.18228
1997,46-65 y.,Direct migration background,(1b) General Elementary School,0.25018,276,885,0.22163,0.27874
1997,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.28203,231,885,0.25237,0.31170
1997,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08115,34,885,0.06315,0.09915
1997,46-65 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05533,40,885,0.04026,0.07041
1997,46-65 y.,Direct migration background,(3b) Higher Tertiary Education,0.09072,50,885,0.07179,0.10966
1997,66 and older,No migration background,(1b) General Elementary School,0.29448,377,1298,0.26967,0.31929
1997,66 and older,No migration background,(1c) Basic Vocational Qualification,0.44317,625,1298,0.41613,0.47020
1997,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.13431,152,1298,0.11575,0.15286
1997,66 and older,No migration background,(3a) Lower Tertiary Education,0.04751,84,1298,0.03593,0.05909
1997,66 and older,No migration background,(3b) Higher Tertiary Education,0.04251,60,1298,0.03153,0.05349
1997,66 and older,Direct migration background,(1a) Inadequately completed,0.08064,43,170,0.03959,0.12170
1997,66 and older,Direct migration background,(1b) General Elementary School,0.30587,56,170,0.23640,0.37534
1997,66 and older,Direct migration background,(1c) Basic Vocational Qualification,0.30694,71,170,0.23740,0.37648
1998,17-29 y.,No migration background,(0) No qualification (yet),0.10139,232,2068,0.08838,0.11440
1998,17-29 y.,No migration background,(1b) General Elementary School,0.07758,176,2068,0.06605,0.08911
1998,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.12386,282,2068,0.10966,0.13806
1998,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.35346,852,2068,0.33285,0.37406
1998,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.12664,250,2068,0.11230,0.14097
1998,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.08105,152,2068,0.06928,0.09281
1998,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.03268,72,2068,0.02502,0.04035
1998,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.02005,52,2068,0.01401,0.02609
1998,17-29 y.,Direct migration background,(1a) Inadequately completed,0.05732,32,323,0.03193,0.08271
1998,17-29 y.,Direct migration background,(1b) General Elementary School,0.21204,111,323,0.16740,0.25669
1998,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.24696,96,323,0.19986,0.29407
1998,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.09507,44,323,0.06303,0.12710
1998,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.09680,40,323,0.06450,0.12910
1998,17-29 y.,Indirect migration background,(0) No qualification (yet),0.14552,70,392,0.11057,0.18047
1998,17-29 y.,Indirect migration background,(1b) General Elementary School,0.21076,101,392,0.17033,0.25119
1998,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.09208,62,392,0.06342,0.12074
1998,17-29 y.,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.23916,116,392,0.19687,0.28144
1998,17-29 y.,Indirect migration background,(2c_gen) General Maturity Certificate,0.12567,43,392,0.09281,0.15852
1998,30-45 y.,No migration background,(1a) Inadequately completed,0.01047,35,3827,0.00724,0.01369
1998,30-45 y.,No migration background,(1b) General Elementary School,0.05272,199,3827,0.04564,0.05980
1998,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.25863,959,3827,0.24476,0.27251
1998,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.34492,1486,3827,0.32986,0.35998
1998,30-45 y.,No migration background,(2c_gen) General Maturity Certificate,0.01397,50,3827,0.01025,0.01769
1998,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.07927,261,3827,0.07071,0.08783
1998,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.09315,407,3827,0.08394,0.10236
1998,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.10964,430,3827,0.09974,0.11954
1998,30-45 y.,Direct migration background,(1a) Inadequately completed,0.07904,89,713,0.05923,0.09886
1998,30-45 y.,Direct migration background,(1b) General Elementary School,0.18237,190,713,0.15401,0.21073
1998,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.26519,211,713,0.23276,0.29761
1998,30-45 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.06865,45,713,0.05007,0.08722
1998,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.07683,53,713,0.05726,0.09639
1998,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.11804,70,713,0.09434,0.14174
1998,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.10900,55,713,0.08611,0.13190
1998,46-65 y.,No migration background,(1b) General Elementary School,0.13827,459,3282,0.12646,0.15008
1998,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.46157,1539,3282,0.44451,0.47863
1998,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.16821,598,3282,0.15541,0.18101
1998,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.01889,56,3282,0.01423,0.02355
1998,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.07632,328,3282,0.06723,0.08540
1998,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.08274,302,3282,0.07331,0.09216
1998,46-65 y.,Direct migration background,(1a) Inadequately completed,0.17413,241,826,0.14825,0.20000
1998,46-65 y.,Direct migration background,(1b) General Elementary School,0.23428,261,826,0.20538,0.26318
1998,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.25326,220,826,0.22359,0.28294
1998,46-65 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06125,47,826,0.04488,0.07761
1998,46-65 y.,Direct migration background,(3b) Higher Tertiary Education,0.09558,57,826,0.07552,0.11564
1998,66 and older,No migration background,(1b) General Elementary School,0.29216,451,1481,0.26899,0.31533
1998,66 and older,No migration background,(1c) Basic Vocational Qualification,0.41485,685,1481,0.38975,0.43995
1998,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.12839,181,1481,0.11135,0.14544
1998,66 and older,No migration background,(3a) Lower Tertiary Education,0.04648,93,1481,0.03575,0.05720
1998,66 and older,No migration background,(3b) Higher Tertiary Education,0.04385,71,1481,0.03342,0.05428
1998,66 and older,Direct migration background,(1a) Inadequately completed,0.08602,43,179,0.04483,0.12722
1998,66 and older,Direct migration background,(1b) General Elementary School,0.29393,60,179,0.22701,0.36086
1998,66 and older,Direct migration background,(1c) Basic Vocational Qualification,0.30744,76,179,0.23965,0.37523
1999,17-29 y.,No migration background,(0) No qualification (yet),0.10636,228,1991,0.09282,0.11991
1999,17-29 y.,No migration background,(1b) General Elementary School,0.07775,171,1991,0.06599,0.08952
1999,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.13679,271,1991,0.12169,0.15189
1999,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.36809,817,1991,0.34690,0.38928
1999,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.12828,248,1991,0.11359,0.14297
1999,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.07277,139,1991,0.06136,0.08418
1999,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.02247,59,1991,0.01595,0.02898
1999,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.02754,58,1991,0.02035,0.03473
1999,17-29 y.,Direct migration background,(1b) General Elementary School,0.19695,88,251,0.14765,0.24625
1999,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.27301,86,251,0.21778,0.32823
1999,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10281,44,251,0.06516,0.14045
1999,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.11266,33,251,0.07347,0.15185
1999,17-29 y.,Indirect migration background,(0) No qualification (yet),0.15873,66,390,0.12242,0.19504
1999,17-29 y.,Indirect migration background,(1b) General Elementary School,0.19628,102,390,0.15681,0.23575
1999,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.11156,66,390,0.08028,0.14285
1999,17-29 y.,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.24328,109,390,0.20065,0.28592
1999,17-29 y.,Indirect migration background,(2c_gen) General Maturity Certificate,0.11145,47,390,0.08018,0.14272
1999,30-45 y.,No migration background,(1a) Inadequately completed,0.01057,34,3812,0.00732,0.01382
1999,30-45 y.,No migration background,(1b) General Elementary School,0.04760,187,3812,0.04084,0.05436
1999,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.26185,935,3812,0.24790,0.27581
1999,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.35583,1510,3812,0.34063,0.37103
1999,30-45 y.,No migration background,(2c_gen) General Maturity Certificate,0.01675,53,3812,0.01267,0.02082
1999,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.08938,282,3812,0.08032,0.09844
1999,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.09250,395,3812,0.08330,0.10170
1999,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.10907,416,3812,0.09918,0.11897
1999,30-45 y.,Direct migration background,(1a) Inadequately completed,0.07956,83,675,0.05913,0.09999
1999,30-45 y.,Direct migration background,(1b) General Elementary School,0.17385,175,675,0.14524,0.20246
1999,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.27984,206,675,0.24595,0.31373
1999,30-45 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.05623,40,675,0.03883,0.07362
1999,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.07777,48,675,0.05755,0.09799
1999,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.11045,66,675,0.08679,0.13411
1999,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.12379,57,675,0.09893,0.14866
1999,46-65 y.,No migration background,(1b) General Elementary School,0.13330,428,3275,0.12166,0.14494
1999,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.48315,1525,3275,0.46603,0.50027
1999,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.18332,623,3275,0.17007,0.19657
1999,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.01710,49,3275,0.01266,0.02154
1999,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.08002,337,3275,0.07073,0.08932
1999,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.08701,313,3275,0.07736,0.09667
1999,46-65 y.,Direct migration background,(1a) Inadequately completed,0.18472,226,771,0.15731,0.21213
1999,46-65 y.,Direct migration background,(1b) General Elementary School,0.25549,247,771,0.22469,0.28630
1999,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.25153,202,771,0.22088,0.28218
1999,46-65 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06942,45,771,0.05147,0.08738
1999,46-65 y.,Direct migration background,(3b) Higher Tertiary Education,0.09298,51,771,0.07247,0.11349
1999,66 and older,No migration background,(1b) General Elementary School,0.30105,455,1515,0.27794,0.32416
1999,66 and older,No migration background,(1c) Basic Vocational Qualification,0.43007,684,1515,0.40513,0.45501
1999,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.12189,167,1515,0.10541,0.13837
1999,66 and older,No migration background,(2c_voc) Vocational Maturity Certificate,0.02697,33,1515,0.01881,0.03513
1999,66 and older,No migration background,(3a) Lower Tertiary Education,0.05072,96,1515,0.03966,0.06177
1999,66 and older,No migration background,(3b) Higher Tertiary Education,0.04841,80,1515,0.03760,0.05922
1999,66 and older,Direct migration background,(1a) Inadequately completed,0.10575,50,187,0.06156,0.14995
1999,66 and older,Direct migration background,(1b) General Elementary School,0.28205,61,187,0.21738,0.34673
1999,66 and older,Direct migration background,(1c) Basic Vocational Qualification,0.30901,76,187,0.24260,0.37541
2000,17-29 y.,No migration background,(0) No qualification (yet),0.09844,367,3355,0.08836,0.10852
2000,17-29 y.,No migration background,(1b) General Elementary School,0.08403,286,3355,0.07464,0.09342
2000,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.12249,376,3355,0.11139,0.13358
2000,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.38134,1343,3355,0.36490,0.39777
2000,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.13665,475,3355,0.12503,0.14828
2000,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.10288,295,3355,0.09260,0.11316
2000,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.02768,98,3355,0.02213,0.03323
2000,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.03768,115,3355,0.03123,0.04412
2000,17-29 y.,Direct migration background,(0) No qualification (yet),0.07831,50,530,0.05541,0.10120
2000,17-29 y.,Direct migration background,(1b) General Elementary School,0.18965,121,530,0.15624,0.22305
