"year","hhtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2008","Alleinerziehende","Ostdeutschland","2.66","2","429","2","2","3","4","6","2.58","2.74","2","6","2","3"
"2008","Alleinerziehende","Westdeutschland","2.74","2.5","1285","2","2","3","4","7","2.68","2.8","2","7","2","3"
"2008","Paar mit Kind(ern)","Ostdeutschland","3.71","3.5","2557","3","3","4","5","6","3.67","3.75","3","13","4","4"
"2008","Paar mit Kind(ern)","Westdeutschland","3.89","3.5","9604","3","3","4","5","6","3.87","3.91","3","10","4","4"
"2008","Sonstige","Ostdeutschland","5.02","3.5","131","3","3","6","11","11","4.61","5.43","2","11","4","5"
"2008","Sonstige","Westdeutschland","3.97","3.5","406","2","3","5","5","8","3.84","4.1","2","8","3","4"
"2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1902","2","2","2","2","2","2","2","2","2","2","2"
"2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","5198","2","2","2","2","2","2","2","2","2","2","2"
"2009","1-Pers.- Haushalt","Ostdeutschland","1","1","728","1","1","1","1","1","0.99","1.01","1","2","1","1"
"2009","1-Pers.- Haushalt","Westdeutschland","1.01","1","2132","1","1","1","1","1","1.01","1.01","1","2","1","1"
"2009","Alleinerziehende","Ostdeutschland","2.73","2","427","2","2","3","4","6","2.64","2.82","2","6","2","3"
"2009","Alleinerziehende","Westdeutschland","2.71","2","1162","2","2","3","4","6","2.65","2.77","2","7","2","3"
"2009","Paar mit Kind(ern)","Ostdeutschland","3.76","3.5","2423","3","3","4","5","6","3.71","3.81","3","14","4","4"
"2009","Paar mit Kind(ern)","Westdeutschland","3.9","3.5","8805","3","3","4","5","6","3.88","3.92","3","10","4","4"
"2009","Sonstige","Ostdeutschland","3.76","3.5","102","3","3","4","5","6","3.55","3.97","2","6","3","4"
"2009","Sonstige","Westdeutschland","3.55","2.5","342","2","2","5","5","7","3.41","3.69","2","7","3","4"
"2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1796","2","2","2","2","2","2","2","2","2","2","2"
"2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","4948","2","2","2","2","2","2","2","2","2","2","2"
"2010","1-Pers.- Haushalt","Ostdeutschland","1","1","683","1","1","1","1","1","0.99","1.01","1","2","1","1"
"2010","1-Pers.- Haushalt","Westdeutschland","1.01","1","2028","1","1","1","1","1","1.01","1.01","1","2","1","1"
"2010","Alleinerziehende","Ostdeutschland","2.7","2","1024","2","2","3","4","6","2.64","2.76","2","8","2","3"
"2010","Alleinerziehende","Westdeutschland","2.73","2","3723","2","2","3","4","6","2.7","2.76","2","8","3","3"
"2010","Paar mit Kind(ern)","Ostdeutschland","3.72","3.5","4304","3","3","4","5","7","3.68","3.76","3","14","4","4"
"2010","Paar mit Kind(ern)","Westdeutschland","3.91","3.5","18363","3","3","4","5","7","3.89","3.93","3","15","4","4"
"2010","Sonstige","Ostdeutschland","3.51","3.5","123","2","3","4","5","6","3.26","3.76","2","6","4","4"
"2010","Sonstige","Westdeutschland","3.74","2.5","476","2","3","5","5","8","3.58","3.9","2","9","4","4"
"2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2180","2","2","2","2","2","2","2","2","2","2","2"
"2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","1.5","6568","2","2","2","2","2","2","2","1","2","2","2"
"2011","1-Pers.- Haushalt","Ostdeutschland","1","1","894","1","1","1","1","1","0.99","1.01","1","2","1","1"
"2011","1-Pers.- Haushalt","Westdeutschland","1.01","1","2657","1","1","1","1","1","1.01","1.01","1","2","1","1"
"2011","Alleinerziehende","Ostdeutschland","2.69","2","1305","2","2","3","4","5","2.64","2.74","2","7","2","3"
"2011","Alleinerziehende","Westdeutschland","2.7","2","4561","2","2","3","4","5","2.67","2.73","2","8","3","3"
"2011","Paar mit Kind(ern)","Ostdeutschland","3.68","3","4599","3","3","4","5","7","3.65","3.71","3","12","4","4"
"2011","Paar mit Kind(ern)","Westdeutschland","3.92","3.5","20455","3","3","4","5","7","3.9","3.94","3","13","4","4"
"2011","Sonstige","Ostdeutschland","3.34","2.5","168","2","3","4","5","6","3.12","3.56","2","7","3","4"
"2011","Sonstige","Westdeutschland","3.93","3.5","614","2","3","5","6","8","3.79","4.07","2","10","4","4"
"2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2240","2","2","2","2","2","2","2","2","2","2","2"
"2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","6660","2","2","2","2","2","2","2","2","2","2","2"
"2012","1-Pers.- Haushalt","Ostdeutschland","1","1","936","1","1","1","1","1","1","1","1","1","1","1"
"2012","1-Pers.- Haushalt","Westdeutschland","1","1","2747","1","1","1","1","1","1","1","1","1","1","1"
"2012","Alleinerziehende","Ostdeutschland","2.65","2","1266","2","2","3","4","5","2.6","2.7","2","8","2","3"
"2012","Alleinerziehende","Westdeutschland","2.7","2.5","4327","2","2","3","4","5","2.67","2.73","2","7","3","3"
"2012","Paar mit Kind(ern)","Ostdeutschland","3.7","3","4257","3","3","4","5","6","3.67","3.73","3","12","4","4"
"2012","Paar mit Kind(ern)","Westdeutschland","3.91","3.5","19207","3","3","4","5","7","3.89","3.93","3","12","4","4"
"2012","Sonstige","Ostdeutschland","3.37","2.5","171","2","2","4","5","7","3.14","3.6","2","7","3","4"
"2012","Sonstige","Westdeutschland","4.1","3.5","595","2","3","5","6","9","3.95","4.25","2","10","4","4"
"2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2222","2","2","2","2","2","2","2","2","2","2","2"
"2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","7056","2","2","2","2","2","2","2","2","3","2","2"
"2013","1-Pers.- Haushalt","Ostdeutschland","1","1","903","1","1","1","1","1","1","1","1","1","1","1"
"2013","1-Pers.- Haushalt","Westdeutschland","1","1","2941","1","1","1","1","1","1","1","1","1","1","1"
"2013","Alleinerziehende","Ostdeutschland","2.63","2","1200","2","2","3","4","6","2.57","2.69","2","8","2","3"
"2013","Alleinerziehende","Westdeutschland","2.69","2","4602","2","2","3","4","6","2.66","2.72","2","7","3","3"
"2013","Paar mit Kind(ern)","Ostdeutschland","3.68","3","4275","3","3","4","5","6","3.64","3.72","3","12","4","4"
"2013","Paar mit Kind(ern)","Westdeutschland","3.93","3.5","22646","3","3","4","5","7","3.91","3.95","3","12","4","4"
"2013","Sonstige","Ostdeutschland","3.57","2.5","236","2","3","4","6","9","3.31","3.83","2","9","4","4"
"2013","Sonstige","Westdeutschland","3.85","2.5","1584","2","3","5","6","10","3.75","3.95","2","13","4","4"
"2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2166","2","2","2","2","2","2","2","2","2","2","2"
"2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","6560","2","2","2","2","2","2","2","2","2","2","2"
"2014","1-Pers.- Haushalt","Ostdeutschland","1","1","882","1","1","1","1","1","1","1","1","1","1","1"
"2014","1-Pers.- Haushalt","Westdeutschland","1","1","2684","1","1","1","1","1","1","1","1","1","1","1"
"2014","Alleinerziehende","Ostdeutschland","2.64","2","993","2","2","3","4","5","2.58","2.7","2","8","2","3"
"2014","Alleinerziehende","Westdeutschland","2.68","2","3695","2","2","3","4","6","2.65","2.71","2","8","3","3"
"2014","Paar mit Kind(ern)","Ostdeutschland","3.71","3","3798","3","3","4","5","7","3.67","3.75","3","10","4","4"
"2014","Paar mit Kind(ern)","Westdeutschland","3.94","3.5","19308","3","3","4","5","7","3.92","3.96","3","12","4","4"
"2014","Sonstige","Ostdeutschland","3.89","2.5","183","2","2","4","9","9","3.57","4.21","2","9","3","4"
"2014","Sonstige","Westdeutschland","4.07","3.5","1238","2","3","5","6","10","3.96","4.18","2","11","4","4"
"2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2134","2","2","2","2","2","2","2","2","2","2","2"
"2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","6618","2","2","2","2","2","2","2","2","2","2","2"
"2015","1-Pers.- Haushalt","Ostdeutschland","1","1","873","1","1","1","1","1","1","1","1","1","1","1"
"2015","1-Pers.- Haushalt","Westdeutschland","1","1","2754","1","1","1","1","1","1","1","1","1","1","1"
"2015","Alleinerziehende","Ostdeutschland","2.71","2.5","929","2","2","3","4","8","2.64","2.78","2","8","2","3"
"2015","Alleinerziehende","Westdeutschland","2.68","2","3499","2","2","3","4","6","2.64","2.72","2","9","3","3"
"2015","Paar mit Kind(ern)","Ostdeutschland","3.73","3","3585","3","3","4","5","7","3.69","3.77","3","10","4","4"
"2015","Paar mit Kind(ern)","Westdeutschland","3.91","3.5","19198","3","3","4","5","7","3.89","3.93","3","12","4","4"
"2015","Sonstige","Ostdeutschland","3.46","2.5","202","2","2","4","7","8","3.22","3.7","2","8","3","4"
"2015","Sonstige","Westdeutschland","4.2","3.5","1260","2","3","5","6","10","4.09","4.31","2","11","4","4"
"2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2048","2","2","2","2","2","2","2","2","3","2","2"
"2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","6270","2","2","2","2","2","2","2","2","2","2","2"
"2016","1-Pers.- Haushalt","Ostdeutschland","1","1","937","1","1","1","1","1","1","1","1","1","1","1"
"2016","1-Pers.- Haushalt","Westdeutschland","1","1","2868","1","1","1","1","1","1","1","1","1","1","1"
"2016","Alleinerziehende","Ostdeutschland","2.82","2.5","1034","2","2","3","4","8","2.74","2.9","2","8","3","3"
"2016","Alleinerziehende","Westdeutschland","2.68","2","3548","2","2","3","4","6","2.64","2.72","2","9","3","3"
"2016","Paar mit Kind(ern)","Ostdeutschland","3.76","3.5","4325","3","3","4","5","7","3.72","3.8","3","11","4","4"
"2016","Paar mit Kind(ern)","Westdeutschland","3.93","3.5","21966","3","3","4","5","7","3.91","3.95","3","13","4","4"
"2016","Sonstige","Ostdeutschland","3.45","2.5","306","2","2","4","6","8","3.18","3.72","2","12","3","4"
"2016","Sonstige","Westdeutschland","4.19","3.5","1786","2","3","5","7","10","4.09","4.29","2","11","5","5"
"2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2284","2","2","2","2","2","2","2","2","2","2","2"
"2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","7140","2","2","2","2","2","2","2","2","2","2","2"
"2017","1-Pers.- Haushalt","Ostdeutschland","1","1","1053","1","1","1","1","1","1","1","1","1","1","1"
"2017","1-Pers.- Haushalt","Westdeutschland","1","1","3241","1","1","1","1","1","1","1","1","1","1","1"
"2017","Alleinerziehende","Ostdeutschland","2.76","2.5","1006","2","2","3","4","5","2.69","2.83","2","8","3","3"
"2017","Alleinerziehende","Westdeutschland","2.75","2","3739","2","2","3","4","8","2.71","2.79","2","10","3","3"
"2017","Paar mit Kind(ern)","Ostdeutschland","3.8","3.5","4732","3","3","4","5","7","3.76","3.84","3","11","4","4"
"2017","Paar mit Kind(ern)","Westdeutschland","3.96","3.5","24226","3","3","4","5","8","3.94","3.98","3","13","4","4"
"2017","Sonstige","Ostdeutschland","3.52","2.5","303","2","2","5","6","8","3.33","3.71","2","8","3","4"
"2017","Sonstige","Westdeutschland","4.07","3.5","2429","2","3","5","7","10","3.97","4.17","2","13","5","5"
"2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2283","2","2","2","2","2","2","2","2","3","2","2"
"2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","6994","2","2","2","2","2","2","2","2","2","2","2"
"2018","1-Pers.- Haushalt","Ostdeutschland","1","1","1092","1","1","1","1","1","1","1","1","1","1","1"
"2018","1-Pers.- Haushalt","Westdeutschland","1","1","3368","1","1","1","1","1","1","1","1","1","1","1"
"2018","Alleinerziehende","Ostdeutschland","2.8","2.5","1003","2","2","3","4","8","2.72","2.88","2","9","3","3"
"2018","Alleinerziehende","Westdeutschland","2.66","2","3678","2","2","3","4","6","2.62","2.7","2","9","3","3"
"2018","Paar mit Kind(ern)","Ostdeutschland","3.8","3.5","4551","3","3","4","5","7","3.76","3.84","3","11","4","4"
"2018","Paar mit Kind(ern)","Westdeutschland","3.96","3.5","22923","3","3","4","5","8","3.94","3.98","3","16","4","4"
"2018","Sonstige","Ostdeutschland","3.4","2.5","241","2","2","4","5","8","3.19","3.61","2","8","3","4"
"2018","Sonstige","Westdeutschland","4.14","3.5","2010","2","3","5","7","9","4.04","4.24","2","13","5","5"
"2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2537","2","2","2","2","2","2","2","2","3","2","2"
"2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","7790","2","2","2","2","2","2","2","2","2","2","2"
"2019","1-Pers.- Haushalt","Ostdeutschland","1","1","1077","1","1","1","1","1","1","1","1","1","1","1"
"2019","1-Pers.- Haushalt","Westdeutschland","1","1","3526","1","1","1","1","1","1","1","1","1","1","1"
"2019","Alleinerziehende","Ostdeutschland","2.86","2.5","968","2","2","3","4","8","2.78","2.94","2","9","3","3"
"2019","Alleinerziehende","Westdeutschland","2.73","2","3350","2","2","3","4","7","2.69","2.77","2","10","3","3"
"2019","Paar mit Kind(ern)","Ostdeutschland","3.82","3.5","4643","3","3","4","5","8","3.78","3.86","3","11","4","4"
"2019","Paar mit Kind(ern)","Westdeutschland","3.97","3.5","22795","3","3","4","5","7","3.95","3.99","3","16","4","4"
"2019","Sonstige","Ostdeutschland","3.78","2.5","243","2","3","5","7","8","3.55","4.01","2","8","3","4"
"2019","Sonstige","Westdeutschland","3.78","3.5","1639","2","3","5","5","9","3.67","3.89","2","11","4","4"
"2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2397","2","2","2","2","2","2","2","2","3","2","2"
"2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","7996","2","2","2","2","2","2","2","2","2","2","2"
"2020","1-Pers.- Haushalt","Ostdeutschland","1","1","1158","1","1","1","1","1","1","1","1","1","1","1"
"2020","1-Pers.- Haushalt","Westdeutschland","1","1","4272","1","1","1","1","1","1","1","1","1","1","1"
"2020","Alleinerziehende","Ostdeutschland","2.85","2.5","939","2","2","3","4","8","2.77","2.93","2","8","3","3"
"2020","Alleinerziehende","Westdeutschland","2.72","2","3348","2","2","3","4","7","2.68","2.76","2","9","3","3"
"2020","Paar mit Kind(ern)","Ostdeutschland","3.8","3.5","4383","3","3","4","5","8","3.76","3.84","3","10","4","4"
"2020","Paar mit Kind(ern)","Westdeutschland","3.95","3.5","23102","3","3","4","5","7","3.93","3.97","3","13","4","4"
"2020","Sonstige","Ostdeutschland","3.57","2.5","263","2","2","4","6","7","3.38","3.76","2","7","3","4"
"2020","Sonstige","Westdeutschland","4.02","3.5","2073","2","3","5","6","10","3.92","4.12","2","12","4","4"
