"year","bula_h","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2010","Berlin","","","","","","","","","","","","","",""
"2010","Brandenburg","","","","","","","","","","","","","",""
"2010","Bremen","","","","","","","","","","","","","",""
"2010","Hamburg","2.18","1.5","574","1","1","3","4","6","2.07","2.29","1","7","3","3"
"2010","Hessen","","","","","","","","","","","","","",""
"2010","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2010","Niedersachsen","2.67","1.5","3472","1","2","4","4","7","2.62","2.72","1","9","3","4"
"2010","Nordrhein-Westfalen","2.77","2.5","7961","1","2","4","5","6","2.74","2.8","1","11","3","4"
"2010","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2010","Saarland","","","","","","","","","","","","","",""
"2010","Sachsen","","","","","","","","","","","","","",""
"2010","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2010","Schleswig-Holstein","","","","","","","","","","","","","",""
"2010","Thueringen","","","","","","","","","","","","","",""
"2011","Baden-Wuerttemberg","2.82","2.5","5644","1","2","4","5","6","2.78","2.86","1","12","4","4"
"2011","Bayern","2.69","1.5","7010","1","2","4","4","6","2.66","2.72","1","8","3","3"
"2011","Berlin","","","","","","","","","","","","","",""
"2011","Brandenburg","","","","","","","","","","","","","",""
"2011","Bremen","2.41","1.5","300","1","2","3","4","5","2.27","2.55","1","5","3","3"
"2011","Hamburg","2.27","1.5","637","1","1","3","4","6","2.16","2.38","1","6","3","3"
"2011","Hessen","2.82","2.5","3160","1","2","4","5","6","2.76","2.88","1","13","3","4"
"2011","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2011","Niedersachsen","2.7","1.5","4123","1","2","4","4","7","2.65","2.75","1","10","3","3"
"2011","Nordrhein-Westfalen","2.76","1.5","9060","1","2","4","4","6","2.73","2.79","1","10","3","4"
"2011","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2011","Saarland","","","","","","","","","","","","","",""
"2011","Sachsen","","","","","","","","","","","","","",""
"2011","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2011","Schleswig-Holstein","","","","","","","","","","","","","",""
"2011","Thueringen","","","","","","","","","","","","","",""
"2012","Baden-Wuerttemberg","2.82","2.5","5306","1","2","4","5","6","2.78","2.86","1","12","4","4"
"2012","Bayern","2.71","1.5","6784","1","2","4","4","6","2.68","2.74","1","8","3","3"
"2012","Berlin","","","","","","","","","","","","","",""
"2012","Brandenburg","","","","","","","","","","","","","",""
"2012","Bremen","2.39","1.5","305","1","1","3","4","5","2.25","2.53","1","5","3","3"
"2012","Hamburg","2.31","1.5","641","1","1","3","4","6","2.21","2.41","1","6","3","3"
"2012","Hessen","2.78","2.5","3029","1","2","4","4","6","2.73","2.83","1","11","3","3"
"2012","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2012","Niedersachsen","2.73","1.5","3971","1","2","4","4","7","2.68","2.78","1","10","3","3"
"2012","Nordrhein-Westfalen","2.74","1.5","8666","1","2","4","4","7","2.71","2.77","1","11","3","3"
"2012","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2012","Saarland","","","","","","","","","","","","","",""
"2012","Sachsen","","","","","","","","","","","","","",""
"2012","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2012","Schleswig-Holstein","","","","","","","","","","","","","",""
"2012","Thueringen","","","","","","","","","","","","","",""
"2013","Baden-Wuerttemberg","2.81","2.5","6100","1","2","4","5","7","2.77","2.85","1","11","4","4"
"2013","Bayern","2.68","1.5","7696","1","2","4","4","6","2.65","2.71","1","11","3","4"
"2013","Berlin","","","","","","","","","","","","","",""
"2013","Brandenburg","","","","","","","","","","","","","",""
"2013","Bremen","2.61","1.5","400","1","1","3","5","9","2.43","2.79","1","9","3","4"
"2013","Hamburg","2.42","1.5","850","1","2","3","4","6","2.33","2.51","1","7","3","3"
"2013","Hessen","2.7","1.5","3539","1","2","4","4","6","2.65","2.75","1","11","3","4"
"2013","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2013","Niedersachsen","2.7","1.5","4479","1","2","4","4","7","2.65","2.75","1","12","3","4"
"2013","Nordrhein-Westfalen","","","","","","","","","","","","","",""
"2013","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2013","Saarland","","","","","","","","","","","","","",""
"2013","Sachsen","","","","","","","","","","","","","",""
"2013","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2013","Schleswig-Holstein","","","","","","","","","","","","","",""
"2013","Thueringen","","","","","","","","","","","","","",""
"2014","Baden-Wuerttemberg","2.78","1.5","5112","1","2","4","4","6","2.74","2.82","1","9","4","4"
"2014","Bayern","2.66","1.5","6786","1","2","4","4","6","2.62","2.7","1","10","3","4"
"2014","Berlin","","","","","","","","","","","","","",""
"2014","Brandenburg","","","","","","","","","","","","","",""
"2014","Bremen","2.64","1.5","331","1","1","3","5","9","2.44","2.84","1","9","3","4"
"2014","Hamburg","2.53","1.5","671","1","2","3","4","7","2.42","2.64","1","7","3","3"
"2014","Hessen","","","","","","","","","","","","","",""
"2014","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2014","Niedersachsen","2.75","1.5","3994","1","2","4","5","8","2.69","2.81","1","12","3","4"
"2014","Nordrhein-Westfalen","2.77","1.5","8895","1","2","4","5","7","2.74","2.8","1","11","3","4"
"2014","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2014","Saarland","","","","","","","","","","","","","",""
"2014","Sachsen","","","","","","","","","","","","","",""
"2014","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2014","Schleswig-Holstein","","","","","","","","","","","","","",""
"2014","Thueringen","","","","","","","","","","","","","",""
"2015","Baden-Wuerttemberg","2.76","1.5","5111","1","2","4","5","6","2.72","2.8","1","9","4","4"
"2015","Bayern","2.64","1.5","6810","1","2","4","4","6","2.61","2.67","1","8","3","3"
"2015","Berlin","","","","","","","","","","","","","",""
"2015","Brandenburg","","","","","","","","","","","","","",""
"2015","Bremen","2.68","1.5","304","1","1","3","5","9","2.48","2.88","1","9","3","4"
"2015","Hamburg","2.56","1.5","712","1","2","3","4","7","2.46","2.66","1","7","3","3"
"2015","Hessen","2.78","1.5","3010","1","2","4","5","7","2.72","2.84","1","12","3","3"
"2015","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2015","Niedersachsen","2.65","1.5","4011","1","2","4","4","7","2.6","2.7","1","11","3","3"
"2015","Nordrhein-Westfalen","2.75","1.5","8782","1","2","4","5","7","2.72","2.78","1","11","3","4"
"2015","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2015","Saarland","","","","","","","","","","","","","",""
"2015","Sachsen","","","","","","","","","","","","","",""
"2015","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2015","Schleswig-Holstein","","","","","","","","","","","","","",""
"2015","Thueringen","","","","","","","","","","","","","",""
"2016","Baden-Wuerttemberg","2.81","2.5","5504","1","2","4","5","7","2.76","2.86","1","13","4","4"
"2016","Bayern","2.65","1.5","6943","1","2","4","4","6","2.61","2.69","1","12","4","4"
"2016","Berlin","","","","","","","","","","","","","",""
"2016","Brandenburg","","","","","","","","","","","","","",""
"2016","Bremen","3.07","1.5","378","1","2","4","8","9","2.87","3.27","1","9","4","4"
"2016","Hamburg","2.66","1.5","737","1","2","4","4","7","2.54","2.78","1","9","3","4"
"2016","Hessen","2.72","1.5","3118","1","2","4","4","6","2.66","2.78","1","13","3","4"
"2016","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2016","Niedersachsen","2.65","1.5","4489","1","2","4","4","7","2.59","2.71","1","10","4","4"
"2016","Nordrhein-Westfalen","2.76","1.5","9699","1","2","4","5","7","2.73","2.79","1","11","4","4"
"2016","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2016","Saarland","","","","","","","","","","","","","",""
"2016","Sachsen","","","","","","","","","","","","","",""
"2016","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2016","Schleswig-Holstein","","","","","","","","","","","","","",""
"2016","Thueringen","","","","","","","","","","","","","",""
"2017","Baden-Wuerttemberg","2.81","1.5","5862","1","2","4","5","7","2.76","2.86","1","12","4","4"
"2017","Bayern","2.63","1.5","7432","1","2","4","4","6","2.59","2.67","1","11","3","4"
"2017","Berlin","","","","","","","","","","","","","",""
"2017","Brandenburg","","","","","","","","","","","","","",""
"2017","Bremen","3","1.5","552","1","1","4","7","9","2.83","3.17","1","9","4","5"
"2017","Hamburg","2.74","1.5","892","1","2","4","5","7","2.62","2.86","1","9","3","4"
"2017","Hessen","2.76","2.5","3577","1","2","4","4","7","2.7","2.82","1","13","4","4"
"2017","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2017","Niedersachsen","2.69","1.5","5569","1","2","4","5","8","2.63","2.75","1","13","4","4"
"2017","Nordrhein-Westfalen","","","","","","","","","","","","","",""
"2017","Rheinland-Pfalz,Saarland","2.71","1.5","3004","1","2","4","5","7","2.64","2.78","1","10","4","4"
"2017","Saarland","","","","","","","","","","","","","",""
"2017","Sachsen","","","","","","","","","","","","","",""
"2017","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2017","Schleswig-Holstein","","","","","","","","","","","","","",""
"2017","Thueringen","","","","","","","","","","","","","",""
"2018","Baden-Wuerttemberg","2.81","1.5","5471","1","2","4","5","7","2.76","2.86","1","12","4","4"
"2018","Bayern","2.61","1.5","6992","1","2","4","4","6","2.57","2.65","1","13","3","4"
"2018","Berlin","","","","","","","","","","","","","",""
"2018","Brandenburg","","","","","","","","","","","","","",""
"2018","Bremen","2.96","1.5","546","1","1","4","7","9","2.79","3.13","1","9","4","4"
"2018","Hamburg","2.64","1.5","913","1","2","4","4","6","2.54","2.74","1","9","3","3"
"2018","Hessen","2.77","1.5","3393","1","2","4","5","7","2.7","2.84","1","16","4","4"
"2018","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2018","Niedersachsen","2.67","1.5","5173","1","2","4","4","8","2.61","2.73","1","13","4","4"
"2018","Nordrhein-Westfalen","","","","","","","","","","","","","",""
"2018","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2018","Saarland","","","","","","","","","","","","","",""
"2018","Sachsen","","","","","","","","","","","","","",""
"2018","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2018","Schleswig-Holstein","","","","","","","","","","","","","",""
"2018","Thueringen","","","","","","","","","","","","","",""
"2019","Baden-Wuerttemberg","2.88","2.5","5560","1","2","4","5","7","2.83","2.93","1","12","4","4"
"2019","Bayern","2.61","1.5","7245","1","2","4","4","6","2.57","2.65","1","13","3","3"
"2019","Berlin","","","","","","","","","","","","","",""
"2019","Brandenburg","","","","","","","","","","","","","",""
"2019","Bremen","2.73","1.5","502","1","1","4","5","9","2.55","2.91","1","9","4","4"
"2019","Hamburg","2.66","1.5","969","1","2","4","4","6","2.57","2.75","1","7","3","3"
"2019","Hessen","2.74","1.5","3442","1","2","4","5","6","2.68","2.8","1","16","3","4"
"2019","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2019","Niedersachsen","2.71","1.5","4927","1","2","4","5","7","2.66","2.76","1","11","4","4"
"2019","Nordrhein-Westfalen","","","","","","","","","","","","","",""
"2019","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2019","Saarland","","","","","","","","","","","","","",""
"2019","Sachsen","","","","","","","","","","","","","",""
"2019","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2019","Schleswig-Holstein","","","","","","","","","","","","","",""
"2019","Thueringen","","","","","","","","","","","","","",""
"2020","Baden-Wuerttemberg","2.86","2.5","5468","1","2","4","5","7","2.81","2.91","1","12","4","4"
"2020","Bayern","2.69","1.5","7451","1","2","4","4","6","2.65","2.73","1","13","3","3"
"2020","Berlin","","","","","","","","","","","","","",""
"2020","Brandenburg","","","","","","","","","","","","","",""
"2020","Bremen","2.58","1.5","579","1","1","4","5","8","2.42","2.74","1","8","4","4"
"2020","Hamburg","","","","","","","","","","","","","",""
"2020","Hessen","2.74","1.5","3450","1","2","4","4","6","2.68","2.8","1","10","3","3"
"2020","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2020","Niedersachsen","2.7","1.5","4927","1","2","4","5","7","2.64","2.76","1","12","3","4"
"2020","Nordrhein-Westfalen","","","","","","","","","","","","","",""
"2020","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2020","Saarland","","","","","","","","","","","","","",""
"2020","Sachsen","","","","","","","","","","","","","",""
"2020","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2020","Schleswig-Holstein","","","","","","","","","","","","","",""
"2020","Thueringen","","","","","","","","","","","","","",""
