"pli0083","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1998","(Fach-)Abitur","indirekter Migrationshintergrund","50","0.648257713849452","0.534761918586862","0.761753509112043"
"Täglich","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","1998","AkademikerIn","kein Migrationshintergrund","1329","0.740358151479571","0.719804657776442","0.760911645182699"
"Täglich","1998","AkademikerIn","direkter Migrationshintergrund","157","0.835716147742524","0.783029796070349","0.888402499414699"
"Täglich","1998","AkademikerIn","indirekter Migrationshintergrund","8","","",""
"Täglich","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","kein Migrationshintergrund","34","0.129258403984269","0.0917306179638927","0.166786190004646"
"Min 1x pro Woche","1998","(noch) kein Abschluss","direkter Migrationshintergrund","20","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","6","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","Hauptschule","kein Migrationshintergrund","284","0.0566052728598843","0.0500141369637449","0.0631964087560236"
"Min 1x pro Woche","1998","Hauptschule","direkter Migrationshintergrund","67","0.0579196114194947","0.0447687687400381","0.0710704540989514"
"Min 1x pro Woche","1998","Hauptschule","indirekter Migrationshintergrund","10","","",""
"Min 1x pro Woche","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","Realschule","kein Migrationshintergrund","331","0.106145620886778","0.0953008163247776","0.116990425448777"
"Min 1x pro Woche","1998","Realschule","direkter Migrationshintergrund","16","","",""
"Min 1x pro Woche","1998","Realschule","indirekter Migrationshintergrund","20","","",""
"Min 1x pro Woche","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","kein Migrationshintergrund","179","0.231254181277145","0.202324796897936","0.260183565656354"
"Min 1x pro Woche","1998","(Fach-)Abitur","direkter Migrationshintergrund","30","0.151863794792217","0.108156076597956","0.195571512986478"
"Min 1x pro Woche","1998","(Fach-)Abitur","indirekter Migrationshintergrund","14","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","AkademikerIn","kein Migrationshintergrund","315","0.194363666657659","0.175813217024666","0.212914116290652"
"Min 1x pro Woche","1998","AkademikerIn","direkter Migrationshintergrund","24","","",""
"Min 1x pro Woche","1998","AkademikerIn","indirekter Migrationshintergrund","12","","",""
"Min 1x pro Woche","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","kein Migrationshintergrund","2","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","direkter Migrationshintergrund","4","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","Hauptschule","kein Migrationshintergrund","34","0.00752017088676563","0.00505606254508742","0.00998427922844383"
"Min 1x pro Monat","1998","Hauptschule","direkter Migrationshintergrund","9","","",""
"Min 1x pro Monat","1998","Hauptschule","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","Realschule","kein Migrationshintergrund","27","","",""
"Min 1x pro Monat","1998","Realschule","direkter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1998","Realschule","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","kein Migrationshintergrund","10","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","direkter Migrationshintergrund","4","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","AkademikerIn","kein Migrationshintergrund","26","","",""
"Min 1x pro Monat","1998","AkademikerIn","direkter Migrationshintergrund","4","","",""
"Min 1x pro Monat","1998","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","(noch) kein Abschluss","kein Migrationshintergrund","6","","",""
"Seltener","1998","(noch) kein Abschluss","direkter Migrationshintergrund","8","","",""
"Seltener","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","Hauptschule","kein Migrationshintergrund","82","0.0199086127644046","0.0159244333638021","0.0238927921650072"
"Seltener","1998","Hauptschule","direkter Migrationshintergrund","27","","",""
"Seltener","1998","Hauptschule","indirekter Migrationshintergrund","7","","",""
"Seltener","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","Realschule","kein Migrationshintergrund","86","0.0281269300679285","0.0223058544131746","0.0339480057226825"
"Seltener","1998","Realschule","direkter Migrationshintergrund","7","","",""
"Seltener","1998","Realschule","indirekter Migrationshintergrund","4","","",""
"Seltener","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","(Fach-)Abitur","kein Migrationshintergrund","27","","",""
"Seltener","1998","(Fach-)Abitur","direkter Migrationshintergrund","9","","",""
"Seltener","1998","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Seltener","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","AkademikerIn","kein Migrationshintergrund","53","0.0283628465802262","0.020580611576428","0.0361450815840243"
"Seltener","1998","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Seltener","1998","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Seltener","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1998","(noch) kein Abschluss","direkter Migrationshintergrund","5","","",""
"Nie","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","Hauptschule","kein Migrationshintergrund","38","0.0108480690971849","0.00789350903788799","0.0138026291564819"
"Nie","1998","Hauptschule","direkter Migrationshintergrund","11","","",""
"Nie","1998","Hauptschule","indirekter Migrationshintergrund","1","","",""
"Nie","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","Realschule","kein Migrationshintergrund","25","","",""
"Nie","1998","Realschule","direkter Migrationshintergrund","3","","",""
"Nie","1998","Realschule","indirekter Migrationshintergrund","1","","",""
"Nie","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","(Fach-)Abitur","kein Migrationshintergrund","11","","",""
"Nie","1998","(Fach-)Abitur","direkter Migrationshintergrund","6","","",""
"Nie","1998","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Nie","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","AkademikerIn","kein Migrationshintergrund","25","","",""
"Nie","1998","AkademikerIn","direkter Migrationshintergrund","2","","",""
"Nie","1998","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Nie","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Täglich","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Täglich","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Täglich","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Täglich","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Täglich","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Täglich","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","1999","Realschule","kein Migrationshintergrund","","","",""
"Täglich","1999","Realschule","direkter Migrationshintergrund","","","",""
"Täglich","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Täglich","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Täglich","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Täglich","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Täglich","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Täglich","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Täglich","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Täglich","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1999","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","Realschule","kein Migrationshintergrund","","","",""
"Nie","1999","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Täglich","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Täglich","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Täglich","2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","2000","Hauptschule","kein Migrationshintergrund","","","",""
"Täglich","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"Täglich","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"Täglich","2000","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","2000","Realschule","kein Migrationshintergrund","","","",""
"Täglich","2000","Realschule","direkter Migrationshintergrund","","","",""
"Täglich","2000","Realschule","indirekter Migrationshintergrund","","","",""
"Täglich","2000","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Täglich","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Täglich","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Täglich","2000","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"Täglich","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"Täglich","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Täglich","2000","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2000","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2000","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2000","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2000","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2000","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2000","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2000","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2000","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2000","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2000","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2000","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2000","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2000","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2000","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2000","Realschule","kein Migrationshintergrund","","","",""
"Nie","2000","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2000","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2000","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2000","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2000","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","2001","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Täglich","2001","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Täglich","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Täglich","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","2001","Hauptschule","kein Migrationshintergrund","","","",""
"Täglich","2001","Hauptschule","direkter Migrationshintergrund","","","",""
"Täglich","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"Täglich","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","2001","Realschule","kein Migrationshintergrund","","","",""
"Täglich","2001","Realschule","direkter Migrationshintergrund","","","",""
"Täglich","2001","Realschule","indirekter Migrationshintergrund","","","",""
"Täglich","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","2001","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Täglich","2001","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Täglich","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Täglich","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Täglich","2001","AkademikerIn","kein Migrationshintergrund","","","",""
"Täglich","2001","AkademikerIn","direkter Migrationshintergrund","","","",""
"Täglich","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Täglich","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Realschule","indirekter Migrationshintergrund","","","",""
