"m11104","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Fast nie oder nie","1993","kein Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","1993","kein Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","1993","direkter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","1993","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","1993","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","1993","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","1993","kein Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","1993","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","1993","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","1993","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","1993","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","1993","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1993","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","1993","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1993","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","1993","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1993","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","1993","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1993","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","1993","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1993","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","1993","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1993","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","1993","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","1994","kein Migrationshintergrund","Westdeutschland","2931","","",""
"Fast nie oder nie","1994","kein Migrationshintergrund","Ostdeutschland","2340","","",""
"Fast nie oder nie","1994","direkter Migrationshintergrund","Westdeutschland","1460","","",""
"Fast nie oder nie","1994","direkter Migrationshintergrund","Ostdeutschland","107","","",""
"Fast nie oder nie","1994","indirekter Migrationshintergrund","Westdeutschland","119","","",""
"Fast nie oder nie","1994","indirekter Migrationshintergrund","Ostdeutschland","6","0.377513350646345","0.132192964467979","0.622833736824711"
"Fast nie oder nie","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","1994","kein Migrationshintergrund","Westdeutschland","1175","","",""
"Mehrmals im Jahr","1994","kein Migrationshintergrund","Ostdeutschland","630","0.155451389852218","0.143547367670669","0.167355412033767"
"Mehrmals im Jahr","1994","direkter Migrationshintergrund","Westdeutschland","337","0.155024781021702","0.139863085889609","0.170186476153795"
"Mehrmals im Jahr","1994","direkter Migrationshintergrund","Ostdeutschland","14","","",""
"Mehrmals im Jahr","1994","indirekter Migrationshintergrund","Westdeutschland","113","","",""
"Mehrmals im Jahr","1994","indirekter Migrationshintergrund","Ostdeutschland","5","0.417342778908531","0.167793982345258","0.666891575471805"
"Mehrmals im Jahr","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1994","kein Migrationshintergrund","Westdeutschland","465","0.0676305037748772","0.0614263212711042","0.0738346862786503"
"Mindestens einmal im Monat","1994","kein Migrationshintergrund","Ostdeutschland","139","","",""
"Mindestens einmal im Monat","1994","direkter Migrationshintergrund","Westdeutschland","97","0.0416179236086259","0.0332515981307684","0.0499842490864834"
"Mindestens einmal im Monat","1994","direkter Migrationshintergrund","Ostdeutschland","10","","",""
"Mindestens einmal im Monat","1994","indirekter Migrationshintergrund","Westdeutschland","63","0.113109968100086","0.0844146864828744","0.141805249717297"
"Mindestens einmal im Monat","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1994","kein Migrationshintergrund","Westdeutschland","1722","","",""
"Mindestens einmal die Woche","1994","kein Migrationshintergrund","Ostdeutschland","450","0.118777385105314","0.108148351160737","0.129406419049892"
"Mindestens einmal die Woche","1994","direkter Migrationshintergrund","Westdeutschland","295","","",""
"Mindestens einmal die Woche","1994","direkter Migrationshintergrund","Ostdeutschland","7","0.0679813483765281","0.0259845931736484","0.109978103579408"
"Mindestens einmal die Woche","1994","indirekter Migrationshintergrund","Westdeutschland","173","","",""
"Mindestens einmal die Woche","1994","indirekter Migrationshintergrund","Ostdeutschland","4","0.205143870445124","0.000793232488404461","0.409494508401843"
"Mindestens einmal die Woche","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","1995","kein Migrationshintergrund","Westdeutschland","2372","","",""
"Fast nie oder nie","1995","kein Migrationshintergrund","Ostdeutschland","1611","","",""
"Fast nie oder nie","1995","direkter Migrationshintergrund","Westdeutschland","1638","","",""
"Fast nie oder nie","1995","direkter Migrationshintergrund","Ostdeutschland","89","0.631989395614414","0.552946082683268","0.711032708545561"
"Fast nie oder nie","1995","indirekter Migrationshintergrund","Westdeutschland","118","","",""
"Fast nie oder nie","1995","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Fast nie oder nie","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","1995","kein Migrationshintergrund","Westdeutschland","1391","","",""
"Mehrmals im Jahr","1995","kein Migrationshintergrund","Ostdeutschland","985","0.253163260504476","0.23876602132559","0.267560499683362"
"Mehrmals im Jahr","1995","direkter Migrationshintergrund","Westdeutschland","418","0.172194113207608","0.15772077519785","0.186667451217365"
"Mehrmals im Jahr","1995","direkter Migrationshintergrund","Ostdeutschland","27","","",""
"Mehrmals im Jahr","1995","indirekter Migrationshintergrund","Westdeutschland","101","","",""
"Mehrmals im Jahr","1995","indirekter Migrationshintergrund","Ostdeutschland","6","0.419886916141001","0.170125721599942","0.66964811068206"
"Mehrmals im Jahr","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1995","kein Migrationshintergrund","Westdeutschland","539","0.0799579973244173","0.0733233879456924","0.0865926067031422"
"Mindestens einmal im Monat","1995","kein Migrationshintergrund","Ostdeutschland","220","","",""
"Mindestens einmal im Monat","1995","direkter Migrationshintergrund","Westdeutschland","130","","",""
"Mindestens einmal im Monat","1995","direkter Migrationshintergrund","Ostdeutschland","6","0.0372176515430168","0.00619216401220221","0.0682431390738314"
"Mindestens einmal im Monat","1995","indirekter Migrationshintergrund","Westdeutschland","58","0.103977373881202","0.0768684348478059","0.131086312914598"
"Mindestens einmal im Monat","1995","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Mindestens einmal im Monat","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1995","kein Migrationshintergrund","Westdeutschland","2118","","",""
"Mindestens einmal die Woche","1995","kein Migrationshintergrund","Ostdeutschland","688","0.181226745187612","0.168472375186818","0.193981115188406"
"Mindestens einmal die Woche","1995","direkter Migrationshintergrund","Westdeutschland","428","0.220978007180624","0.205072603902431","0.236883410458816"
"Mindestens einmal die Woche","1995","direkter Migrationshintergrund","Ostdeutschland","21","","",""
"Mindestens einmal die Woche","1995","indirekter Migrationshintergrund","Westdeutschland","210","","",""
"Mindestens einmal die Woche","1995","indirekter Migrationshintergrund","Ostdeutschland","4","0.239957303681705","0.0238405461185011","0.456074061244909"
"Mindestens einmal die Woche","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","1996","kein Migrationshintergrund","Westdeutschland","2654","","",""
"Fast nie oder nie","1996","kein Migrationshintergrund","Ostdeutschland","1962","","",""
"Fast nie oder nie","1996","direkter Migrationshintergrund","Westdeutschland","1596","","",""
"Fast nie oder nie","1996","direkter Migrationshintergrund","Ostdeutschland","97","0.734010831471836","0.660289739732095","0.807731923211577"
"Fast nie oder nie","1996","indirekter Migrationshintergrund","Westdeutschland","143","","",""
"Fast nie oder nie","1996","indirekter Migrationshintergrund","Ostdeutschland","5","0.286584089517706","0.0832694158605576","0.489898763174855"
"Fast nie oder nie","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","1996","kein Migrationshintergrund","Westdeutschland","1352","","",""
"Mehrmals im Jahr","1996","kein Migrationshintergrund","Ostdeutschland","772","0.204703738197088","0.191328863057064","0.218078613337112"
"Mehrmals im Jahr","1996","direkter Migrationshintergrund","Westdeutschland","401","0.173254183580639","0.158249551239088","0.188258815922189"
"Mehrmals im Jahr","1996","direkter Migrationshintergrund","Ostdeutschland","23","","",""
"Mehrmals im Jahr","1996","indirekter Migrationshintergrund","Westdeutschland","137","","",""
"Mehrmals im Jahr","1996","indirekter Migrationshintergrund","Ostdeutschland","8","0.380161974047494","0.161891628716825","0.598432319378163"
"Mehrmals im Jahr","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1996","kein Migrationshintergrund","Westdeutschland","505","0.0750192949116879","0.0685279255256986","0.0815106642976771"
"Mindestens einmal im Monat","1996","kein Migrationshintergrund","Ostdeutschland","196","","",""
"Mindestens einmal im Monat","1996","direkter Migrationshintergrund","Westdeutschland","138","","",""
"Mindestens einmal im Monat","1996","direkter Migrationshintergrund","Ostdeutschland","6","0.0463837062982886","0.0112941316881108","0.0814732809084664"
"Mindestens einmal im Monat","1996","indirekter Migrationshintergrund","Westdeutschland","71","0.13045295002841","0.101532654626849","0.159373245429971"
"Mindestens einmal im Monat","1996","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Mindestens einmal im Monat","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1996","kein Migrationshintergrund","Westdeutschland","1815","","",""
"Mindestens einmal die Woche","1996","kein Migrationshintergrund","Ostdeutschland","566","0.148212422831788","0.136434455826906","0.159990389836669"
"Mindestens einmal die Woche","1996","direkter Migrationshintergrund","Westdeutschland","309","0.165116169280632","0.150396253762256","0.179836084799008"
"Mindestens einmal die Woche","1996","direkter Migrationshintergrund","Ostdeutschland","12","","",""
"Mindestens einmal die Woche","1996","indirekter Migrationshintergrund","Westdeutschland","170","","",""
"Mindestens einmal die Woche","1996","indirekter Migrationshintergrund","Ostdeutschland","5","0.311499842409186","0.103265561172113","0.519734123646259"
"Mindestens einmal die Woche","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","1997","kein Migrationshintergrund","Westdeutschland","2732","","",""
"Fast nie oder nie","1997","kein Migrationshintergrund","Ostdeutschland","1974","","",""
"Fast nie oder nie","1997","direkter Migrationshintergrund","Westdeutschland","1565","","",""
"Fast nie oder nie","1997","direkter Migrationshintergrund","Ostdeutschland","102","","",""
"Fast nie oder nie","1997","indirekter Migrationshintergrund","Westdeutschland","124","","",""
"Fast nie oder nie","1997","indirekter Migrationshintergrund","Ostdeutschland","4","0.237814083570918","0.055723415759322","0.419904751382514"
"Fast nie oder nie","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","1997","kein Migrationshintergrund","Westdeutschland","1238","","",""
"Mehrmals im Jahr","1997","kein Migrationshintergrund","Ostdeutschland","731","0.198712704661424","0.185376294343944","0.212049114978905"
"Mehrmals im Jahr","1997","direkter Migrationshintergrund","Westdeutschland","339","0.146745407931241","0.132340418225252","0.161150397637229"
"Mehrmals im Jahr","1997","direkter Migrationshintergrund","Ostdeutschland","20","","",""
"Mehrmals im Jahr","1997","indirekter Migrationshintergrund","Westdeutschland","132","","",""
"Mehrmals im Jahr","1997","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"Mehrmals im Jahr","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1997","kein Migrationshintergrund","Westdeutschland","436","0.0620275612015344","0.056043329625807","0.0680117927772617"
"Mindestens einmal im Monat","1997","kein Migrationshintergrund","Ostdeutschland","155","","",""
"Mindestens einmal im Monat","1997","direkter Migrationshintergrund","Westdeutschland","99","0.0493871207950855","0.0405664812253978","0.0582077603647731"
"Mindestens einmal im Monat","1997","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Mindestens einmal im Monat","1997","indirekter Migrationshintergrund","Westdeutschland","63","0.108462522231236","0.082234782636959","0.134690261825514"
"Mindestens einmal im Monat","1997","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Mindestens einmal im Monat","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1997","kein Migrationshintergrund","Westdeutschland","1835","","",""
"Mindestens einmal die Woche","1997","kein Migrationshintergrund","Ostdeutschland","579","0.155151031420116","0.14305065513587","0.167251407704362"
"Mindestens einmal die Woche","1997","direkter Migrationshintergrund","Westdeutschland","315","0.176684943918913","0.161158422189204","0.192211465648622"
"Mindestens einmal die Woche","1997","direkter Migrationshintergrund","Ostdeutschland","5","0.0548508845301266","0.0157111028638256","0.0939906661964275"
"Mindestens einmal die Woche","1997","indirekter Migrationshintergrund","Westdeutschland","221","","",""
"Mindestens einmal die Woche","1997","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Mindestens einmal die Woche","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","1998","kein Migrationshintergrund","Westdeutschland","2630","","",""
"Fast nie oder nie","1998","kein Migrationshintergrund","Ostdeutschland","1612","","",""
"Fast nie oder nie","1998","direkter Migrationshintergrund","Westdeutschland","1422","","",""
"Fast nie oder nie","1998","direkter Migrationshintergrund","Ostdeutschland","76","0.645696401956729","0.559396748471513","0.731996055441946"
"Fast nie oder nie","1998","indirekter Migrationshintergrund","Westdeutschland","140","","",""
"Fast nie oder nie","1998","indirekter Migrationshintergrund","Ostdeutschland","4","0.143786765776607","0.00341075516883246","0.284162776384382"
"Fast nie oder nie","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","1998","kein Migrationshintergrund","Westdeutschland","1623","","",""
"Mehrmals im Jahr","1998","kein Migrationshintergrund","Ostdeutschland","1009","","",""
"Mehrmals im Jahr","1998","direkter Migrationshintergrund","Westdeutschland","389","0.176931214269271","0.161198119222524","0.192664309316018"
"Mehrmals im Jahr","1998","direkter Migrationshintergrund","Ostdeutschland","19","","",""
"Mehrmals im Jahr","1998","indirekter Migrationshintergrund","Westdeutschland","142","","",""
"Mehrmals im Jahr","1998","indirekter Migrationshintergrund","Ostdeutschland","9","0.381980173131951","0.187594575208952","0.57636577105495"
"Mehrmals im Jahr","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1998","kein Migrationshintergrund","Westdeutschland","662","0.0836160211880586","0.0773303241094805","0.0899017182666368"
"Mindestens einmal im Monat","1998","kein Migrationshintergrund","Ostdeutschland","241","","",""
"Mindestens einmal im Monat","1998","direkter Migrationshintergrund","Westdeutschland","118","","",""
"Mindestens einmal im Monat","1998","direkter Migrationshintergrund","Ostdeutschland","5","0.0289334531833821","-0.0013100237715327","0.059176930138297"
"Mindestens einmal im Monat","1998","indirekter Migrationshintergrund","Westdeutschland","73","0.137802201480141","0.10948022938734","0.166124173572942"
"Mindestens einmal im Monat","1998","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Mindestens einmal im Monat","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1998","kein Migrationshintergrund","Westdeutschland","2535","","",""
"Mindestens einmal die Woche","1998","kein Migrationshintergrund","Ostdeutschland","828","0.209005335230452","0.195886346130175","0.222124324330728"
"Mindestens einmal die Woche","1998","direkter Migrationshintergrund","Westdeutschland","331","0.189274237894942","0.17312408599777","0.205424389792113"
"Mindestens einmal die Woche","1998","direkter Migrationshintergrund","Ostdeutschland","18","","",""
"Mindestens einmal die Woche","1998","indirekter Migrationshintergrund","Westdeutschland","214","","",""
"Mindestens einmal die Woche","1998","indirekter Migrationshintergrund","Ostdeutschland","8","0.413261073282288","0.216256108611081","0.610266037953496"
"Mindestens einmal die Woche","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","1999","kein Migrationshintergrund","Westdeutschland","2995","","",""
"Fast nie oder nie","1999","kein Migrationshintergrund","Ostdeutschland","1982","","",""
"Fast nie oder nie","1999","direkter Migrationshintergrund","Westdeutschland","1368","","",""
"Fast nie oder nie","1999","direkter Migrationshintergrund","Ostdeutschland","78","0.736375143559635","0.652100644475463","0.820649642643806"
"Fast nie oder nie","1999","indirekter Migrationshintergrund","Westdeutschland","145","","",""
"Fast nie oder nie","1999","indirekter Migrationshintergrund","Ostdeutschland","4","0.0992221015956131","-0.0286428490259277","0.227087052217154"
"Fast nie oder nie","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","1999","kein Migrationshintergrund","Westdeutschland","1495","","",""
"Mehrmals im Jahr","1999","kein Migrationshintergrund","Ostdeutschland","788","0.2095383247474","0.196267856317095","0.222808793177706"
"Mehrmals im Jahr","1999","direkter Migrationshintergrund","Westdeutschland","311","0.14482949056009","0.129679816145736","0.159979164974445"
"Mehrmals im Jahr","1999","direkter Migrationshintergrund","Ostdeutschland","11","","",""
"Mehrmals im Jahr","1999","indirekter Migrationshintergrund","Westdeutschland","161","","",""
"Mehrmals im Jahr","1999","indirekter Migrationshintergrund","Ostdeutschland","9","0.344371718375379","0.141144898100379","0.547598538650379"
"Mehrmals im Jahr","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1999","kein Migrationshintergrund","Westdeutschland","528","0.0670409185913707","0.0612407656621706","0.0728410715205709"
"Mindestens einmal im Monat","1999","kein Migrationshintergrund","Ostdeutschland","205","","",""
"Mindestens einmal im Monat","1999","direkter Migrationshintergrund","Westdeutschland","106","","",""
"Mindestens einmal im Monat","1999","direkter Migrationshintergrund","Ostdeutschland","5","0.068190089285199","0.0199755819216337","0.116404596648764"
"Mindestens einmal im Monat","1999","indirekter Migrationshintergrund","Westdeutschland","75","0.124456461720348","0.0976379793939564","0.151274944046739"
"Mindestens einmal im Monat","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","1999","kein Migrationshintergrund","Westdeutschland","2124","","",""
"Mindestens einmal die Woche","1999","kein Migrationshintergrund","Ostdeutschland","638","0.166284283856567","0.15414344467103","0.178425123042105"
"Mindestens einmal die Woche","1999","direkter Migrationshintergrund","Westdeutschland","288","","",""
"Mindestens einmal die Woche","1999","direkter Migrationshintergrund","Ostdeutschland","11","","",""
"Mindestens einmal die Woche","1999","indirekter Migrationshintergrund","Westdeutschland","201","","",""
"Mindestens einmal die Woche","1999","indirekter Migrationshintergrund","Ostdeutschland","8","0.556406180029008","0.343921726786215","0.7688906332718"
"Mindestens einmal die Woche","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2001","kein Migrationshintergrund","Westdeutschland","5766","0.470007284424163","0.461367393454452","0.478647175393873"
"Fast nie oder nie","2001","kein Migrationshintergrund","Ostdeutschland","2902","","",""
"Fast nie oder nie","2001","direkter Migrationshintergrund","Westdeutschland","1829","","",""
"Fast nie oder nie","2001","direkter Migrationshintergrund","Ostdeutschland","84","0.695798432133638","0.61348325540486","0.778113608862417"
"Fast nie oder nie","2001","indirekter Migrationshintergrund","Westdeutschland","244","","",""
"Fast nie oder nie","2001","indirekter Migrationshintergrund","Ostdeutschland","7","0.280213113116717","0.100537695523061","0.459888530710374"
"Fast nie oder nie","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2001","kein Migrationshintergrund","Westdeutschland","2168","","",""
"Mehrmals im Jahr","2001","kein Migrationshintergrund","Ostdeutschland","972","0.167880118172955","0.157768925476888","0.177991310869022"
"Mehrmals im Jahr","2001","direkter Migrationshintergrund","Westdeutschland","350","0.12584544885884","0.113502818260915","0.138188079456766"
"Mehrmals im Jahr","2001","direkter Migrationshintergrund","Ostdeutschland","19","","",""
"Mehrmals im Jahr","2001","indirekter Migrationshintergrund","Westdeutschland","158","","",""
"Mehrmals im Jahr","2001","indirekter Migrationshintergrund","Ostdeutschland","8","0.217074965311448","0.0521420139595495","0.382007916663347"
"Mehrmals im Jahr","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2001","kein Migrationshintergrund","Westdeutschland","881","0.0652734596403041","0.0609975194661487","0.0695493998144594"
"Mindestens einmal im Monat","2001","kein Migrationshintergrund","Ostdeutschland","274","","",""
"Mindestens einmal im Monat","2001","direkter Migrationshintergrund","Westdeutschland","138","","",""
"Mindestens einmal im Monat","2001","direkter Migrationshintergrund","Ostdeutschland","4","0.0395536493995634","0.00468081052624599","0.0744264882728807"
