"m11104","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal im Monat","1992","(Fach-)Abitur","kein Migrationshintergrund","72","0.12305130921246","0.0977393266808617","0.148363291744059"
"Mindestens einmal im Monat","1992","(Fach-)Abitur","direkter Migrationshintergrund","11","","",""
"Mindestens einmal im Monat","1992","(Fach-)Abitur","indirekter Migrationshintergrund","4","0.0788913993741796","-0.00796813112094112","0.1657509298693"
"Mindestens einmal im Monat","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1992","AkademikerIn","kein Migrationshintergrund","95","0.0797776232660713","0.0660978655211813","0.0934573810109613"
"Mindestens einmal im Monat","1992","AkademikerIn","direkter Migrationshintergrund","8","0.0719555493429778","0.0271883792450464","0.116722719440909"
"Mindestens einmal im Monat","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Mindestens einmal im Monat","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1992","(noch) kein Abschluss","kein Migrationshintergrund","92","0.440404553293005","0.373735962463114","0.507073144122896"
"Mindestens einmal die Woche","1992","(noch) kein Abschluss","direkter Migrationshintergrund","46","0.123126143741254","0.0962457364620231","0.150006551020484"
"Mindestens einmal die Woche","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","39","0.5515494568616","0.434202169853015","0.668896743870185"
"Mindestens einmal die Woche","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1992","Hauptschule","kein Migrationshintergrund","767","0.162571280640261","0.152192428791458","0.172950132489063"
"Mindestens einmal die Woche","1992","Hauptschule","direkter Migrationshintergrund","178","","",""
"Mindestens einmal die Woche","1992","Hauptschule","indirekter Migrationshintergrund","62","0.310738982277171","0.243317463484147","0.378160501070195"
"Mindestens einmal die Woche","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1992","Realschule","kein Migrationshintergrund","696","0.279024077118243","0.262496361246165","0.29555179299032"
"Mindestens einmal die Woche","1992","Realschule","direkter Migrationshintergrund","41","0.231013585558838","0.163787517408573","0.298239653709103"
"Mindestens einmal die Woche","1992","Realschule","indirekter Migrationshintergrund","32","0.379144894353596","0.273486667998998","0.484803120708194"
"Mindestens einmal die Woche","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1992","(Fach-)Abitur","kein Migrationshintergrund","272","","",""
"Mindestens einmal die Woche","1992","(Fach-)Abitur","direkter Migrationshintergrund","42","0.25675838162899","0.196516333148508","0.317000430109472"
"Mindestens einmal die Woche","1992","(Fach-)Abitur","indirekter Migrationshintergrund","22","","",""
"Mindestens einmal die Woche","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1992","AkademikerIn","kein Migrationshintergrund","404","0.311740936803151","0.288354484090802","0.3351273895155"
"Mindestens einmal die Woche","1992","AkademikerIn","direkter Migrationshintergrund","40","0.342378302415516","0.2601759416351","0.424580663195931"
"Mindestens einmal die Woche","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Fast nie oder nie","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1993","Realschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","1993","Realschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Fast nie oder nie","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Fast nie oder nie","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1993","Realschule","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","Realschule","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1993","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1993","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1994","(noch) kein Abschluss","kein Migrationshintergrund","82","0.360201595846515","0.299083711746807","0.421319479946224"
"Fast nie oder nie","1994","(noch) kein Abschluss","direkter Migrationshintergrund","424","0.780790928574427","0.745569513787342","0.816012343361512"
"Fast nie oder nie","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Fast nie oder nie","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1994","Hauptschule","kein Migrationshintergrund","3013","0.661211648950594","0.647441129345284","0.674982168555905"
"Fast nie oder nie","1994","Hauptschule","direkter Migrationshintergrund","864","0.710462418299216","0.685258914131193","0.735665922467238"
"Fast nie oder nie","1994","Hauptschule","indirekter Migrationshintergrund","64","0.348187203611552","0.28115012651158","0.415224280711524"
"Fast nie oder nie","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1994","Realschule","kein Migrationshintergrund","1295","","",""
"Fast nie oder nie","1994","Realschule","direkter Migrationshintergrund","60","0.448153407374938","0.364879231859646","0.53142758289023"
"Fast nie oder nie","1994","Realschule","indirekter Migrationshintergrund","22","","",""
"Fast nie oder nie","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1994","(Fach-)Abitur","kein Migrationshintergrund","168","","",""
"Fast nie oder nie","1994","(Fach-)Abitur","direkter Migrationshintergrund","109","","",""
"Fast nie oder nie","1994","(Fach-)Abitur","indirekter Migrationshintergrund","9","0.251402716948308","0.127377993086252","0.375427440810364"
"Fast nie oder nie","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1994","AkademikerIn","kein Migrationshintergrund","661","0.389003922226624","0.364307536928163","0.413700307525086"
"Fast nie oder nie","1994","AkademikerIn","direkter Migrationshintergrund","50","0.372665815740999","0.286867763054923","0.458463868427075"
"Fast nie oder nie","1994","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Fast nie oder nie","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1994","(noch) kein Abschluss","kein Migrationshintergrund","41","0.118042594635725","0.0769638562479514","0.159121333023498"
"Mehrmals im Jahr","1994","(noch) kein Abschluss","direkter Migrationshintergrund","53","0.0829986928461042","0.0595115191297668","0.106485866562442"
"Mehrmals im Jahr","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","16","","",""
"Mehrmals im Jahr","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1994","Hauptschule","kein Migrationshintergrund","670","0.145815462495004","0.135547282148495","0.156083642841513"
"Mehrmals im Jahr","1994","Hauptschule","direkter Migrationshintergrund","189","","",""
"Mehrmals im Jahr","1994","Hauptschule","indirekter Migrationshintergrund","50","0.27360547738975","0.210872500013914","0.336338454765587"
"Mehrmals im Jahr","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1994","Realschule","kein Migrationshintergrund","604","0.208849389402094","0.193687229360661","0.224011549443526"
"Mehrmals im Jahr","1994","Realschule","direkter Migrationshintergrund","26","","",""
"Mehrmals im Jahr","1994","Realschule","indirekter Migrationshintergrund","25","","",""
"Mehrmals im Jahr","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1994","(Fach-)Abitur","kein Migrationshintergrund","152","","",""
"Mehrmals im Jahr","1994","(Fach-)Abitur","direkter Migrationshintergrund","26","","",""
"Mehrmals im Jahr","1994","(Fach-)Abitur","indirekter Migrationshintergrund","12","","",""
"Mehrmals im Jahr","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1994","AkademikerIn","kein Migrationshintergrund","305","0.188660444100163","0.168841571676937","0.208479316523389"
"Mehrmals im Jahr","1994","AkademikerIn","direkter Migrationshintergrund","33","0.256849573473069","0.179323825360352","0.334375321585786"
"Mehrmals im Jahr","1994","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Mehrmals im Jahr","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1994","(noch) kein Abschluss","kein Migrationshintergrund","16","","",""
"Mindestens einmal im Monat","1994","(noch) kein Abschluss","direkter Migrationshintergrund","11","","",""
"Mindestens einmal im Monat","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.0755494249297341","0.0153365087512183","0.13576234110825"
"Mindestens einmal im Monat","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1994","Hauptschule","kein Migrationshintergrund","213","","",""
"Mindestens einmal im Monat","1994","Hauptschule","direkter Migrationshintergrund","56","0.0310567182380502","0.0214169884631836","0.0406964480129167"
"Mindestens einmal im Monat","1994","Hauptschule","indirekter Migrationshintergrund","29","","",""
"Mindestens einmal im Monat","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1994","Realschule","kein Migrationshintergrund","176","","",""
"Mindestens einmal im Monat","1994","Realschule","direkter Migrationshintergrund","10","","",""
"Mindestens einmal im Monat","1994","Realschule","indirekter Migrationshintergrund","14","","",""
"Mindestens einmal im Monat","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1994","(Fach-)Abitur","kein Migrationshintergrund","70","0.103336634112105","0.0804070791435179","0.126266189080692"
"Mindestens einmal im Monat","1994","(Fach-)Abitur","direkter Migrationshintergrund","12","","",""
"Mindestens einmal im Monat","1994","(Fach-)Abitur","indirekter Migrationshintergrund","6","0.103220885117421","0.0162396251870254","0.190202145047817"
"Mindestens einmal im Monat","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1994","AkademikerIn","kein Migrationshintergrund","117","","",""
"Mindestens einmal im Monat","1994","AkademikerIn","direkter Migrationshintergrund","11","","",""
"Mindestens einmal im Monat","1994","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Mindestens einmal im Monat","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1994","(noch) kein Abschluss","kein Migrationshintergrund","98","0.460493114320114","0.397035464425897","0.523950764214332"
"Mindestens einmal die Woche","1994","(noch) kein Abschluss","direkter Migrationshintergrund","42","0.112428672562434","0.0855349865710088","0.13932235855386"
"Mindestens einmal die Woche","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","38","0.490321431304581","0.376422183644245","0.604220678964917"
"Mindestens einmal die Woche","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1994","Hauptschule","kein Migrationshintergrund","642","0.146287973548538","0.136006014804788","0.156569932292288"
"Mindestens einmal die Woche","1994","Hauptschule","direkter Migrationshintergrund","135","","",""
"Mindestens einmal die Woche","1994","Hauptschule","indirekter Migrationshintergrund","51","0.238424142228504","0.178461753627356","0.298386530829652"
"Mindestens einmal die Woche","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1994","Realschule","kein Migrationshintergrund","686","0.277482739607051","0.260781181540785","0.294184297673317"
"Mindestens einmal die Woche","1994","Realschule","direkter Migrationshintergrund","41","0.320718344484434","0.242560126055673","0.398876562913196"
"Mindestens einmal die Woche","1994","Realschule","indirekter Migrationshintergrund","49","0.42782603561079","0.335366991385436","0.520285079836144"
"Mindestens einmal die Woche","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1994","(Fach-)Abitur","kein Migrationshintergrund","287","","",""
"Mindestens einmal die Woche","1994","(Fach-)Abitur","direkter Migrationshintergrund","44","0.323641388466785","0.257289704848019","0.38999307208555"
"Mindestens einmal die Woche","1994","(Fach-)Abitur","indirekter Migrationshintergrund","20","","",""
"Mindestens einmal die Woche","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1994","AkademikerIn","kein Migrationshintergrund","414","0.336439181462892","0.312504324204804","0.36037403872098"
"Mindestens einmal die Woche","1994","AkademikerIn","direkter Migrationshintergrund","28","","",""
"Mindestens einmal die Woche","1994","AkademikerIn","indirekter Migrationshintergrund","4","0.364543997257932","0.0500990972754155","0.678988897240448"
"Mindestens einmal die Woche","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1995","(noch) kein Abschluss","kein Migrationshintergrund","60","0.242718753432663","0.190097853851194","0.295339653014133"
"Fast nie oder nie","1995","(noch) kein Abschluss","direkter Migrationshintergrund","427","0.707551755351133","0.669569923442627","0.745533587259639"
"Fast nie oder nie","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Fast nie oder nie","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1995","Hauptschule","kein Migrationshintergrund","2486","","",""
"Fast nie oder nie","1995","Hauptschule","direkter Migrationshintergrund","954","0.665767940903086","0.64118944159528","0.690346440210893"
"Fast nie oder nie","1995","Hauptschule","indirekter Migrationshintergrund","59","0.341286217833035","0.274393754866609","0.408178680799461"
"Fast nie oder nie","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1995","Realschule","kein Migrationshintergrund","856","0.305730658185189","0.288726426003307","0.322734890367072"
"Fast nie oder nie","1995","Realschule","direkter Migrationshintergrund","54","0.376890994784367","0.30108768665256","0.452694302916174"
"Fast nie oder nie","1995","Realschule","indirekter Migrationshintergrund","18","","",""
"Fast nie oder nie","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1995","(Fach-)Abitur","kein Migrationshintergrund","118","","",""
"Fast nie oder nie","1995","(Fach-)Abitur","direkter Migrationshintergrund","152","","",""
"Fast nie oder nie","1995","(Fach-)Abitur","indirekter Migrationshintergrund","10","","",""
"Fast nie oder nie","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1995","AkademikerIn","kein Migrationshintergrund","420","0.270425558479319","0.248255615430212","0.292595501528427"
"Fast nie oder nie","1995","AkademikerIn","direkter Migrationshintergrund","69","0.303473933709568","0.238100593653772","0.368847273765364"
"Fast nie oder nie","1995","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1995","(noch) kein Abschluss","kein Migrationshintergrund","33","0.11356702913409","0.0746242372312694","0.15250982103691"
"Mehrmals im Jahr","1995","(noch) kein Abschluss","direkter Migrationshintergrund","57","0.0975129721903531","0.0727430881970585","0.122282856183648"
"Mehrmals im Jahr","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Mehrmals im Jahr","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1995","Hauptschule","kein Migrationshintergrund","859","0.184315587929973","0.172943745168664","0.195687430691282"
"Mehrmals im Jahr","1995","Hauptschule","direkter Migrationshintergrund","203","","",""
"Mehrmals im Jahr","1995","Hauptschule","indirekter Migrationshintergrund","43","0.18477898290572","0.130022769623117","0.239535196188324"
"Mehrmals im Jahr","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1995","Realschule","kein Migrationshintergrund","844","0.276396371458745","0.259890438626261","0.292902304291228"
"Mehrmals im Jahr","1995","Realschule","direkter Migrationshintergrund","40","0.2252982902407","0.159948459058566","0.290648121422834"
"Mehrmals im Jahr","1995","Realschule","indirekter Migrationshintergrund","30","0.280446807698097","0.198344403748846","0.362549211647348"
"Mehrmals im Jahr","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1995","(Fach-)Abitur","kein Migrationshintergrund","172","","",""
"Mehrmals im Jahr","1995","(Fach-)Abitur","direkter Migrationshintergrund","66","0.196388568961029","0.152094048229022","0.240683089693036"
"Mehrmals im Jahr","1995","(Fach-)Abitur","indirekter Migrationshintergrund","10","","",""
"Mehrmals im Jahr","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1995","AkademikerIn","kein Migrationshintergrund","433","0.241533088857026","0.220170074056806","0.262896103657246"
"Mehrmals im Jahr","1995","AkademikerIn","direkter Migrationshintergrund","48","0.245109120149169","0.183945509463428","0.306272730834911"
"Mehrmals im Jahr","1995","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Mehrmals im Jahr","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1995","(noch) kein Abschluss","kein Migrationshintergrund","19","","",""
"Mindestens einmal im Monat","1995","(noch) kein Abschluss","direkter Migrationshintergrund","9","0.0188654079396829","0.00750563407942374","0.030225181799942"
"Mindestens einmal im Monat","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","7","0.087958543502439","0.0201386670861953","0.155778419918683"
"Mindestens einmal im Monat","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1995","Hauptschule","kein Migrationshintergrund","263","","",""
"Mindestens einmal im Monat","1995","Hauptschule","direkter Migrationshintergrund","70","0.0403755109322319","0.0301194746664707","0.050631547197993"
"Mindestens einmal im Monat","1995","Hauptschule","indirekter Migrationshintergrund","25","","",""
"Mindestens einmal im Monat","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1995","Realschule","kein Migrationshintergrund","240","","",""
"Mindestens einmal im Monat","1995","Realschule","direkter Migrationshintergrund","10","","",""
"Mindestens einmal im Monat","1995","Realschule","indirekter Migrationshintergrund","15","","",""
"Mindestens einmal im Monat","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1995","(Fach-)Abitur","kein Migrationshintergrund","79","0.115784389194143","0.0919102545327513","0.139658523855534"
"Mindestens einmal im Monat","1995","(Fach-)Abitur","direkter Migrationshintergrund","18","","",""
"Mindestens einmal im Monat","1995","(Fach-)Abitur","indirekter Migrationshintergrund","6","0.108261654680401","0.026883070677139","0.189640238683663"
"Mindestens einmal im Monat","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1995","AkademikerIn","kein Migrationshintergrund","142","","",""
"Mindestens einmal im Monat","1995","AkademikerIn","direkter Migrationshintergrund","19","","",""
"Mindestens einmal im Monat","1995","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Mindestens einmal im Monat","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1995","(noch) kein Abschluss","kein Migrationshintergrund","143","","",""
"Mindestens einmal die Woche","1995","(noch) kein Abschluss","direkter Migrationshintergrund","58","0.176069864518831","0.144267456849772","0.20787227218789"
"Mindestens einmal die Woche","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","39","0.624514945558909","0.508562894451342","0.740466996666476"
"Mindestens einmal die Woche","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1995","Hauptschule","kein Migrationshintergrund","858","0.195921439058543","0.1842807428875","0.207562135229585"
"Mindestens einmal die Woche","1995","Hauptschule","direkter Migrationshintergrund","188","","",""
"Mindestens einmal die Woche","1995","Hauptschule","indirekter Migrationshintergrund","66","0.357044430920219","0.28944842280169","0.424640439038748"
"Mindestens einmal die Woche","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1995","Realschule","kein Migrationshintergrund","880","0.329103288276507","0.311760557619028","0.346446018933986"
"Mindestens einmal die Woche","1995","Realschule","direkter Migrationshintergrund","53","0.348997602120495","0.274438480930951","0.423556723310039"
"Mindestens einmal die Woche","1995","Realschule","indirekter Migrationshintergrund","52","0.42166403574664","0.331408769556475","0.511919301936805"
"Mindestens einmal die Woche","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1995","(Fach-)Abitur","kein Migrationshintergrund","321","0.470807840313818","0.433564202934951","0.508051477692685"
"Mindestens einmal die Woche","1995","(Fach-)Abitur","direkter Migrationshintergrund","73","0.307932893724232","0.25646089926247","0.359404888185993"
"Mindestens einmal die Woche","1995","(Fach-)Abitur","indirekter Migrationshintergrund","30","0.590192683193557","0.461385274849247","0.719000091537867"
"Mindestens einmal die Woche","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1995","AkademikerIn","kein Migrationshintergrund","547","0.399848892987582","0.375398594861452","0.424299191113712"
"Mindestens einmal die Woche","1995","AkademikerIn","direkter Migrationshintergrund","54","0.347582259948718","0.279870676086549","0.415293843810887"
"Mindestens einmal die Woche","1995","AkademikerIn","indirekter Migrationshintergrund","8","0.20829724745736","-0.0214658677591726","0.438060362673892"
"Mindestens einmal die Woche","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1996","(noch) kein Abschluss","kein Migrationshintergrund","61","0.246997421700355","0.195651271471112","0.298343571929598"
