"m11104","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1993","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1993","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1993","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1993","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1993","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1993","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1993","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1993","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1993","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1993","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","1994","kein Migrationshintergrund","Staedtischer Raum","2973","","",""
"Fast nie oder nie","1994","kein Migrationshintergrund","Laendlicher Raum","2298","","",""
"Fast nie oder nie","1994","direkter Migrationshintergrund","Staedtischer Raum","1327","","",""
"Fast nie oder nie","1994","direkter Migrationshintergrund","Laendlicher Raum","240","","",""
"Fast nie oder nie","1994","indirekter Migrationshintergrund","Staedtischer Raum","113","","",""
"Fast nie oder nie","1994","indirekter Migrationshintergrund","Laendlicher Raum","12","","",""
"Fast nie oder nie","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1994","kein Migrationshintergrund","Staedtischer Raum","1109","","",""
"Mehrmals im Jahr","1994","kein Migrationshintergrund","Laendlicher Raum","696","0.169199765728937","0.157419213217363","0.180980318240511"
"Mehrmals im Jahr","1994","direkter Migrationshintergrund","Staedtischer Raum","287","","",""
"Mehrmals im Jahr","1994","direkter Migrationshintergrund","Laendlicher Raum","64","0.162065993492975","0.124965529423123","0.199166457562827"
"Mehrmals im Jahr","1994","indirekter Migrationshintergrund","Staedtischer Raum","94","0.29672624376626","0.252615978639832","0.340836508892688"
"Mehrmals im Jahr","1994","indirekter Migrationshintergrund","Laendlicher Raum","24","","",""
"Mehrmals im Jahr","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1994","kein Migrationshintergrund","Staedtischer Raum","400","0.0637282342763949","0.0575273241571377","0.069929144395652"
"Mindestens einmal im Monat","1994","kein Migrationshintergrund","Laendlicher Raum","204","","",""
"Mindestens einmal im Monat","1994","direkter Migrationshintergrund","Staedtischer Raum","86","0.0429870491222565","0.0339800247261036","0.0519940735184094"
"Mindestens einmal im Monat","1994","direkter Migrationshintergrund","Laendlicher Raum","21","","",""
"Mindestens einmal im Monat","1994","indirekter Migrationshintergrund","Staedtischer Raum","52","0.0901931002806613","0.0625325539443713","0.117853646616951"
"Mindestens einmal im Monat","1994","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Mindestens einmal im Monat","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1994","kein Migrationshintergrund","Staedtischer Raum","1479","","",""
"Mindestens einmal die Woche","1994","kein Migrationshintergrund","Laendlicher Raum","693","0.190986181636615","0.178635343832176","0.203337019441054"
"Mindestens einmal die Woche","1994","direkter Migrationshintergrund","Staedtischer Raum","248","","",""
"Mindestens einmal die Woche","1994","direkter Migrationshintergrund","Laendlicher Raum","54","0.182211288888659","0.14334825675306","0.221074321024258"
"Mindestens einmal die Woche","1994","indirekter Migrationshintergrund","Staedtischer Raum","153","","",""
"Mindestens einmal die Woche","1994","indirekter Migrationshintergrund","Laendlicher Raum","24","","",""
"Mindestens einmal die Woche","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","1995","kein Migrationshintergrund","Staedtischer Raum","2290","","",""
"Fast nie oder nie","1995","kein Migrationshintergrund","Laendlicher Raum","1693","","",""
"Fast nie oder nie","1995","direkter Migrationshintergrund","Staedtischer Raum","1452","","",""
"Fast nie oder nie","1995","direkter Migrationshintergrund","Laendlicher Raum","275","","",""
"Fast nie oder nie","1995","indirekter Migrationshintergrund","Staedtischer Raum","104","","",""
"Fast nie oder nie","1995","indirekter Migrationshintergrund","Laendlicher Raum","17","","",""
"Fast nie oder nie","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1995","kein Migrationshintergrund","Staedtischer Raum","1309","","",""
"Mehrmals im Jahr","1995","kein Migrationshintergrund","Laendlicher Raum","1067","","",""
"Mehrmals im Jahr","1995","direkter Migrationshintergrund","Staedtischer Raum","368","0.175281987055699","0.159702919339704","0.190861054771694"
"Mehrmals im Jahr","1995","direkter Migrationshintergrund","Laendlicher Raum","77","0.155931795969435","0.123098250592353","0.188765341346516"
"Mehrmals im Jahr","1995","indirekter Migrationshintergrund","Staedtischer Raum","86","0.232105914235829","0.191968684826559","0.272243143645098"
"Mehrmals im Jahr","1995","indirekter Migrationshintergrund","Laendlicher Raum","21","","",""
"Mehrmals im Jahr","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1995","kein Migrationshintergrund","Staedtischer Raum","475","0.0792627625277033","0.0723892808993922","0.0861362441560144"
"Mindestens einmal im Monat","1995","kein Migrationshintergrund","Laendlicher Raum","284","","",""
"Mindestens einmal im Monat","1995","direkter Migrationshintergrund","Staedtischer Raum","105","","",""
"Mindestens einmal im Monat","1995","direkter Migrationshintergrund","Laendlicher Raum","31","0.058761575212726","0.0374773322160193","0.0800458182094327"
"Mindestens einmal im Monat","1995","indirekter Migrationshintergrund","Staedtischer Raum","49","0.104847082038902","0.0757211108231221","0.133973053254682"
"Mindestens einmal im Monat","1995","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Mindestens einmal im Monat","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1995","kein Migrationshintergrund","Staedtischer Raum","1860","","",""
"Mindestens einmal die Woche","1995","kein Migrationshintergrund","Laendlicher Raum","946","0.245464608887136","0.232111084840158","0.258818132934113"
"Mindestens einmal die Woche","1995","direkter Migrationshintergrund","Staedtischer Raum","363","0.202974202357934","0.186493462966958","0.21945494174891"
"Mindestens einmal die Woche","1995","direkter Migrationshintergrund","Laendlicher Raum","86","0.277052379135836","0.236548555061385","0.317556203210287"
"Mindestens einmal die Woche","1995","indirekter Migrationshintergrund","Staedtischer Raum","186","","",""
"Mindestens einmal die Woche","1995","indirekter Migrationshintergrund","Laendlicher Raum","28","","",""
"Mindestens einmal die Woche","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","1996","kein Migrationshintergrund","Staedtischer Raum","2596","","",""
"Fast nie oder nie","1996","kein Migrationshintergrund","Laendlicher Raum","2020","","",""
"Fast nie oder nie","1996","direkter Migrationshintergrund","Staedtischer Raum","1408","","",""
"Fast nie oder nie","1996","direkter Migrationshintergrund","Laendlicher Raum","285","","",""
"Fast nie oder nie","1996","indirekter Migrationshintergrund","Staedtischer Raum","129","","",""
"Fast nie oder nie","1996","indirekter Migrationshintergrund","Laendlicher Raum","19","","",""
"Fast nie oder nie","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1996","kein Migrationshintergrund","Staedtischer Raum","1235","","",""
"Mehrmals im Jahr","1996","kein Migrationshintergrund","Laendlicher Raum","889","0.206563278899237","0.193939851586076","0.219186706212398"
"Mehrmals im Jahr","1996","direkter Migrationshintergrund","Staedtischer Raum","342","0.165819759929588","0.150017821354003","0.181621698505174"
"Mehrmals im Jahr","1996","direkter Migrationshintergrund","Laendlicher Raum","82","0.185615929115745","0.149852230894413","0.221379627337078"
"Mehrmals im Jahr","1996","indirekter Migrationshintergrund","Staedtischer Raum","118","","",""
"Mehrmals im Jahr","1996","indirekter Migrationshintergrund","Laendlicher Raum","27","","",""
"Mehrmals im Jahr","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1996","kein Migrationshintergrund","Staedtischer Raum","457","0.0727963598177923","0.0661507560098946","0.0794419636256899"
"Mindestens einmal im Monat","1996","kein Migrationshintergrund","Laendlicher Raum","244","","",""
"Mindestens einmal im Monat","1996","direkter Migrationshintergrund","Staedtischer Raum","111","","",""
"Mindestens einmal im Monat","1996","direkter Migrationshintergrund","Laendlicher Raum","33","0.0939191783768508","0.0670854650378659","0.120752891715836"
"Mindestens einmal im Monat","1996","indirekter Migrationshintergrund","Staedtischer Raum","59","0.132243406809417","0.100979316570439","0.163507497048396"
"Mindestens einmal im Monat","1996","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Mindestens einmal im Monat","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1996","kein Migrationshintergrund","Staedtischer Raum","1583","","",""
"Mindestens einmal die Woche","1996","kein Migrationshintergrund","Laendlicher Raum","798","0.217162384615149","0.204305885631898","0.2300188835984"
"Mindestens einmal die Woche","1996","direkter Migrationshintergrund","Staedtischer Raum","267","","",""
"Mindestens einmal die Woche","1996","direkter Migrationshintergrund","Laendlicher Raum","54","0.148530342492839","0.115817947317468","0.181242737668209"
"Mindestens einmal die Woche","1996","indirekter Migrationshintergrund","Staedtischer Raum","145","","",""
"Mindestens einmal die Woche","1996","indirekter Migrationshintergrund","Laendlicher Raum","30","0.482295685912538","0.378482942447778","0.586108429377297"
"Mindestens einmal die Woche","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","1997","kein Migrationshintergrund","Staedtischer Raum","2669","","",""
"Fast nie oder nie","1997","kein Migrationshintergrund","Laendlicher Raum","2037","","",""
"Fast nie oder nie","1997","direkter Migrationshintergrund","Staedtischer Raum","1385","","",""
"Fast nie oder nie","1997","direkter Migrationshintergrund","Laendlicher Raum","282","","",""
"Fast nie oder nie","1997","indirekter Migrationshintergrund","Staedtischer Raum","111","","",""
"Fast nie oder nie","1997","indirekter Migrationshintergrund","Laendlicher Raum","17","","",""
"Fast nie oder nie","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1997","kein Migrationshintergrund","Staedtischer Raum","1108","","",""
"Mehrmals im Jahr","1997","kein Migrationshintergrund","Laendlicher Raum","860","0.195024021171708","0.182609536948199","0.207438505395218"
"Mehrmals im Jahr","1997","direkter Migrationshintergrund","Staedtischer Raum","283","","",""
"Mehrmals im Jahr","1997","direkter Migrationshintergrund","Laendlicher Raum","76","0.182792788522342","0.14617670999813","0.219408867046555"
"Mehrmals im Jahr","1997","indirekter Migrationshintergrund","Staedtischer Raum","117","","",""
"Mehrmals im Jahr","1997","indirekter Migrationshintergrund","Laendlicher Raum","28","","",""
"Mehrmals im Jahr","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1997","kein Migrationshintergrund","Staedtischer Raum","367","0.0573751903073046","0.0513725506300162","0.0633778299845929"
"Mindestens einmal im Monat","1997","kein Migrationshintergrund","Laendlicher Raum","224","","",""
"Mindestens einmal im Monat","1997","direkter Migrationshintergrund","Staedtischer Raum","82","0.0502794278153226","0.0407500292326051","0.05980882639804"
"Mindestens einmal im Monat","1997","direkter Migrationshintergrund","Laendlicher Raum","20","","",""
"Mindestens einmal im Monat","1997","indirekter Migrationshintergrund","Staedtischer Raum","47","0.0811059087873451","0.0565554132175646","0.105656404357126"
"Mindestens einmal im Monat","1997","indirekter Migrationshintergrund","Laendlicher Raum","17","","",""
"Mindestens einmal im Monat","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1997","kein Migrationshintergrund","Staedtischer Raum","1622","","",""
"Mindestens einmal die Woche","1997","kein Migrationshintergrund","Laendlicher Raum","792","0.22096098606862","0.207961368668997","0.233960603468242"
"Mindestens einmal die Woche","1997","direkter Migrationshintergrund","Staedtischer Raum","270","","",""
"Mindestens einmal die Woche","1997","direkter Migrationshintergrund","Laendlicher Raum","50","0.166480890537378","0.131189710337006","0.201772070737749"
"Mindestens einmal die Woche","1997","indirekter Migrationshintergrund","Staedtischer Raum","200","","",""
"Mindestens einmal die Woche","1997","indirekter Migrationshintergrund","Laendlicher Raum","24","","",""
"Mindestens einmal die Woche","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","1998","kein Migrationshintergrund","Staedtischer Raum","2471","","",""
"Fast nie oder nie","1998","kein Migrationshintergrund","Laendlicher Raum","1771","","",""
"Fast nie oder nie","1998","direkter Migrationshintergrund","Staedtischer Raum","1235","","",""
"Fast nie oder nie","1998","direkter Migrationshintergrund","Laendlicher Raum","263","","",""
"Fast nie oder nie","1998","indirekter Migrationshintergrund","Staedtischer Raum","121","","",""
"Fast nie oder nie","1998","indirekter Migrationshintergrund","Laendlicher Raum","23","","",""
"Fast nie oder nie","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1998","kein Migrationshintergrund","Staedtischer Raum","1454","","",""
"Mehrmals im Jahr","1998","kein Migrationshintergrund","Laendlicher Raum","1178","","",""
"Mehrmals im Jahr","1998","direkter Migrationshintergrund","Staedtischer Raum","343","0.179900727147248","0.162926282129984","0.196875172164511"
"Mehrmals im Jahr","1998","direkter Migrationshintergrund","Laendlicher Raum","65","0.160274283024985","0.124807007527578","0.195741558522392"
"Mehrmals im Jahr","1998","indirekter Migrationshintergrund","Staedtischer Raum","120","","",""
"Mehrmals im Jahr","1998","indirekter Migrationshintergrund","Laendlicher Raum","31","0.280642306259227","0.188829514313394","0.372455098205061"
"Mehrmals im Jahr","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1998","kein Migrationshintergrund","Staedtischer Raum","583","0.0842480945735988","0.0776006779781541","0.0908955111690435"
"Mindestens einmal im Monat","1998","kein Migrationshintergrund","Laendlicher Raum","320","0.0680859609472886","0.060670879286107","0.0755010426084701"
"Mindestens einmal im Monat","1998","direkter Migrationshintergrund","Staedtischer Raum","104","","",""
"Mindestens einmal im Monat","1998","direkter Migrationshintergrund","Laendlicher Raum","19","","",""
"Mindestens einmal im Monat","1998","indirekter Migrationshintergrund","Staedtischer Raum","62","0.141464242283904","0.110947950344552","0.171980534223256"
"Mindestens einmal im Monat","1998","indirekter Migrationshintergrund","Laendlicher Raum","14","","",""
"Mindestens einmal im Monat","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1998","kein Migrationshintergrund","Staedtischer Raum","2199","","",""
"Mindestens einmal die Woche","1998","kein Migrationshintergrund","Laendlicher Raum","1164","","",""
"Mindestens einmal die Woche","1998","direkter Migrationshintergrund","Staedtischer Raum","285","","",""
"Mindestens einmal die Woche","1998","direkter Migrationshintergrund","Laendlicher Raum","64","0.210985491606412","0.171540127368641","0.250430855844184"
"Mindestens einmal die Woche","1998","indirekter Migrationshintergrund","Staedtischer Raum","198","","",""
"Mindestens einmal die Woche","1998","indirekter Migrationshintergrund","Laendlicher Raum","24","","",""
"Mindestens einmal die Woche","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","1999","kein Migrationshintergrund","Staedtischer Raum","2838","","",""
"Fast nie oder nie","1999","kein Migrationshintergrund","Laendlicher Raum","2139","","",""
"Fast nie oder nie","1999","direkter Migrationshintergrund","Staedtischer Raum","1212","","",""
"Fast nie oder nie","1999","direkter Migrationshintergrund","Laendlicher Raum","234","","",""
"Fast nie oder nie","1999","indirekter Migrationshintergrund","Staedtischer Raum","129","","",""
"Fast nie oder nie","1999","indirekter Migrationshintergrund","Laendlicher Raum","20","","",""
"Fast nie oder nie","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1999","kein Migrationshintergrund","Staedtischer Raum","1316","","",""
"Mehrmals im Jahr","1999","kein Migrationshintergrund","Laendlicher Raum","967","0.208122246547573","0.196009405595451","0.220235087499696"
"Mehrmals im Jahr","1999","direkter Migrationshintergrund","Staedtischer Raum","268","","",""
"Mehrmals im Jahr","1999","direkter Migrationshintergrund","Laendlicher Raum","54","0.147959364706074","0.111128207379698","0.18479052203245"
"Mehrmals im Jahr","1999","indirekter Migrationshintergrund","Staedtischer Raum","145","","",""
"Mehrmals im Jahr","1999","indirekter Migrationshintergrund","Laendlicher Raum","25","","",""
"Mehrmals im Jahr","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1999","kein Migrationshintergrund","Staedtischer Raum","465","0.0665015070832238","0.060416267078339","0.0725867470881087"
"Mindestens einmal im Monat","1999","kein Migrationshintergrund","Laendlicher Raum","268","","",""
"Mindestens einmal im Monat","1999","direkter Migrationshintergrund","Staedtischer Raum","92","0.0561120287414569","0.0455418743845672","0.0666821830983466"
"Mindestens einmal im Monat","1999","direkter Migrationshintergrund","Laendlicher Raum","19","","",""
"Mindestens einmal im Monat","1999","indirekter Migrationshintergrund","Staedtischer Raum","64","0.123124745122656","0.0948014094750613","0.151448080770251"
"Mindestens einmal im Monat","1999","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Mindestens einmal im Monat","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1999","kein Migrationshintergrund","Staedtischer Raum","1821","","",""
"Mindestens einmal die Woche","1999","kein Migrationshintergrund","Laendlicher Raum","941","0.229074917015132","0.216536215962994","0.241613618067271"
"Mindestens einmal die Woche","1999","direkter Migrationshintergrund","Staedtischer Raum","249","","",""
"Mindestens einmal die Woche","1999","direkter Migrationshintergrund","Laendlicher Raum","50","0.187990230823045","0.147461570287301","0.228518891358788"
"Mindestens einmal die Woche","1999","indirekter Migrationshintergrund","Staedtischer Raum","179","","",""
"Mindestens einmal die Woche","1999","indirekter Migrationshintergrund","Laendlicher Raum","30","0.420781943718719","0.316442513912858","0.525121373524579"
"Mindestens einmal die Woche","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2001","kein Migrationshintergrund","Staedtischer Raum","4993","0.466173370465178","0.456893521933201","0.475453218997154"
"Fast nie oder nie","2001","kein Migrationshintergrund","Laendlicher Raum","3675","0.545391511809858","0.533699260451232","0.557083763168483"
"Fast nie oder nie","2001","direkter Migrationshintergrund","Staedtischer Raum","1575","","",""
"Fast nie oder nie","2001","direkter Migrationshintergrund","Laendlicher Raum","338","0.624721261405901","0.583104666543141","0.666337856268662"
"Fast nie oder nie","2001","indirekter Migrationshintergrund","Staedtischer Raum","218","","",""
"Fast nie oder nie","2001","indirekter Migrationshintergrund","Laendlicher Raum","33","0.355319396563273","0.261513562164694","0.449125230961852"
"Fast nie oder nie","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2001","kein Migrationshintergrund","Staedtischer Raum","1915","","",""
"Mehrmals im Jahr","2001","kein Migrationshintergrund","Laendlicher Raum","1225","","",""
"Mehrmals im Jahr","2001","direkter Migrationshintergrund","Staedtischer Raum","300","0.130982663958636","0.117411132324375","0.144554195592898"
"Mehrmals im Jahr","2001","direkter Migrationshintergrund","Laendlicher Raum","69","0.109538706297956","0.082695292504632","0.13638212009128"
"Mehrmals im Jahr","2001","indirekter Migrationshintergrund","Staedtischer Raum","138","","",""
"Mehrmals im Jahr","2001","indirekter Migrationshintergrund","Laendlicher Raum","28","","",""
"Mehrmals im Jahr","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2001","kein Migrationshintergrund","Staedtischer Raum","755","0.0670705804932951","0.0624173189158214","0.0717238420707688"
"Mindestens einmal im Monat","2001","kein Migrationshintergrund","Laendlicher Raum","400","0.0519706024930371","0.0467584757982762","0.057182729187798"
"Mindestens einmal im Monat","2001","direkter Migrationshintergrund","Staedtischer Raum","122","","",""
"Mindestens einmal im Monat","2001","direkter Migrationshintergrund","Laendlicher Raum","20","","",""
"Mindestens einmal im Monat","2001","indirekter Migrationshintergrund","Staedtischer Raum","57","0.0743254284684243","0.0543141884565618","0.0943366684802868"
"Mindestens einmal im Monat","2001","indirekter Migrationshintergrund","Laendlicher Raum","8","0.067298893498382","0.0181941667245009","0.116403620272263"
"Mindestens einmal im Monat","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2001","kein Migrationshintergrund","Staedtischer Raum","3438","0.303493334705412","0.294940614654007","0.312046054756817"
"Mindestens einmal die Woche","2001","kein Migrationshintergrund","Laendlicher Raum","1667","","",""
"Mindestens einmal die Woche","2001","direkter Migrationshintergrund","Staedtischer Raum","377","0.169710444106503","0.154610449012371","0.184810439200635"
"Mindestens einmal die Woche","2001","direkter Migrationshintergrund","Laendlicher Raum","93","0.218014171213939","0.182525623867018","0.25350271856086"
