"m11104","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","2002","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2002","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2002","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2002","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2002","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2002","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2002","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2002","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2003","kein Migrationshintergrund","6453","0.382057740869048","0.375085421461272","0.389030060276824"
"Fast nie oder nie","2003","direkter Migrationshintergrund","1524","0.569709968516769","0.55066032023136","0.588759616802178"
"Fast nie oder nie","2003","indirekter Migrationshintergrund","232","0.292033941107786","0.260083182363548","0.323984699852025"
"Fast nie oder nie","2003","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2003","kein Migrationshintergrund","3710","0.192120715882281","0.186467453292435","0.197773978472126"
"Mehrmals im Jahr","2003","direkter Migrationshintergrund","404","0.164255366383423","0.15000007851173","0.178510654255116"
"Mehrmals im Jahr","2003","indirekter Migrationshintergrund","153","0.208512963089092","0.179966866849083","0.2370590593291"
"Mehrmals im Jahr","2003","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2003","kein Migrationshintergrund","1505","0.0772591719162271","0.0734278052409005","0.0810905385915538"
"Mindestens einmal im Monat","2003","direkter Migrationshintergrund","147","0.0583126579157984","0.0492966518562826","0.0673286639753142"
"Mindestens einmal im Monat","2003","indirekter Migrationshintergrund","73","0.0888341691813845","0.0688425933988543","0.108825744963915"
"Mindestens einmal im Monat","2003","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2003","kein Migrationshintergrund","6988","0.348562371332444","0.341724585474333","0.355400157190556"
"Mindestens einmal die Woche","2003","direkter Migrationshintergrund","520","0.20772200718401","0.192113568541892","0.223330445826128"
"Mindestens einmal die Woche","2003","indirekter Migrationshintergrund","320","0.410618926621738","0.376050798185638","0.445187055057838"
"Mindestens einmal die Woche","2003","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2004","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2004","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2004","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2004","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2004","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2005","kein Migrationshintergrund","6714","0.418030019760435","0.410698992843064","0.425361046677806"
"Fast nie oder nie","2005","direkter Migrationshintergrund","1378","0.562023070778342","0.541972251564806","0.582073889991878"
"Fast nie oder nie","2005","indirekter Migrationshintergrund","232","0.27147801393026","0.241001863941546","0.301954163918973"
"Fast nie oder nie","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2005","kein Migrationshintergrund","3305","0.183619114451316","0.177864501147006","0.189373727755625"
"Mehrmals im Jahr","2005","direkter Migrationshintergrund","371","0.164703549835272","0.149713563740719","0.179693535929825"
"Mehrmals im Jahr","2005","indirekter Migrationshintergrund","190","0.250986574807969","0.221273918043002","0.280699231572935"
"Mehrmals im Jahr","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2005","kein Migrationshintergrund","1388","0.0796587649596204","0.075634356882465","0.0836831730367758"
"Mindestens einmal im Monat","2005","direkter Migrationshintergrund","142","0.0651727103332873","0.0551973632743354","0.0751480573922391"
"Mindestens einmal im Monat","2005","indirekter Migrationshintergrund","88","0.123293396554508","0.100763018118012","0.145823774991005"
"Mindestens einmal im Monat","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2005","kein Migrationshintergrund","5982","0.318692100828629","0.311766329487351","0.325617872169907"
"Mindestens einmal die Woche","2005","direkter Migrationshintergrund","461","0.208100669053099","0.191694727554381","0.224506610551817"
"Mindestens einmal die Woche","2005","indirekter Migrationshintergrund","308","0.354242014707264","0.32146598335181","0.387018046062718"
"Mindestens einmal die Woche","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2006","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2006","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2006","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2006","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2006","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2007","kein Migrationshintergrund","6706","0.403092546170505","0.395826085651212","0.410359006689797"
"Fast nie oder nie","2007","direkter Migrationshintergrund","1209","0.55705036313952","0.535835349592517","0.578265376686523"
"Fast nie oder nie","2007","indirekter Migrationshintergrund","232","0.287137051174304","0.255366335236451","0.318907767112157"
"Fast nie oder nie","2007","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2007","kein Migrationshintergrund","3141","0.1781314877773","0.17246337409574","0.18379960145886"
"Mehrmals im Jahr","2007","direkter Migrationshintergrund","334","0.165798346439151","0.149914907850448","0.181681785027853"
"Mehrmals im Jahr","2007","indirekter Migrationshintergrund","154","0.211280128642859","0.182613931723518","0.2399463255622"
"Mehrmals im Jahr","2007","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2007","kein Migrationshintergrund","1293","0.0704762263090885","0.0666846604404177","0.0742677921777592"
"Mindestens einmal im Monat","2007","direkter Migrationshintergrund","109","0.0576239458644084","0.0476714380892677","0.0675764536395491"
"Mindestens einmal im Monat","2007","indirekter Migrationshintergrund","96","0.12013015682051","0.09729970004546","0.142960613595561"
"Mindestens einmal im Monat","2007","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2007","kein Migrationshintergrund","6365","0.348299739743107","0.341241968861043","0.355357510625171"
"Mindestens einmal die Woche","2007","direkter Migrationshintergrund","454","0.219527344556921","0.201848980813237","0.237205708300605"
"Mindestens einmal die Woche","2007","indirekter Migrationshintergrund","297","0.381452663362327","0.347342314702667","0.415563012021986"
"Mindestens einmal die Woche","2007","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2008","kein Migrationshintergrund","5139","0.324852615040424","0.317719163010058","0.331986067070789"
"Fast nie oder nie","2008","direkter Migrationshintergrund","981","0.511171865780283","0.488653630516079","0.533690101044488"
"Fast nie oder nie","2008","indirekter Migrationshintergrund","199","0.234942684195474","0.204800880006332","0.265084488384616"
"Fast nie oder nie","2008","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2008","kein Migrationshintergrund","3198","0.193958889279996","0.18793619654096","0.199981582019033"
"Mehrmals im Jahr","2008","direkter Migrationshintergrund","296","0.162537381029103","0.145917338592622","0.179157423465585"
"Mehrmals im Jahr","2008","indirekter Migrationshintergrund","151","0.18907733214594","0.16123851694745","0.21691614734443"
"Mehrmals im Jahr","2008","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2008","kein Migrationshintergrund","1266","0.0757220088247567","0.0716923373975493","0.0797516802519641"
"Mindestens einmal im Monat","2008","direkter Migrationshintergrund","119","0.0608802799329718","0.0501088940556589","0.0716516658102848"
"Mindestens einmal im Monat","2008","indirekter Migrationshintergrund","94","0.146803108878217","0.121641781211149","0.171964436545284"
"Mindestens einmal im Monat","2008","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2008","kein Migrationshintergrund","6954","0.405466486854823","0.397987841847063","0.412945131862583"
"Mindestens einmal die Woche","2008","direkter Migrationshintergrund","497","0.265410473257642","0.245519584968183","0.2853013615471"
"Mindestens einmal die Woche","2008","indirekter Migrationshintergrund","316","0.429176874780369","0.393987606941262","0.464366142619477"
"Mindestens einmal die Woche","2008","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2009","kein Migrationshintergrund","5803","0.381045347817105","0.373415441950636","0.388675253683574"
"Fast nie oder nie","2009","direkter Migrationshintergrund","881","0.510467977588351","0.486362381555699","0.534573573621003"
"Fast nie oder nie","2009","indirekter Migrationshintergrund","181","0.22296568080454","0.192218813591247","0.253712548017833"
"Fast nie oder nie","2009","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2009","kein Migrationshintergrund","2791","0.178252215892209","0.172239257872015","0.184265173912403"
"Mehrmals im Jahr","2009","direkter Migrationshintergrund","257","0.158922825562654","0.141292751691084","0.176552899434225"
"Mehrmals im Jahr","2009","indirekter Migrationshintergrund","161","0.231023434601706","0.199888616559464","0.262158252643947"
"Mehrmals im Jahr","2009","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2009","kein Migrationshintergrund","1129","0.0737048046738843","0.0695997018683165","0.077809907479452"
"Mindestens einmal im Monat","2009","direkter Migrationshintergrund","118","0.0713030889598732","0.0588941615983543","0.083712016321392"
"Mindestens einmal im Monat","2009","indirekter Migrationshintergrund","83","0.14097043455213","0.115264710782835","0.166676158321424"
"Mindestens einmal im Monat","2009","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2009","kein Migrationshintergrund","5840","0.366997631616802","0.359425193540794","0.37457006969281"
"Mindestens einmal die Woche","2009","direkter Migrationshintergrund","396","0.259306107889122","0.238172734587389","0.280439481190854"
"Mindestens einmal die Woche","2009","indirekter Migrationshintergrund","279","0.405040450041625","0.368778205702927","0.441302694380322"
"Mindestens einmal die Woche","2009","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2010","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2010","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2010","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2010","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2010","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2010","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2010","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2010","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2010","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2010","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2010","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2010","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2010","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2011","kein Migrationshintergrund","9312","0.393902956619497","0.387685398746325","0.400120514492669"
"Fast nie oder nie","2011","direkter Migrationshintergrund","1783","0.533598068381188","0.516420452756965","0.550775684005411"
"Fast nie oder nie","2011","indirekter Migrationshintergrund","427","0.281819310409231","0.257307059772198","0.306331561046265"
"Fast nie oder nie","2011","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2011","kein Migrationshintergrund","3842","0.159226446454127","0.154570572053695","0.163882320854559"
"Mehrmals im Jahr","2011","direkter Migrationshintergrund","484","0.156988378715051","0.144461983238525","0.169514774191576"
"Mehrmals im Jahr","2011","indirekter Migrationshintergrund","257","0.228997134999546","0.206103014030859","0.251891255968233"
"Mehrmals im Jahr","2011","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2011","kein Migrationshintergrund","1557","0.0672379486287551","0.0640512074281393","0.070424689829371"
"Mindestens einmal im Monat","2011","direkter Migrationshintergrund","146","0.0436788975539437","0.0366414804910821","0.0507163146168053"
"Mindestens einmal im Monat","2011","indirekter Migrationshintergrund","103","0.0833475670723791","0.0682874008880719","0.0984077332566863"
"Mindestens einmal im Monat","2011","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2011","kein Migrationshintergrund","9013","0.379632648297621","0.373457315353765","0.385807981241476"
"Mindestens einmal die Woche","2011","direkter Migrationshintergrund","827","0.265734655349817","0.250524760927827","0.280944549771808"
"Mindestens einmal die Woche","2011","indirekter Migrationshintergrund","507","0.405835987518844","0.379080713546465","0.432591261491222"
"Mindestens einmal die Woche","2011","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2012","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2012","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2012","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2012","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2012","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2013","kein Migrationshintergrund","6810","0.312952780144439","0.306762119438378","0.319143440850499"
"Fast nie oder nie","2013","direkter Migrationshintergrund","1293","0.451720444706105","0.432779692143836","0.470661197268375"
"Fast nie oder nie","2013","indirekter Migrationshintergrund","325","0.26113825284055","0.23607577963229","0.286200726048811"
"Fast nie oder nie","2013","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2013","kein Migrationshintergrund","3121","0.143562275303093","0.138880911823941","0.148243638782246"
"Mehrmals im Jahr","2013","direkter Migrationshintergrund","353","0.14615539959133","0.132710480853701","0.159600318328959"
"Mehrmals im Jahr","2013","indirekter Migrationshintergrund","180","0.139964361302394","0.120168516296044","0.159760206308743"
"Mehrmals im Jahr","2013","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2013","kein Migrationshintergrund","1063","0.0509682832190802","0.0480320221435781","0.0539045442945822"
"Mindestens einmal im Monat","2013","direkter Migrationshintergrund","112","0.0503603710187395","0.042037269219352","0.058683472818127"
"Mindestens einmal im Monat","2013","indirekter Migrationshintergrund","73","0.077372807895505","0.0621282655354765","0.0926173502555335"
"Mindestens einmal im Monat","2013","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2013","kein Migrationshintergrund","10558","0.492516661333388","0.485842054950613","0.499191267716162"
"Mindestens einmal die Woche","2013","direkter Migrationshintergrund","894","0.351763784683825","0.333589658504437","0.369937910863214"
"Mindestens einmal die Woche","2013","indirekter Migrationshintergrund","602","0.521524577961551","0.493022646289601","0.550026509633501"
"Mindestens einmal die Woche","2013","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2014","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2014","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2014","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2014","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2014","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2015","kein Migrationshintergrund","6947","0.364898336714961","0.35807850989746","0.371718163532462"
"Fast nie oder nie","2015","direkter Migrationshintergrund","2895","0.479362852303553","0.466585089220259","0.492140615386847"
"Fast nie oder nie","2015","indirekter Migrationshintergrund","504","0.266420546361228","0.245261845603355","0.287579247119102"
"Fast nie oder nie","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2015","kein Migrationshintergrund","2629","0.137069351986625","0.13219716546443","0.14194153850882"
"Mehrmals im Jahr","2015","direkter Migrationshintergrund","782","0.122648700131801","0.114258480986239","0.131038919277363"
"Mehrmals im Jahr","2015","indirekter Migrationshintergrund","262","0.13784000409835","0.121340794779791","0.154339213416908"
"Mehrmals im Jahr","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2015","kein Migrationshintergrund","1089","0.0569023819822969","0.0536206030195051","0.0601841609450888"
"Mindestens einmal im Monat","2015","direkter Migrationshintergrund","255","0.0500692907359086","0.0444911848865476","0.0556473965852696"
"Mindestens einmal im Monat","2015","indirekter Migrationshintergrund","95","0.0623663174883791","0.0507925911193371","0.0739400438574211"
"Mindestens einmal im Monat","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2015","kein Migrationshintergrund","8476","0.441129929316117","0.43409589524289","0.448163963389344"
"Mindestens einmal die Woche","2015","direkter Migrationshintergrund","1940","0.347919156828737","0.335736417284504","0.360101896372971"
"Mindestens einmal die Woche","2015","indirekter Migrationshintergrund","816","0.533373132052043","0.509496008982815","0.557250255121271"
"Mindestens einmal die Woche","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2016","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2016","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2016","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2016","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2016","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2016","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2016","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2016","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2016","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2016","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2016","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2016","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2017","kein Migrationshintergrund","6918","0.348751079807813","0.342168714295509","0.355333445320118"
"Fast nie oder nie","2017","direkter Migrationshintergrund","4228","0.466124123185104","0.455575466208821","0.476672780161387"
"Fast nie oder nie","2017","indirekter Migrationshintergrund","536","0.259515077414252","0.238688988389053","0.280341166439451"
"Fast nie oder nie","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2017","kein Migrationshintergrund","2723","0.132271509417982","0.12759226437115","0.136950754464815"
"Mehrmals im Jahr","2017","direkter Migrationshintergrund","1120","0.116881764771209","0.110088022961187","0.123675506581231"
"Mehrmals im Jahr","2017","indirekter Migrationshintergrund","240","0.145896936892637","0.129126416470226","0.162667457315049"
"Mehrmals im Jahr","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2017","kein Migrationshintergrund","1091","0.053654604001039","0.0505423212933152","0.0567668867087628"
"Mindestens einmal im Monat","2017","direkter Migrationshintergrund","377","0.0402465134785327","0.0360905644481507","0.0444024625089147"
"Mindestens einmal im Monat","2017","indirekter Migrationshintergrund","95","0.0579798870649753","0.0468769703164887","0.069082803813462"
"Mindestens einmal im Monat","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2017","kein Migrationshintergrund","9405","0.465322806773165","0.458433528847826","0.472212084698504"
"Mindestens einmal die Woche","2017","direkter Migrationshintergrund","2866","0.376747598565154","0.366500911850652","0.386994285279656"
"Mindestens einmal die Woche","2017","indirekter Migrationshintergrund","831","0.536608098628136","0.512917766777787","0.560298430478484"
"Mindestens einmal die Woche","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2018","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2018","direkter Migrationshintergrund","1528","0.434625803153066","0.417361470148133","0.451890136157999"
"Fast nie oder nie","2018","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2018","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2018","direkter Migrationshintergrund","514","0.157381622766187","0.144698782224647","0.170064463307728"
"Mehrmals im Jahr","2018","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2018","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2018","direkter Migrationshintergrund","179","0.0683984265784519","0.0596069419371301","0.0771899112197738"
"Mindestens einmal im Monat","2018","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2018","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2018","direkter Migrationshintergrund","946","0.339594147502295","0.323100769420271","0.356087525584319"
"Mindestens einmal die Woche","2018","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2019","kein Migrationshintergrund","5168","0.263249592391252","0.257158894886171","0.269340289896333"
"Fast nie oder nie","2019","direkter Migrationshintergrund","2814","0.383307222119658","0.37187100371753","0.394743440521786"
"Fast nie oder nie","2019","indirekter Migrationshintergrund","429","0.230217492216898","0.210898304939638","0.249536679494159"
"Fast nie oder nie","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2019","kein Migrationshintergrund","2635","0.134626162018899","0.129905644672657","0.139346679365141"
"Mehrmals im Jahr","2019","direkter Migrationshintergrund","909","0.127212081890943","0.119374302210391","0.135049861571495"
"Mehrmals im Jahr","2019","indirekter Migrationshintergrund","232","0.114406596976131","0.0997990129132639","0.129014181038998"
"Mehrmals im Jahr","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2019","kein Migrationshintergrund","929","0.0485968237948411","0.0456230411273414","0.0515706064623409"
"Mindestens einmal im Monat","2019","direkter Migrationshintergrund","330","0.0409473820022783","0.0362860633146733","0.0456087006898834"
"Mindestens einmal im Monat","2019","indirekter Migrationshintergrund","81","0.0431304155790094","0.0338074545151799","0.052453376642839"
"Mindestens einmal im Monat","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2019","kein Migrationshintergrund","11352","0.553527421795008","0.546652148754757","0.56040269483526"
"Mindestens einmal die Woche","2019","direkter Migrationshintergrund","2890","0.448533313987121","0.436834778364214","0.460231849610028"
"Mindestens einmal die Woche","2019","indirekter Migrationshintergrund","1082","0.612245495227961","0.5898852326501","0.634605757805823"
"Mindestens einmal die Woche","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
