"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2011","Realschule","Westdeutschland","54.34","47.5","506","30","30","70","100","100","52.26","56.42","5","100","50","50"
"2012","(Fach-)Abitur","Ostdeutschland","46.39","47.5","30","20","40","50","80","100","36.63","56.15","3","100","40","60"
"2012","(Fach-)Abitur","Westdeutschland","56.12","45","204","30","40","70","100","100","52.75","59.49","1","100","50","50"
"2012","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Westdeutschland","64.68","58","60","30","50","80","100","100","58.44","70.92","20","100","50","70"
"2012","AkademikerIn","Ostdeutschland","57.56","45","156","30","40","70","100","100","53.97","61.15","20","100","50","50"
"2012","AkademikerIn","Westdeutschland","60.87","45","343","30","50","80","100","100","58.36","63.38","5","100","50","50"
"2012","Hauptschule","Ostdeutschland","61.21","57.5","262","30","50","80","100","100","58.53","63.89","10","100","50","60"
"2012","Hauptschule","Westdeutschland","57.66","47.5","1291","30","40","70","100","100","56.39","58.93","10","100","50","50"
"2012","Realschule","Ostdeutschland","54.6","47.5","277","20","40","70","90","100","51.98","57.22","10","100","50","50"
"2012","Realschule","Westdeutschland","51.51","47.5","539","30","30","60","90","100","49.62","53.4","3","100","50","50"
"2013","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Westdeutschland","57.14","45","231","30","30","80","100","100","54.02","60.26","20","100","50","60"
"2013","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Westdeutschland","66.76","55","86","40","50","80","100","100","61.48","72.04","20","100","50","70"
"2013","AkademikerIn","Ostdeutschland","58.74","45","156","30","40","70","100","100","55.14","62.34","20","100","50","50"
"2013","AkademikerIn","Westdeutschland","60.61","47.5","376","30","50","80","100","100","58.24","62.98","10","100","50","50"
"2013","Hauptschule","Ostdeutschland","62.17","57.5","237","30","50","80","100","100","59.36","64.98","10","100","60","60"
"2013","Hauptschule","Westdeutschland","60.09","47.5","1274","30","40","80","100","100","58.8","61.38","10","100","50","50"
"2013","Realschule","Ostdeutschland","56.17","47.5","254","30","40","70","100","100","53.49","58.85","10","100","50","50"
"2013","Realschule","Westdeutschland","53.11","47.5","528","30","30","70","100","100","51.15","55.07","10","100","50","50"
"2014","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","Westdeutschland","56.31","45","230","30","40","75","100","100","53.3","59.32","14","100","50","50"
"2014","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Westdeutschland","64.96","57.5","77","30","50","80","100","100","59.4","70.52","20","100","50","60"
"2014","AkademikerIn","Ostdeutschland","58.14","45","156","30","40","75","100","100","54.41","61.87","20","100","50","60"
"2014","AkademikerIn","Westdeutschland","59.48","47.5","362","30","50","80","100","100","57.12","61.84","7","100","50","50"
"2014","Hauptschule","Ostdeutschland","62.25","57.5","241","30","50","80","100","100","59.23","65.27","10","100","55","60"
"2014","Hauptschule","Westdeutschland","59.77","47.5","1225","30","40","80","100","100","58.48","61.06","10","100","50","50"
"2014","Realschule","Ostdeutschland","54.27","47.5","251","30","40","70","80","100","51.45","57.09","20","100","50","50"
"2014","Realschule","Westdeutschland","53.61","45","502","25","35","70","100","100","51.57","55.65","15","100","50","50"
"2015","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","Westdeutschland","55.87","45","203","30","35","70","100","100","52.55","59.19","14","100","50","50"
"2015","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","Westdeutschland","61.79","55","66","30","50","80","100","100","55.88","67.7","20","100","50","60"
"2015","AkademikerIn","Ostdeutschland","59.08","47.5","146","30","40","80","100","100","55.24","62.92","20","100","50","60"
"2015","AkademikerIn","Westdeutschland","58.57","45","347","30","40","80","100","100","56.19","60.95","7","100","50","50"
"2015","Hauptschule","Ostdeutschland","62.26","57.5","205","30","50","80","100","100","58.98","65.54","10","100","60","70"
"2015","Hauptschule","Westdeutschland","58.6","47.5","1097","30","40","70","100","100","57.25","59.95","10","100","50","50"
"2015","Realschule","Ostdeutschland","55.61","47.5","242","30","40","70","100","100","52.69","58.53","20","100","50","50"
"2015","Realschule","Westdeutschland","53.46","45","491","30","30","70","100","100","51.44","55.48","20","100","50","50"
"2016","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","Westdeutschland","55.72","47.5","207","30","40","70","100","100","52.54","58.9","10","100","50","50"
"2016","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","Westdeutschland","72.73","75","53","40","50","100","100","100","65.71","79.75","20","100","50","80"
"2016","AkademikerIn","Ostdeutschland","58.22","45","134","30","40","80","100","100","54.11","62.33","20","100","50","60"
"2016","AkademikerIn","Westdeutschland","58.76","47.5","353","30","50","80","100","100","56.4","61.12","10","100","50","50"
"2016","Hauptschule","Ostdeutschland","64.87","55","180","30","50","80","100","100","61.47","68.27","20","100","60","70"
"2016","Hauptschule","Westdeutschland","59.17","47.5","1011","30","40","70","100","100","57.75","60.59","10","100","50","55"
"2016","Realschule","Ostdeutschland","54.37","45","236","30","40","70","90","100","51.51","57.23","10","100","50","50"
"2016","Realschule","Westdeutschland","55.48","47.5","444","30","35","70","100","100","53.27","57.69","10","100","50","50"
"2017","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","Westdeutschland","57.81","47.5","248","30","40","70","100","100","54.89","60.73","20","100","50","50"
"2017","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","Westdeutschland","64.48","55","68","30","50","80","100","100","58.7","70.26","20","100","50","70"
"2017","AkademikerIn","Ostdeutschland","61.39","55","137","30","40","80","100","100","57.38","65.4","20","100","50","60"
"2017","AkademikerIn","Westdeutschland","56.81","47.5","369","30","40","70","90","100","54.54","59.08","7","100","50","50"
"2017","Hauptschule","Ostdeutschland","65.37","55","187","30","50","80","100","100","62","68.74","20","100","60","70"
"2017","Hauptschule","Westdeutschland","59.68","47.5","1093","30","50","80","100","100","58.33","61.03","10","100","50","50"
"2017","Realschule","Ostdeutschland","55.25","45","282","30","40","70","100","100","52.6","57.9","10","100","50","50"
"2017","Realschule","Westdeutschland","54.82","47.5","515","30","30","70","100","100","52.8","56.84","10","100","50","50"
"2018","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","Westdeutschland","56.14","45","259","30","40","70","100","100","53.31","58.97","10","100","50","50"
"2018","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2018","(noch) kein Abschluss","Westdeutschland","64.91","55","71","40","50","80","100","100","59.58","70.24","25","100","50","70"
"2018","AkademikerIn","Ostdeutschland","58.12","45","135","30","40","80","100","100","54.13","62.11","20","100","50","50"
"2018","AkademikerIn","Westdeutschland","56.58","49.5","383","30","50","70","90","100","54.36","58.8","7","100","50","50"
"2018","Hauptschule","Ostdeutschland","64.56","55","194","30","50","80","100","100","61.16","67.96","10","100","50","70"
"2018","Hauptschule","Westdeutschland","58.85","47.5","1111","30","50","70","100","100","57.54","60.16","10","100","50","50"
"2018","Realschule","Ostdeutschland","55.8","49","289","30","40","70","100","100","53.19","58.41","15","100","50","50"
"2018","Realschule","Westdeutschland","54.79","47.5","510","30","30","70","100","100","52.78","56.8","20","100","50","50"
"2019","(Fach-)Abitur","Ostdeutschland","57.26","45","33","20","40","90","90","100","48.18","66.34","20","100","50","80"
"2019","(Fach-)Abitur","Westdeutschland","54.3","45","261","30","35","70","100","100","51.56","57.04","10","100","50","50"
"2019","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","Westdeutschland","60.6","55","62","30","50","80","100","100","54.95","66.25","20","100","50","70"
"2019","AkademikerIn","Ostdeutschland","53.35","45","168","30","30","60","90","100","50.11","56.59","20","100","50","50"
"2019","AkademikerIn","Westdeutschland","58.49","49","382","30","50","70","90","100","56.23","60.75","7","100","50","50"
"2019","Hauptschule","Ostdeutschland","63.37","55","167","30","50","80","100","100","59.54","67.2","10","100","50","70"
"2019","Hauptschule","Westdeutschland","59.09","47.5","1006","30","40","80","100","100","57.7","60.48","10","100","50","50"
"2019","Realschule","Ostdeutschland","57.67","47.5","295","30","40","80","100","100","55","60.34","20","100","50","50"
"2019","Realschule","Westdeutschland","53.3","47.5","526","30","30","70","90","100","51.4","55.2","10","100","50","50"
"2020","(Fach-)Abitur","Ostdeutschland","61.66","65","33","30","40","80","90","100","52.5","70.82","10","100","33","60"
"2020","(Fach-)Abitur","Westdeutschland","56.8","45","269","30","40","70","100","100","53.97","59.63","2","100","50","50"
"2020","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2020","(noch) kein Abschluss","Westdeutschland","67.31","65","75","30","50","80","100","100","61.89","72.73","30","100","50","80"
"2020","AkademikerIn","Ostdeutschland","56.63","47.5","167","30","40","70","90","100","53.49","59.77","3","100","50","50"
"2020","AkademikerIn","Westdeutschland","57.37","45","389","30","50","70","95","100","55.12","59.62","2","100","50","50"
"2020","Hauptschule","Ostdeutschland","62.77","55","162","30","50","80","100","100","58.98","66.56","15","100","50","60"
"2020","Hauptschule","Westdeutschland","60.03","55","926","30","50","80","100","100","58.56","61.5","2","100","50","50"
"2020","Realschule","Ostdeutschland","58.97","47.5","281","30","40","80","100","100","56.15","61.79","2","100","50","50"
"2020","Realschule","Westdeutschland","55.64","45","511","30","40","70","100","100","53.65","57.63","2","100","50","50"
