year,hhtyp,rentown,hlc0083_h,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
2017,Couple without children,Tenant,No,1.00000,2104,17182,0,0.95702,0,1.04419
2017,Single parent,Owner,No,1.00000,400,17182,0,0.91315,0,1.10986
2017,Single parent,Tenant,Yes,0.07279,118,17182,0,0.05824,0,0.08812
2017,Single parent,Tenant,No,0.92721,1162,17182,0,0.85247,0,1.00360
2017,Couple with children,Owner,No,1.00000,2886,17182,0,0.95497,0,1.04056
2017,Couple with children,Tenant,Yes,0.03341,234,17182,0,0.02663,0,0.04081
2017,Couple with children,Tenant,No,0.96659,3221,17182,0,0.91490,0,1.01656
2017,Multi-generational household,Owner,No,1.00000,51,17182,0,0.73621,0,1.34031
2017,Multi-generational household,Tenant,No,1.00000,76,17182,0,0.76049,0,1.28481
2017,Other Combinations,Owner,No,1.00000,93,17182,0,0.81590,0,1.20524
2017,Other Combinations,Tenant,No,1.00000,268,17182,0,0.83499,0,1.16464
2018,Single-person household,Owner,No,1.00000,995,17624,0,0.95576,0,1.04700
2018,Single-person household,Tenant,Yes,0.03097,143,17624,0,0.02449,0,0.03815
2018,Single-person household,Tenant,No,0.96903,3278,17624,0,0.93979,0,0.99926
2018,Couple without children,Owner,No,1.00000,2432,17624,0,0.95999,0,1.03862
2018,Couple without children,Tenant,Yes,0.00727,35,17624,0,0.00428,0,0.01090
2018,Couple without children,Tenant,No,0.99273,2122,17624,0,0.95159,0,1.03539
2018,Single parent,Owner,No,1.00000,379,17624,0,0.89120,0,1.11099
2018,Single parent,Tenant,Yes,0.06760,115,17624,0,0.05149,0,0.08819
2018,Single parent,Tenant,No,0.93240,1236,17624,0,0.86120,0,1.00614
2018,Couple with children,Owner,No,1.00000,2707,17624,0,0.95735,0,1.03915
2018,Couple with children,Tenant,Yes,0.03696,367,17624,0,0.02948,0,0.04507
2018,Couple with children,Tenant,No,0.96304,3290,17624,0,0.90967,0,1.01478
2018,Multi-generational household,Owner,No,1.00000,53,17624,0,0.72005,0,1.27836
2018,Multi-generational household,Tenant,No,1.00000,94,17624,0,0.68864,0,1.32346
2018,Other Combinations,Owner,No,1.00000,86,17624,0,0.82859,0,1.18791
2018,Other Combinations,Tenant,No,1.00000,292,17624,0,0.80352,0,1.23161
2019,Single-person household,Owner,No,1.00000,1173,18226,0,0.94397,0,1.05070
2019,Single-person household,Tenant,Yes,0.03260,113,18226,0,0.02615,0,0.03881
2019,Single-person household,Tenant,No,0.96740,3274,18226,0,0.93106,0,1.00178
2019,Couple without children,Owner,No,1.00000,2956,18226,0,0.95694,0,1.03404
2019,Couple without children,Tenant,No,1.00000,2154,18226,0,0.95098,0,1.05688
2019,Single parent,Owner,No,1.00000,387,18226,0,0.88231,0,1.11869
2019,Single parent,Tenant,Yes,0.05933,73,18226,0,0.03910,0,0.07682
2019,Single parent,Tenant,No,0.94067,1147,18226,0,0.86315,0,1.00391
2019,Couple with children,Owner,No,1.00000,3126,18226,0,0.95312,0,1.04675
2019,Couple with children,Tenant,Yes,0.03965,211,18226,0,0.02854,0,0.05445
2019,Couple with children,Tenant,No,0.96035,3133,18226,0,0.91229,0,1.01730
2019,Multi-generational household,Owner,No,1.00000,53,18226,0,0.67951,0,1.40031
2019,Multi-generational household,Tenant,No,1.00000,75,18226,0,0.61011,0,1.50973
2019,Other Combinations,Owner,No,1.00000,98,18226,0,0.82753,0,1.18304
2019,Other Combinations,Tenant,No,1.00000,253,18226,0,0.78852,0,1.20296
2020,Single-person household,Owner,No,1.00000,1085,18958,0,0.95112,0,1.05522
2020,Single-person household,Tenant,Yes,0.02909,120,18958,0,0.02226,0,0.03559
2020,Single-person household,Tenant,No,0.97091,4080,18958,0,0.93791,0,1.00493
2020,Couple without children,Owner,No,1.00000,2602,18958,0,0.96052,0,1.04015
2020,Couple without children,Tenant,No,1.00000,2479,18958,0,0.95307,0,1.05269
2020,Single parent,Owner,No,1.00000,359,18958,0,0.88006,0,1.14795
2020,Single parent,Tenant,Yes,0.05213,81,18958,0,0.03438,0,0.07475
2020,Single parent,Tenant,No,0.94787,1132,18958,0,0.85349,0,1.01305
2020,Couple with children,Owner,No,1.00000,2617,18958,0,0.94765,0,1.05485
2020,Couple with children,Tenant,Yes,0.03586,253,18958,0,0.02800,0,0.04830
2020,Couple with children,Tenant,No,0.96414,3554,18958,0,0.90501,0,1.03218
2020,Multi-generational household,Owner,No,1.00000,51,18958,0,0.68120,0,1.38229
2020,Multi-generational household,Tenant,No,1.00000,86,18958,0,0.58611,0,1.41959
2020,Other Combinations,Owner,No,1.00000,94,18958,0,0.81084,0,1.24861
2020,Other Combinations,Tenant,No,1.00000,365,18958,0,0.77907,0,1.22342
2021,Single-person household,Owner,No,1.00000,861,12311,0,0.94894,0,1.06187
2021,Single-person household,Tenant,Yes,0.03380,86,12311,0,0.02654,0,0.04138
2021,Single-person household,Tenant,No,0.96620,2575,12311,0,0.92099,0,1.00083
2021,Couple without children,Owner,No,1.00000,1909,12311,0,0.94497,0,1.05321
2021,Couple without children,Tenant,No,1.00000,1529,12311,0,0.93659,0,1.05784
2021,Single parent,Owner,No,1.00000,244,12311,0,0.84678,0,1.16558
2021,Single parent,Tenant,Yes,0.05211,60,12311,0,0.03283,0,0.07938
2021,Single parent,Tenant,No,0.94789,710,12311,0,0.86701,0,1.05059
2021,Couple with children,Owner,No,1.00000,1857,12311,0,0.93883,0,1.06208
2021,Couple with children,Tenant,Yes,0.04342,214,12311,0,0.03218,0,0.05726
2021,Couple with children,Tenant,No,0.95658,1854,12311,0,0.88707,0,1.02213
2021,Multi-generational household,Owner,No,1.00000,42,12311,0,0.71128,0,1.36815
2021,Multi-generational household,Tenant,No,1.00000,46,12311,0,0.49339,0,1.57510
2021,Other Combinations,Owner,No,1.00000,105,12311,0,0.78377,0,1.21712
2021,Other Combinations,Tenant,No,1.00000,219,12311,0,0.80920,0,1.23063
