year,hhtyp,sampreg,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Couple with children,West,No,0.95489,3107,3311,0.94782,0.96196
2021,Couple with children,East,No,0.97900,626,626,0.96776,0.99024
2021,Multi-generational household,West,No,0.98488,67,67,0.95544,1.01432
2021,Other Combinations,West,No,0.96577,287,287,0.94470,0.98685
2021,Other Combinations,East,No,0.99983,50,50,0.99613,1.00352
2022,Single-person household,West,Yes,0.02065,79,4479,0.01648,0.02481
2022,Single-person household,West,No,0.96832,4400,4479,0.96319,0.97345
2022,Single-person household,East,Yes,0.03880,31,1300,0.02830,0.04930
2022,Single-person household,East,No,0.93368,1269,1300,0.92014,0.94721
2022,Couple without children,West,No,0.98582,4467,4467,0.98236,0.98929
2022,Couple without children,East,No,0.98700,1249,1249,0.98072,0.99329
2022,Single parent,West,Yes,0.04001,41,899,0.02719,0.05283
2022,Single parent,West,No,0.95010,858,899,0.93586,0.96434
2022,Single parent,East,No,0.94262,302,302,0.91635,0.96890
2022,Couple with children,West,Yes,0.02243,205,4635,0.01816,0.02669
2022,Couple with children,West,No,0.94864,4430,4635,0.94228,0.95500
2022,Couple with children,East,Yes,0.01980,35,1102,0.01157,0.02802
2022,Couple with children,East,No,0.94498,1067,1102,0.93151,0.95845
2022,Multi-generational household,West,No,0.94597,73,73,0.89375,0.99819
2022,Other Combinations,West,No,0.93882,925,925,0.92336,0.95427
2022,Other Combinations,East,No,0.94455,216,216,0.91396,0.97514
