year,migback,quintil_oecd,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,5th Quintile,Either,0.11990,54,2758,0.11922,0.12057
2003,No migration background,5th Quintile,I'm not sure yet,0.08539,57,2758,0.08481,0.08597
2003,Direct migration background,1st Quintile,Full-time,0.56545,101,2758,0.56434,0.56657
2003,Direct migration background,1st Quintile,Part-time,0.22600,46,2758,0.22506,0.22695
2003,Direct migration background,1st Quintile,Either,0.20854,33,2758,0.20763,0.20946
2003,Direct migration background,2nd Quintile,Full-time,0.54188,37,2758,0.53992,0.54384
2003,Direct migration background,2nd Quintile,Part-time,0.45812,33,2758,0.45616,0.46008
2003,Indirect migration background,1st Quintile,Full-time,1.00000,53,2758,1.00000,1.00000
2004,No migration background,1st Quintile,Full-time,0.52439,378,2905,0.52378,0.52500
2004,No migration background,1st Quintile,Part-time,0.21923,156,2905,0.21872,0.21973
2004,No migration background,1st Quintile,Either,0.20518,144,2905,0.20469,0.20568
2004,No migration background,1st Quintile,I'm not sure yet,0.05120,34,2905,0.05093,0.05147
2004,No migration background,2nd Quintile,Full-time,0.48236,241,2905,0.48154,0.48318
2004,No migration background,2nd Quintile,Part-time,0.23162,117,2905,0.23093,0.23231
2004,No migration background,2nd Quintile,Either,0.21067,100,2905,0.21000,0.21134
2004,No migration background,2nd Quintile,I'm not sure yet,0.07535,38,2905,0.07492,0.07578
2004,No migration background,3rd Quintile,Full-time,0.43933,194,2905,0.43847,0.44018
2004,No migration background,3rd Quintile,Part-time,0.31339,120,2905,0.31259,0.31419
2004,No migration background,3rd Quintile,Either,0.16456,70,2905,0.16392,0.16520
2004,No migration background,3rd Quintile,I'm not sure yet,0.08273,38,2905,0.08226,0.08321
2004,No migration background,4th Quintile,Full-time,0.42781,178,2905,0.42684,0.42877
2004,No migration background,4th Quintile,Part-time,0.35970,120,2905,0.35877,0.36063
2004,No migration background,4th Quintile,Either,0.12661,50,2905,0.12597,0.12726
2004,No migration background,4th Quintile,I'm not sure yet,0.08588,36,2905,0.08533,0.08642
2004,No migration background,5th Quintile,Full-time,0.44179,224,2905,0.44075,0.44282
2004,No migration background,5th Quintile,Part-time,0.36088,150,2905,0.35988,0.36188
2004,No migration background,5th Quintile,Either,0.12019,45,2905,0.11952,0.12087
2004,No migration background,5th Quintile,I'm not sure yet,0.07714,49,2905,0.07658,0.07769
2004,Direct migration background,1st Quintile,Full-time,0.62129,110,2905,0.62023,0.62236
2004,Direct migration background,1st Quintile,Part-time,0.19869,41,2905,0.19782,0.19957
2004,Direct migration background,1st Quintile,Either,0.18001,37,2905,0.17917,0.18086
2004,Direct migration background,2nd Quintile,Full-time,0.60739,44,2905,0.60563,0.60915
2004,Direct migration background,2nd Quintile,Part-time,0.39261,33,2905,0.39085,0.39437
2004,Direct migration background,3rd Quintile,Full-time,1.00000,33,2905,1.00000,1.00000
2004,Indirect migration background,1st Quintile,Full-time,1.00000,50,2905,1.00000,1.00000
2004,Indirect migration background,2nd Quintile,Full-time,1.00000,39,2905,1.00000,1.00000
2004,Indirect migration background,3rd Quintile,Full-time,1.00000,36,2905,1.00000,1.00000
2005,No migration background,1st Quintile,Full-time,0.50863,406,2685,0.50805,0.50921
2005,No migration background,1st Quintile,Part-time,0.18709,144,2685,0.18663,0.18754
2005,No migration background,1st Quintile,Either,0.25177,172,2685,0.25126,0.25227
2005,No migration background,1st Quintile,I'm not sure yet,0.05251,41,2685,0.05226,0.05277
2005,No migration background,2nd Quintile,Full-time,0.50863,225,2685,0.50783,0.50943
2005,No migration background,2nd Quintile,Part-time,0.25680,121,2685,0.25610,0.25750
2005,No migration background,2nd Quintile,Either,0.16755,86,2685,0.16695,0.16815
2005,No migration background,2nd Quintile,I'm not sure yet,0.06702,31,2685,0.06662,0.06742
2005,No migration background,3rd Quintile,Full-time,0.50729,180,2685,0.50638,0.50820
2005,No migration background,3rd Quintile,Part-time,0.29731,105,2685,0.29648,0.29815
2005,No migration background,3rd Quintile,Either,0.19540,68,2685,0.19467,0.19612
2005,No migration background,4th Quintile,Full-time,0.46580,169,2685,0.46480,0.46680
2005,No migration background,4th Quintile,Part-time,0.40786,129,2685,0.40688,0.40884
2005,No migration background,4th Quintile,Either,0.12634,47,2685,0.12568,0.12701
2005,No migration background,5th Quintile,Full-time,0.46941,205,2685,0.46833,0.47049
2005,No migration background,5th Quintile,Part-time,0.30770,130,2685,0.30670,0.30871
2005,No migration background,5th Quintile,Either,0.10191,44,2685,0.10125,0.10257
2005,No migration background,5th Quintile,I'm not sure yet,0.12097,55,2685,0.12027,0.12168
2005,Direct migration background,1st Quintile,Full-time,0.52862,90,2685,0.52756,0.52968
2005,Direct migration background,1st Quintile,Part-time,0.20204,36,2685,0.20119,0.20290
2005,Direct migration background,1st Quintile,Either,0.26934,42,2685,0.26839,0.27028
2005,Direct migration background,2nd Quintile,Full-time,0.59634,41,2685,0.59448,0.59820
2005,Direct migration background,2nd Quintile,Part-time,0.40366,33,2685,0.40180,0.40552
2005,Indirect migration background,1st Quintile,Full-time,1.00000,48,2685,1.00000,1.00000
2005,Indirect migration background,2nd Quintile,Full-time,1.00000,37,2685,1.00000,1.00000
2006,No migration background,1st Quintile,Full-time,0.54740,335,2206,0.54673,0.54807
2006,No migration background,1st Quintile,Part-time,0.22205,138,2206,0.22149,0.22260
2006,No migration background,1st Quintile,Either,0.23056,166,2206,0.22999,0.23112
2006,No migration background,2nd Quintile,Full-time,0.41095,151,2206,0.41001,0.41188
2006,No migration background,2nd Quintile,Part-time,0.39092,125,2206,0.38999,0.39185
2006,No migration background,2nd Quintile,Either,0.19813,66,2206,0.19737,0.19889
2006,No migration background,3rd Quintile,Full-time,0.37711,136,2206,0.37613,0.37809
2006,No migration background,3rd Quintile,Part-time,0.38706,130,2206,0.38607,0.38804
2006,No migration background,3rd Quintile,Either,0.23583,62,2206,0.23498,0.23669
2006,No migration background,4th Quintile,Full-time,0.50836,156,2206,0.50726,0.50947
2006,No migration background,4th Quintile,Part-time,0.41568,111,2206,0.41459,0.41677
2006,No migration background,4th Quintile,Either,0.07595,39,2206,0.07537,0.07654
2006,No migration background,5th Quintile,Full-time,0.42812,174,2206,0.42694,0.42930
2006,No migration background,5th Quintile,Part-time,0.33276,120,2206,0.33164,0.33389
2006,No migration background,5th Quintile,Either,0.15670,47,2206,0.15583,0.15757
2006,No migration background,5th Quintile,I'm not sure yet,0.08242,34,2206,0.08176,0.08308
2006,Direct migration background,1st Quintile,Full-time,0.45613,74,2206,0.45502,0.45724
2006,Direct migration background,1st Quintile,Part-time,0.25515,42,2206,0.25418,0.25612
2006,Direct migration background,1st Quintile,Either,0.28872,42,2206,0.28771,0.28973
2006,Indirect migration background,1st Quintile,Full-time,1.00000,58,2206,1.00000,1.00000
2007,No migration background,1st Quintile,Full-time,0.43443,299,2179,0.43382,0.43503
2007,No migration background,1st Quintile,Part-time,0.22451,144,2179,0.22400,0.22502
2007,No migration background,1st Quintile,Either,0.28932,196,2179,0.28876,0.28987
2007,No migration background,1st Quintile,I'm not sure yet,0.05175,36,2179,0.05148,0.05202
2007,No migration background,2nd Quintile,Full-time,0.50071,173,2179,0.49975,0.50167
2007,No migration background,2nd Quintile,Part-time,0.30772,107,2179,0.30683,0.30861
2007,No migration background,2nd Quintile,Either,0.19157,72,2179,0.19081,0.19233
2007,No migration background,3rd Quintile,Full-time,0.38319,120,2179,0.38218,0.38421
2007,No migration background,3rd Quintile,Part-time,0.47379,124,2179,0.47275,0.47484
2007,No migration background,3rd Quintile,Either,0.14301,41,2179,0.14228,0.14375
2007,No migration background,4th Quintile,Full-time,0.47204,155,2179,0.47095,0.47313
2007,No migration background,4th Quintile,Part-time,0.40024,107,2179,0.39917,0.40131
2007,No migration background,4th Quintile,Either,0.12772,47,2179,0.12699,0.12845
2007,No migration background,5th Quintile,Full-time,0.46564,163,2179,0.46448,0.46680
2007,No migration background,5th Quintile,Part-time,0.35680,109,2179,0.35568,0.35792
2007,No migration background,5th Quintile,Either,0.08085,32,2179,0.08022,0.08149
2007,No migration background,5th Quintile,I'm not sure yet,0.09671,41,2179,0.09602,0.09740
2007,Direct migration background,1st Quintile,Full-time,0.51191,69,2179,0.51081,0.51301
2007,Direct migration background,1st Quintile,Part-time,0.18649,34,2179,0.18563,0.18735
2007,Direct migration background,1st Quintile,Either,0.30160,40,2179,0.30059,0.30261
2007,Direct migration background,2nd Quintile,Part-time,1.00000,34,2179,1.00000,1.00000
2007,Indirect migration background,1st Quintile,Full-time,1.00000,36,2179,1.00000,1.00000
2008,No migration background,1st Quintile,Full-time,0.48050,289,1929,0.47985,0.48115
2008,No migration background,1st Quintile,Part-time,0.19890,132,1929,0.19838,0.19942
2008,No migration background,1st Quintile,Either,0.25431,157,1929,0.25374,0.25487
2008,No migration background,1st Quintile,I'm not sure yet,0.06630,38,1929,0.06598,0.06663
2008,No migration background,2nd Quintile,Full-time,0.48414,136,1929,0.48317,0.48510
2008,No migration background,2nd Quintile,Part-time,0.30042,87,1929,0.29953,0.30131
2008,No migration background,2nd Quintile,Either,0.21545,65,1929,0.21465,0.21624
2008,No migration background,3rd Quintile,Full-time,0.39910,129,1929,0.39809,0.40010
2008,No migration background,3rd Quintile,Part-time,0.30913,88,1929,0.30818,0.31008
2008,No migration background,3rd Quintile,Either,0.18065,51,1929,0.17986,0.18144
2008,No migration background,3rd Quintile,I'm not sure yet,0.11112,35,1929,0.11047,0.11176
2008,No migration background,4th Quintile,Full-time,0.48074,129,1929,0.47964,0.48185
2008,No migration background,4th Quintile,Part-time,0.39918,108,1929,0.39810,0.40026
2008,No migration background,4th Quintile,Either,0.12008,31,1929,0.11936,0.12080
2008,No migration background,5th Quintile,Full-time,0.42877,139,1929,0.42759,0.42995
2008,No migration background,5th Quintile,Part-time,0.35914,95,1929,0.35800,0.36029
2008,No migration background,5th Quintile,Either,0.12868,35,1929,0.12788,0.12948
2008,No migration background,5th Quintile,I'm not sure yet,0.08340,36,1929,0.08274,0.08406
2008,Direct migration background,1st Quintile,Full-time,0.67778,64,1929,0.67649,0.67907
2008,Direct migration background,1st Quintile,Part-time,0.32222,39,1929,0.32093,0.32351
2008,Indirect migration background,1st Quintile,Full-time,1.00000,46,1929,1.00000,1.00000
2009,No migration background,1st Quintile,Full-time,0.50243,257,1637,0.50174,0.50311
2009,No migration background,1st Quintile,Part-time,0.20141,113,1637,0.20086,0.20196
2009,No migration background,1st Quintile,Either,0.29616,133,1637,0.29554,0.29679
2009,No migration background,2nd Quintile,Full-time,0.47100,145,1637,0.47006,0.47194
2009,No migration background,2nd Quintile,Part-time,0.32166,82,1637,0.32078,0.32254
2009,No migration background,2nd Quintile,Either,0.20734,63,1637,0.20657,0.20811
2009,No migration background,3rd Quintile,Full-time,0.50353,130,1637,0.50254,0.50452
2009,No migration background,3rd Quintile,Part-time,0.37286,96,1637,0.37190,0.37382
2009,No migration background,3rd Quintile,Either,0.12361,34,1637,0.12295,0.12426
2009,No migration background,4th Quintile,Full-time,0.54402,124,1637,0.54288,0.54516
2009,No migration background,4th Quintile,Part-time,0.33394,80,1637,0.33286,0.33502
2009,No migration background,4th Quintile,Either,0.12204,34,1637,0.12129,0.12279
2009,No migration background,5th Quintile,Full-time,0.56842,129,1637,0.56724,0.56961
2009,No migration background,5th Quintile,Part-time,0.31195,88,1637,0.31084,0.31306
2009,No migration background,5th Quintile,Either,0.11963,31,1637,0.11885,0.12041
2009,Direct migration background,1st Quintile,Full-time,1.00000,55,1637,1.00000,1.00000
2009,Indirect migration background,1st Quintile,Full-time,1.00000,43,1637,1.00000,1.00000
2010,No migration background,1st Quintile,Full-time,0.62789,254,1427,0.62717,0.62862
2010,No migration background,1st Quintile,Part-time,0.17363,113,1427,0.17306,0.17419
2010,No migration background,1st Quintile,Either,0.19848,116,1427,0.19788,0.19908
2010,No migration background,2nd Quintile,Full-time,0.55810,117,1427,0.55698,0.55921
2010,No migration background,2nd Quintile,Part-time,0.27297,78,1427,0.27196,0.27397
2010,No migration background,2nd Quintile,Either,0.16894,42,1427,0.16809,0.16978
2010,No migration background,3rd Quintile,Full-time,0.66055,126,1427,0.65942,0.66168
2010,No migration background,3rd Quintile,Part-time,0.18763,63,1427,0.18670,0.18856
2010,No migration background,3rd Quintile,Either,0.15182,32,1427,0.15097,0.15268
2010,No migration background,4th Quintile,Full-time,0.53914,109,1427,0.53797,0.54031
2010,No migration background,4th Quintile,Part-time,0.25719,87,1427,0.25616,0.25821
2010,No migration background,4th Quintile,Either,0.20367,39,1427,0.20273,0.20461
2010,No migration background,5th Quintile,Full-time,0.63902,125,1427,0.63758,0.64045
2010,No migration background,5th Quintile,Part-time,0.36098,86,1427,0.35955,0.36242
2010,Direct migration background,1st Quintile,Full-time,1.00000,40,1427,1.00000,1.00000
2011,No migration background,1st Quintile,Full-time,0.54908,408,2823,0.54829,0.54986
2011,No migration background,1st Quintile,Part-time,0.22381,343,2823,0.22315,0.22447
2011,No migration background,1st Quintile,Either,0.19721,179,2823,0.19658,0.19783
2011,No migration background,1st Quintile,I'm not sure yet,0.02991,42,2823,0.02964,0.03017
2011,No migration background,2nd Quintile,Full-time,0.49828,171,2823,0.49708,0.49947
2011,No migration background,2nd Quintile,Part-time,0.35438,240,2823,0.35323,0.35552
2011,No migration background,2nd Quintile,Either,0.14735,70,2823,0.14650,0.14820
2011,No migration background,3rd Quintile,Full-time,0.56041,142,2823,0.55914,0.56169
2011,No migration background,3rd Quintile,Part-time,0.28193,152,2823,0.28078,0.28309
2011,No migration background,3rd Quintile,Either,0.15765,44,2823,0.15671,0.15859
2011,No migration background,4th Quintile,Full-time,0.44954,98,2823,0.44805,0.45102
2011,No migration background,4th Quintile,Part-time,0.40943,153,2823,0.40796,0.41089
2011,No migration background,4th Quintile,Either,0.14104,35,2823,0.14000,0.14207
2011,No migration background,5th Quintile,Full-time,0.60047,104,2823,0.59873,0.60221
2011,No migration background,5th Quintile,Part-time,0.39953,119,2823,0.39779,0.40127
2011,Direct migration background,1st Quintile,Full-time,0.47850,124,2823,0.47713,0.47987
2011,Direct migration background,1st Quintile,Part-time,0.39217,150,2823,0.39083,0.39351
2011,Direct migration background,1st Quintile,Either,0.12933,46,2823,0.12841,0.13025
2011,Direct migration background,2nd Quintile,Part-time,1.00000,60,2823,1.00000,1.00000
2011,Direct migration background,3rd Quintile,Part-time,1.00000,39,2823,1.00000,1.00000
2011,Indirect migration background,1st Quintile,Full-time,0.71085,58,2823,0.70855,0.71314
2011,Indirect migration background,1st Quintile,Part-time,0.28915,46,2823,0.28686,0.29145
2012,No migration background,1st Quintile,Full-time,0.50996,516,3292,0.50929,0.51064
2012,No migration background,1st Quintile,Part-time,0.24770,427,3292,0.24711,0.24828
2012,No migration background,1st Quintile,Either,0.20384,218,3292,0.20329,0.20438
2012,No migration background,1st Quintile,I'm not sure yet,0.03851,47,3292,0.03825,0.03877
2012,No migration background,2nd Quintile,Full-time,0.44408,195,3292,0.44308,0.44508
2012,No migration background,2nd Quintile,Part-time,0.31788,218,3292,0.31695,0.31881
2012,No migration background,2nd Quintile,Either,0.14392,62,3292,0.14322,0.14463
2012,No migration background,2nd Quintile,I'm not sure yet,0.09412,34,3292,0.09353,0.09470
2012,No migration background,3rd Quintile,Full-time,0.46145,162,3292,0.46033,0.46256
2012,No migration background,3rd Quintile,Part-time,0.33212,195,3292,0.33107,0.33317
2012,No migration background,3rd Quintile,Either,0.13530,45,3292,0.13453,0.13607
2012,No migration background,3rd Quintile,I'm not sure yet,0.07113,31,3292,0.07056,0.07171
2012,No migration background,4th Quintile,Full-time,0.43744,119,3292,0.43614,0.43873
2012,No migration background,4th Quintile,Part-time,0.37898,151,3292,0.37771,0.38025
2012,No migration background,4th Quintile,I'm not sure yet,0.18358,37,3292,0.18257,0.18460
2012,No migration background,5th Quintile,Full-time,0.46579,123,3292,0.46448,0.46709
2012,No migration background,5th Quintile,Part-time,0.40100,146,3292,0.39972,0.40228
2012,No migration background,5th Quintile,I'm not sure yet,0.13321,34,3292,0.13232,0.13410
2012,Direct migration background,1st Quintile,Full-time,0.47107,116,3292,0.46976,0.47238
2012,Direct migration background,1st Quintile,Part-time,0.34812,155,3292,0.34687,0.34937
2012,Direct migration background,1st Quintile,Either,0.18081,41,3292,0.17980,0.18182
2012,Direct migration background,2nd Quintile,Part-time,1.00000,56,3292,1.00000,1.00000
2012,Indirect migration background,1st Quintile,Full-time,0.78526,71,3292,0.78332,0.78720
2012,Indirect migration background,1st Quintile,Part-time,0.21474,47,3292,0.21280,0.21668
2012,Indirect migration background,2nd Quintile,Full-time,1.00000,46,3292,1.00000,1.00000
2013,No migration background,1st Quintile,Full-time,0.47744,445,3115,0.47675,0.47812
2013,No migration background,1st Quintile,Part-time,0.25340,380,3115,0.25280,0.25399
2013,No migration background,1st Quintile,Either,0.20495,219,3115,0.20440,0.20551
2013,No migration background,1st Quintile,I'm not sure yet,0.06421,54,3115,0.06387,0.06455
2013,No migration background,2nd Quintile,Full-time,0.48961,199,3115,0.48858,0.49064
2013,No migration background,2nd Quintile,Part-time,0.33001,199,3115,0.32904,0.33098
2013,No migration background,2nd Quintile,Either,0.18039,68,3115,0.17959,0.18118
2013,No migration background,3rd Quintile,Full-time,0.50112,168,3115,0.50003,0.50220
2013,No migration background,3rd Quintile,Part-time,0.34860,171,3115,0.34756,0.34963
2013,No migration background,3rd Quintile,Either,0.15028,47,3115,0.14951,0.15106
2013,No migration background,4th Quintile,Full-time,0.43669,111,3115,0.43556,0.43783
2013,No migration background,4th Quintile,Part-time,0.33336,136,3115,0.33228,0.33444
2013,No migration background,4th Quintile,Either,0.13171,39,3115,0.13094,0.13248
2013,No migration background,4th Quintile,I'm not sure yet,0.09824,31,3115,0.09756,0.09892
2013,No migration background,5th Quintile,Full-time,0.46399,112,3115,0.46269,0.46529
2013,No migration background,5th Quintile,Part-time,0.39936,119,3115,0.39808,0.40064
2013,No migration background,5th Quintile,I'm not sure yet,0.13665,33,3115,0.13575,0.13755
2013,Direct migration background,1st Quintile,Full-time,0.42672,106,3115,0.42496,0.42849
2013,Direct migration background,1st Quintile,Part-time,0.43728,161,3115,0.43551,0.43905
2013,Direct migration background,1st Quintile,Either,0.13600,31,3115,0.13478,0.13722
2013,Direct migration background,2nd Quintile,Full-time,0.48978,33,3115,0.48692,0.49265
2013,Direct migration background,2nd Quintile,Part-time,0.51022,54,3115,0.50735,0.51308
2013,Direct migration background,3rd Quintile,Part-time,1.00000,32,3115,1.00000,1.00000
2013,Indirect migration background,1st Quintile,Full-time,0.68747,81,3115,0.68520,0.68975
2013,Indirect migration background,1st Quintile,Part-time,0.31253,46,3115,0.31025,0.31480
2013,Indirect migration background,2nd Quintile,Full-time,1.00000,40,3115,1.00000,1.00000
2014,No migration background,1st Quintile,Full-time,0.43017,351,3473,0.42946,0.43088
2014,No migration background,1st Quintile,Part-time,0.29320,329,3473,0.29255,0.29384
2014,No migration background,1st Quintile,Either,0.21613,191,3473,0.21554,0.21672
2014,No migration background,1st Quintile,I'm not sure yet,0.06050,52,3473,0.06016,0.06084
2014,No migration background,2nd Quintile,Full-time,0.39509,148,3473,0.39417,0.39601
2014,No migration background,2nd Quintile,Part-time,0.35944,197,3473,0.35854,0.36035
2014,No migration background,2nd Quintile,Either,0.16006,72,3473,0.15937,0.16075
2014,No migration background,2nd Quintile,I'm not sure yet,0.08541,33,3473,0.08488,0.08594
2014,No migration background,3rd Quintile,Full-time,0.48609,149,3473,0.48496,0.48722
2014,No migration background,3rd Quintile,Part-time,0.39573,145,3473,0.39462,0.39683
2014,No migration background,3rd Quintile,Either,0.11818,41,3473,0.11746,0.11891
2014,No migration background,4th Quintile,Full-time,0.43294,116,3473,0.43179,0.43409
2014,No migration background,4th Quintile,Part-time,0.45138,140,3473,0.45023,0.45254
2014,No migration background,4th Quintile,Either,0.11568,36,3473,0.11494,0.11642
2014,No migration background,5th Quintile,Full-time,0.56490,103,3473,0.56343,0.56638
2014,No migration background,5th Quintile,Part-time,0.43510,95,3473,0.43362,0.43657
2014,Direct migration background,1st Quintile,Full-time,0.47116,260,3473,0.47014,0.47217
2014,Direct migration background,1st Quintile,Part-time,0.33751,270,3473,0.33655,0.33847
2014,Direct migration background,1st Quintile,Either,0.13504,94,3473,0.13435,0.13574
2014,Direct migration background,1st Quintile,I'm not sure yet,0.05629,36,3473,0.05582,0.05676
2014,Direct migration background,2nd Quintile,Full-time,0.45156,82,3473,0.44981,0.45330
2014,Direct migration background,2nd Quintile,Part-time,0.54844,103,3473,0.54670,0.55019
2014,Direct migration background,3rd Quintile,Full-time,0.58505,52,3473,0.58263,0.58747
2014,Direct migration background,3rd Quintile,Part-time,0.41495,47,3473,0.41253,0.41737
2014,Direct migration background,4th Quintile,Part-time,1.00000,38,3473,1.00000,1.00000
2014,Indirect migration background,1st Quintile,Full-time,0.79416,135,3473,0.79289,0.79543
2014,Indirect migration background,1st Quintile,Part-time,0.20584,71,3473,0.20457,0.20711
2014,Indirect migration background,2nd Quintile,Full-time,0.63951,49,3473,0.63702,0.64199
2014,Indirect migration background,2nd Quintile,Part-time,0.36049,38,3473,0.35801,0.36298
2015,No migration background,1st Quintile,Full-time,0.44926,313,3100,0.44856,0.44996
2015,No migration background,1st Quintile,Part-time,0.27233,300,3100,0.27171,0.27296
2015,No migration background,1st Quintile,Either,0.23071,172,3100,0.23013,0.23130
2015,No migration background,1st Quintile,I'm not sure yet,0.04769,48,3100,0.04739,0.04799
2015,No migration background,2nd Quintile,Full-time,0.41287,177,3100,0.41189,0.41385
2015,No migration background,2nd Quintile,Part-time,0.32889,151,3100,0.32795,0.32983
2015,No migration background,2nd Quintile,Either,0.12426,69,3100,0.12360,0.12492
2015,No migration background,2nd Quintile,I'm not sure yet,0.13398,44,3100,0.13330,0.13466
2015,No migration background,3rd Quintile,Full-time,0.53992,138,3100,0.53874,0.54109
2015,No migration background,3rd Quintile,Part-time,0.30995,122,3100,0.30886,0.31104
2015,No migration background,3rd Quintile,Either,0.15014,37,3100,0.14929,0.15098
2015,No migration background,4th Quintile,Full-time,0.62093,118,3100,0.61966,0.62221
2015,No migration background,4th Quintile,Part-time,0.37907,98,3100,0.37779,0.38034
2015,No migration background,5th Quintile,Full-time,0.45689,109,3100,0.45567,0.45811
2015,No migration background,5th Quintile,Part-time,0.39561,108,3100,0.39441,0.39681
2015,No migration background,5th Quintile,Either,0.14750,35,3100,0.14663,0.14837
2015,Direct migration background,1st Quintile,Full-time,0.40452,194,3100,0.40346,0.40559
2015,Direct migration background,1st Quintile,Part-time,0.37369,221,3100,0.37264,0.37474
2015,Direct migration background,1st Quintile,Either,0.16406,88,3100,0.16326,0.16486
2015,Direct migration background,1st Quintile,I'm not sure yet,0.05773,33,3100,0.05723,0.05824
2015,Direct migration background,2nd Quintile,Full-time,0.57255,62,3100,0.57048,0.57462
2015,Direct migration background,2nd Quintile,Part-time,0.42745,72,3100,0.42538,0.42952
2015,Direct migration background,3rd Quintile,Full-time,0.48672,39,3100,0.48426,0.48918
2015,Direct migration background,3rd Quintile,Part-time,0.51328,52,3100,0.51082,0.51574
2015,Indirect migration background,1st Quintile,Full-time,0.68855,126,3100,0.68702,0.69007
2015,Indirect migration background,1st Quintile,Part-time,0.31145,61,3100,0.30993,0.31298
2015,Indirect migration background,2nd Quintile,Full-time,0.65631,43,3100,0.65390,0.65872
2015,Indirect migration background,2nd Quintile,Part-time,0.34369,37,3100,0.34128,0.34610
2015,Indirect migration background,3rd Quintile,Full-time,1.00000,33,3100,1.00000,1.00000
2016,No migration background,1st Quintile,Full-time,0.46471,297,2965,0.46403,0.46539
2016,No migration background,1st Quintile,Part-time,0.25936,262,2965,0.25877,0.25996
2016,No migration background,1st Quintile,Either,0.21319,156,2965,0.21264,0.21375
2016,No migration background,1st Quintile,I'm not sure yet,0.06274,44,2965,0.06241,0.06307
2016,No migration background,2nd Quintile,Full-time,0.42151,123,2965,0.42051,0.42250
2016,No migration background,2nd Quintile,Part-time,0.34851,143,2965,0.34755,0.34948
2016,No migration background,2nd Quintile,Either,0.11086,48,2965,0.11023,0.11149
2016,No migration background,2nd Quintile,I'm not sure yet,0.11912,41,2965,0.11847,0.11977
2016,No migration background,3rd Quintile,Full-time,0.49352,117,2965,0.49237,0.49467
2016,No migration background,3rd Quintile,Part-time,0.32687,98,2965,0.32579,0.32795
2016,No migration background,3rd Quintile,Either,0.09261,32,2965,0.09195,0.09328
2016,No migration background,3rd Quintile,I'm not sure yet,0.08700,33,2965,0.08635,0.08765
2016,No migration background,4th Quintile,Full-time,0.55038,100,2965,0.54896,0.55181
2016,No migration background,4th Quintile,Part-time,0.44962,83,2965,0.44819,0.45104
2016,No migration background,5th Quintile,Full-time,0.39687,88,2965,0.39565,0.39809
2016,No migration background,5th Quintile,Part-time,0.37702,83,2965,0.37580,0.37823
2016,No migration background,5th Quintile,Either,0.10890,32,2965,0.10813,0.10968
2016,No migration background,5th Quintile,I'm not sure yet,0.11721,34,2965,0.11641,0.11802
2016,Direct migration background,1st Quintile,Full-time,0.31244,210,2965,0.31147,0.31341
2016,Direct migration background,1st Quintile,Part-time,0.40790,249,2965,0.40686,0.40893
2016,Direct migration background,1st Quintile,Either,0.19129,119,2965,0.19046,0.19211
2016,Direct migration background,1st Quintile,I'm not sure yet,0.08838,41,2965,0.08778,0.08897
2016,Direct migration background,2nd Quintile,Full-time,0.55882,72,2965,0.55696,0.56068
2016,Direct migration background,2nd Quintile,Part-time,0.44118,100,2965,0.43932,0.44304
2016,Direct migration background,3rd Quintile,Full-time,0.53004,39,2965,0.52712,0.53296
2016,Direct migration background,3rd Quintile,Part-time,0.46996,35,2965,0.46704,0.47288
2016,Direct migration background,5th Quintile,Part-time,1.00000,31,2965,1.00000,1.00000
2016,Indirect migration background,1st Quintile,Full-time,0.68001,103,2965,0.67856,0.68145
2016,Indirect migration background,1st Quintile,Part-time,0.31999,63,2965,0.31855,0.32144
2016,Indirect migration background,2nd Quintile,Full-time,0.69411,56,2965,0.69209,0.69613
2016,Indirect migration background,2nd Quintile,Part-time,0.30589,33,2965,0.30387,0.30791
2017,No migration background,1st Quintile,Full-time,0.38389,258,3681,0.38314,0.38464
2017,No migration background,1st Quintile,Part-time,0.30212,232,3681,0.30141,0.30282
2017,No migration background,1st Quintile,Either,0.24841,147,3681,0.24774,0.24907
2017,No migration background,1st Quintile,I'm not sure yet,0.06558,48,3681,0.06520,0.06596
2017,No migration background,2nd Quintile,Full-time,0.40469,119,3681,0.40353,0.40585
2017,No migration background,2nd Quintile,Part-time,0.29218,121,3681,0.29110,0.29325
2017,No migration background,2nd Quintile,Either,0.15374,46,3681,0.15288,0.15459
2017,No migration background,2nd Quintile,I'm not sure yet,0.14940,41,3681,0.14855,0.15024
2017,No migration background,3rd Quintile,Full-time,0.48157,110,3681,0.48014,0.48299
2017,No migration background,3rd Quintile,Part-time,0.51843,102,3681,0.51701,0.51986
2017,No migration background,4th Quintile,Full-time,0.57504,105,3681,0.57359,0.57649
2017,No migration background,4th Quintile,Part-time,0.42496,90,3681,0.42351,0.42641
2017,No migration background,5th Quintile,Full-time,0.45185,70,3681,0.45025,0.45344
2017,No migration background,5th Quintile,Part-time,0.54815,68,3681,0.54656,0.54975
2017,Direct migration background,1st Quintile,Full-time,0.42656,774,3681,0.42554,0.42758
2017,Direct migration background,1st Quintile,Part-time,0.35350,513,3681,0.35251,0.35449
2017,Direct migration background,1st Quintile,Either,0.16759,233,3681,0.16681,0.16836
2017,Direct migration background,1st Quintile,I'm not sure yet,0.05235,116,3681,0.05189,0.05281
2017,Direct migration background,2nd Quintile,Full-time,0.42665,90,3681,0.42486,0.42844
2017,Direct migration background,2nd Quintile,Part-time,0.40889,98,3681,0.40711,0.41067
